<doc id="wr_1758-06-21" attrs="word" year="1758" month="06" day="21" corpus="2">
<head id="h2_d254e3304">
Cöln	w1_d254e3308
die	w5_d254e28557
wegen	w7_d254e28560
ihren	w9_d254e28563
aufhabenden	w11_d254e28566
Blessuren	w13_d254e28570
nicht	w15_d254e28573
wol	w17_d254e28576
weiter	w19_d254e28579
zu	w21_d254e28582
bringen	w1_d254e28587
waren.	w3_d254e28590
</p>
<p id="p14_d254e28604">
Den	w1_d254e28608
13.	w3_d254e28611
ist	w5_d254e28614
das	w7_d254e28617
löbliche	w9_d254e28620
Colloredische	w11_d254e28623
Jnfanterie=regiment	w13_d254e28627
von	w15_d254e28630
hier	w1_d254e28635
in	w3_d254e28638
das	w5_d254e28641
Lager	w7_d254e28644
bey	w9_d254e28647
Laun	w11_d254e28650
abgeschicket	w13_d254e28654
worden.	w15_d254e28657
Heute	w17_d254e28660
als	w19_d254e28663
</p>
<p id="p16_d254e28666">
Den	w1_d254e28670
14.	w3_d254e28673
hat	w5_d254e28676
die	w7_d254e28679
Reserve-artillerie	w9_d254e28682
in	w11_d254e28685
Gegenwart	w13_d254e28689
des	w15_d254e28692
comman	w17_d254e28695
direnden	w1_d254e28700
Generalen	w3_d254e28703
Prinzen	w5_d254e28706
von	w7_d254e28709
Zweybrücken,	w9_d254e28712
und	w11_d254e28715
der	w13_d254e28719
ganzen	w15_d254e28722
Ge	w17_d254e28725
neralität	w1_d254e28730
exerciret.	w3_d254e28733
Allen	w5_d254e28736
von	w7_d254e28739
dem	w9_d254e28742
Feind	w11_d254e28745
eingeloffenen	w13_d254e28749
Nachrich	w15_d254e28752
ten	w1_d254e28758
zufolge	w3_d254e28761
stehet	w5_d254e28764
der	w7_d254e28767
gröste	w9_d254e28770
Theil	w11_d254e28773
seiner	w13_d254e28777
Armee	w15_d254e28780
noch	w17_d254e28783
in	w19_d254e28786
dem	w21_d254e28789
Lager	w23_d254e28792
bey	w25_d254e28796
Tschoppau,	w1_d254e28801
wie	w3_d254e28804
dann	w5_d254e28807
auch	w7_d254e28810
die	w9_d254e28813
diesseitige	w11_d254e28816
Armee	w13_d254e28820
sich	w15_d254e28823
noch	w17_d254e28826
in	w19_d254e28829
ihrer	w21_d254e28832
vori	w23_d254e28835
gen	w1_d254e28840
Stellung	w3_d254e28843
befindet.	w5_d254e28846
Es	w7_d254e28849
hat	w9_d254e28852
zwar	w11_d254e28855
ein	w13_d254e28859
Theil	w15_d254e28862
deren	w17_d254e28865
feindlichen	w19_d254e28868
Tru	w21_d254e28871
pen	w1_d254e28876
einige	w3_d254e28879
Bewegung	w5_d254e28882
auf	w7_d254e28885
Dippoldswalde,	w9_d254e28888
und	w11_d254e28891
von	w13_d254e28895
da	w15_d254e28898
gegen	w17_d254e28901
Pirna	w19_d254e28904
und	w1_d254e28910
Dreßden	w3_d254e28913
gemacht,	w5_d254e28916
allein	w7_d254e28919
gar	w9_d254e28922
bald	w11_d254e28925
wiederum	w13_d254e28929
ihren	w15_d254e28932
Ruck=weeg	w17_d254e28935
über	w1_d254e28940
Pretschendorf	w3_d254e28943
in	w5_d254e28946
das	w7_d254e28949
Lager	w9_d254e28952
bey	w11_d254e28955
Tschoppau	w13_d254e28959
genommen,	w15_d254e28962
und	w17_d254e28965
so	w19_d254e28968
viel	w1_d254e28973
man	w3_d254e28976
davon	w5_d254e28979
in	w7_d254e28982
Erfahrung	w9_d254e28985
bringen	w11_d254e28988
können,	w13_d254e28992
so	w15_d254e28995
ist	w17_d254e28998
solches	w19_d254e29001
nur	w21_d254e29004
von	w23_d254e29007
darumen	w1_d254e29012
geschehen,	w3_d254e29015
um	w5_d254e29018
die	w7_d254e29021
Garnison	w9_d254e29024
von	w11_d254e29027
Dreßden	w13_d254e29031
und	w15_d254e29034
Pirna	w17_d254e29037
mit	w19_d254e29040
einigen	w1_d254e29046
von	w3_d254e29049
Leipzig	w5_d254e29052
und	w7_d254e29055
Magdeburg	w9_d254e29058
angekommenen	w11_d254e29061
Trupen	w13_d254e29065
zu	w15_d254e29068
der	w17_d254e29071
stärken.	w1_d254e29076
</p>
<p id="p18_d254e29079">
Der	w1_d254e29083
Kaiserl.	w3_d254e29086
Königl.	w5_d254e29089
General	w7_d254e29092
Baron	w9_d254e29095
von	w11_d254e29098
Mitrowsky,	w13_d254e29102
welcher	w15_d254e29105
vor	w1_d254e29110
einigen	w3_d254e29113
Tägen	w5_d254e29116
über	w7_d254e29119
Frauenstein	w9_d254e29122
bis	w11_d254e29125
Freyberg	w13_d254e29129
vorgerucket	w15_d254e29132
ware,	w17_d254e29135
ist	w1_d254e29140
mit	w3_d254e29143
seinem	w5_d254e29146
unterhabenden	w7_d254e29149
Corps,	w9_d254e29152
nachdeme	w11_d254e29155
er	w13_d254e29159
in	w15_d254e29162
dasigen	w17_d254e29165
Gegen	w19_d254e29168
den	w1_d254e29174
nichts	w3_d254e29177
von	w5_d254e29180
dem	w7_d254e29183
Feind	w9_d254e29186
angetroffen,	w11_d254e29189
wieder	w13_d254e29193
in	w15_d254e29196
dem	w17_d254e29199
Lager	w19_d254e29202
bey	w21_d254e29205
Töp	w23_d254e29208
plitz	w1_d254e29213
eingerucket.	w3_d254e29216
</p>
<p id="p20_d254e29219">
Die	w1_d254e29223
Desertion	w3_d254e29226
fanget	w5_d254e29229
wiederum	w7_d254e29232
an	w9_d254e29235
bey	w11_d254e29238
dem	w13_d254e29242
Feind	w15_d254e29245
einzureissen	w17_d254e29248
wie	w1_d254e29253
dann	w3_d254e29256
deren	w5_d254e29259
täglich	w7_d254e29262
verschiedene	w9_d254e29265
in	w11_d254e29268
dem	w13_d254e29272
Haupt	w15_d254e29275
quartier	w1_d254e29280
ankommen.	w3_d254e29283
</p>
</doc>
