<doc id="edoc_wd_1780-12-02" attrs="word" year="1780" month="12" day="02" corpus="1">
<p id="p4">
Monarchinn	w23
rückgelassen	w16504
nächsten	w16505
An=verwandten	w16506
<g/>
=
<g/>
,
wie	w16509
auch	w16510
Gläubigern	w16511
zu	w16512
verneh=men	w16513
<g/>
=
<g/>
:
Es	w16516
sey	w16517
über	w16518
die	w16519
zwischen	w16520
dem	w16521
gerichtl	w16522
<g/>
.
aufgestellt	w16524
Johann	w16525
Christoph	w16526
Kuefner	w16527
eines=dann	w16528
<g/>
=
den	w16530
ex	w16531
testamento	w16532
nuncupativo	w16533
sich	w16534
an=gemeldten	w16535
<g/>
=
Universalerben	w16537
Jakob	w16538
Sturm	w16539
<g/>
,
Spit=telmeister	w16541
<g/>
=
zu	w16543
Klosterneuburg	w16544
<g/>
,
und	w16546
dessen	w16547
Ehe=konsortin	w16548
<g/>
=
Theresia	w16550
andern	w16551
Theils	w16552
fürgeweste	w16553
Er=foderung	w16554
<g/>
=
sub	w16556
dato	w16557
15	w16558
<g/>
.
Juli	w16560
letzthin	w16561
unter	w16562
an=dern	w16563
<g/>
=
veranlasset	w16565
worden	w16566
<g/>
,
daß	w16568
der	w16569
Jakob	w16570
Sturm	w16571
<g/>
,
Spittelmeister	w16573
zu	w16574
Klosterneuburg	w16575
sein	w16576
ex	w16577
testa-mento	w16578
<g/>
-
nuncupativo	w16580
zu	w16581
der	w16582
Johann	w16583
Mülleri=schen	w16584
<g/>
=
Verlassenschaft	w16586
prätendirende	w16587
Erbrecht	w16588
<g/>
,
wie	w16590
sich	w16591
zu	w16592
recht	w16593
gebührt	w16594
<g/>
,
zu	w16596
erweisen	w16597
schuldig	w16598
sey	w16599
<g/>
.
Den	w16601
Müllerischen	w16602
Kurator	w16603
auch	w16604
dagegen	w16605
seine	w16606
habende	w16607
Behelfe	w16608
der	w16609
Ordnung	w16610
nach	w16611
anzubrin=gen	w16612
<g/>
=
bevorstehen	w16614
<g/>
,
übrigens	w16616
die	w16617
gedacht	w16618
Mülle=rischen	w16619
<g/>
=
Jntestaterben	w16621
per	w16622
edictum	w16623
ad	w16624
valvas	w16625
ein=beruffen	w16626
<g/>
=
werden	w16628
sollen	w16629
<g/>
.
Da	w16631
nun	w16632
in	w16633
Folge	w16634
die=ses	w16635
<g/>
=
ergangenen	w16637
Verlasses	w16638
der	w16639
Müllerische	w16640
Ver=lassenschaftskurator	w16641
<g/>
=
um	w16643
die	w16644
Ausfertigung	w16645
der	w16646
diesfälligen	w16647
Edikten	w16648
<g/>
,
und	w16650
Einberuffung	w16651
der	w16652
Mül=lerischen	w16653
<g/>
=
Jntestaterben	w16655
gehorsamst	w16656
angelangt	w16657
<g/>
,
und	w16659
in	w16660
dessen	w16661
rechtliches	w16662
Begehren	w16663
gewilligt	w16664
wor=den	w16665
<g/>
=
ist	w16667
<g/>
.
Solchemnach	w16669
wird	w16670
eingangs	w16671
ernannt	w16672
Johann	w16673
Müllerischen	w16674
Jntestaterben	w16675
hiemit	w16676
an=befohlen	w16677
<g/>
=
<g/>
,
daß	w16680
selbe	w16681
binnen	w16682
1	w16683
Jahr	w16684
6	w16685
Wochen	w16686
und	w16687
3	w16688
Tagen	w16689
bey	w16690
dem	w16691
kais	w16692
<g/>
.
a	w16694
<g/>
.
k	w16696
<g/>
.
k	w16698
<g/>
.
Obersthof=marschallenamt	w16700
<g/>
=
alsogewiß	w16702
erscheinen	w16703
<g/>
,
und	w16705
sich	w16706
</p>
<p id="p123">
behörig	w16707
legitimiren	w16708
sollen	w16709
<g/>
,
wie	w16711
im	w16712
widrigen	w16713
nach	w16714
Verstreichung	w16715
obangesetzten	w16716
Termins	w16717
wegen	w16718
ge=dachten	w16719
<g/>
=
Verlassenschaftsvermögen	w16721
was	w16722
rechtens	w16723
ist	w16724
ex	w16725
officio	w16726
erkennt	w16727
werden	w16728
soll	w16729
<g/>
.
Wien	w16731
den	w16732
29	w16733
<g/>
.
Juli	w16735
1780	w16736
<g/>
.
</p>
<p id="p124">
Von	w16738
der	w16739
domkapitlisch	w16740
passauischen	w16741
Domde=canats	w16742
<g/>
=
Pfarrherrschaft	w16744
Niederhollabrun	w16745
wird	w16746
hiemit	w16747
kund	w16748
gemacht	w16749
<g/>
:
Nachdem	w16751
Anna	w16752
Brod=reysin	w16753
<g/>
=
<g/>
,
hiesig	w16756
herrschaftl	w16757
<g/>
.
aus	w16759
dem	w16760
anher	w16761
ge=hörigen	w16762
<g/>
=
Dorf	w16764
Niederhollabrun	w16765
gebürtige	w16766
Pu=pillin	w16767
<g/>
=
bereits	w16769
über	w16770
32	w16771
Jahre	w16772
abwesend	w16773
ist	w16774
<g/>
,
und	w16776
seit	w16777
solcher	w16778
Zeit	w16779
weder	w16780
von	w16781
ihrem	w16782
Leben	w16783
noch	w16784
Tod	w16785
etwas	w16786
in	w16787
Erfahrenheit	w16788
gebracht	w16789
werden	w16790
konnte	w16791
<g/>
;
als	w16793
haben	w16794
derselben	w16795
nächste	w16796
Befreundte	w16797
um	w16798
Ausfolglassung	w16799
ihres	w16800
unter	w16801
allhiesiger	w16802
Herr=schaft	w16803
<g/>
=
vorfindigen	w16805
Vermögens	w16806
hierorts	w16807
das	w16808
An=suchen	w16809
<g/>
=
gestellt	w16811
<g/>
,
hierüber	w16813
ist	w16814
also	w16815
veranlasset	w16816
wor=den	w16817
<g/>
=
<g/>
,
daß	w16820
vor	w16821
Ertheilung	w16822
der	w16823
Erfolglassung	w16824
sie	w16825
edictaliter	w16826
einberuffen	w16827
werde	w16828
<g/>
.
Daher	w16830
wird	w16831
ihr	w16832
Anna	w16833
Brodreysin	w16834
<g/>
,
oder	w16836
derselben	w16837
allenfalls	w16838
vor=handenen	w16839
<g/>
=
Leibeserben	w16841
hiemit	w16842
erinnert	w16843
<g/>
,
daß	w16845
sie	w16846
binnen	w16847
1	w16848
Jahr	w16849
6	w16850
Wochen	w16851
und	w16852
3	w16853
Tagen	w16854
<g/>
,
per-emptorie	w16856
<g/>
-
aber	w16858
den	w16859
7	w16860
<g/>
.
November	w16862
1781	w16863
bey	w16864
hiesiger	w16865
Herrschaftskanzley	w16866
früh	w16867
um	w16868
9	w16869
Uhr	w16870
ent=weder	w16871
<g/>
=
persönlich	w16873
<g/>
,
oder	w16875
durch	w16876
hiezu	w16877
genugsum	w16878
Be=vollmächtigte	w16879
<g/>
=
alsogewiß	w16881
erscheinen	w16882
<g/>
,
und	w16884
sich	w16885
zu	w16886
sothanen	w16887
Erbschaftsvermögen	w16888
behörig	w16889
legitimi=ren	w16890
<g/>
=
sollen	w16892
<g/>
,
wo	w16894
in	w16895
widrigen	w16896
sie	w16897
Anna	w16898
Brod=reysin	w16899
<g/>
=
für	w16901
verstorben	w16902
gehalten	w16903
<g/>
,
ihr	w16905
rückgelasse=nes	w16906
<g/>
=
Vermögen	w16908
der	w16909
Ordnung	w16910
nach	w16911
abgehandelt	w16912
<g/>
,
und	w16914
den	w16915
sich	w16916
angemeldten	w16917
nächsten	w16918
Erben	w16919
ein=geantwortet	w16920
<g/>
=
werden	w16922
wird	w16923
<g/>
.
</p>
<p id="p125">
Von	w16925
der	w16926
Amtskanzley	w16927
der	w16928
freyherrl	w16929
<g/>
.
Risen=felsischen	w16931
<g/>
=
Herrschaft	w16933
Seisenegg	w16934
V	w16935
<g/>
.
D	w16937
<g/>
.
W	w16939
<g/>
.
W	w16941
<g/>
.
werden	w16943
die	w16944
dortige	w16945
bereits	w16946
über	w16947
präscribirte	w16948
Zeit	w16949
abwesend	w16950
vermuthlich	w16951
in	w16952
k	w16953
<g/>
.
k	w16955
<g/>
.
Kriegsdienste	w16957
ge=tretten	w16958
<g/>
=
und	w16960
unwissende	w16961
Grund	w16962
<g/>
=
und	w16964
resp	w16965
<g/>
.
Vogt=unterthanssöhne	w16967
<g/>
=
<g/>
,
Namens	w16970
<g/>
:
Lorenz	w16972
Aiglinger	w16973
zu	w16974
Mayrhofen	w16975
<g/>
,
Pfarr	w16977
Aspah	w16978
<g/>
,
Nr	w16980
<g/>
.
1	w16982
<g/>
,
Joh	w16984
<g/>
.
Müllwanger	w16986
zu	w16987
Brunner	w16988
Pfarr	w16989
Wiselburg	w16990
Nr	w16991
<g/>
.
3	w16993
und	w16994
Martin	w16995
Mayr	w16996
auf	w16997
dem	w16998
Haus	w16999
an	w17000
der	w17001
Dirn=widen	w17002
<g/>
=
<g/>
,
Pfarr	w17005
Neustättl	w17006
<g/>
,
Ruth	w17008
Voglholz	w17009
<g/>
,
Nr	w17011
<g/>
.
5	w17013
gebürtig	w17014
<g/>
,
allenfalls	w17016
ihre	w17017
eheliche	w17018
Des=cendenz	w17019
<g/>
=
<g/>
,
oder	w17022
wer	w17023
sonsten	w17024
unter	w17025
was	w17026
immer	w17027
für	w17028
einen	w17029
Titel	w17030
an	w17031
dieselbe	w17032
etwas	w17033
zu	w17034
fodern	w17035
haben	w17036
möchte	w17037
<g/>
,
dergestalt	w17039
peremptorie	w17040
citirt	w17041
<g/>
,
daß	w17043
sich	w17044
solche	w17045
in	w17046
dem	w17047
hiemit	w17048
präsigirten	w17049
Ter=min	w17050
<g/>
=
von	w17052
1	w17053
Jahr	w17054
<g/>
,
6	w17056
Wochen	w17057
und	w17058
3	w17059
Tagen	w17060
be=hörig	w17061
<g/>
=
anmelden	w17063
<g/>
,
und	w17065
erfoderlich	w17066
legitimiren	w17067
sol=len	w17068
<g/>
=
<g/>
,
wo	w17071
ausser	w17072
deme	w17073
niemand	w17074
mehr	w17075
angehört	w17076
<g/>
,
sondern	w17078
mit	w17079
den	w17080
Präscriptionsabhandlungen	w17081
der	w17082
wenigen	w17083
Vermögen	w17084
rechtliche	w17085
Ordnung	w17086
nach	w17087
vorgegangen	w17088
werden	w17089
würde	w17090
<g/>
.
Seisenegg	w17092
den	w17093
25	w17094
<g/>
.
Sept	w17096
<g/>
.
1780	w17098
<g/>
.
</p>
<p id="p126">
Von	w17100
der	w17101
freyherrl	w17102
<g/>
.
Risenfelsischen	w17104
Amtskanz=ley	w17105
<g/>
=
der	w17107
Herrschaft	w17108
Hainstetten	w17109
V	w17110
<g/>
.
O	w17112
<g/>
.
W	w17114
<g/>
.
W	w17116
<g/>
.
</p>
<p id="p127">
werden	w17118
nachbenannte	w17119
seit	w17120
etlich	w17121
30	w17122
Jahre	w17123
<g/>
,
ohne	w17125
von	w17126
ihnen	w17127
etwas	w17128
gehört	w17129
zu	w17130
haben	w17131
<g/>
,
abwesend	w17133
daselbstige	w17134
Unterthanssöhne	w17135
und	w17136
Töchter	w17137
näm=lich	w17138
<g/>
=
<g/>
:
Sebastian	w17141
Walcheneder	w17142
auf	w17143
dem	w17144
Haus	w17145
n	w17146
Aichhof	w17147
Pfarr	w17148
Amstetten	w17149
<g/>
,
Ruth	w17151
Gassen	w17152
Nr	w17153
<g/>
.
37	w17155
<g/>
,
Adam	w17157
Semeleder	w17158
auf	w17159
dem	w17160
Haus	w17161
am	w17162
mäsegg	w17163
<g/>
,
Pfarr	w17165
St	w17166
<g/>
.
Georgen	w17168
<g/>
,
Ruth	w17170
Krähof	w17171
<g/>
,
Nr	w17173
<g/>
.
13	w17175
<g/>
,
und	w17177
dessen	w17178
Schwester	w17179
Katharina	w17180
Se	w17181
<g/>
=
elederin	w17183
eben	w17184
allda	w17185
gebürtig	w17186
<g/>
,
allenfalls	w17188
der=selben	w17189
<g/>
=
etwa	w17191
vorhandene	w17192
eheleibliche	w17193
Leibeserben	w17194
<g/>
,
oder	w17196
wer	w17197
sonst	w17198
an	w17199
solche	w17200
quocunque	w17201
modo	w17202
<g/>
,
aut	w17204
titulo	w17205
was	w17206
zu	w17207
fodern	w17208
haben	w17209
möchte	w17210
<g/>
,
dergestalt	w17212
peremptorie	w17213
citirt	w17214
<g/>
,
daß	w17216
sich	w17217
dieselbe	w17218
in	w17219
dem	w17220
hiemit	w17221
anberamten	w17222
Termin	w17223
von	w17224
1	w17225
Jahr	w17226
6	w17227
Wo=chen	w17228
<g/>
=
und	w17230
3	w17231
Tagen	w17232
behörig	w17233
anmelden	w17234
<g/>
,
und	w17236
er=foderlich	w17237
<g/>
=
legitimiren	w17239
sollen	w17240
<g/>
,
wo	w17242
ansonst	w17243
nach	w17244
Verfliessung	w17245
dessen	w17246
niemand	w17247
mehr	w17248
angehört	w17249
<g/>
,
sondern	w17251
über	w17252
deren	w17253
weniges	w17254
Vermögen	w17255
mit	w17256
den	w17257
Präscriptionsabhandlungen	w17258
rechtlicher	w17259
Ordnung	w17260
nach	w17261
ex	w17262
officio	w17263
vorgegangen	w17264
werden	w17265
würde	w17266
<g/>
.
Hainstetten	w17268
den	w17269
15	w17270
<g/>
.
September	w17272
1780	w17273
<g/>
.
</p>
<p id="p128">
Von	w17275
der	w17276
röm	w17277
<g/>
.
kais	w17279
<g/>
.
Maj	w17281
<g/>
.
ni	w17283
<g/>
.
öst	w17285
<g/>
.
Landrechte	w17287
wird	w17288
hiemit	w17289
allen	w17290
<g/>
,
den	w17292
etwa	w17293
hieran	w17294
gelegen	w17295
<g/>
,
kund	w17297
gemacht	w17298
<g/>
:
Es	w17300
habe	w17301
bey	w17302
diesem	w17303
k	w17304
<g/>
.
k	w17306
<g/>
.
ni	w17308
<g/>
.
öst	w17310
<g/>
.
Landrecht	w17312
der	w17313
Mathias	w17314
Bernhard	w17315
Zeller	w17316
<g/>
,
ge=wester	w17318
<g/>
=
Mauthbeamter	w17320
zu	w17321
Aschach	w17322
angezeigt	w17323
<g/>
,
dasgestalt	w17325
über	w17326
die	w17327
von	w17328
der	w17329
gräfl	w17330
<g/>
.
Franz	w17332
Har=rachischen	w17333
<g/>
=
Vormundschaft	w17335
untern	w17336
6	w17337
<g/>
.
März	w17339
1779	w17340
für	w17341
ihn	w17342
gerichtl	w17343
<g/>
.
erlegte	w17345
5756	w17346
fl	w17347
<g/>
.
22	w17349
1	w17350
<g/>
/
2	w17352
kr	w17353
<g/>
.
auf	w17355
von	w17356
eben	w17357
derselben	w17358
gemachte	w17359
Anzeige	w17360
de	w17361
præspraes	w17362
<g/>
.
1	w17364
<g/>
.
Februar	w17366
bey	w17367
der	w17368
untern	w17369
11	w17370
<g/>
.
März	w17372
d	w17373
<g/>
.
J	w17375
<g/>
.
fürgewesten	w17377
Erfoderung	w17378
gerichtl	w17379
<g/>
.
veranlasset	w17381
wor=den	w17382
<g/>
=
sey	w17384
<g/>
,
daß	w17386
er	w17387
Zeller	w17388
wegen	w17389
den	w17390
abgängigen	w17391
Legitimations	w17392
<g/>
=
und	w17394
andern	w17395
sämmtlichen	w17396
Doku=menten	w17397
<g/>
=
um	w17399
Ausfertigung	w17400
des	w17401
gewöhnlichen	w17402
Amortisationsedikts	w17403
gerichtl	w17404
<g/>
.
anlangen	w17406
soll	w17407
<g/>
,
zu=folge	w17409
<g/>
=
dessen	w17411
er	w17412
hiemit	w17413
gehorsamst	w17414
beybringen	w17415
müßte	w17416
<g/>
,
daß	w17418
Beweise	w17419
der	w17420
producirten	w17421
Original=obligation	w17422
<g/>
=
dd	w17424
<g/>
.
24	w17426
<g/>
.
April	w17428
1656	w17429
der	w17430
jeweilige	w17431
Mauthner	w17432
zu	w17433
Aschach	w17434
Mathias	w17435
Undorfer	w17436
<g/>
,
dem	w17438
weil	w17439
<g/>
.
Herrn	w17441
Leonhard	w17442
Ulrich	w17443
Grafen	w17444
v	w17445
<g/>
.
Har=rach	w17447
<g/>
=
<g/>
,
und	w17450
zu	w17451
Rohrau	w17452
3000	w17453
fl	w17454
<g/>
.
gegen	w17456
6	w17457
pro	w17458
Cent	w17459
Jnteresse	w17460
dargeliehen	w17461
habe	w17462
<g/>
,
welches	w17464
Kapital	w17465
ver=mög	w17466
<g/>
=
Cession	w17468
dd	w17469
<g/>
.
20	w17471
<g/>
.
April	w17473
1662	w17474
an	w17475
Johann	w17476
Christoph	w17477
Pentenrider	w17478
von	w17479
Adelhausen	w17480
<g/>
,
dann	w17482
vigore	w17483
weiterer	w17484
Cession	w17485
dd	w17486
<g/>
.
3	w17488
<g/>
.
May	w17490
1664	w17491
nebst	w17492
andern	w17493
2735	w17494
fl	w17495
<g/>
.
zusamm	w17497
also	w17498
5735	w17499
fl	w17500
<g/>
.
an	w17502
den	w17503
Bernhard	w17504
Binder	w17505
<g/>
,
dann	w17507
vermög	w17508
weiterer	w17509
Ces=sion	w17510
<g/>
=
dd	w17512
<g/>
.
2	w17514
<g/>
.
Juli	w17516
1687	w17517
an	w17518
weil	w17519
Bernhard	w17520
Bin=der	w17521
<g/>
=
<g/>
,
gewesten	w17524
Mauthner	w17525
zu	w17526
Aschach	w17527
sel	w17528
<g/>
.
hin=terlassenen	w17530
<g/>
=
Kinder	w17532
verordneten	w17533
Curatorem	w17534
Ge=org	w17535
<g/>
=
Gruber	w17537
<g/>
,
und	w17539
von	w17540
diesen	w17541
sodann	w17542
an	w17543
ihn	w17544
Supplikanten	w17545
jure	w17546
cesso	w17547
gediehen	w17548
sey	w17549
<g/>
,
allein	w17551
da	w17552
ihm	w17553
diese	w17554
letztere	w17555
Cession	w17556
<g/>
=
und	w17558
Legitima=tionsurkunden	w17559
<g/>
=
<g/>
(
wovon	w17562
demselben	w17563
die	w17564
data	w17565
un=bewußt	w17566
<g/>
=
<g/>
)
in	w17569
Verlust	w17570
gerathen	w17571
<g/>
,
und	w17573
ungeachtet	w17574
alles	w17575
Nachsuchen	w17576
durch	w17577
so	w17578
geraume	w17579
Zeit	w17580
nicht	w17581
hatte	w17582
ausfindig	w17583
machen	w17584
können	w17585
<g/>
,
sondern	w17587
dardarüberhin	w17588
<g/>
=
</p>
<p id="p129">
überhin	w17590
weil	w17591
<g/>
.
Hrn	w17593
<g/>
.
Karl	w17595
Graf	w17596
v	w17597
<g/>
.
Harrach	w17599
eine	w17600
Urkunde	w17601
dd	w17602
<g/>
.
13	w17604
<g/>
.
May	w17606
1750	w17607
des	w17608
Jnnhalts	w17609
ertheilt	w17610
hätte	w17611
<g/>
,
daß	w17613
eingangs	w17614
erwehnte	w17615
Obliga=tion	w17616
<g/>
=
dd	w17618
<g/>
.
24	w17620
<g/>
.
April	w17622
1656	w17623
pr	w17624
<g/>
.
3000	w17626
fl	w17627
<g/>
.
aller=dings	w17629
<g/>
=
giltig	w17631
und	w17632
kräftig	w17633
sey	w17634
<g/>
,
auch	w17636
er	w17637
diese	w17638
3000	w17639
fl	w17640
<g/>
.
sammt	w17642
Jnteresse	w17643
jure	w17644
cesso	w17645
aufrecht	w17646
zu	w17647
fodern	w17648
hätte	w17649
<g/>
.
Als	w17651
hat	w17652
derselbe	w17653
um	w17654
Ausfer=tigung	w17655
<g/>
=
des	w17657
diesfalls	w17658
veranlaßten	w17659
Amortisations=edikts	w17660
<g/>
=
gebetten	w17662
<g/>
.
Da	w17664
nun	w17665
hierinfalls	w17666
gewilligt	w17667
worden	w17668
ist	w17669
<g/>
;
als	w17671
ist	w17672
in	w17673
Namen	w17674
Jhrer	w17675
k	w17676
<g/>
.
k	w17678
<g/>
.
Maj	w17680
<g/>
.
unser	w17682
allergnädigsten	w17683
Frau	w17684
der	w17685
Befehl	w17686
hiemit	w17687
<g/>
,
daß	w17689
diejenige	w17690
<g/>
,
welche	w17692
ermeldte	w17693
in	w17694
Verlust	w17695
ge=rathene	w17696
<g/>
=
von	w17698
dem	w17699
Georg	w17700
Gruber	w17701
als	w17702
des	w17703
Bern=hard	w17704
<g/>
=
Binder	w17706
sel	w17707
<g/>
.
rückgebliebenen	w17709
Kindern	w17710
<g/>
,
und	w17712
Erben	w17713
verordnet	w17714
gewesten	w17715
Curatore	w17716
an	w17717
den	w17718
Sup=plikanten	w17719
<g/>
=
ausgestellte	w17721
Cession	w17722
<g/>
,
und	w17724
übrige	w17725
Le=gitimationsurkunden	w17726
<g/>
=
in	w17728
Handen	w17729
haben	w17730
<g/>
,
oder	w17732
annoch	w17733
überkommen	w17734
möchten	w17735
<g/>
,
wie	w17737
auch	w17738
diejenige	w17739
<g/>
,
welche	w17741
sonst	w17742
hieran	w17743
einige	w17744
Sprüche	w17745
und	w17746
Fode=rungen	w17747
<g/>
=
haben	w17749
<g/>
,
oder	w17751
zu	w17752
haben	w17753
vermenen	w17754
<g/>
,
solche	w17756
inner	w17757
1	w17758
Jahr	w17759
6	w17760
Wochen	w17761
und	w17762
3	w17763
Tagen	w17764
hierorts	w17765
alsogewiß	w17766
vor	w17767
<g/>
=
und	w17769
anbringen	w17770
<g/>
,
wie	w17772
im	w17773
widri=gen	w17774
<g/>
=
eröfterte	w17776
Cession	w17777
<g/>
=
und	w17779
Legitimationsurkun=den	w17780
<g/>
=
nach	w17782
Verfliessung	w17783
dieses	w17784
Termins	w17785
eo	w17786
ipso	w17787
amortisirt	w17788
<g/>
,
annullirt	w17790
<g/>
,
und	w17792
kassirt	w17793
seyn	w17794
sollen	w17795
<g/>
.
Wien	w17797
den	w17798
27	w17799
<g/>
.
Jäner	w17801
1780	w17802
<g/>
.
</p>
<p id="p130">
Von	w17804
des	w17805
löbl	w17806
<g/>
.
Stifts	w17808
und	w17809
würdigen	w17810
Gottes=hauses	w17811
<g/>
=
u	w17813
<g/>
.
l	w17815
<g/>
.
Fr	w17817
<g/>
.
zun	w17819
Schotten	w17820
in	w17821
Wien	w17822
Grund=gericht	w17823
<g/>
=
wird	w17825
hiemit	w17826
kund	w17827
gemacht	w17828
<g/>
:
Es	w17830
hätte	w17831
pl	w17832
<g/>
.
tit	w17834
<g/>
.
Herr	w17836
Sigmund	w17837
Graf	w17838
v	w17839
<g/>
.
Gondola	w17841
<g/>
,
dann	w17843
Herr	w17844
Joseph	w17845
v	w17846
<g/>
.
Mayerberg	w17848
k	w17849
<g/>
.
k	w17851
<g/>
.
Truchses	w17853
und	w17854
ni	w17855
<g/>
.
öst	w17857
<g/>
.
Landrath	w17859
als	w17860
gräfl	w17861
<g/>
.
Gondolaischer	w17863
Fi=deikommißkurator	w17864
<g/>
=
hierorts	w17866
schriftlich	w17867
angezeigt	w17868
<g/>
,
daß	w17870
vermög	w17871
<g/>
.
Grundbuchsertrakt	w17873
dd	w17874
<g/>
.
27	w17876
<g/>
.
Juni	w17878
1765	w17879
auf	w17880
den	w17881
gräfl	w17882
<g/>
.
v	w17884
<g/>
.
Gondolaischen	w17886
Fidei=kommißhaus	w17887
<g/>
=
Nr	w17889
<g/>
.
326	w17891
in	w17892
der	w17893
Renngasse	w17894
11256	w17895
fl	w17896
<g/>
.
als	w17898
ein	w17899
gräfl	w17900
<g/>
.
Gondolaisches	w17902
Fideikommißka=pital	w17903
<g/>
=
in	w17905
folge	w17906
gräfl	w17907
<g/>
.
v	w17909
<g/>
.
Gondolaischen	w17911
letztwilli=gen	w17912
<g/>
=
Disposition	w17914
dd	w17915
<g/>
.
13	w17917
<g/>
.
Febr	w17919
<g/>
.
1731	w17921
und	w17922
aller=höchsten	w17923
<g/>
=
Hofkonsens	w17925
dd	w17926
<g/>
.
23	w17928
<g/>
.
März	w17930
1756	w17931
vorge=merkt	w17932
<g/>
=
worden	w17934
<g/>
.
Dieses	w17936
Kapital	w17937
aber	w17938
schon	w17939
vor=längst	w17940
<g/>
=
getilgt	w17942
<g/>
,
die	w17944
diesfällige	w17945
Quittung	w17946
aber	w17947
<g/>
,
und	w17949
übrige	w17950
Documenten	w17951
in	w17952
Verstoß	w17953
gerathen	w17954
wären	w17955
<g/>
,
welche	w17957
ungehindert	w17958
all	w17959
fleissigen	w17960
Nach=suchens	w17961
<g/>
=
nicht	w17963
ausfindig	w17964
gemacht	w17965
werden	w17966
könn=ten	w17967
<g/>
=
<g/>
,
machten	w17970
deshalb	w17971
das	w17972
Ansuchen	w17973
<g/>
,
daß	w17975
die=se	w17976
<g/>
=
in	w17978
Verstoß	w17979
gerathene	w17980
Dokumenten	w17981
durch	w17982
ein	w17983
öffentliches	w17984
Edikt	w17985
amortisirt	w17986
werden	w17987
möchten	w17988
<g/>
,
in	w17990
welch	w17991
billiges	w17992
Begehren	w17993
auch	w17994
gewilligt	w17995
wor=den	w17996
<g/>
=
<g/>
.
Als	w17999
werden	w18000
diejenige	w18001
<g/>
,
welche	w18003
obige	w18004
Quit=tung	w18005
<g/>
=
und	w18007
übrige	w18008
dazu	w18009
gehörige	w18010
Dokumenten	w18011
in	w18012
Handen	w18013
<g/>
,
hievon	w18015
eine	w18016
Wissenschaft	w18017
<g/>
,
oder	w18019
et=wa	w18020
<g/>
=
eine	w18022
Foderung	w18023
hierauf	w18024
haben	w18025
<g/>
,
erinnert	w18027
<g/>
,
daß	w18029
selbe	w18030
sich	w18031
binnen	w18032
1	w18033
Jahr	w18034
6	w18035
Wochen	w18036
und	w18037
3	w18038
Tagen	w18039
<g/>
,
das	w18041
ist	w18042
bis	w18043
21	w18044
<g/>
.
August	w18046
1781	w18047
bey	w18048
dies=seitigen	w18049
<g/>
=
Grundbuch	w18051
alsogewiß	w18052
melden	w18053
<g/>
,
und	w18055
hie=zu	w18056
<g/>
=
rechtsbeständig	w18058
legitimiren	w18059
sollen	w18060
<g/>
,
wie	w18062
im	w18063
widrigen	w18064
nach	w18065
verflossenen	w18066
Termin	w18067
dieselbe	w18068
nicht	w18069
</p>
<p id="p131">
mehr	w18070
gehört	w18071
<g/>
,
sondern	w18073
die	w18074
in	w18075
Verstoß	w18076
gerathene	w18077
Dokumenten	w18078
ex	w18079
officio	w18080
kassirt	w18081
und	w18082
annullirt	w18083
<g/>
,
folg=sam	w18085
<g/>
=
dieses	w18087
Fideikommißkapital	w18088
bey	w18089
dem	w18090
Grund=buch	w18091
<g/>
=
abgethan	w18093
werden	w18094
wurde	w18095
<g/>
.
Wien	w18097
im	w18098
Schot=tenhof	w18099
<g/>
=
den	w18101
28	w18102
<g/>
.
Juni	w18104
1780	w18105
<g/>
.
</p>
<p id="p132">
Von	w18107
fürstl	w18108
<g/>
.
Franz	w18110
Joseph	w18111
Lichtensteinischen	w18112
Verwalteramt	w18113
im	w18114
Lichtenthal	w18115
allhier	w18116
wird	w18117
hie=mit	w18118
<g/>
=
zu	w18120
vernehmen	w18121
gegeben	w18122
<g/>
:
Es	w18124
habe	w18125
die	w18126
Ka=tharina	w18127
<g/>
=
Heinzin	w18129
<g/>
,
gebohrne	w18131
Schweighoferin	w18132
hier=orts	w18133
<g/>
=
schriftlich	w18135
angezeigt	w18136
<g/>
,
daß	w18138
auf	w18139
dem	w18140
ihrer	w18141
Mutter	w18142
Anno	w18143
Maria	w18144
Schweighoferin	w18145
<g/>
,
Wittwe	w18147
sel	w18148
<g/>
.
gehörig	w18150
gewesenen	w18151
<g/>
,
nunmehr	w18153
aber	w18154
ihr	w18155
selbst	w18156
eigenthümlichen	w18157
Hause	w18158
<g/>
,
zur	w18160
Schildwacht	w18161
allhier	w18162
für	w18163
den	w18164
Andreas	w18165
Mathis	w18166
<g/>
,
Herrschaftsbedienten	w18168
vermög	w18169
einer	w18170
untern	w18171
9	w18172
<g/>
.
September	w18174
1765	w18175
aus=gestellten	w18176
<g/>
=
Obligation	w18178
und	w18179
hierüber	w18180
ausgefertig=ten	w18181
<g/>
=
Satzbriefs	w18183
dd	w18184
<g/>
.
30	w18186
<g/>
.
Oktober	w18188
1765	w18189
ein	w18190
Ka=pital	w18191
<g/>
=
pr	w18193
<g/>
.
500	w18195
fl	w18196
<g/>
.
versichert	w18198
worden	w18199
wäre	w18200
<g/>
.
Da	w18202
nun	w18203
zwar	w18204
gedachte	w18205
500	w18206
fl	w18207
<g/>
.
dem	w18209
benannten	w18210
An=dreas	w18211
<g/>
=
Mathis	w18213
<g/>
,
laut	w18215
dessen	w18216
Quittung	w18217
bereits	w18218
untern	w18219
23	w18220
<g/>
.
Jäner	w18222
v	w18223
<g/>
.
J	w18225
<g/>
