<doc id="wr_1763-06-11" attrs="word" year="1763" month="06" day="11" corpus="2">
<head id="h2_d765e3120">
Belle=isle	w1_d765e3124
bey	w3_d765e28433
einem	w5_d765e28436
Löbl.	w7_d765e28439
Stadt=raht	w9_d765e28442
allhier	w11_d765e28445
auf	w13_d765e28449
allhie	w15_d765e28452
sigem	w1_d765e28457
Raht=haus	w3_d765e28460
die	w5_d765e28463
Pomerisch,	w7_d765e28466
vorhin	w9_d765e28469
Schwech	w11_d765e28472
lisch	w1_d765e28478
am	w3_d765e28481
Haar	w5_d765e28484
markt	w7_d765e28487
am	w9_d765e28490
Eck	w11_d765e28493
deren	w13_d765e28497
Fleisch	w15_d765e28500
bänken	w17_d765e28503
vom	w1_d765e28508
schwarzen	w3_d765e28511
Bärn	w5_d765e28514
gegenüber	w7_d765e28517
gelegene	w9_d765e28520
Behau	w11_d765e28523
sung	w1_d765e28528
licitando	w3_d765e28531
dem	w5_d765e28534
Meistbietenden	w7_d765e28537
käuflich	w9_d765e28540
hindan	w11_d765e28543
gelassen	w1_d765e28548
werden.	w3_d765e28551
</p>
</doc>
