<doc id="wr_1757-12-17" attrs="word" year="1757" month="12" day="17" corpus="2">
<head id="h2_d203e3207">
Nieder=elbe	w1_d203e3211
und	w11_d203e28579
Gemeinen	w13_d203e28583
überhaupt	w15_d203e28586
daswohre	w17_d203e28589
Lob	w1_d203e28595
beygeleget	w3_d203e28598
werden,	w5_d203e28601
daß	w7_d203e28604
ein	w9_d203e28607
jeder	w11_d203e28610
seine	w13_d203e28614
Obligenheit,	w15_d203e28617
in	w17_d203e28620
so	w19_d203e28623
weit,	w21_d203e28626
als	w23_d203e28629
Es	w1_d203e28634
uu	w3_d203e28637
ummer	w5_d203e28640
die	w7_d203e28643
Unstende	w9_d203e28646
zügelesen,	w11_d203e28649
in	w13_d203e28653
voller	w15_d203e28656
Maßerfület	w17_d203e28659
habe	w19_d203e28662
</p>
<p id="p42_d203e28665">
unter	w1_d203e28669
denen	w3_d203e28672
Todten	w5_d203e28675
wird	w7_d203e28678
gezehlet	w9_d203e28681
der	w11_d203e28684
General	w13_d203e28688
der	w15_d203e28691
Cavallerie	w17_d203e28694
Gra	w19_d203e28697
von	w1_d203e28702
Luchesi,	w3_d203e28705
die	w5_d203e28708
Generalen	w7_d203e28711
Feld=wacht=meistere	w9_d203e28714
Fürst	w11_d203e28717
von	w13_d203e28721
Stolberg,	w15_d203e28724
Ot	w17_d203e28727
terwolf,	w1_d203e28732
und	w3_d203e28735
Breysac.	w5_d203e28738
Der	w7_d203e28741
General=major	w9_d203e28744
Graf	w11_d203e28747
Odonel	w13_d203e28751
ist	w15_d203e28754
bleßirt,	w17_d203e28757
und	w19_d203e28760
in	w1_d203e28766
die	w3_d203e28769
Preußische,	w5_d203e28772
der	w7_d203e28775
Feindliche	w9_d203e28778
Generalmajor	w11_d203e28781
Krackow	w13_d203e28785
aber	w15_d203e28788
in	w17_d203e28791
die	w19_d203e28794
diese	w21_d203e28797
tige	w1_d203e28802
Kriegs=gefangenschaft	w3_d203e28805
gefallen.	w5_d203e28808
</p>
<p id="p44_d203e28811">
Der	w1_d203e28815
sammentliche	w3_d203e28818
Verlust	w5_d203e28821
deren	w7_d203e28824
Todten,	w9_d203e28827
Verwund	w11_d203e28830
und	w13_d203e28834
Verlornen	w15_d203e28837
ist	w1_d203e28842
dermalen,	w3_d203e28845
wo	w5_d203e28848
die	w7_d203e28851
Verzeichnüssen	w9_d203e28854
noch	w11_d203e28857
nicht	w13_d203e28861
eingericht	w15_d203e28864
worden,	w17_d203e28867
nochm	w19_d203e28870
bekannt	w1_d203e28875
</p>
<p id="p46_d203e28878">
Bey	w1_d203e28882
erwehnter	w3_d203e28885
Battaille	w5_d203e28888
haben	w7_d203e28891
des	w9_d203e28894
Herrn	w11_d203e28897
Herzogs	w13_d203e28901
Carl	w15_d203e28904
von	w17_d203e28907
Lothringen	w19_d203e28910
Königl.	w1_d203e28915
Hoheit,	w3_d203e28918
und	w5_d203e28921
Herrn	w7_d203e28924
Feld=marschalls	w9_d203e28927
Grafens	w11_d203e28930
von	w13_d203e28934
Daun	w15_d203e28937
Ercellenz	w17_d203e28940
aller	w1_d203e28945
Orten,	w3_d203e28948
wo	w5_d203e28951
es	w7_d203e28954
am	w9_d203e28957
nöhtigsten	w11_d203e28960
gewesen,	w13_d203e28964
sich	w15_d203e28967
gegenwärtig	w17_d203e28970
befunden,	w19_d203e28973
um	w1_d203e28979
Dero	w3_d203e28982
Ordres	w5_d203e28985
zu	w7_d203e28988
ertheilen,	w9_d203e28991
die	w11_d203e28994
Mannschaft	w13_d203e28998
herzustellen,	w15_d203e29001
und	w17_d203e29004
mit	w19_d203e29007
Dero	w21_d203e29010
Beyspiel	w1_d203e29015
den	w3_d203e29018
Mut	w5_d203e29021
des	w7_d203e29024
Soldatens	w9_d203e29027
zu	w11_d203e29030
erhalten.	w13_d203e29034
Eben	w15_d203e29037
gedachte	w17_d203e29040
Seine	w19_d203e29043
Ex	w21_d203e29046
cellenz	w1_d203e29051
haben	w3_d203e29054
eine	w5_d203e29057
starke	w7_d203e29060
Contusion	w9_d203e29063
dabey	w11_d203e29066
überkommen,	w13_d203e29070
wovon	w15_d203e29073
jedoch	w17_d203e29076
der	w19_d203e29079
Schmerz	w1_d203e29084
den	w3_d203e29087
ange	w5_d203e29090
wohnten	w7_d203e29093
ganz	w9_d203e29096
entschiedenen	w11_d203e29099
Eifer	w13_d203e29103
für	w15_d203e29106
den	w17_d203e29109
Dienst	w19_d203e29112
ih	w21_d203e29115
rer	w1_d203e29121
Kaiserl.	w3_d203e29124
Königl.	w5_d203e29127
Majestät	w7_d203e29130
immindesten	w9_d203e29133
nicht	w11_d203e29136
gebndert.	w13_d203e29140
</p>
<p id="p48_d203e29144">
Deren	w1_d203e29148
Königl.	w3_d203e29151
Pohlnisch	w5_d203e29154
und	w7_d203e29157
Chursächsischen	w9_d203e29160
Printen	w11_d203e29163
Kaveri,	w13_d203e29167
und	w15_d203e29170
Carl	w1_d203e29175
Königl.	w3_d203e29178
Hoheiten	w5_d203e29181
haben	w7_d203e29184
bey	w9_d203e29187
dieser,	w11_d203e29190
wie	w13_d203e29194
bey	w15_d203e29197
all=anderen	w17_d203e29200
vorherge	w19_d203e29203
gangenen	w1_d203e29208
Vorfallenheiten	w3_d203e29211
ihre	w5_d203e29214
Tapferkett	w7_d203e29217
vor	w9_d203e29220
dem	w11_d203e29223
Feind	w13_d203e29227
aufs	w15_d203e29230
neue	w17_d203e29233
zu	w1_d203e29239
Tag	w3_d203e29242
geleget,	w5_d203e29245
und	w7_d203e29248
erprobet.	w9_d203e29251
</p>
</doc>
