<doc id="wr_1760-08-13" attrs="word" year="1760" month="08" day="13" corpus="2">
<head id="h2_d475e3099">
Von	w1_d475e3103
massen,	w1_d475e28260
und	w3_d475e28263
zwar	w5_d475e28266
bis	w7_d475e28269
Freywalde	w9_d475e28272
fortsetzete,	w11_d475e28275
anbey	w13_d475e28279
ein	w15_d475e28282
Corps	w17_d475e28285
auf	w19_d475e28288
der	w21_d475e28291
Görlitzer=strasse	w23_d475e28294
marschie	w25_d475e28298
ren	w1_d475e28304
liesse,	w3_d475e28307
hat	w5_d475e28310
der	w7_d475e28313
General	w9_d475e28316
Ried	w11_d475e28319
sich	w13_d475e28323
gegen	w15_d475e28326
Löbau	w17_d475e28329
gezogen,	w19_d475e28332
der	w21_d475e28335
Fürst	w23_d475e28338
von	w25_d475e28342
Löwenstein	w27_d475e28345
ist	w29_d475e28348
hingegen	w31_d475e28351
nach	w1_d475e28356
der	w3_d475e28359
Mittags=zeit	w5_d475e28362
auf	w7_d475e28365
Görlitz	w9_d475e28368
marschiret,	w11_d475e28371
und	w13_d475e28375
hat	w15_d475e28378
sich	w17_d475e28381
hinter	w19_d475e28384
die	w21_d475e28387
Neiß	w23_d475e28390
gesetzet,	w25_d475e28394
da	w27_d475e28397
sich	w29_d475e28400
auch	w31_d475e28403
der	w1_d475e28408
F.	w3_d475e28411
Z.	w5_d475e28414
M.	w7_d475e28417
Graf	w9_d475e28420
von	w11_d475e28423
Lasey	w13_d475e28427
in	w15_d475e28430
die	w17_d475e28433
Gegend	w19_d475e28436
von	w21_d475e28439
Ober	w23_d475e28442
und	w25_d475e28446
Nieder=gebelzig	w27_d475e28449
postiret	w29_d475e28452
gehabt.	w31_d475e28455
Vom	w1_d475e28460
General	w3_d475e28463
Beck	w5_d475e28466
kame	w7_d475e28469
diesen	w9_d475e28472
Tag	w11_d475e28475
der	w13_d475e28479
Bericht,	w15_d475e28482
daß	w17_d475e28485
der	w19_d475e28488
Prinz	w21_d475e28491
Heinrich	w23_d475e28494
gestern	w25_d475e28498
würklich	w27_d475e28501
bey	w29_d475e28504
Parchwitz	w1_d475e28510
angelanget	w3_d475e28513
seye,	w5_d475e28516
und	w7_d475e28519
sich	w9_d475e28522
mit	w11_d475e28525
seinem	w13_d475e28529
Corps	w15_d475e28532
d'Armee	w17_d475e28535
an	w19_d475e28538
die	w21_d475e28541
Schweidnitz	w23_d475e28544
gelagert	w25_d475e28548
ha	w27_d475e28551
ben	w1_d475e28556
solle.	w3_d475e28559
Aus	w5_d475e28562
allem	w7_d475e28565
deme	w9_d475e28568
schlosse	w11_d475e28571
der	w13_d475e28575
commandirende	w15_d475e28578
General,	w17_d475e28581
daß,	w19_d475e28584
um	w21_d475e28587
dem	w23_d475e28590
Feind	w25_d475e28594
gänzlichen	w27_d475e28597
vorzukommen,	w1_d475e28602
gar	w3_d475e28605
nichts	w5_d475e28608
zu	w7_d475e28611
verweilen	w9_d475e28614
wäre,	w11_d475e28617
dahero	w13_d475e28621
er	w15_d475e28624
die	w17_d475e28627
Armee	w19_d475e28630
folgenden	w21_d475e28633
Tags	w23_d475e28636
als	w25_d475e28640
</p>
<p id="p34_d475e28643">
Den	w1_d475e28647
6.	w3_d475e28650
auch	w5_d475e28653
den	w7_d475e28656
4.	w9_d475e28659
Marsch	w11_d475e28662
in	w13_d475e28666
mehreren	w15_d475e28669
Colonnen	w17_d475e28672
machen	w19_d475e28675
liesse,	w21_d475e28678
und	w23_d475e28681
da	w25_d475e28685
bey	w27_d475e28688
Lauban	w29_d475e28691
eben	w31_d475e28694
so	w1_d475e28699
wie	w3_d475e28702
bey	w5_d475e28705
Görlitz	w7_d475e28708
auf	w9_d475e28711
denen	w11_d475e28714
Schif=brücken	w13_d475e28718
die	w15_d475e28721
Queiß	w17_d475e28724
paßiret	w19_d475e28727
worden,	w21_d475e28730
wurde	w23_d475e28733
in	w25_d475e28737
Schlesien	w27_d475e28740
ein	w29_d475e28743
gerucket,	w1_d475e28748
und	w3_d475e28751
bey	w5_d475e28754
Schmutseiffen	w7_d475e28757
das	w9_d475e28760
voriges	w11_d475e28763
Jahr	w13_d475e28767
vom	w15_d475e28770
Feind	w17_d475e28773
besetzet	w19_d475e28776
geweste	w21_d475e28779
Lager	w23_d475e28782
bezogen,	w25_d475e28786
das	w1_d475e28792
Haup=quartier	w3_d475e28795
aber	w5_d475e28798
anhero	w7_d475e28801
nacher	w9_d475e28804
Liebenthal	w11_d475e28807
versetzet,	w13_d475e28811
da	w15_d475e28814
dann	w17_d475e28817
des	w19_d475e28820
commandirenden	w21_d475e28823
Ge	w23_d475e28826
nerals	w1_d475e28831
Excell.	w3_d475e28834
die	w5_d475e28837
Nachricht	w7_d475e28840
erhielten,	w9_d475e28843
daß	w11_d475e28846
der	w13_d475e28850
König	w15_d475e28853
mit	w17_d475e28856
seiner	w19_d475e28859
Armee	w21_d475e28862
zwischen	w23_d475e28865
Rothenburg	w25_d475e28869
und	w1_d475e28874
Görlitz	w3_d475e28877
diesen	w5_d475e28880
Tag	w7_d475e28883
die	w9_d475e28886
Neiß	w11_d475e28889
paßiret,	w13_d475e28893
und	w15_d475e28896
bis	w17_d475e28899
Ullersdorf	w19_d475e28902
marschiret,	w21_d475e28905
von	w23_d475e28908
ihme	w25_d475e28912
auch	w27_d475e28915
zwischen	w29_d475e28918
diesen	w1_d475e28923
Ort,	w3_d475e28926
und	w5_d475e28929
Naumburg	w7_d475e28932
das	w9_d475e28935
Lager	w11_d475e28938
genommen	w13_d475e28942
worden	w15_d475e28945
wäre.	w17_d475e28948
Der	w19_d475e28951
General	w21_d475e28954
Ried	w23_d475e28957
hatte	w25_d475e28961
sich	w1_d475e28967
nacher	w3_d475e28970
Bernstädtel	w5_d475e28973
gezogen,	w7_d475e28976
dagegen	w9_d475e28979
der	w11_d475e28982
Feld=zeug=meister	w13_d475e28986
Graf	w15_d475e28989
v.	w17_d475e28992
Lasey	w19_d475e28995
sich	w21_d475e28998
mit	w23_d475e29001
seinem	w25_d475e29005
Corps	w1_d475e29010
ohnweit	w3_d475e29013
Görlitz	w5_d475e29016
gesetzet,	w7_d475e29019
der	w9_d475e29022
Fürst	w11_d475e29025
v.	w13_d475e29029
Löwenstein	w15_d475e29032
aber	w17_d475e29035
hat	w19_d475e29038
die	w21_d475e29041
Queis	w23_d475e29044
paßleret,	w25_d475e29048
und	w27_d475e29051
hiner	w29_d475e29054
derselben	w1_d475e29059
mit	w3_d475e29062
dem	w5_d475e29065
Corps	w7_d475e29068
de	w9_d475e29071
Reserve	w11_d475e29074
bey	w13_d475e29078
Bordorf	w15_d475e29081
das	w17_d475e29084
Lager	w19_d475e29087
genommen.	w21_d475e29090
Der	w23_d475e29093
Feind	w25_d475e29097
hat	w27_d475e29100
auf	w29_d475e29103
seinem	w31_d475e29106
so	w1_d475e29111
sche	w3_d475e29114
forcirten	w5_d475e29117
Marsch	w7_d475e29120
da	w9_d475e29123
selber	w11_d475e29126
mit	w13_d475e29130
der	w15_d475e29133
K.	w17_d475e29136
K.	w19_d475e29139
Armee	w21_d475e29142
bey	w23_d475e29145
nahe	w25_d475e29149
zugleich	w27_d475e29152
in	w29_d475e29155
Schlesien	w31_d475e29158
eingeitos	w33_d475e29161
fen,	w1_d475e29167
seine	w3_d475e29170
Trupen	w5_d475e29173
aufferst	w7_d475e29176
mügenommen,	w9_d475e29179
so	w11_d475e29182
aus	w13_d475e29186
deme	w15_d475e29189
deutlich	w17_d475e29192
erhellet,	w19_d475e29195
daß	w21_d475e29198
er	w23_d475e29201
an	w25_d475e29205
allen	w27_d475e29208
Ortenwei	w29_d475e29211
und	w1_d475e29216
breit	w3_d475e29219
die	w5_d475e29222
Wägen	w7_d475e29225
zusammen	w9_d475e29228
treiben	w11_d475e29231
liesse,	w13_d475e29235
und	w15_d475e29238
nicht	w17_d475e29241
genungsam	w19_d475e29244
aufbringen	w21_d475e29247
könte,	w23_d475e29250
um	w25_d475e29254
die	w27_d475e29257
der	w29_d475e29260
bey	w1_d475e29265
überkommene	w3_d475e29268
bäufige	w5_d475e29271
Marode	w7_d475e29274
aufladen,	w9_d475e29277
und	w11_d475e29280
fortschleppen	w13_d475e29284
zu	w15_d475e29287
können,	w17_d475e29290
gleich	w19_d475e29293
dann	w21_d475e29296
nach	w23_d475e29299
Auf	w25_d475e29303
sag	w1_d475e29308
deren	w3_d475e29311
Deserleurs	w5_d475e29314
er	w7_d475e29317
auch	w9_d475e29320
sogar	w11_d475e29323
einige	w13_d475e29327
Hundert	w15_d475e29330
Todte	w17_d475e29333
gehabt	w19_d475e29336
haben	w21_d475e29339
solle,	w23_d475e29342
welches	w25_d475e29346
um	w27_d475e29349
i	w29_d475e29352
glaublicher,	w1_d475e29358
als	w3_d475e29361
uebst	w5_d475e29364
denen	w7_d475e29367
ohnehin	w9_d475e29370
so	w11_d475e29373
sehr	w13_d475e29377
forcirten	w15_d475e29380
Marschen	w17_d475e29383
gewaltig	w19_d475e29386
viele	w21_d475e29389
Mandoriranpe	w23_d475e29392
während	w1_d475e29397
solchen	w3_d475e29400
vorgenommen	w5_d475e29403
worden,	w7_d475e29406
indeme	w9_d475e29409
er	w11_d475e29412
das	w13_d475e29416
äusserst	w15_d475e29419
angewendet,	w17_d475e29422
um	w19_d475e29425
seine	w21_d475e29428
wapte	w23_d475e29431
ne	w25_d475e29435
sichten	w1_d475e29440
immethin	w3_d475e29443
zu	w5_d475e29446
verdecken.	w7_d475e29449
Ubrigens	w9_d475e29452
hat	w11_d475e29455
der	w13_d475e29459
General	w15_d475e29462
Beck,	w17_d475e29465
welcher	w19_d475e29468
sich	w21_d475e29471
mit	w23_d475e29474
seinem	w25_d475e29478
Lore	w27_d475e29481
nacher	w1_d475e29486
Ukrich	w3_d475e29489
nunmebro	w5_d475e29492
gezogen,	w7_d475e29495
nämlichen	w9_d475e29498
Tags	w11_d475e29501
raportiret,	w13_d475e29505
was	w15_d475e29508
gestalten	w17_d475e29511
der	w19_d475e29514
Prinz	w21_d475e29517
Hemrmh	w23_d475e29520
von	w1_d475e29526
archwißz	w3_d475e29529
nacher	w5_d475e29532
Neumark	w7_d475e29535
sich	w9_d475e29538
gewerdet,	w11_d475e29541
und	w13_d475e29545
gestrigen	w15_d475e29548
Tags	w17_d475e29551
sowol	w19_d475e29554
zu	w21_d475e29557
Lissa	w23_d475e29560
als	w25_d475e29564
za	w27_d475e29567
Meris	w29_d475e29570
witz	w1_d475e29575
die	w3_d475e29578
Schweidnitz	w5_d475e29581
paßiret,	w7_d475e29584
und,	w9_d475e29587
wie	w11_d475e29590
sich	w13_d475e29594
der	w15_d475e29597
Ruf	w17_d475e29600
verbreitet,	w19_d475e29603
bey	w21_d475e29606
Breßlau	w23_d475e29609
das	w25_d475e29613
vom	w27_d475e29616
Peug	w29_d475e29619
en	w1_d475e29624
aben	w3_d475e29627
solle.	w5_d475e29630
</p>
</doc>
