<doc id="wr_1762-04-21" attrs="word" year="1762" month="04" day="21" corpus="2">
<head id="h2_d649e3413">
Madrit	w1_d649e3417
an.	w17_d649e28723
Vorhin	w19_d649e28726
dachte	w21_d649e28729
ich,	w23_d649e28732
daß	w25_d649e28736
man	w27_d649e28739
zur	w29_d649e28742
Ergetzung	w1_d649e28747
geringer	w3_d649e28750
Bürger	w5_d649e28753
auch	w7_d649e28756
etwas	w9_d649e28759
drucken	w11_d649e28762
könnte	w13_d649e28766
und	w15_d649e28769
sollte,	w17_d649e28772
und	w19_d649e28775
daß	w21_d649e28778
es	w23_d649e28781
mir	w1_d649e28786
einträglicher	w3_d649e28789
seyn	w5_d649e28792
würde	w7_d649e28795
die	w9_d649e28798
Fourberies	w11_d649e28801
de	w13_d649e28805
Scapin,	w15_d649e28808
als	w17_d649e28811
den	w19_d649e28814
Misanthrope	w21_d649e28817
des	w1_d649e28822
Moliere	w3_d649e28825
in	w5_d649e28828
meinem	w7_d649e28831
Verlage	w9_d649e28834
zu	w11_d649e28837
drucken;	w13_d649e28841
Boileau	w15_d649e28844
möchte	w17_d649e28847
auch	w19_d649e28850
mit	w21_d649e28853
der	w23_d649e28856
feinen	w25_d649e28860
Welt	w1_d649e28866
noch	w3_d649e28869
so	w5_d649e28872
sehr	w7_d649e28875
rufen:	w9_d649e28878
</p>
<head id="h2_d649e28885">
Dans	w1_d649e28889
le	w3_d649e28892
sac	w5_d649e28895
ridicule,	w7_d649e28898
ou	w9_d649e28901
Scapin	w11_d649e28904
Senvelope,	w13_d649e28908
</head>
<p id="p4_d649e28911">
Je	w1_d649e28915
ne	w3_d649e28918
reconnois	w5_d649e28921
Plus	w7_d649e28924
l'Auteur	w9_d649e28927
du	w11_d649e28930
Misanthrope.	w13_d649e28934
Jn	w1_d649e28939
diesem	w3_d649e28942
Wahne,	w5_d649e28945
mein	w7_d649e28948
Herr,	w9_d649e28951
stand	w11_d649e28954
ich	w13_d649e28958
zuvor:	w15_d649e28961
allein	w17_d649e28964
unsere	w19_d649e28967
Kunstrichter	w21_d649e28970
beleh	w23_d649e28973
ren	w1_d649e28978
mich	w3_d649e28981
eines	w5_d649e28984
Besseren:	w7_d649e28987
Ein	w9_d649e28990
Buchdrucker	w11_d649e28993
muß	w13_d649e28997
hauptsächlich	w15_d649e29000
darauf	w17_d649e29003
sehen,	w19_d649e29006
ob	w21_d649e29009
eine	w1_d649e29015
Schrift,	w3_d649e29018
die	w5_d649e29021
er	w7_d649e29024
drucken,	w9_d649e29027
oder	w11_d649e29030
zugleich	w13_d649e29034
verlegen	w15_d649e29037
will,	w17_d649e29040
im	w19_d649e29043
guten	w21_d649e29046
Geschmacke	w23_d649e29049
schrie	w1_d649e29054
</p>
<p id="p8_d649e29059">
geschrieben	w1_d649e29063
ist;	w3_d649e29066
und	w5_d649e29069
sollte	w7_d649e29072
er	w9_d649e29075
auch	w11_d649e29078
wirklich	w13_d649e29082
seinen	w15_d649e29085
Verlust	w17_d649e29088
vorhin	w19_d649e29091
einsehen,	w21_d649e29094
so	w23_d649e29097
druckt	w1_d649e29102
er	w3_d649e29105
sie	w5_d649e29108
dennoch,	w7_d649e29111
dafür	w9_d649e29114
hat	w11_d649e29117
er	w13_d649e29121
die	w15_d649e29124
Ehre:	w17_d649e29127
als	w19_d649e29130
ein	w21_d649e29133
Verleger	w23_d649e29136
guter	w25_d649e29140
Schriften	w27_d649e29143
in	w1_d649e29148
dem	w3_d649e29151
Wienerischen	w5_d649e29154
Diarium	w7_d649e29157
zu	w9_d649e29160
stehen.	w11_d649e29163
Ein	w13_d649e29167
Buchdrucker	w15_d649e29170
soll	w17_d649e29173
kein	w19_d649e29176
Werk	w21_d649e29179
dru	w23_d649e29182
cken,	w1_d649e29188
das	w3_d649e29191
nach	w5_d649e29194
dem	w7_d649e29197
verderbten	w9_d649e29200
Geschmacke	w11_d649e29203
ist,	w13_d649e29207
wenn	w15_d649e29210
ihm	w17_d649e29213
auch	w19_d649e29216
der	w21_d649e29219
Verfasser	w23_d649e29222
für	w25_d649e29226
den	w1_d649e29231
Bogen	w3_d649e29234
20.	w5_d649e29237
fl	w7_d649e29240
gäbe:	w9_d649e29243
sollte	w11_d649e29246
er	w13_d649e29250
aber	w15_d649e29253
gar	w17_d649e29256
in	w19_d649e29259
seinem	w21_d649e29262
Verlage	w23_d649e29265
etwas	w25_d649e29269
dergleichen	w27_d649e29272
drucken,	w1_d649e29277
so	w3_d649e29280
wird	w5_d649e29283
er	w7_d649e29286
so	w9_d649e29289
lange	w11_d649e29292
der	w13_d649e29296
Gemeinschaft	w15_d649e29299
mit	w17_d649e29302
der	w19_d649e29305
feinen	w21_d649e29308
Welt	w23_d649e29311
beraubet	w25_d649e29315
seyn,	w1_d649e29320
bis	w3_d649e29323
er	w5_d649e29326
sich	w7_d649e29329
mit	w9_d649e29332
zehen	w11_d649e29335
guten	w13_d649e29339
Werken	w15_d649e29342
wieder	w17_d649e29345
ehrlich	w19_d649e29348
gedruckt	w21_d649e29351
haben	w23_d649e29354
wird.	w25_d649e29358
Die	w1_d649e29364
Entschuldigung:	w3_d649e29367
Es	w5_d649e29370
hat	w7_d649e29373
mir	w9_d649e29376
Geld	w11_d649e29379
eingetragen,	w13_d649e29383
wird	w15_d649e29386
nicht	w17_d649e29389
angenom	w19_d649e29392
men,	w1_d649e29397
und	w3_d649e29400
er	w5_d649e29403
deswegen	w7_d649e29406
mit	w9_d649e29409
dem	w11_d649e29412
Nahmen	w13_d649e29416
eines	w15_d649e29419
Niederträchtigen	w17_d649e29422
beleget.	w19_d649e29425
Ein	w21_d649e29428
Buchdrucker	w1_d649e29433
soll,	w3_d649e29436
bey	w5_d649e29439
Vermeidung	w7_d649e29442
des	w9_d649e29445
Bannstrahls	w11_d649e29448
unserer	w13_d649e29452
Kunstrichter,	w15_d649e29455
durch	w17_d649e29458
aus	w1_d649e29463
nicht	w3_d649e29466
Geld	w5_d649e29469
zu	w7_d649e29472
gewinnen	w9_d649e29475
suchen;	w11_d649e29478
sondern	w13_d649e29482
nur	w15_d649e29485
der	w17_d649e29488
feinen	w19_d649e29491
Welt	w21_d649e29494
zu	w23_d649e29497
gefallen	w25_d649e29501
Er	w1_d649e29507
sich	w1_d649e29512
angelegen	w3_d649e29515
seyn	w5_d649e29518
lassen.	w7_d649e29521
Zur	w9_d649e29524
Belustigung,	w11_d649e29527
oder	w13_d649e29531
auch	w15_d649e29534
zur	w17_d649e29537
Eroauung	w19_d649e29540
gerin	w21_d649e29543
ger	w1_d649e29548
Bürger	w3_d649e29551
soll	w5_d649e29554
er	w7_d649e29557
gar	w9_d649e29560
nichts	w11_d649e29563
drucken;	w13_d649e29567
weil	w15_d649e29570
der	w17_d649e29573
Geschmack	w19_d649e29576
dieser	w21_d649e29579
Leute	w23_d649e29582
im	w25_d649e29586
Grun	w27_d649e29589
de	w1_d649e29594
verderbt	w3_d649e29597
ist:	w5_d649e29600
dahero	w7_d649e29603
soll	w9_d649e29606
er	w11_d649e29609
nicht	w13_d649e29613
allein	w15_d649e29616
die	w17_d649e29619
Gedichte,	w19_d649e29622
Lustspiele	w21_d649e29625
und	w23_d649e29628
derglei	w25_d649e29632
chen,	w1_d649e29638
sondern	w3_d649e29641
auch	w5_d649e29644
die	w7_d649e29647
Predigten,	w9_d649e29650
die	w11_d649e29653
geistlichen	w13_d649e29657
Bücher	w15_d649e29660
und	w17_d649e29663
Lieder	w19_d649e29666
zuvor	w21_d649e29669
prüfen,	w23_d649e29672
ob	w1_d649e29677
sie	w3_d649e29680
nach	w5_d649e29683
den	w7_d649e29686
Regeln	w9_d649e29689
der	w11_d649e29692
Kunst	w13_d649e29696
und	w15_d649e29699
nach	w17_d649e29702
der	w19_d649e29705
geläuterten	w21_d649e29708
Lehre	w23_d649e29711
der	w25_d649e29715
Kirche	w27_d649e29718
abgefasset	w29_d649e29721
sind:	w1_d649e29726
selbst	w3_d649e29729
einzelne	w5_d649e29732
Gebethe,	w7_d649e29735
die	w9_d649e29738
nicht	w11_d649e29741
philosophisch	w13_d649e29745
christlich	w15_d649e29748
geschrieben	w17_d649e29751
sind,	w19_d649e29754
darf	w1_d649e29759
er	w3_d649e29762
nicht	w5_d649e29765
drucken.	w7_d649e29768
Dieses,	w9_d649e29771
mein	w11_d649e29774
Herr,	w13_d649e29778
sind	w15_d649e29781
die	w17_d649e29784
Corollaria,	w19_d649e29787
welche	w21_d649e29790
ganz	w23_d649e29793
un	w25_d649e29797
gezwungen	w1_d649e29803
aus	w3_d649e29806
der	w5_d649e29809
Kritik	w7_d649e29812
dieser	w9_d649e29815
Herren	w11_d649e29818
fliessen.	w13_d649e29822
Es	w15_d649e29825
ist	w17_d649e29828
alles	w19_d649e29831
sehr	w21_d649e29834
gut	w23_d649e29837
gemeynt,	w25_d649e29841
ich	w1_d649e29846
sehe	w3_d649e29849
es	w5_d649e29852
ein;	w7_d649e29855
es	w9_d649e29858
thut	w11_d649e29861
mir	w13_d649e29865
nur	w15_d649e29868
leid,	w17_d649e29871
daß	w19_d649e29874
es	w21_d649e29877
über	w23_d649e29880
meine	w25_d649e29884
Kräfte	w27_d649e29887
hinreichet.	w29_d649e29890
Es	w31_d649e29893
wird	w1_d649e29898
eine	w3_d649e29901
grosse	w5_d649e29904
Gelehrsamkeit,	w7_d649e29907
und	w9_d649e29910
so	w11_d649e29913
eine	w13_d649e29917
gewisse	w15_d649e29920
Selbstverläugnung	w17_d649e29923
dazu	w19_d649e29926
er	w21_d649e29929
r	w1_d649e29934
fodert;	w1_d649e29940
und	w3_d649e29943
ich	w5_d649e29946
war	w7_d649e29949
immer	w9_d649e29952
der	w11_d649e29955
Meynung,	w13_d649e29959
daß	w15_d649e29962
ein	w17_d649e29965
geschickter	w19_d649e29968
Buchdrucker	w21_d649e29971
eben	w23_d649e29974
lehpter	w1_d649e29979
kein	w1_d649e29984
Gelehrier	w3_d649e29987
seyn	w5_d649e29990
müßte:	w7_d649e29993
die	w9_d649e29996
Manutii	w11_d649e29999
und	w13_d649e30003
Stephani	w15_d649e30006
sind	w17_d649e30009
ausgestorben.	w19_d649e30012
Jn	w1_d649e30017
der	w3_d649e30020
Großmuth	w5_d649e30023
hab	w7_d649e30026
ich	w9_d649e30029
es	w11_d649e30032
auch	w13_d649e30036
noch	w15_d649e30039
nicht	w17_d649e30042
so	w19_d649e30045
weit	w21_d649e30048
gebracht,	w23_d649e30051
daß	w25_d649e30055
ich	w27_d649e30058
dieser	w29_d649e30061
Selbstverläugnung	w1_d649e30067
gewachsen	w3_d649e30070
wäre.	w5_d649e30073
</p>
<p id="p10_d649e30076">
Jch	w1_d649e30080
muß	w3_d649e30083
Jhnen	w5_d649e30086
gestehen,	w7_d649e30089
mein	w9_d649e30092
Herr,	w11_d649e30095
daß	w13_d649e30099
sich	w15_d649e30102
einige	w17_d649e30105
unserer	w19_d649e30108
Freunde	w21_d649e30111
bey	w23_d649e30114
dem	w1_d649e30119
Worte	w3_d649e30122
niederträchtig	w5_d649e30125
aufgehalten.	w7_d649e30128
Das	w9_d649e30131
ist	w11_d649e30134
sehr	w13_d649e30138
anzüglich,	w15_d649e30141
sagten	w17_d649e30144
sie	w19_d649e30147
Sie	w1_d649e30152
vergeben,	w3_d649e30155
war	w5_d649e30158
meine	w7_d649e30161
Gegenrede,	w9_d649e30164
es	w11_d649e30167
ist	w13_d649e30171
nicht	w15_d649e30174
bose	w17_d649e30177
gemeint;	w19_d649e30180
die	w21_d649e30183
Herren	w23_d649e30186
Kri	w25_d649e30190
tici	w1_d649e30196
nehmen	w3_d649e30199
es	w5_d649e30202
in	w7_d649e30205
einem	w9_d649e30208
ihnen	w11_d649e30211
eigenen	w13_d649e30215
Verstande;	w15_d649e30218
und	w17_d649e30221
in	w19_d649e30224
Schwaben	w21_d649e30227
heißt	w23_d649e30230
es	w25_d649e30234
demüthig.	w1_d649e30239
Jch	w3_d649e30242
habe	w5_d649e30245
nachgeforscht,	w7_d649e30248
und	w9_d649e30251
einen	w11_d649e30254
von	w13_d649e30258
unseren	w15_d649e30261
Kunstrichtern	w17_d649e30264
ent	w19_d649e30267
decket;	w1_d649e30272
er	w3_d649e30275
soll	w5_d649e30278
Herostratus	w7_d649e30281
Ra...	w9_d649e30284
heissen.	w11_d649e30287
Einige	w13_d649e30291
rühmen	w15_d649e30294
ihm	w17_d649e30297
nach,	w19_d649e30300
daß	w1_d649e30305
er	w3_d649e30308
eine	w5_d649e30311
ganze	w7_d649e30314
Bibliothek	w9_d649e30317
ausgelesen.	w11_d649e30320
Mir	w13_d649e30324
fallen	w15_d649e30327
hier	w17_d649e30330
die	w19_d649e30333
Anker	w21_d649e30336
ein,	w23_d649e30339
von	w25_d649e30343
denen	w27_d649e30346
Hagedorn	w1_d649e30352
in	w3_d649e30355
einem	w5_d649e30358
Epigramma	w7_d649e30361
Meldung	w9_d649e30364
thut.	w11_d649e30367
Es	w13_d649e30371
ist	w15_d649e30374
der	w17_d649e30377
Ordnung	w19_d649e30380
nach	w21_d649e30383
das	w23_d649e30386
13.	w1_d649e30391
Artig	w3_d649e30394
und	w5_d649e30397
fein	w7_d649e30400
zu	w9_d649e30403
scherzen	w11_d649e30406
ist	w13_d649e30410
zwar	w15_d649e30413
keine	w17_d649e30416
nothwendige	w19_d649e30419
Eigenschaft	w21_d649e30422
für	w23_d649e30425
einen	w25_d649e30429
Gelehrten;	w1_d649e30434
doch	w3_d649e30437
soll	w5_d649e30440
unser	w7_d649e30443
Hr.	w9_d649e30446
Ra:	w11_d649e30449
die	w13_d649e30453
galantesten	w15_d649e30456
Franzosen	w17_d649e30459
darinn	w19_d649e30462
über	w21_d649e30465
treffen.	w1_d649e30470
Man	w3_d649e30473
bezog	w5_d649e30476
sich	w7_d649e30479
auf	w9_d649e30482
Personen,	w11_d649e30485
bey	w13_d649e30489
denen	w15_d649e30492
er	w17_d649e30495
in	w19_d649e30498
Gesellschaft	w21_d649e30501
gewesen	w23_d649e30504
war.	w25_d649e30508
Eben	w1_d649e30514
itzt	w3_d649e30517
vernehme	w5_d649e30520
ich,	w7_d649e30523
daß	w9_d649e30526
unsere	w11_d649e30529
Herren	w13_d649e30533
Kritici	w15_d649e30536
ein	w17_d649e30539
neues	w19_d649e30542
Werk	w21_d649e30545
unter	w23_d649e30548
der	w25_d649e30552
Presse	w27_d649e30555
haben,	w1_d649e30560
mit	w3_d649e30563
dem	w5_d649e30566
Titel:	w7_d649e30569
Samosatischer	w9_d649e30572
Speyvogel,	w11_d649e30575
oder	w13_d649e30579
allerneueste	w15_d649e30582
Manier	w1_d649e30587
junge	w3_d649e30590
Gelehrte	w5_d649e30593
zum	w7_d649e30596
Schreiben	w9_d649e30599
anzufrischen,	w11_d649e30602
und	w13_d649e30606
die	w15_d649e30609
Bar	w17_d649e30612
barey	w1_d649e30617
gänzlich	w3_d649e30620
zu	w5_d649e30623
vertreiben.	w7_d649e30626
Jch	w9_d649e30629
bin	w11_d649e30632
Jhr	w13_d649e30636
rc.	w15_d649e30639
rc.	w17_d649e30642
</p>
<head id="h2_d649e30648">
Joseph	w1_d649e30652
Kurzböck,	w3_d649e30655
Universitäts	w1_d649e30660
Buchdrucker.	w3_d649e30663
</head>
</doc>
