<doc id="wr_1759-07-07" attrs="word" year="1759" month="07" day="07" corpus="2">
<head id="h2_d363e4291">
Anrüchte	w1_d363e4295
gehorsamster	w11_d363e34106
Bitte	w13_d363e34110
abzulegen,	w15_d363e34113
damit	w17_d363e34116
Hoch	w19_d363e34119
dieselbe	w1_d363e34124
in	w3_d363e34127
der	w5_d363e34130
über	w7_d363e34133
das	w9_d363e34136
vollzogene	w11_d363e34139
Freudens=fest	w13_d363e34143
erstattenden	w15_d363e34146
Relation	w17_d363e34149
unter	w19_d363e34152
ausdruckli	w21_d363e34155
cher	w1_d363e34160
Behruckung,	w3_d363e34163
wie	w5_d363e34166
nach	w7_d363e34169
mit	w9_d363e34172
ausnehmlich	w11_d363e34175
erfreulichster	w13_d363e34179
allerunterthänigster	w15_d363e34182
Danknehmig	w17_d363e34185
ren,	w1_d363e34190
des	w3_d363e34193
zu	w5_d363e34196
diesen	w7_d363e34199
Freudens=fest	w9_d363e34202
allerhuldreichest	w11_d363e34205
aßignirten	w13_d363e34209
alljährlichen	w15_d363e34212
Geld=fundi,	w17_d363e34215
die	w19_d363e34218
selbe	w1_d363e34224
um	w3_d363e34227
so	w5_d363e34230
mehr	w7_d363e34233
höchst=erfreulich	w9_d363e34236
darob	w11_d363e34239
seye,	w13_d363e34243
daß	w15_d363e34246
Jhre	w17_d363e34249
Kaiserl.	w19_d363e34252
Königl.	w21_d363e34255
Apostol	w23_d363e34258
Majest.	w25_d363e34262
so	w1_d363e34267
hulbreich	w3_d363e34270
zu	w5_d363e34273
erkennen	w7_d363e34276
gegeben,	w9_d363e34279
über	w11_d363e34282
derselben	w13_d363e34286
allerunterthänigst	w15_d363e34289
bezeugte	w17_d363e34292
Treu	w19_d363e34295
eine	w21_d363e34298
aller	w23_d363e34301
Haubigste	w1_d363e34306
Zufriedenheit	w3_d363e34309
geschöpfet	w5_d363e34312
zu	w7_d363e34315
haben,	w9_d363e34318
und	w11_d363e34321
diesemnach	w13_d363e34325
weitere	w15_d363e34328
Allerhöchste	w17_d363e34331
Kaiserl.	w19_d363e34334
oiigl.	w1_d363e34339
Gnaden	w3_d363e34342
zu	w5_d363e34345
erlangen	w7_d363e34348
sich	w9_d363e34351
getrösten	w11_d363e34354
möge,	w13_d363e34358
dahero	w15_d363e34361
dann	w17_d363e34364
die	w19_d363e34367
versammelte	w21_d363e34370
Burger	w23_d363e34373
schalte	w1_d363e34379
mitelst	w3_d363e34382
etwelchen	w5_d363e34385
dazu	w7_d363e34388
Erkiesenen,	w9_d363e34391
des	w11_d363e34394
Endes	w13_d363e34398
hervor	w15_d363e34401
tretten,	w17_d363e34404
bevor	w19_d363e34407
aber	w21_d363e34410
mit	w23_d363e34413
froh	w25_d363e34417
Guender	w1_d363e34422
Erschallung	w3_d363e34425
einhellig	w5_d363e34428
mit	w7_d363e34431
ihme	w9_d363e34434
ausruffen	w11_d363e34437
sollen:	w13_d363e34441
</p>
<head id="h2_d363e34447">
VIVAT	w1_d363e34451
MARIA	w3_d363e34454
THERESIA.	w5_d363e34457
</head>
<p id="p4_d363e34460">
Hiemit	w1_d363e34464
dann	w3_d363e34467
hat	w5_d363e34470
die	w7_d363e34473
sammentliche	w9_d363e34476
Burgerschaft	w11_d363e34479
unter	w13_d363e34483
beständiger	w15_d363e34486
Erschallung	w17_d363e34489
deren	w19_d363e34492
Paunen	w1_d363e34497
und	w3_d363e34500
Trompeten	w5_d363e34503
den	w7_d363e34506
frolockenden	w9_d363e34509
Ruf	w11_d363e34512
gethan	w13_d363e34516
rc.	w15_d363e34519
alsdann	w17_d363e34522
folglichen	w19_d363e34525
den	w21_d363e34528
Kreiß	w23_d363e34531
ge	w25_d363e34535
enner,	w1_d363e34540
sich	w3_d363e34543
auf	w5_d363e34546
ihre	w7_d363e34549
vorige	w9_d363e34552
Distanz	w11_d363e34555
erstellet,	w13_d363e34559
und	w15_d363e34562
eine	w17_d363e34565
dreymalige	w19_d363e34568
Salve	w21_d363e34571
aus	w23_d363e34574
ihrem	w25_d363e34578
Feuerge	w27_d363e34581
ohe	w1_d363e34587
abgefeurrt,	w3_d363e34590
wie	w5_d363e34593
dann	w7_d363e34596
auch	w9_d363e34599
immer	w11_d363e34602
fort	w13_d363e34606
die	w15_d363e34609
Mörser	w17_d363e34612
abgebrannt	w19_d363e34615
worden	w21_d363e34618
seynd.	w23_d363e34621
</p>
<p id="p6_d363e34624">
Als	w1_d363e34628
nun	w3_d363e34631
mithin	w5_d363e34634
dieses	w7_d363e34637
alles	w9_d363e34640
vollzogen	w11_d363e34643
gewesen,	w13_d363e34647
wurden	w15_d363e34650
3.	w17_d363e34653
Fahnen	w19_d363e34656
wiederum	w21_d363e34659
auf	w23_d363e34662
Hren	w1_d363e34667
Aufbehaltungs=ort	w3_d363e34670
durch	w5_d363e34673
den	w7_d363e34676
Hrn.	w9_d363e34679
Major	w11_d363e34682
und	w13_d363e34686
einem	w15_d363e34689
Commands	w17_d363e34692
aus	w19_d363e34695
denen	w21_d363e34698
4.	w23_d363e34701
Bur	w25_d363e34705
Prichen	w1_d363e34710
Compagnien	w3_d363e34713
mit	w5_d363e34716
der	w7_d363e34719
Feld=muste,	w9_d363e34722
und	w11_d363e34725
klingendem	w13_d363e34729
Spiel	w15_d363e34732
in	w17_d363e34735
die	w19_d363e34738
Stadt	w21_d363e34741
begleitet,	w23_d363e34744
end	w1_d363e34750
)(	w1_d363e34755
2	w3_d363e34758
</p>
<p id="p10_d363e34763">
endlichen	w1_d363e34767
aber	w3_d363e34770
die	w5_d363e34773
gesammte	w7_d363e34776
Burgerschaft	w9_d363e34779
gewöhnlicher	w11_d363e34782
massen	w13_d363e34786
entlassen,	w15_d363e34789
allwo	w17_d363e34792
ein	w19_d363e34795
jegli	w21_d363e34798
cher	w1_d363e34803
nach	w3_d363e34806
Gelegenheit	w5_d363e34809
zu	w7_d363e34812
Haus	w9_d363e34815
revertiret,	w11_d363e34818
oder	w13_d363e34822
aber	w15_d363e34825
sich	w17_d363e34828
zum	w19_d363e34831
Scheiben=schiessen	w21_d363e34834
begeben;	w23_d363e34837
Als	w1_d363e34842
welches	w3_d363e34845
auf	w5_d363e34848
4.	w7_d363e34851
hintereinander	w9_d363e34854
folgende	w11_d363e34857
Täge	w13_d363e34861
reguliret	w15_d363e34864
ware,	w17_d363e34867
und	w19_d363e34870
jedem	w21_d363e34873
Burger,	w23_d363e34876
ent	w25_d363e34880
weder	w1_d363e34886
mit	w3_d363e34889
dem	w5_d363e34892
Rohr,	w7_d363e34895
oder	w9_d363e34898
aber	w11_d363e34901
mit	w13_d363e34905
der	w15_d363e34908
Flinten,	w17_d363e34911
und	w19_d363e34914
somit	w21_d363e34917
auf	w23_d363e34920
eine	w25_d363e34924
oder	w27_d363e34927
die	w29_d363e34930
andere	w31_d363e34933
Schei	w33_d363e34936
ben	w1_d363e34941
zu	w3_d363e34944
schiessen	w5_d363e34947
freygestellet	w7_d363e34950
worden	w9_d363e34953
ist.	w11_d363e34956
</p>
<p id="p12_d363e34960">
Abends	w1_d363e34964
aber	w3_d363e34967
wurde	w5_d363e34970
zu	w7_d363e34973
Allerhöchsten	w9_d363e34976
Ehren	w11_d363e34979
Jhrer	w13_d363e34983
Kaiserl.	w15_d363e34986
Königl.	w17_d363e34989
Majestäten	w19_d363e34992
un	w21_d363e34995
ter	w1_d363e35000
illuminirten	w3_d363e35003
Kaiserl.	w5_d363e35006
Königl.	w7_d363e35009
Namen	w9_d363e35012
und	w11_d363e35015
Portraiten	w13_d363e35019
durch	w15_d363e35022
freywilligen	w17_d363e35025
Geld=beytrag	w19_d363e35028
von	w1_d363e35033
der	w3_d363e35036
Scharf=schützen=compagnie	w5_d363e35039
ein	w7_d363e35042
ansehnliches	w9_d363e35045
Feuer=werk	w11_d363e35048
abgefeuret,	w13_d363e35052
und	w15_d363e35055
aus	w17_d363e35058
der	w19_d363e35061
Hand	w21_d363e35064
Sr.	w1_d363e35070
Excellenz	w3_d363e35073
des	w5_d363e35076
Hrn.	w7_d363e35079
General=feld=marschalls	w9_d363e35082
Frey=herrns	w11_d363e35085
von	w13_d363e35089
Marschall	w15_d363e35092
angezunden.	w17_d363e35095
</p>
<p id="p14_d363e35098">
Nachdeme	w1_d363e35102
also	w3_d363e35105
diese	w5_d363e35108
4.	w7_d363e35111
Täge	w9_d363e35114
mit	w11_d363e35117
vollen	w13_d363e35121
Freuden	w15_d363e35124
vollbracht	w17_d363e35127
waren,	w19_d363e35130
und	w21_d363e35133
ein	w23_d363e35136
jeder	w25_d363e35140
Schütz	w1_d363e35145
seine	w3_d363e35148
4.	w5_d363e35151
Schüsse	w7_d363e35154
vollzogen,	w9_d363e35157
mithin	w11_d363e35160
folgsam	w13_d363e35164
sein	w15_d363e35167
erworbenes	w17_d363e35170
Prämium	w19_d363e35173
vernommen,	w21_d363e35176
zugleich	w1_d363e35181
aber	w3_d363e35184
die	w5_d363e35187
ihme	w7_d363e35190
angewiesene	w9_d363e35193
Erfrischungen	w11_d363e35196
zu	w13_d363e35200
Genügen	w15_d363e35203
eingenommen	w17_d363e35206
hatte.	w19_d363e35209
End	w21_d363e35212
lich	w1_d363e35218
machte	w3_d363e35221
die	w5_d363e35224
Scharf=schützen=compagnie	w7_d363e35227
mit	w9_d363e35230
ihrem	w11_d363e35233
Fahn	w13_d363e35237
unter	w15_d363e35240
Paucken	w17_d363e35243
und	w19_d363e35246
Trompeten	w21_d363e35249
erschallung,	w1_d363e35254
dann	w3_d363e35257
Abfeuerung	w5_d363e35260
derer	w7_d363e35263
Mörser,	w9_d363e35266
wie	w11_d363e35269
in	w13_d363e35273
Heraus=ziehen,	w15_d363e35276
also	w17_d363e35279
auch	w19_d363e35282
wieder	w21_d363e35285
zu	w23_d363e35288
rück	w1_d363e35293
in	w3_d363e35296
die	w5_d363e35299
Stabt	w7_d363e35302
neben	w9_d363e35305
der	w11_d363e35308
Haupt=wacht	w13_d363e35312
vorbey	w15_d363e35315
den	w17_d363e35318
Zug,	w19_d363e35321
allwo	w21_d363e35324
derselben	w23_d363e35327
abermal	w25_d363e35331
die	w27_d363e35334
ob=erwehnte	w1_d363e35339
militairische	w3_d363e35342
Ehren=bezeugungen	w5_d363e35345
mit	w7_d363e35348
klingendem	w9_d363e35351
Spiel	w11_d363e35354
und	w13_d363e35358
Gewöhrpräsenti	w15_d363e35361
ren	w1_d363e35367
geschehen	w3_d363e35370
seynd,	w5_d363e35373
dergestalten	w7_d363e35376
also	w9_d363e35379
diese	w11_d363e35382
Festivität	w13_d363e35386
beendiget	w15_d363e35389
worden	w17_d363e35392
ist.	w19_d363e35395
</p>
<head id="h2_d363e35401">
Promotions	w1_d363e35405
oder	w3_d363e35408
Begnadigungs=lista	w5_d363e35411
</head>
<p id="p4_d363e35414">
Derenjenigen,	w1_d363e35418
welche	w3_d363e35421
wegen	w5_d363e35424
bey	w7_d363e35427
der	w9_d363e35430
in	w11_d363e35433
Anno	w13_d363e35437
1758.	w15_d363e35440
für	w17_d363e35443
gewesten	w1_d363e35448
feindlich=Preußischen	w3_d363e35451
Belagerung	w5_d363e35454
der	w7_d363e35457
Königl.	w9_d363e35460
Haupt=stadt	w11_d363e35463
und	w1_d363e35468
Gränz=festung	w3_d363e35471
Ollmütz	w5_d363e35474
im	w7_d363e35477
Marggraftum	w9_d363e35480
Mähren	w11_d363e35483
eifrigst	w13_d363e35487
bezeigter	w15_d363e35490
Treu,	w1_d363e35496
und	w3_d363e35499
schuldigster	w5_d363e35502
Pflicht	w7_d363e35505
von	w9_d363e35508
Allerhöchst=einer	w11_d363e35511
Kaiserl.	w13_d363e35515
Königl.	w1_d363e35520
Apostolischen	w3_d363e35523
Majestät	w5_d363e35526
besonders	w7_d363e35529
belohnet	w1_d363e35534
worden.	w3_d363e35537
Als:	w5_d363e35540
</p>
<p id="p6_d363e35543">
Der	w1_d363e35547
(Tikl.)	w3_d363e35550
Herr	w5_d363e35553
Simon	w7_d363e35556
Thaddäus	w9_d363e35559
Zimmerl,	w11_d363e35562
Kaiserl.	w13_d363e35566
Königl.	w15_d363e35569
Richter,	w1_d363e35574
wurde	w3_d363e35577
mit	w5_d363e35580
dem	w7_d363e35583
Prädicat	w9_d363e35586
von	w11_d363e35589
Schneefeld	w13_d363e35593
in	w15_d363e35596
den	w17_d363e35599
Stand	w19_d363e35602
bes	w21_d363e35605
Adels	w1_d363e35610
erhoben.	w3_d363e35613
</p>
<p id="p8_d363e35616">
Der	w1_d363e35620
(Titl.)	w3_d363e35623
Herr	w5_d363e35626
Anton	w7_d363e35629
Johann	w9_d363e35632
Langkammer,	w11_d363e35635
als	w13_d363e35639
zur	w15_d363e35642
Zeit	w17_d363e35645
der	w19_d363e35648
Preußischen	w1_d363e35653
Belagerung	w3_d363e35656
in	w5_d363e35659
Anno	w7_d363e35662
1758.	w9_d363e35665
vom	w11_d363e35668
5.	w13_d363e35672
Julii	w15_d363e35675
bis	w17_d363e35678
anderten	w19_d363e35681
Julii	w1_d363e35686
gewester	w3_d363e35689
Amts=burger=meister,	w5_d363e35692
wurde	w7_d363e35695
in	w9_d363e35698
den	w11_d363e35701
Grad	w13_d363e35705
des	w15_d363e35708
Adels	w17_d363e35711
er	w19_d363e35714
hoben,	w1_d363e35720
mit	w3_d363e35723
dem	w5_d363e35726
Prädicat	w7_d363e35729
von	w9_d363e35732
Langkammer	w11_d363e35735
und	w13_d363e35739
Adlersberg,	w15_d363e35742
und	w17_d363e35745
zu	w19_d363e35748
gleich	w1_d363e35753
als	w3_d363e35756
Königl.	w5_d363e35759
Vice=richter	w7_d363e35762
ernennet,	w9_d363e35765
nach	w11_d363e35768
der	w13_d363e35772
Hand	w15_d363e35775
aber	w17_d363e35778
auch	w19_d363e35781
mn	w21_d363e35784
dem	w1_d363e35789
Characteur	w3_d363e35792
eines	w5_d363e35795
Kaiserl.	w7_d363e35798
Königl.	w9_d363e35801
Rahts	w11_d363e35804
gewürdiget.	w13_d363e35808
Der	w1_d363e35813
(Titl.)	w3_d363e35816
Herr	w5_d363e35819
Franz	w7_d363e35822
Anton	w9_d363e35825
Satori	w11_d363e35828
Rahts=primator	w13_d363e35832
würde	w15_d363e35835
mit	w1_d363e35841
dem	w3_d363e35844
Prädicat	w5_d363e35847
von	w7_d363e35850
Satori	w9_d363e35853
geadelt.	w11_d363e35856
</p>
<p id="p14_d363e35870">
Der	w1_d363e35874
(Titl.)	w3_d363e35877
Herr	w5_d363e35880
Florian	w7_d363e35883
Joseph	w9_d363e35886
Lauzky	w11_d363e35889
Stadt=richter,	w13_d363e35893
wurde	w15_d363e35896
mit	w1_d363e35901
dem	w3_d363e35904
Prädicat	w5_d363e35907
von	w7_d363e35910
Straussenheim,	w9_d363e35913
in	w11_d363e35916
den	w13_d363e35920
Adel,	w15_d363e35923
und	w17_d363e35926
sodann	w19_d363e35929
auch	w21_d363e35932
in	w1_d363e35937
den	w3_d363e35940
Characteur	w5_d363e35943
eines	w7_d363e35946
Kaiserl.	w9_d363e35949
Königl.	w11_d363e35952
Rahts	w13_d363e35956
erhoben.	w15_d363e35959
Der	w1_d363e35965
(Titl.)	w3_d363e35968
Herr	w5_d363e35971
Johann	w7_d363e35974
Valentin	w9_d363e35977
Görtler	w11_d363e35980
Rahts=senior,	w13_d363e35984
wu	w15_d363e35987
de	w1_d363e35992
mit	w3_d363e35995
dem	w5_d363e35998
Prädicat	w7_d363e36001
von	w9_d363e36004
Blumenfeld,	w11_d363e36007
in	w13_d363e36011
den	w15_d363e36014
Stand	w17_d363e36017
des	w19_d363e36020
Adels	w21_d363e36023
er	w23_d363e36026
</p>
<p id="p16_d363e36029">
hoben.	w1_d363e36033
Der	w1_d363e36038
(Titl.)	w3_d363e36041
Herr	w5_d363e36044
Peter	w7_d363e36047
Paul	w9_d363e36050
Jgnatz	w11_d363e36053
Brauner	w13_d363e36057
des	w15_d363e36060
Rahts,	w17_d363e36063
wurde	w19_d363e36066
</p>
<list id="l18_d363e36069">
wurde	w1_d363e36073
mit	w3_d363e36076
dem	w5_d363e36079
Prädicat	w7_d363e36082
von	w9_d363e36085
Ehrenzweig	w11_d363e36088
nobilitiret,	w13_d363e36092
und	w15_d363e36095
in	w17_d363e36098
Verfolg	w19_d363e36101
auch	w1_d363e36106
mit	w3_d363e36109
dem	w5_d363e36112
Titul	w7_d363e36115
eines	w9_d363e36118
Kaiserl.	w11_d363e36121
Königl.	w13_d363e36125
Rahts	w15_d363e36128
beehret.	w17_d363e36131
Der	w1_d363e36136
(Titl.)	w3_d363e36139
Herr	w5_d363e36142
Johann	w7_d363e36145
Valent	w9_d363e36148
in	w11_d363e36151
des	w13_d363e36155
Rahts,	w15_d363e36158
wurde	w17_d363e36161
mit	w19_d363e36164
dem	w21_d363e36167
Prädicat	w1_d363e36173
von	w3_d363e36176
Treinerfeld	w5_d363e36179
geadelt.	w7_d363e36182
Der	w1_d363e36187
(Titl.)	w3_d363e36190
Herr	w5_d363e36193
Maximilian	w7_d363e36196
Rosenberg	w9_d363e36199
des	w11_d363e36202
Rahts,	w13_d363e36206
wurde	w15_d363e36209
mit	w17_d363e36212
Prädicat	w1_d363e36217
von	w3_d363e36220
Rosenberg,	w5_d363e36223
in	w7_d363e36226
den	w9_d363e36229
Adel	w11_d363e36232
erhoben.	w13_d363e36236
dem	w1_d363e36241
Der	w1_d363e36247
(Titl.)	w3_d363e36250
Herr	w5_d363e36253
Franz	w7_d363e36256
Sebastianski	w9_d363e36259
des	w11_d363e36262
Rahts,	w13_d363e36266
wurde	w15_d363e36269
mit	w17_d363e36272
Prädicat	w1_d363e36277
von	w3_d363e36280
Sebastianski,	w5_d363e36283
in	w7_d363e36286
den	w9_d363e36289
Stand	w11_d363e36292
des	w13_d363e36296
Adels	w15_d363e36299
erhoben.	w17_d363e36302
dem	w1_d363e36307
Der	w1_d363e36312
(Titl.)	w3_d363e36315
Herr	w5_d363e36318
Jgnatz	w7_d363e36321
Franz	w9_d363e36324
Nowack	w11_d363e36327
des	w13_d363e36331
Nahts,	w15_d363e36334
und	w17_d363e36337
Kai	w19_d363e36340
Königl.	w1_d363e36346
Subaltern	w3_d363e36349
des	w5_d363e36352
Ollmützer=creises	w7_d363e36355
als	w9_d363e36358
zur	w11_d363e36361
Zeit	w13_d363e36365
der	w15_d363e36368
feind	w17_d363e36371
serl.	w1_d363e36376
lich=Preußischen	w1_d363e36381
Belagerung	w3_d363e36384
in	w5_d363e36387
Anno	w7_d363e36390
1758.	w9_d363e36393
vom	w11_d363e36396
8.	w13_d363e36400
May	w15_d363e36403
bis	w17_d363e36406
5.	w19_d363e36409
Junii	w1_d363e36414
gewester	w3_d363e36417
Amts=burger=meister,	w5_d363e36420
wurde	w7_d363e36423
mit	w9_d363e36426
dem	w11_d363e36429
Prädicat	w13_d363e36433
von	w15_d363e36436
Nowack,	w1_d363e36442
in	w3_d363e36445
den	w5_d363e36448
Grad	w7_d363e36451
des	w9_d363e36454
Adels,	w11_d363e36457
und	w13_d363e36461
zugleich	w15_d363e36464
in	w17_d363e36467
die	w19_d363e36470
Würde	w21_d363e36473
eines	w23_d363e36476
Kaiserl.	w1_d363e36481
Königl.	w3_d363e36484
Commercien=rahts	w5_d363e36487
erhoben.	w7_d363e36490
</list>
<p id="p20_d363e36494">
Der	w1_d363e36498
(Titl.)	w3_d363e36501
Herr	w5_d363e36504
Carl	w7_d363e36507
Cristelli,	w9_d363e36510
als	w11_d363e36513
zur	w13_d363e36517
Zeit	w15_d363e36520
der	w17_d363e36523
feindlichPreus	w19_d363e36526
sischen	w1_d363e36531
Belagerung	w3_d363e36534
gewester	w5_d363e36537
hier	w7_d363e36540
städtischer	w9_d363e36543
Wald=bereiter,	w11_d363e36546
wurde	w13_d363e36550
in	w15_d363e36553
dem	w1_d363e36558
Magistrat	w3_d363e36561
ad	w5_d363e36564
liniam	w7_d363e36567
œconoimcam	w9_d363e36570
mit	w11_d363e36573
Beybehaltung	w13_d363e36577
der	w15_d363e36580
Wald	w17_d363e36583
ants=aufsicht,	w1_d363e36589
samt	w3_d363e36592
dem	w5_d363e36595
da	w7_d363e36598
von	w9_d363e36601
abhangenden	w11_d363e36604
Emolumento,	w13_d363e36608
und	w15_d363e36611
zugleich	w17_d363e36614
in	w19_d363e36617
den	w1_d363e36622
Stand	w3_d363e36625
des	w5_d363e36628
Adels	w7_d363e36631
mit	w9_d363e36634
dem	w11_d363e36637
Prädicat	w13_d363e36641
von	w15_d363e36644
Cristelli	w17_d363e36647
erhoben.	w19_d363e36650
</p>
<p id="p22_d363e36653">
derr	w1_d363e36657
Johann	w3_d363e36660
Trawnitschek	w5_d363e36663
Syndicus,	w7_d363e36666
wurde	w9_d363e36669
von	w11_d363e36672
Jhrer	w13_d363e36676
Kaiserl.	w15_d363e36679
Kön.	w1_d363e36684
Apostol.	w3_d363e36687
Majestät	w5_d363e36690
in	w7_d363e36693
einer	w9_d363e36696
Vorbescheidung	w11_d363e36699
allergnädigst	w13_d363e36703
versichert,	w15_d363e36706
daß,	w1_d363e36711
so	w3_d363e36714
bald	w5_d363e36717
selber	w7_d363e36720
in	w9_d363e36723
den	w11_d363e36726
Magistrat	w13_d363e36730
als	w15_d363e36733
ein	w17_d363e36736
Mit=glied	w19_d363e36739
gewählet	w21_d363e36742
werden	w23_d363e36745
wurde,	w1_d363e36751
derselbe	w3_d363e36754
gleicher=massen,	w5_d363e36757
wie	w7_d363e36760
alle	w9_d363e36763
obige	w11_d363e36766
Magistrats=personen	w13_d363e36770
anentgeldlich	w1_d363e36775
in	w3_d363e36778
den	w5_d363e36781
Adel	w7_d363e36784
erhoben	w9_d363e36787
werden	w11_d363e36790
solle.	w13_d363e36794
</p>
<p id="p24_d363e36798">
Herr	w1_d363e36802
Johann	w3_d363e36805
Nepomuck	w5_d363e36808
Stiedron	w7_d363e36811
Vice=syndicus,	w9_d363e36814
durch	w11_d363e36817
ein	w13_d363e36821
ge	w15_d363e36824
daß	w1_d363e36829
so	w3_d363e36832
seissenes	w1_d363e36837
Allerhöchst=Kaiserl.	w3_d363e36840
Königl.	w5_d363e36843
Rescriptum	w7_d363e36846
versichert,	w9_d363e36849
Aid	w1_d363e36855
selber	w3_d363e36858
in	w5_d363e36861
den	w7_d363e36864
Magistrat	w9_d363e36867
als	w11_d363e36870
ein	w13_d363e36874
Mit=glied	w15_d363e36877
gewählet	w17_d363e36880
werden	w19_d363e36883
wur	w21_d363e36886
)(	w1_d363e36891
3	w3_d363e36894
</p>
<p id="p30_d363e36907">
de,	w1_d363e36911
derselbe	w3_d363e36914
gleicher=massen,	w5_d363e36917
wie	w7_d363e36920
alle	w9_d363e36923
oben	w11_d363e36926
angeführte	w13_d363e36930
Magistratsper	w15_d363e36933
sonen	w1_d363e36938
unentgeldlich	w3_d363e36941
in	w5_d363e36944
den	w7_d363e36947
Adel	w9_d363e36950
erhoben	w11_d363e36953
werden	w13_d363e36957
solle.	w15_d363e36960
Der	w1_d363e36965
(Titl.)	w3_d363e36968
Herr	w5_d363e36971
Joseph	w7_d363e36974
Bernhard	w9_d363e36977
Brueil,	w11_d363e36980
Kaiserl.	w13_d363e36984
Königl.	w15_d363e36987
</p>
<p id="p32_d363e36990">
Bancal=gefällen	w1_d363e36994
Ober=einnehmer	w3_d363e36997
und	w5_d363e37000
Burger	w7_d363e37003
allhier,	w9_d363e37006
wurde	w11_d363e37009
mit	w13_d363e37013
dem	w15_d363e37016
Prädicat	w1_d363e37021
von	w3_d363e37024
Brueil	w5_d363e37027
und	w7_d363e37030
Madalon	w9_d363e37033
in	w11_d363e37036
den	w13_d363e37040
Grad	w15_d363e37043
des	w17_d363e37046
Adels	w19_d363e37049
erhoben.	w21_d363e37052
Herr	w1_d363e37057
Carl	w3_d363e37060
Bomesberger,	w5_d363e37063
wurde	w7_d363e37066
dahin	w9_d363e37069
allermildest	w11_d363e37072
begnadet,	w13_d363e37076
daß	w1_d363e37082
derselbe	w3_d363e37085
zu	w5_d363e37088
der	w7_d363e37091
bereits	w9_d363e37094
in	w11_d363e37097
Anno	w13_d363e37101
1756.	w15_d363e37104
von	w17_d363e37107
Jhrer	w19_d363e37110
Kaiserl.	w21_d363e37113
Königl.	w23_d363e37116
Apostolischen	w1_d363e37121
Majestät	w3_d363e37124
überkommenden	w5_d363e37127
goldenen	w7_d363e37130
Medaillen,	w9_d363e37133
sich	w11_d363e37136
einer	w13_d363e37140
goldenen	w1_d363e37145
Ketten	w3_d363e37148
aller	w5_d363e37151
Orten	w7_d363e37154
offentlich	w9_d363e37157
gebrauchen	w11_d363e37160
könne.	w13_d363e37164
</p>
<p id="p34_d363e37167">
er	w1_d363e37171
Johann	w3_d363e37174
Schretter,	w5_d363e37177
ältester	w7_d363e37180
Scharf=schützen=vorgeher.	w9_d363e37183
Herr	w1_d363e37188
Simon	w3_d363e37191
Schweinitz,	w5_d363e37194
anderter	w7_d363e37197
Scharf=schützen=vorgeher.	w9_d363e37200
Herr	w1_d363e37205
Johann	w3_d363e37208
Teiß,	w5_d363e37211
Scharf=schützen=deputirter.	w7_d363e37214
Herr	w1_d363e37220
Joseph	w3_d363e37223
Schwarz,	w5_d363e37226
Burgerl.	w7_d363e37229
Knopf=macher.	w9_d363e37232
ux	w1_d363e37237
Herr	w1_d363e37242
Johann	w3_d363e37245
Fieschbeck,	w5_d363e37248
Burgerl.	w7_d363e37251
Tuch=handler.	w9_d363e37254
</p>
<head id="h2_d363e37260">
LISTA	w1_d363e37264
Aller	w1_d363e37269
und	w3_d363e37272
jeder	w5_d363e37275
Chargen	w7_d363e37278
und	w9_d363e37281
Tharacteurs	w11_d363e37284
und	w1_d363e37289
von	w3_d363e37292
wem	w1_d363e37298
ein	w3_d363e37301
so	w5_d363e37304
andere	w7_d363e37307
bey	w9_d363e37310
dem	w11_d363e37313
untern	w13_d363e37317
2ten	w15_d363e37320
Julii	w17_d363e37323
abgehaltenen	w19_d363e37326
Dank	w21_d363e37329
und	w23_d363e37332
Freudens=fest	w1_d363e37337
begleitet	w3_d363e37340
worden	w5_d363e37343
rc.	w7_d363e37346
Als:	w9_d363e37349
</head>
<p id="p4_d363e37352">
Allerhöchst=Kaiserl.	w1_d363e37356
Königl.	w3_d363e37359
zu	w5_d363e37362
diesen	w7_d363e37365
Actum	w9_d363e37368
denominirter	w11_d363e37371
Com	w13_d363e37375
missarius,	w1_d363e37380
der	w3_d363e37383
Hoch	w5_d363e37386
und	w7_d363e37389
Wol=geborne	w9_d363e37392
Herr	w11_d363e37395
Herr	w13_d363e37399
Emanuel	w15_d363e37402
Kaseran,	w17_d363e37405
Frey=herr	w1_d363e37410
von	w3_d363e37413
Zavisch	w5_d363e37416
und	w7_d363e37419
Ossenitz,	w9_d363e37422
Jhrer	w11_d363e37425
Röm.	w13_d363e37429
Kaiserl.	w15_d363e37432
auch	w17_d363e37435
zu	w19_d363e37438
Hün	w21_d363e37441
garn	w1_d363e37447
und	w3_d363e37450
Böheim	w5_d363e37453
Königl.	w7_d363e37456
Majestät	w9_d363e37459
Raht,	w11_d363e37462
und	w13_d363e37466
Königl.	w15_d363e37469
Kreishaupt	w17_d363e37472
mann	w1_d363e37477
des	w3_d363e37480
Ollmützer=creises.	w5_d363e37483
</p>
<head id="h2_d363e37489">
Magistratuals=deputirte.	w1_d363e37493
</head>
<p id="p4_d363e37496">
(Pl.	w1_d363e37500
Tit.)	w3_d363e37503
Den	w5_d363e37506
Kaiserl.	w7_d363e37509
Königl.	w9_d363e37512
Commissarium	w11_d363e37515
à	w13_d363e37519
Latere,	w15_d363e37522
be	w17_d363e37525
gleitet	w1_d363e37530
der	w3_d363e37533
(Titl.)	w5_d363e37536
