<doc id="wr_1760-12-03" attrs="word" year="1760" month="12" day="03" corpus="2">
<head id="h2_d506e4041">
Journal	w1_d506e4045
oder	w7_d506e30787
unwissend	w9_d506e30790
12.	w11_d506e30793
Zu	w13_d506e30797
sammen	w1_d506e30802
23.	w3_d506e30805
Mann.	w5_d506e30808
</p>
<p id="p16_d506e30822">
Fähnrich,	w1_d506e30826
bleßirt	w3_d506e30829
1.	w5_d506e30832
Leibgab.	w7_d506e30835
Fus.	w9_d506e30838
vom	w11_d506e30841
Feld=wäbl	w1_d506e30846
an,	w3_d506e30849
todt	w5_d506e30852
6.	w7_d506e30855
bleßirt	w9_d506e30858
9.	w11_d506e30861
gefangen	w13_d506e30865
oder	w1_d506e30870
unwissend	w3_d506e30873
7.	w5_d506e30876
Zusammen	w7_d506e30879
23.	w9_d506e30882
Mann.	w11_d506e30885
</p>
<p id="p18_d506e30888">
Summa	w1_d506e30892
der	w3_d506e30895
Jnfanterie	w5_d506e30898
1315.	w7_d506e30901
Todke.	w9_d506e30904
3151.	w1_d506e30909
Bleßirte.	w3_d506e30912
4597.	w5_d506e30915
Gefangene	w7_d506e30918
oder	w9_d506e30921
Unwissende.	w1_d506e30926
Zusammen	w3_d506e30929
9063.	w5_d506e30932
Mann.	w7_d506e30935
</p>
<head id="h2_d506e30941">
Cavallerie.	w1_d506e30945
Exz=her	w1_d506e30950
zog	w3_d506e30953
Leopold.	w5_d506e30956
</head>
<p id="p4_d506e30959">
Todt,	w1_d506e30963
Obrist	w3_d506e30966
Hofmann	w5_d506e30969
1.	w7_d506e30972
Gefangen	w9_d506e30975
oder	w1_d506e30980
unwissend,	w3_d506e30983
Obrist	w5_d506e30986
Lanius	w7_d506e30989
1.	w9_d506e30992
Bleßirt,	w11_d506e30995
Obrist=leutenant	w1_d506e31000
Haag	w3_d506e31003
1.	w5_d506e31006
Rittmeister	w7_d506e31009
Ger	w9_d506e31012
lach	w1_d506e31018
1.	w3_d506e31021
Ober=leut.	w5_d506e31024
2.	w7_d506e31027
Artner,	w9_d506e31030
Pauer.	w11_d506e31033
Ge	w13_d506e31037
fangen	w1_d506e31042
oder	w3_d506e31045
unwissend	w5_d506e31048
2.	w7_d506e31051
Falmer,	w9_d506e31054
Ceretani.	w11_d506e31057
Bleßirt,	w1_d506e31062
Unter=leut.	w3_d506e31065
2.	w5_d506e31068
Pichard,	w7_d506e31071
la	w9_d506e31074
Montag.	w11_d506e31077
ne.	w1_d506e31082
Carab.	w3_d506e31085
vom	w5_d506e31088
Wacht=meister	w7_d506e31091
an,	w9_d506e31094
todt	w11_d506e31097
3.	w1_d506e31103
Pf.	w3_d506e31106
Bleßirt	w5_d506e31109
1.	w7_d506e31112
Mann,	w9_d506e31115
5.	w11_d506e31118
Pf.	w13_d506e31122
Gesan	w15_d506e31125
gen	w1_d506e31130
oder	w3_d506e31133
unwissend	w5_d506e31136
2.	w7_d506e31139
M.	w9_d506e31142
4	w11_d506e31145
Pf.	w13_d506e31149
Ordin.	w15_d506e31152
todt	w1_d506e31157
6.	w3_d506e31160
M.	w5_d506e31163
41.	w7_d506e31166
Pf.	w9_d506e31169
Bleßirt	w11_d506e31172
39.	w13_d506e31176
M.	w15_d506e31179
44	w1_d506e31184
Pf.	w3_d506e31187
Gesangen	w5_d506e31190
den	w7_d506e31193
unwissend	w9_d506e31196
114.	w11_d506e31199
M.	w13_d506e31203
121.	w1_d506e31209
Pf.	w3_d506e31212
Summa	w5_d506e31215
todt	w7_d506e31218
6.	w9_d506e31221
M.	w11_d506e31224
44.	w13_d506e31228
Pf.	w15_d506e31231
Bleßirt	w1_d506e31236
46.	w3_d506e31239
M.	w5_d506e31242
49.	w7_d506e31245
Pf.	w9_d506e31248
Gefangen	w11_d506e31251
oder	w13_d506e31255
issend	w1_d506e31260
119.	w3_d506e31263
M.	w5_d506e31266
125.	w7_d506e31269
Pf.	w9_d506e31272
Zusammen	w11_d506e31275
172.	w1_d506e31280
M.	w3_d506e31283
218.	w5_d506e31286
Pf.	w7_d506e31289
</p>
<head id="h2_d506e31295">
Erz=herzog	w1_d506e31299
Ferdinand.	w3_d506e31302
</head>
<p id="p4_d506e31305">
Gefangen	w1_d506e31309
oder	w3_d506e31312
unwissend,	w5_d506e31315
Obrist=leut.	w7_d506e31318
Herman	w1_d506e31323
1.	w3_d506e31326
Unter=leut.	w5_d506e31329
Mallin	w7_d506e31332
1.	w9_d506e31335
Carab.	w11_d506e31338
vom	w1_d506e31343
Wacht=meister	w3_d506e31346
an,	w5_d506e31349
todt	w7_d506e31352
3.	w9_d506e31355
M.	w11_d506e31358
8.	w13_d506e31362
Pf.	w15_d506e31365
Bleßirt	w1_d506e31371
5.	w3_d506e31374
M.	w5_d506e31377
8.	w7_d506e31380
Pf.	w9_d506e31383
Gefangen	w11_d506e31386
oder	w13_d506e31390
un	w15_d506e31393
wissend	w1_d506e31398
6.	w3_d506e31401
M.	w5_d506e31404
2.	w7_d506e31407
Pf.	w9_d506e31410
Summa	w11_d506e31413
todt	w13_d506e31417
16.	w15_d506e31420
M.	w17_d506e31423
</p>
<p id="p6_d506e31426">
35.	w1_d506e31430
Pf.	w3_d506e31433
Bleßirt	w5_d506e31436
17.	w7_d506e31439
M.	w9_d506e31442
24	w11_d506e31445
Pf.	w13_d506e31449
Ge	w15_d506e31452
fangen	w1_d506e31457
denr	w3_d506e31460
nw	w5_d506e31463
issend	w7_d506e31466
25.	w9_d506e31469
M.	w11_d506e31472
18.	w13_d506e31476
Pf.	w15_d506e31479
Zu	w17_d506e31482
sammen	w1_d506e31487
58.	w3_d506e31490
M.	w5_d506e31493
77.	w7_d506e31496
Pf	w9_d506e31499
</p>
<p id="p8_d506e31502">
Bleßirt	w1_d506e31506
Haupt=leute	w3_d506e31509
2.	w5_d506e31512
Kraleppe,	w7_d506e31515
Cristell	w9_d506e31518
ni.	w1_d506e31523
Gefangen	w3_d506e31526
oder	w5_d506e31529
unw.	w7_d506e31532
1.	w9_d506e31535
Oliveri.	w11_d506e31538
Ober	w13_d506e31542
leut.	w1_d506e31547
bleßirt	w3_d506e31550
1.	w5_d506e31553
Strasoldo.	w7_d506e31556
Unter=leut.	w9_d506e31559
2.	w11_d506e31562
Fracsky.	w1_d506e31568
Cast.	w3_d506e31571
Gefangen	w5_d506e31574
uder	w7_d506e31577
unw	w9_d506e31580
Geissen.	w11_d506e31583
Gren.	w1_d506e31588
vom	w3_d506e31591
Wacht=meister	w5_d506e31594
an	w7_d506e31597
todt	w9_d506e31600
2.	w11_d506e31603
Pf.	w13_d506e31607
Ge	w15_d506e31610
fangen	w1_d506e31615
oder	w3_d506e31618
unw.	w5_d506e31621
9.	w7_d506e31624
M.	w9_d506e31627
9.	w11_d506e31630
Pf.	w13_d506e31634
Ord.	w15_d506e31637
bleßirt	w17_d506e31640
13.	w1_d506e31645
M.	w3_d506e31648
20.	w5_d506e31651
Pf.	w7_d506e31654
Gefangen	w9_d506e31657
oder	w11_d506e31660
unw.	w13_d506e31664
87.	w15_d506e31667
M.	w1_d506e31673
89.	w3_d506e31676
Pf.	w5_d506e31679
Summa	w7_d506e31682
todt	w9_d506e31685
2.	w11_d506e31688
Pf.	w13_d506e31692
Bleßirt	w15_d506e31695
18.	w1_d506e31700
M.	w3_d506e31703
20.	w5_d506e31706
Pf.	w7_d506e31709
Gefangen	w9_d506e31712
oder	w11_d506e31715
unw.	w13_d506e31719
98	w15_d506e31722
M.	w1_d506e31727
98.	w3_d506e31730
Pf.	w5_d506e31733
Zusammen	w7_d506e31736
116.	w9_d506e31739
M.	w11_d506e31742
120.	w13_d506e31746
Pf.	w15_d506e31749
</p>
<head id="h2_d506e31755">
Portugal.	w1_d506e31759
</head>
<p id="p4_d506e31762">
Bleßirt	w1_d506e31766
Obrist	w3_d506e31769
Posfout	w5_d506e31772
1.	w7_d506e31775
Gef.	w9_d506e31778
oder	w11_d506e31781
uw.	w13_d506e31785
Major	w1_d506e31790
Botta	w3_d506e31793
1.	w5_d506e31796
Ritt=meister	w7_d506e31799
Tiell	w9_d506e31802
1.	w11_d506e31805
Ober	w13_d506e31809
leut.	w1_d506e31814
2.	w3_d506e31817
Rangott,	w5_d506e31820
Mackloffsky.	w7_d506e31823
Bleßirt	w9_d506e31826
Kausche	w1_d506e31832
1.	w3_d506e31835
Unter=leut	w5_d506e31838
bleßirt	w7_d506e31841
2.	w9_d506e31844
Molitor	w11_d506e31847
senior,	w1_d506e31852
Molitor	w3_d506e31855
junior.	w5_d506e31858
Gefangen	w7_d506e31861
oder	w9_d506e31864
unw.	w11_d506e31867
Gren.	w1_d506e31872
Unter=leut.	w3_d506e31875
1.	w5_d506e31878
Rautenstrauß.	w7_d506e31881
Carab.	w9_d506e31884
vom	w1_d506e31889
Wacht=meister	w3_d506e31892
an	w5_d506e31895
todt	w7_d506e31898
6.	w9_d506e31901
Pf.	w11_d506e31904
Bleßirt	w13_d506e31908
4.	w1_d506e31914
M.	w3_d506e31917
1.	w5_d506e31920
Pf.	w7_d506e31923
Gefangen	w9_d506e31926
oder	w11_d506e31929
unw.	w13_d506e31933
10.	w15_d506e31936
M.	w17_d506e31939
9.	w1_d506e31944
Pf.	w3_d506e31947
Ord.	w5_d506e31950
todt	w7_d506e31953
14.	w9_d506e31956
Pf.	w11_d506e31959
Bleßirt	w13_d506e31963
15.	w15_d506e31966
M.	w17_d506e31969
18.	w1_d506e31974
Pf.	w3_d506e31977
Gefangen	w5_d506e31980
oder	w7_d506e31983
unw.	w9_d506e31986
11.	w11_d506e31989
M.	w13_d506e31993
15.	w15_d506e31996
Pf.	w1_d506e32001
Summa	w3_d506e32004
todt	w5_d506e32007
20.	w7_d506e32010
Pf.	w9_d506e32013
Bleßirt	w11_d506e32016
23.	w13_d506e32020
M.	w15_d506e32023
19.	w1_d506e32029
Pf.	w3_d506e32032
Gefangen	w5_d506e32035
oder	w7_d506e32038
unw.	w9_d506e32041
26.	w11_d506e32044
M.	w13_d506e32048
24.	w15_d506e32051
Pf.	w1_d506e32056
Zusammen	w3_d506e32059
49.	w5_d506e32062
M.	w7_d506e32065
63.	w9_d506e32068
Pf.	w11_d506e32071
</p>
<list id="l6_d506e32074">
Bleßirt	w1_d506e32078
Gren.	w3_d506e32081
Haupt=mann	w5_d506e32084
Nongelli	w7_d506e32087
1.	w9_d506e32090
Todt	w1_d506e32095
Unter=leut.	w3_d506e32098
Kurz.	w5_d506e32101
Gren.	w7_d506e32104
vom	w9_d506e32107
Wacht	w11_d506e32110
meister	w1_d506e32115
an	w3_d506e32118
todt	w5_d506e32121
1.	w7_d506e32124
M.	w9_d506e32127
1.	w11_d506e32130
Pf.	w13_d506e32134
Bleßirt	w15_d506e32137
2.	w17_d506e32140
M.	w19_d506e32143
2.	w1_d506e32149
Pf.	w3_d506e32152
Gefangen	w5_d506e32155
oder	w7_d506e32158
unw.	w9_d506e32161
11.	w11_d506e32164
M.	w13_d506e32168
16.	w15_d506e32171
Pf.	w17_d506e32174
Ord.	w1_d506e32179
todt	w3_d506e32182
32.	w5_d506e32185
M.	w7_d506e32188
60.	w9_d506e32191
Pf.	w11_d506e32194
Bleßirt	w13_d506e32198
20.	w15_d506e32201
M.	w17_d506e32204
8.	w1_d506e32209
Pf.	w3_d506e32212
Gefangen	w5_d506e32215
oder	w7_d506e32218
unwissend	w9_d506e32221
13.	w11_d506e32224
M.	w13_d506e32228
1.	w15_d506e32231
Pf.	w1_d506e32236
Summa	w3_d506e32239
todt	w5_d506e32242
44.	w7_d506e32245
M.	w9_d506e32248
61.	w11_d506e32251
Pf.	w13_d506e32255
Bleßirt	w15_d506e32258
</list>
<p id="p12_d506e32273">
23.	w1_d506e32277
M.	w3_d506e32280
10.	w5_d506e32283
Pf.	w7_d506e32286
Gefangen	w9_d506e32289
oder	w11_d506e32292
unw.	w13_d506e32296
24.	w15_d506e32299
M.	w17_d506e32302
17.	w1_d506e32307
Pf.	w3_d506e32310
Zusammen	w5_d506e32313
81.	w7_d506e32316
M.	w9_d506e32319
88.	w11_d506e32322
Pf.	w13_d506e32326
</p>
<head id="h2_d506e32333">
Bathiany.	w1_d506e32337
</head>
<p id="p4_d506e32340">
Gefangen	w1_d506e32344
oder	w3_d506e32347
unw.	w5_d506e32350
Gren.	w7_d506e32353
Haupt=leute	w9_d506e32356
Berchtold	w1_d506e32361
1.	w3_d506e32364
Bleßirt	w5_d506e32367
Auersperg	w7_d506e32370
1.	w9_d506e32373
Gren.	w11_d506e32376
Unter=leut.	w1_d506e32381
gefangen	w3_d506e32384
oder	w5_d506e32387
unw.	w7_d506e32390
Grauch	w9_d506e32393
1.	w11_d506e32396
Unter=leut.	w1_d506e32402
bleßirt	w3_d506e32405
1.	w5_d506e32408
Schernowitz.	w7_d506e32411
Gren.	w9_d506e32414
vom	w1_d506e32419
Wacht=meister	w3_d506e32422
an	w5_d506e32425
todt	w7_d506e32428
3.	w9_d506e32431
Pf.	w11_d506e32434
Bleßirt	w13_d506e32438
3.	w15_d506e32441
M.	w1_d506e32446
3.	w3_d506e32449
Pf.	w5_d506e32452
Gefangen	w7_d506e32455
oder	w9_d506e32458
unw.	w11_d506e32461
15.	w13_d506e32465
M.	w15_d506e32468
16.	w17_d506e32471
Pf.	w1_d506e32476
Ord.	w3_d506e32479
todt	w5_d506e32482
26.	w7_d506e32485
M.	w9_d506e32488
15.	w11_d506e32491
Pf.	w13_d506e32495
Bleßirt	w15_d506e32498
26.	w17_d506e32501
M.	w1_d506e32507
35.	w3_d506e32510
Pf.	w5_d506e32513
Gefangen	w7_d506e32516
oder	w9_d506e32519
unw.	w11_d506e32522
48.	w13_d506e32526
M.	w15_d506e32529
28.	w1_d506e32534
Pf.	w3_d506e32537
Summa	w5_d506e32540
todt	w7_d506e32543
26.	w9_d506e32546
M.	w11_d506e32549
18.	w13_d506e32553
Pf.	w15_d506e32556
Bleßirt	w1_d506e32561
31.	w3_d506e32564
M.	w5_d506e32567
38.	w7_d506e32570
Pf.	w9_d506e32573
Gefangen	w11_d506e32576
oder	w13_d506e32580
unw.	w1_d506e32585
65.	w3_d506e32588
M.	w5_d506e32591
64.	w7_d506e32594
Pf.	w9_d506e32597
Zusammen	w11_d506e32600
122.	w13_d506e32604
M.	w15_d506e32607
120.	w1_d506e32613
Pf	w3_d506e32616
Serbelloni.	w1_d506e32621
</p>
<p id="p6_d506e32624">
Bleßirt	w1_d506e32628
Obrist	w3_d506e32631
Hueber	w5_d506e32634
1.	w7_d506e32637
Ober=leut.	w9_d506e32640
Confalonieri	w1_d506e32645
1.	w3_d506e32648
Gefangen	w5_d506e32651
oder	w7_d506e32654
unw.	w9_d506e32657
Unter	w11_d506e32660
leut.	w1_d506e32665
2.	w3_d506e32668
Schott,	w5_d506e32671
Oppitz.	w7_d506e32674
Carab	w9_d506e32677
vom	w11_d506e32680
Wacht	w13_d506e32684
meister	w1_d506e32690
an	w3_d506e32693
todt	w5_d506e32696
3.	w7_d506e32699
M.	w9_d506e32702
12.	w11_d506e32705
Pf.	w13_d506e32709
Bleßirt	w15_d506e32712
6.	w17_d506e32715
M.	w19_d506e32718
10.	w1_d506e32723
Pf.	w3_d506e32726
Ord.	w5_d506e32729
todt	w7_d506e32732
1.	w9_d506e32735
M.	w11_d506e32738
12.	w13_d506e32742
Pf.	w15_d506e32745
Bleßirt	w17_d506e32748
10.	w1_d506e32753
M.	w3_d506e32756
10.	w5_d506e32759
Pf.	w7_d506e32762
Gefangen	w9_d506e32765
oder	w11_d506e32768
unw.	w13_d506e32772
22.	w15_d506e32775
M.	w17_d506e32778
29.	w1_d506e32783
Pf.	w3_d506e32786
Summa	w5_d506e32789
todt	w7_d506e32792
4.	w9_d506e32795
M.	w11_d506e32798
24.	w13_d506e32802
Pf.	w15_d506e32805
Bles	w17_d506e32808
sirk	w1_d506e32814
18.	w3_d506e32817
M.	w5_d506e32820
20.	w7_d506e32823
Pf.	w9_d506e32826
Gefangen	w11_d506e32829
oder	w13_d506e32833
unw.	w15_d506e32836
24.	w17_d506e32839
M.	w1_d506e32844
29.	w3_d506e32847
Pf.	w5_d506e32850
Zusammen	w7_d506e32853
46.	w9_d506e32856
M.	w11_d506e32859
73.	w13_d506e32863
Pf	w15_d506e32866
</p>
<head id="h2_d506e32872">
Stampach.	w1_d506e32876
</head>
<p id="p4_d506e32879">
Bleßirt	w1_d506e32883
Obrist=leut	w3_d506e32886
Prettier	w5_d506e32889
1.	w7_d506e32892
Gefangen	w9_d506e32895
oder	w1_d506e32900
unw.	w3_d506e32903
Ober=leut.	w5_d506e32906
Janowsky	w7_d506e32909
1.	w9_d506e32912
Carab.	w11_d506e32915
vom	w1_d506e32920
Wacht=meister	w3_d506e32923
an	w5_d506e32926
todt	w7_d506e32929
1.	w9_d506e32932
M.	w11_d506e32935
Bleßirt	w13_d506e32939
2.	w1_d506e32945
M.	w3_d506e32948
2.	w5_d506e32951
Pf.	w7_d506e32954
Gefangen	w9_d506e32957
oder	w11_d506e32960
unw.	w13_d506e32964
16.	w15_d506e32967
M	w17_d506e32970
21.	w1_d506e32975
Pf.	w3_d506e32978
Ord.	w5_d506e32981
todt	w7_d506e32984
7.	w9_d506e32987
Pf.	w11_d506e32990
Bleßirt	w13_d506e32994
15.	w15_d506e32997
M.	w17_d506e33000
11.	w1_d506e33005
Pf.	w3_d506e33008
Gefangen	w5_d506e33011
oder	w7_d506e33014
unw.	w9_d506e33017
50.	w11_d506e33020
M.	w13_d506e33024
65.	w15_d506e33027
Pf.	w1_d506e33032
Summa	w3_d506e33035
todt	w5_d506e33038
1.	w7_d506e33041
M.	w9_d506e33044
7.	w11_d506e33047
Pf.	w13_d506e33051
Bleßirt	w15_d506e33054
18.	w17_d506e33057
M.	w1_d506e33063
13.	w3_d506e33066
Pf.	w5_d506e33069
Gefangen	w7_d506e33072
oder	w9_d506e33075
unw.	w11_d506e33078
67.	w13_d506e33082
M.	w15_d506e33085
86.	w1_d506e33090
Pf.	w3_d506e33093
Zusammen	w5_d506e33096
86.	w7_d506e33099
M.	w9_d506e33102
106.	w11_d506e33105
Pf.	w13_d506e33109
</p>
<head id="h2_d506e33115">
Dauceum.	w1_d506e33119
</head>
<p id="p4_d506e33122">
Bleßirt	w1_d506e33126
Major	w3_d506e33129
Mariscottl	w5_d506e33132
1.	w7_d506e33135
Haupt=leute	w9_d506e33138
Aufsas	w1_d506e33143
1.	w3_d506e33146
Gefangen	w5_d506e33149
oder	w7_d506e33152
unw.	w9_d506e33155
Buccow	w11_d506e33158
1.	w13_d506e33162
</p>
<p id="p6_d506e33165">
Ober=leut.	w1_d506e33169
bleßirt	w3_d506e33172
Stöhr	w5_d506e33175
1.	w7_d506e33178
Unter=leut	w9_d506e33181
bleß	w11_d506e33184
sirt	w1_d506e33189
Wolferstand	w3_d506e33192
1.	w5_d506e33195
Gefangen	w7_d506e33198
oder	w9_d506e33201
unw.	w11_d506e33204
Sarda.	w1_d506e33209
Carab.	w3_d506e33212
vom	w5_d506e33215
Wacht=meister	w7_d506e33218
an	w9_d506e33221
todt	w11_d506e33224
4.	w1_d506e33230
Pf.	w3_d506e33233
Bleßirt	w5_d506e33236
3.	w7_d506e33239
M.	w9_d506e33242
4.	w11_d506e33245
Pf.	w13_d506e33249
Gefangen	w15_d506e33252
oder	w17_d506e33255
unw.	w1_d506e33260
4.	w3_d506e33263
M.	w5_d506e33266
4.	w7_d506e33269
Pf.	w9_d506e33272
Ord.	w11_d506e33275
todt	w13_d506e33279
6.	w15_d506e33282
M.	w17_d506e33285
33.	w19_d506e33288
Pf.	w21_d506e33291
Bleßirt	w1_d506e33296
53.	w3_d506e33299
M.	w5_d506e33302
55.	w7_d506e33305
Pf.	w9_d506e33308
Gefangen	w11_d506e33311
oder	w13_d506e33315
unw.	w15_d506e33318
31.	w1_d506e33323
M.	w3_d506e33326
82.	w5_d506e33329
Pf.	w7_d506e33332
Summa	w9_d506e33335
todt	w11_d506e33338
6.	w13_d506e33342
M.	w15_d506e33345
37.	w17_d506e33348
Pf.	w1_d506e33354
Bleßirt	w3_d506e33357
60.	w5_d506e33360
M.	w7_d506e33363
59.	w9_d506e33366
Pf.	w11_d506e33369
Gefangen	w13_d506e33373
oder	w15_d506e33376
unw.	w1_d506e33381
37.	w3_d506e33384
M.	w5_d506e33387
86.	w7_d506e33390
Pf.	w9_d506e33393
Zusammen	w11_d506e33396
103.	w13_d506e33400
M.	w15_d506e33403
182.	w1_d506e33408
Pf.	w3_d506e33411
</p>
<head id="h2_d506e33417">
Benedict	w1_d506e33421
Daun.	w3_d506e33424
</head>
<p id="p4_d506e33427">
Bleßirt	w1_d506e33431
Obrist	w3_d506e33434
Zigesan	w5_d506e33437
1.	w7_d506e33440
Todt	w9_d506e33443
Major	w11_d506e33446
Korinsky	w1_d506e33451
1.	w3_d506e33454
Nittmeister	w5_d506e33457
bleßirt	w7_d506e33460
3.	w9_d506e33463
Falvis,	w11_d506e33466
Ruppert,	w1_d506e33471
Maikammer,	w3_d506e33474
Ober=leut.	w5_d506e33477
bleßirt	w7_d506e33480
Hruschovschizky.	w1_d506e33486
Unter=leut.	w3_d506e33489
bleßirt	w5_d506e33492
Lamoro	w7_d506e33495
1.	w1_d506e33500
Carab.	w3_d506e33503
vom	w5_d506e33506
Wacht=meister	w7_d506e33509
an	w9_d506e33512
gefangen	w11_d506e33515
oder	w1_d506e33520
unw.	w3_d506e33523
2.	w5_d506e33526
M.	w7_d506e33529
1.	w9_d506e33532
Pf.	w11_d506e33535
Ord.	w13_d506e33539
todt	w15_d506e33542
39.	w17_d506e33545
M.	w19_d506e33548
52.	w1_d506e33553
Pf.	w3_d506e33556
Bleßirt	w5_d506e33559
35.	w7_d506e33562
M.	w9_d506e33565
25.	w11_d506e33568
Pf.	w13_d506e33572
Gefangen	w15_d506e33575
oder	w1_d506e33581
unw.	w3_d506e33584
117.	w5_d506e33587
M.	w7_d506e33590
168.	w9_d506e33593
Pf.	w11_d506e33596
Summa	w13_d506e33600
todt	w15_d506e33603
40.	w1_d506e33608
M.	w3_d506e33611
52.	w5_d506e33614
Pf.	w7_d506e33617
Bleßirt	w9_d506e33620
41.	w11_d506e33623
M.	w13_d506e33627
25.	w15_d506e33630
Pf.	w17_d506e33633
Gefangen	w1_d506e33638
oder	w3_d506e33641
unw.	w5_d506e33644
119.	w7_d506e33647
M.	w9_d506e33650
169.	w11_d506e33653
Pf.3	w13_d506e33657
sammen	w1_d506e33662
200.	w3_d506e33665
M	w5_d506e33668
246.	w7_d506e33671
Pf.	w9_d506e33674
</p>
<p id="p6_d506e33677">
Bleßirt	w1_d506e33681
Major	w3_d506e33684
Roviza	w5_d506e33687
1.	w7_d506e33690
Ritt=meister	w9_d506e33693
Schreiber	w1_d506e33698
1.	w3_d506e33701
Gefangen	w5_d506e33704
oder	w7_d506e33707
unw.	w9_d506e33710
Orberg	w11_d506e33713
1.	w13_d506e33717
Gren.	w1_d506e33722
Ritt=meister	w3_d506e33725
bleßirt	w5_d506e33728
Fachner	w7_d506e33731
1.	w9_d506e33734
Ober	w11_d506e33737
leut.	w1_d506e33743
bleßirt	w3_d506e33746
Schlosser	w5_d506e33749
1.	w7_d506e33752
Unter=leut.	w9_d506e33755
bleßirt	w11_d506e33758
Horn	w1_d506e33763
1.	w3_d506e33766
Gefangen	w5_d506e33769
oder	w7_d506e33772
unw	w9_d506e33775
3.	w11_d506e33778
Obonell,	w13_d506e33782
Bien	w15_d506e33785
cadada,	w1_d506e33790
Nostitz.	w3_d506e33793
Carab	w5_d506e33796
vom	w7_d506e33799
Wacht=meister	w9_d506e33802
an	w1_d506e33807
todt	w3_d506e33810
6.	w5_d506e33813
Pf.	w7_d506e33816
Ord.	w9_d506e33819
todt	w11_d506e33822
3.	w13_d506e33826
M.	w15_d506e33829
12.	w17_d506e33832
Pf.	w19_d506e33835
Ge	w21_d506e33838
fangen	w1_d506e33844
oder	w3_d506e33847
unw.	w5_d506e33850
29.	w7_d506e33853
M.	w9_d506e33856
49.	w11_d506e33859
Pf.	w13_d506e33863
Sum	w15_d506e33866
ma	w1_d506e33871
todt	w3_d506e33874
3.	w5_d506e33877
M.	w7_d506e33880
18.	w9_d506e33883
Pf.	w11_d506e33886
Bleßirt	w13_d506e33890
5.	w15_d506e33893
M.	w17_d506e33896
Ge	w19_d506e33899
fangen	w1_d506e33904
oder	w3_d506e33907
unw.	w5_d506e33910
33.	w7_d506e33913
M.	w9_d506e33916
49.	w11_d506e33919
Pf.	w13_d506e33923
Zusam	w15_d506e33926
men	w1_d506e33931
41.	w3_d506e33934
M.	w5_d506e33937
67.	w7_d506e33940
Pf.	w9_d506e33943
</p>
<head id="h2_d506e33949">
Anhalt	w1_d506e33953
Zerbst.	w3_d506e33956
</head>
<p id="p4_d506e33959">
Gefangen	w1_d506e33963
oder	w3_d506e33966
unw.	w5_d506e33969
Ritt=meister	w7_d506e33972
2.	w9_d506e33975
He	w11_d506e33978
rissem,	w1_d506e33983
Reithoffer.	w3_d506e33986
Carab.	w5_d506e33989
von	w7_d506e33992
Wachtmei	w9_d506e33995
</p>
<list id="l10_d506e34008">
ster	w1_d506e34012
an	w3_d506e34015
todt	w5_d506e34018
8.	w7_d506e34021
Pf.	w9_d506e34024
Bleßirt	w11_d506e34027
J.	w13_d506e34031
Pf.	w15_d506e34034
Gefan	w17_d506e34037
gen	w1_d506e34042
oder	w3_d506e34045
unw.	w5_d506e34048
6.	w7_d506e34051
M.	w9_d506e34054
6.	w11_d506e34057
Pf.	w13_d506e34061
Ord.	w15_d506e34064
todt	w17_d506e34067
2.	w19_d506e34070
M.	w21_d506e34073
2.	w1_d506e34078
Pf.	w3_d506e34081
Bleßirt	w5_d506e34084
14.	w7_d506e34087
M.	w9_d506e34090
Gefangen	w11_d506e34093
oder	w13_d506e34097
unw.	w15_d506e34100
58.	w1_d506e34106
M.	w3_d506e34109
60.	w5_d506e34112
Pf.	w7_d506e34115
Summa	w9_d506e34118
todt	w11_d506e34121
2.	w13_d506e34125
M.	w15_d506e34128
10.	w17_d506e34131
Pf.	w19_d506e34134
Bleßirt	w1_d506e34139
14.	w3_d506e34142
M.	w5_d506e34145
5.	w7_d506e34148
Pf.	w9_d506e34151
Gefangen	w11_d506e34154
oder	w13_d506e34158
unw.	w15_d506e34161
66.	w1_d506e34166
M.	w3_d506e34169
66.	w5_d506e34172
Pf.	w7_d506e34175
Zusammen	w9_d506e34178
82.	w11_d506e34181
M.	w13_d506e34185
81.	w15_d506e34188
Pf.	w17_d506e34191
</list>
<head id="h2_d506e34198">
Liechtenstein.	w1_d506e34202
</head>
<p id="p4_d506e34205">
Gefangen	w1_d506e34209
oder	w3_d506e34212
unw.	w5_d506e34215
Obrist	w7_d506e34218
Tschamer	w9_d506e34221
1.	w11_d506e34224
Ord.	w1_d506e34229
vom	w3_d506e34232
Wacht=meister	w5_d506e34235
an	w7_d506e34238
todt	w9_d506e34241
22.	w11_d506e34244
M.	w13_d506e34248
30.	w15_d506e34251
Pf.	w1_d506e34256
Bleßirt	w3_d506e34259
6.	w5_d506e34262
M.	w7_d506e34265
7.	w9_d506e34268
Pf.	w11_d506e34271
Gefangen	w13_d506e34275
oder	w15_d506e34278
unw.	w1_d506e34284
19.	w3_d506e34287
M.	w5_d506e34290
18.	w7_d506e34293
Pf.	w9_d506e34296
Summa	w11_d506e34299
todt	w13_d506e34303
22.	w15_d506e34306
M.	w17_d506e34309
30.	w1_d506e34314
Pf.	w3_d506e34317
Bleßirt	w5_d506e34320
6,	w7_d506e34323
M.	w9_d506e34326
7.	w11_d506e34329
Pf.	w13_d506e34333
Gefangen	w15_d506e34336
oder	w17_d506e34339
unw.	w1_d506e34344
20.	w3_d506e34347
M.	w5_d506e34350
18.	w7_d506e34353
