<doc id="wr_1758-08-09" attrs="word" year="1758" month="08" day="09" corpus="2">
<head id="h2_d268e3404">
Aachen	w1_d268e3408
Kulm	w11_d268e33616
ausstrecket,	w13_d268e33620
der	w15_d268e33623
Linke	w17_d268e33626
hingegen	w19_d268e33629
bis	w21_d268e33632
an	w23_d268e33635
das	w25_d268e33639
Dorf	w27_d268e33642
Doren.	w29_d268e33645
Das	w1_d268e33650
Corps	w3_d268e33653
de	w5_d268e33656
Reserve	w7_d268e33659
unter	w9_d268e33662
Commando	w11_d268e33665
des	w13_d268e33669
Herrn	w15_d268e33672
Feld=marschall=leutenants	w17_d268e33675
von	w19_d268e33678
Maquire	w21_d268e33681
campiret	w1_d268e33686
auf	w3_d268e33689
denen	w5_d268e33692
Anhöhen	w7_d268e33695
zwischen	w9_d268e33698
dem	w11_d268e33701
Haupt=quartier	w13_d268e33705
und	w15_d268e33708
dem	w17_d268e33711
obbemeldten	w19_d268e33714
Dorf	w21_d268e33717
Doren.	w23_d268e33720
</p>
<p id="p6_d268e33723">
Den	w1_d268e33727
31.	w3_d268e33730
ware	w5_d268e33733
ein	w7_d268e33736
feindliches	w9_d268e33739
Corps,	w11_d268e33742
bestehend	w13_d268e33746
aus	w15_d268e33749
6.	w17_d268e33752
Battaillons,	w19_d268e33755
und	w21_d268e33758
8.	w23_d268e33761
Escadrons,	w25_d268e33765
mit	w27_d268e33768
12.	w1_d268e33773
Stücken,	w3_d268e33776
unter	w5_d268e33779
Commando	w7_d268e33782
des	w9_d268e33785
General	w11_d268e33788
Asseburg	w13_d268e33792
und	w15_d268e33795
Obristen	w17_d268e33798
Mayer,	w19_d268e33801
aus	w21_d268e33804
dem	w23_d268e33807
Lager	w25_d268e33811
von	w1_d268e33816
Tschoppau	w3_d268e33819
ausgerucket,	w5_d268e33822
und	w7_d268e33825
marschirte	w9_d268e33828
über	w11_d268e33831
Reitzenhan	w13_d268e33835
gegen	w15_d268e33838
Paßberg.	w17_d268e33841
Ein	w19_d268e33844
feindlicher	w21_d268e33847
Hussar,	w1_d268e33853
so	w3_d268e33856
währendem	w5_d268e33859
Marsche	w7_d268e33862
durchgegangen,	w9_d268e33865
kam	w11_d268e33868
zu	w13_d268e33872
dem	w15_d268e33875
Hrn.	w17_d268e33878
Generalen	w19_d268e33881
von	w21_d268e33884
Kleefeld,	w23_d268e33887
und	w25_d268e33891
berichtete	w1_d268e33896
ihm	w3_d268e33899
des	w5_d268e33902
Feindes	w7_d268e33905
Stärke	w9_d268e33908
und	w11_d268e33911
ganzes	w13_d268e33915
Vorhaben;	w15_d268e33918
allein	w17_d268e33921
obgedachter	w19_d268e33924
Herr	w21_d268e33927
General	w23_d268e33930
von	w1_d268e33935
Kleefeld	w3_d268e33938
liesse	w5_d268e33941
sich	w7_d268e33944
durch	w9_d268e33947
die	w11_d268e33950
so	w13_d268e33954
ungleich	w15_d268e33957
grössere	w17_d268e33960
feindliche	w19_d268e33963
Macht	w21_d268e33966
nicht	w23_d268e33969
irre	w25_d268e33973
machen,	w27_d268e33976
und	w29_d268e33979
ob	w31_d268e33982
er	w1_d268e33987
gleich	w3_d268e33990
nur	w5_d268e33993
ein	w7_d268e33996
Battaillon	w9_d268e33999
und	w11_d268e34002
eine	w13_d268e34006
Grenadier=compagnie	w15_d268e34009
von	w17_d268e34012
Bayern,	w19_d268e34015
ein	w21_d268e34018
Battaillon	w23_d268e34021
und	w25_d268e34025
eine	w1_d268e34031
Grenadier=compagnie	w3_d268e34034
von	w5_d268e34037
Likanern,	w7_d268e34040
und	w9_d268e34043
ein	w11_d268e34046
Battaillon	w13_d268e34050
von	w15_d268e34053
Gradiscanern,	w17_d268e34056
300.	w19_d268e34059
Teutsche	w21_d268e34062
Pferd,	w1_d268e34067
und	w3_d268e34070
500.	w5_d268e34073
Hussaren,	w7_d268e34076
nebst	w9_d268e34079
4.	w11_d268e34082
Canonen	w13_d268e34086
bey	w15_d268e34089
sich	w17_d268e34092
hatte,	w19_d268e34095
so	w21_d268e34098
machte	w23_d268e34101
er	w25_d268e34105
jedoch	w27_d268e34108
alle	w29_d268e34111
Anstalten	w31_d268e34114
zu	w1_d268e34119
einem	w3_d268e34122
tapfern	w5_d268e34125
Widerstand.	w7_d268e34128
Um	w9_d268e34131
8.	w11_d268e34134
Uhr	w13_d268e34138
fruhe	w15_d268e34141
geschahe	w17_d268e34144
feindlicher	w19_d268e34147
Seits	w21_d268e34150
der	w23_d268e34153
erste	w25_d268e34157
Angrif	w27_d268e34160
auf	w1_d268e34165
den	w3_d268e34168
äussersten	w5_d268e34171
Verhack;	w7_d268e34174
der	w9_d268e34177
in	w11_d268e34180
solchen	w13_d268e34184
mit	w15_d268e34187
100.	w17_d268e34190
Mann	w19_d268e34193
postirte	w21_d268e34196
Hauptmann	w23_d268e34199
Jyenes	w25_d268e34203
von	w27_d268e34206
dem	w1_d268e34212
Gradiscaner=regiment	w3_d268e34215
behauptete	w5_d268e34218
seinen	w7_d268e34221
Posto	w9_d268e34224
mit	w11_d268e34227
ungemeiner	w13_d268e34231
Bravour	w15_d268e34234
gegen	w17_d268e34237
anderthalb	w19_d268e34240
Stund,	w1_d268e34245
ungeachtet	w3_d268e34248
des	w5_d268e34251
feindlichen	w7_d268e34254
sehr	w9_d268e34257
lebhaften	w11_d268e34260
Feuers,	w13_d268e34264
und	w15_d268e34267
einer	w17_d268e34270
beständigen	w19_d268e34273
Canonade.	w21_d268e34276
Er	w1_d268e34281
wurde	w3_d268e34284
endlichen	w5_d268e34287
durch	w7_d268e34290
überlegene	w9_d268e34293
Macht	w11_d268e34296
genöhtiget	w13_d268e34300
zu	w15_d268e34303
weichen,	w17_d268e34306
und	w19_d268e34309
sich	w21_d268e34312
zu	w23_d268e34315
dem	w25_d268e34319
verschanzten	w27_d268e34322
Posto,	w1_d268e34327
wo	w3_d268e34330
der	w5_d268e34333
Herr	w7_d268e34336
General	w9_d268e34339
von	w11_d268e34342
Kleefeld	w13_d268e34346
sich	w15_d268e34349
mit	w17_d268e34352
seinem	w19_d268e34355
ganzen	w21_d268e34358
Commando	w23_d268e34361
befande,	w25_d268e34365
zuruck	w27_d268e34368
zu	w29_d268e34371
ziehen,	w1_d268e34377
welches	w3_d268e34380
er	w5_d268e34383
dann	w7_d268e34386
auch	w9_d268e34389
in	w11_d268e34392
bester	w13_d268e34396
Ordnung,	w15_d268e34399
und	w17_d268e34402
unter	w19_d268e34405
beständigem	w21_d268e34408
Feuer	w23_d268e34411
bewürkte.	w25_d268e34415
</p>
<p id="p8_d268e34418">
Die	w1_d268e34422
feindliche	w3_d268e34425
Macht	w5_d268e34428
verfolgte	w7_d268e34431
ihn,	w9_d268e34434
worauf	w11_d268e34437
dann	w13_d268e34441
gleich	w15_d268e34444
der	w17_d268e34447
Angrif	w19_d268e34450
an	w21_d268e34453
der	w23_d268e34456
Fronte	w25_d268e34460
gegen	w27_d268e34463
das	w1_d268e34468
ganze	w3_d268e34471
Corps	w5_d268e34474
seinen	w7_d268e34477
Anfang	w9_d268e34480
nahme,	w11_d268e34483
es	w13_d268e34487
wurde	w15_d268e34490
aber	w17_d268e34493
der	w19_d268e34496
Feind	w21_d268e34499
sowol	w23_d268e34502
durch	w25_d268e34506
das	w27_d268e34509
Canonen	w29_d268e34512
als	w1_d268e34517
Musqueten=feuer	w3_d268e34520
also	w5_d268e34523
empfangen,	w7_d268e34526
daß	w9_d268e34529
er	w11_d268e34532
sich	w13_d268e34536
gleich	w15_d268e34539
zuruck	w17_d268e34542
gezogen,	w19_d268e34545
seine	w21_d268e34548
Trupen	w23_d268e34551
im	w25_d268e34555
Wald	w27_d268e34558
ausgebreitet,	w1_d268e34564
und	w3_d268e34567
dadurch	w5_d268e34570
denen	w7_d268e34573
Unsrigen	w9_d268e34576
in	w11_d268e34579
die	w13_d268e34583
Flanque	w15_d268e34586
zu	w17_d268e34589
kommen	w19_d268e34592
gesuchet.	w21_d268e34595
</p>
<p id="p10_d268e34598">
Da	w1_d268e34602
nun	w3_d268e34605
der	w5_d268e34608
Herr	w7_d268e34611
General	w9_d268e34614
von	w11_d268e34617
Kleefeld	w13_d268e34621
des	w15_d268e34624
Feindes	w17_d268e34627
Vorhaben	w19_d268e34630
entdeckte,	w21_d268e34633
so	w23_d268e34636
liesse	w25_d268e34640
er	w27_d268e34643
sogleich	w29_d268e34646
die	w1_d268e34651
Grenadiers	w3_d268e34654
mit	w5_d268e34657
denen	w7_d268e34660
Canons	w9_d268e34663
auf	w11_d268e34666
beede	w13_d268e34670
Flanquen	w15_d268e34673
anrucken;	w17_d268e34676
kurz	w19_d268e34679
darauf	w21_d268e34682
zeigte	w23_d268e34685
sich	w25_d268e34689
der	w27_d268e34692
Feind,	w1_d268e34697
und	w3_d268e34700
wagte	w5_d268e34703
den	w7_d268e34706
Angrif	w9_d268e34709
auf	w11_d268e34712
beede	w13_d268e34716
Flanquen	w15_d268e34719
unter	w17_d268e34722
einer	w19_d268e34725
sehr	w21_d268e34728
starken	w23_d268e34731
Canonade,	w25_d268e34735
allein	w27_d268e34738
er	w1_d268e34744
wurde	w3_d268e34747
von	w5_d268e34750
denen	w7_d268e34753
Unsrigen	w9_d268e34756
also	w11_d268e34759
empfangen,	w13_d268e34763
daß	w15_d268e34766
nicht	w17_d268e34769
allein	w19_d268e34772
3.	w21_d268e34775
feindliche	w23_d268e34778
Canons	w25_d268e34782
alsogleich	w27_d268e34785
bemontiret,	w1_d268e34790
und	w3_d268e34793
unbrauchbar	w5_d268e34796
gemacht	w7_d268e34799
worden,	w9_d268e34802
sondern	w11_d268e34805
auch	w13_d268e34809
das	w15_d268e34812
ganze	w17_d268e34815
feindliche	w19_d268e34818
Corps	w21_d268e34821
nach	w23_d268e34824
einem	w1_d268e34829
sehr	w3_d268e34832
hartnäckigten	w5_d268e34835
Widerstand	w7_d268e34838
in	w9_d268e34841
Unordnung	w11_d268e34844
gebracht,	w13_d268e34848
und	w15_d268e34851
die	w17_d268e34854
Flucht	w19_d268e34857
zu	w21_d268e34860
ergreiffen	w23_d268e34863
genohtiget	w1_d268e34868
wurde.	w3_d268e34871
</p>
<p id="p12_d268e34875">
Es	w1_d268e34879
verfolgten	w3_d268e34882
den	w5_d268e34885
flüchtigen	w7_d268e34888
Feind	w9_d268e34891
nicht	w11_d268e34894
allein	w13_d268e34898
die	w15_d268e34901
Croaten,	w17_d268e34904
Hussaren,	w19_d268e34907
und	w21_d268e34910
etwas	w23_d268e34913
Teutsche	w25_d268e34917
Jnfanterie,	w1_d268e34922
sondern	w3_d268e34925
auch	w5_d268e34928
der	w7_d268e34931
meiste	w9_d268e34934
Theil	w11_d268e34937
der	w13_d268e34941
Bayerischen	w15_d268e34944
Battaillon,	w17_d268e34947
welche	w19_d268e34950
sich	w21_d268e34953
bey	w23_d268e34956
dieser	w25_d268e34960
Gelegenheit	w1_d268e34965
ungemein	w3_d268e34968
hervorgethan	w5_d268e34971
hat.	w7_d268e34974
Sie	w9_d268e34977
sprungen	w11_d268e34980
über	w13_d268e34984
die	w15_d268e34987
Verschanzung,	w17_d268e34990
und	w19_d268e34993
drungen	w21_d268e34996
mit	w23_d268e34999
aufgepflanzten	w1_d268e35005
Bajonets	w3_d268e35008
in	w5_d268e35011
den	w7_d268e35014
flüchtigen	w9_d268e35017
Feind	w11_d268e35020
hinein,	w13_d268e35024
welcher	w15_d268e35027
sich	w17_d268e35030
Nachmittag	w19_d268e35033
um	w21_d268e35036
2.	w23_d268e35039
Uhr	w25_d268e35043
mit	w1_d268e35048
gröster	w3_d268e35051
Eilfertigkeit	w5_d268e35054
bis	w7_d268e35057
Marienberg	w9_d268e35060
retirirte,	w11_d268e35063
nachdeme	w13_d268e35067
selber	w15_d268e35070
über	w17_d268e35073
500.	w19_d268e35076
Mann	w21_d268e35079
an	w23_d268e35082
Todten	w25_d268e35086
und	w1_d268e35091
Bleßirten,	w3_d268e35094
nebst	w5_d268e35097
einigen	w7_d268e35100
Officiers,	w9_d268e35103
verloren,	w11_d268e35106
ohne	w13_d268e35110
zu	w15_d268e35113
gedenken	w17_d268e35116
deren	w19_d268e35119
bey	w21_d268e35122
dieser	w23_d268e35125
Gelegen	w25_d268e35129
heit	w1_d268e35134
entwichenen	w3_d268e35137
sehr	w5_d268e35140
zahlreichen	w7_d268e35143
Deserteurs.	w9_d268e35146
Der	w11_d268e35149
diesseitige	w13_d268e35153
Verlust	w15_d268e35156
bey	w17_d268e35159
diesem	w19_d268e35162
über	w21_d268e35165
5.	w23_d268e35168
</p>
<p id="p18_d268e35181">
Stunden	w1_d268e35185
angehaltenen	w3_d268e35188
Gefecht	w5_d268e35191
erstrecket	w7_d268e35194
sich	w9_d268e35197
an	w11_d268e35200
Todten	w13_d268e35204
und	w15_d268e35207
Verwundeten	w17_d268e35210
auf	w19_d268e35213
30.	w21_d268e35216
Köpf,	w23_d268e35219
unter	w25_d268e35223
welch=letzteren	w1_d268e35228
sich	w3_d268e35231
ein	w5_d268e35234
einziger	w7_d268e35237
Ober=officier	w9_d268e35240
befindet.	w11_d268e35243
</p>
<p id="p20_d268e35246">
Der	w1_d268e35250
Herr	w3_d268e35253
General	w5_d268e35256
von	w7_d268e35259
Kleefeld,	w9_d268e35262
so	w11_d268e35265
noch	w13_d268e35269
den	w15_d268e35272
nämlichen	w17_d268e35275
Abend	w19_d268e35278
dem	w21_d268e35281
commandirenden	w23_d268e35284
Hrn.	w25_d268e35288
General=feld=marschall	w1_d268e35293
Prinzen	w3_d268e35296
von	w5_d268e35299
Zweybrücken	w7_d268e35302
durch	w9_d268e35305
seinen	w11_d268e35308
eigends	w13_d268e35312
abgeschickten	w15_d268e35315
Adju	w17_d268e35318
tanten	w1_d268e35323
von	w3_d268e35326
diesem	w5_d268e35329
ganzen	w7_d268e35332
Vorgang	w9_d268e35335
den	w11_d268e35338
Rapport	w13_d268e35342
erstattet,	w15_d268e35345
kan	w17_d268e35348
nicht	w19_d268e35351
genug	w21_d268e35354
rühmen	w23_d268e35357
die	w25_d268e35361
von	w27_d268e35364
sämtlichen	w1_d268e35370
Trupen	w3_d268e35373
bey	w5_d268e35376
dieser	w7_d268e35379
Gelegenheit	w9_d268e35382
bezeigte	w11_d268e35385
ganz	w13_d268e35389
besondere	w15_d268e35392
Bravour	w17_d268e35395
und	w19_d268e35398
Tapferkeit.	w21_d268e35401
</p>
<p id="p22_d268e35404">
Er	w1_d268e35408
hat	w3_d268e35411
anbey	w5_d268e35414
hauptsächlich	w7_d268e35417
die	w9_d268e35420
vortrefliche	w11_d268e35423
Veranstaltungen	w13_d268e35427
des	w15_d268e35430
Herrn	w17_d268e35433
Obristen	w19_d268e35436
Baron	w21_d268e35439
von	w23_d268e35442
Ried,	w1_d268e35447
welchem	w3_d268e35450
er	w5_d268e35453
das	w7_d268e35456
Commando	w9_d268e35459
vom	w11_d268e35462
linken	w13_d268e35466
Flügel	w15_d268e35469
anvertrauet,	w17_d268e35472
und	w19_d268e35475
welcher	w21_d268e35478
hierdurch	w23_d268e35481
zu	w25_d268e35485
die	w27_d268e35488
sem	w1_d268e35493
glücklichen	w3_d268e35496
Succurs	w5_d268e35499
nicht	w7_d268e35502
wenig	w9_d268e35505
beygetragen,	w11_d268e35508
belobet,	w13_d268e35512
zugleich	w15_d268e35515
aber	w17_d268e35518
auch	w19_d268e35521
den	w21_d268e35524
Churbayeri	w23_d268e35527
schen	w1_d268e35533
Herrn	w3_d268e35536
Obristen	w5_d268e35539
Baron	w7_d268e35542
Moravizky,	w9_d268e35545
und	w11_d268e35548
Major	w13_d268e35552
von	w15_d268e35555
Schuch,	w17_d268e35558
den	w19_d268e35561
Herrn	w21_d268e35564
Obristen	w23_d268e35567
Baron	w25_d268e35571
von	w1_d268e35576
Orzy,	w3_d268e35579
und	w5_d268e35582
Obrist=leutenant	w7_d268e35585
Pleterich	w9_d268e35588
von	w11_d268e35591
denen	w13_d268e35595
Palatinat=hussaren,	w15_d268e35598
wie	w17_d268e35601
ingleichen	w19_d268e35604
den	w21_d268e35607
Obrist=leutenant	w1_d268e35612
Baron	w3_d268e35615
von	w5_d268e35618
Enzenberg	w7_d268e35621
von	w9_d268e35624
dem	w11_d268e35627
Hohenzollerischen	w13_d268e35631
Reichs=cavallerie=regi	w15_d268e35634
ment,	w1_d268e35639
welcher	w3_d268e35642
die	w5_d268e35645
Teutsche	w7_d268e35648
Cavallerie	w9_d268e35651
angeführet,	w11_d268e35654
dann	w13_d268e35658
den	w15_d268e35661
Obrist=leutenant	w17_d268e35664
Worber	w19_d268e35667
von	w21_d268e35670
de	w23_d268e35673
nen	w1_d268e35679
Licanern,	w3_d268e35682
und	w5_d268e35685
Sprung	w7_d268e35688
von	w9_d268e35691
Baranyay,	w11_d268e35694
die	w13_d268e35698
Haupt=leute	w15_d268e35701
Grafen	w17_d268e35704
Kinsky	w19_d268e35707
von	w21_d268e35710
Lichtenstein,	w23_d268e35713
Dossen	w1_d268e35718
von	w3_d268e35721
denen	w5_d268e35724
Licanern,	w7_d268e35727
und	w9_d268e35730
Gyenes	w11_d268e35733
von	w13_d268e35737
denen	w15_d268e35740
Gradiscanern,	w17_d268e35743
die	w19_d268e35746
Leutenants	w21_d268e35749
von	w23_d268e35752
Eichel	w25_d268e35756
berg	w1_d268e35761
und	w3_d268e35764
Werlem	w5_d268e35767
von	w7_d268e35770
Chur=bayern,	w9_d268e35773
besonders	w11_d268e35776
angerühmet,	w13_d268e35780
anbey	w15_d268e35783
den	w17_d268e35786
Eifer	w19_d268e35789
und	w21_d268e35792
guten	w23_d268e35795
Willen	w25_d268e35799
der	w1_d268e35804
gesamten	w3_d268e35807
Trupen,	w5_d268e35810
wie	w7_d268e35813
ingleichen	w9_d268e35816
die	w11_d268e35819
ausnehmende	w13_d268e35823
Geschicklichkeit	w15_d268e35826
deren	w17_d268e35829
Chur=bayerischen	w19_d268e35832
Artilleristen	w1_d268e35838
auf	w3_d268e35841
das	w5_d268e35844
beste	w7_d268e35847
belobet,	w9_d268e35850
wie	w11_d268e35853
dann	w13_d268e35857
überhaupt	w15_d268e35860
die	w17_d268e35863
dabey	w19_d268e35866
geweste	w21_d268e35869
Artillerie	w23_d268e35872
so	w25_d268e35876
heftig	w27_d268e35879
gefeuret,	w1_d268e35884
daß	w3_d268e35887
fast	w5_d268e35890
die	w7_d268e35893
völlig	w9_d268e35896
allda	w11_d268e35899
befindliche	w13_d268e35903
Munition	w15_d268e35906
verschossen	w17_d268e35909
worden,	w19_d268e35912
und	w21_d268e35915
noch	w23_d268e35918
den	w25_d268e35922
nämli	w27_d268e35925
chen	w1_d268e35930
Abend	w3_d268e35933
6.	w5_d268e35936
wol	w7_d268e35939
beladene	w9_d268e35942
Munitions=wägen	w11_d268e35945
aus	w13_d268e35949
dem	w15_d268e35952
hiesigen	w17_d268e35955
Artillerie=parc	w19_d268e35958
dahin	w21_d268e35961
haben	w23_d268e35964
müssen	w1_d268e35969
abgeschickt	w3_d268e35972
werden.	w5_d268e35975
Der	w7_d268e35978
Herr	w9_d268e35981
General	w11_d268e35984
von	w13_d268e35988
Kleefeld	w15_d268e35991
hingegen,	w17_d268e35994
so	w19_d268e35997
diese	w21_d268e36000
Affaire	w23_d268e36003
mit	w25_d268e36007
so	w27_d268e36010
vieler	w1_d268e36016
Klugheit	w3_d268e36019
und	w5_d268e36022
vorsichtigster	w7_d268e36025
Veranstaltung,	w9_d268e36028
als	w11_d268e36031
ganz	w13_d268e36035
ausnehmender	w15_d268e36038
Bravour	w17_d268e36041
und	w19_d268e36044
Stand	w21_d268e36047
haftigkeit	w1_d268e36052
zu	w3_d268e36055
einem	w5_d268e36058
so	w7_d268e36061
glücklichen	w9_d268e36064
Ende	w11_d268e36067
gebracht,	w13_d268e36071
hat	w15_d268e36074
sich	w17_d268e36077
hierdurch	w19_d268e36080
einen	w21_d268e36083
ganz	w23_d268e36086
besonderen	w25_d268e36090
Ruhn	w27_d268e36093
erworben.	w1_d268e36098
Gestern,	w3_d268e36101
ald	w5_d268e36104
den	w7_d268e36107
1.	w9_d268e36110
August,	w11_d268e36113
hielte	w13_d268e36117
sich	w15_d268e36120
der	w17_d268e36123
Feind	w19_d268e36126
auf	w21_d268e36129
selbiger	w23_d268e36132
Seite	w25_d268e36136
ganz	w27_d268e36139
still,	w29_d268e36142
nur	w31_d268e36145
allein	w1_d268e36150
ergienge	w3_d268e36153
in	w5_d268e36156
dem	w7_d268e36159
feindlichen	w9_d268e36162
Lager	w11_d268e36165
das	w13_d268e36169
Gerücht,	w15_d268e36172
daß	w17_d268e36175
mit	w19_d268e36178
nächsten	w21_d268e36181
der	w23_d268e36184
Posto	w25_d268e36188
von	w27_d268e36191
Paßbere	w29_d268e36194
wiederum	w1_d268e36200
würde	w3_d268e36203
angegriffen	w5_d268e36206
werden,	w7_d268e36209
hingegen	w9_d268e36212
hat	w11_d268e36215
der	w13_d268e36219
noch	w15_d268e36222
zu	w17_d268e36225
Schönwalde	w19_d268e36228
mit	w21_d268e36231
der	w23_d268e36234
Avant=garde	w25_d268e36238
von	w1_d268e36243
der	w3_d268e36246
Arme	w5_d268e36249
stehende	w7_d268e36252
Herr	w9_d268e36255
Feld=marschall=leutenant	w11_d268e36258
von	w13_d268e36262
Haddick	w15_d268e36265
einberichtet,	w17_d268e36268
daß	w19_d268e36271
der	w21_d268e36274
von	w23_d268e36277
ihme	w1_d268e36282
mit	w3_d268e36285
einem	w5_d268e36288
starken	w7_d268e36291
Commando	w9_d268e36294
nach	w11_d268e36297
Altenberg	w13_d268e36301
detaschirte	w15_d268e36304
Herr	w17_d268e36307
General	w19_d268e36310
Baron	w21_d268e36313
Mitrovsky	w23_d268e36316
als	w1_d268e36321
selber	w3_d268e36324
mit	w5_d268e36327
2.	w7_d268e36330
andern	w9_d268e36333
Officiers	w11_d268e36336
und	w13_d268e36340
einigen	w15_d268e36343
Hussaren	w17_d268e36346
das	w19_d268e36349
bey	w21_d268e36352
Dippoldswalde	w23_d268e36355
stehende	w25_d268e36359
feindliche	w27_d268e36362
Lager	w1_d268e36368
recognosciren	w3_d268e36371
wolte,	w5_d268e36374
das	w7_d268e36377
Unglück	w9_d268e36380
gehabt,	w11_d268e36383
von	w13_d268e36387
einer	w15_d268e36390
starken	w17_d268e36393
feindlichen	w19_d268e36396
Parthey	w21_d268e36399
umrungen	w23_d268e36402
und	w1_d268e36407
gefangen	w3_d268e36410
zu	w5_d268e36413
werden.	w7_d268e36416
Heute,	w9_d268e36419
als	w11_d268e36422
den	w13_d268e36426
2.	w15_d268e36429
ist	w17_d268e36432
von	w19_d268e36435
dem	w21_d268e36438
Hrn.	w23_d268e36441
Feld=marschall=leutenant	w25_d268e36445
Frey=herrn	w27_d268e36448
von	w1_d268e36453
Dombasle	w3_d268e36456
die	w5_d268e36459
Nachricht	w7_d268e36462
eingetroffen,	w9_d268e36465
daß,	w11_d268e36468
als	w13_d268e36472
er	w15_d268e36475
mit	w17_d268e36478
seinem	w19_d268e36481
unterhabenden	w21_d268e36484
Corps	w23_d268e36487
in	w25_d268e36491
Plauen	w27_d268e36494
eingerucket,	w1_d268e36499
der	w3_d268e36502
Feind	w5_d268e36505
alsogleich	w7_d268e36508
Zwickau	w9_d268e36511
verlassen	w11_d268e36514
habe,	w13_d268e36518
wo	w15_d268e36521
dann	w17_d268e36524
sogleich	w19_d268e36527
der	w21_d268e36530
Herr	w23_d268e36533
General	w25_d268e36537
Lu	w27_d268e36540
sinsky	w1_d268e36546
in	w3_d268e36549
dem	w5_d268e36552
besagten	w7_d268e36555
Zwickau	w9_d268e36558
Posto	w11_d268e36561
gefasset,	w13_d268e36565
200.	w15_d268e36568
Pferd	w17_d268e36571
den	w19_d268e36574
Feind	w21_d268e36577
zu	w23_d268e36580
verfolgen	w25_d268e36584
abgeschickel,	w27_d268e36587
seine	w1_d268e36592
Vor=posten	w3_d268e36595
hingegen	w5_d268e36598
gegen	w7_d268e36601
Chemnitz	w9_d268e36604
und	w11_d268e36607
dem	w13_d268e36611
Tschoppauer	w15_d268e36614
Lager	w17_d268e36617
ausgestellet.	w19_d268e36620
Die	w21_d268e36623
aus	w23_d268e36626
ermeldtem	w1_d268e36631
feindlichen	w3_d268e36634
Lager	w5_d268e36637
einlauffende	w7_d268e36640
Nachrichten	w9_d268e36643
bestättigen	w11_d268e36646
zwar,	w13_d268e36650
daß	w15_d268e36653
Prinz	w17_d268e36656
Heinrich	w19_d268e36659
sich	w21_d268e36662
noch	w1_d268e36667
allda	w3_d268e36670
befinde,	w5_d268e36673
hingegen	w7_d268e36676
6.	w9_d268e36679
Regimenter	w11_d268e36682
mit	w13_d268e36686
14.	w15_d268e36689
schweren	w17_d268e36692
Canonen,	w19_d268e36695
ohne	w21_d268e36698
ihre	w23_d268e36701
Regiments	w25_d268e36705
stuck	w1_d268e36711
zu	w3_d268e36714
rechnen,	w5_d268e36717
nach	w7_d268e36720
Dippoldiswalde	w9_d268e36723
abgeschicket,	w11_d268e36726
von	w13_d268e36730
welchen	w15_d268e36733
dieser	w17_d268e36736
Ort	w19_d268e36739
besetzet,	w21_d268e36742
und	w23_d268e36745
einLager	w25_d268e36749
zwischen	w1_d268e36754
Ossendorf	w3_d268e36757
und	w5_d268e36760
Oberhäuslich	w7_d268e36763
bezogen	w9_d268e36766
worden,	w11_d268e36769
aus	w13_d268e36773
welchen	w15_d268e36776
die	w17_d268e36779
feindliche	w19_d268e36782
Patrouinen	w21_d268e36785
bis	w1_d268e36790
nacher	w3_d268e36793
Glaßhütten	w5_d268e36796
abgehen;	w7_d268e36799
da	w9_d268e36802
hingegen	w11_d268e36805
die	w13_d268e36809
Vor=posten	w15_d268e36812
von	w17_d268e36815
dem	w19_d268e36818
General	w21_d268e36821
Haddickischen	w23_d268e36824
Corps	w1_d268e36829
noch	w3_d268e36832
zu	w5_d268e36835
Altenberg	w7_d268e36838
stehen.	w9_d268e36841
Ueber	w11_d268e36844
der	w13_d268e36848
Elbe	w15_d268e36851
ist	w17_d268e36854
dato	w19_d268e36857
noch	w21_d268e36860
alles	w23_d268e36863
ruhig,	w25_d268e36867
nur	w27_d268e36870
geben	w29_d268e36873
die	w31_d268e36876
Nach	w33_d268e36879
richten	w1_d268e36885
von	w3_d268e36888
Dreßden,	w5_d268e36891
daß	w7_d268e36894
man	w9_d268e36897
allda	w11_d268e36900
über	w13_d268e36904
die	w15_d268e36907
beständig	w17_d268e36910
alldort	w19_d268e36913
in	w21_d268e36916
Garnison	w23_d268e36919
ligende	w25_d268e36923
Battatilons	w27_d268e36926
annoch	w1_d268e36931
die	w3_d268e36934
Regimenter	w5_d268e36937
Leschwitz,	w7_d268e36940
Bretof,	w9_d268e36943
und	w11_d268e36946
Knobloch	w13_d268e36950
erwarte,	w15_d268e36953
und	w17_d268e36956
daß	w19_d268e36959
übrigens	w21_d268e36962
diese	w23_d268e36965
Haupt	w25_d268e36969
stadt	w1_d268e36974
sowol,	w3_d268e36977
als	w5_d268e36980
die	w7_d268e36983
Festung	w9_d268e36986
Pirna	w11_d268e36989
mit	w13_d268e36993
Lebens=mitteln	w15_d268e36996
auf	w17_d268e36999
6.	w19_d268e37002
Monat	w21_d268e37005
versehen	w23_d268e37008
worden;	w25_d268e37012
