<doc id="wr_1761-10-21" attrs="word" year="1761" month="10" day="21" corpus="2">
<head id="h2_d597e3304">
Brest	w1_d597e3308
von	w7_d597e28437
selbsten	w9_d597e28440
zurucke	w11_d597e28443
zu	w13_d597e28447
lassen,	w15_d597e28450
gezwungen	w17_d597e28453
worden.	w19_d597e28456
Ein	w21_d597e28459
Rei	w23_d597e28462
ter	w1_d597e28467
von	w3_d597e28470
Ostro=gothie,	w5_d597e28473
und	w7_d597e28476
ein	w9_d597e28479
anderer	w11_d597e28482
von	w13_d597e28486
Sud=scanie	w15_d597e28489
bemeisterten	w17_d597e28492
sich	w19_d597e28495
bey	w21_d597e28498
dieser	w1_d597e28504
Gelegenheit	w3_d597e28507
ein	w5_d597e28510
jeder	w7_d597e28513
ins	w9_d597e28516
besondere	w11_d597e28519
eines	w13_d597e28523
Preußischen	w15_d597e28526
Officiers.	w17_d597e28529
Der	w19_d597e28532
Obriste	w1_d597e28537
von	w3_d597e28540
Belling	w5_d597e28543
hielte	w7_d597e28546
sich	w9_d597e28549
mit	w11_d597e28552
seinen	w13_d597e28556
Hussaren	w15_d597e28559
in	w17_d597e28562
einem	w19_d597e28565
nächst	w21_d597e28568
gelegenen	w23_d597e28571
Wald,	w1_d597e28576
aus	w3_d597e28579
welchem	w5_d597e28582
er	w7_d597e28585
sich	w9_d597e28588
nicht	w11_d597e28591
getrauete	w13_d597e28595
zur	w15_d597e28598
Unierstützung	w17_d597e28601
der	w19_d597e28604
Grenadiers	w21_d597e28607
von	w1_d597e28612
Jngersleben	w3_d597e28615
hervorzubrechen,	w5_d597e28618
ganz	w7_d597e28621
stille,	w9_d597e28624
er	w11_d597e28627
stellte	w13_d597e28631
sich	w15_d597e28634
zwar	w17_d597e28637
wol	w19_d597e28640
gegen	w21_d597e28643
unsere	w1_d597e28649
Trupen,	w3_d597e28652
fande	w5_d597e28655
aber	w7_d597e28658
für	w9_d597e28661
gut,	w11_d597e28664
dieselbige	w13_d597e28668
nicht	w15_d597e28671
anzugreiffen,	w17_d597e28674
ja	w19_d597e28677
er	w21_d597e28680
getraue	w23_d597e28683
te	w1_d597e28688
sich	w3_d597e28691
nicht	w5_d597e28694
einmal	w7_d597e28697
seiner	w9_d597e28700
sonst	w11_d597e28703
habenden	w13_d597e28707
Gewohnheit	w15_d597e28710
gemäß	w17_d597e28713
auf	w19_d597e28716
uns	w21_d597e28719
Feuer	w1_d597e28724
zu	w3_d597e28727
geben,	w5_d597e28730
und	w7_d597e28733
als	w9_d597e28736
wir	w11_d597e28739
Mine	w13_d597e28743
machten,	w15_d597e28746
ihne	w17_d597e28749
selbsten	w19_d597e28752
anzugreiffen	w21_d597e28755
zoge	w1_d597e28760
er	w3_d597e28763
sich	w5_d597e28766
augenblicklich	w7_d597e28769
zurück,	w9_d597e28772
während	w11_d597e28775
deme	w13_d597e28779
seine	w15_d597e28782
auf	w17_d597e28785
denen	w19_d597e28788
Flan	w21_d597e28791
quen	w1_d597e28797
habende	w3_d597e28800
Hussaren	w5_d597e28803
uns	w7_d597e28806
nicht	w9_d597e28809
näher,	w11_d597e28812
als	w13_d597e28816
höchstens	w15_d597e28819
auf	w17_d597e28822
40.	w19_d597e28825
Schrit	w21_d597e28828
te	w1_d597e28833
kamen.	w3_d597e28836
Ubrigens	w5_d597e28839
bedeckten	w7_d597e28842
das	w9_d597e28845
Regiment	w11_d597e28848
von	w13_d597e28852
Hordt,	w15_d597e28855
und	w17_d597e28858
die	w19_d597e28861
Frey	w21_d597e28864
compagnien	w1_d597e28869
die	w3_d597e28872
übrige	w5_d597e28875
in	w7_d597e28878
dem	w9_d597e28881
Wald	w11_d597e28884
sich	w13_d597e28888
geflüchtete	w15_d597e28891
feindliche	w17_d597e28894
Trupen	w19_d597e28897
dergestalten,	w1_d597e28902
daß	w3_d597e28905
es	w5_d597e28908
uns	w7_d597e28911
nicht	w9_d597e28914
möglich	w11_d597e28917
ware,	w13_d597e28921
dieselbe	w15_d597e28924
zu	w17_d597e28927
verfolgen.	w19_d597e28930
Ein	w1_d597e28936
Bellingischer	w3_d597e28939
Hussar	w5_d597e28942
ware	w7_d597e28945
der	w9_d597e28948
einzige,	w11_d597e28951
so	w13_d597e28955
die	w15_d597e28958
Herzhaftigkeit	w17_d597e28961
hatte,	w19_d597e28964
ei	w21_d597e28967
nen	w1_d597e28972
Reiter	w3_d597e28975
von	w5_d597e28978
Nord=scanien	w7_d597e28981
zu	w9_d597e28984
einem	w11_d597e28987
besonderen	w13_d597e28991
Streit	w15_d597e28994
heraus	w17_d597e28997
zu	w19_d597e29000
for	w21_d597e29003
deren,	w1_d597e29008
worauf	w3_d597e29011
dieser	w5_d597e29014
letztere,	w7_d597e29017
ohne	w9_d597e29020
ein	w11_d597e29023
Wort	w13_d597e29027
zur	w15_d597e29030
Antwort	w17_d597e29033
zu	w19_d597e29036
ge	w21_d597e29039
ben,	w1_d597e29044
mit	w3_d597e29047
verhängtem	w5_d597e29050
Zügel	w7_d597e29053
auf	w9_d597e29056
den	w11_d597e29059
Hussaren	w13_d597e29063
los	w15_d597e29066
eilete,	w17_d597e29069
denselben	w19_d597e29072
bis	w1_d597e29078
an	w3_d597e29081
den	w5_d597e29084
Preußischen	w7_d597e29087
Flügel	w9_d597e29090
zurück	w11_d597e29093
triebe,	w13_d597e29097
alldorten,	w15_d597e29100
ungeachtet	w17_d597e29103
des	w19_d597e29106
auf	w21_d597e29109
ihme	w1_d597e29114
gemachten	w3_d597e29117
feindlichen	w5_d597e29120
Hussaren=feuers	w7_d597e29123
seinen	w9_d597e29126
Gegentheil	w11_d597e29129
mit	w13_d597e29133
vieler	w15_d597e29136
Ungestümme	w1_d597e29141
angriffe,	w3_d597e29144
und	w5_d597e29147
denselben	w7_d597e29150
nach	w9_d597e29153
verschiedenen	w11_d597e29156
ihme	w13_d597e29160
angebrach	w15_d597e29163
ten	w1_d597e29168
Säbel=hieben	w3_d597e29171
vom	w5_d597e29174
Pferde	w7_d597e29177
stürzte,	w9_d597e29180
alsdann	w11_d597e29183
aber	w13_d597e29187
wiederum	w15_d597e29190
ohne	w17_d597e29193
dem	w19_d597e29196
mindest=erlittenen	w1_d597e29202
Schaden	w3_d597e29205
zu	w5_d597e29208
unseren	w7_d597e29211
Trupen	w9_d597e29214
zurück	w11_d597e29217
kame.	w13_d597e29221
</p>
<p id="p18_d597e29224">
Unsere	w1_d597e29228
Reiterey	w3_d597e29231
erlitte	w5_d597e29234
ausser	w7_d597e29237
einigen	w9_d597e29240
verwundeten	w11_d597e29243
Gemeinen	w13_d597e29247
keinen	w15_d597e29250
Verlust:	w1_d597e29255
von	w3_d597e29258
dem	w5_d597e29261
Fuß=volke	w7_d597e29264
aber	w9_d597e29267
wurde	w11_d597e29270
der	w13_d597e29274
Fähnrich	w15_d597e29277
Blomstät	w17_d597e29280
getödtet,	w19_d597e29283
dann	w1_d597e29288
der	w3_d597e29291
Fähnrich	w5_d597e29294
Linner	w7_d597e29297
tödtlich,	w9_d597e29300
und	w11_d597e29303
der	w13_d597e29307
Fähnrich	w15_d597e29310
Kilstrom	w17_d597e29313
leicht	w19_d597e29316
ver	w21_d597e29319
wundet,	w1_d597e29325
die	w3_d597e29328
Anzahl	w5_d597e29331
unserer	w7_d597e29334
tod	w9_d597e29337
und	w11_d597e29340
verwundeten	w13_d597e29344
Unter=officiers	w15_d597e29347
und	w17_d597e29350
Ge	w19_d597e29353
meinen	w1_d597e29358
belauffet	w3_d597e29361
sich	w5_d597e29364
in	w7_d597e29367
allem	w9_d597e29370
nicht	w11_d597e29373
höher	w13_d597e29377
als	w15_d597e29380
auf	w17_d597e29383
110.	w19_d597e29386
Mann.	w21_d597e29389
Von	w23_d597e29392
denen	w25_d597e29396
Fein	w27_d597e29399
den	w1_d597e29404
hingegen	w3_d597e29407
haben	w5_d597e29410
wir	w7_d597e29413
272.	w9_d597e29416
Grenadiers,	w11_d597e29419
8.	w13_d597e29423
Fusiliers,	w15_d597e29426
einen	w17_d597e29429
Capitain,	w19_d597e29432
6.	w1_d597e29437
subalterne	w3_d597e29440
Officiere,	w5_d597e29443
dann	w7_d597e29446
den	w9_d597e29449
Capitain	w11_d597e29452
Heyde,	w13_d597e29456
welcher	w15_d597e29459
aber	w17_d597e29462
wegen	w19_d597e29465
seiner	w1_d597e29471
empfangenen	w3_d597e29474
unheilbaren	w5_d597e29477
Wunde	w7_d597e29480
denen	w9_d597e29483
Feinden	w11_d597e29486
wieder	w13_d597e29490
zuruck	w15_d597e29493
ge	w17_d597e29496
schicket	w1_d597e29501
worden,	w3_d597e29504
und	w5_d597e29507
4.	w7_d597e29510
Bellingische	w9_d597e29513
Hussären,	w11_d597e29516
unter	w13_d597e29520
welchen	w15_d597e29523
sich	w17_d597e29526
auch	w19_d597e29529
jener	w21_d597e29532
befande,	w1_d597e29537
so	w3_d597e29540
bey	w5_d597e29543
dem	w7_d597e29546
Obristen	w9_d597e29549
dieses	w11_d597e29552
Namens,	w13_d597e29556
welcher	w15_d597e29559
gleicher	w17_d597e29562
gestalten	w19_d597e29565
von	w21_d597e29568
unserer	w1_d597e29573
Reiterey	w3_d597e29576
gefangen	w5_d597e29579
zu	w7_d597e29582
werden,	w9_d597e29585
Gefahr	w11_d597e29588
liesse,	w13_d597e29592
auf	w15_d597e29595
Ordonanz	w17_d597e29598
ware,	w19_d597e29601
zu	w1_d597e29607
Kriegs=gefangenen	w3_d597e29610
gemacht.	w5_d597e29613
Nebst	w7_d597e29616
diesen	w9_d597e29619
hat	w11_d597e29622
man	w13_d597e29626
noch	w15_d597e29629
5.	w17_d597e29632
andere	w19_d597e29635
Of	w21_d597e29638
ficiers	w1_d597e29643
auf	w3_d597e29646
dem	w5_d597e29649
Wahl=platz	w7_d597e29652
gefangen	w9_d597e29655
genommen,	w11_d597e29658
welche	w13_d597e29662
aber	w15_d597e29665
dergestalten	w17_d597e29668
verwundet	w1_d597e29673
waren,	w3_d597e29676
daß	w5_d597e29679
sie,	w7_d597e29682
ohne	w9_d597e29685
von	w11_d597e29688
dem	w13_d597e29692
Platz	w15_d597e29695
gebracht	w17_d597e29698
werden	w19_d597e29701
zu	w21_d597e29704
können,	w23_d597e29707
ihren	w1_d597e29712
Geist	w3_d597e29715
aufgegeben.	w5_d597e29718
Wir	w7_d597e29721
können	w9_d597e29724
eigentlich	w11_d597e29727
die	w13_d597e29731
Anzahl	w15_d597e29734
der	w17_d597e29737
verwundeten	w19_d597e29740
Preussen	w1_d597e29746
nicht	w3_d597e29749
ansetzen,	w5_d597e29752
so	w7_d597e29755
viel	w9_d597e29758
sich	w11_d597e29761
aber	w13_d597e29765
aus	w15_d597e29768
denen	w17_d597e29771
von	w19_d597e29774
uns	w21_d597e29777
eingeschätten	w23_d597e29780
Todten	w1_d597e29785
schlieffen	w3_d597e29788
läst,	w5_d597e29791
müssen	w7_d597e29794
sich	w9_d597e29797
dieselbe	w11_d597e29800
über	w13_d597e29804
200.	w15_d597e29807
Köpfe	w1_d597e29812
belauffen.	w3_d597e29815
</p>
</doc>
