<doc id="edoc_wd_1776-06-01" attrs="word" year="1776" month="06" day="01" corpus="1">
<head id="hl1">
Lisabon	w39
Nachricht	w12199
<g/>
.
</head>
<p id="p174">
Zu	w12201
Währing	w12202
ist	w12203
das	w12204
Haus	w12205
Nr	w12206
<g/>
.
5	w12208
<g/>
,
bestehend	w12210
in	w12211
11	w12212
eingerichten	w12213
Zimmern	w12214
<g/>
,
Boden	w12216
auf	w12217
Heu	w12218
und	w12219
Haber	w12220
<g/>
,
grossen	w12222
Kuchel	w12223
<g/>
,
Speisgewölb	w12225
<g/>
,
Keller	w12227
auf	w12228
100	w12229
Eimer	w12230
<g/>
,
Stallung	w12232
auf	w12233
4	w12234
Pferde	w12235
<g/>
,
120	w12237
Klafter	w12238
langen	w12239
Garten	w12240
<g/>
,
worinn	w12242
500	w12243
Stück	w12244
Obst=bäumen	w12245
<g/>
=
<g/>
,
eine	w12248
lange	w12249
Feigenwand	w12250
<g/>
,
nebst	w12252
einem	w12253
gemauerten	w12254
Lusthaus	w12255
samt	w12256
Meubeln	w12257
zu	w12258
verkau=fen	w12259
<g/>
=
<g/>
,
oder	w12262
den	w12263
Sommer	w12264
hindurch	w12265
zu	w12266
verlassen	w12267
<g/>
.
Nähere	w12269
Auskunft	w12270
hievon	w12271
bekommt	w12272
man	w12273
in	w12274
dem	w12275
nämlichen	w12276
Hause	w12277
<g/>
.
</p>
<p id="p175">
Zu	w12279
Neukirchen	w12280
<g/>
,
2	w12282
Meilen	w12283
hinter	w12284
Neustadt	w12285
<g/>
,
ist	w12287
die	w12288
gut	w12289
gebaute	w12290
sogenannte	w12291
Liechtestegmühl	w12292
täglichch	w12293
zu	w12294
verkaufen	w12295
<g/>
.
Sie	w12297
hat	w12298
6	w12299
Gänge	w12300
<g/>
,
ei=ne	w12302
<g/>
=
Sage	w12304
<g/>
,
liegt	w12306
mitten	w12307
im	w12308
Markt	w12309
<g/>
,
besitzt	w12311
die	w12312
Gerechtigkeit	w12313
Brod	w12314
zum	w12315
Verkauf	w12316
zu	w12317
backen	w12318
<g/>
,
Mehl	w12320
und	w12321
Gries	w12322
zu	w12323
verkaufen	w12324
<g/>
,
auch	w12326
mit	w12327
Brod	w12328
nach	w12329
Neustadt	w12330
zum	w12331
Verkauf	w12332
zu	w12333
fahren	w12334
<g/>
.
Da=bey	w12336
<g/>
=
befindet	w12338
sich	w12339
ein	w12340
Hausgarten	w12341
und	w12342
17	w12343
Joch	w12344
Aecker	w12345
<g/>
.
Weitere	w12347
Nachricht	w12348
ist	w12349
beym	w12350
Eigenthü=mer	w12351
<g/>
=
alda	w12353
zu	w12354
erfahren	w12355
<g/>
.
</p>
<p id="p176">
Den	w12357
3	w12358
<g/>
.
Juni	w12360
und	w12361
folgende	w12362
Täge	w12363
Vormittag	w12364
von	w12365
9	w12366
bis	w12367
12	w12368
<g/>
,
und	w12370
Nachmittag	w12371
von	w12372
3	w12373
bis	w12374
6	w12375
Uhr	w12376
werden	w12377
auf	w12378
Verordnung	w12379
einer	w12380
löbl	w12381
<g/>
.
Uni=versität	w12383
<g/>
=
in	w12385
der	w12386
Währingergassen	w12387
in	w12388
den	w12389
sogenann=ten	w12390
<g/>
=
spanischen	w12392
und	w12393
heiligen	w12394
Dreyfaltigkeitsspi=tal	w12395
<g/>
=
Nro	w12397
<g/>
.
122	w12399
in	w12400
der	w12401
alldasigen	w12402
Physikatswoh=nung	w12403
<g/>
=
im	w12405
ersten	w12406
Stock	w12407
verschiedene	w12408
Verlassen=schaftseffekten	w12409
<g/>
=
<g/>
,
als	w12412
gold	w12413
<g/>
=
und	w12415
silberne	w12416
Uhren	w12417
<g/>
,
allerhand	w12419
Tafelsilber	w12420
<g/>
,
schöne	w12422
Malereyen	w12423
<g/>
,
Manns=kleider	w12425
<g/>
=
<g/>
,
und	w12428
deto	w12429
Wäsche	w12430
<g/>
,
verschiedene	w12432
Mobi=lien	w12433
<g/>
=
<g/>
,
und	w12436
Zimmereinrichtung	w12437
licitando	w12438
an	w12439
den	w12440
Meistbietenden	w12441
verkauft	w12442
werden	w12443
<g/>
.
</p>
<p id="p177">
Den	w12445
3	w12446
<g/>
.
Juni	w12448
vor	w12449
Mittag	w12450
von	w12451
9	w12452
bis	w12453
12	w12454
<g/>
,
und	w12456
nach	w12457
Mittag	w12458
von	w12459
3	w12460
bis	w12461
6	w12462
Uhr	w12463
werden	w12464
im	w12465
gol=den	w12466
<g/>
=
Greiffen	w12468
in	w12469
der	w12470
Kärntnerstrasse	w12471
verschiedene	w12472
Kleinigkeiten	w12473
von	w12474
Gold	w12475
und	w12476
Silber	w12477
<g/>
,
Ringe	w12479
<g/>
,
von	w12481
guten	w12482
Geschmuck	w12483
Ohrgehänge	w12484
<g/>
,
gute	w12486
Per=len	w12487
<g/>
=
<g/>
,
silberne	w12490
Münzen	w12491
<g/>
,
tafet	w12493
<g/>
=
und	w12495
grosdetour=ne	w12496
<g/>
=
Frauenkleider	w12498
<g/>
,
dann	w12500
andere	w12501
Fahrnissen	w12502
den	w12503
Meistbietenden	w12504
verkauft	w12505
<g/>
.
</p>
<p id="p178">
Auf	w12507
Verordnung	w12508
eines	w12509
hochwürd	w12510
<g/>
.
erzbischöfl	w12512
<g/>
.
wienerischen	w12514
Consistoriums	w12515
werden	w12516
Dienstag	w12517
den	w12518
4	w12519
<g/>
.
Juni	w12521
und	w12522
folgende	w12523
Tage	w12524
<g/>
,
vor	w12526
Mittag	w12527
von	w12528
9	w12529
bis	w12530
12	w12531
<g/>
,
und	w12533
nach	w12534
Mittag	w12535
von	w12536
3	w12537
bis	w12538
6	w12539
Uhr	w12540
auf	w12541
dem	w12542
Stephansfreythof	w12543
im	w12544
Zwettelhof	w12545
im	w12546
ersten	w12547
Stock	w12548
ober	w12549
der	w12550
domkapitlischen	w12551
Amts=kanzley	w12552
<g/>
=
verschiedene	w12554
Bücher	w12555
<g/>
,
wovon	w12557
der	w12558
Cata=log	w12559
<g/>
=
in	w12561
der	w12562
erzbischöfl	w12563
<g/>
.
Consistorialkanzley	w12565
un=entgeldlich	w12566
<g/>
=
zu	w12568
bekommen	w12569
<g/>
,
den	w12571
Meistbietenden	w12572
verkauft	w12573
<g/>
.
</p>
<p id="p179">
Den	w12575
4	w12576
<g/>
.
Juni	w12578
werden	w12579
auf	w12580
Verordnung	w12581
eines	w12582
hochlöbl	w12583
<g/>
.
kais	w12585
<g/>
.
auch	w12587
k	w12588
<g/>
.
k	w12590
<g/>
.
Obersthofmarschallen=gericht	w12592
<g/>
=
auf	w12594
dem	w12595
Judenplatz	w12596
Nro	w12597
<g/>
.
276	w12599
im	w12600
zwey=ten	w12601
<g/>
=
Stock	w12603
verschiedene	w12604
Verlassenschaftseffekten	w12605
als	w12606
Gold	w12607
<g/>
,
Silber	w12609
<g/>
,
Gallanterien	w12611
<g/>
,
Porcellaine	w12613
<g/>
,
mit	w12615
Gold	w12616
und	w12617
Silber	w12618
gallonirt	w12619
<g/>
=
auch	w12621
glatte	w12622
Mannskleider	w12623
<g/>
,
Niederländerspitze	w12625
<g/>
,
Leib	w12627
<g/>
=
und	w12629
Leinwäsch	w12630
<g/>
,
Spiegel	w12632
<g/>
,
Luster	w12634
<g/>
,
Uhren	w12636
<g/>
,
item	w12638
ei=ne	w12639
<g/>
=
schöne	w12641
Stockuhr	w12642
<g/>
,
so	w12644
8	w12645
Tag	w12646
gehet	w12647
mit	w12648
einem	w12649
Glockenspiel	w12650
<g/>
,
18	w12652
Stück	w12653
Kupferstich	w12654
mit	w12655
Gläsern	w12656
und	w12657
eichenen	w12658
Ramen	w12659
<g/>
,
Kästen	w12661
<g/>
,
Soffen	w12663
<g/>
,
Ses=sel	w12665
<g/>
=
<g/>
,
Better	w12668
<g/>
,
Tische	w12670
<g/>
,
Zinn	w12672
<g/>
,
Meßing	w12674
<g/>
,
Kupfer	w12676
<g/>
,
und	w12678
andere	w12679
Einrichtungs	w12680
<g/>
=
Mobilien	w12682
Vormittag	w12683
von	w12684
9	w12685
bis	w12686
12	w12687
<g/>
,
und	w12689
Nachmittag	w12690
von	w12691
3	w12692
bis	w12693
6	w12694
Uhr	w12695
den	w12696
Meistbietenden	w12697
gegen	w12698
alsogleich	w12699
baa=rer	w12700
<g/>
=
Bezahlung	w12702
licitando	w12703
verkauft	w12704
werden	w12705
<g/>
.
</p>
<p id="p180">
Den	w12707
10	w12708
<g/>
.
Juni	w12710
und	w12711
folgende	w12712
Täge	w12713
wird	w12714
in	w12715
der	w12716
obern	w12717
Beckerstrassen	w12718
in	w12719
dem	w12720
freyherrl	w12721
<g/>
.
Be=ckischen	w12723
<g/>
=
Hause	w12725
Nro	w12726
<g/>
.
792	w12728
<g/>
.
im	w12730
ersten	w12731
S	w12732
b	w12733
ock	w12734
Vor=mittag	w12735
<g/>
=
von	w12737
9	w12738
bis	w12739
12	w12740
und	w12741
Nachmittag	w12742
von	w12743
3	w12744
bis	w12745
6	w12746
Uhr	w12747
verschiedenes	w12748
von	w12749
Effekten	w12750
<g/>
,
als	w12752
für=nämlich	w12753
<g/>
=
eine	w12755
zahlreiche	w12756
bestkonservirte	w12757
aus	w12758
schö=nen	w12759
<g/>
=
<g/>
,
mittlern	w12762
und	w12763
kleinen	w12764
Stücken	w12765
von	w12766
den	w12767
vornehmsten	w12768
und	w12769
ersten	w12770
Meistern	w12771
und	w12772
Künstlern	w12773
</p>
<p id="p181">
bestehende	w12774
Bildergallerie	w12775
<g/>
,
einzeln	w12777
oder	w12778
Stück=weise	w12779
<g/>
=
<g/>
,
item	w12782
brillantene	w12783
Männerringe	w12784
<g/>
,
goldene	w12786
und	w12787
emaillirte	w12788
Tabattieren	w12789
<g/>
,
englische	w12791
Repetir=uhren	w12792
<g/>
=
<g/>
,
verschiedenes	w12795
Silbergeschmeid	w12796
<g/>
,
bordirte	w12798
und	w12799
andere	w12800
Mannskleider	w12801
<g/>
,
fournirte	w12803
Kästen	w12804
<g/>
,
und	w12806
Tische	w12807
<g/>
,
Wägen	w12809
<g/>
,
Pirutsch	w12811
Pferdgeschirre	w12812
und	w12813
mehr	w12814
andere	w12815
Geräthschaften	w12816
<g/>
,
dann	w12818
2	w12819
Wa=genpferde	w12820
<g/>
=
<g/>
,
und	w12823
ein	w12824
schönes	w12825
Reitpferd	w12826
gegen	w12827
baarer	w12828
Bezahlung	w12829
licitando	w12830
verkauft	w12831
<g/>
.
</p>
<p id="p182">
Den	w12833
4	w12834
<g/>
.
Juni	w12836
früh	w12837
um	w12838
9	w12839
Uhr	w12840
werden	w12841
auf	w12842
Verordnung	w12843
eines	w12844
hochlöbl	w12845
<g/>
.
k	w12847
<g/>
.
k	w12849
<g/>
.
Judic	w12851
<g/>
.
deleg	w12853
<g/>
.
Milit	w12855
<g/>
.
mixti	w12857
sup	w12858
<g/>
.
ac	w12860
inf	w12861
<g/>
.
onasum	w12863
in	w12864
der	w12865
Wall=nerstrasse	w12866
<g/>
=
im	w12868
Kaiserhaus	w12869
in	w12870
der	w12871
dasig	w12872
löbl	w12873
<g/>
.
Kanz=ley	w12875
<g/>
=
im	w12877
ersten	w12878
Stock	w12879
eine	w12880
runde	w12881
grün	w12882
geschmol=zene	w12883
<g/>
=
in	w12885
Gold	w12886
gefaßte	w12887
Tabattiere	w12888
<g/>
,
dann	w12890
eine	w12891
goldene	w12892
Augsburger	w12893
Repetieruhr	w12894
mit	w12895
Ketten	w12896
<g/>
,
2	w12898
Pettschaften	w12899
und	w12900
einem	w12901
goldenen	w12902
Schlüssel	w12903
lici=tando	w12904
<g/>
=
verkauft	w12906
werden	w12907
<g/>
.
</p>
<p id="p183">
Von	w12909
des	w12910
landesfl	w12911
<g/>
.
St	w12913
<g/>
.
Leopoldistifts	w12915
Ober=kammer	w12916
<g/>
=
zu	w12918
Klosterneuburg	w12919
wegen	w12920
<g/>
,
wird	w12922
hie=mit	w12923
<g/>
=
zu	w12925
wissen	w12926
gemacht	w12927
<g/>
:
es	w12929
habe	w12930
Herr	w12931
Johann	w12932
Georg	w12933
Arthaber	w12934
<g/>
,
burgl	w12936
<g/>
.
Handelsmann	w12938
im	w12939
Markt	w12940
Mistelbach	w12941
in	w12942
pcto	w12943
160	w12944
fl	w12945
<g/>
.
ein	w12947
Franz	w12948
Piller	w12949
<g/>
,
diesseitigen	w12951
Stifts	w12952
Gastwirth	w12953
und	w12954
Unterthan	w12955
zu	w12956
Langenzersdorf	w12957
<g/>
,
vergleichmäßig	w12959
zu	w12960
fodern	w12961
ha=benden	w12962
<g/>
=
und	w12964
gerichtlich	w12965
exekutirenden	w12966
baarem	w12967
Aus=laag	w12968
<g/>
=
und	w12970
Gerichtskösten	w12971
bey	w12972
der	w12973
den	w12974
13	w12975
<g/>
.
May	w12977
d	w12978
<g/>
.
J	w12980
<g/>
.
allhier	w12982
abgehaltenen	w12983
Licitation	w12984
kommißio=naliter	w12985
<g/>
=
sich	w12987
dahin	w12988
mit	w12989
dem	w12990
Pöller	w12991
gütlich	w12992
ein=verstanden	w12993
<g/>
=
<g/>
,
daß	w12996
sein	w12997
Pillers	w12998
Gast	w12999
<g/>
=
und	w13001
Schank=haus	w13002
<g/>
=
zum	w13004
weissen	w13005
Rössel	w13006
Nro	w13007
<g/>
.
26	w13009
zu	w13010
Langen=enzersdorf	w13011
<g/>
=
<g/>
,
so	w13014
mit	w13015
Keller	w13016
<g/>
,
geräumigen	w13018
Hofmarch	w13019
und	w13020
einer	w13021
grossen	w13022
Pferdstallung	w13023
wohl	w13024
versehen	w13025
<g/>
,
darinn	w13027
eine	w13028
Haussätz	w13029
<g/>
=
und	w13031
noch	w13032
andere	w13033
2	w13034
<g/>
/
4	w13036
Weingarten	w13037
<g/>
,
2	w13039
Joch	w13040
Acker	w13041
<g/>
,
Baumgärtel	w13043
und	w13044
Wiesen	w13045
in	w13046
Harasen	w13047
gehören	w13048
<g/>
,
den	w13050
11	w13051
<g/>
.
Juni	w13053
d	w13054
<g/>
.
J	w13056
<g/>
.
Vormittag	w13058
um	w13059
9	w13060
Uhr	w13061
nochmal	w13062
licitiret	w13063
werden	w13064
sollen	w13065
<g/>
;
der	w13067
<g/>
,
oder	w13069
die	w13070
demnach	w13071
solches	w13072
Gast	w13073
<g/>
=
und	w13075
Schankhaus	w13076
sammt	w13077
dazu	w13078
gehörigen	w13079
Hausgrundstücken	w13080
an	w13081
sich	w13082
zu	w13083
bringen	w13084
gedenken	w13085
<g/>
,
haben	w13087
an	w13088
obbestimmten	w13089
Tag	w13090
und	w13091
Stund	w13092
auf	w13093
Eingangsersagter	w13094
Stiftsoberkammer	w13095
zu	w13096
erschei=nen	w13097
<g/>
=
<g/>
,
und	w13100
sich	w13101
daselbst	w13102
anzumelden	w13103
<g/>
,
allwo	w13105
mit	w13106
den	w13107
Meistbietenden	w13108
das	w13109
weitere	w13110
behandelt	w13111
<g/>
,
und	w13113
geschlossen	w13114
werden	w13115
soll	w13116
<g/>
.
</p>
<p id="p184">
Wir	w13118
Burgermeister	w13119
und	w13120
Rath	w13121
der	w13122
Stadt	w13123
Wien	w13124
geben	w13125
hiemit	w13126
jedermann	w13127
zu	w13128
vernehmen	w13129
<g/>
:
Es	w13131
sey	w13132
über	w13133
die	w13134
schon	w13135
ehedessen	w13136
angeordnete	w13137
Licitationstagsatzung	w13138
verwilliget	w13139
worden	w13140
<g/>
,
das	w13142
Schmidische	w13143
Haus	w13144
Nro	w13145
<g/>
.
156	w13147
auf	w13148
der	w13149
Wieden	w13150
abermal	w13151
öffentlich	w13152
auszufeilen	w13153
und	w13154
an	w13155
den	w13156
Meist=bietenden	w13157
<g/>
=
zu	w13159
verkaufen	w13160
<g/>
.
Da	w13162
nun	w13163
zu	w13164
diesem	w13165
Ende	w13166
der	w13167
12	w13168
<g/>
.
Juni	w13170
d	w13171
<g/>
.
J	w13173
<g/>
.
bestimmet	w13175
ist	w13176
<g/>
.
So	w13178
ha=ben	w13179
<g/>
=
jene	w13181
<g/>
,
welche	w13183
gedachtes	w13184
Haus	w13185
zu	w13186
kaufen	w13187
wil=lens	w13188
<g/>
=
sind	w13190
<g/>
,
an	w13192
dem	w13193
bestimmten	w13194
Tag	w13195
<g/>
,
oder	w13197
da	w13198
wir	w13199
</p>
<p id="p185">
diesen	w13200
Tag	w13201
anderer	w13202
Verhindernissen	w13203
halber	w13204
<g/>
,
nicht	w13206
zu	w13207
Rath	w13208
sässen	w13209
<g/>
,
den	w13211
nächst	w13212
darauf	w13213
folgenden	w13214
Rathstag	w13215
fruh	w13216
um	w13217
8	w13218
Uhr	w13219
vor	w13220
uns	w13221
zu	w13222
erscheinen	w13223
<g/>
,
und	w13225
sich	w13226
bey	w13227
unserer	w13228
und	w13229
gemeiner	w13230
Stadt	w13231
Wien	w13232
Pupillenraitkamner	w13233
durch	w13234
den	w13235
Amtsschreiber	w13236
anmelden	w13237
zu	w13238
lassen	w13239
<g/>
,
folglich	w13241
der	w13242
weitern	w13243
Be=handlung	w13244
<g/>
=
abzuwarten	w13246
<g/>
.
</p>
<p id="p186">
Von	w13248
N	w13249
<g/>
.
Stadtrichter	w13251
und	w13252
Rath	w13253
der	w13254
landes=fürstl	w13255
<g/>
=
<g/>
.
Stadt	w13258
Zwettel	w13259
wird	w13260
hiemit	w13261
zu	w13262
wissen	w13263
ge=macht	w13264
<g/>
=
<g/>
:
welchergestalten	w13267
auf	w13268
Anlangen	w13269
des	w13270
bur=gerl	w13271
<g/>
=
<g/>
.
Apothecker	w13274
Franz	w13275
Habla	w13276
und	w13277
dessen	w13278
Ehe=konsortin	w13279
<g/>
=
Maria	w13281
Josepha	w13282
verwilliget	w13283
worden	w13284
sey	w13285
<g/>
,
ihre	w13287
alhier	w13288
liegende	w13289
eigenthumliche	w13290
Behausung	w13291
und	w13292
Apothecke	w13293
<g/>
,
sammt	w13295
allen	w13296
Zugehörungen	w13297
öf=fentlich	w13298
<g/>
=
auszufeilen	w13300
und	w13301
dem	w13302
Meistbietenden	w13303
zu	w13304
verkaufen	w13305
<g/>
.
Da	w13307
nun	w13308
zu	w13309
sothaner	w13310
Licitation	w13311
der	w13312
12	w13313
<g/>
.
Juni	w13315
d	w13316
<g/>
.
J	w13318
<g/>
.
bestimmet	w13320
ist	w13321
<g/>
.
Als	w13323
haben	w13324
all=jene	w13325
<g/>
=
<g/>
,
so	w13328
besagt	w13329
Franz	w13330
Hablaische	w13331
Behausung	w13332
und	w13333
Apothecken	w13334
samt	w13335
Zugehörungen	w13336
zu	w13337
kaufen	w13338
ge=denken	w13339
<g/>
=
<g/>
,
auf	w13342
obbestimmten	w13343
Tag	w13344
früh	w13345
um	w13346
8	w13347
Uhr	w13348
auf	w13349
gmr	w13350
<g/>
.
Stadt	w13352
Rathhaus	w13353
alhier	w13354
zu	w13355
erscheinen	w13356
<g/>
,
und	w13358
sich	w13359
alda	w13360
durch	w13361
den	w13362
Rathsdiener	w13363
anmelden	w13364
zu	w13365
lassen	w13366
<g/>
,
wo	w13368
sodann	w13369
der	w13370
Contract	w13371
mit	w13372
dem	w13373
Meistbietenden	w13374
geschlossen	w13375
werden	w13376
soll	w13377
<g/>
.
</p>
<p id="p187">
Von	w13379
der	w13380
gräfl	w13381
<g/>
.
Hartigischen	w13383
Herrschaft	w13384
Schrat=tenthaler	w13385
<g/>
=
Amtskanzley	w13387
wird	w13388
hiemit	w13389
kund	w13390
ge=macht	w13391
<g/>
=
<g/>
,
daß	w13394
des	w13395
Johann	w13396
Frey	w13397
3	w13398
<g/>
/
4	w13400
Lehenhaus	w13401
zu	w13402
Obermarkersdorf	w13403
mit	w13404
eingehörigen	w13405
32	w13406
1	w13407
<g/>
/
4	w13409
Quanten	w13410
Aecker	w13411
<g/>
,
9	w13413
<g/>
/
4	w13415
Weingartel	w13416
und	w13417
2	w13418
Gär=ten	w13419
<g/>
=
sammt	w13421
übriger	w13422
Bauerschaft	w13423
<g/>
,
dann	w13425
einige	w13426
Ue=berlände	w13427
<g/>
=
<g/>
,
benanntlich	w13430
2	w13431
1	w13432
<g/>
/
4	w13434
Quanten	w13435
Aecker	w13436
<g/>
,
3	w13438
1	w13439
<g/>
/
2	w13441
Achtel	w13442
Weingarten	w13443
<g/>
,
3	w13445
Weinkeller	w13446
<g/>
,
und	w13448
200	w13449
Eimer	w13450
1775er	w13451
Wein	w13452
<g/>
,
eben	w13454
so	w13455
viele	w13456
Fäs=ser	w13457
<g/>
=
in	w13459
eisenen	w13460
Banden	w13461
<g/>
,
auch	w13463
Wägen	w13464
und	w13465
Vieh	w13466
<g/>
,
nicht	w13468
minder	w13469
das	w13470
Fleischhackergewerb	w13471
besonders	w13472
licitando	w13473
zu	w13474
verkaufen	w13475
sey	w13476
<g/>
,
weil	w13478
die	w13479
erste	w13480
Lici=tationstagsatzung	w13481
<g/>
=
fruchtlos	w13483
abgeloffen	w13484
<g/>
,
eine	w13486
2te	w13487
auf	w13488
den	w13489
14	w13490
<g/>
.
Juni	w13492
d	w13493
<g/>
.
J	w13495
<g/>
.
anberaumet	w13497
wird	w13498
<g/>
.
Die	w13500
nun	w13501
ein	w13502
<g/>
=
so	w13504
anders	w13505
zu	w13506
kaufen	w13507
gedenken	w13508
<g/>
,
können	w13510
an	w13511
obbemeldten	w13512
Tag	w13513
bey	w13514
ersagter	w13515
Amtskanzley	w13516
früh	w13517
um	w13518
9	w13519
Uhr	w13520
ad	w13521
tractandum	w13522
erscheinen	w13523
und	w13524
sich	w13525
alda	w13526
anmelden	w13527
lassen	w13528
<g/>
.
</p>
<p id="p188">
Wir	w13530
Burgermeister	w13531
und	w13532
Rath	w13533
der	w13534
Stadt	w13535
Wien	w13536
geben	w13537
hiemit	w13538
jedermann	w13539
zu	w13540
vernehmen	w13541
<g/>
:
Es	w13543
sey	w13544
über	w13545
die	w13546
schon	w13547
ehedessen	w13548
angeordnete	w13549
Licitationstagsatzung	w13550
verwilliget	w13551
worden	w13552
<g/>
,
das	w13554
Witthalmische	w13555
in	w13556
der	w13557
Josephstadt	w13558
liegende	w13559
<g/>
,
zum	w13561
goldenen	w13562
Einhorn	w13563
genannte	w13564
Haus	w13565
Nro	w13566
<g/>
.
124	w13568
abermal	w13569
öffentlich	w13570
auszufeilen	w13571
<g/>
,
und	w13573
an	w13574
den	w13575
Meist=bietenden	w13576
<g/>
=
zu	w13578
verkaufen	w13579
<g/>
.
Da	w13581
nun	w13582
zu	w13583
diesem	w13584
En=de	w13585
<g/>
=
der	w13587
15	w13588
<g/>
.
Juni	w13590
d	w13591
<g/>
.
J	w13593
<g/>
.
bestimmet	w13595
ist	w13596
<g/>
.
So	w13598
ha=ben	w13599
<g/>
=
diejenige	w13601
<g/>
,
welche	w13603
das	w13604
gedachte	w13605
Haus	w13606
zu	w13607
kau	w13608
fen	w13609
willens	w13610
sind	w13611
<g/>
,
an	w13613
den	w13614
bestimten	w13615
Tage	w13616
<g/>
,
oder	w13618
da	w13619
wir	w13620
anderer	w13621
Verhindernissen	w13622
halber	w13623
diesen	w13624
Tag	w13625
nicht	w13626
zu	w13627
Rath	w13628
sässen	w13629
<g/>
,
den	w13631
nächst	w13632
darauf	w13633
</p>
<p id="p189">
folgenden	w13634
Rathstag	w13635
fruh	w13636
um	w13637
8	w13638
Uhr	w13639
vor	w13640
uns	w13641
zu	w13642
erscheinen	w13643
<g/>
,
und	w13645
sich	w13646
bey	w13647
unsrer	w13648
und	w13649
gemei=ner	w13650
<g/>
=
Stadt	w13652
Wien	w13653
Grundbuch	w13654
durch	w13655
den	w13656
Amts=schreiber	w13657
<g/>
=
anmelden	w13659
zu	w13660
lassen	w13661
<g/>
,
folglich	w13663
der	w13664
wei=tern	w13665
<g/>
=
Behandlung	w13667
abzuwarten	w13668
<g/>
.
</p>
<p id="p190">
Von	w13670
N	w13671
<g/>
.
N	w13673
<g/>
.
Burgermeister	w13675
<g/>
,
Stadtrichter	w13677
und	w13678
Rath	w13679
der	w13680
landesfürstl	w13681
<g/>
.
Stadt	w13683
Prugg	w13684
an	w13685
der	w13686
Leytha	w13687
wird	w13688
hiemit	w13689
zu	w13690
wissen	w13691
gemacht	w13692
<g/>
:
Es	w13694
sey	w13695
über	w13696
die	w13697
zu	w13698
Verkaufung	w13699
des	w13700
Joseph	w13701
Pab=stischen	w13702
<g/>
=
Hauses	w13704
<g/>
,
sammt	w13706
dem	w13707
darauf	w13708
radicirten	w13709
Drexlergewerb	w13710
fruchtlos	w13711
abgelofene	w13712
Licitations=tagsatzungen	w13713
<g/>
=
<g/>
,
nun	w13716
eine	w13717
weitere	w13718
auf	w13719
den	w13720
13	w13721
<g/>
.
Ju=ni	w13723
<g/>
=
d	w13725
<g/>
.
J	w13727
<g/>
.
anzuordnen	w13729
nothwendig	w13730
befunden	w13731
wor=den	w13732
<g/>
=
<g/>
;
Haben	w13735
demnach	w13736
diejenige	w13737
<g/>
,
die	w13739
hierum	w13740
zu	w13741
licitiren	w13742
gedenken	w13743
<g/>
,
diesen	w13745
Tag	w13746
früh	w13747
um	w13748
9	w13749
Uhr	w13750
auf	w13751
dem	w13752
Rathhaus	w13753
zu	w13754
erscheinen	w13755
<g/>
,
und	w13757
sich	w13758
be=hörig	w13759
<g/>
=
melden	w13761
zu	w13762
lassen	w13763
<g/>
.
</p>
<p id="p191">
Von	w13765
der	w13766
fürstl	w13767
<g/>
.
erzbischöfl	w13769
<g/>
.
Herrschaft	w13771
Neu=dorf	w13772
<g/>
=
wird	w13774
hiemit	w13775
kund	w13776
gemacht	w13777
<g/>
:
nachdem	w13779
die	w13780
Scheicklische	w13781
Halblehenbehausung	w13782
Nro	w13783
<g/>
.
58	w13785
zu	w13786
Neudorf	w13787
<g/>
,
sam	w13789
15	w13790
Joch	w13791
Acker	w13792
<g/>
,
wovon	w13794
6	w13795
mit	w13796
Korn	w13797
und	w13798
6	w13799
mit	w13800
Gersten	w13801
und	w13802
Haber	w13803
gebauet	w13804
sind	w13805
<g/>
,
dann	w13807
7	w13808
Tagwerk	w13809
Wiesen	w13810
und	w13811
20	w13812
Hauß=sätz	w13813
<g/>
=
Weingärten	w13815
<g/>
,
schon	w13817
öfters	w13818
öffentlich	w13819
ausge=feilet	w13820
<g/>
=
worden	w13822
<g/>
,
aber	w13824
nie	w13825
keine	w13826
annehmlicher	w13827
Käu=fer	w13828
<g/>
=
vorgekommen	w13830
sind	w13831
<g/>
;
als	w13833
ist	w13834
von	w13835
Amtswegen	w13836
mehrmal	w13837
verordnet	w13838
<g/>
,
diese	w13840
Behausung	w13841
und	w13842
da=zugehörige	w13843
<g/>
=
Grundstücke	w13845
samt	w13846
den	w13847
Winter	w13848
<g/>
=
und	w13850
Sommeranbau	w13851
den	w13852
Meistbietenden	w13853
auch	w13854
unter	w13855
der	w13856
Schätzung	w13857
<g/>
,
jedoch	w13859
gegen	w13860
baarer	w13861
Bezahlung	w13862
hindanzugeben	w13863
<g/>
.
Daher	w13865
haben	w13866
diejenige	w13867
<g/>
,
wel=che	w13869
<g/>
=
gedachte	w13871
Behausung	w13872
und	w13873
Grundstücke	w13874
durch	w13875
Versteigerung	w13876
zu	w13877
kaufen	w13878
gedenken	w13879
<g/>
,
den	w13881
22	w13882
<g/>
.
Ju=ni	w13884
<g/>
=
fruh	w13886
um	w13887
8	w13888
Uhr	w13889
in	w13890
der	w13891
Herrschaftskanzley	w13892
zu	w13893
Neudorf	w13894
zu	w13895
erscheinen	w13896
<g/>
.
</p>
<p id="p192">
Wir	w13898
NN	w13899
<g/>
.
Superintendenten	w13901
und	w13902
Spitalmei=ster	w13903
<g/>
=
des	w13905
Burgerspitals	w13906
in	w13907
Wien	w13908
geben	w13909
hiemit	w13910
zu	w13911
vernehmen	w13912
<g/>
:
Es	w13914
sey	w13915
auf	w13916
Anlangen	w13917
der	w13918
