<doc id="wr_1762-07-28" attrs="word" year="1762" month="07" day="28" corpus="2">
<head id="h2_d677e3437">
Warschau	w1_d677e3441
des	w15_d677e31004
inneren	w17_d677e31007
Zustandes	w19_d677e31010
desselben	w21_d677e31013
bemerkt,	w1_d677e31018
welche	w3_d677e31021
den	w5_d677e31024
Umsturz	w7_d677e31027
des	w9_d677e31030
Reichs	w11_d677e31033
würde	w13_d677e31037
nach	w15_d677e31040
sich	w17_d677e31043
gezogen,	w19_d677e31046
und	w21_d677e31049
mir	w23_d677e31052
hinfolg	w25_d677e31056
lich	w1_d677e31061
zur	w3_d677e31064
ewigen	w5_d677e31067
Schande	w7_d677e31070
gereichet	w9_d677e31073
haben.	w11_d677e31076
Nachdeme	w13_d677e31080
ich	w15_d677e31083
es	w17_d677e31086
also	w19_d677e31089
bey	w21_d677e31092
mir	w23_d677e31095
wol	w25_d677e31099
überleget,	w27_d677e31102
so	w1_d677e31108
erkläre	w3_d677e31111
ich	w5_d677e31114
hiemit	w7_d677e31117
ungezwungen	w9_d677e31120
dem	w11_d677e31123
ganzen	w13_d677e31127
Rußischen	w15_d677e31130
Reiche,	w17_d677e31133
und	w19_d677e31136
der	w21_d677e31139
ganzen	w23_d677e31142
Welt	w25_d677e31146
auf	w1_d677e31151
das	w3_d677e31154
feyerlichste,	w5_d677e31157
daß	w7_d677e31160
ich	w9_d677e31163
der	w11_d677e31166
Regierung	w13_d677e31170
des	w15_d677e31173
Rußischen	w17_d677e31176
Reiches	w19_d677e31179
auf	w21_d677e31182
meine	w23_d677e31185
ganze	w25_d677e31189
übrige	w1_d677e31194
Lebens=zeit	w3_d677e31197
entsage,	w5_d677e31200
und	w7_d677e31203
weder	w9_d677e31206
mit	w11_d677e31209
unumschränkter	w13_d677e31213
Macht,	w15_d677e31216
noch	w17_d677e31219
sonst	w19_d677e31222
auf	w21_d677e31225
ir	w23_d677e31228
gend	w1_d677e31233
eine	w3_d677e31236
Weise	w5_d677e31239
in	w7_d677e31242
meinem	w9_d677e31245
Leben	w11_d677e31248
über	w13_d677e31252
das	w15_d677e31255
Rußische	w17_d677e31258
Reich	w19_d677e31261
zu	w21_d677e31264
herrschen	w23_d677e31267
begehre,	w25_d677e31271
auch	w27_d677e31274
memalen	w1_d677e31280
durch	w3_d677e31283
irgend	w5_d677e31286
einen	w7_d677e31289
Beystand	w9_d677e31292
darnach	w11_d677e31295
trachten	w13_d677e31299
werde:	w15_d677e31302
welches	w17_d677e31305
mit	w19_d677e31308
reinem	w21_d677e31311
Her	w23_d677e31314
zen,	w1_d677e31319
ohne	w3_d677e31322
Heuchlerey,	w5_d677e31325
vor	w7_d677e31328
GOtt,	w9_d677e31331
und	w11_d677e31334
der	w13_d677e31338
ganzen	w15_d677e31341
Welt	w17_d677e31344
durch	w19_d677e31347
einen	w21_d677e31350
Eid=schwur	w23_d677e31353
be	w25_d677e31357
träftige.	w1_d677e31362
Diese	w3_d677e31365
Entsagung	w5_d677e31368
habe	w7_d677e31371
ganz	w9_d677e31374
mit	w11_d677e31377
eigener	w13_d677e31381
Hand	w15_d677e31384
geschrieben,	w17_d677e31387
und	w19_d677e31390
unterschrie	w21_d677e31393
ben,	w1_d677e31398
Den	w3_d677e31401
29ten	w5_d677e31404
Junii	w7_d677e31407
1762.	w9_d677e31410
</p>
<p id="p48_d677e31424">
Auf	w1_d677e31428
diese	w3_d677e31431
Art	w5_d677e31434
haben	w7_d677e31437
Wir	w9_d677e31440
also	w11_d677e31443
GOtt	w13_d677e31447
Lob	w15_d677e31450
den	w17_d677e31453
Souverainen	w19_d677e31456
Thron	w21_d677e31459
Unseres	w23_d677e31462
geliebten	w25_d677e31466
Vatter	w27_d677e31469
landes	w1_d677e31474
ohne	w3_d677e31477
Blut=vergiessen	w5_d677e31480
bestiegen,	w7_d677e31483
wobey	w9_d677e31486
GOtt	w11_d677e31489
allein,	w13_d677e31493
und	w15_d677e31496
Unser	w17_d677e31499
Vatterland	w19_d677e31502
durch	w21_d677e31505
ihre	w23_d677e31508
Er	w25_d677e31512
wählten	w1_d677e31517
Unsere	w3_d677e31520
Gebülfen	w5_d677e31523
gewesen.	w7_d677e31526
Wir	w9_d677e31529
verehren	w11_d677e31532
diese	w13_d677e31536
unerforschliche	w15_d677e31539
Führung	w17_d677e31542
GOttes,	w19_d677e31545
und	w21_d677e31548
ver	w23_d677e31551
sicheren	w1_d677e31557
hiemit	w3_d677e31560
allen	w5_d677e31563
Unseren	w7_d677e31566
getreuen	w9_d677e31569
Unterthanen	w11_d677e31572
auf	w13_d677e31576
das	w15_d677e31579
allergnädigste,	w17_d677e31582
daß	w19_d677e31585
Wir	w21_d677e31588
nicht	w23_d677e31591
unter	w25_d677e31595
lassen	w1_d677e31600
werden,	w3_d677e31603
GOtt	w5_d677e31606
Tag	w7_d677e31609
und	w9_d677e31612
Nacht	w11_d677e31615
anzuflehen,	w13_d677e31619
damit	w15_d677e31622
er	w17_d677e31625
Uns	w19_d677e31628
helfen	w21_d677e31631
möge,	w23_d677e31634
den	w25_d677e31638
Scepter	w27_d677e31641
zu	w29_d677e31644
Er	w31_d677e31647
haltung	w1_d677e31652
Unserer	w3_d677e31655
rechtglaubigen	w5_d677e31658
Kirche	w7_d677e31661
zu	w9_d677e31664
Befestigung	w11_d677e31667
und	w13_d677e31671
Vertheidigung	w15_d677e31674
Unseres	w17_d677e31677
geliebten	w19_d677e31680
Vatter	w21_d677e31683
landes,	w1_d677e31688
zu	w3_d677e31691
Unterstützung	w5_d677e31694
der	w7_d677e31697
Gerechtigkeit,	w9_d677e31700
und	w11_d677e31703
zu	w13_d677e31707
Ausrottung	w15_d677e31710
aller	w17_d677e31713
Bosheiten,	w19_d677e31716
Ungerechtigkeiten	w21_d677e31719
und	w1_d677e31725
Drangsale	w3_d677e31728
zu	w5_d677e31731
führen,	w7_d677e31734
und	w9_d677e31737
daß	w11_d677e31740
er	w13_d677e31744
Uns	w15_d677e31747
zu	w17_d677e31750
allen	w19_d677e31753
Guten	w21_d677e31756
Kraft	w23_d677e31759
und	w25_d677e31763
Stärke	w27_d677e31766
verleihen	w29_d677e31769
wolle.	w31_d677e31772
Und	w1_d677e31777
gleichwie	w3_d677e31780
Unser	w5_d677e31783
wahrer	w7_d677e31786
und	w9_d677e31789
ungeheuchelter	w11_d677e31792
Vorsatz	w13_d677e31796
dahin	w15_d677e31799
gehet,	w17_d677e31802
in	w19_d677e31805
der	w21_d677e31808
That	w23_d677e31811
zu	w25_d677e31815
zeigen,	w27_d677e31818
wie	w1_d677e31823
sehr	w3_d677e31826
Wir	w5_d677e31829
wünschen,	w7_d677e31832
die	w9_d677e31835
Liebe	w11_d677e31838
unseres	w13_d677e31842
Volkes	w15_d677e31845
zu	w17_d677e31848
verdienen,	w19_d677e31851
um	w21_d677e31854
dessentwillen	w23_d677e31857
Wir	w25_d677e31861
Uns	w27_d677e31864
auf	w29_d677e31867
den	w31_d677e31870
Thron	w1_d677e31875
erhoben	w3_d677e31878
zu	w5_d677e31881
seyn	w7_d677e31884
erkennen:	w9_d677e31887
so	w11_d677e31890
geloben	w13_d677e31894
Wir	w15_d677e31897
auf	w17_d677e31900
das	w19_d677e31903
feyerlichste	w21_d677e31906
bey	w23_d677e31909
Unserem	w25_d677e31913
Kaiserl.	w27_d677e31916
Wort,	w29_d677e31919
solche	w1_d677e31925
Anordnungen	w3_d677e31928
im	w5_d677e31931
Reiche	w7_d677e31934
zu	w9_d677e31937
machen,	w11_d677e31940
nach	w13_d677e31944
welchen	w15_d677e31947
die	w17_d677e31950
Regierung	w19_d677e31953
Unseres	w21_d677e31956
geliebten	w23_d677e31959
Vatterlandes	w1_d677e31964
in	w3_d677e31967
ihrer	w5_d677e31970
Kraft	w7_d677e31973
und	w9_d677e31976
in	w11_d677e31979
den	w13_d677e31983
gehörigen	w15_d677e31986
Gränzen	w17_d677e31989
beständig	w19_d677e31992
erhalten,	w21_d677e31995
auch	w23_d677e31998
einem	w25_d677e32002
jeden	w1_d677e32007
Departement	w3_d677e32010
im	w5_d677e32013
Reiche	w7_d677e32016
für	w9_d677e32019
alle	w11_d677e32022
Zeiten	w13_d677e32026
seine	w15_d677e32029
Schranken	w17_d677e32032
und	w19_d677e32035
Gesätze	w21_d677e32038
zu	w23_d677e32041
Beobachtung	w25_d677e32045
der	w1_d677e32050
guten	w3_d677e32053
Ordnung	w5_d677e32056
in	w7_d677e32059
allen	w9_d677e32062
Dingen	w11_d677e32065
bestimmet	w13_d677e32069
werden	w15_d677e32072
können.	w17_d677e32075
Wir	w19_d677e32078
hoffen	w21_d677e32081
dadurch	w23_d677e32084
die	w25_d677e32088
Grund=verfassung	w1_d677e32094
des	w3_d677e32097
Reiches,	w5_d677e32100
und	w7_d677e32103
Unserer	w9_d677e32106
Souveraigen	w11_d677e32109
Macht,	w13_d677e32113
die	w15_d677e32116
durch	w17_d677e32119
das	w19_d677e32122
vergangene	w21_d677e32125
Unglück	w23_d677e32128
einiger	w1_d677e32133
massen	w3_d677e32136
erschüttert	w5_d677e32139
worden,	w7_d677e32142
wieder	w9_d677e32145
zu	w11_d677e32148
versicheren;	w13_d677e32152
Die	w15_d677e32155
für	w17_d677e32158
ihr	w19_d677e32161
Vatterland	w21_d677e32164
treu	w23_d677e32167
und	w25_d677e32171
redlich	w1_d677e32176
Gestunte	w3_d677e32179
aber	w5_d677e32182
aus	w7_d677e32185
ihrer	w9_d677e32188
bishörigen	w11_d677e32191
Kleinmütigkeit	w13_d677e32195
und	w15_d677e32198
Bedrängnüß	w17_d677e32201
heraus	w19_d677e32204
zu	w21_d677e32207
reissen.	w1_d677e32212
Wir	w3_d677e32215
zweiflen	w5_d677e32218
auch	w7_d677e32221
nicht,	w9_d677e32224
es	w11_d677e32227
werden	w13_d677e32231
alle	w15_d677e32234
Unsere	w17_d677e32237
getreue	w19_d677e32240
Unterthanen	w21_d677e32243
zu	w23_d677e32246
ihren	w25_d677e32250
eigenen,	w27_d677e32253
und	w1_d677e32259
des	w3_d677e32262
wahren	w5_d677e32265
Glaubens	w7_d677e32268
Besten	w9_d677e32271
den	w11_d677e32274
vor	w13_d677e32278
GOtt	w15_d677e32281
Uns	w17_d677e32284
geleisteten	w19_d677e32287
Eid	w21_d677e32290
heilig	w23_d677e32293
halten;	w25_d677e32297
So	w27_d677e32300
wie	w29_d677e32303
Wir	w1_d677e32308
ihnen	w3_d677e32311
mit	w5_d677e32314
Unserer	w7_d677e32317
Allerhöchsten	w9_d677e32320
Kaiserlichen	w11_d677e32323
Gnad	w13_d677e32327
und	w15_d677e32330
Huld	w17_d677e32333
unveränderlich	w19_d677e32336
zugethan	w21_d677e32339
ver	w23_d677e32342
bleiben.	w1_d677e32347
</p>
<p id="p50_d677e32350">
Gegeben	w1_d677e32354
in	w3_d677e32357
St.	w5_d677e32360
Petersburg	w7_d677e32363
den	w9_d677e32366
6.	w11_d677e32369
Julii	w13_d677e32373
1762.	w15_d677e32376
</p>
<p id="p52_d677e32379">
Das	w1_d677e32383
Original	w3_d677e32386
ist	w5_d677e32389
von	w7_d677e32392
Jhro	w9_d677e32395
Kaiserl.	w11_d677e32398
Majestät	w13_d677e32402
eigenhändig	w15_d677e32405
also	w17_d677e32408
unterschrieben.	w19_d677e32411
</p>
<head id="h2_d677e32417">
Catharina.	w1_d677e32421
</head>
<head id="h2_d677e32429">
Gedruckt	w1_d677e32433
zu	w3_d677e32436
t.	w1_d677e32441
Petersburg	w3_d677e32444
beym	w5_d677e32447
Se	w7_d677e32450
</head>
<head id="h4_d677e32458">
Von	w1_d677e32462
GOttes	w3_d677e32465
Gnaden	w5_d677e32468
</head>
<head id="h2_d677e32475">
Wir	w1_d677e32479
Catharina	w3_d677e32482
die	w5_d677e32485
Zweyte,	w7_d677e32488
Kaiserin	w9_d677e32491
und	w1_d677e32496
Selbstherrscherin	w3_d677e32499
aller	w5_d677e32502
Reussen	w7_d677e32505
rc.	w9_d677e32508
rc.	w11_d677e32511
rc.	w13_d677e32515
</head>
<p id="p4_d677e32518">
NN	w1_d677e32522
Unserem	w3_d677e32525
kurz=gefasten	w5_d677e32528
Manifeste	w7_d677e32531
vom	w9_d677e32534
28.	w11_d677e32537
Junii	w13_d677e32541
st.	w15_d677e32544
v.	w17_d677e32547
8.	w19_d677e32550
Julii	w21_d677e32553
n.	w23_d677e32556
fl.	w25_d677e32560
sind	w1_d677e32565
die	w3_d677e32568
Ursachen	w5_d677e32571
angezeigt,	w7_d677e32574
die	w9_d677e32577
uns	w11_d677e32580
veranlasset	w13_d677e32584
haben,	w15_d677e32587
den	w17_d677e32590
Rußisch	w19_d677e32593
Kaiserl.	w1_d677e32598
Thron	w3_d677e32601
zu	w5_d677e32604
besteigen.	w7_d677e32607
Die	w9_d677e32610
ganze	w11_d677e32613
Welt	w13_d677e32617
wird	w15_d677e32620
schon	w17_d677e32623
daraus	w19_d677e32626
deutlich	w21_d677e32629
erkannt	w1_d677e32635
haben,	w3_d677e32638
welchergestalt	w5_d677e32641
der	w7_d677e32644
Eifer	w9_d677e32647
für	w11_d677e32650
die	w13_d677e32654
wahre	w15_d677e32657
Religion,	w17_d677e32660
die	w19_d677e32663
Lie	w21_d677e32666
be	w1_d677e32671
für	w3_d677e32674
unser	w5_d677e32677
Rußisches	w7_d677e32680
Vatterland,	w9_d677e32683
und	w11_d677e32686
nächst	w13_d677e32690
diesem	w15_d677e32693
das	w17_d677e32696
sehnliche	w19_d677e32699
Ver	w21_d677e32702
langen	w1_d677e32707
aller	w3_d677e32710
Unser	w5_d677e32713
getreuen	w7_d677e32716
Unterthanen,	w9_d677e32719
Uns	w11_d677e32722
auf	w13_d677e32726
dem	w15_d677e32729
Throne	w17_d677e32732
zu	w19_d677e32735
sehen,	w21_d677e32738
und	w1_d677e32743
durch	w3_d677e32746
Uns	w5_d677e32749
sowol	w7_d677e32752
von	w9_d677e32755
denen	w11_d677e32758
bereits	w13_d677e32762
über	w15_d677e32765
die	w17_d677e32768
schwebenden,	w19_d677e32771
als	w21_d677e32774
noch	w23_d677e32777
zu	w1_d677e32783
beförchtenden	w3_d677e32786
weit	w5_d677e32789
grösseren	w7_d677e32792
Gefährlichkeiten	w9_d677e32795
errettet	w11_d677e32798
zu	w13_d677e32802
werden,	w15_d677e32805
der	w17_d677e32808
einzige	w1_d677e32813
Bewegungs=grund	w3_d677e32816
dazu	w5_d677e32819
gewesen.	w7_d677e32822
Wir	w9_d677e32825
haben	w11_d677e32828
auch	w13_d677e32832
selbst	w15_d677e32835
Unser	w17_d677e32838
Gewissen	w1_d677e32843
von	w3_d677e32846
der	w5_d677e32849
gerechten	w7_d677e32852
Furcht	w9_d677e32855
nicht	w11_d677e32858
befreyen	w13_d677e32862
können,	w15_d677e32865
daß,	w17_d677e32868
woferne	w19_d677e32871
Wir	w1_d677e32876
nicht	w3_d677e32879
bey	w5_d677e32882
Zeiten	w7_d677e32885
das	w9_d677e32888
jenige	w11_d677e32891
unternommen	w13_d677e32895
hätten,	w15_d677e32898
was	w17_d677e32901
Unsere	w19_d677e32904
Pflicht	w21_d677e32907
gegen	w1_d677e32913
GOtt,	w3_d677e32916
dessen	w5_d677e32919
Kirche,	w7_d677e32922
und	w9_d677e32925
heilige	w11_d677e32928
Religion	w13_d677e32932
von	w15_d677e32935
Uns	w17_d677e32938
erfordert,	w19_d677e32941
Wir	w21_d677e32944
solches	w23_d677e32947
dermaleins	w1_d677e32952
vor	w3_d677e32955
seinem	w5_d677e32958
strengen	w7_d677e32961
Gerichte	w9_d677e32964
würden	w11_d677e32967
zu	w13_d677e32971
verantworten	w15_d677e32974
haben.	w17_d677e32977
Der	w1_d677e32982
allmächtige	w3_d677e32985
GOtt,	w5_d677e32988
der	w7_d677e32991
uber	w9_d677e32994
die	w11_d677e32997
Königreiche	w13_d677e33001
der	w15_d677e33004
Menschen	w17_d677e33007
die	w19_d677e33010
höchste	w21_d677e33013
Gewalt	w1_d677e33018
hat,	w3_d677e33021
und	w5_d677e33024
sie	w7_d677e33027
giebt,	w9_d677e33030
wem	w11_d677e33033
er	w13_d677e33037
will,	w15_d677e33040
hat	w17_d677e33043
Unseren	w19_d677e33046
gerechten	w21_d677e33049
und	w23_d677e33052
from	w25_d677e33056
men	w1_d677e33062
Vorsatz	w3_d677e33065
durch	w5_d677e33068
den	w7_d677e33071
Erfolg	w9_d677e33074
dergestalt	w11_d677e33077
gesegnet,	w13_d677e33081
daß	w15_d677e33084
Wir	w17_d677e33087
Unseren	w19_d677e33090
Thron	w21_d677e33093
als	w1_d677e33098
souveraine	w3_d677e33101
Beherrscherin	w5_d677e33104
bestiegen,	w7_d677e33107
und	w9_d677e33110
Unser	w11_d677e33113
Vatterland,	w13_d677e33117
ohne	w15_d677e33120
eini	w17_d677e33123
ges	w1_d677e33128
Blut=vergiessen,	w3_d677e33131
aus	w5_d677e33134
allen	w7_d677e33137
vorerwehnten	w9_d677e33140
Gefährlichkeiten	w11_d677e33143
glücklich	w13_d677e33147
er	w15_d677e33150
rettet	w1_d677e33155
haben;	w3_d677e33158
wie	w5_d677e33161
Wir	w7_d677e33164
denn	w9_d677e33167
auch	w11_d677e33170
das	w13_d677e33174
Vergnügen	w15_d677e33177
gehabt	w17_d677e33180
zu	w19_d677e33183
sehen,	w21_d677e33186
mit	w23_d677e33189
wie	w25_d677e33193
vielen	w1_d677e33199
Regungen	w3_d677e33202
der	w5_d677e33205
zärtlichsten	w7_d677e33208
Zuneigung,	w9_d677e33211
Freude,	w11_d677e33214
und	w13_d677e33218
Erkenntlichkeit,	w15_d677e33221
diese	w1_d677e33226
Göttliche	w3_d677e33229
Vorsorge	w5_d677e33232
für	w7_d677e33235
Uns	w9_d677e33238
von	w11_d677e33241
allen	w13_d677e33245
Unseren	w15_d677e33248
getreuen	w17_d677e33251
Untertha	w19_d677e33254
nen	w1_d677e33259
aufgenommen	w3_d677e33262
worden,	w5_d677e33265
und	w7_d677e33268
mit	w9_d677e33271
welchem	w11_d677e33274
Eifer	w13_d677e33278
dieselben	w15_d677e33281
Uns	w17_d677e33284
den	w19_d677e33287
Eid	w21_d677e33290
der	w1_d677e33295
Treue,	w3_d677e33298
von	w5_d677e33301
der	w7_d677e33304
Wir	w9_d677e33307
schon	w11_d677e33310
vorher	w13_d677e33314
vollkommen	w15_d677e33317
überzeugt	w17_d677e33320
gewesen,	w19_d677e33323
auf	w21_d677e33326
das	w1_d677e33332
feyerlichste	w3_d677e33335
geleistet.	w5_d677e33338
Um	w7_d677e33341
also	w9_d677e33344
dem	w11_d677e33347
Allerhöchsten	w13_d677e33351
für	w15_d677e33354
den	w17_d677e33357
bey	w19_d677e33360
dieser	w21_d677e33363
Un	w23_d677e33366
ternehmung	w1_d677e33371
geleisteten	w3_d677e33374
kräftigen	w5_d677e33377
Beystand,	w7_d677e33380
Unsere	w9_d677e33383
Dankbarkeit	w11_d677e33386
auch	w13_d677e33390
da	w15_d677e33393
durch	w1_d677e33398
darzulegen,	w3_d677e33401
daß	w5_d677e33404
Wir	w7_d677e33407
zeigen,	w9_d677e33410
wie	w11_d677e33413
Wir	w13_d677e33417
das	w15_d677e33420
Reich	w17_d677e33423
nicht	w19_d677e33426
anders,	w21_d677e33429
als	w23_d677e33432
von	w1_d677e33437
seiner	w3_d677e33440
Allmachts=vollen	w5_d677e33443
Hand	w7_d677e33446
empfangen	w9_d677e33449
haben;	w11_d677e33452
so	w13_d677e33456
sind	w15_d677e33459
Wir	w17_d677e33462
ent	w19_d677e33465
schlossen,	w1_d677e33471
nach	w3_d677e33474
dem	w5_d677e33477
Exempel	w7_d677e33480
Unserer	w9_d677e33483
allerdurchläuchtigsten	w11_d677e33486
Vorgänger	w13_d677e33490
auf	w1_d677e33495
dem	w3_d677e33498
Rußisch=Kais=Throne,	w5_d677e33501
wie	w7_d677e33504
nicht	w9_d677e33507
weniger	w11_d677e33510
nach	w13_d677e33514
dem	w15_d677e33517
Gebrauch	w17_d677e33520
der	w19_d677e33523
recht	w21_d677e33526
glau	w1_d677e33531
</p>
<p id="p8_d677e33536">
glaubigen	w1_d677e33540
Griechischen	w3_d677e33543
Kaiser	w5_d677e33546
und	w7_d677e33549
selbst	w9_d677e33552
der	w11_d677e33555
ältesten	w13_d677e33559
Könige	w15_d677e33562
des	w17_d677e33565
Volkes	w19_d677e33568
Jsrael,	w1_d677e33573
so	w3_d677e33576
bey	w5_d677e33579
Empfahung	w7_d677e33582
des	w9_d677e33585
Reiches	w11_d677e33588
sich	w13_d677e33592
mit	w15_d677e33595
dem	w17_d677e33598
heiligen	w19_d677e33601
Oel	w21_d677e33604
salben	w23_d677e33607
lassen,	w1_d677e33612
ohne	w3_d677e33615
weitern	w5_d677e33618
Verzug	w7_d677e33621
die	w9_d677e33624
heilige	w11_d677e33627
Salbung	w13_d677e33631
gleichfals	w15_d677e33634
zu	w17_d677e33637
empfangen,	w19_d677e33640
und	w1_d677e33646
Uns	w3_d677e33649
die	w5_d677e33652
Crone	w7_d677e33655
aufzusetzen;	w9_d677e33658
welches	w11_d677e33661
Wir	w13_d677e33665
mit	w15_d677e33668
göttlicher	w17_d677e33671
Hülfe	w19_d677e33674
im	w21_d677e33677
September=Monat	w1_d677e33682
dieses	w3_d677e33685
1762.	w5_d677e33688
Jahres	w7_d677e33691
in	w9_d677e33694
Unserer	w11_d677e33697
Residenz=stadt	w13_d677e33701
Moscau	w15_d677e33704
zu	w1_d677e33709
vollziehen	w3_d677e33712
gesonnen	w5_d677e33715
sind,	w7_d677e33718
und	w9_d677e33721
dahero	w11_d677e33724
in	w13_d677e33728
Unserem	w15_d677e33731
ganzen	w17_d677e33734
Reiche	w19_d677e33737
durch	w21_d677e33740
ge	w23_d677e33743
druckte	w1_d677e33748
Manifeste	w3_d677e33751
kund	w5_d677e33754
zu	w7_d677e33757
thun,	w9_d677e33760
anbefohlen	w11_d677e33763
haben.	w13_d677e33767
</p>
<p id="p10_d677e33770">
Das	w1_d677e33774
Original	w3_d677e33777
ist	w5_d677e33780
von	w7_d677e33783
Jhrer	w9_d677e33786
Kaiserl.	w11_d677e33789
Majestät	w13_d677e33793
eigenhändig	w15_d677e33796
also	w17_d677e33799
un	w19_d677e33802
terschrieben:	w1_d677e33807
</p>
<head id="h2_d677e33819">
Gedruckt	w1_d677e33823
in	w3_d677e33826
St.	w5_d677e33829
Petersburg	w7_d677e33832
beym	w9_d677e33835
Senat	w11_d677e33838
den	w13_d677e33842
7ten	w15_d677e33845
Julii.	w17_d677e33848
</head>
<head id="h4_d677e33856">
Königsberg	w1_d677e33860
den	w3_d677e33863
17ten	w5_d677e33866
Julii	w7_d677e33869
1762.	w9_d677e33872
</head>
<p id="p6_d677e33875">
Nsere	w1_d677e33879
Freude	w3_d677e33882
über	w5_d677e33885
den	w7_d677e33888
zwischen	w9_d677e33891
Rußland	w11_d677e33894
und	w13_d677e33898
Preussen	w15_d677e33901
geschlossenen	w17_d677e33904
Friedens	w1_d677e33909
und	w3_d677e33912
Freundschafts=tractat	w5_d677e33915
war	w7_d677e33918
von	w9_d677e33921
keiner	w11_d677e33924
langen	w13_d677e33928
Dauer	w15_d677e33931
gewesen:	w1_d677e33936
Eben	w3_d677e33939
da	w5_d677e33942
wir	w7_d677e33945
glaubten,	w9_d677e33948
der	w11_d677e33951
Rußischen	w13_d677e33955
Botmäßigkeit	w15_d677e33958
ent	w17_d677e33961
lediget	w1_d677e33967
zu	w3_d677e33970
werden,	w5_d677e33973
sehen	w7_d677e33976
wir	w9_d677e33979
uns	w11_d677e33982
von	w13_d677e33986
neuem	w15_d677e33989
derselben	w17_d677e33992
unterworfen.	w19_d677e33995
Der	w21_d677e33998
im	w1_d677e34003
Königreich	w3_d677e34006
Preussen	w5_d677e34009
commandirende	w7_d677e34012
Rußisch=Kaiserl.	w9_d677e34015
Herr	w11_d677e34018
General	w13_d677e34022
von	w1_d677e34027
Woyerkow	w3_d677e34030
hat	w5_d677e34033
seit	w7_d677e34036
der	w9_d677e34039
in	w11_d677e34042
Rußland	w13_d677e34046
vorgegangenen	w15_d677e34049
Staatsverän	w17_d677e34052
derung	w1_d677e34057
vorgestern	w3_d677e34060
ein	w5_d677e34063
Manifest	w7_d677e34066
heraus	w9_d677e34069
gegeben,	w11_d677e34072
folgenden	w13_d677e34076
Jnhalts:	w15_d677e34079
</p>
<head id="h2_d677e34085">
Auf	w1_d677e34089
Befehl	w3_d677e34092
der	w5_d677e34095
grossen	w7_d677e34098
Frauen	w9_d677e34101
Kaiserin	w11_d677e34104
Ca	w13_d677e34108
Selbsthalterin	w1_d677e34113
aller	w3_d677e34116
tharina	w1_d677e34121
Alexyewna,	w3_d677e34124
Reussen	w1_d677e34130
rc.	w3_d677e34133
rc.	w5_d677e34136
rc.	w7_d677e34139
</head>
<p id="p4_d677e34142">
B	w1_d677e34146
zwar	w3_d677e34149
durch	w5_d677e34152
eine	w7_d677e34155
unter	w9_d677e34158
dem	w11_d677e34161
27.	w13_d677e34165
Junii	w15_d677e34168
st.	w17_d677e34171
v.	w19_d677e34174
8.	w21_d677e34177
Julii	w23_d677e34180
st.	w25_d677e34184
n.	w27_d677e34187
von	w29_d677e34190
mir	w31_d677e34193
Sedurch	w1_d677e34198
den	w3_d677e34201
Druck	w5_d677e34204
bekannt	w7_d677e34207
gemachte	w9_d677e34210
Publication	w11_d677e34213
denen	w13_d677e34217
sammentli	w15_d677e34220
chen	w1_d677e34225
Einsassen	w3_d677e34228
dieses	w5_d677e34231
Königreichs	w7_d677e34234
kund	w9_d677e34237
gethan	w11_d677e34240
worden,	w13_d677e34244
daß	w15_d677e34247
vermöge	w17_d677e34250
ei	w19_d677e34253
nes	w1_d677e34259
mit	w3_d677e34262
Sr.	w5_d677e34265
Majestät	w7_d677e34268
dem	w9_d677e34271
Könige	w11_d677e34274
in	w13_d677e34278
Preussen	w15_d677e34281
beschlossenen	w17_d677e34284
Tractat	w19_d677e34287
die	w21_d677e34290
ses	w1_d677e34295
Königreichs	w3_d677e34298
Sr.	w5_d677e34301
Majestät	w7_d677e34304
völlig	w9_d677e34307
zum	w11_d677e34310
vorigen	w13_d677e34314
Besitz	w15_d677e34317
eingeraumet,	w17_d677e34320
und	w19_d677e34323
in	w1_d677e34328
folge	w3_d677e34331
dessen	w5_d677e34334
die	w7_d677e34337
Einwohner	w9_d677e34340
desselben	w11_d677e34343
von	w13_d677e34347
ihren	w15_d677e34350
Seiten	w17_d677e34353
der	w19_d677e34356
Ocupation	w21_d677e34359
dieses	w1_d677e34364
Landes	w3_d677e34367
durch	w5_d677e34370
die	w7_d677e34373
glorieuse	w9_d677e34376
Rußisch=Kaiserl.	w11_d677e34379
Waffen,	w13_d677e34383
geleisteten	w15_d677e34386
Eid,	w17_d677e34389
und	w1_d677e34395
übrigen	w3_d677e34398
Verbindungen	w5_d677e34401
losgezehlet	w7_d677e34404
worden;	w9_d677e34407
so	w11_d677e34410
habe	w13_d677e34414
dannoch	w15_d677e34417
auf	w17_d677e34420
al	w19_d677e34423
lerhöchsten	w1_d677e34428
Befehl	w3_d677e34431
der	w5_d677e34434
Allerdurchleuchtigsten,	w7_d677e34437
Großmächtigsten	w9_d677e34440
Frau	w11_d677e34443
und	w13_d677e34447
Kaiserin	w1_d677e34452
Catharina	w3_d677e34455
Alexyewna,	w5_d677e34458
da	w7_d677e34461
nach	w9_d677e34464
dem	w11_d677e34467
allerweisesten	w13_d677e34471
Raht=schluß	w15_d677e34474
GOttes	w1_d677e34479
Jhro	w3_d677e34482
Kaiserl.	w5_d677e34485
