<doc id="wr_1759-04-11" attrs="word" year="1759" month="04" day="11" corpus="2">
<head id="h2_d338e3632">
Coburg	w1_d338e3636
pr.	w15_d338e28905
6.	w17_d338e28908
Fl.	w19_d338e28911
45.	w21_d338e28914
Kr.	w23_d338e28917
Tables	w1_d338e28922
astronomiques	w3_d338e28925
dressées	w5_d338e28928
&	w7_d338e28931
mises	w9_d338e28934
en	w11_d338e28937
Lumiere	w13_d338e28941
par	w15_d338e28944
les	w17_d338e28947
Ordres	w19_d338e28950
&	w21_d338e28953
par	w1_d338e28958
la	w3_d338e28961
Magnificence	w5_d338e28964
de	w7_d338e28967
Louis	w9_d338e28970
le	w11_d338e28973
Grand,	w13_d338e28977
par	w15_d338e28980
Mr.	w17_d338e28983
de	w19_d338e28986
la	w21_d338e28989
Hire,	w23_d338e28992
av.	w25_d338e28996
fig.	w1_d338e29002
gr.	w3_d338e29005
4to	w5_d338e29008
Paris	w7_d338e29011
1735.	w9_d338e29014
pr.	w11_d338e29017
3.	w13_d338e29021
Fl.	w15_d338e29024
Amnales	w1_d338e29029
de	w3_d338e29032
la	w5_d338e29035
Monarchie	w7_d338e29038
Françoise,	w9_d338e29041
depuis	w11_d338e29044
son	w13_d338e29048
Etablissement	w15_d338e29051
jusques	w17_d338e29054
1	w1_d338e29059
present,	w3_d338e29062
avec	w5_d338e29065
diverses	w7_d338e29068
Cartes	w9_d338e29071
génealogiques,	w11_d338e29074
par	w13_d338e29078
Mr.	w15_d338e29081
de	w17_d338e29084
Li-	w19_d338e29087
miers,	w1_d338e29092
II.	w3_d338e29095
Part.	w5_d338e29098
gr.	w7_d338e29101
Fol.	w9_d338e29104
Amst.	w11_d338e29107
1724.	w13_d338e29111
pr.	w15_d338e29114
15.	w17_d338e29117
Fl.	w19_d338e29120
Voyages	w1_d338e29126
faits	w3_d338e29129
principalement	w5_d338e29132
en	w7_d338e29135
Asie	w9_d338e29138
dans	w11_d338e29141
les	w13_d338e29145
XII.	w15_d338e29148
XIII.	w17_d338e29151
XIV.	w19_d338e29154
&	w21_d338e29157
XV.	w23_d338e29160
Slecles	w1_d338e29165
par	w3_d338e29168
Benj.	w5_d338e29171
de	w7_d338e29174
Tudele,	w9_d338e29177
Jean	w11_d338e29180
du	w13_d338e29184
Plan-Carpin	w15_d338e29187
&	w17_d338e29190
autres,	w19_d338e29193
ac-	w21_d338e29196
compagnes	w1_d338e29201
de	w3_d338e29204
l'Histoire	w5_d338e29207
des	w7_d338e29210
Sarasins	w9_d338e29213
&	w11_d338e29216
des	w13_d338e29220
Tartares,	w15_d338e29223
par	w17_d338e29226
Pierre	w19_d338e29229
Bergeron,	w1_d338e29234
II.	w3_d338e29237
Tomes	w5_d338e29240
av.	w7_d338e29243
des	w9_d338e29246
Cartes	w11_d338e29249
geograph.	w13_d338e29253
gr.	w15_d338e29256
4to	w17_d338e29259
Haye,	w19_d338e29262
1735.	w1_d338e29268
pr.	w3_d338e29271
5.	w5_d338e29274
Fl.	w7_d338e29277
Istoria	w1_d338e29282
di	w1_d338e29287
tutte	w3_d338e29290
l'Eresie,	w5_d338e29293
descritta	w7_d338e29296
da	w9_d338e29299
Domenico	w11_d338e29302
Bernino,	w13_d338e29306
IV.	w15_d338e29309
Tomi	w17_d338e29312
4to	w19_d338e29315
Venezia	w1_d338e29320
1745.	w3_d338e29323
pr.	w5_d338e29326
8.	w7_d338e29329
Fl.	w9_d338e29332
30.	w11_d338e29335
Cr.	w13_d338e29339
</list>
<list id="l12_d338e29344">
lern	w1_d338e29348
bey	w3_d338e29351
der	w5_d338e29354
obern	w7_d338e29357
Jesuiter=porten	w9_d338e29360
gegen	w11_d338e29363
über,	w13_d338e29367
ist	w15_d338e29370
zu	w17_d338e29373
haben:	w19_d338e29376
Mich.	w1_d338e29381
Casp.	w1_d338e29386
Londorpii,	w3_d338e29389
der	w5_d338e29392
Röm.	w7_d338e29395
Kais.	w9_d338e29398
Majestät	w11_d338e29401
und	w13_d338e29405
des	w15_d338e29408
Heil.	w17_d338e29411
Röm.	w19_d338e29414
Reichs	w1_d338e29420
geist	w3_d338e29423
und	w5_d338e29426
weltlicher	w7_d338e29429
Stände,	w9_d338e29432
Chur	w11_d338e29435
und	w13_d338e29439
Fürsten,	w15_d338e29442
Grafen,	w17_d338e29445
Herren,	w1_d338e29450
und	w3_d338e29453
Städte,	w5_d338e29456
Acta	w7_d338e29459
publica	w9_d338e29462
und	w11_d338e29465
schriftliche	w13_d338e29469
Handlungen,	w15_d338e29472
so	w1_d338e29477
in	w3_d338e29480
Friedens	w5_d338e29483
und	w7_d338e29486
Kriegs=zeiten	w9_d338e29489
vorgekommen,	w11_d338e29492
18.	w13_d338e29496
Theile	w15_d338e29499
nebst	w17_d338e29502
einem	w1_d338e29507
Haupt=register,	w3_d338e29510
und	w5_d338e29513
Mart.	w7_d338e29516
Meyeri	w9_d338e29519
Londorpio	w11_d338e29522
suppleto	w13_d338e29526
&	w15_d338e29529
continuato	w1_d338e29535
4.	w3_d338e29538
Theilen	w5_d338e29541
Fol.	w7_d338e29544
Frankf.	w9_d338e29547
1668.	w11_d338e29550
—	w13_d338e29554
1739.	w15_d338e29557
in	w17_d338e29560
23.	w19_d338e29563
sau	w21_d338e29566
bern	w1_d338e29571
Franz=bänden	w3_d338e29574
per	w5_d338e29577
150.	w7_d338e29580
Fl.	w9_d338e29583
Joh.	w1_d338e29588
Heinr.	w1_d338e29593
Gottl.	w3_d338e29596
von	w5_d338e29599
Justi,	w7_d338e29602
Anweisung	w9_d338e29605
zu	w11_d338e29608
einer	w13_d338e29612
guten	w15_d338e29615
Deutschen	w17_d338e29618
Schreib=art,	w1_d338e29624
und	w3_d338e29627
allen	w5_d338e29630
in	w7_d338e29633
den	w9_d338e29636
Geschäften	w11_d338e29639
und	w13_d338e29643
Rechts=sachen	w15_d338e29646
vor	w17_d338e29649
fallenden	w1_d338e29654
schriftlichen	w3_d338e29657
Ausarbeitungen,	w5_d338e29660
zu	w7_d338e29663
welchem	w9_d338e29666
Ende	w11_d338e29669
allenthal	w13_d338e29673
ben	w1_d338e29678
wolausgearbeitete	w3_d338e29681
Proben	w5_d338e29684
und	w7_d338e29687
Beyspiele	w9_d338e29690
beygefüget	w11_d338e29693
werden.	w13_d338e29697
gros	w1_d338e29702
8.	w3_d338e29705
Leipzig	w5_d338e29708
1758.	w7_d338e29711
1.	w9_d338e29714
Fl.	w11_d338e29717
30.	w13_d338e29721
Kr.	w15_d338e29724
De	w1_d338e29730
l'Origine	w3_d338e29733
des	w5_d338e29736
Loix	w7_d338e29739
des	w9_d338e29742
Arts	w11_d338e29745
&	w13_d338e29749
des	w15_d338e29752
sciences	w17_d338e29755
&	w19_d338e29758
de	w21_d338e29761
leurs	w23_d338e29764
Progrés	w25_d338e29768
chez	w1_d338e29773
les	w3_d338e29776
anciens	w5_d338e29779
Peuples,	w7_d338e29782
par	w9_d338e29785
Mr.	w11_d338e29788
le	w13_d338e29792
Président	w15_d338e29795
de	w17_d338e29798
Goguet.	w19_d338e29801
3.	w21_d338e29804
To-	w23_d338e29807
mes	w1_d338e29812
avec	w3_d338e29815
des	w5_d338e29818
figures,	w7_d338e29821
gr.	w9_d338e29824
12.	w11_d338e29827
Paris,	w13_d338e29831
1758.	w15_d338e29834
pour	w17_d338e29837
8.	w19_d338e29840
Fl.	w21_d338e29843
30.	w23_d338e29846
Kr.	w25_d338e29850
Astronomie	w1_d338e29855
physique	w3_d338e29858
ou	w5_d338e29861
Principes	w7_d338e29864
généreaux	w9_d338e29867
de	w11_d338e29870
la	w13_d338e29874
Nature,	w15_d338e29877
appliqués	w17_d338e29880
au	w1_d338e29886
Mecanisme	w3_d338e29889
astronomique	w5_d338e29892
&	w7_d338e29895
comparés	w9_d338e29898
aux	w11_d338e29901
Principes	w13_d338e29905
de	w15_d338e29908
la	w17_d338e29911
Phi-	w19_d338e29914
losophie	w1_d338e29919
de	w3_d338e29922
M.	w5_d338e29925
Newton,	w7_d338e29928
par	w9_d338e29931
M.	w11_d338e29934
de	w13_d338e29938
Gamaches,	w15_d338e29941
av.	w17_d338e29944
fig.	w19_d338e29947
gr.	w21_d338e29950
4.	w23_d338e29953
Pa-	w25_d338e29957
</list>
<p id="p16_d338e29963">
Christ.	w1_d338e29967
Gottlob	w3_d338e29970
Haltaus	w5_d338e29973
Glossarium	w7_d338e29976
germanicum	w9_d338e29979
medii	w11_d338e29982
ævi	w13_d338e29986
maximam	w15_d338e29989
partem	w1_d338e29994
è	w3_d338e29997
Diplomatibus	w5_d338e30000
multis	w7_d338e30003
præterea	w9_d338e30006
aliis	w11_d338e30009
Monimentis	w13_d338e30013
tam	w15_d338e30016
editis	w1_d338e30021
quam	w3_d338e30024
ineditis	w5_d338e30027
adornatum,	w7_d338e30030
II.	w9_d338e30033
Tomi,	w11_d338e30036
Fol.	w13_d338e30040
Lipsiæ	w15_d338e30043
1758.	w17_d338e30046
pr.	w19_d338e30049
10.	w1_d338e30055
Fl.	w3_d338e30058
30.	w5_d338e30061
Cr.	w7_d338e30064
</p>
<list id="l18_d338e30067">
Joh.	w1_d338e30071
Schröders	w3_d338e30074
allgemeiner	w5_d338e30077
Medicinisch=Chymischer	w7_d338e30080
Arzney=Schatz,	w9_d338e30083
nebst	w11_d338e30086
D.	w1_d338e30091
Fried.	w3_d338e30094
Hofmanns	w5_d338e30097
herrlichen	w7_d338e30100
Anmerkungen,	w9_d338e30103
in	w11_d338e30106
sechs	w13_d338e30110
Büchern,	w15_d338e30113
wel	w17_d338e30116
che	w1_d338e30121
eine	w3_d338e30124
Einleitung	w5_d338e30127
zur	w7_d338e30130
Chymie,	w9_d338e30133
ein	w11_d338e30136
allgemeines	w13_d338e30140
Dispensatorium,	w15_d338e30143
und	w1_d338e30149
ein	w3_d338e30152
vollständiges	w5_d338e30155
BergKräuter	w7_d338e30158
und	w9_d338e30161
Thier=Buch,	w11_d338e30164
oder	w13_d338e30168
Mate-	w15_d338e30171
rialien=Lexicon	w1_d338e30176
enthalten,	w3_d338e30179
mit	w5_d338e30182
einer	w7_d338e30185
allgemeinen	w9_d338e30188
Apothecker=Tax,	w11_d338e30191
und	w1_d338e30196
vielen	w3_d338e30199
Kupfern	w5_d338e30202
3.	w7_d338e30205
Theile	w9_d338e30208
Fol.	w11_d338e30211
Nürnberg	w13_d338e30215
1746.	w15_d338e30218
pr.	w17_d338e30221
10.	w19_d338e30224
Fl.	w21_d338e30227
Eigentliche	w1_d338e30232
Staats=verfassung	w3_d338e30235
des	w5_d338e30238
Reichs	w7_d338e30241
Schweden,	w9_d338e30244
unter	w11_d338e30247
seiner	w13_d338e30251
gesätz	w15_d338e30254
mäßigen	w1_d338e30260
Freyheit	w3_d338e30263
beschrieben,	w5_d338e30266
und	w7_d338e30269
wider	w9_d338e30272
Uebelgesinnte	w11_d338e30275
gerettet,	w13_d338e30279
von	w15_d338e30282
dem	w1_d338e30287
ehrlichen	w3_d338e30290
Schweden,	w5_d338e30293
gros	w7_d338e30296
8.	w9_d338e30299
Stralsund	w11_d338e30302
1758.	w13_d338e30306
pr.	w15_d338e30309
3.	w17_d338e30312
Fl.	w19_d338e30315
Fracasini	w1_d338e30320
Opuscula	w3_d338e30323
pathologica	w5_d338e30326
alterum	w7_d338e30329
de	w9_d338e30332
febribus	w11_d338e30335
alterum	w13_d338e30339
de	w15_d338e30342
ma-	w17_d338e30345
Ant.	w1_d338e30350
lo	w1_d338e30356
hypochondriaco,	w3_d338e30359
recusa	w5_d338e30362
cum	w7_d338e30365
Indice.	w9_d338e30368
4to	w11_d338e30371
Lips.	w13_d338e30375
1758.	w15_d338e30378
pr.	w17_d338e30381
1.	w19_d338e30384
Fl.	w21_d338e30387
30.	w1_d338e30392
Cr.	w3_d338e30395
Joh.	w1_d338e30400
Christoph	w3_d338e30403
Hirschens,	w5_d338e30406
des	w7_d338e30409
Teutschen	w9_d338e30412
Reichs	w11_d338e30415
Münz=Archiv,	w13_d338e30419
bestehend	w15_d338e30422
in	w17_d338e30425
</list>
<head id="h2_d338e30432">
Memoires	w1_d338e30436
historiques,	w3_d338e30439
militaires	w5_d338e30442
&	w7_d338e30445
politiques	w9_d338e30448
sur	w11_d338e30451
les	w13_d338e30455
principaux	w15_d338e30458
Evéne-	w17_d338e30461
mens	w1_d338e30466
arrivés	w3_d338e30469
dans	w5_d338e30472
l'Isle	w7_d338e30475
&	w9_d338e30478
Royaume	w11_d338e30481
de	w13_d338e30485
Corse	w15_d338e30488
depuis	w17_d338e30491
1738.	w19_d338e30494
jus-	w21_d338e30497
ques	w1_d338e30502
1741.	w3_d338e30505
avec	w5_d338e30508
l'histoire	w7_d338e30511
naturelle	w9_d338e30514
de	w11_d338e30517
ce	w13_d338e30521
Pais	w15_d338e30524
là,	w17_d338e30527
&	w19_d338e30530
une	w21_d338e30533
Carte	w23_d338e30536
nouvelle	w1_d338e30542
de	w3_d338e30545
l'Isle	w5_d338e30548
de	w7_d338e30551
Corse,	w9_d338e30554
par	w11_d338e30557
M.	w13_d338e30561
Jaussin	w15_d338e30564
in	w17_d338e30567
II.	w19_d338e30570
Tomes	w21_d338e30573
gr.	w23_d338e30576
12mo	w25_d338e30580
Lausanne	w1_d338e30585
1758.	w3_d338e30588
3.	w5_d338e30591
Fl.	w7_d338e30594
30.	w9_d338e30597
Cr.	w11_d338e30600
Gohls	w1_d338e30605
(Joh.	w3_d338e30608
Dan.)	w5_d338e30611
Compendium	w7_d338e30614
oder	w9_d338e30617
kurze	w11_d338e30620
Einleitung	w13_d338e30624
zur	w15_d338e30627
Praxi	w17_d338e30630
Chi-	w19_d338e30633
rurgica,	w1_d338e30638
dadurch	w3_d338e30641
einem	w5_d338e30644
angehenden	w7_d338e30647
Chirurgo	w9_d338e30650
ein	w11_d338e30653
sicherer	w13_d338e30657
Weg	w15_d338e30660
an	w17_d338e30663
gewiesen	w1_d338e30669
wird,	w3_d338e30672
wie	w5_d338e30675
er	w7_d338e30678
die	w9_d338e30681
äusserlichen	w11_d338e30684
Krankheiten	w13_d338e30688
erkennen,	w15_d338e30691
wohr	w17_d338e30694
unterscheiden,	w1_d338e30699
davon	w3_d338e30702
urtheilen	w5_d338e30705
und	w7_d338e30708
sie	w9_d338e30711
glücklich	w11_d338e30714
curiren	w13_d338e30718
möge	w15_d338e30721
in	w17_d338e30724
8.	w19_d338e30727
Nürnb.	w1_d338e30732
1758.	w3_d338e30735
pr.	w5_d338e30738
1.	w7_d338e30741
Fl.	w9_d338e30744
Scientia	w1_d338e30749
Salutis	w3_d338e30752
Gentium,	w5_d338e30755
Judeorum	w7_d338e30758
&	w9_d338e30761
Hæreticorum	w11_d338e30764
errores	w13_d338e30768
conrun-	w15_d338e30771
dens.	w1_d338e30777
Sive	w3_d338e30780
selectæ	w5_d338e30783
Controversiæ	w7_d338e30786
contra	w9_d338e30789
omnes	w11_d338e30792
Religionis	w13_d338e30796
Ca-	w15_d338e30799
tholicæ	w1_d338e30804
Hostes:	w3_d338e30807
in	w5_d338e30810
quibus	w7_d338e30813
præcipua	w9_d338e30816
christianæ	w11_d338e30819
fidei	w13_d338e30823
Dogmata	w15_d338e30826
as	w17_d338e30829
</head>
<list id="l4_d338e30832">
vilegien	w1_d338e30836
über	w3_d338e30839
das	w5_d338e30842
Münz=Recht,	w7_d338e30845
Kais.	w9_d338e30848
Rescripten,	w11_d338e30851
Reichs=Gutachten	w13_d338e30855
Commissions-decreten,	w1_d338e30860
Münzprobations-Reichs	w3_d338e30863
und	w5_d338e30866
CreyßTags	w7_d338e30869
Abschiede	w1_d338e30874
rc.	w3_d338e30877
nebst	w5_d338e30880
zuverläßigen	w7_d338e30883
Nachrichten	w9_d338e30886
von	w11_d338e30889
Teutschen	w13_d338e30893
Münz	w15_d338e30896
wesen	w1_d338e30902
überhaupt,	w3_d338e30905
in	w5_d338e30908
ältern,	w7_d338e30911
mitlern,	w9_d338e30914
und	w11_d338e30917
neuern	w13_d338e30921
Zeiten,	w15_d338e30924
5.	w17_d338e30927
Theile	w19_d338e30930
Fol.	w1_d338e30935
Nürnberg	w3_d338e30938
1756.	w5_d338e30941
—	w7_d338e30944
59.	w9_d338e30947
pr.	w11_d338e30950
18.	w13_d338e30954
Fl.	w15_d338e30957
vitandam	w1_d338e30962
molestiam,	w3_d338e30965
breviter	w5_d338e30968
ac	w7_d338e30971
nervosé	w9_d338e30974
dilucidantur	w11_d338e30977
&	w13_d338e30981
propus	w15_d338e30984
nantur,	w1_d338e30989
fol.	w3_d338e30992
Bambergæ	w5_d338e30995
1758.	w7_d338e30998
pr.	w9_d338e31001
3.	w11_d338e31004
Fl.	w13_d338e31008
45.	w15_d338e31011
Cr.	w17_d338e31014
</list>
<list id="l6_d338e31018">
einer	w1_d338e31022
Sammlung	w3_d338e31025
Kais.	w5_d338e31028
und	w7_d338e31031
Reichs=Münz=Gesetze,	w9_d338e31034
Ordnungen,	w11_d338e31037
Pri-	w13_d338e31041
</list>
</doc>
