<doc id="wr_1759-05-02" attrs="word" year="1759" month="05" day="02" corpus="2">
<head id="h2_d344e3775">
Maynstrom	w1_d344e3779
</p>
<p id="p10_d344e29154">
S.	w1_d344e29158
Chrysostomi	w3_d344e29161
Opera	w5_d344e29164
omnia	w7_d344e29167
græco	w9_d344e29170
lat.	w11_d344e29173
è	w13_d344e29177
Congregatione	w15_d344e29180
S.	w17_d344e29183
Mauri,	w19_d344e29186
XIII.	w21_d344e29189
Tomi	w23_d344e29192
fol.	w25_d344e29196
Pa-	w27_d344e29199
risis	w1_d344e29204
1733.	w3_d344e29207
per	w5_d344e29210
120.	w7_d344e29213
Fl.	w9_d344e29216
</p>
<p id="p12_d344e29220">
Graveson	w1_d344e29224
historia	w3_d344e29227
Ecclesiastica	w5_d344e29230
V.	w7_d344e29233
&	w9_d344e29236
N.	w11_d344e29239
Testamenti,	w13_d344e29243
XII.	w15_d344e29246
Tomi	w17_d344e29249
4.	w19_d344e29252
Venetiis	w21_d344e29255
1744.	w23_d344e29258
per	w25_d344e29262
8.	w27_d344e29265
Fl.	w29_d344e29268
Lirini	w1_d344e29273
comment.	w3_d344e29276
in	w5_d344e29279
S.	w7_d344e29282
Scripturam	w9_d344e29285
fol.	w11_d344e29288
Venetiis	w13_d344e29292
1754.	w15_d344e29295
per	w17_d344e29298
6.	w19_d344e29301
Fl.	w21_d344e29304
</p>
<list id="l14_d344e29307">
Calmet	w1_d344e29311
Comment.	w3_d344e29314
literale	w5_d344e29317
in	w7_d344e29320
S.	w9_d344e29323
Scripturam	w11_d344e29326
cum	w13_d344e29330
prolegomenis	w15_d344e29333
&	w17_d344e29336
Dictionario	w19_d344e29339
Biblico	w21_d344e29342
XII.	w23_d344e29345
Tomi	w1_d344e29350
fol.	w3_d344e29353
Aug.	w5_d344e29356
Vind.	w7_d344e29359
1734.	w9_d344e29362
per	w11_d344e29365
50.	w13_d344e29369
Fl.	w15_d344e29372
Conciliorum	w1_d344e29377
omnium	w3_d344e29380
tam	w5_d344e29383
generalium	w7_d344e29386
quam	w9_d344e29389
particularium	w11_d344e29392
ab	w13_d344e29396
Apostolorum	w15_d344e29399
temporibus	w17_d344e29402
ad	w1_d344e29408
Eugenium	w3_d344e29411
IV.	w5_d344e29414
celebratorum	w7_d344e29417
ex	w9_d344e29420
vetustissimis	w11_d344e29423
diversarum	w13_d344e29427
Regionum	w15_d344e29430
Bibliothecis	w17_d344e29433
collectio	w1_d344e29438
per	w3_d344e29441
Petrum	w5_d344e29444
Grabe	w7_d344e29447
Ord.	w9_d344e29450
S.	w11_d344e29453
Franc.	w13_d344e29457
fol.	w15_d344e29460
Coloniæ	w17_d344e29463
1538.	w19_d344e29466
2.	w21_d344e29469
Bände	w23_d344e29472
à	w25_d344e29476
10.	w27_d344e29479
Fl.	w29_d344e29482
Hohi	w1_d344e29487
Cardin.	w3_d344e29490
Opera	w5_d344e29493
polemica	w7_d344e29496
fol.	w9_d344e29499
Coloniæ	w11_d344e29502
1584.	w13_d344e29506
2.	w15_d344e29509
Bände	w17_d344e29512
per	w19_d344e29515
18.	w21_d344e29518
Fl.	w23_d344e29521
Kance	w1_d344e29526
Auslegung	w3_d344e29529
der	w5_d344e29532
Regel	w7_d344e29535
des	w9_d344e29538
H.	w11_d344e29541
Benedicti	w13_d344e29545
4.	w15_d344e29548
Augspurg	w17_d344e29551
1753.	w19_d344e29554
1.	w21_d344e29557
Fl.	w23_d344e29560
45.	w25_d344e29564
Kr.	w27_d344e29567
riayn	w1_d344e29573
allgemeine	w3_d344e29576
Christliche	w5_d344e29579
Einöde,	w7_d344e29582
oder	w9_d344e29585
trost	w11_d344e29588
und	w13_d344e29592
lehrreiche	w15_d344e29595
Lebens=beschreibung	w17_d344e29598
der	w19_d344e29601
fürnehmsten	w1_d344e29606
frommen	w3_d344e29609
Vättern,	w5_d344e29612
Mönchen,	w7_d344e29615
und	w9_d344e29618
Einsiedlern	w11_d344e29621
mit	w13_d344e29625
53.	w15_d344e29628
Kupfern	w17_d344e29631
ent	w19_d344e29634
worfen,	w1_d344e29639
und	w3_d344e29642
beweglichen	w5_d344e29645
Lehren	w7_d344e29648
ausgefertiget,	w9_d344e29651
4.	w11_d344e29654
Prag	w13_d344e29658
1733.	w15_d344e29661
à	w17_d344e29664
2.	w19_d344e29667
Fl.	w21_d344e29670
15.	w23_d344e29673
Kr.	w25_d344e29677
Neumayr,	w1_d344e29682
S.	w3_d344e29685
J.	w5_d344e29688
heilige	w7_d344e29691
Streit=reden	w9_d344e29694
über	w11_d344e29697
wichtige	w13_d344e29701
Glaubens=fragen	w15_d344e29704
in	w17_d344e29707
der	w19_d344e29710
hohen	w21_d344e29713
Dom	w23_d344e29716
stifts=kirche	w1_d344e29722
in	w3_d344e29725
Augspurg	w5_d344e29728
im	w7_d344e29731
Jahr	w9_d344e29734
1757.	w11_d344e29737
und	w13_d344e29741
1758.	w15_d344e29744
gehalten,	w17_d344e29747
4.	w19_d344e29750
Augs.	w21_d344e29753
à	w23_d344e29756
4.	w25_d344e29760
Fl.	w27_d344e29763
nelschl	w1_d344e29768
enchiridion	w3_d344e29771
Teutonis	w5_d344e29774
Catholici,	w7_d344e29777
aliarum	w9_d344e29780
sectarum	w11_d344e29783
falsitatem	w13_d344e29787
Religionis	w15_d344e29790
suæ	w17_d344e29793
veri-	w19_d344e29796
tetem,	w1_d344e29801
nec	w3_d344e29804
non	w5_d344e29807
politicum	w7_d344e29810
dilectæ	w9_d344e29813
Patriæ	w11_d344e29816
suæ	w13_d344e29820
sistema	w15_d344e29823
aliaque	w17_d344e29826
utilissima,	w19_d344e29829
12.	w21_d344e29832
Aug.	w23_d344e29835
Vind.	w1_d344e29840
1759.	w3_d344e29843
per	w5_d344e29846
12.	w7_d344e29849
Kr.	w9_d344e29852
</list>
<list id="l16_d344e29856">
Holitenii	w1_d344e29860
Luca	w3_d344e29863
(Vatic.	w5_d344e29866
Basil.	w7_d344e29869
Canon.	w9_d344e29872
&	w11_d344e29875
Biblioth.	w13_d344e29879
Præfecti)	w15_d344e29882
Codex	w17_d344e29885
Regularum	w19_d344e29888
Monastica-	w21_d344e29891
rum	w1_d344e29896
&	w3_d344e29899
Canonicarum	w5_d344e29902
quas	w7_d344e29905
SS.	w9_d344e29908
Patres	w11_d344e29911
Monachis,	w13_d344e29915
Canonicis,	w15_d344e29918
&	w17_d344e29921
Virginibus	w19_d344e29924
Sancti-	w21_d344e29927
monialibus	w1_d344e29932
servandas	w3_d344e29935
præscripserunt,	w5_d344e29938
observationibus	w7_d344e29941
Critico-historicis	w9_d344e29944
à	w11_d344e29947
Mariano	w13_d344e29951
Brockie	w1_d344e29957
illustratus	w3_d344e29960
VI.	w5_d344e29963
Tomi	w7_d344e29966
fol.	w9_d344e29969
Aug.	w11_d344e29972
Vind.	w13_d344e29976
1759.	w15_d344e29979
per	w17_d344e29982
24.	w19_d344e29985
Fl.	w21_d344e29988
Dornn	w1_d344e29993
Diurnale	w3_d344e29996
Concionatorium	w5_d344e29999
id	w7_d344e30002
est:	w9_d344e30005
conceptus	w11_d344e30008
Præ	w13_d344e30012
dicabiles	w15_d344e30015
in	w17_d344e30018
singulos	w19_d344e30021
Dies	w21_d344e30024
seu	w23_d344e30027
pro	w25_d344e30031
qualibet	w1_d344e30036
Dominica,	w3_d344e30039
accedit	w5_d344e30042
Diurnale	w7_d344e30045
Concionat.	w9_d344e30048
in	w11_d344e30051
Festa	w13_d344e30055
pars	w15_d344e30058
I.	w17_d344e30061
complectens	w19_d344e30064
XXIV	w21_d344e30067
Conciones	w1_d344e30072
formatas	w3_d344e30075
&	w5_d344e30078
trina	w7_d344e30081
divisione	w9_d344e30084
clucidata	w11_d344e30087
de	w13_d344e30091
SS.	w15_d344e30094
Altaris	w17_d344e30097
Sacramento,	w19_d344e30100
cum	w21_d344e30103
ad-	w23_d344e30106
ditamento	w1_d344e30112
quinquag.	w3_d344e30115
conceptuum.	w5_d344e30118
Predicabilium	w7_d344e30121
de	w9_d344e30124
eadem	w11_d344e30127
amorosissima	w13_d344e30131
materia,	w15_d344e30134
8.	w17_d344e30137
VI.	w1_d344e30142
Partes.	w3_d344e30145
Aug.	w5_d344e30148
V.	w7_d344e30151
1758.	w9_d344e30154
1759.	w11_d344e30157
per	w13_d344e30161
7.	w15_d344e30164
Fl.	w17_d344e30167
Mannbard	w1_d344e30172
S.	w3_d344e30175
J.	w5_d344e30178
ingenua	w7_d344e30181
indoles	w9_d344e30184
scientiæ	w11_d344e30187
mediæ,	w13_d344e30191
probabilissimi,	w15_d344e30194
ac	w17_d344e30197
gratia	w19_d344e30200
efficacis	w21_d344e30203
8.	w23_d344e30206
Aug.	w25_d344e30210
</list>
<list id="l20_d344e30216">
spurg	w1_d344e30220
1758.	w3_d344e30223
à	w5_d344e30226
4.	w7_d344e30229
Fl.	w9_d344e30232
Benedicti	w1_d344e30237
Papæ	w3_d344e30240
XIV.	w5_d344e30243
constitutio	w7_d344e30246
fuper	w9_d344e30249
præcedentiæ	w11_d344e30252
ordine	w13_d344e30256
servando	w15_d344e30259
inter	w17_d344e30262
Abbatem	w19_d344e30265
gene-	w21_d344e30268
ralem,	w1_d344e30273
aliosque	w3_d344e30276
Abbates	w5_d344e30279
&	w7_d344e30282
Canonicos	w9_d344e30285
Regulares	w11_d344e30288
congregat.	w13_d344e30292
Lateranensis	w15_d344e30295
&	w17_d344e30298
S.	w19_d344e30301
Ba-	w21_d344e30304
silie	w1_d344e30310
Magni,	w3_d344e30313
4.	w5_d344e30316
Aug.	w7_d344e30319
Vind.	w9_d344e30322
1759.	w11_d344e30325
per	w13_d344e30329
27.	w15_d344e30332
Kr.	w17_d344e30335
Ottonis	w1_d344e30340
Thesaurus	w3_d344e30343
Juris	w5_d344e30346
Romani	w7_d344e30349
Amstelodami	w9_d344e30352
1753.	w11_d344e30355
5.	w13_d344e30359
Bände,	w15_d344e30362
accedit	w17_d344e30365
Tomus	w19_d344e30368
VI.	w21_d344e30371
con-	w23_d344e30374
tinens	w1_d344e30379
Gothofredi	w3_d344e30382
Opera	w5_d344e30385
minora	w7_d344e30388
fol.	w9_d344e30391
Lugduni	w11_d344e30394
1733.	w13_d344e30398
per	w15_d344e30401
45.	w17_d344e30404
Fl.	w19_d344e30407
Schmausens	w1_d344e30412
Corpus	w3_d344e30415
Juris	w5_d344e30418
gentium	w7_d344e30421
accademicum	w9_d344e30424
8.	w11_d344e30427
Lipsiæ	w13_d344e30431
1730.	w15_d344e30434
per	w17_d344e30437
6.	w19_d344e30440
Fl.	w21_d344e30443
30.	w23_d344e30446
Kr.	w25_d344e30450
Corpus	w1_d344e30458
Juris	w3_d344e30461
publici	w5_d344e30464
academicum	w7_d344e30467
8.	w9_d344e30470
Lips.	w11_d344e30473
1745.	w13_d344e30477
per	w15_d344e30480
5.	w17_d344e30483
Fl.	w19_d344e30486
Mosers	w1_d344e30491
teutsches	w3_d344e30494
Staats=recht	w5_d344e30497
4to	w7_d344e30500
3.	w9_d344e30503
Theile,	w11_d344e30506
Nürnberg	w13_d344e30510
1737.	w15_d344e30513
à	w17_d344e30516
4.	w19_d344e30519
Fl.	w21_d344e30522
30.	w23_d344e30525
Kr.	w25_d344e30529
Gundling	w1_d344e30534
Discurs	w3_d344e30537
über	w5_d344e30540
die	w7_d344e30543
Europäische	w9_d344e30546
Staaten	w11_d344e30549
4to	w13_d344e30553
2.	w15_d344e30556
Theile	w17_d344e30559
1732.	w19_d344e30562
à	w21_d344e30565
6.	w23_d344e30568
Fl.	w25_d344e30572
Heineccii	w1_d344e30578
Opera	w3_d344e30581
omnia	w5_d344e30584
4to	w7_d344e30587
VIII.	w9_d344e30590
Tomi	w11_d344e30593
Genevæ	w13_d344e30597
1749.	w15_d344e30600
per	w17_d344e30603
28.	w19_d344e30606
Fl.	w21_d344e30609
Goldasti	w1_d344e30614
de	w3_d344e30617
Juribus	w5_d344e30620
&	w7_d344e30623
Privilegiis	w9_d344e30626
Regni	w11_d344e30629
Bohemiæ	w13_d344e30633
commentatio	w15_d344e30636
fol.	w17_d344e30639
Francf.	w19_d344e30642
1719.	w21_d344e30645
à	w23_d344e30648
10.	w25_d344e30652
Fl.	w27_d344e30655
Eoerhaavens	w1_d344e30660
kurtzgefaste	w3_d344e30663
Lehr=sätze	w5_d344e30666
von	w7_d344e30669
Erkanntnuß	w9_d344e30672
und	w11_d344e30675
Heilung	w13_d344e30679
der	w15_d344e30682
Chirurgischen	w17_d344e30685
Krank	w19_d344e30688
heiten	w1_d344e30693
mit	w3_d344e30696
dem	w5_d344e30699
Commentario	w7_d344e30702
Herrn	w9_d344e30705
Gerhard	w11_d344e30708
von	w13_d344e30712
Switen	w15_d344e30715
8vo	w17_d344e30718
4	w19_d344e30721
Theile,	w21_d344e30724
Leipzig	w23_d344e30727
1753.	w1_d344e30733
4.	w3_d344e30736
Fl.	w5_d344e30739
Gorter	w1_d344e30744
praxis	w3_d344e30747
medicinæ	w5_d344e30750
systema	w7_d344e30753
4to	w9_d344e30756
Patavii	w11_d344e30759
1756.	w13_d344e30763
per	w15_d344e30766
1.	w17_d344e30769
Fl.	w19_d344e30772
12.	w21_d344e30775
Kr.	w23_d344e30778
</list>
<p id="p22_d344e30782">
Hpper	w1_d344e30786
Lob	w3_d344e30789
und	w5_d344e30792
Ehren=reden	w7_d344e30795
von	w9_d344e30798
der	w11_d344e30801
allerseeligsten	w13_d344e30805
Jungsrauen	w15_d344e30808
und	w17_d344e30811
Mutter=gottes	w19_d344e30814
Ma	w21_d344e30817
ria,	w1_d344e30822
von	w3_d344e30825
dem	w5_d344e30828
berühmtesten	w7_d344e30831
gleistlichen	w9_d344e30834
Wohl=redner	w11_d344e30837
auf	w13_d344e30841
zerschiedenen	w15_d344e30844
Canzeln	w17_d344e30847
abge	w19_d344e30850
halten,	w1_d344e30855
und	w3_d344e30858
auf	w5_d344e30861
alle	w7_d344e30864
Marianische	w9_d344e30867
Fest=täge	w11_d344e30870
des	w13_d344e30874
ganzen	w15_d344e30877
Jahrs	w17_d344e30880
eingetheilet,	w19_d344e30883
Fol.	w21_d344e30886
Aug	w23_d344e30889
</p>
<p id="p24_d344e30893">
in	w1_d344e30897
Horn=bände	w3_d344e30900
per	w5_d344e30903
30.	w7_d344e30906
Fl.	w9_d344e30909
Clusii	w1_d344e30914
historia	w3_d344e30917
Plantarum	w5_d344e30920
fol.	w7_d344e30923
Antverpiæ	w9_d344e30926
1	w11_d344e30929
601.	w13_d344e30933
gebunden	w15_d344e30936
per	w17_d344e30939
10.	w19_d344e30942
Fl.	w21_d344e30945
Van	w1_d344e30950
Switen	w3_d344e30953
Gerh.	w5_d344e30956
commentaria	w7_d344e30959
in	w9_d344e30962
Boerhavee	w11_d344e30965
III.	w13_d344e30969
Vol.	w15_d344e30972
4.	w17_d344e30975
Venet.	w19_d344e30978
1753.	w21_d344e30981
per	w23_d344e30984
6.	w25_d344e30988
Fl.	w27_d344e30991
Heisters	w1_d344e30997
teutsches	w3_d344e31000
Compendium	w5_d344e31003
Anatomicum	w7_d344e31006
8.	w9_d344e31009
Nürnb.	w11_d344e31012
1756.	w13_d344e31016
per	w15_d344e31019
1.	w17_d344e31022
Fl.	w19_d344e31025
45.	w21_d344e31028
Kr.	w23_d344e31031
Plattners	w1_d344e31036
Einleitung	w3_d344e31039
in	w5_d344e31042
die	w7_d344e31045
Chirurgie	w9_d344e31048
8.	w11_d344e31051
Leipzig,	w13_d344e31055
1757.	w15_d344e31058
per	w17_d344e31061
2.	w19_d344e31064
Fl.	w21_d344e31067
Diodori	w1_d344e31072
siculi	w3_d344e31075
Bibliotheca	w5_d344e31078
historica	w7_d344e31081
græco	w9_d344e31084
latine	w11_d344e31087
ad	w13_d344e31091
editionem	w15_d344e31094
Rhodomanni	w17_d344e31097
cum	w19_d344e31100
notis	w21_d344e31103
</p>
<list id="l26_d344e31106">
variorum	w1_d344e31110
II.	w3_d344e31113
Tomi	w5_d344e31116
fol.	w7_d344e31119
Amstel.	w9_d344e31122
1745.	w11_d344e31125
per	w13_d344e31129
35.	w1_d344e31134
Fl.	w3_d344e31137
Montfancon	w1_d344e31142
Bibliotheca	w3_d344e31145
Bibliothecarum	w5_d344e31148
in	w7_d344e31151
iisdem	w9_d344e31154
retentorum	w11_d344e31157
Manuscriptorum	w13_d344e31161
Catalogus	w15_d344e31164
fol.	w1_d344e31170
Parisiis	w3_d344e31173
1738.	w5_d344e31176
per	w7_d344e31179
25.	w9_d344e31182
Fl.	w11_d344e31185
Du	w1_d344e31190
Fresne	w3_d344e31193
glossarium	w5_d344e31196
mediæ	w7_d344e31199
&	w9_d344e31202
insimæ	w11_d344e31205
latinitatis	w13_d344e31209
III.	w15_d344e31212
Tomi	w17_d344e31215
fol.	w19_d344e31218
Venct.	w21_d344e31221
1736.	w23_d344e31224
pr.	w25_d344e31228
40.	w27_d344e31231
Fl.	w29_d344e31234
Gorii	w1_d344e31239
Museum	w3_d344e31242
Etruscum	w5_d344e31245
Figuris	w7_d344e31248
æri	w9_d344e31251
incisis	w11_d344e31254
&	w13_d344e31258
observationibus	w15_d344e31261
doctissimis	w17_d344e31264
illustratum	w19_d344e31267
III.	w21_d344e31270
Tomi	w1_d344e31275
fol.	w3_d344e31278
Florentiæ	w5_d344e31281
1743.	w7_d344e31284
pr.	w9_d344e31287
60.	w11_d344e31290
Fl.	w13_d344e31294
Hagers	w1_d344e31300
ausführliche	w3_d344e31303
Geographie	w5_d344e31306
samt	w7_d344e31309
Beschreibung	w9_d344e31312
der	w11_d344e31315
vornehmsten	w13_d344e31319
Stätten,	w15_d344e31322
III.	w17_d344e31325
Theile	w19_d344e31328
8.	w1_d344e31333
Chemnitz	w3_d344e31336
2755.	w5_d344e31339
3.	w7_d344e31342
Fl.	w9_d344e31345
30.	w11_d344e31348
Kr.	w13_d344e31352
Köhlers	w1_d344e31357
Müntz=belustigung	w3_d344e31360
von	w5_d344e31363
raren	w7_d344e31366
Thalern,	w9_d344e31369
Ducaten,	w11_d344e31372
Schaustücken	w13_d344e31376
rc.	w15_d344e31379
rc.	w17_d344e31382
mit	w19_d344e31385
um	w21_d344e31388
ständlicher	w1_d344e31393
historischer	w3_d344e31396
Erklärung	w5_d344e31399
in	w7_d344e31402
Kupfer	w9_d344e31405
entworfen,	w11_d344e31408
XVII.	w13_d344e31412
Theile	w15_d344e31415
4.	w17_d344e31418
Nürnberg	w19_d344e31421
1745.	w1_d344e31427
pr.	w3_d344e31430
45.	w5_d344e31433
Fl.	w7_d344e31436
Antophili	w1_d344e31441
wolbewärtes	w3_d344e31444
Garten=buch	w5_d344e31447
8.	w7_d344e31450
Straßburg	w9_d344e31453
1758.	w11_d344e31456
36.	w13_d344e31460
Kr.	w15_d344e31463
Amusemens	w1_d344e31468
de	w3_d344e31471
la	w5_d344e31474
Chasse	w7_d344e31477
&	w9_d344e31480
de	w11_d344e31483
la	w13_d344e31487
peche	w15_d344e31490
II.	w17_d344e31493
Tomes	w19_d344e31496
12.	w21_d344e31499
Amsterd.	w23_d344e31502
1743.	w25_d344e31506
3.	w27_d344e31509
Fl.	w29_d344e31512
Cours	w1_d344e31517
de	w3_d344e31520
la	w5_d344e31523
science	w7_d344e31526
militaire	w9_d344e31529
à	w11_d344e31532
l'usage	w13_d344e31536
de	w15_d344e31539
l'Infanterie	w17_d344e31542
&	w19_d344e31545
de	w21_d344e31548
la	w23_d344e31551
Cavallerie,	w25_d344e31555
de	w27_d344e31558
l'Artille-	w29_d344e31561
rie,	w1_d344e31567
du	w3_d344e31570
genie	w5_d344e31573
&	w7_d344e31576
de	w9_d344e31579
la	w11_d344e31582
Marine	w13_d344e31586
par	w15_d344e31589
Villeneuve,	w17_d344e31592
avec	w19_d344e31595
une	w21_d344e31598
quantité	w23_d344e31601
des	w25_d344e31605
figures	w27_d344e31608
Xr.	w29_d344e31611
</list>
<list id="l28_d344e31615">
Tomes	w1_d344e31619
8.	w3_d344e31622
à	w5_d344e31625
la	w7_d344e31628
Haye	w9_d344e31631
1740.	w11_d344e31634
pr.	w13_d344e31638
24.	w15_d344e31641
Fl.	w17_d344e31644
</list>
</doc>
