<doc id="wr_1762-02-03" attrs="word" year="1762" month="02" day="03" corpus="2">
<head id="h2_d627e3760">
Madrit,	w1_d627e3764
Fuggern	w11_d627e29043
v.	w13_d627e29047
Kirchberg,	w15_d627e29050
Weis	w17_d627e29053
senhorn,	w1_d627e29059
und	w3_d627e29062
Stellenburgische,	w5_d627e29065
theils	w7_d627e29068
Original=theils	w9_d627e29071
concipirte	w11_d627e29074
Geneal.	w13_d627e29078
Schriften,	w1_d627e29083
nebst	w3_d627e29086
dahin	w5_d627e29089
einschlagenden	w7_d627e29092
Wappen,	w9_d627e29095
dann	w11_d627e29098
der	w13_d627e29102
Theresiæ	w15_d627e29105
de	w17_d627e29108
Pugger	w1_d627e29113
Stammenbaum.	w3_d627e29116
Comitis	w5_d627e29119
Eleatherii	w7_d627e29122
Freyherrn	w9_d627e29125
v.	w11_d627e29128
Firmian	w13_d627e29132
vi	w15_d627e29135
dimirte	w1_d627e29140
Geneal.	w3_d627e29143
Schriften	w5_d627e29146
in	w7_d627e29149
triplo.	w9_d627e29152
Hrn.	w11_d627e29155
Grafens	w13_d627e29159
v.	w15_d627e29162
Friedberg	w17_d627e29165
Ge	w19_d627e29168
neal.	w1_d627e29174
Concept,	w3_d627e29177
nebst	w5_d627e29180
einem	w7_d627e29183
Original.	w9_d627e29186
Hrn.	w11_d627e29189
Baron	w13_d627e29193
v.	w15_d627e29196
Freyberg	w17_d627e29199
zu	w19_d627e29202
Ho	w21_d627e29205
schau,	w1_d627e29210
und	w3_d627e29213
Spitzenberg	w5_d627e29216
Stammenbaum.	w7_d627e29219
Concept,	w1_d627e29224
samt	w3_d627e29227
einem	w5_d627e29230
Gemahle	w7_d627e29233
nen	w1_d627e29238
Stammenbaum	w3_d627e29241
auf	w5_d627e29244
64.	w7_d627e29247
Agnaten,	w9_d627e29250
und	w11_d627e29253
zwey	w13_d627e29257
eingebundenen	w15_d627e29260
Geneal.	w17_d627e29263
Büchern,	w1_d627e29269
einem	w3_d627e29272
Saal	w5_d627e29275
oder	w7_d627e29278
Stift=buch	w9_d627e29281
über	w11_d627e29284
Haming,	w13_d627e29288
dann	w15_d627e29291
Ritterpro	w17_d627e29294
ben.	w1_d627e29299
Baron	w3_d627e29302
Frauenhoferische	w5_d627e29305
Ritter=proben=specification	w7_d627e29308
nebst	w9_d627e29311
Stam	w11_d627e29314
menbaum.	w1_d627e29319
Ritters	w3_d627e29322
v.	w5_d627e29325
Florimonte	w7_d627e29328
Geneal.	w9_d627e29331
Concept.	w11_d627e29334
Memoire	w13_d627e29338
pour	w15_d627e29341
la	w17_d627e29344
Fomille	w1_d627e29349
de	w3_d627e29352
Freytag.	w5_d627e29355
Hrn.	w7_d627e29358
Baron	w9_d627e29361
Full	w11_d627e29364
Baronetts	w13_d627e29368
Diplomoris	w15_d627e29371
attesta-	w17_d627e29374
tion.	w1_d627e29380
Fuchs	w3_d627e29383
v.	w5_d627e29386
Fuchsenbergs	w7_d627e29389
Wappen.	w9_d627e29392
Hrn.	w11_d627e29395
Maximilian,	w13_d627e29399
und	w15_d627e29402
Ferdin	w17_d627e29405
and	w19_d627e29408
Baron	w1_d627e29413
v.	w3_d627e29416
Frauenberg	w5_d627e29419
Stammenbaum,	w7_d627e29422
nebst	w9_d627e29425
anderen	w11_d627e29428
Schriften.	w13_d627e29432
Joh.	w15_d627e29435
Franz	w1_d627e29440
Joseph	w3_d627e29443
Freyherrn	w5_d627e29446
v.	w7_d627e29449
Gompenberg	w9_d627e29452
Specification	w11_d627e29455
der	w13_d627e29459
Ritter	w15_d627e29462
proben,	w17_d627e29465
mit	w1_d627e29470
zwey	w3_d627e29473
gedruckten	w5_d627e29476
Schematibus	w7_d627e29479
deren	w9_d627e29482
alten	w11_d627e29485
Rittern,	w13_d627e29489
und	w15_d627e29492
des	w17_d627e29495
Georg	w19_d627e29498
Joseph	w1_d627e29504
Freyherrn	w3_d627e29507
v.	w5_d627e29510
Gumpenberg	w7_d627e29513
nachfolgenden	w9_d627e29516
Schriften.	w11_d627e29519
Ein	w13_d627e29523
Fasci-	w15_d627e29526
culus	w1_d627e29531
verschiedener	w3_d627e29534
Briefen,	w5_d627e29537
und	w7_d627e29540
Schriften,	w9_d627e29543
die	w11_d627e29546
Gräfl.	w13_d627e29550
Gilleische	w15_d627e29553
Ahnen	w17_d627e29556
betreffend.	w1_d627e29561
Genealogia	w3_d627e29564
picta	w5_d627e29567
Annæ	w7_d627e29570
Claudiæ	w9_d627e29573
de	w11_d627e29576
Glimes	w13_d627e29580
de	w15_d627e29583
Braband	w17_d627e29586
mit	w19_d627e29589
2.	w1_d627e29594
Briefen.	w3_d627e29597
Gräfl.	w5_d627e29600
Harrachische,	w7_d627e29603
Genealogisch	w9_d627e29606
und	w11_d627e29609
andere	w13_d627e29613
Documenta-	w15_d627e29616
Graf	w1_d627e29622
Hohen=zollern	w3_d627e29625
v.	w5_d627e29628
Sigmaringin	w7_d627e29631
Geneal.	w9_d627e29634
theils	w11_d627e29637
Concepte,	w13_d627e29641
theils	w15_d627e29644
Original.	w1_d627e29649
theils	w3_d627e29652
vidimirte	w5_d627e29655
Schriften,	w7_d627e29658
einschlagend	w9_d627e29661
in	w11_d627e29664
die	w13_d627e29668
Gräfl.	w15_d627e29671
Khunisch	w17_d627e29674
Törring,	w1_d627e29679
Niederthor,	w3_d627e29682
zu	w5_d627e29685
Fragsburg,	w7_d627e29688
Alben,	w9_d627e29691
Arch,	w11_d627e29694
Lichtenstein,	w13_d627e29698
Thun,	w15_d627e29701
Fuggern,	w1_d627e29706
Rellingen,	w3_d627e29709
Hund,	w5_d627e29712
Langwerth,	w7_d627e29715
v.	w9_d627e29718
Simmern,	w11_d627e29721
samt	w13_d627e29725
Grafen	w15_d627e29728
Fer	w17_d627e29731
dinand,	w1_d627e29737
Leopold	w3_d627e29740
v.	w5_d627e29743
Hohen=zollern	w7_d627e29746
Stammenbaum.	w9_d627e29749
Hr.	w11_d627e29752
Joh.	w13_d627e29756
Ferd.	w15_d627e29759
Ma	w17_d627e29762
ria	w1_d627e29767
Grafensheimhausen	w3_d627e29770
Genealogia,	w5_d627e29773
und	w7_d627e29776
dessen	w9_d627e29779
Original=diploma.	w11_d627e29782
Hrn.	w13_d627e29786
Grafens	w1_d627e29791
Hoditz	w3_d627e29794
Hennerdorfs	w5_d627e29797
Lehen	w7_d627e29800
betreffend.	w9_d627e29803
Hrn.	w11_d627e29806
Baron	w13_d627e29810
Haßlang	w15_d627e29813
Genealogie.	w1_d627e29818
Baron	w3_d627e29821
Fleggenbergisch=Geneal.	w5_d627e29824
Concept,	w7_d627e29827
samt	w9_d627e29830
Baron	w11_d627e29833
Zel	w13_d627e29837
lerischen	w1_d627e29843
Stammenbaum.	w3_d627e29846
Hrn.	w5_d627e29849
Grafen	w7_d627e29852
Hollstein	w9_d627e29855
aus	w11_d627e29858
Bayren	w13_d627e29862
Ritter	w15_d627e29865
proben.	w1_d627e29870
Hrn.	w3_d627e29873
Graf	w5_d627e29876
Henchel	w7_d627e29879
v.	w9_d627e29882
Damers	w11_d627e29885
Mark=stammenbaum.	w13_d627e29889
Jngen	w15_d627e29892
heimerische	w1_d627e29897
Familie=beschreibung.	w3_d627e29900
Graf	w5_d627e29903
Königsfeldische	w7_d627e29906
Familieschrif	w9_d627e29909
ten,	w1_d627e29914
wie	w3_d627e29917
auch	w5_d627e29920
darzu	w7_d627e29923
gehörige	w9_d627e29926
Herworthische	w11_d627e29929
Ahnen,	w13_d627e29933
samt	w15_d627e29936
Königsfeldischen	w17_d627e29939
Stammenbaum.	w1_d627e29945
Graf	w3_d627e29948
Kuhn	w5_d627e29951
Familie=schriften	w7_d627e29954
samt	w9_d627e29957
Wappen.	w11_d627e29960
Graf	w13_d627e29964
Königsegg	w1_d627e29969
Aulendorfische	w3_d627e29972
Schriften.	w5_d627e29975
Graf	w7_d627e29978
Khuenburgische	w9_d627e29981
Familieu	w11_d627e29984
schriften,	w1_d627e29989
samt	w3_d627e29992
Stammenbaum.	w5_d627e29995
Graf	w7_d627e29998
Kuesstein.	w9_d627e30001
Familien=schriften.	w11_d627e30004
Hrn.	w1_d627e30009
</p>
<p id="p58_d627e30014">
Hrn.	w1_d627e30018
Ludwig	w3_d627e30021
Grafens	w5_d627e30024
zu	w7_d627e30027
Löwenstein	w9_d627e30030
Verzicht	w11_d627e30033
brief	w13_d627e30037
auf	w15_d627e30040
all	w17_d627e30043
seines	w19_d627e30046
Vatters	w21_d627e30049
Pfalz=grafens	w1_d627e30054
Fridrich	w3_d627e30057
Erb=recht,	w5_d627e30060
wie	w7_d627e30063
auch	w9_d627e30066
dessen	w11_d627e30069
Genealogia,	w13_d627e30073
und	w15_d627e30076
Beweis,	w17_d627e30079
daß	w1_d627e30084
das	w3_d627e30087
Fürstl.	w5_d627e30090
Haus	w7_d627e30093
Löwenstein=Wertheim	w9_d627e30096
von	w11_d627e30099
Weil.	w13_d627e30103
Pfalz=grafen	w15_d627e30106
Fode-	w17_d627e30109
rico	w1_d627e30115
Victorioso	w3_d627e30118
herstamme,	w5_d627e30121
samt	w7_d627e30124
llegatis	w9_d627e30127
A.	w11_d627e30130
B.	w13_d627e30134
C.	w15_d627e30137
D.	w17_d627e30140
E.	w19_d627e30143
&	w21_d627e30146
k.	w23_d627e30149
Gräfl	w25_d627e30153
Lützbur	w27_d627e30156
gische	w1_d627e30161
Genealogie,	w3_d627e30164
und	w5_d627e30167
andere	w7_d627e30170
Schriften	w9_d627e30173
samt	w11_d627e30176
2.	w13_d627e30180
Stammen	w15_d627e30183
baumen,	w17_d627e30186
Hrn.	w19_d627e30189
Baronis	w1_d627e30194
de	w3_d627e30197
lo	w5_d627e30200
Presti	w7_d627e30203
Familien=concept.	w9_d627e30206
Hrn.	w11_d627e30209
Baron	w13_d627e30213
v.	w15_d627e30216
Leonrad	w17_d627e30219
Genealogia,	w19_d627e30222
Stammen=wappen,	w1_d627e30227
so	w3_d627e30230
in	w5_d627e30233
die	w7_d627e30236
Heu	w9_d627e30239
von	w11_d627e30242
und	w13_d627e30246
zu	w15_d627e30249
Lauterbachischen	w17_d627e30252
Familiam,	w19_d627e30255
zu	w21_d627e30258
folge	w1_d627e30264
beygelegter	w3_d627e30267
Wappen,	w5_d627e30270
einschlagt,	w7_d627e30273
nebst	w9_d627e30276
einer	w11_d627e30279
Deduction.	w13_d627e30283
Baron	w15_d627e30286
Leiters	w17_d627e30289
heimische	w1_d627e30294
Ahnen	w3_d627e30297
und	w5_d627e30300
Correspondentien.	w7_d627e30303
Gräfin	w9_d627e30306
v.	w11_d627e30309
Lamberg	w13_d627e30313
Ahnen,	w15_d627e30316
und	w17_d627e30319
Phi	w19_d627e30322
lippinä	w1_d627e30327
Josephä	w3_d627e30330
Gräfin	w5_d627e30333
v.	w7_d627e30336
Lamberg,	w9_d627e30339
Freyin	w11_d627e30342
v.	w13_d627e30346
Sauenstein	w15_d627e30349
Stammenbaum.	w17_d627e30352
Des	w1_d627e30357
Hrn.	w3_d627e30360
Grafens	w5_d627e30363
v.	w7_d627e30366
Lodron	w9_d627e30369
Prob=stücke	w11_d627e30372
samt	w13_d627e30376
Stammenbaum.	w15_d627e30379
Baron	w17_d627e30382
v.	w19_d627e30385
Lerchenfelds	w1_d627e30391
Ahnen,	w3_d627e30394
nebst	w5_d627e30397
anderen	w7_d627e30400
Schriften,	w9_d627e30403
und	w11_d627e30406
Stammenbanm.	w13_d627e30410
Hrn.	w15_d627e30413
Grafen	w1_d627e30418
zu	w3_d627e30421
Lichtenstein	w5_d627e30424
Maxim	w7_d627e30427
Ahnen,	w9_d627e30430
und	w11_d627e30433
darzu	w13_d627e30437
gehörige	w15_d627e30440
3.	w17_d627e30443
Attestata,	w19_d627e30446
wie	w21_d627e30449
auch	w1_d627e30454
des	w3_d627e30457
Hrn	w5_d627e30460
Emanuel	w7_d627e30463
Fürstens	w9_d627e30466
v	w11_d627e30469
Lichtenstein	w13_d627e30473
Ahnen,	w15_d627e30476
samt	w17_d627e30479
Beschreibung	w19_d627e30482
des	w1_d627e30487
Malthefer=ritter=ordens.	w3_d627e30490
Graf	w5_d627e30493
v.	w7_d627e30496
Lindenau	w9_d627e30499
betreffende	w11_d627e30502
Attestata.	w13_d627e30506
Gräfl.	w15_d627e30509
Leibfingische	w1_d627e30515
Genealogia	w3_d627e30518
mit	w5_d627e30521
Lung	w7_d627e30524
v.	w9_d627e30527
Planeck,	w11_d627e30530
und	w13_d627e30534
Patzinger	w15_d627e30537
v.	w17_d627e30540
Scherman.	w19_d627e30543
No-	w21_d627e30546
titia	w1_d627e30551
deren	w3_d627e30554
Ritter=proben	w5_d627e30557
des	w7_d627e30560
Marchese	w9_d627e30563
Casparo	w11_d627e30566
Licizzani.	w13_d627e30570
Fürst	w15_d627e30573
Lobkowitz	w17_d627e30576
Geneal	w1_d627e30581
Notitz.	w3_d627e30584
Von	w5_d627e30587
Losenstein	w7_d627e30590
und	w9_d627e30593
Roggendorfische	w11_d627e30596
Notitz.	w13_d627e30600
Gräfl.	w15_d627e30603
Mora	w17_d627e30606
witzkische	w1_d627e30611
Schriften,	w3_d627e30614
und	w5_d627e30617
Familien	w7_d627e30620
documenta.	w9_d627e30623
Gräfl.	w11_d627e30626
Maleguizi	w13_d627e30630
Prospero	w15_d627e30633
Geneal	w1_d627e30639
Schriften	w3_d627e30642
Gräfl.	w5_d627e30645
Wachsel	w7_d627e30648
reinerl.	w9_d627e30651
Schriften.	w11_d627e30654
Graf	w13_d627e30658
Monteuflische	w15_d627e30661
Schriften.	w1_d627e30666
Graf	w3_d627e30669
Minuei	w5_d627e30672
Osalco	w7_d627e30675
Ordens=proben	w9_d627e30678
St.	w11_d627e30681
Gregorii.	w13_d627e30685
Marimönt	w15_d627e30688
Bertrand	w1_d627e30693
Genealogia.	w3_d627e30696
Von	w5_d627e30699
Mayrhofers	w7_d627e30702
Ritter=ordens=deduction.	w9_d627e30705
Gräfl.	w11_d627e30708
Mercy	w1_d627e30713
Geneal	w3_d627e30716
Gotitz.	w5_d627e30719
Von	w7_d627e30722
Muggenthal	w9_d627e30725
Würzburg	w11_d627e30728
Stift=attestation,	w13_d627e30732
samt	w15_d627e30735
Erbrechts	w1_d627e30741
brief,	w3_d627e30744
und	w5_d627e30747
Fragmento	w7_d627e30750
eines	w9_d627e30753
Stammenbaums.	w11_d627e30756
Baron	w13_d627e30760
Maminus	w15_d627e30763
gemahlter	w1_d627e30768
Stammenbaum.	w3_d627e30771
Von	w5_d627e30774
Montaubar	w7_d627e30777
Schriften.	w9_d627e30780
Von	w11_d627e30783
und	w13_d627e30787
zu	w15_d627e30790
Wu	w17_d627e30793
rach	w1_d627e30798
Felix	w3_d627e30801
Math.	w5_d627e30804
Ritter=proben.	w7_d627e30807
Baronis	w9_d627e30810
v.	w11_d627e30813
Neuhaus	w13_d627e30817
Ritter	w15_d627e30820
proben.	w17_d627e30823
Gräfl.	w19_d627e30826
Neupergische	w1_d627e30831
Familiä=schriften.	w3_d627e30834
Von	w5_d627e30837
Ohlenhausen	w7_d627e30840
Genealogie.	w9_d627e30843
Grafens	w11_d627e30846
v.	w1_d627e30852
Piosasco	w3_d627e30855
Emanuelis	w5_d627e30858
&	w7_d627e30861
Caroli	w9_d627e30864
Maltheser	w11_d627e30867
und	w13_d627e30871
St.	w15_d627e30874
Georgii=ordens	w17_d627e30877
Ritter	w19_d627e30880
proben,	w1_d627e30885
samt	w3_d627e30888
Stammenbaum	w5_d627e30891
de	w7_d627e30894
Feys.	w9_d627e30897
Von	w11_d627e30900
Pelkoven	w13_d627e30904
Originalheyratscon	w15_d627e30907
tract	w1_d627e30912
mit	w3_d627e30915
einer	w5_d627e30918
Verzichts=abschrift,	w7_d627e30921
Tauf=schein,	w9_d627e30924
Inventario,	w11_d627e30927
und	w13_d627e30931
einer	w15_d627e30934
Wap	w17_d627e30937
pen	w1_d627e30942
notitz.	w3_d627e30945
Gräfl.	w5_d627e30948
Porcia	w7_d627e30951
Genealogie,	w9_d627e30954
nebst	w11_d627e30957
der	w13_d627e30961
Gräfl.	w15_d627e30964
und	w17_d627e30967
Freyherl.	w19_d627e30970
Pran	w21_d627e30973
kischen	w1_d627e30979
Wappen	w3_d627e30982
Grafens	w5_d627e30985
v.	w7_d627e30988
Preißing	w9_d627e30991
Familie=beschreibung,	w11_d627e30994
mit	w13_d627e30998
gemahle	w15_d627e31001
nen	w1_d627e31006
eingebundenen	w3_d627e31009
darzu	w5_d627e31012
gehörigen	w7_d627e31015
Schriften.	w9_d627e31018
Gräfl.	w11_d627e31021
Plettenberaische	w13_d627e31025
No	w15_d627e31028
titz.	w1_d627e31033
De	w3_d627e31036
Puteo	w5_d627e31039
&	w7_d627e31042
de	w9_d627e31045
Cotttis	w11_d627e31048
Geneal.	w13_d627e31052
Schriften.	w15_d627e31055
Pogard,	w17_d627e31058
gedruckte	w19_d627e31061
Nachrich	w21_d627e31064
ten.	w1_d627e31069
Von	w3_d627e31072
Puchleitner	w5_d627e31075
Geneal	w7_d627e31078
und	w9_d627e31081
andere	w11_d627e31084
Schriften,	w13_d627e31088
so	w15_d627e31091
in	w17_d627e31094
die	w19_d627e31097
Sandizell	w21_d627e31100
und	w23_d627e31103
Lutzelburgische	w1_d627e31109
einschlagen,	w3_d627e31112
samt	w5_d627e31115
Stammenbaum.	w7_d627e31118
Quesnoy	w9_d627e31121
Familiäschrif	w11_d627e31124
ten.	w1_d627e31129
Von	w3_d627e31132
Quarient	w5_d627e31135
und	w7_d627e31138
Rall	w9_d627e31141
Acta,	w11_d627e31144
Stammenbaum,	w13_d627e31148
Prob=stück,	w15_d627e31151
&	w17_d627e31154
Notamina,	w19_d627e31157
samt	w1_d627e31162
4.	w3_d627e31165
gemahlenen	w5_d627e31168
Stammenbäumen,	w7_d627e31171
Von	w9_d627e31174
Rheling	w11_d627e31177
Geneal	w13_d627e31181
Notitz,	w15_d627e31184
mit	w17_d627e31187
2.	w19_d627e31190
Wappen	w1_d627e31195
büchern.	w3_d627e31198
Freyherrl.	w5_d627e31201
und	w7_d627e31204
Gräfl.	w9_d627e31207
de	w11_d627e31210
Rechberg	w13_d627e31214
Geneal.	w15_d627e31217
Notitz	w17_d627e31220
Rei	w19_d627e31223
gerspergischer	w1_d627e31229
Stammenbaum.	w3_d627e31232
Richieri	w5_d627e31235
Stepani	w7_d627e31238
de	w9_d627e31241
Portunationis	w11_d627e31244
Equitis	w13_d627e31248
Artestationes.	w1_d627e31253
Baron	w3_d627e31256
Stieglheimische	w5_d627e31259
Genealogie.	w7_d627e31262
Baron	w9_d627e31265
v.	w11_d627e31268
Schenk,	w13_d627e31272
und	w15_d627e31275
Notzing	w1_d627e31280
Geneal	w3_d627e31283
Scheiften.	w5_d627e31286
Von	w7_d627e31289
Sandizell.	w9_d627e31292
Geneglogie,	w11_d627e31295
mit	w13_d627e31299
vielen	w15_d627e31302
Origi	w17_d627e31305
nalien,	w1_d627e31310
so	w3_d627e31313
in	w5_d627e31316
die	w7_d627e31319
Lützlburgische	w9_d627e31322
und	w11_d627e31325
Puchleuthnerische	w13_d627e31329
Familie	w15_d627e31332
einschlagen,	w17_d627e31335
samt	w1_d627e31341
</p>
<p id="p62_d627e31347">
samt	w1_d627e31351
Stammenbaum.	w3_d627e31354
Grafens	w5_d627e31357
Seinscheim	w7_d627e31360
Ritter=proben.	w9_d627e31363
Gräfin	w11_d627e31366
v	w13_d627e31370
San	w15_d627e31373
delier	w1_d627e31378
Catharinä	w3_d627e31381
Stammenbaum.	w5_d627e31384
Dann	w7_d627e31387
Gilbert	w9_d627e31390
v.	w11_d627e31393
Sandelier	w13_d627e31397
gemahlener	w15_d627e31400
Stammenbaum.	w1_d627e31405
Von	w3_d627e31408
Spreti	w5_d627e31411
Nobilitatis	w7_d627e31414
probatio.	w9_d627e31417
Grafens	w11_d627e31420
v.	w13_d627e31424
Schweikard	w15_d627e31427
Wappen.	w1_d627e31433
Grafens	w3_d627e31436
v.	w5_d627e31439
Seybaldstorf	w7_d627e31442
Familie=concept,	w9_d627e31445
Stifts=damen=proben	w11_d627e31448
von	w1_d627e31453
Niederland.	w3_d627e31456
De	w5_d627e31459
Schroffenstein	w7_d627e31462
Bulla	w9_d627e31465
Innocentii	w11_d627e31468
Papæ	w13_d627e31472
8vi	w15_d627e31475
de	w17_d627e31478
Anno	w19_d627e31481
1495.	w21_d627e31484
in	w1_d627e31489
Original.	w3_d627e31492
&	w5_d627e31495
Copia.	w7_d627e31498
Von	w9_d627e31501
Storch	w11_d627e31504
Leib=medici	w13_d627e31508
zu	w15_d627e31511
München	w17_d627e31514
Wappenbriefs	w19_d627e31517
beschreibung.	w1_d627e31522
Von	w3_d627e31525
Satzenhofen	w5_d627e31528
Ritter=proben=specification	w7_d627e31531
Graf	w9_d627e31534
Arasoldi	w11_d627e31537
scher	w1_d627e31543
Stammenbaum.	w3_d627e31546
Grafens	w5_d627e31549
Stahremberg	w7_d627e31552
Lrasmi	w9_d627e31555
&	w11_d627e31558
Quidobaldi	w13_d627e31562
2.	w15_d627e31565
Stam	w17_d627e31568
menbäume.	w1_d627e31573
De	w3_d627e31576
Saulix	w5_d627e31579
Henri	w7_d627e31582
Louis	w9_d627e31585
de	w11_d627e31588
Tavannes	w13_d627e31592
Marquis	w15_d627e31595
de	w17_d627e31598
Mirebel	w19_d627e31601
Stam	w21_d627e31604
menbaum	w1_d627e31609
Fünfgemahlene	w3_d627e31612
unkennbare	w5_d627e31615
Stammenbäume.	w7_d627e31618
De	w9_d627e31621
Spellato	w11_d627e31624
Petri	w13_d627e31628
Attestara.	w1_d627e31633
Gräfl.	w3_d627e31636
Schwarzenbergische	w5_d627e31639
Documenta.	w7_d627e31642
Hrn.	w9_d627e31645
Grafens	w11_d627e31648
v.	w13_d627e31652
Tauf	w15_d627e31655
kirchen	w1_d627e31661
Deductio	w3_d627e31664
nobilitatis	w5_d627e31667
samt	w7_d627e31670
denen	w9_d627e31673
darzu	w11_d627e31676
gehörigen	w13_d627e31680
Schriften.	w15_d627e31683
Deren	w17_d627e31686
Gräfl.	w1_d627e31691
Gebrüdern	w3_d627e31694
v.	w5_d627e31697
Törring	w7_d627e31700
Ritter=proben,	w9_d627e31703
Wappen,	w11_d627e31706
samt	w13_d627e31710
darzu	w15_d627e31713
gehörigen	w17_d627e31716
Schriften,	w1_d627e31721
und	w3_d627e31724
einem	w5_d627e31727
geschriebenen	w7_d627e31730
Stammenbaum.	w9_d627e31733
Grafl	w11_d627e31736
v.	w13_d627e31740
Thun	w15_d627e31743
Geneal.	w17_d627e31746
Schriften,	w1_d627e31751
samt	w3_d627e31754
Wappen	w5_d627e31757
von	w7_d627e31760
Schroffenstein	w9_d627e31763
in	w11_d627e31766
64.	w13_d627e31770
Ahnen.	w15_d627e31773
Gräfl.	w17_d627e31776
v.	w19_d627e31779
Tat	w21_d627e31782
tenbach	w1_d627e31788
Familie=attestationes.	w3_d627e31791
Fürstl.	w5_d627e31794
Trautsonisches	w7_d627e31797
Stammenbaums	w9_d627e31800
concept.	w1_d627e31805
Fürstl.	w3_d627e31808
Joh.	w5_d627e31811
Taeis	w7_d627e31814
Geneal.	w9_d627e31817
Concepta,	w11_d627e31820
mit	w13_d627e31824
2.	w15_d627e31827
Vidimus.	w17_d627e31830
GrafTuch	w19_d627e31833
ses	w1_d627e31838
Zeil	w3_d627e31841
und	w5_d627e31844
Wallburg	w7_d627e31847
Ritter=proben.	w9_d627e31850
Hrn	w11_d627e31853
Graf	w13_d627e31857
v.	w15_d627e31860
Ulfelds	w17_d627e31863
Geneal.	w19_d627e31866
und	w21_d627e31869
ver	w23_d627e31872
schiedene	w1_d627e31877
andere	w3_d627e31880
darzu	w5_d627e31883
gehörige	w7_d627e31886
Schriften.	w9_d627e31889
Baron	w11_d627e31892
Wagners	w13_d627e31896
Genealogie	w15_d627e31899
samt	w1_d627e31905
denen	w3_d627e31908
darzu	w5_d627e31911
gehörigen	w7_d627e31914
Schriften.	w9_d627e31917
Baron	w11_d627e31920
Wezl	w13_d627e31924
Reichs=hofrähtl.	w15_d627e31927
Pro	w17_d627e31930
ceß.	w1_d627e31935
Hrn	w3_d627e31938
Grafens	w5_d627e31941
v.	w7_d627e31944
Waldstein	w9_d627e31947
zu	w11_d627e31950
Dux	w13_d627e31954
Ritter=proben=concept.	w15_d627e31957
Joseph	w17_d627e31960
Georg	w1_d627e31965
v.	w3_d627e31968
Waldstein	w5_d627e31971
Stammenbaum.	w7_d627e31974
Hrn.	w9_d627e31977
Graf	w11_d627e31980
v.	w13_d627e31984
Weichs	w15_d627e31987
gemahlener	w17_d627e31990
Stammenbaum.	w1_d627e31995
Hrn.	w3_d627e31998
Graf	w5_d627e32001
v.	w7_d627e32004
Welspergs	w9_d627e32007
Stammenbaum.	w11_d627e32010
Verschiedener	w13_d627e32014
Kamilien	w1_d627e32020
unkennbare	w3_d627e32023
Wappen.	w5_d627e32026
Hrn	w7_d627e32029
Graf	w9_d627e32032
v.	w11_d627e32035
Wildzeck	w13_d627e32039
Genealog.	w15_d627e32042
Concep;	w17_d627e32045
dann	w1_d627e32050
Hr.	w3_d627e32053
Caspari	w5_d627e32056
Baron	w7_d627e32059
v	w9_d627e32062
Wildzeck	w11_d627e32065
Stammenbaum,	w13_d627e32069
und	w15_d627e32072
Sigmund	w17_d627e32075
Zeller.	w19_d627e32078
L.	w1_d627e32083
B.a	w3_d627e32086
Leibendorff,	w5_d627e32089
Canon.	w7_d627e32092
Freising,	w9_d627e32095
&	w11_d627e32098
Radisbon.	w13_d627e32102
Stammenbaum.	w15_d627e32105
Gleichmie	w1_d627e32110
also	w3_d627e32113
in	w5_d627e32116
solches	w7_d627e32119
Begehren,	w9_d627e32122
von	w11_d627e32125
seiten	w13_d627e32129
Reg.	w15_d627e32132
gewilliget	w17_d627e32135
worden;	w19_d627e32138
</p>
<p id="p64_d627e32141">
Als	w1_d627e32145
wird	w3_d627e32148
hiemit	w5_d627e32151
allen,	w7_d627e32154
und	w9_d627e32157
jeden	w11_d627e32160
denen	w13_d627e32164
daran	w15_d627e32167
gelegen	w17_d627e32170
dieses	w19_d627e32173
zur	w21_d627e32176
behöri	w23_d627e32179
gen	w1_d627e32184
Nachricht:	w3_d627e32187
und	w5_d627e32190
dem	w7_d627e32193
Ende	w9_d627e32196
erinneret,	w11_d627e32199
damit	w13_d627e32203
alle	w15_d627e32206
jene	w17_d627e32209
Famillen,	w19_d627e32212
welche	w21_d627e32215
ge	w23_d627e32218
dachte	w1_d627e32223
Schriften	w3_d627e32226
betreffen,	w5_d627e32229
sich	w7_d627e32232
in	w9_d627e32235
Zeiten	w11_d627e32238
um	w13_d627e32242
solche	w15_d627e32245
Handen	w17_d627e32248
zu	w19_d627e32251
bringen,	w21_d627e32254
hier	w23_d627e32257
umen,	w1_d627e32263
und	w3_d627e32266
zwar	w5_d627e32269
längstens	w7_d627e32272
inner	w9_d627e32275
einem	w11_d627e32278
Jahr,	w13_d627e32282
6	w15_d627e32285
Wochen,	w17_d627e32288
drey,	w19_d627e32291
Tägen	w21_d627e32294
sich	w23_d627e32297
an	w25_d627e32301
melden,	w1_d627e32306
wie	w3_d627e32309
im	w5_d627e32312
widrigen	w7_d627e32315
mit	w9_d627e32318
der	w11_d627e32321
Abhandlung	w13_d627e32325
der	w15_d627e32328
v.	w17_d627e32331
Osterrischen	w19_d627e32334
Verlassen	w21_d627e32337
schaft	w1_d627e32342
vorgegangen,	w3_d627e32345
und	w5_d627e32348
solche	w7_d627e32351
denen	w9_d627e32354
sich	w11_d627e32357
etwa	w13_d627e32361
zeigenden	w15_d627e32364
Erben	w17_d627e32367
erfolget	w19_d627e32370
werden	w1_d627e32375
solle.	w3_d627e32378
</p>
