<doc id="edoc_wd_1771-03-27" attrs="word" year="1771" month="03" day="27" corpus="1">
<head id="hl1">
Cadix	w33
<g/>
,
69	w14204
Eimer	w14205
lehre	w14206
Fäßer	w14207
in	w14208
eisenen	w14209
Banden	w14210
<g/>
,
eine	w14212
wohlgestellte	w14213
Weinpreß	w14214
samt	w14215
aller	w14216
Zugehör	w14217
<g/>
,
vier	w14219
Stück	w14220
starke	w14221
Zugochsen	w14222
<g/>
,
4	w14224
schöne	w14225
Kühe	w14226
und	w14227
eine	w14228
Kalben	w14229
<g/>
,
auch	w14231
anderes	w14232
Vieh	w14233
<g/>
,
eine	w14235
große	w14236
ganz	w14237
neue	w14238
gut	w14239
gebaute	w14240
Biennenstellen	w14241
<g/>
,
Wägen	w14243
<g/>
,
Pflüg	w14245
<g/>
,
</p>
<p id="p155">
schönes	w14248
Schußgewehr	w14249
<g/>
,
und	w14251
andere	w14252
Fahrnißen	w14253
<g/>
,
dem	w14255
Meistbietenden	w14256
gegen	w14257
gleich	w14258
baarer	w14259
Bezah=lung	w14260
<g/>
=
verkaufet	w14262
werden	w14263
<g/>
;
wer	w14265
nun	w14266
ein	w14267
oder	w14268
anderes	w14269
hievon	w14270
käuflich	w14271
an	w14272
sich	w14273
zu	w14274
bringen	w14275
gedenket	w14276
<g/>
,
hat	w14278
sich	w14279
den	w14280
17	w14281
<g/>
.
April	w14283
dies	w14284
Jahrs	w14285
Fruh	w14286
um	w14287
8	w14288
Uhr	w14289
zu	w14290
gedachtem	w14291
Münchendorf	w14292
Nro	w14293
55	w14294
wo	w14295
all	w14296
dieses	w14297
li=citando	w14298
<g/>
=
verkaufet	w14300
werden	w14301
wird	w14302
<g/>
,
anzumelden	w14304
<g/>
.
</p>
<p id="p156">
Von	w14306
des	w14307
löbl	w14308
<g/>
.
Stifts	w14310
und	w14311
würdigen	w14312
Gottes=haus	w14313
<g/>
=
unser	w14315
lieben	w14316
Frauen	w14317
zun	w14318
Schotten	w14319
in	w14320
Wien	w14321
Grundgerichts	w14322
wegen	w14323
wird	w14324
hiemit	w14325
nochmalen	w14326
zu	w14327
vernehmen	w14328
gegeben	w14329
<g/>
:
Es	w14331
sey	w14332
<g/>
:
wegen	w14334
Unzuläng=lichkeit	w14335
<g/>
=
des	w14337
bey	w14338
der	w14339
letzthin	w14340
fürgewesten	w14341
Licitation	w14342
um	w14343
das	w14344
Franz	w14345
Stephanische	w14346
Haus	w14347
zum	w14348
verlohr=nen	w14349
<g/>
=
Sohn	w14351
zu	w14352
St	w14353
Ulrich	w14354
untern	w14355
Guts	w14356
angebo=thenen	w14357
<g/>
=
Kaufschilling	w14359
auf	w14360
Anlangen	w14361
in	w14362
eine	w14363
an=derweitige	w14364
<g/>
=
Licitationstagsatzung	w14366
auf	w14367
den	w14368
17	w14369
<g/>
.
Tag	w14371
künftigen	w14372
Monats	w14373
Aprils	w14374
fruh	w14375
um	w14376
9	w14377
<g/>
.
Uhr	w14379
gewil=tiget	w14380
<g/>
=
worden	w14382
<g/>
,
bey	w14384
welcher	w14385
sodann	w14386
um	w14387
gedachtes	w14388
Haus	w14389
ein	w14390
ergebiger	w14391
Verkauf	w14392
behandlet	w14393
<g/>
,
und	w14395
in	w14396
Richtigkeit	w14397
gebracht	w14398
werden	w14399
solle	w14400
<g/>
.
</p>
<p id="p157">
Von	w14402
der	w14403
k	w14404
<g/>
.
k	w14406
<g/>
.
N	w14408
<g/>
.
Oe	w14410
<g/>
.
Regierung	w14412
wegen	w14413
<g/>
,
wird	w14415
mit	w14416
gegenwärtig	w14417
offenem	w14418
Edict	w14419
jedermänniglich	w14420
<g/>
,
sowohl	w14422
An	w14423
<g/>
=
als	w14425
Abwesenden	w14426
<g/>
,
deme	w14428
daran	w14429
gele=gen	w14430
<g/>
=
<g/>
,
kund	w14433
und	w14434
zu	w14435
wissen	w14436
gemacht	w14437
<g/>
:
Es	w14439
habe	w14440
Re=gierung	w14441
<g/>
=
in	w14443
Folge	w14444
der	w14445
den	w14446
von	w14447
dem	w14448
Friedrich	w14449
Jo=seph	w14450
<g/>
=
Hirsch	w14452
<g/>
,
k	w14454
<g/>
.
k	w14456
<g/>
.
Banksgefällsadministrations	w14458
er=sten	w14459
<g/>
=
Protocollisten	w14461
in	w14462
Prag	w14463
<g/>
,
allerhöchsten	w14465
Orts	w14466
allerunterthänigst	w14467
angesuchten	w14468
Executionsstillstand	w14469
den	w14470
26	w14471
<g/>
.
Jänner	w14473
dies	w14474
Jahrs	w14475
erfolgten	w14476
Hofresolu=tion	w14477
<g/>
=
eine	w14479
Erforderung	w14480
mit	w14481
Zuziehung	w14482
des	w14483
Suppli=cantens	w14484
<g/>
=
<g/>
,
dessen	w14487
Vaters	w14488
<g/>
,
und	w14490
deren	w14491
Creditoren	w14492
<g/>
,
auf	w14494
den	w14495
18	w14496
<g/>
.
Febr	w14498
<g/>
.
letzthin	w14500
angeordnet	w14501
<g/>
,
da	w14503
aber	w14504
ihme	w14505
Hirsch	w14506
der	w14507
Aufenthalt	w14508
seiner	w14509
sammentlichen	w14510
Glaubigern	w14511
unbewußt	w14512
<g/>
,
folgbar	w14514
er	w14515
denenselben	w14516
die	w14517
besagte	w14518
Tagsatzungsverordnung	w14519
zuzustellen	w14520
nicht	w14521
vermögend	w14522
wäre	w14523
<g/>
;
hatte	w14525
derselbe	w14526
<g/>
,
die	w14528
Tagsatzung	w14529
zu	w14530
erstrecken	w14531
<g/>
,
und	w14533
seine	w14534
sammentliche	w14535
Gläubiger	w14536
durch	w14537
ein	w14538
offentliches	w14539
Edict	w14540
fürzufordern	w14541
<g/>
,
wenn	w14543
nun	w14544
Regierung	w14545
zu	w14546
Erheb	w14547
<g/>
=
und	w14549
Auseinandersetzung	w14550
des	w14551
Supplicantens	w14552
eigentliche	w14553
Schuldenwesen	w14554
in	w14555
desselben	w14556
Gesuch	w14557
zu	w14558
gewilligen	w14559
keinen	w14560
Anstand	w14561
ge=nommen	w14562
<g/>
=
hat	w14564
<g/>
;
Solchemnach	w14566
werden	w14567
alle	w14568
und	w14569
je=de	w14570
<g/>
=
<g/>
,
welche	w14573
an	w14574
gedachten	w14575
Friedrich	w14576
Joseph	w14577
Hirsch	w14578
ex	w14579
quacunque	w14580
causa	w14581
vel	w14582
titulo	w14583
Sprüche	w14584
und	w14585
An=forderungen	w14586
<g/>
=
haben	w14588
oder	w14589
zu	w14590
haben	w14591
vermeinen	w14592
<g/>
,
den	w14594
17	w14595
<g/>
.
des	w14597
künftigen	w14598
Monats	w14599
May	w14600
Nachmittag	w14601
um	w14602
4	w14603
<g/>
.
Uhr	w14605
vor	w14606
Regierung	w14607
entweder	w14608
selbst	w14609
persön=lich	w14610
<g/>
=
<g/>
,
oder	w14613
durch	w14614
ihre	w14615
ad	w14616
transigendum	w14617
bevoll=mächtigte	w14618
<g/>
=
Gewalträger	w14620
<g/>
,
nebst	w14622
Mitbringung	w14623
ihrer	w14624
Liquidationsurkunden	w14625
und	w14626
rechtlichen	w14627
Behelfen	w14628
zu	w14629
erscheinen	w14630
haben	w14631
<g/>
.
Wornach	w14633
sich	w14634
ein	w14635
jeder	w14636
zu	w14637
richten	w14638
<g/>
,
und	w14640
vor	w14641
Schaden	w14642
zu	w14643
hütten	w14644
wissen	w14645
wird	w14646
<g/>
.
</p>
<p id="p158">
Wir	w14648
Bürgermeister	w14649
und	w14650
Rath	w14651
der	w14652
Stadt	w14653
Wien	w14654
geben	w14655
hiemit	w14656
jedermann	w14657
zu	w14658
vernehmen	w14659
<g/>
:
Es	w14661
seye	w14662
die	w14663
Cäcilia	w14664
Marklin	w14665
<g/>
,
gewesene	w14667
Goldarbeiters	w14668
Wittwe	w14669
alhier	w14670
mit	w14671
Tod	w14672
abgegangen	w14673
<g/>
,
und	w14675
daher	w14676
<g/>
,
</p>
<p id="p159">
um	w14678
mit	w14679
der	w14680
künftigen	w14681
Verlassenschaftsabhandlung	w14682
sicher	w14683
vorgehen	w14684
zu	w14685
können	w14686
<g/>
,
für	w14688
nothwendig	w14689
be=funden	w14690
<g/>
=
worden	w14692
<g/>
,
diejenigen	w14694
vorzuladen	w14695
<g/>
,
und	w14697
an=zuhören	w14698
<g/>
=
<g/>
,
welche	w14701
an	w14702
diese	w14703
Verlassenschaft	w14704
einige	w14705
Ansprüche	w14706
und	w14707
Forderungen	w14708
haben	w14709
möchten	w14710
<g/>
.
Da	w14712
wir	w14713
nun	w14714
entschlossen	w14715
sind	w14716
<g/>
,
eben	w14718
diese	w14719
Sprüche	w14720
und	w14721
Forderungen	w14722
an	w14723
dem	w14724
eigens	w14725
<g/>
,
und	w14727
zwar	w14728
für	w14729
das	w14730
erst	w14731
<g/>
=
und	w14733
letztemal	w14734
hiezu	w14735
bestimmten	w14736
Tag	w14737
<g/>
,
nämlich	w14739
den	w14740
27	w14741
<g/>
.
des	w14743
Monats	w14744
April	w14745
dies	w14746
Jahrs	w14747
<g/>
,
oder	w14749
da	w14750
wir	w14751
diesen	w14752
Tag	w14753
anderer	w14754
Verhindernissen	w14755
halber	w14756
nicht	w14757
zu	w14758
Rath	w14759
sässen	w14760
<g/>
,
den	w14762
nächst	w14763
darauf	w14764
folgenden	w14765
Rathstag	w14766
frühe	w14767
um	w14768
8	w14769
<g/>
.
Uhr	w14771
zu	w14772
hören	w14773
<g/>
,
und	w14775
zu	w14776
vernehmen	w14777
<g/>
.
So	w14779
haben	w14780
alle	w14781
jene	w14782
<g/>
,
welche	w14784
an	w14785
der	w14786
Cäcilia	w14787
Marklin	w14788
seel	w14789
<g/>
.
Verlassenschaft	w14791
eine	w14792
rechtmäßige	w14793
Forderung	w14794
<g/>
,
es	w14796
sey	w14797
um	w14798
Erbschaft	w14799
<g/>
,
Schuld	w14801
<g/>
,
oder	w14803
anderer	w14804
Ursachen	w14805
willen	w14806
<g/>
,
zu	w14808
haben	w14809
glauben	w14810
<g/>
,
den	w14812
bestimmten	w14813
Tag	w14814
selbst	w14815
persönlich	w14816
<g/>
,
oder	w14818
durch	w14819
einen	w14820
hinlänglich	w14821
versehenen	w14822
Gewalt=trager	w14823
<g/>
=
so	w14825
gewiß	w14826
vor	w14827
uns	w14828
zu	w14829
erscheinen	w14830
<g/>
,
sich	w14832
behö=rig	w14833
<g/>
=
zu	w14835
legitimiren	w14836
<g/>
,
und	w14838
ihre	w14839
Ansprüche	w14840
und	w14841
For=derungen	w14842
<g/>
=
darzuthun	w14844
<g/>
,
als	w14846
im	w14847
widrigen	w14848
Falle	w14849
auf	w14850
die	w14851
ausbleibenden	w14852
<g/>
,
oder	w14854
nicht	w14855
behörig	w14856
liquidiren=den	w14857
<g/>
=
Erben	w14859
<g/>
,
Gläubiger	w14861
und	w14862
Prätendenten	w14863
keine	w14864
Rucksicht	w14865
genommen	w14866
<g/>
,
mit	w14868
der	w14869
Abhandlung	w14870
und	w14871
Vertheilung	w14872
des	w14873
Verlassenschaftsguts	w14874
von	w14875
Amts	w14876
wegen	w14877
vorgegangen	w14878
<g/>
,
und	w14880
dasselbe	w14881
den	w14882
etwa	w14883
vor=kommenden	w14884
<g/>
=
Erben	w14886
unbedenklich	w14887
überlassen	w14888
werden	w14889
würde	w14890
<g/>
.
</p>
<p id="p160">
Von	w14892
der	w14893
gräflich	w14894
<g/>
.
Hardeggischen	w14896
Herrschaft	w14897
Cädolzburg	w14898
wirdet	w14899
anmit	w14900
jedermänniglich	w14901
kund	w14902
<g/>
,
und	w14904
zu	w14905
wissen	w14906
gethan	w14907
<g/>
,
nachdeme	w14909
über	w14910
zeitliches	w14911
Ableben	w14912
Friedrich	w14913
Arnberger	w14914
gewest	w14915
herrschaft	w14916
schwarzenauischen	w14917
Unterthans	w14918
zu	w14919
Dietmannstorf	w14920
dessen	w14921
ruckgelassenes	w14922
Vermögen	w14923
nach	w14924
Maßgab	w14925
seiner	w14926
letztwilligen	w14927
Disposition	w14928
unterm	w14929
12	w14930
<g/>
.
Sept	w14932
<g/>
.
1740	w14934
<g/>
.
dahin	w14936
obrigkeitlich	w14937
abgehandelt	w14938
worden	w14939
<g/>
,
daß	w14941
desselben	w14942
hinterlassene	w14943
Wittib	w14944
Theresia	w14945
Arn=bergerin	w14946
<g/>
=
über	w14948
die	w14949
denen	w14950
zweyen	w14951
Erben	w14952
und	w14953
Kin=dern	w14954
<g/>
=
Regina	w14956
Pointnerin	w14957
von	w14958
Wien	w14959
<g/>
,
und	w14961
Bene=dict	w14962
<g/>
=
Arnberger	w14964
zugeeigneten	w14965
Vermächtniß	w14966
<g/>
,
als	w14968
eine	w14969
Universalerbin	w14970
all	w14971
das	w14972
übrige	w14973
Vermögen	w14974
le=benslänglich	w14975
<g/>
=
zu	w14977
genießen	w14978
haben	w14979
<g/>
,
nach	w14981
ihren	w14982
Tod	w14983
aber	w14984
das	w14985
überbleibende	w14986
Vermögen	w14987
dem	w14988
obgemeld=ten	w14989
<g/>
=
Sohn	w14991
Benedict	w14992
Arnberger	w14993
<g/>
,
und	w14995
denen	w14996
point=nerischen	w14997
<g/>
=
Kindern	w14999
<g/>
,
mit	w15001
der	w15002
unehlichen	w15003
Tochter	w15004
Theresia	w15005
gleich	w15006
vertheilet	w15007
werden	w15008
<g/>
,
allenfalls	w15010
je=doch	w15011
<g/>
=
wiedergemeldter	w15013
Benedict	w15014
Arnberger	w15015
mit	w15016
sei=ner	w15017
<g/>
=
erstgedachten	w15019
unehelichen	w15020
Schwester	w15021
Theresia	w15022
<g/>
(
welche	w15024
beede	w15025
nach	w15026
Jnhalt	w15027
des	w15028
Eingangs	w15029
gedach=ten	w15030
<g/>
=
bey	w15032
der	w15033
Herrschaft	w15034
Schwarzenau	w15035
veranlaßten	w15036
Erbsvertrags	w15037
zu	w15038
Oraviza	w15039
in	w15040
Hungarn	w15041
<g/>
,
allwo	w15043
er=terer	w15044
<g/>
=
als	w15046
ein	w15047
Tischler	w15048
Lehrjung	w15049
in	w15050
dem	w15051
kais	w15052
<g/>
.
Ku=pferbergwerk	w15054
<g/>
=
in	w15056
Diensten	w15057
gestanden	w15058
seyn	w15059
solle	w15060
<g/>
,
von	w15062
dem	w15063
Erbfeind	w15064
christl	w15065
<g/>
.
Nahmens	w15067
überfallen	w15068
<g/>
,
und	w15070
unwissend	w15071
ob	w15072
selbe	w15073
in	w15074
die	w15075
Dienstbarkeit	w15076
ab=geführet	w15077
<g/>
=
<g/>
,
oder	w15080
getödtet	w15081
worden	w15082
<g/>
,
von	w15084
ihrem	w15085
Le=ben	w15086
<g/>
=
oder	w15088
Todt	w15089
dem	w15090
Vernehmen	w15091
nach	w15092
seit	w15093
Anno	w15094
</p>
<p id="p161">
1738	w15096
<g/>
.
nichts	w15098
mehr	w15099
gehöret	w15100
worden	w15101
<g/>
)
nicht	w15103
mehr	w15104
in	w15105
Vorschein	w15106
kommen	w15107
sollte	w15108
<g/>
,
das	w15110
unterbleibende	w15111
Vermögen	w15112
die	w15113
pointnerische	w15114
Kinder	w15115
mit	w15116
denen	w15117
nächsten	w15118
Befreundten	w15119
von	w15120
der	w15121
unehlichen	w15122
Toch=ter	w15123
<g/>
=
Theresia	w15125
zu	w15126
vertheilen	w15127
haben	w15128
wurden	w15129
<g/>
,
nun=mehr	w15131
<g/>
=
aber	w15133
des	w15134
Friderich	w15135
Arnbergers	w15136
Wittib	w15137
The=resia	w15138
<g/>
=
nachhin	w15140
verehlicht	w15141
geweste	w15142
Pollerin	w15143
Herr=schaft	w15144
<g/>
=
Cädolzburgische	w15146
Unterthannin	w15147
zu	w15148
Wäzlstorf	w15149
ebenfalls	w15150
mittels	w15151
Bestättigung	w15152
ihres	w15153
ersten	w15154
Ehe=manns	w15155
<g/>
=
letztwilliger	w15157
Disposition	w15158
das	w15159
Zeitliche	w15160
mit	w15161
dem	w15162
Ewigen	w15163
verwechselt	w15164
hat	w15165
<g/>
,
derselben	w15167
eheleib=liche	w15168
<g/>
=
Sohn	w15170
Benedict	w15171
Arnberger	w15172
<g/>
,
und	w15174
die	w15175
unehe=liche	w15176
<g/>
=
Tochter	w15178
Theresia	w15179
hingegen	w15180
obgemeldtermas=sen	w15181
<g/>
=
schon	w15183
seit	w15184
1738	w15185
<g/>
.
mithin	w15187
über	w15188
32	w15189
<g/>
.
Jahr	w15191
un=wissend	w15192
<g/>
=
sind	w15194
<g/>
;
Als	w15196
ist	w15197
auf	w15198
beschehenes	w15199
Anlangen	w15200
obrigkeitlichen	w15201
veranlasset	w15202
worden	w15203
<g/>
,
daß	w15205
zu	w15206
vorde=rist	w15207
<g/>
=
dieselbe	w15209
<g/>
,
oder	w15211
dererselben	w15212
allenfalls	w15213
vorfindi=ge	w15214
<g/>
=
eheleibliche	w15216
Erben	w15217
und	w15218
nächste	w15219
Befreundte	w15220
<g/>
,
auch	w15222
sonstens	w15223
jedermänniglich	w15224
<g/>
,
so	w15226
an	w15227
dieser	w15228
Ver=lassenschaft	w15229
<g/>
=
einige	w15231
Sprüch	w15232
oder	w15233
Anforderungen	w15234
sub	w15235
quocunque	w15236
Titulo	w15237
zu	w15238
haben	w15239
vermeinen	w15240
<g/>
,
durch	w15242
gegenwärtiges	w15243
Valvaledict	w15244
mit	w15245
dem	w15246
Bey=satz	w15247
<g/>
=
vorgeladen	w15249
und	w15250
citiret	w15251
werden	w15252
sollen	w15253
<g/>
,
daß	w15255
die=selbe	w15256
<g/>
=
von	w15258
heut	w15259
Dato	w15260
an	w15261
binnen	w15262
einen	w15263
Jahr	w15264
<g/>
,
6	w15266
<g/>
.
Wochen	w15268
und	w15269
3	w15270
<g/>
.
Tägen	w15272
entweders	w15273
selbst	w15274
persönlich	w15275
<g/>
,
oder	w15277
durch	w15278
genugsam	w15279
Bevollmächtigte	w15280
bey	w15281
allhie=siger	w15282
<g/>
=
Herrschaftskanzley	w15284
Cädolzburg	w15285
um	w15286
so	w15287
gewis=ser	w15288
<g/>
=
erscheinen	w15290
<g/>
,
und	w15292
sich	w15293
behörig	w15294
legitimiren	w15295
sol=ben	w15296
<g/>
=
<g/>
,
als	w15299
im	w15300
widrigen	w15301
nach	w15302
verstrichenen	w15303
Termin	w15304
erwehntes	w15305
Vermögen	w15306
an	w15307
die	w15308
bereits	w15309
angemeldete	w15310
Anverwandte	w15311
ohne	w15312
weiterer	w15313
Rucksicht	w15314
verabfolget	w15315
und	w15316
eingeantwortet	w15317
werden	w15318
wird	w15319
<g/>
.
Cädolzburg	w15321
den	w15322
28	w15323
Jänner	w15324
1771	w15325
<g/>
.
</p>
<p id="p162">
Von	w15327
des	w15328
gräflich	w15329
Gundacker	w15330
Stahrembergischen	w15331
Judicii	w15332
Deleg	w15333
<g/>
.
der	w15335
Herrschaft	w15336
Pottendorff	w15337
wegen	w15338
<g/>
,
wird	w15340
hiemit	w15341
jedermänniglich	w15342
kund	w15343
und	w15344
zu	w15345
wissen	w15346
gemacht	w15347
<g/>
;
Es	w15349
seine	w15350
auf	w15351
beschehenes	w15352
Anlangen	w15353
des	w15354
Jakob	w15355
Pelleschel	w15356
und	w15357
dessen	w15358
Ehewirthin	w15359
There=sia	w15360
<g/>
=
wegen	w15362
eines	w15363
ihnen	w15364
beeden	w15365
schuldigen	w15366
Satzka=pitals	w15367
<g/>
=
pr	w15369
<g/>
.
330	w15371
<g/>
.
fl	w15373
<g/>
.
cum	w15375
sua	w15376
causa	w15377
über	w15378
die	w15379
vor=hin	w15380
<g/>
=
erhaltene	w15382
Gradus	w15383
Executionis	w15384
in	w15385
die	w15386
Lici=tirung	w15387
<g/>
=
der	w15389
Andreas	w15390
Preunerischen	w15391
der	w15392
Herrschaft	w15393
Pottendorf	w15394
unterthänigen	w15395
Viertl	w15396
Lehensbehau=sung	w15397
<g/>
=
zu	w15399
Wamperstorf	w15400
sammt	w15401
Grundstücken	w15402
ge=williget	w15403
<g/>
=
<g/>
,
und	w15406
zu	w15407
Vornehmung	w15408
dessen	w15409
der	w15410
8te	w15411
künftigen	w15412
Monats	w15413
Aprilis	w15414
bestimmet	w15415
worden	w15416
<g/>
.
Es	w15418
werden	w15419
demnach	w15420
alle	w15421
und	w15422
jede	w15423
<g/>
,
welche	w15425
ermeld=te	w15426
<g/>
=
Andreas	w15428
Prennerische	w15429
Behausung	w15430
zu	w15431
Wam=perstorf	w15432
<g/>
=
cum	w15434
Appertinentiis	w15435
käuflichen	w15436
an	w15437
sich	w15438
zu	w15439
bringen	w15440
willens	w15441
sind	w15442
<g/>
,
an	w15444
dem	w15445
oben	w15446
bestimm=ten	w15447
<g/>
=
Tag	w15449
fruh	w15450
um	w15451
8	w15452
<g/>
.
Uhr	w15454
in	w15455
der	w15456
herrschaftlichen	w15457
Verwalteramtskanzley	w15458
zu	w15459
Pottendorf	w15460
zu	w15461
erschei=nen	w15462
<g/>
=
haben	w15464
<g/>
,
wo	w15466
sodann	w15467
das	w15468
Weitere	w15469
mit	w15470
ihnen	w15471
abgeschlossen	w15472
werden	w15473
wird	w15474
<g/>
.
</p>
<p id="p163">
Nachdeme	w15476
der	w15477
Caspar	w15478
Roßbacher	w15479
eine	w15480
der	w15481
fürstl	w15482
<g/>
.
Lubomirskischen	w15484
Herrschaft	w15485
Neuenlengbach	w15486
ange angehörig	w15487
<g/>
=
</p>
<p id="p164">
hörig	w15489
gewest	w15490
<g/>
=
zu	w15492
Oedt	w15493
gebürtiger	w15494
Pupil	w15495
durch	w15496
32	w15497
<g/>
.
Jahr	w15499
abwesend	w15500
und	w15501
unwissend	w15502
ist	w15503
<g/>
,
dieser	w15505
aber	w15506
in	w15507
der	w15508
Herrschaft	w15509
Neuenlengbacherischen	w15510
Waisen=kassa	w15511
<g/>
=
einiges	w15513
Vermögen	w15514
anliegend	w15515
hat	w15516
<g/>
,
und	w15518
nun	w15519
dessen	w15520
vorhandene	w15521
Seitenerben	w15522
solches	w15523
habhaft	w15524
zu	w15525
werden	w15526
gedenken	w15527
<g/>
;
als	w15529
wirdet	w15530
erdeuter	w15531
Caspar	w15532
Roßbacher	w15533
<g/>
,
oder	w15535
allenfalls	w15536
dessen	w15537
vorhandene	w15538
eheleibliche	w15539
Erben	w15540
innerhalb	w15541
einem	w15542
Jahr	w15543
<g/>
,
6	w15545
Wo=chen	w15546
<g/>
=
<g/>
,
3	w15549
<g/>
.
Tag	w15551
nämlich	w15552
bis	w15553
18	w15554
<g/>
.
April	w15556
des	w15557
1772	w15558
<g/>
.
Jahrs	w15560
um	w15561
so	w15562
gewisser	w15563
zur	w15564
Amtskanzley	w15565
Neuen=lengbach	w15566
<g/>
=
sich	w15568
stellen	w15569
<g/>
,
widrigen	w15571
Falls	w15572
ernannten	w15573
Caspar	w15574
Roßbacher	w15575
pro	w15576
mortuo	w15577
erkennet	w15578
<g/>
,
und	w15580
dessen	w15581
vorfindiges	w15582
Vermögen	w15583
denen	w15584
vorhandenen	w15585
Seitenerben	w15586
erfolget	w15587
werden	w15588
wirdet	w15589
<g/>
.
</p>
<p id="p165">
Die	w15591
zum	w15592
löbl	w15593
<g/>
.
Stift	w15595
heiligen	w15596
Kreuz	w15597
eingestif=teten	w15598
<g/>
=
Herschaft	w15600
Tromau	w15601
machet	w15602
hiemit	w15603
jeder=männiglich	w15604
<g/>
=
zu	w15606
wissen	w15607
<g/>
,
daß	w15609
den	w15610
17	w15611
<g/>
.
April	w15613
dies	w15614
Jahrs	w15615
fruh	w15616
um	w15617
8	w15618
<g/>
.
Uhr	w15620
die	w15621
zu	w15622
Münchendorf	w15623
an	w15624
der	w15625
Oe=denburger	w15626
<g/>
=
Poststrasse	w15628
nächst	w15629
Wien	w15630
gelegene	w15631
so=genannte	w15632
<g/>
=
Rendlische	w15634
halblehen	w15635
Behausung	w15636
No	w15637
<g/>
.
8	w15639
<g/>
.
bestehend	w15641
in	w15642
zwey	w15643
schönen	w15644
Wohnzimmern	w15645
<g/>
,
einem	w15647
Speißgewölb	w15648
<g/>
,
und	w15650
einer	w15651
Kammer	w15652
<g/>
,
zwey=en	w15654
<g/>
=
Schüttboden	w15656
<g/>
,
Stallung	w15658
für	w15659
8	w15660
<g/>
.
Pferd	w15662
<g/>
,
und	w15664
8	w15665
<g/>
.
Stück	w15667
Hornvieh	w15668
<g/>
,
einen	w15670
Stadl	w15671
<g/>
,
einer	w15673
Holz	w15674
<g/>
=
und	w15676
einer	w15677
Wagenschupfen	w15678
<g/>
,
alles	w15680
in	w15681
recht	w15682
gut	w15683
gebau=ten	w15684
<g/>
=
Stand	w15686
<g/>
,
samt	w15688
darzu	w15689
gehörigen	w15690
17	w15691
<g/>
.
ein	w15693
Vier=tel	w15694
<g/>
=
Joch	w15696
Hausäckern	w15697
<g/>
,
6	w15699
<g/>
.
dreyviertel	w15701
Tagwerk	w15702
Wisen	w15703
<g/>
,
1	w15705
<g/>
.
Achtel	w15707
Haus	w15708
<g/>
=
und	w15710
Krengarten	w15711
<g/>
,
und	w15713
1	w15714
<g/>
.
Achtel	w15716
Krautgarten	w15717
<g/>
,
wie	w15719
auch	w15720
die	w15721
angebaute	w15722
Felder	w15723
mit	w15724
Winter	w15725
<g/>
=
und	w15727
Sommerbau	w15728
dem	w15729
Meist=bietenden	w15730
<g/>
=
gegen	w15732
gleich	w15733
baarer	w15734
Bezahlung	w15735
ver=kaufet	w15736
<g/>
=
werden	w15738
<g/>
.
Wer	w15740
nun	w15741
solche	w15742
Behausung	w15743
käuf=lich	w15744
<g/>
=
an	w15746
sich	w15747
zu	w15748
bringen	w15749
gedenket	w15750
<g/>
,
hat	w15752
sich	w15753
zu	w15754
Mün=chendorf	w15755
<g/>
=
an	w15757
obbemeldten	w15758
Tag	w15759
<g/>
,
Ort	w15761
und	w15762
Stund	w15763
einzufinden	w15764
<g/>
.
</p>
<p id="p166">
Von	w15766
Fürstlich	w15767
<g/>
=
Joseph	w15769
Wenzel	w15770
Liechtensteini=schen	w15771
<g/>
=
Verwalteramte	w15773
der	w15774
Herrschaft	w15775
Liechtenthal	w15776
wegen	w15777
wirdet	w15778
hiemit	w15779
all	w15780
und	w15781
jeden	w15782
zu	w15783
vernehmen	w15784
gegeben	w15785
<g/>
:
Es	w15787
seye	w15788
bey	w15789
der	w15790
über	w15791
ein	w15792
von	w15793
dem	w15794
löbl	w15795
<g/>
.
wienerischen	w15797
Stadtrath	w15798
eingelangtes	w15799
Compaß=schreiben	w15800
<g/>
=
zur	w15802
offentlichen	w15803
Ausfeil	w15804
und	w15805
Verkauf=fung	w15806
<g/>
=
des	w15808
denen	w15809
drey	w15810
Zachariä	w15811
Lebersingerischen	w15812
Kindern	w15813
angehörig	w15814
<g/>
,
auf	w15816
den	w15817
allhiesigen	w15818
Vorstadts=freygrund	w15819
<g/>
=
Liechtenthal	w15821
in	w15822
der	w15823
Saltzergasse	w15824
liegend	w15825
<g/>
,
zum	w15827
goldenen	w15828
Stuck	w15829
genannt	w15830
<g/>
,
hiehero	w15832
dienstbaren	w15833
Hauses	w15834
<g/>
,
jüngsthin	w15836
fürgewesten	w15837
Tagsatzung	w15838
<g/>
,
kein	w15840
anständigen	w15841
Kaufer	w15842
erschienen	w15843
<g/>
;
dahero	w15845
zu	w15846
solchem	w15847
Ende	w15848
auf	w15849
den	w15850
11ten	w15851
künftigen	w15852
Monats	w15853
April	w15854
Fruhe	w15855
um	w15856
9	w15857
Uhr	w15858
eine	w15859
andere	w15860
Licitations	w15861
tasat	w15862
zung	w15863
anberaumet	w15864
worden	w15865
<g/>
.
Alle	w15867
diejenige	w15868
demnach	w15869
<g/>
,
welche	w15871
ersagtes	w15872
Haus	w15873
käuflichen	w15874
an	w15875
sich	w15876
zu	w15877
brin=gen	w15878
<g/>
=
gedenken	w15880
<g/>
,
werden	w15882
an	w15883
obbestimten	w15884
Tag	w15885
und	w15886
Stund	w15887
in	w15888
der	w15889
allhiesig	w15890
