<doc id="wr_1757-04-13" attrs="word" year="1757" month="04" day="13" corpus="2">
<head id="h2_d134e3550">
Genua,	w1_d134e3554
Teutschland	w9_d134e28902
retten	w11_d134e28905
zu	w13_d134e28909
wollen,	w15_d134e28912
am	w17_d134e28915
allerwenig	w19_d134e28918
sten	w1_d134e28923
aber	w3_d134e28926
der	w5_d134e28929
vorschützende	w7_d134e28932
Religions=eifer	w9_d134e28935
in	w11_d134e28938
Vertheidigung	w13_d134e28942
des	w15_d134e28945
prote	w17_d134e28948
stantischen	w1_d134e28953
Reichs=wesens.	w3_d134e28956
</p>
<p id="p18_d134e28959">
Beede	w1_d134e28963
diese	w3_d134e28966
Vorwände	w5_d134e28969
werden	w7_d134e28972
in	w9_d134e28975
denen	w11_d134e28978
Preußischen	w13_d134e28982
Schriften	w15_d134e28985
wech	w17_d134e28988
selweis	w1_d134e28993
gemißbrauchet,	w3_d134e28996
nachdem	w5_d134e28999
es	w7_d134e29002
die	w9_d134e29005
Preußische	w11_d134e29008
Convenienz	w13_d134e29012
erfor	w15_d134e29015
deret,	w1_d134e29020
entweder	w3_d134e29023
in	w5_d134e29026
eines	w7_d134e29029
protestantischen	w9_d134e29032
Reichs=mitglieds	w11_d134e29035
nahe	w13_d134e29039
ge	w15_d134e29042
legenen	w1_d134e29048
Eigentum	w3_d134e29051
den	w5_d134e29054
Meister	w7_d134e29057
zu	w9_d134e29060
spielen,	w11_d134e29063
oder	w13_d134e29067
wider	w15_d134e29070
einen	w17_d134e29073
Catholi	w19_d134e29076
schen	w1_d134e29081
Reichs=fürsten,	w3_d134e29084
die	w5_d134e29087
Beystimmung	w7_d134e29090
des	w9_d134e29093
protestantischen	w11_d134e29096
Reichs	w13_d134e29100
theils	w1_d134e29105
nützlich	w3_d134e29108
anzuwenden:	w5_d134e29111
jedoch	w7_d134e29114
allemal	w9_d134e29117
in	w11_d134e29120
einerley	w13_d134e29124
Absicht,	w15_d134e29127
nämlich	w17_d134e29130
beede	w1_d134e29135
Theile	w3_d134e29138
zugleich,	w5_d134e29141
und	w7_d134e29144
ohne	w9_d134e29147
Unterschied	w11_d134e29150
zu	w13_d134e29154
unterdrucken,	w15_d134e29157
dadurch	w17_d134e29160
aber	w1_d134e29166
das	w3_d134e29169
Ansehen,	w5_d134e29172
den	w7_d134e29175
Nutzen	w9_d134e29178
und	w11_d134e29181
die	w13_d134e29185
Macht	w15_d134e29188
des	w17_d134e29191
alleinigen	w19_d134e29194
Königl.	w21_d134e29197
Chur=hauses	w1_d134e29202
Brandenburg,	w3_d134e29205
weit	w5_d134e29208
über	w7_d134e29211
alle	w9_d134e29214
Schranken	w11_d134e29217
hinaus	w13_d134e29221
zu	w15_d134e29224
treiben.	w1_d134e29229
</p>
<p id="p20_d134e29232">
Die	w1_d134e29236
Preußische	w3_d134e29239
Schriften=steller	w5_d134e29242
getrauen	w7_d134e29245
sich	w9_d134e29248
demnach	w11_d134e29251
nicht	w13_d134e29255
/	w15_d134e29258
die	w17_d134e29261
jenige	w1_d134e29266
Special=fälle	w3_d134e29269
namhaft	w5_d134e29272
zu	w7_d134e29275
machen,	w9_d134e29278
worauf	w11_d134e29281
dann	w13_d134e29285
die	w15_d134e29288
antragende	w17_d134e29291
Beschützung	w1_d134e29296
eigentlich	w3_d134e29299
gemeinet	w5_d134e29302
seyn	w7_d134e29305
solle,	w9_d134e29308
sondern	w11_d134e29311
sie	w13_d134e29315
begnügen	w15_d134e29318
sich	w17_d134e29321
ihren	w1_d134e29327
König	w3_d134e29330
nur	w5_d134e29333
für	w7_d134e29336
einen	w9_d134e29339
Beschützer	w11_d134e29342
der	w13_d134e29346
Reichs=freyheit	w15_d134e29349
überhaupt,	w17_d134e29352
auszugeben;	w1_d134e29357
da	w3_d134e29360
indessen	w5_d134e29363
dieser	w7_d134e29366
darmit	w9_d134e29369
beschäftiget	w11_d134e29372
ist,	w13_d134e29376
solche	w15_d134e29379
en	w17_d134e29382
Detail,	w19_d134e29385
das	w1_d134e29390
ist,	w3_d134e29393
in	w5_d134e29396
Ansehung	w7_d134e29399
einzeler	w9_d134e29402
Stände	w11_d134e29405
nach	w13_d134e29409
und	w15_d134e29412
nach	w17_d134e29415
zu	w19_d134e29418
Grund	w21_d134e29421
zurich	w23_d134e29424
ten:	w1_d134e29429
wovon	w3_d134e29432
die	w5_d134e29435
Beyspiele	w7_d134e29438
in	w9_d134e29441
der	w11_d134e29444
frischesten	w13_d134e29448
Gedächtnuß,	w15_d134e29451
und	w17_d134e29454
noch	w19_d134e29457
täglich	w1_d134e29463
vor	w3_d134e29466
Augen	w5_d134e29469
seynd.	w7_d134e29472
</p>
<p id="p22_d134e29475">
Jn	w1_d134e29479
Betref	w3_d134e29482
der	w5_d134e29485
Protestantischen	w7_d134e29488
Religion	w9_d134e29491
in	w11_d134e29494
Teutschland,	w13_d134e29498
kan	w15_d134e29501
wol	w17_d134e29504
am	w1_d134e29509
wenigsten	w3_d134e29512
eine	w5_d134e29515
gegründete	w7_d134e29518
Beysorge	w9_d134e29521
obwalten,	w11_d134e29524
als	w13_d134e29528
ob	w15_d134e29531
das	w17_d134e29534
Erz	w19_d134e29537
haus	w1_d134e29542
von	w3_d134e29545
Oesterreich	w5_d134e29548
die	w7_d134e29551
Absicht	w9_d134e29554
hege,	w11_d134e29557
mit	w13_d134e29561
Einverständnuß	w15_d134e29564
seiner	w17_d134e29567
Alliir	w19_d134e29570
ten,	w1_d134e29576
derselben	w3_d134e29579
einige	w5_d134e29582
Gefahr	w7_d134e29585
zuzuziehen;	w9_d134e29588
Nachdem	w11_d134e29591
nicht	w13_d134e29595
nur	w15_d134e29598
die	w17_d134e29601
mit	w19_d134e29604
</p>
<p id="p28_d134e29618">
der	w1_d134e29622
Cron	w3_d134e29625
Frankreich	w5_d134e29628
letzthin	w7_d134e29631
geschlossene	w9_d134e29634
Freundschafts=bündnuß	w11_d134e29637
dem	w13_d134e29641
Westphälischen	w1_d134e29646
Friedens=schluß	w3_d134e29649
die	w5_d134e29652
ungekränkte	w7_d134e29655
Aufrecht=erhaltung,	w9_d134e29658
auf	w1_d134e29663
das	w3_d134e29666
sorgfältigste	w5_d134e29669
gewähret,	w7_d134e29672
sondern	w9_d134e29675
auch	w11_d134e29678
der	w13_d134e29682
Kaiserin	w15_d134e29685
Königin	w17_d134e29688
Majestät	w1_d134e29694
seit	w3_d134e29697
dem	w5_d134e29700
durch	w7_d134e29703
Dero	w9_d134e29706
Gesandte	w11_d134e29709
im	w13_d134e29713
Reich,	w15_d134e29716
auf	w17_d134e29719
Dero	w19_d134e29722
allezeit	w21_d134e29725
heilig	w1_d134e29730
zu	w3_d134e29733
halten	w5_d134e29736
gewohntes	w7_d134e29739
Wort,	w9_d134e29742
solche	w11_d134e29745
bündigste	w13_d134e29749
Erkärungen	w15_d134e29752
thun	w17_d134e29755
lassen,	w1_d134e29760
daß	w3_d134e29763
dieserwegen	w5_d134e29766
alle	w7_d134e29769
protestantische	w9_d134e29772
Mächte	w11_d134e29775
und	w13_d134e29779
Reichs=stände	w15_d134e29782
vollkommen	w1_d134e29787
beruhet	w3_d134e29790
zu	w5_d134e29793
seyn,	w7_d134e29796
billige	w9_d134e29799
Ursach	w11_d134e29802
haben,	w13_d134e29806
und	w15_d134e29809
im	w17_d134e29812
Gegentheil	w19_d134e29815
nicht	w1_d134e29821
mißkennen	w3_d134e29824
werden,	w5_d134e29827
wie	w7_d134e29830
nur	w9_d134e29833
von	w11_d134e29836
darum	w13_d134e29840
der	w15_d134e29843
König	w17_d134e29846
in	w19_d134e29849
Preussen	w21_d134e29852
durch	w1_d134e29857
seine	w3_d134e29860
Anhänger,	w5_d134e29863
eine	w7_d134e29866
diesfällige	w9_d134e29869
Verlegenheit	w11_d134e29872
unter	w13_d134e29876
ihnen	w15_d134e29879
zu	w17_d134e29882
erwecken	w1_d134e29887
trachte,	w3_d134e29890
damit	w5_d134e29893
er	w7_d134e29896
aus	w9_d134e29899
seinem	w11_d134e29902
ungerechten	w13_d134e29906
Landfriedens	w15_d134e29909
bruch	w1_d134e29914
eine	w3_d134e29917
protestantische	w5_d134e29920
Religions=sache	w7_d134e29923
machen,	w9_d134e29926
und	w11_d134e29929
also	w13_d134e29933
auf	w15_d134e29936
frem	w17_d134e29939
de	w1_d134e29945
Urkosten	w3_d134e29948
die	w5_d134e29951
im	w7_d134e29954
Römischen	w9_d134e29957
Reich	w11_d134e29960
angestiftete	w13_d134e29964
Kriegs=unruhen	w15_d134e29967
un	w17_d134e29970
terhalten,	w1_d134e29975
und	w3_d134e29978
durch	w5_d134e29981
ganz	w7_d134e29984
Teutschland	w9_d134e29987
ausbreiten	w11_d134e29990
möge,	w13_d134e29994
ungeachtet	w15_d134e29997
die	w1_d134e30002
vorgewendete	w3_d134e30005
Causa	w5_d134e30008
Belli	w7_d134e30011
auf	w9_d134e30014
keine	w11_d134e30017
Weise	w13_d134e30021
in	w15_d134e30024
die	w17_d134e30027
Religionsangele	w19_d134e30030
genheiten	w1_d134e30035
einschlägt,	w3_d134e30038
noch	w5_d134e30041
der	w7_d134e30044
Preußischer	w9_d134e30047
Seits	w11_d134e30050
für	w13_d134e30054
eine	w15_d134e30057
Offensib	w17_d134e30060
verbindung	w1_d134e30066
angegebene	w3_d134e30069
Freundschafts=tractat	w5_d134e30072
mit	w7_d134e30075
Rußland	w9_d134e30078
sich	w11_d134e30081
im	w13_d134e30085
mindesten	w1_d134e30090
auf	w3_d134e30093
Religions=obiecta	w5_d134e30096
erstrecket.	w7_d134e30099
</p>
<p id="p30_d134e30102">
Dahero	w1_d134e30106
auch	w3_d134e30109
Seine	w5_d134e30112
Rönisch=Kaiserl.	w7_d134e30115
Maisestät	w9_d134e30118
aus	w11_d134e30121
Reichsvä	w13_d134e30125
terlicher	w1_d134e30130
Sorgfalt	w3_d134e30133
bewogen	w5_d134e30136
worden,	w7_d134e30139
in	w9_d134e30142
Dero	w11_d134e30145
letzthin	w13_d134e30149
an	w15_d134e30152
das	w17_d134e30155
gesamte	w19_d134e30158
Reich	w1_d134e30163
erlassenen	w3_d134e30166
aller=gnädigsten	w5_d134e30169
Hof=decret,	w7_d134e30172
den	w9_d134e30175
protestantischen	w11_d134e30178
Religions=theil	w1_d134e30184
wider	w3_d134e30187
die	w5_d134e30190
gefährliche	w7_d134e30193
Preußische	w9_d134e30196
Vorspiegelungen	w11_d134e30199
sorg	w13_d134e30203
fältigst	w1_d134e30208
zu	w3_d134e30211
warnen,	w5_d134e30214
und	w7_d134e30217
zugleich	w9_d134e30220
zu	w11_d134e30223
versichern,	w13_d134e30227
daß	w15_d134e30230
Allerhöchst=dieselbe	w17_d134e30233
als	w1_d134e30238
gemeinsamer	w3_d134e30241
Vatter	w5_d134e30244
des	w7_d134e30247
Reichs,	w9_d134e30250
und	w11_d134e30253
aller	w13_d134e30257
dessen	w15_d134e30260
Ständen,	w17_d134e30263
einen	w19_d134e30266
wie	w1_d134e30271
den	w3_d134e30274
anderen	w5_d134e30277
Religions=theil,	w7_d134e30280
bey	w9_d134e30283
dem,	w11_d134e30286
was	w13_d134e30290
einen	w15_d134e30293
jeden	w17_d134e30296
die	w19_d134e30299
Reli	w21_d134e30302
gions	w1_d134e30308
und	w3_d134e30311
Westphälischen	w5_d134e30314
Friedens=schlüsse	w7_d134e30317
zum	w9_d134e30320
guten	w11_d134e30323
verordnen,	w13_d134e30327
in	w15_d134e30330
allen	w1_d134e30335
Ereignussen	w3_d134e30338
unabbrüchig,	w5_d134e30341
und	w7_d134e30344
unpartheyisch	w9_d134e30347
zu	w11_d134e30350
handhaben,	w13_d134e30354
fort	w15_d134e30357
fahren	w1_d134e30362
würden,	w3_d134e30365
und	w5_d134e30368
daß	w7_d134e30371
auch	w9_d134e30374
des	w11_d134e30377
Durchleuchtigsten	w13_d134e30381
Erz=hauses	w15_d134e30384
pa	w17_d134e30387
triotische	w1_d134e30392
Gesinnung	w3_d134e30395
damit	w5_d134e30398
vollständig	w7_d134e30401
vereiniget	w9_d134e30404
seye.	w11_d134e30407
</p>
<p id="p32_d134e30410">
Jm	w1_d134e30414
übrigen	w3_d134e30417
kommet	w5_d134e30420
es	w7_d134e30423
nicht	w9_d134e30426
darauf	w11_d134e30429
an,	w13_d134e30433
in	w15_d134e30436
was	w17_d134e30439
für	w19_d134e30442
Eigenschaft	w21_d134e30445
der	w1_d134e30450
König	w3_d134e30453
in	w5_d134e30456
Preussen,	w7_d134e30459
als	w9_d134e30462
Aggressor	w11_d134e30465
derer	w13_d134e30469
zum	w15_d134e30472
Teutschen	w17_d134e30475
Reich	w19_d134e30478
gehöri	w21_d134e30481
gen	w1_d134e30486
Landen,	w3_d134e30489
angesehen	w5_d134e30492
werden	w7_d134e30495
wolle.	w9_d134e30498
Die	w11_d134e30501
Reichs=gesätze	w13_d134e30505
verfolgen	w15_d134e30508
die	w17_d134e30511
</p>
<p id="p34_d134e30514">
land=fried=brüchige	w1_d134e30518
That=handlungen,	w3_d134e30521
wo	w5_d134e30524
solche	w7_d134e30527
immer	w9_d134e30530
auf	w11_d134e30533
dem	w13_d134e30537
Reichs	w15_d134e30540
boden	w1_d134e30545
unternommen	w3_d134e30548
werden;	w5_d134e30551
sie	w7_d134e30554
machen	w9_d134e30557
darinnen	w11_d134e30560
wegen	w13_d134e30564
des	w15_d134e30567
Ansehen.	w17_d134e30570
</p>
<p id="p40_d134e30584">
oder	w1_d134e30588
der	w3_d134e30591
Würde	w5_d134e30594
des	w7_d134e30597
Vergewaltigers,	w9_d134e30600
keinen	w11_d134e30603
Unterschied	w13_d134e30607
/	w15_d134e30610
sie	w17_d134e30613
wenden	w19_d134e30616
wi	w21_d134e30619
der	w1_d134e30624
selbigen	w3_d134e30627
die	w5_d134e30630
vorgesehene	w7_d134e30633
Mittel,	w9_d134e30636
nach	w11_d134e30639
der	w13_d134e30643
Beschaffenheit	w15_d134e30646
der	w17_d134e30649
eilen	w19_d134e30652
den	w1_d134e30657
Gefahr,	w3_d134e30660
unverzüglich	w5_d134e30663
an,	w7_d134e30666
und	w9_d134e30669
legen	w11_d134e30672
dem	w13_d134e30676
Allerhöchsten	w15_d134e30679
Reichs=ober	w17_d134e30682
haupt	w1_d134e30688
die	w3_d134e30691
Ausdrückungen	w5_d134e30694
in	w7_d134e30697
den	w9_d134e30700
Mund,	w11_d134e30703
womit	w13_d134e30707
die	w15_d134e30710
Gehäßigkeit	w17_d134e30713
des	w19_d134e30716
Un	w21_d134e30719
ternehmens	w1_d134e30724
allen	w3_d134e30727
an	w5_d134e30730
der	w7_d134e30733
Erhaltung	w9_d134e30736
der	w11_d134e30739
Reichs=grund=verfassung,	w13_d134e30743
und	w1_d134e30748
des	w3_d134e30751
gemneinen	w5_d134e30754
Ruhestandes	w7_d134e30757
pflichemäßigen	w9_d134e30760
Theil	w11_d134e30763
babenden	w13_d134e30767
Neich	w15_d134e30770
gliedern	w1_d134e30775
anzukündigen	w3_d134e30778
ist.	w5_d134e30781
</p>
<p id="p42_d134e30784">
Was	w1_d134e30788
die	w3_d134e30791
Constitution	w5_d134e30794
über	w7_d134e30797
den	w9_d134e30800
Land=frieden,	w11_d134e30803
und	w13_d134e30807
die	w15_d134e30810
Ereen	w17_d134e30813
tions=ordnung	w1_d134e30818
deutlich	w3_d134e30821
verordnet,	w5_d134e30824
kann	w7_d134e30827
so	w9_d134e30830
wenig	w11_d134e30833
Chur=sachsen,	w13_d134e30837
als	w15_d134e30840
der	w1_d134e30845
Kaiserin=Königin	w3_d134e30848
Majestät,	w5_d134e30851
mit	w7_d134e30854
Recht	w9_d134e30857
versaget	w11_d134e30860
werden,	w13_d134e30864
da	w15_d134e30867
ver	w17_d134e30870
möge	w1_d134e30876
des	w3_d134e30879
Reichs=schlusses	w5_d134e30882
Anno	w7_d134e30885
1702.	w9_d134e30888
bey	w11_d134e30891
der	w13_d134e30895
damaligen	w15_d134e30898
Readmis	w17_d134e30901
sion	w1_d134e30906
der	w3_d134e30909
Chur	w5_d134e30912
Böheim,	w7_d134e30915
dieses	w9_d134e30918
Königreich,	w11_d134e30921
samt	w13_d134e30925
allen	w15_d134e30928
demselben	w17_d134e30931
in	w19_d134e30934
corporirten	w1_d134e30939
Landen,	w3_d134e30942
in	w5_d134e30945
des	w7_d134e30948
Reichs	w9_d134e30951
Schutz,	w11_d134e30954
Schirm,	w13_d134e30958
und	w15_d134e30961
Protection	w17_d134e30964
zu	w19_d134e30967
nehmen,	w1_d134e30972
und	w3_d134e30975
selbiges	w5_d134e30978
wie	w7_d134e30981
andere	w9_d134e30984
Reichs=lande	w11_d134e30987
bey	w13_d134e30991
sich	w15_d134e30994
ereignenden	w17_d134e30997
unverhoften	w1_d134e31003
Noht=fall	w3_d134e31006
wider	w5_d134e31009
allen	w7_d134e31012
NB.	w9_d134e31015
in	w11_d134e31018
und	w13_d134e31022
auswärtigen	w15_d134e31025
unbi	w17_d134e31028
ligen	w1_d134e31033
Gewalt,	w3_d134e31036
inhaltlich	w5_d134e31039
der	w7_d134e31042
Executions=ordnung,	w9_d134e31045
und	w11_d134e31048
anderer	w13_d134e31052
heil	w15_d134e31055
samen	w1_d134e31060
Reichs=satzungen	w3_d134e31063
kräftigst	w5_d134e31066
zu	w7_d134e31069
schützen	w9_d134e31072
ist.	w11_d134e31075
Jch	w1_d134e31080
breche	w3_d134e31083
hier	w5_d134e31086
ab,	w7_d134e31089
werde	w9_d134e31092
aber	w11_d134e31095
das	w13_d134e31099
weitere	w15_d134e31102
nächstens	w17_d134e31105
einsenden	w19_d134e31108
</p>
<p id="p44_d134e31111">
Bis	w1_d134e31115
dehin	w3_d134e31118
berharrende	w5_d134e31121
</p>
<head id="h2_d134e31127">
Mein	w1_d134e31131
Herr!	w3_d134e31134
Dero	w5_d134e31137
rc.	w7_d134e31140
</head>
</doc>
