<doc id="wr_1759-12-12" attrs="word" year="1759" month="12" day="12" corpus="2">
<head id="h2_d405e4228">
Lahn=strom	w4_d405e4231
dem	w548_d405e30290
Ufer	w550_d405e30293
der	w552_d405e30296
Elbe	w554_d405e30300
mit	w556_d405e30303
ei	w558_d405e30306
ner	w561_d405e30310
</p>
<p id="p18_d405e30316">
ner	w4_d405e30319
starken	w6_d405e30323
Bedeckung	w8_d405e30326
stunde,	w10_d405e30329
und	w12_d405e30332
von	w14_d405e30336
dar	w16_d405e30339
noch	w18_d405e30342
nichts	w20_d405e30345
hinüber	w22_d405e30348
geschaf	w24_d405e30351
fet	w27_d405e30356
worden	w29_d405e30360
ware,	w31_d405e30363
worauf	w33_d405e30366
aber	w35_d405e30369
erfolgte,	w37_d405e30373
daß	w39_d405e30376
der	w41_d405e30379
auf	w43_d405e30382
der	w45_d405e30385
anderen	w47_d405e30388
Seite	w49_d405e30392
der	w51_d405e30395
Elbe	w54_d405e30399
mit	w56_d405e30403
einigen	w58_d405e30406
Trupen	w60_d405e30410
von	w62_d405e30413
dem	w64_d405e30416
König	w66_d405e30419
zum	w68_d405e30422
Sucurs	w70_d405e30425
geschickte	w72_d405e30429
Ge	w74_d405e30432
neral	w77_d405e30436
Jtzenblitz	w79_d405e30440
aus	w81_d405e30443
24=pfündigen	w83_d405e30447
Canons,	w85_d405e30450
und	w87_d405e30453
sogar	w89_d405e30456
aus	w91_d405e30459
kleinem	w93_d405e30462
Ge	w95_d405e30466
wehr	w98_d405e30470
ein	w100_d405e30474
ungemein	w102_d405e30477
heftiges	w104_d405e30480
Feuer	w106_d405e30484
herüber	w108_d405e30487
zu	w110_d405e30490
machen	w112_d405e30493
anfienge,	w114_d405e30496
welches	w116_d405e30499
dann	w119_d405e30504
diesseits	w121_d405e30508
veranlassete,	w123_d405e30511
daß	w125_d405e30514
mehr=besagter	w127_d405e30517
Feld=marschall=leutenant	w129_d405e30521
Baron	w132_d405e30525
von	w134_d405e30529
Beck	w136_d405e30532
den	w138_d405e30535
Generalen	w140_d405e30539
Grafen	w142_d405e30542
von	w144_d405e30545
Pellegrini	w146_d405e30548
mit	w148_d405e30551
4.	w150_d405e30554
Batail	w152_d405e30558
lons,	w155_d405e30562
wie	w157_d405e30566
auch	w159_d405e30569
den	w161_d405e30572
Generalen	w163_d405e30576
Grafen	w165_d405e30579
Nasseli	w167_d405e30582
mit	w169_d405e30585
anderen	w171_d405e30588
2.	w173_d405e30591
Batail	w175_d405e30595
lons	w178_d405e30599
zum	w180_d405e30603
Soutien	w182_d405e30606
nachrucken	w184_d405e30609
machte,	w186_d405e30613
um	w188_d405e30616
den	w190_d405e30619
Feind	w192_d405e30622
von	w194_d405e30625
der	w196_d405e30628
ermelde	w198_d405e30632
ten	w201_d405e30636
Anhöhe,	w203_d405e30640
und	w205_d405e30643
aus	w207_d405e30646
letzt=gedachtem	w209_d405e30650
Dorf	w211_d405e30653
zu	w213_d405e30656
delogiren;	w215_d405e30659
ehevor	w217_d405e30662
aber	w219_d405e30665
diese	w222_d405e30670
zum	w224_d405e30674
Feuer	w226_d405e30677
kamen,	w228_d405e30680
erneuerte	w230_d405e30683
der	w232_d405e30687
die	w234_d405e30690
Attaque	w236_d405e30693
führende	w238_d405e30696
von	w240_d405e30699
dem	w242_d405e30702
Obrist=leutenanten	w245_d405e30707
Lumaga	w247_d405e30711
unterstützte	w249_d405e30714
Obriste	w251_d405e30717
von	w253_d405e30720
Zettwitz	w255_d405e30724
den	w257_d405e30727
An	w259_d405e30730
grif	w262_d405e30734
mit	w264_d405e30738
solcher	w266_d405e30742
Vivacité	w268_d405e30745
und	w270_d405e30748
Bravour	w272_d405e30751
en	w274_d405e30754
Fronte,	w276_d405e30757
theils	w278_d405e30761
mit	w280_d405e30764
aufge	w282_d405e30767
pflanzten	w285_d405e30771
Bajoneten,	w287_d405e30775
theils	w289_d405e30779
mit	w291_d405e30782
dem	w293_d405e30785
Säbel	w295_d405e30788
in	w297_d405e30791
der	w299_d405e30794
Faust,	w301_d405e30798
und	w303_d405e30801
der	w305_d405e30804
Ob	w307_d405e30807
riste	w310_d405e30811
Riese	w312_d405e30816
auf	w314_d405e30819
das	w316_d405e30822
Dorf	w318_d405e30825
Cöln	w320_d405e30828
in	w322_d405e30831
des	w324_d405e30835
Feindes	w326_d405e30838
Rucken,	w328_d405e30841
daß,	w330_d405e30844
nachdeme	w332_d405e30847
viele	w335_d405e30852
von	w337_d405e30856
dem	w339_d405e30859
Feind	w341_d405e30862
in	w343_d405e30865
der	w345_d405e30868
ersten	w347_d405e30872
Furie	w349_d405e30875
nieder=gemacht	w351_d405e30878
wurden,	w353_d405e30881
der	w355_d405e30884
Uber=rest	w358_d405e30889
sich	w360_d405e30893
auf	w362_d405e30896
Discretion	w364_d405e30899
ergabe,	w366_d405e30902
und	w368_d405e30905
zwar	w370_d405e30909
ist	w372_d405e30912
der	w374_d405e30915
General=major	w376_d405e30918
von	w379_d405e30922
Türk	w381_d405e30927
mit	w383_d405e30930
1.	w385_d405e30933
Obristen,	w387_d405e30936
1.	w389_d405e30939
Obrist=leutenanten,	w391_d405e30942
4.	w393_d405e30946
Majors,	w395_d405e30949
11.	w397_d405e30952
Capitains,	w400_d405e30956
9.	w402_d405e30960
Premiers=18.	w404_d405e30964
Seconds=leutenants,	w406_d405e30967
11.	w408_d405e30970
Fähnrichs	w410_d405e30973
mit	w413_d405e30977
1.	w415_d405e30982
Bataillon	w417_d405e30985
von	w419_d405e30988
Kanitz,	w421_d405e30991
dem	w423_d405e30994
Regiment	w425_d405e30997
Bernburg,	w427_d405e31001
und	w429_d405e31004
Hausen,	w431_d405e31007
welche	w433_d405e31010
beede	w436_d405e31014
aber	w438_d405e31019
nur	w440_d405e31022
jedes	w442_d405e31025
1.	w444_d405e31028
Bataillon	w446_d405e31031
formiren,	w448_d405e31034
zusammen	w450_d405e31038
1659.	w452_d405e31041
Mann	w454_d405e31044
Jnfanterie,	w457_d405e31048
nebst	w459_d405e31052
einigen	w461_d405e31056
Hussaren	w463_d405e31059
und	w465_d405e31062
Dragonern	w467_d405e31065
zu	w469_d405e31068
Kriegsgefange	w471_d405e31071
neu	w474_d405e31076
gemacht	w476_d405e31080
worden.	w478_d405e31083
An	w480_d405e31086
Artillerie	w482_d405e31089
ist:	w484_d405e31093
1.	w486_d405e31096
12=pfündige,	w488_d405e31099
4.	w490_d405e31102
6=pfündige,	w492_d405e31105
2.	w495_d405e31110
3=pfündige	w497_d405e31114
Canons,	w499_d405e31117
und	w501_d405e31120
1.	w503_d405e31123
7=pfündige	w505_d405e31126
Haubitze,	w507_d405e31130
2.	w509_d405e31133
Muuitions	w511_d405e31136
karren,	w514_d405e31140
8.	w516_d405e31144
Munitions=wägen,	w518_d405e31148
dann	w520_d405e31151
61.	w522_d405e31154
meßingene	w524_d405e31157
Trommeln	w526_d405e31160
nebst	w528_d405e31163
aller	w531_d405e31168
Officiers=bagage	w533_d405e31172
von	w535_d405e31175
dem	w537_d405e31178
ganzen	w539_d405e31181
Corps,	w541_d405e31185
und	w543_d405e31188
eine	w545_d405e31191
grosse	w547_d405e31194
Menge	w549_d405e31197
Pferde	w552_d405e31202
erbeutet	w554_d405e31206
worden.	w556_d405e31209
Ausser	w558_d405e31212
deme	w560_d405e31215
solle	w562_d405e31218
nicht	w564_d405e31222
nur	w566_d405e31225
sehr	w568_d405e31228
viele	w570_d405e31231
Mann	w572_d405e31234
schaft	w575_d405e31239
auf	w577_d405e31243
dem	w579_d405e31246
Platz	w581_d405e31249
geblieben,	w583_d405e31252
sondern	w585_d405e31255
auch	w587_d405e31259
in	w589_d405e31262
der	w591_d405e31265
Elbe	w593_d405e31268
verunglücket	w595_d405e31271
seyn.	w598_d405e31276
Der	w600_d405e31280
diesseitige	w602_d405e31283
Verlust	w604_d405e31286
bestehet	w606_d405e31289
hingegen	w608_d405e31292
in	w610_d405e31296
Todten	w612_d405e31299
aus	w614_d405e31302
1.	w616_d405e31305
Offi	w618_d405e31308
cier,	w621_d405e31313
24.	w623_d405e31317
Grenadiers,	w625_d405e31320
33.	w627_d405e31323
Musquetiers,	w629_d405e31326
12.	w631_d405e31329
Hussaren,	w633_d405e31333
und	w635_d405e31336
2.	w637_d405e31339
Uhla	w639_d405e31342
An	w642_d405e31346
Bleßirten	w644_d405e31351
aber	w646_d405e31354
in	w648_d405e31357
3.	w650_d405e31360
Officiers,	w652_d405e31363
39.	w654_d405e31366
Grenadiers,	w656_d405e31370
50.	w658_d405e31373
Musque	w660_d405e31376
nen.	w663_d405e31380
tiers,	w666_d405e31385
18.	w668_d405e31390
Hussaren,	w670_d405e31393
und	w672_d405e31396
5.	w674_d405e31399
Uhlanen,	w676_d405e31402
dann	w678_d405e31405
in	w680_d405e31409
7.	w682_d405e31412
todt	w684_d405e31415
und	w687_d405e31419
15.	w689_d405e31423
bleßirten	w691_d405e31427
Pferden.	w693_d405e31430
</p>
<p id="p22_d405e31435">
ende	w4_d405e31438
des	w6_d405e31442
Journals	w8_d405e31445
der	w10_d405e31448
combinirt=Kaiserl.	w12_d405e31451
Königl.	w14_d405e31455
und	w16_d405e31458
Reichs=executions=armee	w19_d405e31462
vom	w21_d405e31466
1.	w23_d405e31469
bis	w25_d405e31473
8.	w27_d405e31476
Decemb.	w29_d405e31479
1759.	w31_d405e31482
aus	w33_d405e31485
dem	w35_d405e31488
Haupt=quartier	w38_d405e31493
Postelberg.	w40_d405e31497
</p>
<p id="p24_d405e31504">
Nachdeme	w4_d405e31507
die	w6_d405e31511
Armee	w8_d405e31514
seit	w10_d405e31517
dem	w12_d405e31520
Monat	w14_d405e31524
Martii	w16_d405e31527
gegenwärtigen	w18_d405e31530
Jahrs	w20_d405e31533
in	w22_d405e31536
da	w24_d405e31539
ständigen	w27_d405e31544
Bewegungen	w29_d405e31548
und	w31_d405e31551
Operationen	w33_d405e31554
gewesen,	w35_d405e31557
mithin	w37_d405e31561
bey	w39_d405e31564
soweit	w41_d405e31567
allschon	w44_d405e31571
verstrichener	w46_d405e31575
Jahrs=zeit,	w48_d405e31579
und	w50_d405e31582
eingetrettener	w52_d405e31585
sehr	w54_d405e31588
rauhen	w56_d405e31591
Witterung	w58_d405e31594
diese	w61_d405e31599
in	w63_d405e31603
die	w65_d405e31606
winterliche	w67_d405e31609
Cantonirungs=quartiere	w69_d405e31612
zu	w71_d405e31616
führen	w73_d405e31619
für	w75_d405e31622
nöhtig	w77_d405e31625
ange	w79_d405e31628
sehen	w82_d405e31633
worden;	w84_d405e31637
so	w86_d405e31640
hatten	w88_d405e31643
des	w90_d405e31646
commandirenden	w92_d405e31649
Herrn	w94_d405e31653
Generalen	w96_d405e31656
Hoch=fürstl.	w98_d405e31659
Durchleucht,	w101_d405e31663
um	w103_d405e31667
den	w105_d405e31671
Marsch	w107_d405e31674
der	w109_d405e31677
Armee	w111_d405e31680
desto	w113_d405e31683
mehrers	w115_d405e31686
zu	w117_d405e31690
erleichteren,	w119_d405e31693
bereits	w121_d405e31696
</p>
<p id="p26_d405e31699">
Den	w4_d405e31702
1.	w6_d405e31706
den	w8_d405e31709
Kaiserl.	w10_d405e31712
Reichs=artillerie=parc	w12_d405e31715
nach	w14_d405e31719
Böheim	w16_d405e31722
abrucken	w18_d405e31725
las	w20_d405e31728
sen,	w23_d405e31732
wo	w25_d405e31737
hiernächst	w27_d405e31740
Hoch=dieselbe	w29_d405e31743
</p>
<p id="p28_d405e31746">
Den	w4_d405e31749
2.	w6_d405e31753
mit	w8_d405e31756
denen	w10_d405e31759
weiteren	w12_d405e31762
den	w14_d405e31766
Marsch	w16_d405e31769
der	w18_d405e31772
Armee	w20_d405e31775
selbsten	w22_d405e31778
betreffen	w24_d405e31781
den	w27_d405e31786
Dispositionen	w29_d405e31790
beschäftiget	w31_d405e31793
waren,	w33_d405e31796
in	w35_d405e31799
Folge	w37_d405e31803
deren	w39_d405e31806
</p>
<p id="p30_d405e31809">
Den	w4_d405e31812
3.	w6_d405e31816
die	w8_d405e31819
Armee	w10_d405e31822
in	w12_d405e31825
dreyen	w14_d405e31829
Colonnen	w16_d405e31832
aus	w18_d405e31835
Sachsen	w20_d405e31838
würklich	w22_d405e31841
in	w24_d405e31844
das	w26_d405e31848
Königreich	w29_d405e31852
Böheim	w31_d405e31856
einruckte,	w33_d405e31859
und	w35_d405e31862
ihren	w37_d405e31866
Marsch	w39_d405e31869
</p>
<p id="p32_d405e31872">
Den	w4_d405e31875
4.	w6_d405e31879
5.	w8_d405e31882
und	w10_d405e31885
6.	w12_d405e31888
nach	w14_d405e31892
einem	w16_d405e31895
nur	w18_d405e31898
gehaltenen	w20_d405e31901
Rast=tag	w22_d405e31904
also	w24_d405e31907
fortsetzte,	w26_d405e31911
daß	w29_d405e31915
</p>
<p id="p34_d405e31919">
Den	w4_d405e31922
7.	w6_d405e31926
würklichen	w8_d405e31929
das	w10_d405e31932
Haupt=quartier	w12_d405e31935
zu	w14_d405e31939
Postelberg	w16_d405e31942
allschon	w18_d405e31945
genom	w20_d405e31948
men	w23_d405e31952
wurde.	w25_d405e31957
Jn	w27_d405e31960
dieser	w29_d405e31963
Zeit	w31_d405e31966
äusserte	w33_d405e31969
sich	w35_d405e31972
gar	w37_d405e31976
nichts	w39_d405e31979
veränderliches,	w41_d405e31982
und	w43_d405e31985
wur	w45_d405e31988
de	w48_d405e31993
nur	w50_d405e31997
von	w52_d405e32000
dem	w54_d405e32003
Herrn	w56_d405e32006
Generalen	w58_d405e32009
Baron	w60_d405e32013
von	w62_d405e32016
Luzinsky	w64_d405e32019
einberichtet,	w66_d405e32022
daß	w68_d405e32025
selber	w71_d405e32030
auf	w73_d405e32034
die	w75_d405e32037
erhaltene	w77_d405e32040
sehr	w79_d405e32043
erfreuliche	w81_d405e32046
Nachricht	w83_d405e32050
von	w85_d405e32053
dem	w87_d405e32056
siegreichen	w89_d405e32059
Vor	w91_d405e32062
gang	w94_d405e32067
bey	w96_d405e32071
Maxen	w98_d405e32074
mit	w100_d405e32077
einem	w102_d405e32080
unterhabenden	w104_d405e32083
Corps	w106_d405e32087
von	w108_d405e32090
Neustadt	w110_d405e32093
an	w112_d405e32096
der	w114_d405e32099
Ohrla	w117_d405e32104
anwieder	w119_d405e32108
nacher	w121_d405e32111
Zeitz	w123_d405e32114
vorgerucket	w125_d405e32117
wäre,	w127_d405e32120
und	w129_d405e32124
aus	w131_d405e32127
dieser	w133_d405e32130
Gelegenheit	w135_d405e32133
einige	w138_d405e32137
feindliche	w140_d405e32142
Kriegs=gefangene	w142_d405e32145
eingebracht	w144_d405e32148
hätte.	w146_d405e32151
</p>
<p id="p36_d405e32155">
Den	w4_d405e32158
8.	w6_d405e32162
übergaben	w8_d405e32165
des	w10_d405e32168
commandirenden	w12_d405e32171
Herrn	w14_d405e32175
Generalen	w16_d405e32178
Hoch=fürstl.	w18_d405e32181
Durchleucht	w21_d405e32185
das	w23_d405e32189
Commando	w25_d405e32193
der	w27_d405e32196
Armee	w29_d405e32199
dem	w31_d405e32202
Herrn	w33_d405e32205
Feld=marschallen	w35_d405e32208
Gra	w37_d405e32212
fen	w40_d405e32216
von	w42_d405e32220
Serbelloni,	w44_d405e32223
um	w46_d405e32226
solche	w48_d405e32230
weiters	w50_d405e32233
in	w52_d405e32236
die	w54_d405e32239
Reichs=lande	w56_d405e32242
zu	w58_d405e32245
führen,	w60_d405e32249
und	w62_d405e32252
durch	w65_d405e32256
solche	w67_d405e32260
den	w69_d405e32263
bestimmten	w71_d405e32267
Cordon	w73_d405e32270
beziehen	w75_d405e32273
zu	w77_d405e32276
lassen,	w79_d405e32279
massen	w81_d405e32282
hoch=erwehnt	w83_d405e32286
Seine	w86_d405e32290
Durchleucht	w88_d405e32294
morgigen	w90_d405e32297
Tages	w92_d405e32300
zu	w94_d405e32304
Erholung	w96_d405e32307
ihrer	w98_d405e32310
Gesundheit	w100_d405e32313
die	w103_d405e32317
Reise	w105_d405e32322
über	w107_d405e32325
Prag	w109_d405e32328
nacher	w111_d405e32331
Wien	w113_d405e32334
anzutretten	w115_d405e32337
willens	w118_d405e32342
seynd.	w120_d405e32346
</p>
</doc>
