<doc id="wr_1759-09-08" attrs="word" year="1759" month="09" day="08" corpus="2">
<head id="h2_d379e4399">
Königsberg	w1_d379e4403
seynd,	w1_d379e32109
accordiret.	w3_d379e32112
</p>
<p id="p28_d379e32115">
7mo.	w1_d379e32119
Dieses	w3_d379e32122
erstrecket	w5_d379e32125
sich	w7_d379e32128
auch	w9_d379e32131
auf	w11_d379e32134
den	w13_d379e32138
an	w15_d379e32141
Chur=sächsischen	w17_d379e32144
Hof	w19_d379e32147
accreditirten	w21_d379e32150
Kö	w23_d379e32153
nigl.	w1_d379e32158
Engländischen	w3_d379e32161
Residenten,	w5_d379e32164
alle	w7_d379e32167
Königliche	w9_d379e32170
Unterthanen,	w11_d379e32173
und	w13_d379e32177
alle	w15_d379e32180
andere	w17_d379e32183
Personen,	w19_d379e32186
so	w21_d379e32189
sich	w23_d379e32192
hier	w1_d379e32197
unter	w3_d379e32200
Königl.	w5_d379e32203
Schutz	w7_d379e32206
befinden,	w9_d379e32209
welchen	w11_d379e32212
sammtlich	w13_d379e32216
erlaubet	w15_d379e32219
seyn	w17_d379e32222
solle,	w19_d379e32225
der	w21_d379e32228
Garnison	w23_d379e32231
un	w25_d379e32235
gekränkt	w1_d379e32241
zu	w3_d379e32244
folgen,	w5_d379e32247
wann	w7_d379e32250
sie	w9_d379e32253
in	w11_d379e32256
solcher	w13_d379e32260
Absicht	w15_d379e32263
von	w17_d379e32266
des	w19_d379e32269
Herrn	w21_d379e32272
Gouverneurs	w23_d379e32275
Excellenz	w25_d379e32279
mit	w27_d379e32282
einem	w1_d379e32287
Paß	w3_d379e32290
versehen	w5_d379e32293
werden.	w7_d379e32296
Solten	w9_d379e32299
auch	w11_d379e32302
etwann	w13_d379e32306
von	w15_d379e32309
denen	w17_d379e32312
Königl.	w19_d379e32315
Officiers,	w21_d379e32318
Bedienten,	w23_d379e32321
oder	w1_d379e32326
Unterthanen,	w3_d379e32329
so	w5_d379e32332
sich	w7_d379e32335
anjetzo	w9_d379e32338
hier	w11_d379e32341
befinden,	w13_d379e32345
Particular=schulden	w15_d379e32348
gemacht	w17_d379e32351
worden	w19_d379e32354
seyn,	w21_d379e32357
so	w23_d379e32360
sollen	w1_d379e32365
solche	w3_d379e32368
vor	w5_d379e32371
dem	w7_d379e32374
Ausmarsch	w9_d379e32377
bezahlet,	w11_d379e32380
oder	w13_d379e32384
sich	w15_d379e32387
deshalben	w17_d379e32390
reversiret	w19_d379e32393
werden,	w21_d379e32396
diejenige	w23_d379e32399
Schul	w25_d379e32403
den	w1_d379e32409
aber,	w3_d379e32412
welche	w5_d379e32415
von	w7_d379e32418
jetzo	w9_d379e32421
abwesenden	w11_d379e32424
Officiers,	w13_d379e32428
und	w15_d379e32431
Bedienten	w17_d379e32434
contrahiret	w19_d379e32437
worden,	w21_d379e32440
seynd	w23_d379e32443
darunter	w25_d379e32447
nicht	w1_d379e32452
mit	w3_d379e32455
begriffen,	w5_d379e32458
wie	w7_d379e32461
dann	w9_d379e32464
auch	w11_d379e32467
darfür,	w13_d379e32471
was	w15_d379e32474
von	w17_d379e32477
der	w19_d379e32480
Stadt,	w21_d379e32483
oder	w23_d379e32486
dem	w25_d379e32490
Magistrat	w27_d379e32493
an	w29_d379e32496
Contribution	w31_d379e32499
und	w1_d379e32504
Lieferungen	w3_d379e32507
für	w5_d379e32510
die	w7_d379e32513
Garnison,	w9_d379e32516
das	w11_d379e32519
Lazaret,	w13_d379e32523
oder	w15_d379e32526
zu	w17_d379e32529
anderen	w19_d379e32532
nöhtigen	w21_d379e32535
publiquen	w23_d379e32538
Behuf	w25_d379e32542
hergegeben	w1_d379e32547
worden,	w3_d379e32550
auf	w5_d379e32553
keine	w7_d379e32556
Weise	w9_d379e32559
Vergütung	w11_d379e32562
verlanget	w13_d379e32566
werden	w15_d379e32569
kan.	w17_d379e32572
Ad	w1_d379e32578
7mum.	w3_d379e32581
Accordiret,	w5_d379e32584
jedoch	w7_d379e32587
müssen	w9_d379e32590
die	w11_d379e32593
gemachten	w13_d379e32597
Schulden,	w15_d379e32600
sowol	w17_d379e32603
für	w19_d379e32606
die	w21_d379e32609
</p>
<p id="p30_d379e32612">
Gegenwärtig=als	w1_d379e32616
Abwesende	w3_d379e32619
bezahlet	w5_d379e32622
werden,	w7_d379e32625
weil	w9_d379e32628
auch	w11_d379e32631
die	w13_d379e32635
Bagagen	w15_d379e32638
für	w17_d379e32641
die	w19_d379e32644
Absente	w21_d379e32647
abgefolget	w1_d379e32652
werden.	w3_d379e32655
</p>
<p id="p32_d379e32658">
810.	w1_d379e32662
Sammentliche	w3_d379e32665
allhier	w5_d379e32668
befindliche	w7_d379e32671
Königl.	w9_d379e32674
Preußische	w11_d379e32677
sowol	w13_d379e32681
Militar	w15_d379e32684
als	w17_d379e32687
Civil	w19_d379e32690
cassen,	w1_d379e32695
und	w3_d379e32698
alle	w5_d379e32701
Sr.	w7_d379e32704
Königl.	w9_d379e32707
Majestät	w11_d379e32710
in	w13_d379e32714
Preussen	w15_d379e32717
zugehörige	w17_d379e32720
Gelder	w19_d379e32723
werden	w21_d379e32726
von	w23_d379e32729
der	w25_d379e32733
Gar	w27_d379e32736
nison	w1_d379e32741
mit	w3_d379e32744
genommen,	w5_d379e32747
und	w7_d379e32750
soll	w9_d379e32753
davon	w11_d379e32756
unter	w13_d379e32760
keinerley	w15_d379e32763
Vorwand	w17_d379e32766
etwas	w19_d379e32769
angehalten	w21_d379e32772
werden.	w23_d379e32775
</p>
<p id="p34_d379e32778">
Ad	w1_d379e32782
8vum.	w3_d379e32785
Alle	w5_d379e32788
Königl.	w7_d379e32791
Preußische	w9_d379e32794
Cassen	w11_d379e32797
werden	w13_d379e32801
accordiret.	w15_d379e32804
9n0.	w1_d379e32809
Alle	w3_d379e32812
und	w5_d379e32815
jede	w7_d379e32818
Gelder	w9_d379e32821
und	w11_d379e32824
Effecten,	w13_d379e32828
auch	w15_d379e32831
Equipagen,	w17_d379e32834
so	w19_d379e32837
Königl.	w21_d379e32840
Preußischen	w23_d379e32843
Offi	w25_d379e32847
ciers,	w1_d379e32852
Civil=bedienten,	w3_d379e32855
oder	w5_d379e32858
anderen	w7_d379e32861
Unterthanen	w9_d379e32864
zugehörig	w11_d379e32867
sind,	w13_d379e32871
verbleiben	w15_d379e32874
denenselben,	w17_d379e32877
und	w19_d379e32880
sollen	w1_d379e32886
unter	w3_d379e32889
keinerley	w5_d379e32892
Vorwand	w7_d379e32895
in	w9_d379e32898
Anspruch	w11_d379e32901
genommen	w13_d379e32905
werden	w15_d379e32908
können;	w17_d379e32911
und	w19_d379e32914
falls	w21_d379e32917
etwas	w23_d379e32920
da	w25_d379e32924
von	w1_d379e32929
hier	w3_d379e32932
verbleiben	w5_d379e32935
solte,	w7_d379e32938
so	w9_d379e32941
wird	w11_d379e32944
die	w13_d379e32948
Kaiserl.	w15_d379e32951
Königl.	w17_d379e32954
Generalität	w19_d379e32957
zu	w21_d379e32960
deren	w23_d379e32963
ferneren	w25_d379e32967
sicheren	w27_d379e32970
Transport	w1_d379e32975
künftig	w3_d379e32978
zu	w5_d379e32981
seiner	w7_d379e32984
Zeit	w9_d379e32987
die	w11_d379e32990
nöhtige	w13_d379e32994
Pässe	w15_d379e32997
nicht	w17_d379e33000
versagen.	w19_d379e33003
Ad	w1_d379e33008
9num.	w3_d379e33011
Wird	w5_d379e33014
bewilliget.	w7_d379e33017
</p>
<p id="p40_d379e33034">
10mo.	w1_d379e33038
Die	w3_d379e33041
hier	w5_d379e33044
befindliche	w7_d379e33047
Kriegs=gefangene,	w9_d379e33050
sowol	w11_d379e33053
von	w13_d379e33057
der	w15_d379e33060
Kaiserl.	w17_d379e33063
Königl.	w19_d379e33066
Armee,	w21_d379e33069
als	w1_d379e33074
denen	w3_d379e33077
Kreiß=trupen	w5_d379e33080
von	w7_d379e33083
Officiers,	w9_d379e33086
Unter=officiers,	w11_d379e33089
Gemeinen,	w13_d379e33093
und	w15_d379e33096
Spiel=leuten	w17_d379e33099
werden	w19_d379e33102
von	w1_d379e33107
der	w3_d379e33110
Garnison	w5_d379e33113
der	w7_d379e33116
Kaiserl.	w9_d379e33119
Königl.	w11_d379e33122
Armee	w13_d379e33126
frey	w15_d379e33129
überliefert,	w17_d379e33132
und	w19_d379e33135
machet	w21_d379e33138
sich	w23_d379e33141
selbige	w25_d379e33145
dar	w27_d379e33148
gegen	w1_d379e33154
anheuschig,	w3_d379e33157
binnen	w5_d379e33160
vier	w7_d379e33163
Wochen	w9_d379e33166
a	w11_d379e33169
Dato	w13_d379e33173
der	w15_d379e33176
Capitulation	w17_d379e33179
eine	w19_d379e33182
gleiche	w21_d379e33185
Anzahl	w23_d379e33188
in	w25_d379e33192
sel	w27_d379e33195
bigem	w1_d379e33200
Caracter,	w3_d379e33203
und	w5_d379e33206
Qualite	w7_d379e33209
von	w9_d379e33212
denen	w11_d379e33215
in	w13_d379e33219
Kaiserl.	w15_d379e33222
Königl.	w17_d379e33225
Gefangenschaft	w19_d379e33228
befindlichen	w21_d379e33231
Königl.	w1_d379e33236
Preußischen	w3_d379e33239
Trupen	w5_d379e33242
an	w7_d379e33245
einem	w9_d379e33248
zu	w11_d379e33251
bestimmenden	w13_d379e33255
Ort	w15_d379e33258
in	w17_d379e33261
Sachsen	w19_d379e33264
zur	w21_d379e33267
Auswechslung	w23_d379e33270
gegen	w1_d379e33275
jene	w3_d379e33278
hinzuschaffen;	w5_d379e33281
die	w7_d379e33284
auf	w9_d379e33287
deren	w11_d379e33290
Erhaltung	w13_d379e33294
angewandte	w15_d379e33297
Unkösten	w17_d379e33300
sollen	w19_d379e33303
alsdann	w21_d379e33306
durch	w23_d379e33309
darzu	w1_d379e33315
gestellte	w3_d379e33318
Commissarien	w5_d379e33321
besonders	w7_d379e33324
liquidiret,	w9_d379e33327
und	w11_d379e33330
der	w13_d379e33334
Uberschuß	w15_d379e33337
von	w17_d379e33340
einem	w19_d379e33343
oder	w21_d379e33346
dem	w23_d379e33349
anderen	w1_d379e33354
Theil	w3_d379e33357
baar	w5_d379e33360
heraus	w7_d379e33363
gegeben	w9_d379e33366
werden.	w11_d379e33369
</p>
<p id="p42_d379e33372">
Ad	w1_d379e33376
1omum.	w3_d379e33379
Abgeschlagen.	w5_d379e33382
11mo.	w1_d379e33387
Die	w3_d379e33390
Kaiserl.	w5_d379e33393
Königl.	w7_d379e33396
Generalität	w9_d379e33399
wird	w11_d379e33402
sogleich	w13_d379e33406
zu	w15_d379e33409
Einstellung	w17_d379e33412
aller	w19_d379e33415
Feindseelig	w21_d379e33418
keiten	w1_d379e33423
nöhtige	w3_d379e33426
Ordres	w5_d379e33429
stellen,	w7_d379e33432
und	w9_d379e33435
wird	w11_d379e33438
dargegen	w13_d379e33442
von	w15_d379e33445
der	w17_d379e33448
Garnison	w19_d379e33451
ein	w21_d379e33454
gleiches	w23_d379e33457
geschehen.	w25_d379e33461
Ad	w1_d379e33467
11mum.	w3_d379e33470
Accordiret.	w5_d379e33473
</p>
<p id="p44_d379e33476">
12mo.	w1_d379e33480
Nach	w3_d379e33483
geschehener	w5_d379e33486
Capitulation	w7_d379e33489
wird	w9_d379e33492
von	w11_d379e33495
denen	w13_d379e33499
Kais.	w15_d379e33502
Kön.	w17_d379e33505
Trupen	w19_d379e33508
die	w21_d379e33511
Elbe	w23_d379e33514
brucken	w1_d379e33519
mit	w3_d379e33522
der	w5_d379e33525
hiesigen	w7_d379e33528
Garnison	w9_d379e33531
also	w11_d379e33534
gemeinschaftlich	w13_d379e33538
besetzet,	w15_d379e33541
daß	w17_d379e33544
nach	w19_d379e33547
völlig	w21_d379e33550
eröfneter	w23_d379e33553
Passage	w1_d379e33558
Erstere	w3_d379e33561
die	w5_d379e33564
Seite	w7_d379e33567
von	w9_d379e33570
der	w11_d379e33573
Alt=stadt	w13_d379e33577
besetzen,	w15_d379e33580
und	w17_d379e33583
die	w19_d379e33586
beyderseitige	w21_d379e33589
äusserste	w23_d379e33592
Schild=wachten	w1_d379e33598
an	w3_d379e33601
dem	w5_d379e33604
Kreutz	w7_d379e33607
auf	w9_d379e33610
der	w11_d379e33613
Brucken	w13_d379e33617
zusammen=stehen,	w15_d379e33620
und	w17_d379e33623
wird	w19_d379e33626
ohne	w21_d379e33629
beyder	w23_d379e33632
seitig=commandirenden	w1_d379e33637
Generalität=bewilligung	w3_d379e33640
von	w5_d379e33643
Ersteren	w7_d379e33646
nichts	w9_d379e33649
herein,	w11_d379e33652
von	w13_d379e33656
Letzteren	w15_d379e33659
nichts	w1_d379e33664
hinaus=gelassen.	w3_d379e33667
</p>
<p id="p46_d379e33670">
Ad	w1_d379e33674
12mum.	w3_d379e33677
Die	w5_d379e33680
zwey	w7_d379e33683
Thöre,	w9_d379e33686
nemlich	w11_d379e33689
die	w13_d379e33693
Elbe=brücke	w15_d379e33696
und	w17_d379e33699
das	w19_d379e33702
Pirnaische	w21_d379e33705
Thor	w23_d379e33708
werden	w1_d379e33713
heute	w3_d379e33716
noch	w5_d379e33719
geraumet,	w7_d379e33722
und	w9_d379e33725
durch	w11_d379e33728
Kaiserl.	w13_d379e33732
Königl.	w15_d379e33735
und	w17_d379e33738
Reichs=trupen	w19_d379e33741
besetzet	w21_d379e33744
werden,	w1_d379e33749
jedoch	w3_d379e33752
soll	w5_d379e33755
die	w7_d379e33758
Preußische	w9_d379e33761
Garnison	w11_d379e33764
eine	w13_d379e33768
Wache	w15_d379e33771
nahe	w17_d379e33774
dahinden	w19_d379e33777
setzen,	w21_d379e33780
damit	w23_d379e33783
alle	w1_d379e33789
Excessen	w3_d379e33792
und	w5_d379e33795
Desertion	w7_d379e33798
verhütet	w9_d379e33801
werden.	w11_d379e33804
</p>
<p id="p48_d379e33808">
Thören	w1_d379e33812
behalten	w3_d379e33815
werden.	w5_d379e33818
</p>
<p id="p50_d379e33821">
13tio.	w1_d379e33825
So	w3_d379e33828
lang	w5_d379e33831
die	w7_d379e33834
Garnison	w9_d379e33837
nicht	w11_d379e33840
ausmarschieret	w13_d379e33844
ist,	w15_d379e33847
bleibet	w17_d379e33850
solche	w19_d379e33853
in	w21_d379e33856
ruhigem	w23_d379e33859
Besitz	w1_d379e33864
der	w3_d379e33867
Stadt,	w5_d379e33870
und	w7_d379e33873
besetzt	w9_d379e33876
alle	w11_d379e33879
Posten	w13_d379e33883
nach	w15_d379e33886
wie	w17_d379e33889
vor,	w19_d379e33892
ohne	w21_d379e33895
daß	w23_d379e33898
von	w25_d379e33902
denen	w27_d379e33905
Kais.	w29_d379e33908
Kön.	w31_d379e33911
Tru	w33_d379e33914
pen	w1_d379e33919
prätendiret	w3_d379e33922
werden	w5_d379e33925
könne,	w7_d379e33928
einige	w9_d379e33931
Wacht	w11_d379e33934
in	w13_d379e33938
der	w15_d379e33941
Stadt	w17_d379e33944
zu	w19_d379e33947
besetzen.	w21_d379e33950
Ad	w1_d379e33956
13tium.	w3_d379e33959
Werden	w5_d379e33962
lediglich	w7_d379e33965
die	w9_d379e33968
nöhtige	w11_d379e33971
Wachten	w13_d379e33975
bey	w15_d379e33978
bemeldeten	w17_d379e33981
zweyen	w19_d379e33984
</p>
<p id="p52_d379e33987">
14to.	w1_d379e33991
Die	w3_d379e33994
jenige	w5_d379e33997
Deserteurs,	w7_d379e34000
so	w9_d379e34003
sich	w11_d379e34006
anjetzo	w13_d379e34010
bereits	w15_d379e34013
bey	w17_d379e34016
beyden	w19_d379e34019
Theilen	w21_d379e34022
befinden,	w23_d379e34025
sollen	w1_d379e34030
unter	w3_d379e34033
keinerley	w5_d379e34036
Prätext	w7_d379e34039
ausgeforderet	w9_d379e34042
werden,	w11_d379e34045
dahingegen	w13_d379e34049
aber	w15_d379e34052
von	w17_d379e34055
nun	w19_d379e34058
an	w21_d379e34061
die	w23_d379e34064
bey	w25_d379e34068
derseitige	w1_d379e34073
Wachten	w3_d379e34076
auf	w5_d379e34079
der	w7_d379e34082
Brucke	w9_d379e34085
keinen	w11_d379e34088
Deserteur	w13_d379e34092
annehmen,	w15_d379e34095
und	w17_d379e34098
überhaupt	w19_d379e34101
so	w21_d379e34104
lang	w23_d379e34107
die	w25_d379e34111
Garnison	w1_d379e34117
nicht	w3_d379e34120
auf	w5_d379e34123
einen	w7_d379e34126
Canon=schuß	w9_d379e34129
weit	w11_d379e34132
von	w13_d379e34136
der	w15_d379e34139
Stadt	w17_d379e34142
entfernet	w19_d379e34145
seyn	w21_d379e34148
wird,	w23_d379e34151
kein	w25_d379e34155
Deser	w27_d379e34158
teur	w1_d379e34163
von	w3_d379e34166
beyden	w5_d379e34169
Theilen	w7_d379e34172
angenommen,	w9_d379e34175
sondern	w11_d379e34178
bona	w13_d379e34182
fide	w15_d379e34185
arretiret,	w17_d379e34188
und	w19_d379e34191
zuruckgeliefert	w21_d379e34194
wer	w23_d379e34197
ben,	w1_d379e34202
welches	w3_d379e34205
auch	w5_d379e34208
von	w7_d379e34211
Bedienten,	w9_d379e34214
und	w11_d379e34217
Knechten	w13_d379e34221
zu	w15_d379e34224
verstehen	w17_d379e34227
ist,	w19_d379e34230
und	w21_d379e34233
wird	w23_d379e34236
über	w25_d379e34240
haupt	w1_d379e34245
denen	w3_d379e34248
Königl.	w5_d379e34251
Preußischen	w7_d379e34254
Trupen	w9_d379e34257
kein	w11_d379e34260
Anlaß	w13_d379e34264
zur	w15_d379e34267
Desertion,	w17_d379e34270
oder	w19_d379e34273
Revolte	w21_d379e34276
gegeben	w23_d379e34279
werden,	w1_d379e34285
in	w3_d379e34288
welcher	w5_d379e34291
Absicht	w7_d379e34294
sich	w9_d379e34297
auch	w11_d379e34300
die	w13_d379e34304
der	w15_d379e34307
Garnison	w17_d379e34310
mitzugebende	w19_d379e34313
Escorte	w21_d379e34316
auf	w23_d379e34319
200.	w25_d379e34323
Schritte	w1_d379e34328
seitwärts	w3_d379e34331
von	w5_d379e34334
selbiger	w7_d379e34337
entfernet	w9_d379e34340
halten	w11_d379e34343
soll.	w13_d379e34347
</p>
<p id="p54_d379e34350">
Ad	w1_d379e34354
14tum	w3_d379e34357
Alle	w5_d379e34360
Deserteurs,	w7_d379e34363
so	w9_d379e34366
zu	w11_d379e34369
denen	w13_d379e34373
Thören,	w15_d379e34376
welche	w17_d379e34379
von	w19_d379e34382
Kaiserl.	w21_d379e34385
Kö	w23_d379e34388
nigl.	w1_d379e34393
und	w3_d379e34396
Reichs=trupen	w5_d379e34399
besetzet	w7_d379e34402
seynd,	w9_d379e34405
kommen,	w11_d379e34408
sollen	w13_d379e34412
ausgeliefert	w15_d379e34415
werden,	w17_d379e34418
solches	w19_d379e34421
maß	w1_d379e34426
aber	w3_d379e34429
der	w5_d379e34432
Garnison	w7_d379e34435
publiciret	w9_d379e34438
werden.	w11_d379e34441
15t4	w1_d379e34447
</p>
<p id="p58_d379e34452">
1510.	w1_d379e34456
Die	w3_d379e34459
allhier	w5_d379e34462
vorhandene	w7_d379e34465
Geiseln	w9_d379e34468
werden	w11_d379e34471
dem	w13_d379e34475
Verlangen	w15_d379e34478
gemäß	w17_d379e34481
freygege	w19_d379e34484
den	w1_d379e34489
werden,	w3_d379e34492
da	w5_d379e34495
aber	w7_d379e34498
der	w9_d379e34501
Herr	w11_d379e34504
General=feld=wacht=meister	w13_d379e34508
von	w15_d379e34511
Ried	w17_d379e34514
im	w19_d379e34517
Halberstädtischen	w21_d379e34520
derlariret	w1_d379e34525
hat,	w3_d379e34528
daß	w5_d379e34531
die	w7_d379e34534
dort=mitgenommene	w9_d379e34537
Geiseln	w11_d379e34540
gegen	w13_d379e34544
die	w15_d379e34547
Bambergische	w17_d379e34550
ausgewech	w19_d379e34553
selt	w1_d379e34559
werden	w3_d379e34562
solten;	w5_d379e34565
so	w7_d379e34568
wird	w9_d379e34571
verhoffet,	w11_d379e34574
daß	w13_d379e34578
man	w15_d379e34581
selbige	w17_d379e34584
allenfalls	w19_d379e34587
auf	w21_d379e34590
freyen	w23_d379e34593
Fuß	w25_d379e34597
ausstel	w27_d379e34600
len	w1_d379e34605
wird;	w3_d379e34608
was	w5_d379e34611
aber	w7_d379e34614
Se.	w9_d379e34617
Hochfürstl.	w11_d379e34620
Durchl.	w13_d379e34624
wegen	w15_d379e34627
Extradirung	w17_d379e34630
deren	w19_d379e34633
Documenten	w21_d379e34636
be	w23_d379e34639
sonders	w1_d379e34644
verlangen,	w3_d379e34647
ist	w5_d379e34650
man	w7_d379e34653
zu	w9_d379e34656
prästiren	w11_d379e34659
nicht	w13_d379e34663
im	w15_d379e34666
Stande,	w17_d379e34669
weilen	w19_d379e34672
davon	w21_d379e34675
allhier	w23_d379e34678
nichts	w25_d379e34682
wis	w27_d379e34685
send,	w1_d379e34690
noch	w3_d379e34693
vorhanden	w5_d379e34696
ist;	w7_d379e34699
der	w9_d379e34702
Herr	w11_d379e34705
Gouperneur	w13_d379e34709
machet	w15_d379e34712
sich	w17_d379e34715
anheuschig,	w19_d379e34718
diese	w21_d379e34721
schriftliche	w23_d379e34724
Documenten,	w1_d379e34730
wann	w3_d379e34733
sie	w5_d379e34736
ausfindig	w7_d379e34739
gemachet	w9_d379e34742
werden	w11_d379e34745
können,	w13_d379e34749
nach	w15_d379e34752
Bamberg	w17_d379e34755
zu	w19_d379e34758
überschicken.	w21_d379e34761
Ad	w1_d379e34766
15tum.	w3_d379e34769
Da	w5_d379e34772
diese	w7_d379e34775
Geiseln	w9_d379e34778
mit	w11_d379e34781
jenen	w13_d379e34785
keine	w15_d379e34788
Connexion	w17_d379e34791
haben,	w19_d379e34794
so	w21_d379e34797
kan	w23_d379e34800
diese	w25_d379e34804
Auswechßlung	w1_d379e34809
nicht	w3_d379e34812
Statt	w5_d379e34815
finden.	w7_d379e34818
</p>
<p id="p60_d379e34822">
16t0.	w1_d379e34826
Die	w3_d379e34829
zum	w5_d379e34832
Transport	w7_d379e34835
der	w9_d379e34838
Königl.	w11_d379e34841
Officiers,	w13_d379e34845
und	w15_d379e34848
Bedienten	w17_d379e34851
zuständige	w19_d379e34854
Bagage,	w21_d379e34857
und	w23_d379e34860
Effecten	w1_d379e34865
nöhtige	w3_d379e34868
Vorspanns=wägen,	w5_d379e34871
und	w7_d379e34874
Pferde,	w9_d379e34877
auch	w11_d379e34880
Reit=pferde,	w13_d379e34884
sollen	w15_d379e34887
vom	w17_d379e34890
Lande	w19_d379e34893
von	w21_d379e34896
Station	w1_d379e34901
zu	w3_d379e34904
Station	w5_d379e34907
unentgeltlich	w7_d379e34910
verabfolget	w9_d379e34913
werden,	w11_d379e34916
und	w13_d379e34920
wird	w15_d379e34923
man	w17_d379e34926
deshalben	w19_d379e34929
eine	w21_d379e34932
beson	w23_d379e34935
dere	w1_d379e34941
Liste	w3_d379e34944
ausfertigen;	w5_d379e34947
damit	w7_d379e34950
aber	w9_d379e34953
das	w11_d379e34956
hiesige	w13_d379e34960
Land	w15_d379e34963
durch	w17_d379e34966
Hergebung	w19_d379e34969
so	w21_d379e34972
vieler	w23_d379e34975
Fuhren	w25_d379e34979
nicht	w1_d379e34984
zu	w3_d379e34987
sehr	w5_d379e34990
belästiget	w7_d379e34993
werde,	w9_d379e34996
so	w11_d379e34999
wird	w13_d379e35003
man	w15_d379e35006
eine	w17_d379e35009
Anzahl	w19_d379e35012
Königl.	w21_d379e35015
Preußischer	w23_d379e35018
Bedienten,	w25_d379e35022
und	w1_d379e35027
Unterthanen,	w3_d379e35030
nebst	w5_d379e35033
so	w7_d379e35036
vielen	w9_d379e35039
Effecten,	w11_d379e35042
als	w13_d379e35046
man	w15_d379e35049
diesseitig	w17_d379e35052
für	w19_d379e35055
gut	w21_d379e35058
befinden	w23_d379e35061
wird,	w25_d379e35065
von	w27_d379e35068
hier	w1_d379e35073
nach	w3_d379e35076
Magdeburg	w5_d379e35079
zu	w7_d379e35082
Schiffe	w9_d379e35085
schicken,	w11_d379e35088
worzu	w13_d379e35092
die	w15_d379e35095
nöhtige	w17_d379e35098
Schifs=gefässe	w19_d379e35101
vom	w21_d379e35104
Lande	w23_d379e35107
sogleich	w1_d379e35113
angeschaffet,	w3_d379e35116
und	w5_d379e35119
unentgeltlich	w7_d379e35122
verabfolget	w9_d379e35125
werden,	w11_d379e35128
und	w13_d379e35132
wird	w15_d379e35135
zu	w17_d379e35138
mehrerer	w19_d379e35141
Sicher	w21_d379e35144
heit	w1_d379e35149
ein	w3_d379e35152
Convoy=schif,	w5_d379e35155
so	w7_d379e35158
mit	w9_d379e35161
einem	w11_d379e35164
Officier	w13_d379e35168
und	w15_d379e35171
15.	w17_d379e35174
Mann	w19_d379e35177
Kaiserl.	w21_d379e35180
Königl.	w23_d379e35183
und	w25_d379e35187
eben	w27_d379e35190
so	w29_d379e35193
viel	w1_d379e35198
Königl.	w3_d379e35201
Preußischen	w5_d379e35204
Trupen	w7_d379e35207
besetzet	w9_d379e35210
ist,	w11_d379e35213
mit	w13_d379e35217
gegeben.	w15_d379e35220
</p>
<p id="p62_d379e35223">
Ad	w1_d379e35227
16tum.	w3_d379e35230
Alle	w5_d379e35233
Bagage	w7_d379e35236
der	w9_d379e35239
Königl.	w11_d379e35242
Preußischen	w13_d379e35246
Officiers	w15_d379e35249
und	w17_d379e35252
Bedienten	w19_d379e35255
werden	w1_d379e35260
zu	w3_d379e35263
Lande	w5_d379e35266
nach	w7_d379e35269
Magdeburg	w9_d379e35272
transportiret.	w11_d379e35275
</p>
<p id="p64_d379e35278">
17mo.	w1_d379e35282
Die	w3_d379e35285
auf	w5_d379e35288
dem	w7_d379e35291
Marsch	w9_d379e35294
benöhtigte	w11_d379e35297
Fourage	w13_d379e35301
wird	w15_d379e35304
vom	w17_d379e35307
Lande	w19_d379e35310
gegen	w21_d379e35313
Schein	w23_d379e35316
des	w25_d379e35320
Königl.	w1_d379e35325
Feld=kriegs=commissariats	w3_d379e35328
unentgeltlich	w5_d379e35331
gelieferet,	w7_d379e35334
und	w9_d379e35337
werden	w11_d379e35340
die	w13_d379e35344
hiesige	w15_d379e35347
Cammer	w17_d379e35350
und	w1_d379e35355
Landes=deputationen	w3_d379e35358
besorget	w5_d379e35361
seyn,	w7_d379e35364
und	w9_d379e35367
die	w11_d379e35370
nöhtige	w13_d379e35374
Verfügung	w15_d379e35377
ergehen	w17_d379e35380
lassen,	w19_d379e35383
damit	w21_d379e35386
die	w23_d379e35389
Garnison	w1_d379e35395
auf	w3_d379e35398
jeder	w5_d379e35401
Station	w7_d379e35404
die	w9_d379e35407
nöhtige	w11_d379e35410
Lebens=mittel	w13_d379e35414
gegen	w15_d379e35417
baare	w17_d379e35420
und	w19_d379e35423
billig=mäßige	w21_d379e35426
Bezah	w23_d379e35429
lung	w1_d379e35434
finde,	w3_d379e35437
und	w5_d379e35440
weder	w7_d379e35443
die	w9_d379e35446
Escorte,	w11_d379e35449
noch	w13_d379e35453
die	w15_d379e35456
Garnison	w17_d379e35459
daran	w19_d379e35462
Mangel	w21_d379e35465
leide.	w23_d379e35468
Ad	w1_d379e35473
17mum.	w3_d379e35476
Accordiret.	w5_d379e35479
</p>
<p id="p66_d379e35482">
18v0.	w1_d379e35486
