<doc id="wr_1758-10-04" attrs="word" year="1758" month="10" day="04" corpus="2">
<head id="h2_d284e3507">
Smirna	w1_d284e3511
bis	w9_d284e28650
nacher	w11_d284e28653
Wilten.	w13_d284e28657
</p>
<head id="h4_d284e28665">
OURNAL	w1_d284e28669
Aus	w1_d284e28674
dem	w3_d284e28677
Kaiserl.	w5_d284e28680
Königl.	w7_d284e28683
Haupt=quartier	w9_d284e28686
Stolpen	w11_d284e28689
vom	w1_d284e28694
27.	w3_d284e28697
bis	w5_d284e28700
30.	w7_d284e28703
September	w9_d284e28706
1758.	w11_d284e28709
</head>
<p id="p6_d284e28712">
DEmnach	w1_d284e28716
es	w3_d284e28719
das	w5_d284e28722
Ansehen	w7_d284e28725
gewonnen,	w9_d284e28728
daß	w11_d284e28731
der	w13_d284e28735
Feind	w15_d284e28738
nach	w17_d284e28741
jüngst	w19_d284e28744
hinniger	w1_d284e28751
Verbringun	w3_d284e28754
g	w1_d284e28759
deren	w3_d284e28762
diesseitigen	w5_d284e28765
Posten	w7_d284e28768
von	w9_d284e28771
Großröhrs	w11_d284e28774
dorf	w1_d284e28780
und	w3_d284e28783
Hauswalde	w5_d284e28786
auch	w7_d284e28789
die	w9_d284e28792
Attaquirung	w11_d284e28795
des	w13_d284e28799
unweit	w15_d284e28802
Bischofswerda	w17_d284e28805
stehenden	w1_d284e28810
General	w3_d284e28813
Laudohnischen	w5_d284e28816
Corps	w7_d284e28819
selbsten	w9_d284e28822
sich	w11_d284e28825
vorgenommen	w13_d284e28829
haben	w15_d284e28832
dörfte,	w1_d284e28837
solches	w3_d284e28840
aber	w5_d284e28843
nach	w7_d284e28846
seiner	w9_d284e28849
Position	w11_d284e28852
von	w13_d284e28856
der	w15_d284e28859
Armee	w17_d284e28862
in	w19_d284e28865
etwas	w21_d284e28868
ent	w23_d284e28871
fernet	w1_d284e28876
ware,	w3_d284e28879
folglichen	w5_d284e28882
sobald	w7_d284e28885
nicht	w9_d284e28888
von	w11_d284e28891
da	w13_d284e28895
aus	w15_d284e28898
hätte	w17_d284e28901
unterstützet	w19_d284e28904
wer	w21_d284e28907
den	w1_d284e28913
können,	w3_d284e28916
so	w5_d284e28919
liesse	w7_d284e28922
der	w9_d284e28925
commandirende	w11_d284e28928
General=feld=marschall	w13_d284e28932
Graf	w15_d284e28935
von	w1_d284e28940
Daun	w3_d284e28943
noch	w5_d284e28946
</p>
<p id="p8_d284e28949">
„Den	w1_d284e28953
27.	w3_d284e28956
den	w5_d284e28959
General=feld=marschall=leutenant	w7_d284e28962
Marquis	w9_d284e28965
d'Aynse	w11_d284e28968
mit	w1_d284e28973
einem	w3_d284e28976
Theil	w5_d284e28979
des	w7_d284e28982
Corps	w9_d284e28985
de	w11_d284e28988
Reserve	w13_d284e28992
der	w15_d284e28995
Armee	w17_d284e28998
auf	w19_d284e29001
die	w21_d284e29004
unweit	w23_d284e29007
Nie	w25_d284e29011
der=putzke	w1_d284e29016
gelegene	w3_d284e29019
Anhohen	w5_d284e29022
vorrucken,	w7_d284e29025
um	w9_d284e29028
im	w11_d284e29031
Fall	w13_d284e29035
einer	w15_d284e29038
auf	w17_d284e29041
erwehn	w19_d284e29044
ten	w1_d284e29050
General	w3_d284e29053
Laudohn,	w5_d284e29056
und	w7_d284e29059
dessen	w9_d284e29062
Corps	w11_d284e29065
stossenden	w13_d284e29069
feindlichen	w15_d284e29072
Uber	w17_d284e29075
macht,	w1_d284e29080
dessen	w3_d284e29083
Zuruck=ziehung	w5_d284e29086
näher	w7_d284e29089
an	w9_d284e29092
die	w11_d284e29095
Armee	w13_d284e29099
zu	w15_d284e29102
versichern.	w17_d284e29105
</p>
<p id="p10_d284e29108">
Es	w1_d284e29112
zeigte	w3_d284e29115
sich	w5_d284e29118
bald	w7_d284e29121
darauf,	w9_d284e29124
daß	w11_d284e29127
diese	w13_d284e29131
Vorsorge	w15_d284e29134
nicht	w17_d284e29137
vergeblich	w19_d284e29140
ge	w21_d284e29143
wesen,	w1_d284e29148
und	w3_d284e29151
man	w5_d284e29154
die	w7_d284e29157
Absichten	w9_d284e29160
des	w11_d284e29163
Feindes	w13_d284e29167
allerdings	w15_d284e29170
vorgesehen	w17_d284e29173
habe,	w19_d284e29176
da	w1_d284e29181
derselbe	w3_d284e29184
nämlichen	w5_d284e29187
Vormittag	w7_d284e29190
mit	w9_d284e29193
einigen	w11_d284e29196
Bataillons	w13_d284e29200
Jnfanterie,	w15_d284e29203
und	w1_d284e29209
Hussaren	w3_d284e29212
sich	w5_d284e29215
einer	w7_d284e29218
vor	w9_d284e29221
dem	w11_d284e29224
Lager	w13_d284e29228
des	w15_d284e29231
General	w17_d284e29234
Laudohn	w19_d284e29237
befindli	w21_d284e29240
chen	w1_d284e29245
Anhöhe	w3_d284e29248
zu	w5_d284e29251
bemächtigen	w7_d284e29254
suchte.	w9_d284e29257
Die	w11_d284e29260
Aktaque	w13_d284e29264
wurde	w15_d284e29267
feindlicher	w17_d284e29270
Seits	w1_d284e29275
zu	w3_d284e29278
3.	w5_d284e29281
malen	w7_d284e29284
wiederholet,	w9_d284e29287
jedoch	w11_d284e29290
immer	w13_d284e29294
vergebens,	w15_d284e29297
und	w17_d284e29300
mit	w19_d284e29303
merk	w21_d284e29306
lichem	w1_d284e29311
Verlust	w3_d284e29314
des	w5_d284e29317
Gegentheils,	w7_d284e29320
der	w9_d284e29323
sonderheitlich	w11_d284e29326
durch	w13_d284e29330
unsere	w15_d284e29333
Cano	w17_d284e29336
nen	w1_d284e29342
und	w3_d284e29345
Haubitzen	w5_d284e29348
sehr	w7_d284e29351
vieles	w9_d284e29354
litte,	w11_d284e29357
und	w13_d284e29361
unverrichteter	w15_d284e29364
Sachen	w17_d284e29367
sodann	w19_d284e29370
zuruck	w1_d284e29375
wiche.	w3_d284e29378
</p>
<p id="p12_d284e29382">
Gegen	w1_d284e29386
dem	w3_d284e29389
Abend	w5_d284e29392
recognoscirte	w7_d284e29395
der	w9_d284e29398
König	w11_d284e29401
in	w13_d284e29405
Preussen	w15_d284e29408
die	w17_d284e29411
Posi	w19_d284e29414
tion	w1_d284e29419
des	w3_d284e29422
General	w5_d284e29425
Laudohns,	w7_d284e29428
dann	w9_d284e29431
unserer	w11_d284e29434
Armee	w13_d284e29438
mit	w15_d284e29441
ungefähr	w17_d284e29444
2000.	w19_d284e29447
Pferden	w1_d284e29452
bey	w3_d284e29455
Schönbrun,	w5_d284e29458
wie	w7_d284e29461
aber	w9_d284e29464
auf	w11_d284e29467
Anordnung	w13_d284e29471
sothanen	w15_d284e29474
Genera	w17_d284e29477
lens	w1_d284e29483
die	w3_d284e29486
diesseitige	w5_d284e29489
Hussaren	w7_d284e29492
mit	w9_d284e29495
der	w11_d284e29498
feindlichen	w13_d284e29502
Cavallerie	w15_d284e29505
zu	w17_d284e29508
Schar	w19_d284e29511
mutziren	w1_d284e29516
ansiengen,	w3_d284e29519
begabe	w5_d284e29522
sich	w7_d284e29525
dieses	w9_d284e29528
Recognoscirungs=commando	w11_d284e29531
bald	w1_d284e29536
wiederum	w3_d284e29539
von	w5_d284e29542
dannen	w7_d284e29545
zuruck.	w9_d284e29548
</p>
<p id="p18_d284e29561">
Den	w1_d284e29565
28.	w3_d284e29568
kame	w5_d284e29571
der	w7_d284e29574
Feind	w9_d284e29577
mit	w11_d284e29580
weit	w13_d284e29584
stärkerer	w15_d284e29587
Macht,	w17_d284e29590
und	w19_d284e29593
noch	w21_d284e29596
dar	w23_d284e29599
zu	w1_d284e29604
in	w3_d284e29607
dreyen	w5_d284e29610
Orten	w7_d284e29613
an	w9_d284e29616
oft	w11_d284e29619
benannt=General=Laudohnisches	w13_d284e29623
Corps.	w15_d284e29626
Eine	w1_d284e29631
Colonne	w3_d284e29634
suchte	w5_d284e29637
durch	w7_d284e29640
einen	w9_d284e29643
Umweg	w11_d284e29646
sich	w13_d284e29650
diesem	w15_d284e29653
Corps	w17_d284e29656
in	w19_d284e29659
den	w21_d284e29662
Ru	w23_d284e29665
cken	w1_d284e29671
zu	w3_d284e29674
ziehen,	w5_d284e29677
und	w7_d284e29680
also	w9_d284e29683
dasselbe	w11_d284e29686
von	w13_d284e29690
der	w15_d284e29693
Armee	w17_d284e29696
abzuschneiden.	w19_d284e29699
Gene	w21_d284e29702
ral	w1_d284e29707
Laudohn	w3_d284e29710
hatte	w5_d284e29713
dieses	w7_d284e29716
nicht	w9_d284e29719
sobald	w11_d284e29722
vermerket,	w13_d284e29726
so	w15_d284e29729
detaschirte	w17_d284e29732
er	w19_d284e29735
un	w21_d284e29738
verweilt	w1_d284e29743
um	w3_d284e29746
dieses	w5_d284e29749
des	w7_d284e29752
Feindes	w9_d284e29755
Vorhaben	w11_d284e29758
zu	w13_d284e29762
hinderen	w15_d284e29765
einen	w17_d284e29768
Theil	w19_d284e29771
sei	w21_d284e29774
ner	w1_d284e29779
Trupen	w3_d284e29782
gegen	w5_d284e29785
den	w7_d284e29788
General=feld=marschall=leutenant	w9_d284e29791
Marquis	w11_d284e29794
d'Aynse,	w1_d284e29800
der	w3_d284e29803
denenselben	w5_d284e29806
zu	w7_d284e29809
Unterstützung	w9_d284e29812
entgegen	w11_d284e29815
gerucket	w13_d284e29819
ware,	w15_d284e29822
um	w1_d284e29827
mit	w3_d284e29830
solch=letzterem	w5_d284e29833
Generalen	w7_d284e29836
die	w9_d284e29839
Communication,	w11_d284e29842
und	w13_d284e29846
den	w15_d284e29849
Zu	w17_d284e29852
sammenhang	w1_d284e29857
zu	w3_d284e29860
behaupten,	w5_d284e29863
das	w7_d284e29866
übrige	w9_d284e29869
Corps	w11_d284e29872
folgte	w13_d284e29876
hierauf	w15_d284e29879
ebenfalls	w17_d284e29882
dahin	w1_d284e29887
ohne	w3_d284e29890
einigem	w5_d284e29893
Verlust,	w7_d284e29896
und	w9_d284e29899
lagerte	w11_d284e29902
sich	w13_d284e29906
dergestalten,	w15_d284e29909
daß	w17_d284e29912
es	w19_d284e29915
gleich	w21_d284e29918
wolen	w1_d284e29924
den	w3_d284e29927
Feind	w5_d284e29930
ferners	w7_d284e29933
beobachten,	w9_d284e29936
und	w11_d284e29939
den	w13_d284e29943
rechten	w15_d284e29946
Flügel	w17_d284e29949
der	w19_d284e29952
Armee	w21_d284e29955
bedecken	w1_d284e29960
kan.	w3_d284e29963
</p>
<p id="p20_d284e29966">
Dieser	w1_d284e29970
Seits	w3_d284e29973
kehrte	w5_d284e29976
der	w7_d284e29979
commandirende	w9_d284e29982
General=feld=marschall	w11_d284e29985
Graf	w1_d284e29990
von	w3_d284e29993
Daun	w5_d284e29996
alle	w7_d284e29999
Veranstaltungen	w9_d284e30002
vor,	w11_d284e30005
falls	w13_d284e30009
der	w15_d284e30012
Feind	w17_d284e30015
bey	w19_d284e30018
sotha	w21_d284e30021
ner	w1_d284e30026
mehreren	w3_d284e30029
Annäherung	w5_d284e30032
gegen	w7_d284e30035
dem	w9_d284e30038
rechten	w11_d284e30041
Flügel	w13_d284e30045
der	w15_d284e30048
Armee	w17_d284e30051
sich	w19_d284e30054
et	w21_d284e30057
wa	w1_d284e30063
den	w3_d284e30066
Angrief	w5_d284e30069
derselben	w7_d284e30072
vorgenommen	w9_d284e30075
haben	w11_d284e30078
möchte.	w13_d284e30082
</p>
<p id="p22_d284e30085">
Den	w1_d284e30089
29.	w3_d284e30092
bey	w5_d284e30095
der	w7_d284e30098
Nacht	w9_d284e30101
hobe	w11_d284e30104
ein	w13_d284e30108
Commando	w15_d284e30111
diesseitiger	w17_d284e30114
Hussaren	w19_d284e30117
von	w1_d284e30122
dem	w3_d284e30125
Detaschement	w5_d284e30128
des	w7_d284e30131
General=feld=wacht=meisters	w9_d284e30134
Grafens	w11_d284e30137
von	w13_d284e30141
Esterhasy	w1_d284e30146
ein	w3_d284e30149
feindliche	w5_d284e30152
Convoy	w7_d284e30155
ganz	w9_d284e30158
unversehens	w11_d284e30161
auf;	w13_d284e30165
es	w15_d284e30168
wurden	w17_d284e30171
da	w19_d284e30174
bey	w1_d284e30180
25.	w3_d284e30183
Mann	w5_d284e30186
Preußischer	w7_d284e30189
Hussaren	w9_d284e30192
zu	w11_d284e30195
Kriegs=gefangenen	w13_d284e30199
gemacht,	w15_d284e30202
und	w1_d284e30207
17.	w3_d284e30210
Pferde	w5_d284e30213
erbeutet.	w7_d284e30216
</p>
<p id="p24_d284e30220">
Alle	w1_d284e30224
drey	w3_d284e30227
Täge	w5_d284e30230
hindurch	w7_d284e30233
befande	w9_d284e30236
sich	w11_d284e30239
der	w13_d284e30243
commandirende	w15_d284e30246
Gene	w17_d284e30249
ral=feld=marschall	w1_d284e30254
von	w3_d284e30257
fruh	w5_d284e30260
Morgens	w7_d284e30263
bis	w9_d284e30266
Mittags=zeit	w11_d284e30269
in	w13_d284e30273
dem	w15_d284e30276
Lager	w17_d284e30279
mit	w19_d284e30282
allerley	w1_d284e30287
Anordnungen,	w3_d284e30290
und	w5_d284e30293
selbst	w7_d284e30296
eigener	w9_d284e30299
Beobachtung	w11_d284e30302
des	w13_d284e30306
Feindes	w15_d284e30309
beschäftiget.	w1_d284e30315
</p>
<p id="p26_d284e30318">
Unter	w1_d284e30322
anderen	w3_d284e30325
Dispositionen	w5_d284e30328
liesse	w7_d284e30331
der	w9_d284e30334
commandirende	w11_d284e30337
General	w13_d284e30341
feld=marschall	w1_d284e30346
den	w3_d284e30349
General=feld=marschall=leutenant	w5_d284e30352
Okelly	w7_d284e30355
mit	w9_d284e30358
dem	w11_d284e30361
linken	w1_d284e30366
Flügel	w3_d284e30369
des	w5_d284e30372
Corps	w7_d284e30375
de	w9_d284e30378
Reserve	w11_d284e30381
auf	w13_d284e30385
die	w15_d284e30388
Anhöhe	w17_d284e30391
bey	w19_d284e30394
Trebitz	w21_d284e30397
posti	w23_d284e30400
ren,	w1_d284e30406
und	w3_d284e30409
zu	w5_d284e30412
dessen	w7_d284e30415
Unterstützung	w9_d284e30418
den	w11_d284e30421
Obristen	w13_d284e30425
Grafen	w15_d284e30428
von	w17_d284e30431
Broune	w19_d284e30434
mit	w21_d284e30437
4.	w1_d284e30442
Bataillons	w3_d284e30445
Grenadiers	w5_d284e30448
gleichfalls	w7_d284e30451
auf	w9_d284e30454
berührte	w11_d284e30457
Anhöhen	w13_d284e30461
lagern,	w15_d284e30464
und	w1_d284e30469
andurch	w3_d284e30472
sowol	w5_d284e30475
den	w7_d284e30478
vortheilhaften	w9_d284e30481
Terrain	w11_d284e30484
zu	w13_d284e30488
occupiren,	w15_d284e30491
als	w17_d284e30494
die	w19_d284e30497
Flanque	w1_d284e30502
des	w3_d284e30505
rechten	w5_d284e30508
Flügels	w7_d284e30511
der	w9_d284e30514
Armee	w11_d284e30517
desto	w13_d284e30521
mehrer	w15_d284e30524
zu	w1_d284e30530
versicheren.	w3_d284e30533
</p>
</doc>
