<doc id="wr_1759-12-05" attrs="word" year="1759" month="12" day="05" corpus="2">
<head id="h2_d403e4038">
Werra=strom	w1_d403e4042
die	w7_d403e29589
Nachricht	w9_d403e29592
ein,	w11_d403e29595
wie	w13_d403e29599
er	w15_d403e29602
des	w17_d403e29605
Desosischen	w19_d403e29608
Hüssa	w21_d403e29611
ren=regiments	w1_d403e29616
Obrist=wacht=meistern	w3_d403e29619
von	w5_d403e29622
Pleterich	w7_d403e29625
mit	w1_d403e29631
einem	w3_d403e29634
Hussaren=commando	w1_d403e29639
gegen	w3_d403e29642
Grossen=hein	w5_d403e29645
zu	w7_d403e29648
recognosciren	w9_d403e29651
ausgeschicket,	w11_d403e29654
und	w1_d403e29659
daß	w3_d403e29662
solcher	w5_d403e29665
unter=wegs	w7_d403e29668
zwischen	w9_d403e29671
Groß	w11_d403e29674
döbritz	w13_d403e29678
und	w15_d403e29681
Rattern	w17_d403e29684
auf	w19_d403e29687
ein	w21_d403e29690
feindliches	w1_d403e29695
Hussaren	w3_d403e29698
und	w5_d403e29701
Drägoner=commando	w7_d403e29704
gestossen,	w9_d403e29707
solches	w11_d403e29710
atta	w13_d403e29714
quiret,	w1_d403e29720
und	w3_d403e29723
davon	w5_d403e29726
18.	w7_d403e29729
Dragoner	w9_d403e29732
nebst	w11_d403e29735
einem	w13_d403e29739
Hussaren	w15_d403e29742
zu	w17_d403e29745
Kriegsgefan	w19_d403e29748
genen	w1_d403e29753
gemacht,	w3_d403e29756
den	w5_d403e29759
Uber	w7_d403e29762
rest	w9_d403e29765
aber	w11_d403e29768
versprenget	w13_d403e29772
habe.	w15_d403e29775
-	w17_d403e29778
</p>
<p id="p12_d403e29782">
Den	w1_d403e29786
25.	w3_d403e29789
wurde	w5_d403e29792
von	w7_d403e29795
Seiten	w9_d403e29798
der	w11_d403e29801
Garnison	w13_d403e29805
in	w15_d403e29808
der	w17_d403e29811
grossen	w19_d403e29814
Hasürchel	w21_d403e29817
ebenfalls	w1_d403e29822
das	w3_d403e29825
Te	w5_d403e29828
Deum	w7_d403e29831
gehalten,	w9_d403e29834
und	w11_d403e29837
während	w13_d403e29841
dem	w15_d403e29844
Hot=amt,	w17_d403e29847
Cel	w1_d403e29852
von	w1_d403e29858
gedachter	w3_d403e29861
Garnison	w5_d403e29864
die	w7_d403e29867
gewöhnliche	w9_d403e29870
Musqueten=salbe	w11_d403e29873
gegeben,	w13_d403e29877
als	w15_d403e29880
auch	w1_d403e29885
von	w3_d403e29888
dem	w5_d403e29891
Walle	w7_d403e29894
die	w9_d403e29897
Canonen	w11_d403e29900
gelöset.	w13_d403e29904
Nach	w15_d403e29907
solchem	w17_d403e29910
GOttes=dienste,	w19_d403e29913
deme	w1_d403e29918
gleichfalls	w3_d403e29921
der	w5_d403e29924
commandirende	w7_d403e29927
General=feld=marschall	w9_d403e29930
Graf	w11_d403e29933
von	w13_d403e29937
Daun,	w1_d403e29942
nebst	w3_d403e29945
Jhren	w5_d403e29948
Königl.	w7_d403e29951
Hoheiten	w9_d403e29954
beeden	w11_d403e29957
Prinzen	w13_d403e29961
von	w15_d403e29964
Sachsen,	w17_d403e29967
mit	w19_d403e29970
gesamter	w1_d403e29976
Generalität	w3_d403e29979
beygewohnet,	w5_d403e29982
verfügten	w7_d403e29985
Sie	w9_d403e29988
sich	w11_d403e29991
nach	w13_d403e29995
dem	w15_d403e29998
Quartier	w17_d403e30001
des	w1_d403e30006
dermalig	w3_d403e30009
hiesigen	w5_d403e30012
Gouverneurs	w7_d403e30015
Feld=marschalls	w9_d403e30018
Frey=herrn	w11_d403e30021
von	w13_d403e30025
Mar	w15_d403e30028
schall,	w1_d403e30033
bey	w3_d403e30036
welchem	w5_d403e30039
Sie	w7_d403e30042
alle	w9_d403e30045
das	w11_d403e30048
Mittag=mahl	w13_d403e30052
einnahmen.	w1_d403e30057
</p>
<head id="h2_d403e30105">
OURNAL	w1_d403e30109
Von	w1_d403e30116
der	w3_d403e30119
combinirten	w5_d403e30122
K.	w7_d403e30125
K.	w9_d403e30128
und	w11_d403e30131
Reichs=executions=armee	w13_d403e30135
vom	w1_d403e30140
23.	w3_d403e30143
bis	w5_d403e30146
Letzten	w7_d403e30149
November	w9_d403e30152
1759.	w11_d403e30155
Haupt=quartier	w13_d403e30159
Gieshübel.	w1_d403e30167
</head>
<p id="p4_d403e30170">
Fournal	w1_d403e30174
bemerket	w3_d403e30177
wor	w5_d403e30180
Es	w1_d403e30185
ist	w3_d403e30188
zwar	w5_d403e30191
in	w7_d403e30194
dem	w9_d403e30197
letzteren	w11_d403e30200
Ried	w1_d403e30205
den	w3_d403e30208
von	w5_d403e30211
Leuber	w7_d403e30214
den,	w1_d403e30220
daß	w3_d403e30223
der	w5_d403e30226
Herr	w7_d403e30229
General	w9_d403e30232
nach	w1_d403e30237
Gießhübel	w3_d403e30240
gemachten	w5_d403e30243
Marsch	w7_d403e30246
bedecket,	w9_d403e30249
und	w11_d403e30252
durch	w13_d403e30256
der	w1_d403e30261
gesamten	w3_d403e30264
Bagage	w5_d403e30267
seine	w1_d403e30272
Vorsehung	w3_d403e30275
die	w5_d403e30278
Einruckung	w7_d403e30281
aber	w1_d403e30287
aus	w3_d403e30290
denen	w5_d403e30293
seithe	w7_d403e30296
sicher	w1_d403e30301
gestellet	w3_d403e30304
habe.	w5_d403e30307
Nachdeme	w7_d403e30310
zu	w1_d403e30315
entnehmen	w3_d403e30318
gewesen,	w5_d403e30321
ro	w1_d403e30326
näher	w3_d403e30329
eingeloffenen	w5_d403e30332
Raporten	w7_d403e30335
daß	w1_d403e30341
dieses	w3_d403e30344
der	w5_d403e30347
Cotoyirung	w7_d403e30350
deren	w9_d403e30353
Herren	w11_d403e30356
Generals	w13_d403e30360
Ru	w15_d403e30363
dolph	w1_d403e30368
Palfy	w3_d403e30371
und	w5_d403e30374
Hollenstein,	w7_d403e30377
vorzüglich	w9_d403e30380
aber	w11_d403e30383
der	w13_d403e30387
Vor	w15_d403e30390
sichtigkeit	w1_d403e30395
des	w3_d403e30398
die	w5_d403e30401
Arriere=garde	w7_d403e30404
führenden	w9_d403e30407
Herrn	w11_d403e30410
Ge	w13_d403e30414
neral	w1_d403e30419
majors	w3_d403e30422
Grafen	w5_d403e30425
von	w7_d403e30428
Gourcy	w9_d403e30431
zuzuschreiben	w11_d403e30434
seye;	w13_d403e30438
so	w15_d403e30441
hat	w1_d403e30447
man	w3_d403e30450
diesen	w5_d403e30453
Umstand	w7_d403e30456
hiemit	w9_d403e30459
anzumerken,	w11_d403e30462
nicht	w13_d403e30466
vorbey	w15_d403e30469
gehen	w1_d403e30474
können.	w3_d403e30477
</p>
<p id="p6_d403e30482">
Den	w1_d403e30486
23.	w3_d403e30489
und	w5_d403e30492
24sten	w7_d403e30495
gienge	w9_d403e30498
hier	w11_d403e30501
Orts	w13_d403e30505
nichts	w15_d403e30508
verän	w17_d403e30511
derliches	w1_d403e30516
vor,	w3_d403e30519
nur	w5_d403e30522
wendeten	w7_d403e30525
des	w9_d403e30528
commandirenden	w11_d403e30531
Gene	w13_d403e30535
rals	w1_d403e30540
Hochfürstl.	w3_d403e30543
Durchl.	w5_d403e30546
bey	w7_d403e30549
der	w9_d403e30552
so	w11_d403e30555
grimmig	w13_d403e30559
andau	w15_d403e30562
renden	w1_d403e30568
Kälte	w3_d403e30571
dero	w5_d403e30574
Sorgfalt	w7_d403e30577
dahin,	w9_d403e30580
bey	w11_d403e30583
diesen	w13_d403e30587
ihro	w15_d403e30590
so	w17_d403e30593
sehr	w1_d403e30598
betrüblich	w3_d403e30601
eingelangten	w5_d403e30604
Rapporten	w7_d403e30607
die	w9_d403e30610
Mannschaft	w11_d403e30613
von	w1_d403e30618
ihren	w3_d403e30621
hierunter	w5_d403e30624
bedrohenden	w7_d403e30627
Untergang	w9_d403e30630
zu	w11_d403e30633
retten	w13_d403e30637
höchst	w1_d403e30642
selbte	w3_d403e30645
machten	w5_d403e30648
dahero	w7_d403e30651
die	w9_d403e30654
unverweilte	w11_d403e30657
Disposition,	w13_d403e30661
womit	w1_d403e30667
die	w3_d403e30670
gesamte	w5_d403e30673
combinirte	w7_d403e30676
Armee	w9_d403e30679
in	w11_d403e30682
die	w13_d403e30686
so	w15_d403e30689
höchst	w17_d403e30692
be	w19_d403e30695
</p>
<p id="p12_d403e30711">
Jnterims=cantonirungs=quartier	w1_d403e30715
einrucken	w3_d403e30718
kön	w5_d403e30721
dürftige	w1_d403e30726
ne,	w1_d403e30731
welche	w3_d403e30734
dann	w5_d403e30737
auch	w7_d403e30740
Tags	w9_d403e30743
darauf	w11_d403e30746
als	w13_d403e30750
</p>
<head id="h2_d403e30756">
Den	w1_d403e30760
25sten	w3_d403e30763
bezogen	w5_d403e30766
worden.	w7_d403e30769
</head>
<p id="p4_d403e30772">
Den	w1_d403e30776
26sten	w3_d403e30779
äusserte	w5_d403e30782
sich	w7_d403e30785
mehrmalen	w9_d403e30788
nichts	w11_d403e30791
verän	w13_d403e30795
derliches.	w1_d403e30800
</p>
<p id="p6_d403e30803">
Den	w1_d403e30807
27sten	w3_d403e30810
hingegen	w5_d403e30813
wurden	w7_d403e30816
die	w9_d403e30819
gesamte	w11_d403e30822
bey	w13_d403e30826
dieser	w15_d403e30829
combinirten	w1_d403e30834
Armee	w3_d403e30837
gestandene	w5_d403e30840
Kaiserl.	w7_d403e30843
Königl.	w9_d403e30846
Trupen	w11_d403e30849
beorderet	w1_d403e30854
zu	w3_d403e30857
Unternehmung	w5_d403e30860
einer	w7_d403e30863
sicheren	w9_d403e30866
Expedition	w11_d403e30869
sich	w13_d403e30873
also	w1_d403e30879
in	w3_d403e30882
Marsch=fertigen	w5_d403e30885
Stand	w7_d403e30888
zu	w9_d403e30891
halten,	w11_d403e30894
um	w13_d403e30898
auf	w15_d403e30901
er	w17_d403e30904
steren	w1_d403e30909
Befehl	w3_d403e30912
dahin,	w5_d403e30915
wo	w7_d403e30918
es	w9_d403e30921
verlangt	w11_d403e30924
werden	w13_d403e30928
wurde,	w15_d403e30931
ab	w17_d403e30934
rucken	w1_d403e30939
zu	w3_d403e30942
können.	w5_d403e30945
</p>
<head id="h2_d403e30952">
Jn	w1_d403e30956
Folge	w3_d403e30959
dessen	w5_d403e30962
seynd	w7_d403e30965
dann	w9_d403e30968
solche	w11_d403e30971
insgesammt	w13_d403e30975
</head>
<head id="h2_d403e30981">
Den	w1_d403e30985
28sten	w3_d403e30988
nach	w5_d403e30991
ihrer	w7_d403e30994
ersten	w9_d403e30997
Bestimmung	w11_d403e31000
aufgebro	w13_d403e31004
chen,	w1_d403e31009
wo	w3_d403e31012
sofort	w5_d403e31015
</head>
<head id="h2_d403e31021">
30sten	w1_d403e31025
sich	w3_d403e31028
auch	w5_d403e31031
nichts	w7_d403e31034
Merkwür	w9_d403e31037
Den	w1_d403e31042
29sten	w3_d403e31045
und	w5_d403e31048
geäusseret	w1_d403e31053
hat,	w3_d403e31056
und	w5_d403e31059
nur	w7_d403e31062
von	w9_d403e31065
dem	w11_d403e31068
diges	w1_d403e31074
bey	w3_d403e31077
dieser	w5_d403e31080
Armee	w7_d403e31083
Herrn	w1_d403e31088
General	w3_d403e31091
Luzinsky	w5_d403e31094
einberichtet	w7_d403e31097
worden	w9_d403e31100
ist,	w11_d403e31103
daß	w1_d403e31108
sich	w3_d403e31111
selber	w5_d403e31114
bey	w7_d403e31117
Neustadt	w9_d403e31120
an	w11_d403e31123
der	w13_d403e31127
Orla	w15_d403e31130
gesetzet	w1_d403e31135
habe.	w3_d403e31138
</head>
</doc>
