<doc id="wr_1763-06-01" attrs="word" year="1763" month="06" day="01" corpus="2">
<head id="h2_d763e3650">
Genua	w1_d763e3654
Post,	w15_d763e30280
gewest=Kaiserl.	w1_d763e30285
Königl.	w3_d763e30288
Cammerern,	w5_d763e30291
und	w7_d763e30294
deren	w9_d763e30297
Schloßischen	w1_d763e30303
Herren	w3_d763e30306
Ständen	w5_d763e30309
Creditsoperations	w7_d763e30312
deputirten	w1_d763e30317
auf	w3_d763e30320
Anlangen	w5_d763e30323
des	w7_d763e30326
Hrn.	w9_d763e30329
Johann	w11_d763e30332
Leopold	w13_d763e30336
Freyherrn	w1_d763e30341
von	w3_d763e30344
Post,	w5_d763e30347
Canonici	w7_d763e30350
zu	w9_d763e30353
Ollmütz	w11_d763e30356
und	w13_d763e30360
Brünn	w1_d763e30365
proprio,	w3_d763e30368
dann	w5_d763e30371
Hrn.	w7_d763e30374
Anton	w9_d763e30377
Casimir	w11_d763e30380
Grafen	w13_d763e30384
von	w1_d763e30390
Hartig,	w3_d763e30393
K.	w5_d763e30396
K.	w7_d763e30399
Cammerern	w9_d763e30402
und	w11_d763e30405
geheimen	w13_d763e30409
Raht	w1_d763e30414
turorio	w3_d763e30417
nomine	w5_d763e30420
zu	w7_d763e30423
Erfindung	w9_d763e30426
desselben	w11_d763e30429
et	w13_d763e30433
wann	w1_d763e30438
vorhandenen	w3_d763e30441
æris	w5_d763e30444
alieni,	w7_d763e30447
folgends	w9_d763e30450
auch	w11_d763e30453
zu	w13_d763e30457
sicherer	w1_d763e30462
Abhandlung	w3_d763e30465
solcher	w5_d763e30468
Verlassenschaft	w7_d763e30471
für	w9_d763e30474
nöh	w11_d763e30477
tig	w1_d763e30483
befunden,	w3_d763e30486
die	w5_d763e30489
sammentliche	w7_d763e30492
sowol	w9_d763e30495
in	w11_d763e30498
als	w13_d763e30502
ausser	w15_d763e30505
Land	w1_d763e30510
befindliche	w3_d763e30513
weil.	w5_d763e30516
Hrn.	w7_d763e30519
August	w9_d763e30522
Otto	w11_d763e30525
Frey	w13_d763e30529
herrn	w1_d763e30534
von	w3_d763e30537
Post	w5_d763e30540
Glaubigere,	w7_d763e30543
zu	w9_d763e30546
Anmeld	w11_d763e30549
und	w13_d763e30553
Li	w15_d763e30556
quidirung	w1_d763e30561
ihrer	w3_d763e30564
an	w5_d763e30567
wiederholte	w7_d763e30570
Freyherr	w9_d763e30573
von	w11_d763e30576
Po	w13_d763e30580
stische	w1_d763e30586
Verlassenschaft	w3_d763e30589
zu	w5_d763e30592
stellen	w7_d763e30595
habender	w9_d763e30598
Sprüch	w11_d763e30601
und	w1_d763e30606
Forderungen	w3_d763e30609
gerichtl.	w5_d763e30612
vorzuladen	w7_d763e30615
und	w9_d763e30618
einzu	w11_d763e30621
beruffen,	w1_d763e30626
zu	w3_d763e30629
welchem	w5_d763e30632
Ende	w7_d763e30635
denenselben	w9_d763e30638
der	w11_d763e30641
27.	w13_d763e30645
Tag	w15_d763e30648
des	w1_d763e30653
Monats	w3_d763e30656
Junie	w5_d763e30659
dies	w7_d763e30662
Jahrs	w9_d763e30665
Nachmittag	w11_d763e30668
um	w13_d763e30672
4.	w15_d763e30675
Uhr	w1_d763e30681
zur	w3_d763e30684
gewonlichen	w5_d763e30687
Convocations	w7_d763e30690
und	w9_d763e30693
Anmel	w11_d763e30696
dungs=tagsatzung	w1_d763e30701
zu	w3_d763e30704
all=endlicher	w5_d763e30707
Frist	w7_d763e30710
anberau	w9_d763e30713
met	w1_d763e30718
worden.	w3_d763e30721
Solchemnach	w5_d763e30724
werden	w7_d763e30727
all	w9_d763e30730
und	w11_d763e30733
jede,	w13_d763e30737
welche	w1_d763e30742
bey	w3_d763e30745
gedacht=weil.	w5_d763e30748
August.	w7_d763e30751
Otto	w9_d763e30754
Freyherrn	w11_d763e30757
von	w1_d763e30763
Post	w3_d763e30766
Verlassenschaft	w5_d763e30769
um	w7_d763e30772
rechtmäßiger	w9_d763e30775
Forde	w11_d763e30778
rung=willen	w1_d763e30783
einige	w3_d763e30786
Sprüch	w5_d763e30789
haben,	w7_d763e30792
oder	w9_d763e30795
zu	w11_d763e30798
haben	w13_d763e30802
vermeinen,	w1_d763e30807
am	w3_d763e30810
obbestimmten	w5_d763e30813
Tag	w7_d763e30816
und	w9_d763e30819
Stund	w11_d763e30822
vor	w13_d763e30826
Regierung	w1_d763e30831
in	w3_d763e30834
der	w5_d763e30837
daselbst	w7_d763e30840
zu	w9_d763e30843
solchem	w11_d763e30846
Ende	w13_d763e30850
offen	w15_d763e30853
haltenden	w1_d763e30859
Commißions=stuben	w3_d763e30862
entweder	w5_d763e30865
selbst	w7_d763e30868
persönlich,	w1_d763e30873
oder	w3_d763e30876
durch	w5_d763e30879
hiezu	w7_d763e30882
genugsam	w9_d763e30885
gevollmäch	w11_d763e30888
tigte	w1_d763e30893
Gewaltragere	w3_d763e30896
alsogewiß	w5_d763e30899
zu	w7_d763e30902
erscheinen,	w9_d763e30905
und	w11_d763e30908
ihre	w1_d763e30913
an	w3_d763e30916
solche	w5_d763e30919
Verlassenschaft	w7_d763e30922
habende	w9_d763e30925
Anforderun	w11_d763e30928
gen	w1_d763e30934
anzumelden,	w3_d763e30937
auch	w5_d763e30940
rechtlich	w7_d763e30943
zu	w9_d763e30946
liquidiren	w11_d763e30949
ha	w13_d763e30953
ben,	w1_d763e30958
als	w3_d763e30961
im	w5_d763e30964
widrigen	w7_d763e30967
die	w9_d763e30970
Abhandlung	w11_d763e30973
gleichwolen	w13_d763e30977
vorgenommen,	w1_d763e30982
und	w3_d763e30985
ungebindert	w5_d763e30988
deren	w7_d763e30991
etwann	w9_d763e30994
vorhandenen	w1_d763e30999
Glaubigern,	w3_d763e31002
so	w5_d763e31005
sich	w7_d763e31008
mit	w9_d763e31011
ihren	w11_d763e31014
Anfor	w13_d763e31018
derungen	w1_d763e31024
im	w3_d763e31027
bestimmter	w5_d763e31030
Zeit	w7_d763e31033
nicht	w9_d763e31036
angemeldet,	w11_d763e31039
solche	w1_d763e31044
Verlassenschaft	w3_d763e31047
denen	w5_d763e31050
Eingangs=gedachten	w7_d763e31053
Hrn.	w1_d763e31058
Erblassers	w3_d763e31061
ruckgebliebenen,	w5_d763e31064
und	w7_d763e31067
cum	w9_d763e31070
benesi-	w11_d763e31073
cio	w1_d763e31078
Legis	w3_d763e31081
&	w5_d763e31084
Inventarii	w7_d763e31087
erklärten	w9_d763e31090
Jntestat=erben	w11_d763e31093
eingeantwortet,	w1_d763e31099
auch	w3_d763e31102
ansonsten	w5_d763e31105
ex	w7_d763e31108
officio	w9_d763e31111
vorge	w11_d763e31114
kehret	w1_d763e31119
werden	w3_d763e31122
solle,	w5_d763e31125
was	w7_d763e31128
Rechtens	w9_d763e31131
ist,	w11_d763e31134
wornach	w13_d763e31138
sich	w1_d763e31143
also	w3_d763e31146
ein	w5_d763e31149
jeder	w7_d763e31152
zu	w9_d763e31155
richten	w11_d763e31158
wissen	w13_d763e31162
wird.	w15_d763e31165
</p>
<list id="l8_d763e31168">
Wir	w1_d763e31172
Endes	w3_d763e31175
Gefertigte	w5_d763e31178
von	w7_d763e31181
einem	w9_d763e31184
Löbl.	w11_d763e31187
Land	w13_d763e31191
</list>
<p id="p10_d763e31195">
Wir	w1_d763e31199
Endes	w3_d763e31202
Gefertigte	w5_d763e31205
von	w7_d763e31208
einem	w9_d763e31211
Löbl.	w11_d763e31214
Land	w13_d763e31218
marschallischen	w1_d763e31223
Gericht	w3_d763e31226
verordnete	w5_d763e31229
Commissarien	w7_d763e31232
geben	w1_d763e31237
hiemit	w3_d763e31240
jedermänniglich,	w5_d763e31243
deme	w7_d763e31246
daran	w9_d763e31249
gele	w11_d763e31252
gen,	w1_d763e31258
zu	w3_d763e31261
vernehmen:	w5_d763e31264
welchergestalten,	w7_d763e31267
nachdeme	w9_d763e31270
uns	w1_d763e31275
durch	w3_d763e31278
gerichtliche	w5_d763e31281
Auflag	w7_d763e31284
d.	w9_d763e31287
d.	w11_d763e31290
15.	w13_d763e31294
Mart.	w15_d763e31297
1763.	w17_d763e31300
den	w1_d763e31305
von	w3_d763e31308
Hrn.	w5_d763e31311
Franz	w7_d763e31314
Joseph	w9_d763e31317
Grafen	w11_d763e31320
v.	w13_d763e31324
Wallseeg	w15_d763e31327
vom	w1_d763e31332
23.	w3_d763e31335
Jan.	w5_d763e31338
1762.	w7_d763e31341
an,	w9_d763e31344
von	w11_d763e31347
neuem	w13_d763e31351
contrahir	w15_d763e31354
ten	w1_d763e31360
Schulden=stand	w3_d763e31363
mittels	w5_d763e31366
einer	w7_d763e31369
ordentlichen	w9_d763e31372
Convocation	w1_d763e31377
ausfindig	w3_d763e31380
zu	w5_d763e31383
machen	w7_d763e31386
aufgetragen	w9_d763e31389
</p>
<p id="p16_d763e31403">
worden,	w1_d763e31407
wir	w3_d763e31410
zu	w5_d763e31413
solchem	w7_d763e31416
Ende	w9_d763e31419
den	w11_d763e31422
9ten	w13_d763e31426
Jun.	w15_d763e31429
dieß	w17_d763e31432
Jahrs	w1_d763e31437
Nachmittag	w3_d763e31440
um	w5_d763e31443
4.	w7_d763e31446
Uhr	w9_d763e31449
präcise	w11_d763e31452
in	w13_d763e31456
meinem	w15_d763e31459
Dillherr	w1_d763e31464
Freyherrn	w3_d763e31467
von	w5_d763e31470
Althenn	w7_d763e31473
in	w9_d763e31476
dem	w11_d763e31479
Gräfl.	w13_d763e31483
Pergischen	w1_d763e31489
Haus	w3_d763e31492
auf	w5_d763e31495
dem	w7_d763e31498
hohen	w9_d763e31501
Markt	w11_d763e31504
im	w13_d763e31508
2ten	w15_d763e31511
Stock	w1_d763e31516
innhabenden	w3_d763e31519
Wohn=zimmer	w5_d763e31522
zu	w7_d763e31525
erscheinen	w9_d763e31528
pro	w1_d763e31533
1mo,	w3_d763e31536
2do,	w5_d763e31539
&	w7_d763e31542
3tio	w9_d763e31545
Termino	w11_d763e31548
zur	w13_d763e31552
perempto	w15_d763e31555
rie	w1_d763e31560
clausulirten	w3_d763e31563
Tagsatzung	w5_d763e31566
bestimmet	w7_d763e31569
haben;	w9_d763e31572
wer	w11_d763e31575
den	w1_d763e31581
demnach	w3_d763e31584
alle	w5_d763e31587
diejenige,	w7_d763e31590
welche	w9_d763e31593
an	w11_d763e31596
gedachten	w13_d763e31600
Herrn	w1_d763e31605
Grafen	w3_d763e31608
v.	w5_d763e31611
Wallseg	w7_d763e31614
entweder	w9_d763e31617
wegen	w11_d763e31620
gelei	w13_d763e31624
stetem	w1_d763e31629
Darlehen,	w3_d763e31632
oder	w5_d763e31635
anderwärtigen	w7_d763e31638
Geschäfts	w9_d763e31641
halber	w1_d763e31646
einige	w3_d763e31649
Forderung	w5_d763e31652
haben,	w7_d763e31655
oder	w9_d763e31658
zu	w11_d763e31661
haben	w13_d763e31665
vermeinen,	w1_d763e31671
sich	w3_d763e31674
an	w5_d763e31677
obbesagtem	w7_d763e31680
Tag,	w9_d763e31683
Stund	w11_d763e31686
und	w13_d763e31690
Ort	w1_d763e31695
also	w3_d763e31698
gewiß	w5_d763e31701
anzumelden,	w7_d763e31704
und	w9_d763e31707
ihre	w11_d763e31710
Forderung	w13_d763e31714
behörig	w1_d763e31719
zu	w3_d763e31722
liquidiren	w5_d763e31725
haben,	w7_d763e31728
als	w9_d763e31731
im	w11_d763e31734
widrigen	w13_d763e31738
ex	w15_d763e31741
officio	w1_d763e31746
relationiret,	w3_d763e31749
und	w5_d763e31752
denen	w7_d763e31755
Ausbleibenden,	w9_d763e31758
auch	w11_d763e31761
nicht	w1_d763e31767
Liquidirenden	w3_d763e31770
das	w5_d763e31773
ewige	w7_d763e31776
Stillschweigen	w9_d763e31779
auf	w11_d763e31782
erleget	w1_d763e31787
werden	w3_d763e31790
solle.	w5_d763e31793
Wien	w7_d763e31796
den	w9_d763e31799
11.	w11_d763e31802
April	w13_d763e31806
1763.	w15_d763e31809
</p>
<p id="p18_d763e31812">
Von	w1_d763e31816
des	w3_d763e31819
Löbl.	w5_d763e31822
Stift,	w7_d763e31825
und	w9_d763e31828
würdigen	w11_d763e31831
U.	w13_d763e31835
L.	w15_d763e31838
Frauen	w17_d763e31841
GOttes=haus	w1_d763e31846
zu	w3_d763e31849
den	w5_d763e31852
Schotten	w7_d763e31855
in	w9_d763e31858
Wien	w11_d763e31861
bestel	w13_d763e31865
ten	w1_d763e31870
Grund—	w3_d763e31873
gericht	w5_d763e31876
wegen,	w7_d763e31879
wird	w9_d763e31882
es	w11_d763e31885
jeder	w13_d763e31889
männiglich	w1_d763e31895
zu	w3_d763e31898
vernehmen	w5_d763e31901
gegeben;	w7_d763e31904
es	w9_d763e31907
seye	w11_d763e31910
über	w13_d763e31914
Weyl.	w1_d763e31919
Joseph	w3_d763e31922
Anton	w5_d763e31925
Feyerer,	w7_d763e31928
behaust	w9_d763e31931
gewesten	w11_d763e31934
Ge	w13_d763e31938
reichts=schreibers	w1_d763e31943
zu	w3_d763e31946
St.	w5_d763e31949
Ulrich	w7_d763e31952
am	w9_d763e31955
Neustift	w11_d763e31958
seel.	w13_d763e31962
Verlassenschaft,	w1_d763e31967
zu	w3_d763e31970
Sicherstellung	w5_d763e31973
dieser	w7_d763e31976
pro	w9_d763e31979
Mas	w11_d763e31982
sa,	w1_d763e31988
wegen	w3_d763e31991
hervorthuenden	w5_d763e31994
Schulden=halber	w7_d763e31997
eine	w9_d763e32000
Convocationem	w1_d763e32005
Creditorum	w3_d763e32008
anzuordnen,	w5_d763e32011
von	w7_d763e32014
dem	w9_d763e32017
aufgestellten	w1_d763e32022
Gerhaben	w3_d763e32025
Olivier	w5_d763e32028
Weichhart	w7_d763e32031
sub	w9_d763e32034
da	w11_d763e32037
to	w1_d763e32042
26.	w3_d763e32045
Martii	w5_d763e32048
a.	w7_d763e32051
c.	w9_d763e32054
schriftlich	w11_d763e32057
angezeiget,	w13_d763e32061
unterein	w15_d763e32064
stens	w1_d763e32070
auch	w3_d763e32073
der	w5_d763e32076
Canzley	w7_d763e32079
die	w9_d763e32082
Ausfertig	w11_d763e32085
und	w13_d763e32089
Affigi	w15_d763e32092
rung	w1_d763e32097
deren	w3_d763e32100
gewöhnlichen	w5_d763e32103
Edicten	w7_d763e32106
auferleget	w9_d763e32109
wor	w11_d763e32112
den,	w1_d763e32117
zu	w3_d763e32120
welchem	w5_d763e32123
Ende	w7_d763e32126
dann	w9_d763e32129
auch	w11_d763e32132
hiermit	w13_d763e32136
der	w15_d763e32139
4te	w17_d763e32142
künftigen	w1_d763e32147
Monats	w3_d763e32150
Junii	w5_d763e32153
Vormittag	w7_d763e32156
um	w9_d763e32159
9.	w11_d763e32162
Uhr	w13_d763e32166
für	w1_d763e32172
diesseitig	w3_d763e32175
bestelltes	w5_d763e32178
Grund=gericht	w7_d763e32181
zu	w9_d763e32184
erschei	w11_d763e32187
nen	w1_d763e32192
zu	w3_d763e32195
dergestalt	w5_d763e32198
peremptorie	w7_d763e32201
clausulirten	w9_d763e32204
Con	w11_d763e32207
vocations=tagsatzung	w1_d763e32212
bestimmet,	w3_d763e32215
und	w5_d763e32218
per	w7_d763e32221
Edictum	w9_d763e32224
ad	w1_d763e32229
valvas	w3_d763e32232
intimiret	w5_d763e32235
wird,	w7_d763e32238
womit	w9_d763e32241
alle	w11_d763e32244
diejenige,	w13_d763e32248
welche	w1_d763e32254
an	w3_d763e32257
Eingangs	w5_d763e32260
ersagten	w7_d763e32263
Joseph	w9_d763e32266
Anton	w11_d763e32269
Fey	w13_d763e32273
erers	w1_d763e32278
Verlassenschaft	w3_d763e32281
Sprüch	w5_d763e32284
und	w7_d763e32287
Forderungen	w9_d763e32290
zu	w1_d763e32295
haben	w3_d763e32298
vermeinen,	w5_d763e32301
an	w7_d763e32304
obbestimmtem	w9_d763e32307
Tag	w11_d763e32310
und	w13_d763e32314
Stund	w1_d763e32319
sich	w3_d763e32322
also	w5_d763e32325
gewiß	w7_d763e32328
anmelden,	w9_d763e32331
und	w11_d763e32334
ihre	w13_d763e32338
Sprück	w15_d763e32341
zu	w1_d763e32347
liquidiren	w3_d763e32350
haben	w5_d763e32353
werden,	w7_d763e32356
wie	w9_d763e32359
im	w11_d763e32362
widrigen	w13_d763e32366
de	w15_d763e32369
nenjenigen,	w1_d763e32374
welche	w3_d763e32377
sich	w5_d763e32380
bey	w7_d763e32383
dieser	w9_d763e32386
Convocation	w11_d763e32389
ga	w13_d763e32393
nicht	w1_d763e32398
anmelden	w3_d763e32401
wurden,	w5_d763e32404
das	w7_d763e32407
ewige	w9_d763e32410
Stillschweigen	w11_d763e32413
auferleget	w1_d763e32418
seyn	w3_d763e32421
solle.	w5_d763e32424
Wornach	w7_d763e32427
sich	w9_d763e32430
jedermännig	w11_d763e32433
lich	w1_d763e32439
zu	w3_d763e32442
richten,	w5_d763e32445
und	w7_d763e32448
für	w9_d763e32451
Schaden	w11_d763e32454
zu	w13_d763e32458
hüten	w15_d763e32461
wissen	w17_d763e32464
wird.	w1_d763e32469
Wien	w3_d763e32472
den	w5_d763e32475
6.	w7_d763e32478
April	w9_d763e32481
1763.	w11_d763e32484
</p>
<p id="p20_d763e32487">
Von	w1_d763e32491
des	w3_d763e32494
Frstl.	w5_d763e32497
Stifts	w7_d763e32500
und	w9_d763e32503
Jungfräul.	w11_d763e32506
Closters	w13_d763e32510
zu	w1_d763e32515
Himmel=pforten	w3_d763e32518
Grund=buch	w5_d763e32521
wegen,	w7_d763e32524
wird	w9_d763e32527
hiemit	w1_d763e32532
in	w3_d763e32535
Kraft	w5_d763e32538
gegenwärtig	w7_d763e32541
offenen	w9_d763e32544
Edicts	w11_d763e32547
allen	w13_d763e32551
und	w1_d763e32557
jeden,	w3_d763e32560
so	w5_d763e32563
daran	w7_d763e32566
gelegen,	w9_d763e32569
kund	w11_d763e32572
und	w13_d763e32576
zu	w15_d763e32579
wis	w17_d763e32582
sen	w1_d763e32587
gemacht:	w3_d763e32590
welchergestalten	w5_d763e32593
der	w7_d763e32596
gerichtlich	w9_d763e32599
ver	w11_d763e32602
ordnete	w1_d763e32607
Urbanische	w3_d763e32610
Curator	w5_d763e32613
ad	w7_d763e32616
lites	w9_d763e32619
Herr	w11_d763e32622
Franz	w13_d763e32626
Joseph	w1_d763e32631
Seeger	w3_d763e32634
J	w5_d763e32637
U.	w7_d763e32640
D.	w9_d763e32643
und	w11_d763e32646
Gerichts=advocat	w13_d763e32650
angezeiget:	w1_d763e32656
Es	w3_d763e32659
hätten	w5_d763e32662
ein	w7_d763e32665
und	w9_d763e32668
andere	w11_d763e32671
Urbanische	w13_d763e32675
Creditores	w1_d763e32680
ihre	w3_d763e32683
bey	w5_d763e32686
erdeut=Urbanischen	w7_d763e32689
Cridä	w9_d763e32692
massa	w1_d763e32697
angemeldte	w3_d763e32700
Forderungen	w5_d763e32703
bis	w7_d763e32706
anhero	w9_d763e32709
nicht	w11_d763e32712
liquidiret,	w1_d763e32717
dahero	w3_d763e32720
dann	w5_d763e32723
derselbe	w7_d763e32726
gebetten,	w9_d763e32729
womit	w11_d763e32732
</p>
<p id="p22_d763e32735">
dieselbe	w1_d763e32739
zu	w3_d763e32742
Liquidirung	w5_d763e32745
gedacht=ihrer	w7_d763e32748
Forderun	w9_d763e32751
gen	w1_d763e32756
per	w3_d763e32759
Edictum	w5_d763e32762
ad	w7_d763e32765
valvas	w9_d763e32768
sub	w11_d763e32771
clausula	w13_d763e32775
præclusi	w15_d763e32778
einberufen	w1_d763e32783
werden	w3_d763e32786
möchten.	w5_d763e32789
Da	w7_d763e32792
nun	w9_d763e32795
in	w11_d763e32798
die	w13_d763e32802
billiche	w1_d763e32808
Begehren	w3_d763e32811
den	w5_d763e32814
22.	w7_d763e32817
April	w9_d763e32820
1763.	w11_d763e32823
gewilligen	w13_d763e32827
worden,	w1_d763e32832
als	w3_d763e32835
werden	w5_d763e32838
alle	w7_d763e32841
diejenige,	w9_d763e32844
sowol	w11_d763e32847
in	w13_d763e32851
als	w15_d763e32854
ausser	w1_d763e32859
Land	w3_d763e32862
befindliche	w5_d763e32865
Urbanische	w7_d763e32868
Creditspar	w9_d763e32871
theyen,	w1_d763e32876
so	w3_d763e32879
ihre	w5_d763e32882
an	w7_d763e32885
der	w9_d763e32888
Urbanischen	w11_d763e32891
Massa	w13_d763e32895
haben	w15_d763e32898
de	w1_d763e32904
Forderungen	w3_d763e32907
noch	w5_d763e32910
nicht	w7_d763e32913
liquidiret,	w9_d763e32916
ihre	w11_d763e32919
anost	w13_d763e32923
erdeut=Urbanischen	w1_d763e32928
Cridä=massa	w3_d763e32931
habende	w5_d763e32934
For	w7_d763e32937
derungen	w1_d763e32942
in	w3_d763e32945
conformitate	w5_d763e32948
des	w7_d763e32951
Urbanischen	w9_d763e32954
Cridä	w11_d763e32957
abschieds	w1_d763e32962
bey	w3_d763e32965
der	w5_d763e32968
den	w7_d763e32971
13.	w9_d763e32974
Tag	w11_d763e32977
künftigen	w13_d763e32981
Monats	w15_d763e32984
Julii	w1_d763e32990
vor	w3_d763e32993
das	w5_d763e32996
verordnete	w7_d763e32999
Judicium	w9_d763e33002
Delegatum	w11_d763e33005
im	w1_d763e33010
Hirrmel=pfort=haus	w3_d763e33013
im	w5_d763e33016
ersten	w7_d763e33019
Stock	w9_d763e33022
ange	w11_d763e33025
ordneten	w1_d763e33030
Liquidations=tagsatzung	w3_d763e33033
also	w5_d763e33036
gewiß	w7_d763e33039
liquidiren,	w1_d763e33044
und	w3_d763e33047
zu	w5_d763e33050
erscheinen	w7_d763e33053
haben,	w9_d763e33056
als	w11_d763e33059
im	w13_d763e33063
we	w15_d763e33066
drigen	w1_d763e33072
die	w3_d763e33075
Ausbleibende	w5_d763e33078
wie	w7_d763e33081
auch	w9_d763e33084
nicht	w11_d763e33087
Liquidi	w13_d763e33091
rende	w1_d763e33096
von	w3_d763e33099
der	w5_d763e33102
erholt=vorhandenen	w7_d763e33105
Urbanischen	w9_d763e33108
Massa	w1_d763e33113
völlig	w3_d763e33116
ausgeschlossen,	w5_d763e33119
auch	w7_d763e33122
hieran	w9_d763e33125
nicht	w11_d763e33128
das	w1_d763e33133
geringste	w3_d763e33136
mehr	w5_d763e33139
cum	w7_d763e33142
onere	w9_d763e33145
perperui	w11_d763e33148
silentiiz	w13_d763e33152
fordern,	w1_d763e33158
sondern	w3_d763e33161
das	w5_d763e33164
vorhandene	w7_d763e33167
Urbanische	w9_d763e33170
Ver	w11_d763e33173
mögen	w1_d763e33178
unter	w3_d763e33181
die	w5_d763e33184
übrige	w7_d763e33187
Creditorschaft	w9_d763e33190
ex	w11_d763e33193
officie	w13_d763e33197
repartiret	w1_d763e33202
werden	w3_d763e33205
solle.	w5_d763e33208
</p>
<list id="l24_d763e33212">
Von	w1_d763e33216
der	w3_d763e33219
N.	w5_d763e33222
Oe.	w7_d763e33225
Regierung	w9_d763e33228
wegen,	w11_d763e33231
wird	w13_d763e33235
mit	w15_d763e33238
e.	w17_d763e33241
</list>
<p id="p26_d763e33245">
Von	w1_d763e33249
der	w3_d763e33252
N.	w5_d763e33255
Oe.	w7_d763e33258
Regierung	w9_d763e33261
wegen,	w11_d763e33264
wird	w13_d763e33268
mit	w15_d763e33271
e.	w17_d763e33274
genwärtig	w1_d763e33279
offenem	w3_d763e33282
Edict	w5_d763e33285
jedermänniglich,	w7_d763e33288
sowol	w9_d763e33291
An	w1_d763e33296
als	w3_d763e33299
Abwesenden,	w5_d763e33302
deme	w7_d763e33305
daran	w9_d763e33308
gelegen,	w11_d763e33311
kund	w13_d763e33315
und	w15_d763e33318
zu	w1_d763e33324
wissen	w3_d763e33327
gemacht:	w5_d763e33330
Es	w7_d763e33333
habe	w9_d763e33336
Regierung	w11_d763e33339
nach	w13_d763e33343
er	w15_d763e33346
folgt=tödtlichen	w1_d763e33351
Hintritt	w3_d763e33354
des	w5_d763e33357
Johann	w7_d763e33360
Koller,	w9_d763e33363
gewel	w11_d763e33366
Kaiserl.	w1_d763e33371
Einspaniger	w3_d763e33374
zu	w5_d763e33377
Erfindung	w7_d763e33380
desselben	w9_d763e33383
etwann	w11_d763e33386
vorhandenen	w1_d763e33391
æris	w3_d763e33394
alieni,	w5_d763e33397
folgends	w7_d763e33400
auch	w9_d763e33403
zu	w11_d763e33406
sicherer	w13_d763e33410
Abhandlung	w1_d763e33416
solcher	w3_d763e33419
Verlassenschaft	w5_d763e33422
für	w7_d763e33425
nöhtig	w9_d763e33428
be	w11_d763e33431
funden,	w1_d763e33436
die	w3_d763e33439
sammentliche	w5_d763e33442
sowol	w7_d763e33445
in	w9_d763e33448
als	w11_d763e33451
ausser	w13_d763e33455
Land	w15_d763e33458
befindliche	w1_d763e33463
Johann	w3_d763e33466
Kollerische	w5_d763e33469
Glaubiger	w7_d763e33472
zu	w9_d763e33475
An	w11_d763e33478
meld	w1_d763e33483
und	w3_d763e33486
Liquidirung	w5_d763e33489
ihrer	w7_d763e33492
an	w9_d763e33495
wiederholt	w11_d763e33498
Kolle	w13_d763e33502
rische	w1_d763e33508
Verlassenschaft	w3_d763e33511
zu	w5_d763e33514
stellen	w7_d763e33517
habender	w9_d763e33520
Sprüch	w11_d763e33523
und	w1_d763e33528
Forderungen	w3_d763e33531
gerichtl.	w5_d763e33534
vorzuladen	w7_d763e33537
und	w9_d763e33540
einzu	w11_d763e33543
beruffen,	w1_d763e33548
zu	w3_d763e33551
welchem	w5_d763e33554
Ende	w7_d763e33557
denenselben	w9_d763e33560
der	w11_d763e33563
17.	w13_d763e33567
kunftigen	w1_d763e33572
Monats	w3_d763e33575
Junii	w5_d763e33578
Nachmittag	w7_d763e33581
um	w9_d763e33584
4.	w11_d763e33587
Uhr	w13_d763e33591
zur	w1_d763e33597
gewönlichen	w3_d763e33600
Convocations	w5_d763e33603
und	w7_d763e33606
Anmeldungs	w9_d763e33609
tagsatzung	w1_d763e33614
zu	w3_d763e33617
all	w5_d763e33620
endlicher	w7_d763e33623
Frist	w9_d763e33626
anberaumet	w11_d763e33629
wor	w13_d763e33633
den.	w1_d763e33638
Solchemnach	w3_d763e33641
werden	w5_d763e33644
all	w7_d763e33647
und	w9_d763e33650
jede,	w11_d763e33653
welche	w13_d763e33657
bey	w1_d763e33662
gedacht	w3_d763e33665
Johann	w5_d763e33668
Kollerischen	w7_d763e33671
Verlassenschaft	w9_d763e33674
um	w1_d763e33680
rechtmäßiger	w3_d763e33683
Forderung=willen	w5_d763e33686
einige	w7_d763e33689
Sprüch	w9_d763e33692
haben	w1_d763e33697
oder	w3_d763e33700
zu	w5_d763e33703
haben	w7_d763e33706
vermeinen,	w9_d763e33709
am	w11_d763e33712
bestimmten	w13_d763e33716
Tag	w1_d763e33721
und	w3_d763e33724
Stund	w5_d763e33727
vor	w7_d763e33730
Regierung	w9_d763e33733
in	w11_d763e33736
der	w13_d763e33740
daselbst	w15_d763e33743
zu	w17_d763e33746
solchem	w1_d763e33751
Ende	w3_d763e33754
offen	w5_d763e33757
haltenden	w7_d763e33760
Commißions=stuben	w9_d763e33763
entweder	w1_d763e33769
selbst	w3_d763e33772
persönlich,	w5_d763e33775
oder	w7_d763e33778
durch	w9_d763e33781
hiezu	w11_d763e33784
genug	w13_d763e33788
am	w1_d763e33793
gevollmächtigte	w3_d763e33796
Gewalt=tragere	w5_d763e33799
alsogewiß	w7_d763e33802
zu	w9_d763e33805
rscheinen,	w1_d763e33810
und	w3_d763e33813
ihre	w5_d763e33816
an	w7_d763e33819
solche	w9_d763e33822
Verlassenschaft	w11_d763e33825
ha	w13_d763e33829
bende	w1_d763e33834
Anforderung	w3_d763e33837
anzumelden,	w5_d763e33840
auch	w7_d763e33843
rechtlich	w9_d763e33846
zu	w11_d763e33849
liquidiren	w1_d763e33855
