<doc id="wr_1758-09-06" attrs="word" year="1758" month="09" day="06" corpus="2">
<head id="h2_d276e3771">
Leipzig	w1_d276e3775
Ta	w13_d276e28946
g,	w1_d276e28951
als	w3_d276e28954
</p>
<p id="p8_d276e28957">
Den	w1_d276e28961
24.	w3_d276e28964
vereinigte	w5_d276e28967
sich	w7_d276e28970
der	w9_d276e28973
General	w11_d276e28976
von	w13_d276e28980
Broune	w15_d276e28983
seiner	w17_d276e28986
Ordre	w19_d276e28989
zu	w21_d276e28992
folge	w1_d276e28997
unweit	w3_d276e29000
Groß=tschoma	w5_d276e29003
mit	w7_d276e29006
der	w9_d276e29009
Haupt=armee,	w11_d276e29012
ungehindert	w13_d276e29016
der	w15_d276e29019
Feind	w17_d276e29022
ihne	w1_d276e29027
auf	w3_d276e29030
seinem	w5_d276e29033
Marsch	w7_d276e29036
angegriffen,	w9_d276e29039
und	w11_d276e29042
ihn	w13_d276e29046
entweder	w15_d276e29049
von	w17_d276e29052
der	w19_d276e29055
Haupt	w21_d276e29058
armee	w1_d276e29064
abzuschneiden,	w3_d276e29067
oder	w5_d276e29070
wenigstens	w7_d276e29073
in	w9_d276e29076
dem	w11_d276e29079
Marsch	w13_d276e29083
aufzuhalten,	w15_d276e29086
ge	w17_d276e29089
trachtet	w1_d276e29094
hatte;	w3_d276e29097
welchen	w5_d276e29100
Angrif	w7_d276e29103
aber	w9_d276e29106
der	w11_d276e29109
Herr	w13_d276e29113
General	w15_d276e29116
von	w17_d276e29119
Broune	w19_d276e29122
mit	w21_d276e29125
dem	w1_d276e29130
puren	w3_d276e29133
Peloton=feuer	w5_d276e29136
abtriebe,	w7_d276e29139
ohne	w9_d276e29142
seinen	w11_d276e29145
Marsch	w13_d276e29149
einen	w15_d276e29152
Augen=blick	w17_d276e29155
lang	w1_d276e29160
auszusetzen.	w3_d276e29163
</p>
<p id="p10_d276e29166">
Den	w1_d276e29170
25.	w3_d276e29173
um	w5_d276e29176
9.	w7_d276e29179
Uhr	w9_d276e29182
vormittag	w11_d276e29185
machten	w13_d276e29189
die	w15_d276e29192
Preussen	w17_d276e29195
mit	w19_d276e29198
der	w21_d276e29201
äus	w23_d276e29204
sersten	w1_d276e29209
Wut	w3_d276e29212
den	w5_d276e29215
Haupt=angrif,	w7_d276e29218
und	w9_d276e29221
zwar	w11_d276e29224
zuvorderist	w13_d276e29228
gegen	w15_d276e29231
den	w17_d276e29234
Rußi	w19_d276e29237
schen	w1_d276e29242
rechten	w3_d276e29245
Flügel,	w5_d276e29248
welcher	w7_d276e29251
wegen	w9_d276e29254
dasigen	w11_d276e29257
Erd=reichs	w13_d276e29261
nicht	w15_d276e29264
genugsam	w17_d276e29267
vor	w1_d276e29273
dem	w3_d276e29276
Einfall	w5_d276e29279
der	w7_d276e29282
Cavallerie	w9_d276e29285
in	w11_d276e29288
die	w13_d276e29292
Flanque	w15_d276e29295
versichert	w17_d276e29298
werden	w19_d276e29301
konte.	w21_d276e29304
Deme	w1_d276e29309
ungeachtet	w3_d276e29312
vertheidigten	w5_d276e29315
sich	w7_d276e29318
die	w9_d276e29321
Russen	w11_d276e29324
alda	w13_d276e29328
auf	w15_d276e29331
das	w17_d276e29334
hartnäckig	w19_d276e29337
ste,	w1_d276e29342
und	w3_d276e29345
die	w5_d276e29348
Preussen	w7_d276e29351
wurden	w9_d276e29354
zu	w11_d276e29357
verschiedenen	w13_d276e29361
malen	w15_d276e29364
zuruck	w17_d276e29367
getrieben,	w19_d276e29370
wegen	w1_d276e29375
des	w3_d276e29378
erst=berührten	w5_d276e29381
Local=mangels	w7_d276e29384
jedoch,	w9_d276e29387
und	w11_d276e29390
vermög	w13_d276e29394
der	w15_d276e29397
Uberle	w17_d276e29400
genheit	w1_d276e29406
deren	w3_d276e29409
Feinden	w5_d276e29412
(zumalen	w7_d276e29415
die	w9_d276e29418
Rußische	w11_d276e29421
Armee	w13_d276e29425
nicht	w15_d276e29428
über	w17_d276e29431
38000.	w19_d276e29434
Combattanten	w1_d276e29439
stark	w3_d276e29442
ware)	w5_d276e29445
wurde	w7_d276e29448
bemeldeter	w9_d276e29451
rechter	w11_d276e29454
Flügel	w13_d276e29458
endlich	w15_d276e29461
be	w17_d276e29464
müßiget,	w1_d276e29469
sich	w3_d276e29472
zuruck	w5_d276e29475
zu	w7_d276e29478
ziehen,	w9_d276e29481
und	w11_d276e29484
weilen	w13_d276e29488
dieser	w15_d276e29491
von	w17_d276e29494
dem	w19_d276e29497
linken	w21_d276e29500
Flügel	w23_d276e29503
völlig	w1_d276e29508
getrennet	w3_d276e29511
ware,	w5_d276e29514
so	w7_d276e29517
wurde	w9_d276e29520
solcher	w11_d276e29523
von	w13_d276e29527
denen	w15_d276e29530
Preussen	w17_d276e29533
bis	w19_d276e29536
an	w21_d276e29539
einen	w23_d276e29542
hinter	w1_d276e29548
ihme	w3_d276e29551
gelegenen	w5_d276e29554
Morast	w7_d276e29557
verfolget.	w9_d276e29560
</p>
<p id="p16_d276e29574">
Ob	w1_d276e29578
es	w3_d276e29581
nun	w5_d276e29584
gleich	w7_d276e29587
immittels	w9_d276e29590
Abend	w11_d276e29593
wurde,	w13_d276e29597
setzte	w15_d276e29600
dieser	w17_d276e29603
rechte	w19_d276e29606
Flü	w21_d276e29609
gel	w1_d276e29614
der	w3_d276e29617
Rußischen	w5_d276e29620
Armee	w7_d276e29623
das	w9_d276e29626
Feuer	w11_d276e29629
dannoch	w13_d276e29633
aldaselbst	w15_d276e29636
die	w17_d276e29639
ganze	w19_d276e29642
Nacht	w21_d276e29645
hindurch	w1_d276e29650
fort,	w3_d276e29653
und	w5_d276e29656
stellte	w7_d276e29659
sich	w9_d276e29662
während	w11_d276e29665
deme	w13_d276e29669
wiederumen	w15_d276e29672
dergestalten	w17_d276e29675
her,	w1_d276e29681
daß	w3_d276e29684
er	w5_d276e29687
andurch	w7_d276e29690
in	w9_d276e29693
den	w11_d276e29696
Stande	w13_d276e29700
kame,	w15_d276e29703
mit	w17_d276e29706
der	w19_d276e29709
übrigen	w21_d276e29712
Armee	w23_d276e29715
sich	w25_d276e29719
neuer	w1_d276e29724
Dingen	w3_d276e29727
zu	w5_d276e29730
vereinigen.	w7_d276e29733
</p>
<p id="p18_d276e29736">
Den	w1_d276e29740
26.	w3_d276e29743
in	w5_d276e29746
der	w7_d276e29749
Frühe	w9_d276e29752
gienge	w11_d276e29755
demnach	w13_d276e29759
die	w15_d276e29762
Battaille	w17_d276e29765
auf	w19_d276e29768
das	w21_d276e29771
neue	w23_d276e29774
an,	w1_d276e29779
und	w3_d276e29782
dauerte	w5_d276e29785
abermal	w7_d276e29788
den	w9_d276e29791
ganzen	w11_d276e29794
Tag	w13_d276e29798
hindurch,	w15_d276e29801
mit	w17_d276e29804
solchem	w19_d276e29807
Erfolg,	w21_d276e29810
daß	w1_d276e29815
der	w3_d276e29818
Hr.	w5_d276e29821
General	w7_d276e29824
Fermer	w9_d276e29827
das	w11_d276e29830
völlige	w13_d276e29834
Abends	w15_d276e29837
zuvor	w17_d276e29840
verlassene	w19_d276e29843
Ter	w21_d276e29846
rein	w1_d276e29852
wiederum	w3_d276e29855
zuruck	w5_d276e29858
gewanne,	w7_d276e29861
und	w9_d276e29864
Abends	w11_d276e29867
auf	w13_d276e29871
dem	w15_d276e29874
nämlichen	w17_d276e29877
Platz	w19_d276e29880
stunde,	w1_d276e29885
auf	w3_d276e29888
welchen	w5_d276e29891
er	w7_d276e29894
bey	w9_d276e29897
Anfang	w11_d276e29900
der	w13_d276e29904
ersten	w15_d276e29907
Battaille	w17_d276e29910
sich	w19_d276e29913
befun	w21_d276e29916
den	w1_d276e29921
hatte.	w3_d276e29924
</p>
<p id="p20_d276e29927">
Den	w1_d276e29931
27.	w3_d276e29934
blieben	w5_d276e29937
die	w7_d276e29940
Ubergebliebene	w9_d276e29943
von	w11_d276e29946
beyden	w13_d276e29950
Armeen	w15_d276e29953
gegen	w17_d276e29956
einan	w19_d276e29959
der	w1_d276e29964
über	w3_d276e29967
in	w5_d276e29970
der	w7_d276e29973
nämlichen	w9_d276e29976
Stellung	w11_d276e29979
ruhig	w13_d276e29983
stehen.	w15_d276e29986
Eben	w17_d276e29989
diesen	w19_d276e29992
Tag	w21_d276e29995
kame	w1_d276e30000
der	w3_d276e30003
Herr	w5_d276e30006
General	w7_d276e30009
Rumanzow	w9_d276e30012
mit	w11_d276e30015
4.	w13_d276e30019
Regimentern	w15_d276e30022
bey	w17_d276e30025
dem	w19_d276e30028
Herrn	w21_d276e30031
Generalen	w1_d276e30037
von	w3_d276e30040
Fermer	w5_d276e30043
an,	w7_d276e30046
die	w9_d276e30049
übrige	w11_d276e30052
Trupen	w13_d276e30056
seines	w15_d276e30059
Corps	w17_d276e30062
solten	w19_d276e30065
auch	w21_d276e30068
noch	w1_d276e30073
diesen	w3_d276e30076
Tag	w5_d276e30079
eintreffen;	w7_d276e30082
und	w9_d276e30085
des	w11_d276e30088
Herrn	w13_d276e30092
Generals	w15_d276e30095
Fermers	w17_d276e30098
Absicht	w19_d276e30101
ware,	w1_d276e30106
den	w3_d276e30109
Feind	w5_d276e30112
den	w7_d276e30115
folgenden	w9_d276e30118
Tag,	w11_d276e30121
als	w13_d276e30125
den	w15_d276e30128
28.	w17_d276e30131
wiederumen	w19_d276e30134
anzu	w21_d276e30137
greiffen,	w1_d276e30142
und	w3_d276e30145
andurch	w5_d276e30148
dieser	w7_d276e30151
Affaire	w9_d276e30154
ein	w11_d276e30157
Ende	w13_d276e30161
zu	w15_d276e30164
machen.	w17_d276e30167
</p>
<p id="p22_d276e30170">
Die	w1_d276e30174
zwey	w3_d276e30177
schon	w5_d276e30180
vorgeweste	w7_d276e30183
Bataillen	w9_d276e30186
müssen	w11_d276e30189
über	w13_d276e30193
die	w15_d276e30196
massen	w17_d276e30199
blutig	w19_d276e30202
gewesen	w1_d276e30207
seyn,	w3_d276e30210
anerwogen	w5_d276e30213
verschiedene	w7_d276e30216
noch	w9_d276e30219
den	w11_d276e30222
27sten	w13_d276e30226
Abends	w15_d276e30229
geschrie	w17_d276e30232
bene	w1_d276e30237
Particular=briefe	w3_d276e30240
gaben,	w5_d276e30243
daß,	w7_d276e30246
was	w9_d276e30249
Preußischer	w11_d276e30252
Seits	w13_d276e30256
übergeblie	w15_d276e30259
ben,	w1_d276e30265
nicht	w3_d276e30268
viel	w5_d276e30271
über	w7_d276e30274
8000.	w9_d276e30277
Mann	w11_d276e30280
Jnfanterie,	w13_d276e30284
und	w15_d276e30287
10.	w17_d276e30290
Escadrons	w19_d276e30293
Ca	w21_d276e30296
vallerie	w1_d276e30301
ausmachen	w3_d276e30304
könte.	w5_d276e30307
</p>
<p id="p24_d276e30311">
Den	w1_d276e30315
27.	w3_d276e30318
hatten	w5_d276e30321
sich	w7_d276e30324
bereits	w9_d276e30327
in	w11_d276e30330
der	w13_d276e30334
alleinigen	w15_d276e30337
Stadt	w17_d276e30340
Landsberg	w19_d276e30343
600.	w21_d276e30346
Preußische	w1_d276e30351
Deserteurs	w3_d276e30354
eingefunden.	w5_d276e30357
Die	w7_d276e30360
Donische	w9_d276e30363
Cosacken	w11_d276e30366
unter	w13_d276e30370
des	w15_d276e30373
Commando	w1_d276e30378
des	w3_d276e30381
Herrn	w5_d276e30384
Jefreymow	w7_d276e30387
seynd	w9_d276e30390
eben	w11_d276e30393
an	w13_d276e30397
dem	w15_d276e30400
Tag	w17_d276e30403
der	w19_d276e30406
ersten	w21_d276e30409
Battaille	w1_d276e30415
angelangt,	w3_d276e30418
und	w5_d276e30421
hatten	w7_d276e30424
das	w9_d276e30427
Glück	w11_d276e30430
ein	w13_d276e30434
Preußisches	w15_d276e30437
Kürassier=regiment	w1_d276e30442
gänzlich	w3_d276e30445
zu	w5_d276e30448
Schanden	w7_d276e30451
zu	w9_d276e30454
richten.	w1_d276e30459
</p>
<head id="h2_d276e30465">
</head>
<head id="h2_d276e30507">
OURNAL	w1_d276e30511
Von	w1_d276e30516
der	w3_d276e30519
Kaiserl.	w5_d276e30522
und	w7_d276e30525
des	w9_d276e30528
Reichs=unter	w11_d276e30531
Commando	w13_d276e30535
des	w1_d276e30540
Herrn	w3_d276e30543
Pfalz=grafens	w5_d276e30546
zu	w7_d276e30549
Zweybrücken	w9_d276e30552
Durchl.	w11_d276e30555
stehenden	w13_d276e30559
Armee,	w15_d276e30562
aus	w1_d276e30568
dem	w3_d276e30571
Haupt=quartier	w5_d276e30574
Struppen,	w7_d276e30577
vom	w9_d276e30580
30.	w11_d276e30583
Augusti	w13_d276e30587
bis	w15_d276e30590
2.	w17_d276e30593
Sept.	w19_d276e30596
1758.	w21_d276e30599
</head>
<p id="p4_d276e30602">
DEn	w1_d276e30606
30sten	w3_d276e30609
Augusti	w5_d276e30612
ruckten	w7_d276e30615
zwey	w9_d276e30618
feindliche	w11_d276e30621
Escadrons	w13_d276e30625
über	w15_d276e30628
die	w17_d276e30631
Elbe	w1_d276e30636
gegen	w3_d276e30639
Bischofswerda,	w5_d276e30642
und	w7_d276e30645
attaquirten	w9_d276e30648
alda	w11_d276e30651
einen	w13_d276e30655
Hussaren	w15_d276e30658
vor=posten	w1_d276e30663
von	w3_d276e30666
der	w5_d276e30669
unter	w7_d276e30672
Commando	w9_d276e30675
des	w11_d276e30678
Hrn.	w13_d276e30682
Feld=marschallen	w15_d276e30685
Grafens	w17_d276e30688
von	w1_d276e30694
Daun	w3_d276e30697
Excellenz	w5_d276e30700
stehenden	w7_d276e30703
Armee,	w9_d276e30706
machten	w11_d276e30709
davon	w13_d276e30713
auch	w15_d276e30716
einige	w17_d276e30719
gefan	w19_d276e30722
gen,	w1_d276e30727
es	w3_d276e30730
eilten	w5_d276e30733
aber	w7_d276e30736
die	w9_d276e30739
beede	w11_d276e30742
Corpets	w13_d276e30746
Debay,	w15_d276e30749
und	w17_d276e30752
Horrwat	w19_d276e30755
von	w21_d276e30758
Jatziger	w1_d276e30763
Hussaren=regiment	w3_d276e30766
hinzu,	w5_d276e30769
welche	w7_d276e30772
sich	w9_d276e30775
eben	w11_d276e30778
in	w13_d276e30782
selbigen	w15_d276e30785
Gegen	w17_d276e30788
den,	w1_d276e30793
jeder	w3_d276e30796
mit	w5_d276e30799
24.	w7_d276e30802
Commandirten	w9_d276e30805
befanden.	w11_d276e30808
Sie	w13_d276e30812
griffen	w15_d276e30815
beede	w17_d276e30818
die	w19_d276e30821
feindliche	w1_d276e30827
2.	w3_d276e30830
Escadrons,	w5_d276e30833
ungeachtet	w7_d276e30836
der	w9_d276e30839
so	w11_d276e30842
ungleich	w13_d276e30846
überlegenen	w15_d276e30849
Macht	w17_d276e30852
an,	w1_d276e30857
und	w3_d276e30860
hatten	w5_d276e30863
das	w7_d276e30866
Gluck,	w9_d276e30869
solche	w11_d276e30872
über	w13_d276e30876
den	w15_d276e30879
Hauffen	w17_d276e30882
zu	w19_d276e30885
werfen,	w21_d276e30888
und	w23_d276e30891
bis	w25_d276e30895
an	w1_d276e30900
die	w3_d276e30903
Elbe	w5_d276e30906
zu	w7_d276e30909
verfolgen,	w9_d276e30912
wobey	w11_d276e30915
feindlicher	w13_d276e30919
Seits	w15_d276e30922
viele	w17_d276e30925
nieder	w19_d276e30928
gehauen,	w1_d276e30933
11.	w3_d276e30936
Mann	w5_d276e30939
gefangen,	w7_d276e30942
und	w9_d276e30945
9.	w11_d276e30948
Pferde	w13_d276e30952
erbeutet,	w15_d276e30955
auch	w17_d276e30958
die	w19_d276e30961
anfänglich	w1_d276e30967
gemachte	w3_d276e30970
K.	w5_d276e30973
K.	w7_d276e30976
Gefangene	w9_d276e30979
befreyet	w11_d276e30982
wurden,	w13_d276e30986
dahingegen	w15_d276e30989
unser	w1_d276e30994
ganzer	w3_d276e30997
Verlust	w5_d276e31000
in	w7_d276e31003
einem	w9_d276e31006
Verlornen,	w11_d276e31009
und	w13_d276e31013
2.	w15_d276e31016
Bleßirten	w17_d276e31019
bestehet,	w19_d276e31022
daß	w1_d276e31027
also	w3_d276e31030
die	w5_d276e31033
obgedachte	w7_d276e31036
beede	w9_d276e31039
Cornets,	w11_d276e31042
so	w13_d276e31046
diese	w15_d276e31049
Unternehmung	w17_d276e31052
mit	w19_d276e31055
so	w21_d276e31058
vieler	w23_d276e31061
Bravour,	w1_d276e31066
und	w3_d276e31069
Vernunft	w5_d276e31072
ausgeführet,	w7_d276e31075
einen	w9_d276e31078
billigen	w11_d276e31081
Ruhm	w13_d276e31085
verdienen.	w15_d276e31088
</p>
<p id="p6_d276e31091">
Den	w1_d276e31095
31.	w3_d276e31098
gienge	w5_d276e31101
der	w7_d276e31104
commandirende	w9_d276e31107
Herr	w11_d276e31110
General=feld=marschall	w13_d276e31114
Prinz	w1_d276e31119
von	w3_d276e31122
Zweybrücken	w5_d276e31125
abermals	w7_d276e31128
die	w9_d276e31131
feindliche	w11_d276e31134
Posten,	w13_d276e31138
und	w15_d276e31141
Arbeiten	w17_d276e31144
in	w19_d276e31147
der	w1_d276e31152
Nähe	w3_d276e31155
zu	w5_d276e31158
recognosciren,	w7_d276e31161
befahle	w9_d276e31164
auch	w11_d276e31167
zugleich,	w13_d276e31171
um	w15_d276e31174
den	w17_d276e31177
Feind	w19_d276e31180
daraus	w21_d276e31183
mit	w1_d276e31189
sicherem	w3_d276e31192
Erfolg	w5_d276e31195
zu	w7_d276e31198
vertreiben,	w9_d276e31201
alsogleich	w11_d276e31204
eine	w13_d276e31208
Redoute,	w15_d276e31211
nebst	w17_d276e31214
Bat	w19_d276e31217
terien	w1_d276e31222
aufzuwerfen,	w3_d276e31225
welche	w5_d276e31228
Arbeit	w7_d276e31231
dann	w9_d276e31234
zu	w11_d276e31237
unterstützen	w13_d276e31241
das	w15_d276e31244
Corps	w17_d276e31247
de	w19_d276e31250
Reserbe	w1_d276e31255
vorzurucken	w3_d276e31258
beordert	w5_d276e31261
wurde,	w7_d276e31264
und	w9_d276e31267
sich	w11_d276e31270
noch	w13_d276e31274
den	w15_d276e31277
nämlichen	w17_d276e31280
Abend	w19_d276e31283
hinter	w1_d276e31288
dem	w3_d276e31291
Kühe=haus=vorwerk	w5_d276e31294
lagerte.	w7_d276e31297
</p>
<p id="p8_d276e31300">
Den	w1_d276e31304
1.	w3_d276e31307
Sept.	w5_d276e31310
wurde	w7_d276e31313
die	w9_d276e31316
Schif=brücke,	w11_d276e31319
so	w13_d276e31323
bey	w15_d276e31326
Raden	w17_d276e31329
gestanden,	w19_d276e31332
bey	w21_d276e31335
Vehlen	w1_d276e31340
geschlagen,	w3_d276e31343
auch	w5_d276e31346
solche	w7_d276e31349
zugleich	w9_d276e31352
mit	w11_d276e31355
denen	w13_d276e31359
behörigen	w15_d276e31362
Tete=ponts	w17_d276e31365
befestiget	w1_d276e31370
Der	w3_d276e31373
Herr	w5_d276e31376
Feld=marschall=leutenant	w7_d276e31379
von	w9_d276e31382
Haddick	w11_d276e31385
veränderte	w13_d276e31389
ebenfalls	w1_d276e31395
einige	w3_d276e31398
von	w5_d276e31401
seinen	w7_d276e31404
Vor=posten,	w9_d276e31407
und	w11_d276e31410
liesse	w13_d276e31414
den	w15_d276e31417
Herrn	w17_d276e31420
General	w19_d276e31423
Kleefeld	w1_d276e31428
mit	w3_d276e31431
samtlichen	w5_d276e31434
Croaten	w7_d276e31437
nacher	w9_d276e31440
Neidmannsdorf,	w11_d276e31443
Seidewitz,	w13_d276e31447
und	w15_d276e31450
Thomma,	w1_d276e31455
vorrucken;	w3_d276e31458
das	w5_d276e31461
Giulaische	w7_d276e31464
Regiment	w9_d276e31467
hingegen	w11_d276e31470
bey	w13_d276e31474
Cotta	w15_d276e31477
Posto	w17_d276e31480
sassen,	w1_d276e31485
um	w3_d276e31488
durch	w5_d276e31491
diese	w7_d276e31494
Annäherung	w9_d276e31497
den	w11_d276e31500
Feind	w13_d276e31504
desto	w15_d276e31507
enger	w17_d276e31510
einzuschränken.	w19_d276e31513
Zur	w1_d276e31519
nämlichen	w3_d276e31522
Zeit	w5_d276e31525
ruckte	w7_d276e31528
der	w9_d276e31531
Obrist	w11_d276e31534
Törröck	w13_d276e31538
jenseits	w15_d276e31541
der	w17_d276e31544
Elbe	w19_d276e31547
bis	w21_d276e31550
na	w23_d276e31553
cher	w1_d276e31558
Klein=Röchelsdorf,	w3_d276e31561
von	w5_d276e31564
wannen	w7_d276e31567
Selber	w9_d276e31570
seine	w11_d276e31573
Vor=posten	w13_d276e31577
bis	w15_d276e31580
gegen	w17_d276e31583
Pirna,	w1_d276e31588
und	w3_d276e31591
gegen	w5_d276e31594
das	w7_d276e31597
Thor	w9_d276e31600
von	w11_d276e31603
der	w13_d276e31607
Neustadt	w15_d276e31610
zu	w17_d276e31613
Dreßden	w19_d276e31616
ausstellete.	w21_d276e31619
</p>
<p id="p14_d276e31633">
so	w1_d276e31637
guter	w3_d276e31640
Würkung	w5_d276e31643
fortgesetzt,	w7_d276e31646
daß	w9_d276e31649
man	w11_d276e31652
sich	w13_d276e31656
würklich	w15_d276e31659
im	w17_d276e31662
Stande	w19_d276e31665
sahe,	w21_d276e31668
den	w1_d276e31673
Feind	w3_d276e31676
diesen	w5_d276e31679
Morgen,	w7_d276e31682
mit	w9_d276e31685
Hofnung	w11_d276e31688
eines	w13_d276e31692
guten	w15_d276e31695
Erfolgs,	w17_d276e31698
canoniren	w19_d276e31701
zu	w21_d276e31704
können;	w1_d276e31709
da	w3_d276e31712
nun	w5_d276e31715
zugleich	w7_d276e31718
der	w9_d276e31721
commandirende	w11_d276e31724
Herr	w13_d276e31728
Generalfeldmar	w15_d276e31731
schall	w1_d276e31737
alle	w3_d276e31740
Veranstaltungen	w5_d276e31743
machte,	w7_d276e31746
um	w9_d276e31749
den	w11_d276e31752
Kohlberg	w13_d276e31756
sowol,	w15_d276e31759
als	w17_d276e31762
den	w19_d276e31765
ver	w21_d276e31768
schanzten	w1_d276e31773
Garten	w3_d276e31776
bey	w5_d276e31779
Pirna	w7_d276e31782
mit	w9_d276e31785
Nachdruck	w11_d276e31788
angreiffen	w13_d276e31792
zu	w15_d276e31795
lassen,	w17_d276e31798
so	w19_d276e31801
wurde	w21_d276e31804
der	w1_d276e31809
Feind	w3_d276e31812
durch	w5_d276e31815
alle	w7_d276e31818
diese	w9_d276e31821
verschiedene	w11_d276e31824
Ankehrungen	w13_d276e31828
in	w15_d276e31831
eine	w17_d276e31834
solche	w19_d276e31837
Ver	w21_d276e31840
legenheit	w1_d276e31845
gesetzet,	w3_d276e31848
daß	w5_d276e31851
er	w7_d276e31854
nicht	w9_d276e31857
allein	w11_d276e31860
diese	w13_d276e31864
verflossene	w15_d276e31867
Nacht	w17_d276e31870
alle	w19_d276e31873
obbemerkte	w21_d276e31876
Posten	w1_d276e31882
verliesse,	w3_d276e31885
sondern	w5_d276e31888
auch	w7_d276e31891
zu	w9_d276e31894
gleicher	w11_d276e31897
Zeit	w13_d276e31901
das	w15_d276e31904
Lager	w17_d276e31907
bey	w19_d276e31910
Zedlitz	w21_d276e31913
auf	w23_d276e31916
hube,	w1_d276e31921
sich	w3_d276e31924
zuruckzoge,	w5_d276e31927
und	w7_d276e31930
ein	w9_d276e31933
anders	w11_d276e31936
Lager	w13_d276e31940
zwischen	w15_d276e31943
Maxen	w17_d276e31946
und	w19_d276e31949
Meusche,	w21_d276e31952
in	w1_d276e31957
welchem	w3_d276e31960
seine	w5_d276e31963
Fronte	w7_d276e31966
durch	w9_d276e31969
den	w11_d276e31972
kleinen	w13_d276e31976
Fluß	w15_d276e31979
Miglitz	w17_d276e31982
bedecket	w19_d276e31985
ist,	w21_d276e31988
bezoge.	w23_d276e31991
Sobald	w1_d276e31996
man	w3_d276e31999
in	w5_d276e32002
dem	w7_d276e32005
diesseitigen	w9_d276e32008
Lager	w11_d276e32011
den	w13_d276e32015
Abzug	w15_d276e32018
des	w17_d276e32021
Feindes	w19_d276e32024
gewahr	w21_d276e32027
worden,	w1_d276e32033
so	w3_d276e32036
wurde	w5_d276e32039
alsogleich	w7_d276e32042
Herr	w9_d276e32045
General	w11_d276e32048
Uyhazy	w13_d276e32052
mit	w15_d276e32055
2.	w17_d276e32058
Hussarenregi	w19_d276e32061
mentern,	w1_d276e32066
und	w3_d276e32069
200.	w5_d276e32072
Dragonern,	w7_d276e32075
den	w9_d276e32078
Feind	w11_d276e32081
zu	w13_d276e32085
verfolgen	w15_d276e32088
abgesendet,	w17_d276e32091
zugleich	w19_d276e32094
auch	w1_d276e32099
der	w3_d276e32102
Kohlberg	w5_d276e32105
und	w7_d276e32108
Zedlitz	w9_d276e32111
von	w11_d276e32114
dem	w13_d276e32118
Hrn.	w15_d276e32121
Obristen	w17_d276e32124
Baron	w19_d276e32127
Ried	w21_d276e32130
occupi	w23_d276e32133
ret,	w1_d276e32138
welcher	w3_d276e32141
dann	w5_d276e32144
seine	w7_d276e32147
Vor=posten	w9_d276e32150
bis	w11_d276e32153
an	w13_d276e32157
das	w15_d276e32160
neue	w17_d276e32163
feindl.	w19_d276e32166
Lager	w21_d276e32169
ausstellte.	w23_d276e32172
Der	w1_d276e32178
commandirende	w3_d276e32181
Herr	w5_d276e32184
General=feld=marschall	w7_d276e32187
verfügte	w9_d276e32190
sich	w11_d276e32193
als	w13_d276e32197
dann	w1_d276e32202
alsogleich	w3_d276e32205
in	w5_d276e32208
das	w7_d276e32211
vom	w9_d276e32214
Feind	w11_d276e32217
verlassene	w13_d276e32221
Lager,	w15_d276e32224
und	w17_d276e32227
nahme	w19_d276e32230
die	w21_d276e32233
von	w1_d276e32238
solchen	w3_d276e32241
aller	w5_d276e32244
Orten	w7_d276e32247
gemachte	w9_d276e32250
erstaunliche	w11_d276e32253
Arbeit	w13_d276e32257
im	w15_d276e32260
Augenschein,	w17_d276e32263
wobey	w1_d276e32268
dann	w3_d276e32271
erkennet	w5_d276e32274
wurde,	w7_d276e32277
daß	w9_d276e32280
man	w11_d276e32283
nicht	w13_d276e32287
ohne	w15_d276e32290
vieler	w17_d276e32293
Mühe,	w19_d276e32296
und	w21_d276e32299
Gefahr	w1_d276e32305
diese	w3_d276e32308
feindliche	w5_d276e32311
Verschanzungen	w7_d276e32314
hätte	w9_d276e32317
bezwingen	w11_d276e32320
können.	w13_d276e32324
So	w15_d276e32327
viel	w1_d276e32332
man	w3_d276e32335
bis	w5_d276e32338
dato	w7_d276e32341
von	w9_d276e32344
denen	w11_d276e32347
feindlichen	w13_d276e32351
Veranstaltungen	w15_d276e32354
in	w17_d276e32357
Erfah	w19_d276e32360
</p>
<p id="p16_d276e32363">
Die	w1_d276e32367
diesseitige	w3_d276e32370
Arbelt	w5_d276e32373
an	w7_d276e32376
der	w9_d276e32379
Redoute,	w11_d276e32382
und	w13_d276e32386
denen	w15_d276e32389
Batterien	w17_d276e32392
wurde	w19_d276e32395
mit	w21_d276e32398
</p>
<p id="p18_d276e32401">
rung	w1_d276e32405
bringen	w3_d276e32408
können,	w5_d276e32411
so	w7_d276e32414
sollen	w9_d276e32417
sie	w11_d276e32420
2.	w13_d276e32424
Bataillons,	w15_d276e32427
nebst	w17_d276e32430
einer	w19_d276e32433
hinlängli	w21_d276e32436
chen	w1_d276e32441
Artillerie	w3_d276e32444
in	w5_d276e32447
Sonnenstein	w7_d276e32450
zuruck=gelassen	w9_d276e32453
haben.	w11_d276e32456
Die	w13_d276e32460
Deserteurs	w15_d276e32463
fangen	w1_d276e32468
an	w3_d276e32471
häuffig	w5_d276e32474
zu	w7_d276e32477
kommen,	w9_d276e32480
ob	w11_d276e32483
aber	w13_d276e32487
Hr.	w15_d276e32490
General	w17_d276e32493
Uyhazy	w19_d276e32496
die	w21_d276e32499
feind	w23_d276e32502
liche	w1_d276e32508
Arrier=garde	w3_d276e32511
