<doc id="wr_1759-10-27" attrs="word" year="1759" month="10" day="27" corpus="2">
<head id="h2_d392e4020">
Altona	w1_d392e4024
le	w21_d392e29400
Beau.	w1_d392e29405
Ouvrage	w3_d392e29408
pour	w5_d392e29411
servir	w7_d392e29414
de	w9_d392e29417
suite	w11_d392e29420
a	w13_d392e29424
l'histoire	w15_d392e29427
ancienne	w17_d392e29430
de	w19_d392e29433
Mr.	w21_d392e29436
Rollin.	w23_d392e29439
2.	w1_d392e29445
Vol.	w3_d392e29448
12.	w5_d392e29451
Paris	w7_d392e29454
1758.	w9_d392e29457
2.	w11_d392e29460
fl	w13_d392e29464
30	w15_d392e29467
kr.	w17_d392e29470
Histoire	w1_d392e29475
generale	w3_d392e29478
de	w5_d392e29481
la	w7_d392e29484
Marine	w9_d392e29487
contenant	w11_d392e29490
son	w13_d392e29494
Origine	w15_d392e29497
chez	w17_d392e29500
tous	w19_d392e29503
les	w21_d392e29506
Peuples	w23_d392e29509
du	w1_d392e29514
Monde,	w3_d392e29517
ses	w5_d392e29520
Progrés	w7_d392e29523
son	w9_d392e29526
Etat	w11_d392e29529
actuel,	w13_d392e29533
&	w15_d392e29536
les	w17_d392e29539
Expeditions	w19_d392e29542
maritimes	w21_d392e29545
anciennes	w1_d392e29550
&	w3_d392e29553
modernes.	w5_d392e29556
3.	w7_d392e29559
Vol.	w9_d392e29562
4.	w11_d392e29565
Paris	w13_d392e29569
1744.	w15_d392e29572
18	w17_d392e29575
fl.	w19_d392e29578
Histoire	w1_d392e29584
des	w3_d392e29587
Mathematiques,	w5_d392e29590
dans	w7_d392e29593
la	w9_d392e29596
quelle	w11_d392e29599
on	w13_d392e29603
rend	w15_d392e29606
compte	w17_d392e29609
de	w19_d392e29612
leurs	w21_d392e29615
Progres	w23_d392e29618
depuis	w1_d392e29623
leur	w3_d392e29626
Origine	w5_d392e29629
jusqu'a	w7_d392e29632
nos	w9_d392e29635
jours,	w11_d392e29638
ou	w13_d392e29642
l'on	w15_d392e29645
expose	w17_d392e29648
le	w19_d392e29651
Tableau	w21_d392e29654
&	w23_d392e29657
de-	w25_d392e29661
veloppement	w1_d392e29666
des	w3_d392e29669
principales	w5_d392e29672
Decouvertes,	w7_d392e29675
les	w9_d392e29678
contestations	w11_d392e29681
qu'elles	w13_d392e29685
ont	w15_d392e29688
fait	w1_d392e29693
naitre,	w3_d392e29696
&	w5_d392e29699
les	w7_d392e29702
principaux	w9_d392e29705
traits	w11_d392e29708
de	w13_d392e29712
la	w15_d392e29715
Vie	w17_d392e29718
des	w19_d392e29721
Mathematiciens	w21_d392e29724
les	w23_d392e29727
plus	w1_d392e29733
celebres,	w3_d392e29736
pr.	w5_d392e29739
Mr.	w7_d392e29742
Montucla.	w9_d392e29745
2.	w11_d392e29748
Vol.	w13_d392e29752
av.	w15_d392e29755
fig.	w17_d392e29758
4.	w19_d392e29761
Paris	w21_d392e29764
1758.	w23_d392e29767
16.	w25_d392e29771
fl.	w27_d392e29774
Histoire	w1_d392e29779
du	w3_d392e29782
Paraguay,	w5_d392e29785
pr.	w7_d392e29788
le	w9_d392e29791
R.	w11_d392e29794
P.	w13_d392e29798
Fr.	w15_d392e29801
Xav.	w17_d392e29804
de	w19_d392e29807
Charlevoix	w21_d392e29810
de	w23_d392e29813
la	w25_d392e29817
Comp.	w27_d392e29820
de	w29_d392e29823
Jesus.	w1_d392e29828
3.	w3_d392e29831
Vol.	w5_d392e29834
av.	w7_d392e29837
des	w9_d392e29840
Plans	w11_d392e29843
&	w13_d392e29847
des	w15_d392e29850
Cartes	w17_d392e29853
geographiques.	w19_d392e29856
4.	w21_d392e29859
Paris	w23_d392e29862
1756.	w25_d392e29866
16.	w27_d392e29869
fl.	w29_d392e29872
Le	w1_d392e29877
méme	w3_d392e29880
Livre,	w5_d392e29883
6.	w7_d392e29886
Vol.	w9_d392e29889
12.	w11_d392e29892
Paris	w13_d392e29896
1757.	w15_d392e29899
7.	w17_d392e29902
fl.	w19_d392e29905
30.	w21_d392e29908
kr.	w23_d392e29911
Mathematique	w1_d392e29917
universelle	w3_d392e29920
abregée	w5_d392e29923
a	w7_d392e29926
la	w9_d392e29929
portée	w11_d392e29932
&	w13_d392e29936
l'Usage	w15_d392e29939
de	w17_d392e29942
tout	w19_d392e29945
le	w21_d392e29948
Monde,	w23_d392e29951
principalement	w1_d392e29956
des	w3_d392e29959
jeunes	w5_d392e29962
Seigneurs,	w7_d392e29965
Ingenieurs,	w9_d392e29968
Physiciens,	w11_d392e29971
Artistes	w13_d392e29975
&c.	w15_d392e29978
ou	w1_d392e29983
l'on	w3_d392e29986
donne	w5_d392e29989
une	w7_d392e29992
notion	w9_d392e29995
generale	w11_d392e29998
de	w13_d392e30002
toutes	w15_d392e30005
les	w17_d392e30008
sciences	w19_d392e30011
mathemati-	w21_d392e30014
ques,	w1_d392e30019
&	w3_d392e30022
une	w5_d392e30025
Connoissance	w7_d392e30028
particuliere	w9_d392e30031
des	w11_d392e30034
sciences	w13_d392e30038
geometriques,	w15_d392e30041
au	w17_d392e30044
Nombre	w1_d392e30050
de	w3_d392e30053
55.	w5_d392e30056
Traités,	w7_d392e30059
pr.	w9_d392e30062
Mr.	w11_d392e30065
Castel.	w13_d392e30069
2.	w15_d392e30072
Vol.	w17_d392e30075
4.	w19_d392e30078
Paris	w21_d392e30081
1758.	w23_d392e30084
9.	w25_d392e30088
fl.	w27_d392e30091
Dictionaire	w1_d392e30096
raisonné	w3_d392e30099
&	w5_d392e30102
universel	w7_d392e30105
des	w9_d392e30108
Animaux,	w11_d392e30111
ou	w13_d392e30115
le	w15_d392e30118
Regne	w17_d392e30121
animal	w19_d392e30124
suivant	w21_d392e30127
les	w1_d392e30132
differentes	w3_d392e30135
Methodes	w5_d392e30138
ou	w7_d392e30141
nouveaux	w9_d392e30144
Systemes	w11_d392e30147
de	w13_d392e30151
Mrs.	w15_d392e30154
Linnæus,	w17_d392e30157
Klein,	w19_d392e30160
&	w1_d392e30165
Brisson.	w3_d392e30168
par	w5_d392e30171
Mr.	w7_d392e30174
D.	w9_d392e30177
L.	w11_d392e30180
Ouvrage	w13_d392e30184
composé	w15_d392e30187
d'apres	w17_d392e30190
ce	w19_d392e30193
qu'ont	w21_d392e30196
ecrit	w23_d392e30199
les	w25_d392e30203
Naturalistes	w1_d392e30209
anciens	w3_d392e30212
&	w5_d392e30215
modernes,	w7_d392e30218
les	w9_d392e30221
Historiens,	w11_d392e30224
&	w13_d392e30228
les	w15_d392e30231
Voyageurs.	w17_d392e30234
4.	w19_d392e30237
Vol.	w1_d392e30242
4.	w3_d392e30245
Paris	w5_d392e30248
1759.	w7_d392e30251
32.	w9_d392e30254
fl.	w11_d392e30257
Der	w1_d392e30262
deutsche	w3_d392e30265
Fabius	w5_d392e30268
Cunctator,	w7_d392e30271
oder	w9_d392e30274
Leben	w11_d392e30277
und	w13_d392e30281
Thaten	w15_d392e30284
Sr.	w17_d392e30287
Excellenz,	w19_d392e30290
des	w21_d392e30293
Herrn	w1_d392e30298
Leopold	w3_d392e30301
Joseph	w5_d392e30304
Maria	w7_d392e30307
Reichsgrafens	w9_d392e30310
von	w11_d392e30313
Daun	w13_d392e30317
rc.	w15_d392e30320
nebst	w17_d392e30323
allen	w19_d392e30326
Feldzügen,	w1_d392e30332
welchen	w3_d392e30335
dieser	w5_d392e30338
grosse	w7_d392e30341
Kriegsheld	w9_d392e30344
beygewohnet,	w11_d392e30347
bis	w13_d392e30351
auf	w15_d392e30354
gegen	w17_d392e30357
wärtige	w1_d392e30362
Zeiten	w3_d392e30365
gründlich,	w5_d392e30368
und	w7_d392e30371
uapartheyisch	w9_d392e30374
beschrieben.	w11_d392e30377
Deme	w13_d392e30381
noch	w15_d392e30384
eine	w17_d392e30387
</list>
<list id="l26_d392e30394">
polis	w1_d392e30398
beygefüget	w3_d392e30401
ist.	w5_d392e30404
8.	w7_d392e30407
1749.	w9_d392e30410
34	w11_d392e30413
kr.	w13_d392e30417
Le	w1_d392e30422
Spectacle	w3_d392e30425
de	w5_d392e30428
la	w7_d392e30431
Nature	w9_d392e30434
ou	w11_d392e30437
Entrétiens	w13_d392e30441
sur	w15_d392e30444
les	w17_d392e30447
particularités	w19_d392e30450
de	w21_d392e30453
l'histoire	w23_d392e30456
na-	w25_d392e30460
turelle,	w1_d392e30465
qui	w3_d392e30468
on	w5_d392e30471
paru	w7_d392e30474
les	w9_d392e30477
plus	w11_d392e30480
propres	w13_d392e30484
a	w15_d392e30487
rendre	w17_d392e30490
les	w19_d392e30493
Jeunes	w21_d392e30496
Gens	w23_d392e30499
curieux	w25_d392e30503
&	w27_d392e30506
a	w1_d392e30512
leur	w3_d392e30515
former	w5_d392e30518
l'Esprit.	w7_d392e30521
VIII.	w9_d392e30524
Tomes.	w11_d392e30527
12.	w13_d392e30531
Paris	w15_d392e30534
1752.	w17_d392e30537
18.	w19_d392e30540
fl.	w21_d392e30543
Memoires	w1_d392e30548
de	w3_d392e30551
Mr.	w5_d392e30554
l'Abbé	w7_d392e30557
de	w9_d392e30560
Montgon,	w11_d392e30563
publiés	w13_d392e30567
par	w15_d392e30570
lui	w17_d392e30573
même.	w19_d392e30576
Contenant	w21_d392e30579
les	w23_d392e30582
disserentes	w1_d392e30587
Negociations	w3_d392e30590
d'ont	w5_d392e30593
il	w7_d392e30596
à	w9_d392e30599
été	w11_d392e30602
chargé	w13_d392e30606
dans	w15_d392e30609
les	w17_d392e30612
Cours	w19_d392e30615
de	w21_d392e30618
France,	w23_d392e30621
d'Espagne	w1_d392e30626
&	w3_d392e30629
de	w5_d392e30632
Portugall,	w7_d392e30635
&	w9_d392e30638
divers	w11_d392e30641
Evenemens	w13_d392e30645
qui	w15_d392e30648
sont	w17_d392e30651
arrivés	w19_d392e30654
depuis	w21_d392e30657
l'Anne	w1_d392e30663
1725.	w3_d392e30666
Nouvelle	w5_d392e30669
Edition,	w7_d392e30672
corrigée	w9_d392e30675
&	w11_d392e30678
augmentée	w13_d392e30682
VIII.	w15_d392e30685
Tomes	w17_d392e30688
12.	w19_d392e30691
Lausanne	w1_d392e30696
1752.	w3_d392e30699
10.	w5_d392e30702
fl.	w7_d392e30705
Catalogue	w1_d392e30710
raisonné	w3_d392e30713
des	w5_d392e30716
Tabléaux	w7_d392e30719
du	w9_d392e30722
Roy	w11_d392e30725
avec	w13_d392e30729
un	w15_d392e30732
abregé	w17_d392e30735
de	w19_d392e30738
la	w21_d392e30741
Vie	w23_d392e30744
des	w25_d392e30748
Pein-	w27_d392e30751
tres,	w1_d392e30756
fait	w3_d392e30759
pr.	w5_d392e30762
Ordre	w7_d392e30765
de	w9_d392e30768
sa	w11_d392e30771
Majesté.	w13_d392e30775
II.	w15_d392e30778
Tomes.	w17_d392e30781
4.	w19_d392e30784
Paris	w21_d392e30787
1752.	w23_d392e30790
7.	w25_d392e30794
fl.	w27_d392e30797
</list>
<p id="p28_d392e30801">
kurze	w1_d392e30805
Nachricht	w3_d392e30808
von	w5_d392e30811
dessen	w7_d392e30814
berühmten	w9_d392e30817
Hrn.	w11_d392e30820
Vater,	w13_d392e30824
dem	w15_d392e30827
1741.	w17_d392e30830
verstorbe	w19_d392e30833
nen	w1_d392e30838
Kaiserl	w3_d392e30841
Feldmarschall,	w5_d392e30844
wie	w7_d392e30847
auch	w9_d392e30850
gewesenen	w11_d392e30853
Vice=König	w13_d392e30857
von	w15_d392e30860
Nea	w17_d392e30863
</p>
<list id="l30_d392e30866">
Machines	w1_d392e30870
&	w3_d392e30873
inventions,	w5_d392e30876
aprouvées	w7_d392e30879
pr.	w9_d392e30882
l'Academie	w11_d392e30885
Royale	w13_d392e30889
des	w15_d392e30892
sciences,	w17_d392e30895
desi-	w19_d392e30898
gnées,	w1_d392e30903
&	w3_d392e30906
publiées	w5_d392e30909
du	w7_d392e30912
consentement	w9_d392e30915
de	w11_d392e30918
l'Academie	w13_d392e30922
pr.	w15_d392e30925
Gallon	w17_d392e30928
VI.	w19_d392e30931
Tomes	w21_d392e30934
av.	w1_d392e30939
fig.	w3_d392e30942
4.	w5_d392e30945
Paris	w7_d392e30948
1735.	w9_d392e30951
75	w11_d392e30954
fl.	w13_d392e30958
Architecture	w1_d392e30964
Hydraulique	w3_d392e30967
ou	w5_d392e30970
l'Art	w7_d392e30973
de	w9_d392e30976
conduire	w11_d392e30979
d'elever	w13_d392e30983
&	w15_d392e30986
de	w17_d392e30989
menager	w19_d392e30992
les	w21_d392e30995
Eaux	w1_d392e31000
pour	w3_d392e31003
les	w5_d392e31006
differens	w7_d392e31009
besoins	w9_d392e31012
de	w11_d392e31015
la	w13_d392e31019
Vie	w15_d392e31022
pr.	w17_d392e31025
Mr.	w19_d392e31028
Bellidor.	w21_d392e31031
IV.	w23_d392e31034
Tomes	w25_d392e31038
av.	w1_d392e31043
fig.	w3_d392e31046
4.	w5_d392e31049
Paris	w7_d392e31052
1739.	w9_d392e31055
60.	w11_d392e31058
fl.	w13_d392e31062
Histoire	w1_d392e31067
Litteraire	w3_d392e31070
de	w5_d392e31073
la	w7_d392e31076
France	w9_d392e31079
ou	w11_d392e31082
l'on	w13_d392e31086
traite	w15_d392e31089
de	w17_d392e31092
l'Origine	w19_d392e31095
&	w21_d392e31098
du	w23_d392e31101
Progrés,	w25_d392e31105
de	w27_d392e31108
la	w1_d392e31114
Decadence	w3_d392e31117
&	w5_d392e31120
du	w7_d392e31123
Retablissement	w9_d392e31126
des	w11_d392e31129
sciences	w13_d392e31133
parmi	w15_d392e31136
les	w17_d392e31139
Gaulois	w19_d392e31142
&	w21_d392e31145
parmi	w1_d392e31150
les	w3_d392e31153
François,	w5_d392e31156
du	w7_d392e31159
Gout	w9_d392e31162
&	w11_d392e31165
du	w13_d392e31169
Gernie	w15_d392e31172
des	w17_d392e31175
uns	w19_d392e31178
&	w21_d392e31181
des	w23_d392e31184
autres	w25_d392e31188
pour	w27_d392e31191
les	w1_d392e31196
lettres	w3_d392e31199
en	w5_d392e31202
chaque	w7_d392e31205
siecle,	w9_d392e31208
de	w11_d392e31211
leurs	w13_d392e31215
Ecoles,	w15_d392e31218
de	w17_d392e31221
l'Etablissement	w19_d392e31224
des	w21_d392e31227
Uni-	w23_d392e31230
versités	w1_d392e31235
en	w3_d392e31238
France,	w5_d392e31241
des	w7_d392e31244
principaux	w9_d392e31247
Colleges;	w11_d392e31250
des	w13_d392e31254
Academies,	w15_d392e31257
des	w17_d392e31260
sciences	w19_d392e31263
&	w1_d392e31269
belles	w3_d392e31272
lettres,	w5_d392e31275
des	w7_d392e31278
meilleures	w9_d392e31281
Bibliotheques	w11_d392e31284
anciennes	w13_d392e31288
&	w15_d392e31291
modernes,	w17_d392e31294
des	w1_d392e31299
plus	w3_d392e31302
celebres	w5_d392e31305
Imprimeries,	w7_d392e31308
&	w9_d392e31311
de	w11_d392e31314
tout	w13_d392e31318
ce	w15_d392e31321
qui	w17_d392e31324
a	w19_d392e31327
un	w21_d392e31330
Rapport	w23_d392e31333
particu-	w25_d392e31337
lier	w1_d392e31342
a	w3_d392e31345
la	w5_d392e31348
Litterature,	w7_d392e31351
avec	w9_d392e31354
les	w11_d392e31357
Eloges	w13_d392e31361
historiques	w15_d392e31364
des	w17_d392e31367
Gaulois	w19_d392e31370
&	w21_d392e31373
des	w23_d392e31376
Fran-	w25_d392e31380
çois	w1_d392e31385
qui	w3_d392e31388
sy	w5_d392e31391
sont	w7_d392e31394
fait	w9_d392e31397
quelque	w11_d392e31400
Reputation,	w13_d392e31404
le	w15_d392e31407
Catalogue	w17_d392e31410
&	w19_d392e31413
la	w21_d392e31416
Chronolo-	w23_d392e31419
gie	w1_d392e31425
de	w3_d392e31428
leurs	w5_d392e31431
Ecrits,	w7_d392e31434
des	w9_d392e31437
Remarques	w11_d392e31440
historiques	w13_d392e31444
&	w15_d392e31447
critiques	w17_d392e31450
sur	w19_d392e31453
les	w21_d392e31456
prin-	w23_d392e31459
cipaux	w1_d392e31464
Ouvrages,	w3_d392e31467
le	w5_d392e31470
Denombrement	w7_d392e31473
des	w9_d392e31476
Differentes	w11_d392e31479
Editions.	w13_d392e31483
Le	w15_d392e31486
tout	w17_d392e31489
justifté	w1_d392e31494
pr.	w3_d392e31497
les	w5_d392e31500
Auteurs	w7_d392e31503
originaux.	w9_d392e31506
Par	w11_d392e31509
des	w13_d392e31513
Religieux	w15_d392e31516
Benedictins	w17_d392e31519
de	w19_d392e31522
la	w21_d392e31525
Congregation	w1_d392e31530
de	w3_d392e31533
S.	w5_d392e31536
Maur.	w7_d392e31539
IX.	w9_d392e31542
Tomes	w11_d392e31545
4.	w13_d392e31549
Paris.	w15_d392e31552
1746.	w17_d392e31555
1751.	w19_d392e31558
45.	w21_d392e31561
fl.	w23_d392e31564
Traité	w1_d392e31570
de	w3_d392e31573
la	w5_d392e31576
Construction	w7_d392e31579
&	w9_d392e31582
des	w11_d392e31585
principaux	w13_d392e31589
Usages	w15_d392e31592
des	w17_d392e31595
Instrumens	w19_d392e31598
de	w21_d392e31601
Mathe-	w23_d392e31604
matique.	w1_d392e31609
Avec	w3_d392e31612
les	w5_d392e31615
Figures	w7_d392e31618
necessaires	w9_d392e31621
pour	w11_d392e31624
l'Intelligence	w13_d392e31628
de	w15_d392e31631
ce	w17_d392e31634
Traite.	w19_d392e31637
Dedié	w1_d392e31642
au	w3_d392e31645
Roy.	w5_d392e31648
Quatriéme	w7_d392e31651
Edition	w9_d392e31654
augmentée,	w11_d392e31657
revu,	w13_d392e31661
&	w15_d392e31664
corrigée	w17_d392e31667
pr.	w19_d392e31670
le	w21_d392e31673
Sieur	w1_d392e31678
Bion.	w3_d392e31681
4.	w5_d392e31684
Paris	w7_d392e31687
1752.	w9_d392e31690
9.	w11_d392e31693
fl.	w13_d392e31697
Pütters	w1_d392e31703
Anleitung	w3_d392e31706
zur	w5_d392e31709
juristischen	w7_d392e31712
Praxi,	w9_d392e31715
wie	w11_d392e31718
in	w13_d392e31722
Teutschland	w15_d392e31725
sowol	w17_d392e31728
gerichtlich	w19_d392e31731
als	w21_d392e31734
ausser	w23_d392e31737
ge	w25_d392e31741
richtlichen	w1_d392e31746
Rechts=Händeln,	w3_d392e31749
CanzleyReichs	w5_d392e31752
und	w7_d392e31755
Staats=Sachen	w9_d392e31758
schriftlich	w11_d392e31761
oder	w13_d392e31765
mündlich	w1_d392e31770
abgehandelt,	w3_d392e31773
und	w5_d392e31776
in	w7_d392e31779
Archiven	w9_d392e31782
beygelegt	w11_d392e31785
werden.	w13_d392e31789
8.	w15_d392e31792
Göttingen	w17_d392e31795
1753.	w19_d392e31798
45.	w21_d392e31801
Kr.	w23_d392e31804
DelDrigine	w1_d392e31809
des	w3_d392e31812
Loix,	w5_d392e31815
des	w7_d392e31818
Arts	w9_d392e31821
&	w11_d392e31824
des	w13_d392e31828
Sciences,	w15_d392e31831
&	w17_d392e31834
de	w19_d392e31837
leurs	w21_d392e31840
Progrés	w23_d392e31843
chés	w25_d392e31847
les	w27_d392e31850
anciens	w29_d392e31853
Feuples.	w31_d392e31856
4.	w1_d392e31862
Vol.	w3_d392e31865
4.	w5_d392e31868
Paris	w7_d392e31871
1758.	w9_d392e31874
12.	w11_d392e31877
fl.	w13_d392e31881
Le	w1_d392e31886
meme	w3_d392e31889
Livre	w5_d392e31892
12.	w7_d392e31895
Paris	w9_d392e31898
1758.	w11_d392e31901
8.	w13_d392e31905
fl.	w15_d392e31908
Philosophe	w1_d392e31913
(le	w3_d392e31916
chretien)	w5_d392e31919
ouDiscours	w7_d392e31922
moraux	w9_d392e31925
pr.	w11_d392e31928
Mr.	w13_d392e31932
Formey	w15_d392e31935
3.	w17_d392e31938
Tomes.	w19_d392e31941
12.	w21_d392e31944
Leide	w23_d392e31947
1755.	w25_d392e31951
Kiss	w27_d392e31954
Traité	w1_d392e31959
de	w3_d392e31962
la	w5_d392e31965
Paix	w7_d392e31968
de	w9_d392e31971
l'Ame	w11_d392e31974
&	w13_d392e31978
du	w15_d392e31981
contentement	w17_d392e31984
de	w19_d392e31987
lEsprit,	w21_d392e31990
traduit	w23_d392e31993
de	w25_d392e31997
l'Allement	w27_d392e32000
de	w29_d392e32003
Pe-	w31_d392e32006
</list>
</doc>
