<doc id="wr_1759-05-16" attrs="word" year="1759" month="05" day="16" corpus="2">
<head id="h2_d348e3882">
Danzig	w1_d348e3886
ihme	w21_d348e29393
der	w23_d348e29396
Feind	w25_d348e29400
auf	w1_d348e29405
beeden	w3_d348e29408
Flanquen	w5_d348e29411
vorzukommen	w7_d348e29414
trachtete.	w9_d348e29417
Da	w11_d348e29420
nun	w13_d348e29424
der	w15_d348e29427
Feind	w17_d348e29430
auf	w19_d348e29433
der	w21_d348e29436
andern	w1_d348e29442
Seite	w3_d348e29445
eben	w5_d348e29448
den	w7_d348e29451
9.	w9_d348e29454
mit	w11_d348e29457
dem	w13_d348e29461
Groß	w15_d348e29464
der	w17_d348e29467
Armee	w19_d348e29470
unter	w21_d348e29473
Commando	w23_d348e29476
des	w1_d348e29481
Prinzens	w3_d348e29484
Heinrich	w5_d348e29487
selbsten	w7_d348e29490
gegen	w9_d348e29493
Hof	w11_d348e29496
vorruckte,	w13_d348e29500
und	w15_d348e29503
den	w17_d348e29506
bey	w19_d348e29509
Pirk	w21_d348e29512
postirten	w1_d348e29517
Hrn.	w3_d348e29520
Feld=marschall=leutenant	w5_d348e29523
Grafen	w7_d348e29526
Palfy	w9_d348e29529
nacher	w11_d348e29532
Hornberg	w13_d348e29536
sich	w15_d348e29539
zu	w1_d348e29544
ziehen	w3_d348e29547
veranlaßte,	w5_d348e29550
so	w7_d348e29553
fande	w9_d348e29556
der	w11_d348e29559
Commandirende	w13_d348e29563
Herr	w15_d348e29566
Feld=marschall	w17_d348e29569
Prinz	w1_d348e29575
von	w3_d348e29578
Zweybrücken	w5_d348e29581
für	w7_d348e29584
nöhtig,	w9_d348e29587
sammentliche	w11_d348e29590
bey	w13_d348e29594
Steinach	w15_d348e29597
und	w17_d348e29600
Mö	w19_d348e29603
nichsberg	w1_d348e29608
theils	w3_d348e29611
campirende,	w5_d348e29614
theils	w7_d348e29617
cantonirende	w9_d348e29620
Trupen	w11_d348e29623
in	w13_d348e29627
dem	w15_d348e29630
Lager	w17_d348e29633
bey	w1_d348e29638
Culmbach	w3_d348e29641
zu	w5_d348e29644
versammeln,	w7_d348e29647
so	w9_d348e29650
auch	w11_d348e29653
gestern	w13_d348e29657
als	w15_d348e29660
</p>
<p id="p10_d348e29663">
Den	w1_d348e29667
10ten	w3_d348e29670
Fruhe	w5_d348e29673
befolget	w7_d348e29676
wurde,	w9_d348e29679
wo	w11_d348e29682
zugleich	w13_d348e29686
Herr	w15_d348e29689
General	w17_d348e29692
Palfy	w19_d348e29695
sich	w1_d348e29700
bey	w3_d348e29703
Kupferberg,	w5_d348e29706
und	w7_d348e29709
Herr	w9_d348e29712
General	w11_d348e29715
Ried	w13_d348e29719
bey	w15_d348e29722
Steinach	w17_d348e29725
setzte,	w19_d348e29728
die	w21_d348e29731
eine	w1_d348e29736
feindliche	w3_d348e29739
Colonne	w5_d348e29742
hingegen	w7_d348e29745
bis	w9_d348e29748
Gefrös	w11_d348e29751
vorrückte,	w13_d348e29755
und	w15_d348e29758
den	w17_d348e29761
allda	w19_d348e29764
mit	w1_d348e29770
2.	w3_d348e29773
Regimentern	w5_d348e29776
postirten	w7_d348e29779
Herrn	w9_d348e29782
General	w11_d348e29785
Riedesel	w13_d348e29789
sich	w15_d348e29792
nacher	w17_d348e29795
Him	w19_d348e29798
melscron	w1_d348e29803
zu	w3_d348e29806
wenden	w5_d348e29809
veranlaste,	w7_d348e29812
anbey	w9_d348e29815
die	w11_d348e29818
andere	w13_d348e29822
feindliche	w15_d348e29825
Colonne,	w17_d348e29828
bey	w19_d348e29831
welcher	w1_d348e29836
der	w3_d348e29839
Preußische	w5_d348e29842
General	w7_d348e29845
Knobloch	w9_d348e29848
das	w11_d348e29851
Commando	w13_d348e29855
führet,	w15_d348e29858
sich	w17_d348e29861
bey	w1_d348e29866
Cronach	w3_d348e29869
lagerte,	w5_d348e29872
und	w7_d348e29875
diese	w9_d348e29878
Stadt	w11_d348e29881
sowol	w13_d348e29885
als	w15_d348e29888
die	w17_d348e29891
Festung	w19_d348e29894
Rosen	w21_d348e29897
berg	w1_d348e29903
aufforderen	w3_d348e29906
liesse;	w5_d348e29909
da	w7_d348e29912
er	w9_d348e29915
aber	w11_d348e29918
von	w13_d348e29922
dem	w15_d348e29925
darin	w17_d348e29928
commandirenden	w19_d348e29931
Obrist	w21_d348e29934
leutenant	w1_d348e29939
Buseck	w3_d348e29942
des	w5_d348e29945
Ober=rheinischen	w7_d348e29948
Zweybrückischen	w9_d348e29951
Regiments	w11_d348e29954
eine	w13_d348e29958
abschlägige	w1_d348e29963
Antwort	w3_d348e29966
erhielte,	w5_d348e29969
so	w7_d348e29972
fienge	w9_d348e29975
er	w11_d348e29978
an,	w13_d348e29982
solche	w15_d348e29985
zu	w17_d348e29988
canoniren,	w19_d348e29991
man	w21_d348e29994
bliebe	w1_d348e29999
ihm	w3_d348e30002
aber	w5_d348e30005
aus	w7_d348e30008
der	w9_d348e30011
Stadt	w11_d348e30014
und	w13_d348e30018
Festung	w15_d348e30021
nichts	w17_d348e30024
schuldig,	w19_d348e30027
daß	w21_d348e30030
also	w23_d348e30033
das	w1_d348e30039
Feuer	w3_d348e30042
bis	w5_d348e30045
in	w7_d348e30048
die	w9_d348e30051
Nacht	w11_d348e30054
fortgedauret	w13_d348e30058
hat.	w15_d348e30061
Da	w17_d348e30064
nun	w19_d348e30067
aber	w21_d348e30070
zugleich	w23_d348e30073
eine	w1_d348e30078
Nachricht	w3_d348e30081
eingeloffen,	w5_d348e30084
daß	w7_d348e30087
ein	w9_d348e30090
Corps	w11_d348e30093
von	w13_d348e30097
12000.	w15_d348e30100
Mann	w17_d348e30103
Hessen	w19_d348e30106
und	w1_d348e30111
Hanoveranern	w3_d348e30114
unter	w5_d348e30117
Commando	w7_d348e30120
des	w9_d348e30123
Erb=prinzens	w11_d348e30126
von	w13_d348e30130
Braunschweig	w15_d348e30133
durch	w1_d348e30138
das	w3_d348e30141
Fuldische	w5_d348e30144
vordringe,	w7_d348e30147
und	w9_d348e30150
nachdeme	w11_d348e30153
zwar	w13_d348e30157
Hr.	w15_d348e30160
Obrister	w17_d348e30163
Weczey	w19_d348e30166
ihre	w1_d348e30172
Avant=garde	w3_d348e30175
bey	w5_d348e30178
Bischofsheim	w7_d348e30181
zuruckgeschlagen,	w9_d348e30184
und	w11_d348e30187
2.	w13_d348e30191
Officiers	w15_d348e30194
mit	w17_d348e30197
vielen	w1_d348e30202
Gemeinen	w3_d348e30205
gefangen,	w5_d348e30208
dannoch	w7_d348e30211
bey	w9_d348e30214
Anlangung	w11_d348e30217
des	w13_d348e30221
Corps	w15_d348e30224
selbsten	w17_d348e30227
sich	w19_d348e30230
bis	w1_d348e30235
nach	w3_d348e30238
Neustadt	w5_d348e30241
zuruckzuziehen	w7_d348e30244
bemüßiget	w9_d348e30247
wurde,	w11_d348e30250
sich	w13_d348e30254
auch	w15_d348e30257
gedachtes	w17_d348e30260
Al	w19_d348e30263
liirtes	w1_d348e30268
Corps	w3_d348e30271
würklich	w5_d348e30274
der	w7_d348e30277
Festung	w9_d348e30280
Königshofen	w11_d348e30283
näherte,	w13_d348e30287
so	w15_d348e30290
fande	w17_d348e30293
der	w19_d348e30296
com	w21_d348e30299
mandirende	w1_d348e30305
Hr.	w3_d348e30308
General	w5_d348e30311
nicht	w7_d348e30314
mehr	w9_d348e30317
thunlich,	w11_d348e30320
in	w13_d348e30324
dieser	w15_d348e30327
Position,	w17_d348e30330
wo	w19_d348e30333
man	w21_d348e30336
zwischen	w1_d348e30341
2.	w3_d348e30344
Feuer	w5_d348e30347
gesetzet	w7_d348e30350
zu	w9_d348e30353
werden	w11_d348e30356
exponiret	w13_d348e30360
ware,	w15_d348e30363
zu	w17_d348e30366
halten,	w19_d348e30369
sondern	w21_d348e30372
nach	w23_d348e30375
</p>
<p id="p14_d348e30381">
deme	w1_d348e30385
noch	w3_d348e30388
gestern	w5_d348e30391
sammentliche	w7_d348e30394
Bagage	w9_d348e30397
und	w11_d348e30400
Reserbe=artillerie	w13_d348e30404
voraus	w15_d348e30407
geschicket	w1_d348e30412
worden,	w3_d348e30415
so	w5_d348e30418
brache	w7_d348e30421
die	w9_d348e30424
Armee	w11_d348e30427
heut	w13_d348e30431
als	w15_d348e30434
</p>
<p id="p16_d348e30437">
Den	w1_d348e30441
11.	w3_d348e30444
Fruhe	w5_d348e30447
aus	w7_d348e30450
dem	w9_d348e30453
Lager	w11_d348e30456
von	w13_d348e30460
Culmbach	w15_d348e30463
auf,	w17_d348e30466
und	w19_d348e30469
marschirte	w21_d348e30472
in	w23_d348e30475
2.	w1_d348e30480
Colonnen	w3_d348e30483
in	w5_d348e30486
das	w7_d348e30489
bey	w9_d348e30492
Cassendorf	w11_d348e30495
(allwo	w13_d348e30499
das	w15_d348e30502
Haupt=quartier	w17_d348e30505
genommen	w19_d348e30508
worden)	w1_d348e30513
ausgesteckte	w3_d348e30516
Lager,	w5_d348e30519
wohingegen	w7_d348e30522
Hr.	w9_d348e30525
General	w11_d348e30528
Palfy	w13_d348e30532
mit	w15_d348e30535
seinem	w17_d348e30538
Corps	w1_d348e30544
das	w3_d348e30547
Lager	w5_d348e30550
bey	w7_d348e30553
Culmbach	w9_d348e30556
bezoge,	w11_d348e30559
Hr.	w13_d348e30563
General	w15_d348e30566
Ried	w17_d348e30569
sich	w19_d348e30572
bey	w21_d348e30575
Altkun	w23_d348e30578
stadt	w1_d348e30583
postiret,	w3_d348e30586
und	w5_d348e30589
Hr.	w7_d348e30592
Feld=marschall=leutenant	w9_d348e30595
Pretlach	w11_d348e30598
mit	w13_d348e30602
3.	w15_d348e30605
Cavalle	w17_d348e30608
rie=regimentern	w1_d348e30613
nach	w3_d348e30616
Lichtenfels	w5_d348e30619
detaschiret	w7_d348e30622
wurde,	w9_d348e30625
welches	w11_d348e30628
zugleich	w13_d348e30632
Staffel	w15_d348e30635
stein	w1_d348e30640
besetzte,	w3_d348e30643
Hr.	w5_d348e30646
General	w7_d348e30649
Riedesel	w9_d348e30652
aber	w11_d348e30655
sich	w13_d348e30659
hinter	w15_d348e30662
Himmelseron	w17_d348e30665
auf	w19_d348e30668
denen	w21_d348e30671
Anhöhen	w1_d348e30677
setzte.	w3_d348e30680
Der	w5_d348e30683
bey	w7_d348e30686
Asch	w9_d348e30689
gelagerte	w11_d348e30692
Hr.	w13_d348e30696
General=feld	w15_d348e30699
marschallleute	w17_d348e30702
nant	w1_d348e30707
Maquire	w3_d348e30710
wurde	w5_d348e30713
eben	w7_d348e30716
den	w9_d348e30719
8ten	w11_d348e30722
von	w13_d348e30726
einem	w15_d348e30729
anderen	w17_d348e30732
feindlichen	w19_d348e30735
Corps	w21_d348e30738
(so	w1_d348e30743
von	w3_d348e30746
des	w5_d348e30749
Prinzen	w7_d348e30752
Heinrichs	w9_d348e30755
seiner	w11_d348e30758
Colonne	w13_d348e30762
detaschiret	w15_d348e30765
ware)	w17_d348e30768
ungefähr	w19_d348e30771
10000.	w1_d348e30776
Mann	w3_d348e30779
stark	w5_d348e30782
attaquiret,	w7_d348e30785
er	w9_d348e30788
soutenirte	w11_d348e30791
jedoch	w13_d348e30795
seinen	w15_d348e30798
Posto	w17_d348e30801
den	w19_d348e30804
gan	w21_d348e30807
zen	w1_d348e30813
Tag	w3_d348e30816
mit	w5_d348e30819
ausnehmender	w7_d348e30822
Brabour,	w9_d348e30825
und	w11_d348e30828
wurde	w13_d348e30832
die	w15_d348e30835
feindliche	w17_d348e30838
Cavallerie	w19_d348e30841
von	w1_d348e30846
denen	w3_d348e30849
Regimentern	w5_d348e30852
Alt=modena,	w7_d348e30855
und	w9_d348e30858
Baraniay	w11_d348e30861
(so	w13_d348e30865
sich	w15_d348e30868
unter	w17_d348e30871
Com	w19_d348e30874
mando	w1_d348e30879
des	w3_d348e30882
Herrn	w5_d348e30885
General	w7_d348e30888
Fürsten	w9_d348e30891
Lobkowitz,	w11_d348e30894
und	w13_d348e30898
Lusinsky	w15_d348e30901
ganz	w17_d348e30904
ausneh	w19_d348e30907
mend	w1_d348e30912
distinguiret)	w3_d348e30915
völlig	w5_d348e30918
zuruck	w7_d348e30921
getrieben.	w9_d348e30924
Da	w11_d348e30927
aber	w13_d348e30931
der	w15_d348e30934
Feind	w17_d348e30937
mit	w19_d348e30940
sehr	w21_d348e30943
über	w23_d348e30946
legener	w1_d348e30952
Macht,	w3_d348e30955
und	w5_d348e30958
einer	w7_d348e30961
zahl=reichen	w9_d348e30964
Artillerie	w11_d348e30967
anruckte,	w13_d348e30971
und	w15_d348e30974
zu	w17_d348e30977
einer	w19_d348e30980
neuen	w1_d348e30985
Artaque	w3_d348e30988
die	w5_d348e30991
Vorkehrung	w7_d348e30994
machte,	w9_d348e30997
fande	w11_d348e31000
Herr	w13_d348e31004
General	w15_d348e31007
Maquire	w17_d348e31010
nicht	w19_d348e31013
thunlich,	w1_d348e31018
sich	w3_d348e31021
länger	w5_d348e31024
allda	w7_d348e31027
zu	w9_d348e31030
halten,	w11_d348e31033
sondern	w13_d348e31037
zoge	w15_d348e31040
sich	w17_d348e31043
über	w19_d348e31046
Haßlau	w21_d348e31049
gegen	w23_d348e31052
Eger.	w1_d348e31057
Der	w3_d348e31060
Feind	w5_d348e31063
attaquirte	w7_d348e31066
die	w9_d348e31069
Arrier=garde,	w11_d348e31072
wobey	w13_d348e31076
dann	w15_d348e31079
der	w17_d348e31082
Obriste	w19_d348e31085
Furst	w1_d348e31091
Salm	w3_d348e31094
(so	w5_d348e31097
solche	w7_d348e31100
commandirte)	w9_d348e31103
das	w11_d348e31106
Unglück	w13_d348e31110
hatte	w15_d348e31113
mit	w17_d348e31116
dem	w19_d348e31119
Pferd	w21_d348e31122
zu	w23_d348e31125
stürzen,	w1_d348e31130
und	w3_d348e31133
dadurch	w5_d348e31136
in	w7_d348e31139
die	w9_d348e31142
feindliche	w11_d348e31145
Gefangenschaft	w13_d348e31149
zu	w15_d348e31152
gerahten;	w17_d348e31155
der	w19_d348e31158
Gre	w21_d348e31161
nadier=haupt=mann	w1_d348e31166
von	w3_d348e31169
Salm	w5_d348e31172
Löwenfeld	w7_d348e31175
aber	w9_d348e31178
todt	w11_d348e31181
bliebe.	w13_d348e31185
Der	w15_d348e31188
ganze	w17_d348e31191
dies	w19_d348e31194
seitige	w1_d348e31199
Verlust	w3_d348e31202
belauffet	w5_d348e31205
sich	w7_d348e31208
auf	w9_d348e31211
200.	w11_d348e31214
Mann,	w13_d348e31218
dahingegen	w15_d348e31221
der	w17_d348e31224
Feind	w19_d348e31227
wenig	w21_d348e31230
stens	w1_d348e31236
dreymal	w3_d348e31239
so	w5_d348e31242
viel	w7_d348e31245
eingebüsset,	w9_d348e31248
auch	w11_d348e31251
von	w13_d348e31255
solchem	w15_d348e31258
verschiedene	w17_d348e31261
Gefangene	w19_d348e31264
eingebracht,	w1_d348e31269
und	w3_d348e31272
nacher	w5_d348e31275
Eger	w7_d348e31278
transportiret	w9_d348e31281
worden;	w11_d348e31284
wie	w13_d348e31288
dann	w15_d348e31291
Herr	w17_d348e31294
Gene	w19_d348e31297
ral	w1_d348e31302
Maquire	w3_d348e31305
die	w5_d348e31308
sowol	w7_d348e31311
von	w9_d348e31314
der	w11_d348e31317
Cavallerie	w13_d348e31321
als	w15_d348e31324
denen	w17_d348e31327
3.	w19_d348e31330
Bataillons,	w21_d348e31333
und	w23_d348e31336
so	w25_d348e31340
vielen	w1_d348e31345
Grenadier=compagnien	w3_d348e31348
von	w5_d348e31351
Salm,	w7_d348e31354
Marschall,	w9_d348e31357
und	w11_d348e31360
Gyulay,	w13_d348e31364
unter	w15_d348e31367
Commando	w1_d348e31373
des	w3_d348e31376
Generalen	w5_d348e31379
Müsling	w7_d348e31382
bezeigte	w9_d348e31385
besondere	w11_d348e31388
Tapferkeit,	w13_d348e31392
und	w15_d348e31395
Contenance	w1_d348e31400
nicht	w3_d348e31403
genugsam	w5_d348e31406
rühmen	w7_d348e31409
kan.	w9_d348e31412
Hr.	w11_d348e31415
General	w13_d348e31419
Maquire	w15_d348e31422
bliebe	w17_d348e31425
sodann	w1_d348e31430
den	w3_d348e31433
9.	w5_d348e31436
bey	w7_d348e31439
Eger	w9_d348e31442
stehen,	w11_d348e31445
da	w13_d348e31449
er	w15_d348e31452
aber	w17_d348e31455
wahr	w19_d348e31458
nahme,	w21_d348e31461
daß	w23_d348e31464
der	w25_d348e31468
Feind	w27_d348e31471
sich	w29_d348e31474
nach	w1_d348e31479
Hof	w3_d348e31482
gezogen,	w5_d348e31485
so	w7_d348e31488
marschirte	w9_d348e31491
er	w11_d348e31494
gestern	w13_d348e31498
ebenfals	w15_d348e31501
nach	w17_d348e31504
Frankenhammer.	w19_d348e31507
Die	w1_d348e31513
eine	w3_d348e31516
feindliche	w5_d348e31519
Colonne	w7_d348e31522
ist	w9_d348e31525
heute	w11_d348e31528
aus	w13_d348e31532
der	w15_d348e31535
Gegend	w17_d348e31538
Cronach	w19_d348e31541
bis	w21_d348e31544
Nogendorf,	w23_d348e31547
die	w1_d348e31552
andere	w3_d348e31555
hingegen	w5_d348e31558
bis	w7_d348e31561
Gold=cronach	w9_d348e31564
vorgerucket,	w11_d348e31567
dahero	w13_d348e31571
dann	w15_d348e31574
verschiedene	w17_d348e31577
Commandi,	w1_d348e31582
um	w3_d348e31585
des	w5_d348e31588
Feindes	w7_d348e31591
weitere	w9_d348e31594
Bewegungen	w11_d348e31597
zu	w13_d348e31601
beobachten,	w15_d348e31604
abgeschi	w17_d348e31607
cket	w1_d348e31612
worden.	w3_d348e31615
So	w5_d348e31618
eben	w7_d348e31621
lauffet	w9_d348e31624
auch	w11_d348e31627
von	w13_d348e31631
dem	w15_d348e31634
Obristen	w17_d348e31637
Weezey	w19_d348e31640
die	w21_d348e31643
Nachricht	w23_d348e31646
ein,	w1_d348e31652
daß	w3_d348e31655
das	w5_d348e31658
Hanöverische	w7_d348e31661
Corps	w9_d348e31664
bis	w11_d348e31667
Königs=hofen	w13_d348e31671
vorgedrungen,	w15_d348e31674
fols	w17_d348e31677
sam	w1_d348e31682
ihne,	w3_d348e31685
seine	w5_d348e31688
Retirade	w7_d348e31691
gegen	w9_d348e31694
Schweinfurt	w11_d348e31697
zu	w13_d348e31701
nehmen,	w1_d348e31706
veranlasset	w3_d348e31709
habe.	w5_d348e31712
</p>
</doc>
