<doc id="edoc_wd_1772-06-24" attrs="word" year="1772" month="06" day="24" corpus="1">
<head id="hl1">
London	w28
Einrichtung	w12399
an	w12400
sich	w12401
zu	w12402
bringen	w12403
gedenken	w12404
<g/>
,
an	w12406
den	w12407
bestimmten	w12408
Tägen	w12409
in	w12410
den	w12411
Hofbaurischen	w12412
Haus	w12413
allhier	w12414
zu	w12415
erscheinen	w12416
haben	w12417
<g/>
.
</p>
<p id="p117">
Von	w12419
der	w12420
Grundbuchsverwaltung	w12421
des	w12422
im	w12423
Erzstift	w12424
Salzburg	w12425
gelegenen	w12426
Stift	w12427
<g/>
,
und	w12429
Klosters	w12430
Michael=bayrn	w12431
<g/>
=
wegen	w12433
<g/>
,
wird	w12435
hiemit	w12436
jedermann	w12437
zu	w12438
vernehmen	w12439
gegedengegeben	w12440
<g/>
.
Es	w12442
seye	w12443
der	w12444
behauste	w12445
Unterthan	w12446
<g/>
,
und	w12448
Krammer	w12449
zu	w12450
Währing	w12451
<g/>
,
Joh	w12453
<g/>
.
Michael	w12455
Feldbacher	w12456
mit	w12457
Tod	w12458
abgegangen	w12459
<g/>
,
und	w12461
daher	w12462
um	w12463
mit	w12464
der	w12465
künf=tigen	w12466
<g/>
=
Verlassenschaftsabhandlung	w12468
sicher	w12469
vorgehen	w12470
zu	w12471
können	w12472
<g/>
,
für	w12474
nothwendig	w12475
befunden	w12476
worden	w12477
<g/>
,
we=gen	w12479
<g/>
=
AusfindigmachuugAusfindigmachung	w12481
des	w12482
ærisaeris	w12483
alieni	w12484
die	w12485
Con=vocationsedikten	w12486
<g/>
=
auszufertigen	w12488
<g/>
,
sohin	w12490
alle	w12491
<g/>
,
welche	w12493
an	w12494
dieser	w12495
Verlassenschaft	w12496
ex	w12497
quocunque	w12498
demum	w12499
titulo	w12500
einige	w12501
Forderungen	w12502
zu	w12503
stellen	w12504
vermeinen	w12505
<g/>
,
sub	w12507
clausula	w12508
præclusipraeclusi	w12509
<g/>
&
perpetui	w12511
filentii	w12512
gericht=lich	w12513
<g/>
=
vorzuladen	w12515
<g/>
.
Da	w12517
nun	w12518
zur	w12519
Anmeld	w12520
<g/>
=
und	w12522
unter	w12523
einstiger	w12524
Liquidirungstagsatzung	w12525
der	w12526
29	w12527
<g/>
.
July	w12529
bestimmet	w12530
worden	w12531
<g/>
.
Als	w12533
wird	w12534
anmit	w12535
allen	w12536
<g/>
,
welche	w12538
an	w12539
deeder	w12540
Eingangs	w12541
gedachten	w12542
Joh	w12543
<g/>
.
Michael	w12545
Feldba=cher	w12546
<g/>
=
seel	w12548
<g/>
.
Verlassenschaft	w12550
ex	w12551
quocunqnequocunque	w12552
e	w12553
demum	w12554
titulo	w12555
einige	w12556
Sprüche	w12557
<g/>
,
und	w12559
Anforderungen	w12560
zu	w12561
stellen	w12562
vermeinen	w12563
<g/>
,
erinneret	w12565
<g/>
,
daß	w12567
selbe	w12568
pro	w12569
1mo	w12570
<g/>
,
2do	w12572
<g/>
,
<g/>
&
3tio	w12575
Termino	w12576
an	w12577
obbestimmten	w12578
Tag	w12579
<g/>
,
frühe	w12581
um	w12582
8	w12583
<g/>
.
Uhr	w12585
bey	w12586
disseitiger	w12587
Grundbuchsver=waltung	w12588
<g/>
=
in	w12590
dem	w12591
großen	w12592
heil	w12593
<g/>
.
Kreuzerhof	w12595
sub	w12596
Nro	w12597
<g/>
.
36	w12599
<g/>
.
erscheinen	w12601
<g/>
,
allda	w12603
ihre	w12604
Forderungen	w12605
anmelden	w12606
<g/>
,
untereinstens	w12608
auch	w12609
also	w12610
gewiß	w12611
liquidiren	w12612
sollen	w12613
<g/>
,
als	w12615
widrigen	w12616
Falls	w12617
dieselbe	w12618
nicht	w12619
mehr	w12620
gehöret	w12621
<g/>
,
son=dern	w12623
<g/>
=
die	w12625
Verlassenschaftsabhandlung	w12626
gepflogen	w12627
werden	w12628
würde	w12629
<g/>
.
Wornach	w12631
sich	w12632
ein	w12633
jeder	w12634
zu	w12635
rich=ten	w12636
<g/>
=
<g/>
,
und	w12639
sein	w12640
Recht	w12641
zn	w12642
besorgen	w12643
wissen	w12644
wird	w12645
<g/>
.
</p>
<p id="p118">
Von	w12647
der	w12648
gräfl	w12649
<g/>
.
Gatterburgischen	w12651
Herrschaft	w12652
Rötz	w12653
im	w12654
V	w12655
<g/>
.
U	w12657
<g/>
.
M	w12659
<g/>
.
B	w12661
<g/>
.
in	w12663
Ni	w12664
Oesterr	w12665
<g/>
.
an	w12667
der	w12668
mährischen	w12669
Gränze	w12670
gelegen	w12671
<g/>
,
wird	w12673
hiemit	w12674
kund	w12675
gemacht	w12676
<g/>
,
was=gestalten	w12678
<g/>
=
der	w12680
Lorenz	w12681
Mayr	w12682
ein	w12683
Hafner	w12684
<g/>
,
Joh	w12686
<g/>
.
Spa=zierer	w12688
<g/>
=
<g/>
,
Joh	w12691
<g/>
.
Michael	w12693
<g/>
,
und	w12695
Franz	w12696
Spatzierer	w12697
<g/>
,
Ma=thias	w12699
<g/>
=
Koptsteiner	w12701
<g/>
,
Rosalia	w12703
Koptsteinerin	w12704
in	w12705
der	w12706
Alt=tadt	w12707
<g/>
=
Rötz	w12709
<g/>
,
Joh	w12711
<g/>
.
und	w12713
Peter	w12714
Ader	w12715
zu	w12716
Kleinhöflein	w12717
<g/>
,
Math	w12719
<g/>
.
Knap	w12721
<g/>
,
Leopold	w12723
Katzenbeißer	w12724
<g/>
,
Joh	w12726
<g/>
.
Michael	w12728
<g/>
.
Mang	w12730
zu	w12731
Unter=	w12732
dann	w12733
Joh	w12734
<g/>
.
Georg	w12736
Oehl	w12737
zu	w12738
Ober=Nälb	w12739
<g/>
=
gebürtig	w12741
<g/>
,
bereits	w12743
über	w12744
32	w12745
<g/>
.
Jahr	w12747
von	w12748
hier	w12749
ab=wesend	w12750
<g/>
=
<g/>
,
und	w12753
ihres	w12754
Aufenthalts	w12755
<g/>
,
Leben	w12757
<g/>
,
oder	w12759
Tod	w12760
<g/>
,
nicht	w12762
das	w12763
Mindeste	w12764
in	w12765
Erfahrenheit	w12766
gebracht	w12767
wor=den	w12768
<g/>
=
<g/>
.
Da	w12771
nun	w12772
obgedachter	w12773
Partheyen	w12774
allhier	w12775
vor=findige	w12776
<g/>
=
Befreundte	w12778
um	w12779
eine	w12780
peremptorische	w12781
Für=forderung	w12782
<g/>
=
derselben	w12784
<g/>
,
und	w12786
in	w12787
Ausbleibungsfall	w12788
um	w12789
die	w12790
Vertheilung	w12791
ihrer	w12792
unter	w12793
gedachter	w12794
Herrschaft	w12795
annoch	w12796
befindlichen	w12797
Habschaften	w12798
angelanget	w12799
<g/>
.
Als	w12801
werden	w12802
obbesagte	w12803
Partheyen	w12804
<g/>
,
oder	w12806
derselben	w12807
Er=ben	w12808
<g/>
=
von	w12810
heut	w12811
Dato	w12812
an	w12813
<g/>
,
binnen	w12815
1	w12816
<g/>
.
Jahr	w12818
<g/>
,
6	w12820
<g/>
.
Wo=chen	w12822
<g/>
=
<g/>
,
und	w12825
3	w12826
<g/>
.
Täg	w12828
<g/>
,
entweders	w12830
in	w12831
Person	w12832
<g/>
,
oder	w12834
durch	w12835
genugsam	w12836
instruirte	w12837
Gewalttragere	w12838
bey	w12839
hiesiger	w12840
Herrschaftskanzley	w12841
um	w12842
so	w12843
gewisser	w12844
zu	w12845
erscheinen	w12846
<g/>
,
</p>
<p id="p119">
und	w12848
sich	w12849
zu	w12850
legitimiren	w12851
haben	w12852
<g/>
,
als	w12854
widrigens	w12855
über	w12856
gedachte	w12857
Habschaften	w12858
von	w12859
Obrigkeitswegen	w12860
abge=handelt	w12861
<g/>
=
<g/>
,
und	w12864
deren	w12865
anwesenden	w12866
Befreundten	w12867
<g/>
,
was	w12869
Rechtens	w12870
ist	w12871
zuerkennet	w12872
<g/>
,
denen	w12874
Ausbleibenden	w12875
aber	w12876
das	w12877
ewige	w12878
Stillschweigen	w12879
auferleget	w12880
werden	w12881
solle	w12882
<g/>
.
Amtskanzley	w12884
Rötz	w12885
den	w12886
1	w12887
<g/>
.
May	w12889
1772	w12890
<g/>
.
</p>
<p id="p120">
Zu	w12892
Wien	w12893
befinden	w12894
sich	w12895
Eheleute	w12896
<g/>
,
welche	w12898
gesin=net	w12899
<g/>
=
sind	w12901
<g/>
,
einige	w12903
Jugend	w12904
von	w12905
beyderley	w12906
Geschlechts	w12907
in	w12908
die	w12909
Erziehung	w12910
zu	w12911
nehmen	w12912
<g/>
,
diese	w12914
können	w12915
erler=nen	w12916
<g/>
=
Lesen	w12918
<g/>
,
Schreiben	w12920
<g/>
,
latein	w12922
<g/>
.
französ	w12924
<g/>
.
italien	w12926
<g/>
.
Sprache	w12928
<g/>
,
sodann	w12930
die	w12931
Musik	w12932
<g/>
,
Singen	w12934
<g/>
,
Clavier	w12936
<g/>
;
Viol	w12938
<g/>
.
Basset	w12940
<g/>
.
auch	w12942
die	w12943
Harpfen	w12944
schlagen	w12945
<g/>
,
Tanzen	w12947
und	w12948
Fechten	w12949
<g/>
;
was	w12951
das	w12952
Frauenzimmer	w12953
anbetrift	w12954
<g/>
,
Nähen	w12956
<g/>
,
Strücken	w12958
<g/>
,
Spitzglöckeln	w12960
<g/>
,
mit	w12962
Silber	w12963
und	w12964
Gold	w12965
<g/>
,
auch	w12967
mit	w12968
Farben	w12969
zu	w12970
stücken	w12971
<g/>
,
wieauch	w12973
nach	w12974
der	w12975
Mode	w12976
zu	w12977
arbeiten	w12978
<g/>
,
hier	w12980
wird	w12981
noch	w12982
beyge=fügt	w12983
<g/>
=
<g/>
,
um	w12986
kein	w12987
Bedenken	w12988
zu	w12989
tragen	w12990
<g/>
,
daß	w12992
beyder=ley	w12993
<g/>
=
Geschlecht	w12995
eines	w12996
von	w12997
dem	w12998
andern	w12999
wird	w13000
abge=söndert	w13001
<g/>
=
seyn	w13003
<g/>
.
Jtem	w13005
die	w13006
Musikalien	w13007
und	w13008
Jnstru=menten	w13009
<g/>
=
werden	w13011
frey	w13012
darzu	w13013
gegeben	w13014
<g/>
,
so	w13016
lang	w13017
als	w13018
sie	w13019
in	w13020
der	w13021
Kost	w13022
sind	w13023
<g/>
,
jene	w13025
<g/>
,
welche	w13027
ein	w13028
Belieben	w13029
hierzu	w13030
haben	w13031
<g/>
,
haben	w13033
sich	w13034
bey	w13035
den	w13036
Verlegern	w13037
des	w13038
wiener	w13039
<g/>
.
Diarii	w13041
um	w13042
das	w13043
Mehrere	w13044
zu	w13045
erkundigen	w13046
<g/>
.
</p>
<p id="p121">
Das	w13048
fürstl	w13049
<g/>
.
Stiftamt	w13051
des	w13052
Jungfrauenklosters	w13053
zu	w13054
Trebnitz	w13055
ꝛc	w13056
<g/>
.
citiret	w13058
hierdurch	w13059
öffentlich	w13060
1	w13061
<g/>
.
den	w13063
seit	w13064
13	w13065
<g/>
.
Jahren	w13067
abwesenden	w13068
in	w13069
kön	w13070
<g/>
.
Artilleriediensten	w13072
gestandenen	w13073
<g/>
,
aus	w13075
groß	w13076
Commerawe	w13077
Trebnitzischen	w13078
Creyses	w13079
gebürtigen	w13080
Martin	w13081
Eichner	w13082
<g/>
,
2do	w13084
die	w13085
seit	w13086
40	w13087
<g/>
.
Jahren	w13089
abwesenden	w13090
aus	w13091
der	w13092
Obermühle	w13093
bey	w13094
Deutschhamer	w13095
Trebnitzischen	w13096
Creyses	w13097
gebürtige	w13098
Ge=brüdere	w13099
<g/>
=
Ferdinand	w13101
und	w13102
Franz	w13103
Hentschel	w13104
wovon	w13105
sich	w13106
einer	w13107
in	w13108
Ostindien	w13109
<g/>
,
der	w13111
andere	w13112
in	w13113
Mähren	w13114
bey	w13115
Ni=kelsburg	w13116
<g/>
=
befinden	w13118
soll	w13119
<g/>
.
3	w13121
<g/>
.
Den	w13123
seit	w13124
29	w13125
<g/>
.
Jahren	w13127
ver=schollenen	w13128
<g/>
=
aus	w13130
Deutmansdorf	w13131
Löwenbergischen	w13132
Creyses	w13133
gebürtigen	w13134
angeblich	w13135
bey	w13136
dem	w13137
hochlöbl	w13138
<g/>
.
von	w13140
Münchausischen	w13141
Regimente	w13142
engagirt	w13143
gewesene	w13144
Je=remias	w13145
<g/>
=
Kriebel	w13147
<g/>
,
oder	w13149
dessen	w13150
Erben	w13151
binnen	w13152
Dato	w13153
und	w13154
12	w13155
<g/>
.
Wochen	w13157
insbesondere	w13158
aber	w13159
auf	w13160
den	w13161
pro	w13162
Termino	w13163
ultimo	w13164
<g/>
&
peremptorio	w13166
angesetzten	w13167
6	w13168
<g/>
.
Julii	w13170
a	w13171
<g/>
.
c	w13173
<g/>
.
auf	w13175
den	w13176
fürstl	w13177
<g/>
.
Stiftsamte	w13179
zu	w13180
Trebnitz	w13181
zu	w13182
erscheinen	w13183
ihr	w13184
in	w13185
Administration	w13186
gebliebenes	w13187
Ver=mögen	w13188
<g/>
=
zu	w13190
erheben	w13191
<g/>
,
im	w13193
Fall	w13194
ihres	w13195
Außenbleibens	w13196
aber	w13197
zu	w13198
gewärtigen	w13199
<g/>
,
daß	w13201
sie	w13202
pro	w13203
mortuis	w13204
declariret	w13205
<g/>
,
und	w13207
das	w13208
Vermögen	w13209
<g/>
,
denen	w13211
sich	w13212
meldenden	w13213
nächsten	w13214
An=verwandten	w13215
<g/>
=
extradirt	w13217
und	w13218
zugeschlagen	w13219
werden	w13220
soll	w13221
<g/>
.
Trebnitz	w13223
den	w13224
3	w13225
<g/>
.
April	w13227
1772	w13228
<g/>
.
</p>
<p id="p122">
Wir	w13230
Bürgermeister	w13231
<g/>
,
und	w13233
Rath	w13234
der	w13235
Stadt	w13236
Wien	w13237
<g/>
,
lebengeben	w13239
hiemit	w13240
dem	w13241
Karl	w13242
August	w13243
Jänsch	w13244
einen	w13245
MülgerjungeMüllerjunge	w13246
<g/>
,
und	w13248
all	w13249
jenen	w13250
<g/>
,
denen	w13252
daran	w13253
gelegen	w13254
ist	w13255
<g/>
,
zu	w13257
vernehmen	w13258
<g/>
.
Es	w13260
haben	w13261
uns	w13262
die	w13263
N	w13264
<g/>
.
N	w13266
<g/>
.
Herrn	w13268
Directoren	w13269
<g/>
,
und	w13271
Beysitzer	w13272
bey	w13273
den	w13274
Stadtgerich=ten	w13275
<g/>
=
der	w13277
kön	w13278
<g/>
.
Haupt=	w13280
und	w13281
Residenzstadt	w13282
Breßlau	w13283
<g/>
,
mittels	w13285
Schreiben	w13286
vom	w13287
1	w13288
und	w13289
præspraes	w13290
<g/>
.
27	w13292
des	w13293
jüngst=verflossenen	w13294
<g/>
=
Monats	w13296
May	w13297
ersuchet	w13298
<g/>
,
ihm	w13300
bereits	w13301
</p>
<p id="p123">
vom	w13302
1742	w13303
<g/>
.
von	w13305
dannen	w13306
abwesenden	w13307
Jänsch	w13308
durch	w13309
die	w13310
öffentliche	w13311
Zeitungsblätter	w13312
knndkund	w13313
zu	w13314
machen	w13315
<g/>
,
daß	w13317
er	w13318
falls	w13319
er	w13320
noch	w13321
lebte	w13322
<g/>
,
allenfalls	w13324
seine	w13325
eheli=chen	w13326
<g/>
=
Leibeserben	w13328
binnen	w13329
3	w13330
<g/>
.
Monaten	w13332
<g/>
,
und	w13334
zwar	w13335
längstens	w13336
den	w13337
31	w13338
<g/>
.
Jänner	w13340
1773	w13341
<g/>
.
als	w13343
an	w13344
dem	w13345
letz=ten	w13346
<g/>
=
<g/>
,
und	w13349
ausschlüssenden	w13350
Termin	w13351
an	w13352
gewöhnlicher	w13353
Gerichtsstelle	w13354
daseldst	w13355
erscheinen	w13356
<g/>
,
oder	w13358
gewärtigen	w13359
soll	w13360
<g/>
,
daß	w13362
er	w13363
für	w13364
Tod	w13365
erklärt	w13366
<g/>
,
und	w13368
dessen	w13369
Vermö=gen	w13370
<g/>
=
den	w13372
angegebenen	w13373
nächsten	w13374
Erben	w13375
ab	w13376
intestato	w13377
verabfolget	w13378
würde	w13379
<g/>
.
So	w13381
man	w13382
hiemit	w13383
hat	w13384
kund	w13385
<g/>
,
und	w13387
zu	w13388
wissen	w13389
machen	w13390
wollen	w13391
<g/>
.
</p>
<p id="p124">
Von	w13393
des	w13394
Landesfürstl	w13395
<g/>
.
St	w13397
<g/>
.
Leopoldtstifts	w13399
Kloster=neuburg	w13400
<g/>
=
Rentkammer	w13402
wegen	w13403
wird	w13404
hiemit	w13405
dem	w13406
von	w13407
Eberstorf	w13408
bey	w13409
Wolkerstorf	w13410
im	w13411
V	w13412
<g/>
.
U	w13414
<g/>
.
M	w13416
<g/>
.
B	w13418
<g/>
.
gebürti=gen	w13420
<g/>
=
hiesigen	w13422
Stiftsunterthanns	w13423
Sohn	w13424
Rudolph	w13425
Kipferer	w13426
<g/>
,
und	w13428
weme	w13429
sonst	w13430
daran	w13431
gelegen	w13432
ist	w13433
<g/>
,
zu	w13435
wissen	w13436
gemachet	w13437
<g/>
.
Es	w13439
haben	w13440
seine	w13441
Geschwistrigte	w13442
<g/>
,
und	w13444
Geschwistrigtkinder	w13445
Eva	w13446
vereheligte	w13447
Schre=derinn	w13448
<g/>
=
zu	w13450
Schönkirchen	w13451
<g/>
,
Theresia	w13453
verheurathete	w13454
Maurerinn	w13455
zu	w13456
Marchegg	w13457
<g/>
,
und	w13459
der	w13460
Barbara	w13461
ver=ehelicht=gewesten	w13462
<g/>
=
<g/>
=
Brumerinn	w13464
sel	w13465
<g/>
.
Tochter	w13467
Bar=bara	w13468
<g/>
=
allhier	w13470
angebracht	w13471
<g/>
,
und	w13473
mit	w13474
Zeugenschaft	w13475
erwiesen	w13476
<g/>
,
daß	w13478
von	w13479
dem	w13480
1740ger	w13481
Jahre	w13482
her	w13483
in	w13484
seinem	w13485
Geburtsort	w13486
<g/>
,
und	w13488
der	w13489
dortigen	w13490
Gegend	w13491
von	w13492
ihme	w13493
Rudolph	w13494
Kipferer	w13495
nichts	w13496
gehöret	w13497
<g/>
,
weniger	w13499
gesehen	w13500
worden	w13501
seye	w13502
<g/>
,
folglich	w13504
er	w13505
vermuthlich	w13506
schon	w13507
tod	w13508
seyn	w13509
werde	w13510
<g/>
,
und	w13512
gleichwie	w13513
in	w13514
derglei=chen	w13515
<g/>
=
Fällen	w13517
üblich	w13518
seye	w13519
<g/>
,
daß	w13521
ein	w13522
Einbervffungs=ediktEinberuffungsedikt	w13523
<g/>
=
ausgefertiget	w13525
<g/>
,
und	w13527
wenn	w13528
nach	w13529
Verlauf	w13530
der	w13531
bestimmten	w13532
Zeitfrist	w13533
der	w13534
Rudolph	w13535
Kipferer	w13536
nicht	w13537
beykäme	w13538
<g/>
,
derselbe	w13540
tod	w13541
erkläret	w13542
werde	w13543
<g/>
,
so	w13545
baten	w13546
Sie	w13547
Rudolph	w13548
Kipfererische	w13549
Geschwistrigte	w13550
<g/>
,
und	w13552
Geschwistrigtkinder	w13553
<g/>
,
dieses	w13555
Einberuffungsedikt	w13556
auszufertigen	w13557
<g/>
,
und	w13559
wenn	w13560
er	w13561
nicht	w13562
<g/>
,
dessel=ben	w13564
berechnetermassen	w13565
1603	w13566
fl	w13567
<g/>
.
30	w13569
<g/>
.
kr	w13571
<g/>
.
be	w13573
des	w13574
Vermögen	w13575
ihnen	w13576
auszufolgen	w13577
<g/>
;
Da	w13579
nun	w13580
in	w13581
dieses	w13582
Begehren	w13583
bewilliget	w13584
worden	w13585
ist	w13586
<g/>
,
so	w13588
wird	w13589
Eingangs	w13590
gedachtem	w13591
Rudolph	w13592
Kipferer	w13593
<g/>
,
seinen	w13595
etwaigen	w13596
Leibes	w13597
<g/>
,
und	w13599
wer	w13600
immer	w13601
sonst	w13602
noch	w13603
einige	w13604
Schulden	w13605
<g/>
,
nähere	w13607
Erbschafts	w13608
oder	w13609
andere	w13610
Sprüche	w13611
an	w13612
das	w13613
Rudolph	w13614
Kipfererische	w13615
Vermö=gen	w13616
<g/>
=
zu	w13618
stellen	w13619
vermeinet	w13620
<g/>
,
aufgetragen	w13622
<g/>
,
daß	w13624
Sie	w13625
binnen	w13626
1	w13627
<g/>
.
Jahr	w13629
<g/>
,
6	w13631
Wochen	w13632
<g/>
,
und	w13634
3	w13635
<g/>
.
Tägen	w13637
<g/>
,
und	w13639
zwar	w13640
längstens	w13641
bis	w13642
den	w13643
27sten	w13644
May	w13645
1773	w13646
<g/>
.
Vor	w13648
mittag	w13649
um	w13650
9	w13651
<g/>
.
Uhr	w13653
vor	w13654
hiesiger	w13655
Rentkammer	w13656
ent=weders	w13657
<g/>
=
selbst	w13659
<g/>
,
oder	w13661
durch	w13662
genug	w13663
bevollmächtigte	w13664
Gewalthabere	w13665
erscheinen	w13666
<g/>
,
ihre	w13668
Schulden	w13669
<g/>
,
äe	w13671
Erbschafts	w13672
<g/>
,
oder	w13674
was	w13675
sonsten	w13676
immer	w13677
für	w13678
Sprüche	w13679
anmelden	w13680
<g/>
,
und	w13682
rechtsbeständig	w13683
erweisen	w13684
llen	w13685
<g/>
,
so	w13687
gewiß	w13688
<g/>
,
als	w13690
im	w13691
widrigen	w13692
der	w13693
Rudolph	w13694
Kipferer	w13695
Tod	w13696
erkläret	w13697
<g/>
,
und	w13699
desselben	w13700
Vermögen	w13701
seinen	w13702
an=gemeldeten	w13703
<g/>
=
Geschwistrigten	w13705
und	w13706
Geschwistrigtkin=dern	w13707
<g/>
=
ausgefolget	w13709
werden	w13710
würde	w13711
<g/>
.
</p>
<head id="hl23">
Jn	w13713
der	w13714
von	w13715
Ghelenschen	w13716
Buchhandlung	w13717
<g/>
,
im	w13719
neuen	w13720
Michaelerhause	w13721
<g/>
,
der	w13723
kais	w13724
<g/>
.
kön	w13726
<g/>
.
Reitschule	w13728
gegenüber	w13729
<g/>
,
sind	w13731
nebst	w13732
vielen	w13733
alten	w13734
<g/>
,
sehr	w13736
raren	w13737
und	w13738
neuen	w13739
Büchern	w13740
<g/>
,
Landkarten	w13742
und	w13743
Kupferstichen	w13744
<g/>
,
auch	w13746
folgende	w13747
zu	w13748
haben	w13749
<g/>
.
</head>
<list id="li12">
Vorrath	w13751
von	w13752
auserlesenen	w13753
Briefen	w13754
<g/>
,
nebst	w13756
einer	w13757
Anweisung	w13758
zur	w13759
Rechtschreibekunst	w13760
<g/>
,
ein	w13762
Zeitungs=lexikon	w13763
<g/>
=
<g/>
,
und	w13766
vollständiges	w13767
Titularbuch	w13768
<g/>
.
8	w13770
<g/>
.
1	w13772
<g/>
.
fl	w13774
<g/>
.
Fischers	w13776
<g/>
(
Christoph	w13778
<g/>
)
kluger	w13780
Wirthschaftsbeamte	w13781
<g/>
,
oder	w13783
Unterricht	w13784
zu	w13785
Bestellung	w13786
und	w13787
Führung	w13788
ei=ner	w13789
<g/>
=
nützlichen	w13791
und	w13792
einträglichen	w13793
Landwirthschaft	w13794
ꝛc	w13795
<g/>
.
4	w13797
<g/>
.
Nürnberg	w13799
<g/>
.
3	w13801
<g/>
.
fl	w13803
<g/>
.
45	w13805
<g/>
.
kr	w13807
<g/>
.
Vogels	w13809
<g/>
,
Leben	w13811
und	w13812
Sterben	w13813
deren	w13814
Heiligen	w13815
Gottes	w13816
<g/>
,
auf	w13818
alle	w13819
und	w13820
jede	w13821
Täge	w13822
der	w13823
zwölf	w13824
Monaten	w13825
des	w13826
ganzen	w13827
Jahrs	w13828
ausgetheilet	w13829
<g/>
,
in	w13831
einem	w13832
kurzen	w13833
Begriff	w13834
zusammen	w13835
gezogen	w13836
<g/>
,
mit	w13838
heilsamen	w13839
Lehrstücken	w13840
versehen	w13841
<g/>
,
allen	w13843
ihres	w13844
Heils	w13845
Begierigen	w13846
zur	w13847
Nachfolg	w13848
vorgestellt	w13849
<g/>
,
2	w13851
<g/>
.
Thl	w13853
<g/>
.
gr	w13855
<g/>
.
4	w13857
<g/>
.
Bamberg	w13859
<g/>
.
6	w13861
<g/>
.
fl	w13863
<g/>
.
Geschichte	w13865
der	w13866
Könige	w13867
von	w13868
Dännemark	w13869
<g/>
,
aus	w13871
dem	w13872
Oldenburgischen	w13873
Stamme	w13874
<g/>
,
durch	w13876
Joh	w13877
<g/>
.
Heinr	w13879
<g/>
.
Schlegel	w13881
<g/>
,
mit	w13883
ihren	w13884
Bildnissen	w13885
nach	w13886
den	w13887
Originalen	w13888
gestochen	w13889
von	w13890
Joh	w13891
<g/>
.
Mart	w13893
<g/>
.
Preisler	w13895
<g/>
,
1ter	w13897
Thl	w13898
<g/>
.
gr	w13900
<g/>
.
Fol	w13902
<g/>
.
Koppenhagen	w13904
<g/>
.
8	w13906
<g/>
.
fl	w13908
<g/>
.
Tozens	w13910
<g/>
(
M	w13912
<g/>
.
E	w13914
<g/>
.
<g/>
)
Geschichte	w13917
der	w13918
vereinigten	w13919
Niederlande	w13920
<g/>
,
von	w13922
den	w13923
ältesten	w13924
bis	w13925
zu	w13926
den	w13927
gegenwär=tigen	w13928
<g/>
=
Zeiten	w13930
<g/>
,
1ter	w13932
Thl	w13933
<g/>
.
gr	w13935
<g/>
.
4	w13937
<g/>
.
Halle	w13939
<g/>
.
8	w13941
<g/>
.
fl	w13943
<g/>
.
Bildersaal	w13945
heutiges	w13946
Tages	w13947
lebender	w13948
<g/>
,
und	w13950
durch	w13951
Gelahrheit	w13952
berühmter	w13953
Schriftsteller	w13954
<g/>
;
in	w13956
welchen	w13957
derselbigen	w13958
nach	w13959
wahren	w13960
Originalmalereyen	w13961
entworfene	w13962
Bildnisse	w13963
in	w13964
schwarzer	w13965
Kunst	w13966
in	w13967
natür=licher	w13968
<g/>
=
Aehnlichkeit	w13970
vorgestellet	w13971
<g/>
,
von	w13973
Joh	w13974
<g/>
.
Jak	w13976
<g/>
.
Haid	w13978
<g/>
,
und	w13980
ihre	w13981
Lebensumstände	w13982
<g/>
,
Verdienste	w13984
um	w13985
die	w13986
Wissenschaften	w13987
und	w13988
Schriften	w13989
<g/>
,
aus	w13991
glaubwürdigen	w13992
Nachrichten	w13993
erzählet	w13994
werden	w13995
von	w13996
Jakob	w13997
Brucker	w13998
<g/>
,
10	w14000
<g/>
.
Thl	w14002
<g/>
.
nebst	w14004
Anhang	w14005
und	w14006
3	w14007
<g/>
.
Kupf	w14009
<g/>
.
gr	w14011
<g/>
.
Fol	w14013
<g/>
.
Augsp	w14015
<g/>
.
Des	w14017
Freyherrn	w14018
v	w14019
<g/>
.
Gebler	w14021
<g/>
,
Theatralische	w14023
Werke	w14024
<g/>
,
2	w14026
<g/>
.
Thl	w14028
<g/>
.
8	w14030
<g/>
.
Dresden	w14032
1772	w14033
<g/>
.
2	w14035
<g/>
.
fl	w14037
<g/>
.
30	w14039
kr	w14040
<g/>
.
Usong	w14042
<g/>
,
eine	w14044
Morgenländische	w14045
Geschichte	w14046
in	w14047
vier	w14048
Büchern	w14049
<g/>
,
von	w14051
Hrn	w14052
<g/>
.
Albert	w14054
v	w14055
<g/>
.
Haller	w14057
<g/>
,
8	w14059
<g/>
.
Bern	w14061
<g/>
.
1	w14063
<g/>
.
fl	w14065
<g/>
.
20	w14067
<g/>
.
r	w14069
<g/>
.
Briefe	w14071
über	w14072
die	w14073
wichtigsten	w14074
Wahrheiten	w14075
der	w14076
Offenbahrung	w14077
<g/>
,
von	w14079
den	w14080
Herausgeber	w14081
der	w14082
Geschichte	w14083
Usongs	w14084
<g/>
.
8	w14086
<g/>
.
Bern	w14088
1772	w14089
<g/>
.
48	w14091
<g/>
.
kr	w14093
<g/>
.
Beytrag	w14095
zur	w14096
Geschichte	w14097
des	w14098
gegenwärtigen	w14099
Krieges	w14100
zwischen	w14101
dem	w14102
Rußischen	w14103
und	w14104
Türkischen	w14105
Rei=che	w14106
<g/>
=
<g/>
,
als	w14109
auch	w14110
zuverläßige	w14111
Nachrichten	w14112
von	w14113
der	w14114
Schlacht	w14115
bey	w14116
Choczim	w14117
1769	w14118
<g/>
.
und	w14120
