<doc id="edoc_wd_1768-02-24" attrs="word" year="1768" month="02" day="24" corpus="1">
<head id="hl1">
Amsterdam	w35
unwirthschaftlichen	w12331
Gebährung	w12332
seines	w12333
Vermögen	w12334
<g/>
,
von	w12336
welchen	w12337
er	w12338
in	w12339
kurzer	w12340
Zeit	w12341
einen	w12342
beträchtlichen	w12343
Theil	w12344
verschwenderisch	w12345
angebracht	w12346
<g/>
,
unterm	w12348
1ten	w12349
dieß	w12350
Monats	w12351
Febr	w12352
<g/>
.
pro	w12354
Prodigo	w12355
gerechtest	w12356
zu	w12357
erklären	w12358
<g/>
,
annebens	w12360
auch	w12361
allergnä=digst	w12362
<g/>
=
anzubefehlen	w12364
geruhet	w12365
haben	w12366
<g/>
,
daß	w12368
von	w12369
nun	w12370
an	w12371
von	w12372
Niemanden	w12373
vorgenannten	w12374
Herrn	w12375
Michael	w12376
Ferdinand	w12377
Grafen	w12378
v	w12379
<g/>
.
Althann	w12381
etwas	w12382
<g/>
,
es	w12384
seye	w12385
sol=ches	w12386
<g/>
=
an	w12388
baaren	w12389
Geld	w12390
oder	w12391
Gelds	w12392
Werth	w12393
bey	w12394
ipso	w12395
facto	w12396
verlustigenden	w12397
Crediti	w12398
weiters	w12399
dargeliehen	w12400
<g/>
,
oder	w12402
creditiret	w12403
<g/>
,
und	w12405
ein	w12406
solches	w12407
zu	w12408
jedermanns	w12409
Wahrnung	w12410
durch	w12411
offentliche	w12412
Prodigalitätsedicta	w12413
kund	w12414
gemacht	w12415
werden	w12416
solle	w12417
<g/>
.
Als	w12419
wird	w12420
all	w12421
und	w12422
je=den	w12423
<g/>
=
besonders	w12425
aber	w12426
denjenigen	w12427
<g/>
,
welche	w12429
öfters	w12430
in	w12431
verschiedene	w12432
Negotia	w12433
sich	w12434
einzulassen	w12435
pflegen	w12436
<g/>
,
solches	w12438
zu	w12439
dem	w12440
Ende	w12441
hiemit	w12442
erinnert	w12443
<g/>
,
auf	w12445
daß	w12446
jedermann	w12447
dieser	w12448
allerhöchsten	w12449
Verordnung	w12450
die	w12451
schuldigste	w12452
Folge	w12453
zu	w12454
leisten	w12455
<g/>
,
auch	w12457
vor	w12458
Schaden	w12459
und	w12460
Nachtheil	w12461
sich	w12462
zu	w12463
hütten	w12464
wissen	w12465
könne	w12466
<g/>
.
Wien	w12468
den	w12469
12	w12470
<g/>
.
Febr	w12472
<g/>
.
1768	w12474
<g/>
.
</p>
<p id="p153">
Den	w12476
26	w12477
<g/>
.
laufenden	w12479
Monats	w12480
Febr	w12481
<g/>
.
werden	w12483
auf	w12484
dem	w12485
Graben	w12486
bey	w12487
der	w12488
weißen	w12489
Rosen	w12490
im	w12491
ersten	w12492
Stock	w12493
verschiedene	w12494
<g/>
,
meistets	w12496
französische	w12497
Bücher	w12498
Vor=mittag	w12499
<g/>
=
von	w12501
9	w12502
<g/>
.
bis	w12504
12	w12505
<g/>
.
Nachmittag	w12507
aber	w12508
von	w12509
3	w12510
<g/>
.
bis	w12512
6	w12513
<g/>
.
Uhr	w12515
dem	w12516
Meistbietenden	w12517
verkäuflich	w12518
hindan=gegeben	w12519
<g/>
=
werden	w12521
<g/>
.
Der	w12523
diesfällige	w12524
Catalogus	w12525
wird	w12526
in	w12527
der	w12528
auf	w12529
der	w12530
Sailerstadt	w12531
in	w12532
der	w12533
sogenannten	w12534
gro=ßen	w12535
<g/>
=
ßen	w12537
Hollerstauden	w12538
im	w12539
ersten	w12540
Stock	w12541
befindlichen	w12542
Kanzley	w12543
unter	w12544
den	w12545
gewöhnlichen	w12546
Amtsstunden	w12547
gratis	w12548
ausgegeben	w12549
<g/>
.
</p>
<p id="p154">
Wir	w12551
Burgermeister	w12552
und	w12553
Rath	w12554
der	w12555
Stadt	w12556
Wien	w12557
<g/>
,
geben	w12559
hiemit	w12560
jedermann	w12561
zu	w12562
vernehmen	w12563
<g/>
,
es	w12565
seye	w12566
über	w12567
die	w12568
schon	w12569
ehedessen	w12570
angeordneten	w12571
Licitations=tagsatzungen	w12572
<g/>
=
verwilliget	w12574
worden	w12575
<g/>
,
das	w12577
gräfl	w12578
<g/>
.
Ca=vaffaische	w12580
<g/>
=
in	w12582
der	w12583
Leopoldstadt	w12584
liegend	w12585
zum	w12586
golde=nen	w12587
<g/>
=
Ochsen	w12589
genannte	w12590
Haus	w12591
abermalen	w12592
offentlich	w12593
auszufeilen	w12594
<g/>
,
und	w12596
an	w12597
den	w12598
Meistbietenden	w12599
zu	w12600
ver=kaufen	w12601
<g/>
=
<g/>
,
da	w12604
nun	w12605
zu	w12606
diesem	w12607
Ende	w12608
der	w12609
14	w12610
<g/>
.
des	w12612
Mo=nats	w12613
<g/>
=
Merz	w12615
dies	w12616
Jahrs	w12617
bestimmet	w12618
ist	w12619
<g/>
,
so	w12621
haben	w12622
diejenigen	w12623
welche	w12624
das	w12625
gedachte	w12626
Haus	w12627
zu	w12628
kaufen	w12629
willens	w12630
sind	w12631
<g/>
,
an	w12633
den	w12634
bestimmten	w12635
Tag	w12636
<g/>
,
oder	w12638
da	w12639
wir	w12640
anderer	w12641
Verhindernissen	w12642
halber	w12643
diesen	w12644
Tag	w12645
nicht	w12646
zu	w12647
Rath	w12648
säßen	w12649
<g/>
,
den	w12651
nächst	w12652
darauf	w12653
folgen=den	w12654
<g/>
=
Rathstag	w12656
fruh	w12657
um	w12658
8	w12659
<g/>
.
Uhr	w12661
vor	w12662
uns	w12663
zu	w12664
er=scheinen	w12665
<g/>
=
<g/>
,
und	w12668
sich	w12669
bey	w12670
unserem	w12671
und	w12672
gemeiner	w12673
Stadt	w12674
Grundbuch	w12675
durch	w12676
den	w12677
Amtsschreiber	w12678
an=melden	w12679
<g/>
=
zu	w12681
lassen	w12682
<g/>
,
folglich	w12684
der	w12685
weiteren	w12686
Behand=lung	w12687
<g/>
=
abzuwarten	w12689
<g/>
.
</p>
<p id="p155">
Auf	w12691
nächstkünftigen	w12692
St	w12693
<g/>
.
Georgi	w12695
sind	w12696
bey	w12697
den	w12698
2	w12699
<g/>
.
Nußbaumen	w12701
auf	w12702
dem	w12703
Neubau	w12704
im	w12705
obern	w12706
Stock	w12707
2	w12708
<g/>
.
Wohnungen	w12710
zu	w12711
verlassen	w12712
<g/>
:
die	w12714
eine	w12715
bestehet	w12716
in	w12717
3	w12718
<g/>
.
Zimmern	w12720
<g/>
,
einer	w12722
Kammer	w12723
<g/>
,
dann	w12725
großen	w12726
Kuchel	w12727
und	w12728
Gang	w12729
mit	w12730
Marmor	w12731
gepflastert	w12732
<g/>
,
nebst	w12734
einer	w12735
Speis	w12736
<g/>
,
und	w12738
eigenthumlichen	w12739
s	w12740
<g/>
.
v	w12742
<g/>
.
Privet	w12744
<g/>
,
auch	w12746
Boden	w12747
<g/>
,
und	w12749
Holzschupfen	w12750
<g/>
,
samt	w12752
dem	w12753
Garten	w12754
<g/>
.
Die	w12756
zweyte	w12757
Wohnung	w12758
bestehet	w12759
in	w12760
3	w12761
<g/>
.
Zimmern	w12763
<g/>
,
einer	w12765
Speis	w12766
<g/>
,
auch	w12768
einer	w12769
großen	w12770
mit	w12771
Marmor	w12772
ge=pflasterten	w12773
<g/>
=
Kuchel	w12775
<g/>
,
und	w12777
Holzschupfen	w12778
<g/>
,
wie	w12780
auch	w12781
einem	w12782
Boden	w12783
<g/>
,
samt	w12785
dem	w12786
Garten	w12787
<g/>
,
dann	w12789
ein	w12790
ei=genes	w12791
<g/>
=
s	w12793
<g/>
.
v	w12795
<g/>
.
Privet	w12797
<g/>
.
Wer	w12799
also	w12800
eine	w12801
von	w12802
diesen	w12803
bee=den	w12804
<g/>
=
Wohnungen	w12806
bestehen	w12807
will	w12808
<g/>
,
kann	w12810
sich	w12811
eben	w12812
allda	w12813
linker	w12814
Hand	w12815
im	w12816
ersten	w12817
Stock	w12818
beym	w12819
Hausherrn	w12820
an=melden	w12821
<g/>
=
<g/>
.
</p>
<p id="p156">
Es	w12824
ist	w12825
auf	w12826
der	w12827
neuen	w12828
Wieden	w12829
das	w12830
vormals	w12831
ge=nannte	w12832
<g/>
=
Eilloische	w12834
Haus	w12835
und	w12836
Garten	w12837
in	w12838
Sommer=bestand	w12839
<g/>
=
<g/>
,
oder	w12842
Jahrebestand	w12843
zu	w12844
verlassen	w12845
<g/>
,
auch	w12847
allenfalls	w12848
einen	w12849
Liebhaber	w12850
zu	w12851
verkaufen	w12852
<g/>
,
ist	w12854
sich	w12855
dieserwegen	w12856
auf	w12857
den	w12858
Judenplaz	w12859
bey	w12860
den	w12861
Engli=schen	w12862
<g/>
=
Gruß	w12864
im	w12865
dritten	w12866
Stock	w12867
zu	w12868
melden	w12869
<g/>
.
</p>
<head id="hl28">
AVERTISSEMENT	w12871
<g/>
.
</head>
<p id="p157">
DEm	w12873
Publiko	w12874
wird	w12875
hiemit	w12876
offentlich	w12877
bekannt	w12878
gemacht	w12879
<g/>
/
daß	w12881
der	w12882
Erfinder	w12883
des	w12884
zur	w12885
Fruchtbauerey	w12886
diensame	w12887
mineralischen	w12888
Tung	w12889
<g/>
=
Salzes	w12891
Johann	w12892
Jacob	w12893
Tieffenthaller	w12894
<g/>
/
zum	w12896
gemeinschaftl	w12897
<g/>
.
Besten	w12899
und	w12900
Vermehrung	w12901
der	w12902
Feld	w12903
<g/>
=
Früchten	w12905
ein	w12906
solch	w12907
vortrefli=ches	w12908
<g/>
=
Sal	w12910
<g/>
-
fixum	w12912
erfunden	w12913
habe	w12914
<g/>
/
mitelst	w12916
welchen	w12917
in	w12918
Hinkunft	w12919
nur	w12920
der	w12921
dritte	w12922
Theil	w12923
des	w12924
Saamens	w12925
<g/>
/
den	w12927
man	w12928
sonst	w12929
auf	w12930
ein	w12931
Joch	w12932
zur	w12933
Anbau	w12934
nöthig	w12935
hatte	w12936
<g/>
/
hinreichend	w12938
und	w12939
eben	w12940
soviel	w12941
wie	w12942
die	w12943
ganze	w12944
Aussaat	w12945
in	w12946
der	w12947
Fexung	w12948
ergiebig	w12949
seyn	w12950
werde	w12951
<g/>
.
</p>
<p id="p158">
Jn	w12953
der	w12954
mit	w12955
Jhro	w12956
Kays	w12957
<g/>
.
Königl	w12959
<g/>
.
Apostol	w12961
<g/>
.
Maj	w12963
<g/>
.
Aller=höchster	w12965
<g/>
=
Erlaubnuß	w12967
bereits	w12968
in	w12969
Anno	w12970
1766	w12971
<g/>
.
von	w12973
ihme	w12974
in	w12975
Druck	w12976
gegebener	w12977
Beschreibung	w12978
der	w12979
besondren	w12980
Würkung	w12981
des	w12982
Tung	w12983
<g/>
=
Sal=zes	w12985
<g/>
=
hat	w12987
der	w12988
Erfinder	w12989
schon	w12990
am	w12991
Tage	w12992
gegeben	w12993
<g/>
/
daß	w12995
durch	w12996
desselben	w12997
Gebrauch	w12998
die	w12999
Erde	w13000
nach	w13001
und	w13002
nach	w13003
zu	w13004
einer	w13005
ganz	w13006
besonderen	w13007
Fette	w13008
<g/>
/
und	w13010
Fruchtbarkeit	w13011
gelangen	w13012
müsse	w13013
<g/>
/
und	w13015
für	w13016
jede	w13017
Erden	w13018
und	w13019
Saamen	w13020
<g/>
/
für	w13022
Aecker	w13023
<g/>
/
Feld	w13025
<g/>
/
Weinberge	w13027
Obst	w13028
<g/>
/
Zierd	w13030
<g/>
/
Kuchel	w13032
<g/>
/
und	w13034
andere	w13035
Gärten	w13036
sehr	w13037
nutzlich	w13038
zu	w13039
gebrauchen	w13040
seye	w13041
<g/>
/
folglich	w13043
durch	w13044
dessen	w13045
Gebrauch	w13046
in	w13047
Hinkunft	w13048
die	w13049
Aecker	w13050
in	w13051
der	w13052
Brache	w13053
liegen	w13054
zu	w13055
lassen	w13056
nicht	w13057
mehr	w13058
nöthig	w13059
seyn	w13060
<g/>
/
sondern	w13062
so	w13063
gar	w13064
auch	w13065
die	w13066
verödete	w13067
und	w13068
wüste	w13069
Oerter	w13070
hiemit	w13071
in	w13072
fruchtbare	w13073
Gründe	w13074
ver=setzet	w13075
<g/>
=
werden	w13077
können	w13078
<g/>
.
</p>
<p id="p159">
Nun	w13080
kann	w13081
auch	w13082
derselbe	w13083
nicht	w13084
umhin	w13085
lassen	w13086
von	w13087
der	w13088
durch	w13089
manigfältige	w13090
Versuche	w13091
ergründeten	w13092
Eigenschaft	w13093
des	w13094
Salis	w13095
<g/>
-
fixi	w13097
hiemit	w13098
bekannt	w13099
zu	w13100
machen	w13101
<g/>
/
daß	w13103
mittelst	w13104
solcher	w13105
auch	w13106
eine	w13107
ganz	w13108
besondere	w13109
Erwirtschaftung	w13110
bey	w13111
Aussäung	w13112
der	w13113
Aecker	w13114
erhal=ten	w13115
<g/>
=
werden	w13117
könne	w13118
<g/>
/
indeme	w13120
durch	w13121
Gebrauch	w13122
dessen	w13123
nur	w13124
der	w13125
dritte	w13126
Theil	w13127
des	w13128
Saamens	w13129
zur	w13130
Aussaat	w13131
nöthig	w13132
seyn	w13133
werde	w13134
<g/>
/
folgl	w13136
<g/>
.
durch	w13138
diesen	w13139
an	w13140
Hand	w13141
gebenden	w13142
Vortheil	w13143
allemahl	w13144
zwey	w13145
Drittel	w13146
des	w13147
Saamens	w13148
in	w13149
Erspahrung	w13150
kommen	w13151
<g/>
/
und	w13153
mit	w13154
einem	w13155
Drittel	w13156
des	w13157
Saamens	w13158
die	w13159
nemliche	w13160
Fexung	w13161
wie	w13162
von	w13163
der	w13164
ganzen	w13165
Aussaat	w13166
<g/>
/
</p>
<p id="p160">
ja	w13169
nach	w13170
Beschaffenheit	w13171
der	w13172
besseren	w13173
Gründen	w13174
auch	w13175
eine	w13176
rei=chere	w13177
<g/>
=
Fexung	w13179
gewonnen	w13180
werden	w13181
könne	w13182
<g/>
.
</p>
<p id="p161">
Dieses	w13184
Sal	w13185
<g/>
-
fixum	w13187
machet	w13188
auch	w13189
eine	w13190
besondere	w13191
nutzliche	w13192
Würkung	w13193
<g/>
/
wenn	w13195
man	w13196
sich	w13197
dessen	w13198
in	w13199
Anbauung	w13200
des	w13201
Klee	w13202
<g/>
=
Saa=mens	w13204
<g/>
=
gebrauchet	w13206
<g/>
/
wie	w13208
dann	w13209
auch	w13210
solches	w13211
denen	w13212
Obst	w13213
Bäumern	w13214
sehr	w13215
diensam	w13216
ist	w13217
<g/>
/
die	w13219
umständlichere	w13220
Beschreibung	w13221
der	w13222
Würkungen	w13223
und	w13224
des	w13225
Gebrauchs	w13226
so	w13227
wohl	w13228
dieses	w13229
Tung	w13230
<g/>
=
Salzes	w13232
<g/>
/
als	w13234
auch	w13235
des	w13236
Salis	w13237
<g/>
-
fixi	w13239
<g/>
.
</p>
<p id="p162">
Die	w13277
Abnehmere	w13278
des	w13279
Tung	w13280
Salzes	w13281
<g/>
/
und	w13283
des	w13284
Salis	w13285
<g/>
-
fixi	w13287
werden	w13288
mit	w13289
einem	w13290
Exemplar	w13291
ohnendgeldlich	w13292
bedienet	w13293
<g/>
/
damit	w13295
sie	w13296
den	w13297
Gebrauch	w13298
hievon	w13299
zu	w13300
machen	w13301
wissen	w13302
mögen	w13303
<g/>
.
</p>
<p id="p163">
Zu	w13305
finden	w13306
auf	w13307
der	w13308
Widen	w13309
an	w13310
der	w13311
Wien	w13312
von	w13313
goldenen	w13314
Hirschen	w13315
gegen	w13316
über	w13317
in	w13318
Ritter	w13319
St	w13320
<g/>
.
Georgii	w13322
in	w13323
ersten	w13324
Stock	w13325
<g/>
/
wie	w13327
auch	w13328
bey	w13329
Herrn	w13330
Egydi	w13331
Johann	w13332
Vollgruber	w13333
<g/>
/
Burgerl	w13335
<g/>
.
Han=delsmann	w13337
<g/>
=
bey	w13339
den	w13340
zwey	w13341
weissen	w13342
Rosen	w13343
auf	w13344
den	w13345
Hof	w13346
und	w13347
bey	w13348
Herrn	w13349
Simon	w13350
Simoneli	w13351
<g/>
/
Burgl	w13353
<g/>
.
Handelsmann	w13355
bey	w13356
dem	w13357
rothen	w13358
Adler	w13359
in	w13360
kleinen	w13361
Waghaus	w13362
<g/>
/
im	w13364
Gewürzgewölb	w13365
um	w13366
eben	w13367
diesen	w13368
Preis	w13369
zu	w13370
haben	w13371
<g/>
.
</p>
<p id="p164">
Johann	w13373
Jacob	w13374
Tiefenthaller	w13375
<g/>
/
mineralischer	w13377
Tung	w13378
<g/>
=
Salz	w13380
Fabricant	w13381
<g/>
.
</p>
<head id="hl29">
Bey	w13383
Johann	w13384
Thomas	w13385
Edlen	w13386
von	w13387
Trattnern	w13388
<g/>
,
Kais	w13390
<g/>
.
Königl	w13392
<g/>
.
Hofbuch=druckern	w13394
<g/>
=
und	w13396
Buchhändlern	w13397
auf	w13398
dem	w13399
Kohlmarkte	w13400
im	w13401
Großerischen	w13402
Hause	w13403
<g/>
,
wie	w13405
auch	w13406
in	w13407
dessen	w13408
Buchhandlung	w13409
in	w13410
Prag	w13411
in	w13412
der	w13413
Altstädter	w13414
Jesuiter	w13415
<g/>
=
Gasse	w13417
<g/>
,
sind	w13419
nebst	w13420
andern	w13421
folgende	w13422
Bücher	w13423
um	w13424
beygesetzte	w13425
Preise	w13426
zu	w13427
haben	w13428
<g/>
.
</head>
<head id="hl30">
Wien	w13430
den	w13431
24	w13432
<g/>
.
Febr	w13434
<g/>
.
1768	w13436
<g/>
.
</head>
<head id="hl31">
Nro.	w13438
<g/>
.
VIII	w13440
<g/>
.
</head>
</doc>
