<doc id="wr_1757-10-26" attrs="word" year="1757" month="10" day="26" corpus="2">
<head id="h2_d190e3644">
Zarskoje=Selo	w1_d190e3648
der	w9_d190e32258
Loh,	w11_d190e32261
und	w13_d190e32265
patrouiliren	w15_d190e32268
bis	w17_d190e32271
nacher	w19_d190e32274
Domslau	w21_d190e32277
wie	w23_d190e32280
dann	w1_d190e32285
auch	w3_d190e32288
die	w5_d190e32291
Strasse	w7_d190e32294
nacher	w9_d190e32297
Schweidnitz	w11_d190e32300
andurch	w13_d190e32304
bedecket	w15_d190e32307
wird.	w17_d190e32310
</p>
<p id="p6_d190e32313">
Ansonst	w1_d190e32317
seynd	w3_d190e32320
aus	w5_d190e32323
dem	w7_d190e32326
Lager	w9_d190e32329
bey	w11_d190e32332
Schweidnitz	w13_d190e32336
die	w15_d190e32339
Nachrichten	w17_d190e32342
eingegan	w19_d190e32345
gen,	w1_d190e32350
daß	w3_d190e32353
die	w5_d190e32356
Besatzung	w7_d190e32359
dieses	w9_d190e32362
letzteren	w11_d190e32365
Orts	w13_d190e32369
angefangen	w15_d190e32372
hätte,	w17_d190e32375
die	w19_d190e32378
Vorstädte	w21_d190e32381
zu	w1_d190e32386
rasiren;	w3_d190e32389
und	w5_d190e32392
vermög	w7_d190e32395
anderweiter	w9_d190e32398
Kundschaften	w11_d190e32401
seynd	w13_d190e32405
zu	w15_d190e32408
Breßlau	w17_d190e32411
vor	w19_d190e32414
dem	w1_d190e32420
Nicolai-thor	w3_d190e32423
die	w5_d190e32426
Häuser	w7_d190e32429
des	w9_d190e32432
Stadt=gebiets	w11_d190e32435
bis	w13_d190e32439
gegen	w15_d190e32442
der	w17_d190e32445
alten	w19_d190e32448
Oder	w21_d190e32451
desgleichen	w1_d190e32456
von	w3_d190e32459
dem	w5_d190e32462
Olauischen	w7_d190e32465
Thor	w9_d190e32468
ein	w11_d190e32471
Theil	w13_d190e32475
der	w15_d190e32478
Vor=stadt	w17_d190e32481
bis	w19_d190e32484
ad	w21_d190e32487
S.	w23_d190e32490
Mau-	w25_d190e32494
ritium	w1_d190e32499
abgebrochen	w3_d190e32502
werden.	w5_d190e32505
</p>
<p id="p8_d190e32508">
Jenseits	w1_d190e32512
der	w3_d190e32515
Oder	w5_d190e32518
stehet	w7_d190e32521
besag	w9_d190e32524
eines	w11_d190e32527
von	w13_d190e32531
dem	w15_d190e32534
Generalfeldwachtmei	w17_d190e32537
ster	w1_d190e32542
von	w3_d190e32545
Beck	w5_d190e32548
erstatteten	w7_d190e32551
Raports	w9_d190e32554
noch	w11_d190e32557
immer	w13_d190e32561
ein	w15_d190e32564
feindliches	w17_d190e32567
Commando	w19_d190e32570
zwischen	w1_d190e32575
Protsch	w3_d190e32578
und	w5_d190e32581
Hünnern,	w7_d190e32584
und	w9_d190e32587
bey	w11_d190e32590
denen	w13_d190e32594
nahe	w15_d190e32597
gegen	w17_d190e32600
einander	w19_d190e32603
stehen	w21_d190e32606
den	w1_d190e32612
2.	w3_d190e32615
Arméen	w5_d190e32618
ist	w7_d190e32621
ebenfalls	w9_d190e32624
nichts	w11_d190e32627
sonderliches	w13_d190e32631
vorgefallen,	w15_d190e32634
als	w17_d190e32637
daß	w19_d190e32640
zu	w21_d190e32643
Zei	w23_d190e32646
ten	w1_d190e32651
Detachements	w3_d190e32654
dabey	w5_d190e32657
aus	w7_d190e32660
und	w9_d190e32663
einrucken.	w11_d190e32666
</p>
<head id="h2_d190e32672">
Wien	w1_d190e32676
den	w3_d190e32679
26.	w5_d190e32682
Octob.	w7_d190e32685
</head>
<p id="p4_d190e32688">
Qsus	w1_d190e32692
dem	w3_d190e32695
Feld=lager	w5_d190e32698
des	w7_d190e32701
Hrn.	w9_d190e32704
Generals	w11_d190e32707
Feld=zeugmeisters	w13_d190e32711
Baron	w15_d190e32714
von	w17_d190e32717
Marschall	w1_d190e32722
vom	w3_d190e32725
22sten	w5_d190e32728
dieses	w7_d190e32731
wird	w9_d190e32734
gemeldet,	w11_d190e32737
daß	w13_d190e32741
der	w15_d190e32744
König	w17_d190e32747
in	w19_d190e32750
Preußen	w21_d190e32753
aus	w1_d190e32758
der	w3_d190e32761
Gegend,	w5_d190e32764
wo	w7_d190e32767
er	w9_d190e32770
bishero	w11_d190e32773
in	w13_d190e32777
Sachsen	w15_d190e32780
linker	w17_d190e32783
Hand	w19_d190e32786
der	w21_d190e32789
Elbe	w23_d190e32792
mit	w25_d190e32796
seinem	w27_d190e32799
Corps	w1_d190e32805
gestanden,	w3_d190e32808
eilfertigst	w5_d190e32811
aufgebrochen,	w7_d190e32814
und	w9_d190e32817
vor	w11_d190e32820
3.	w13_d190e32824
Tagen	w15_d190e32827
seinen	w17_d190e32830
Marsch	w19_d190e32833
über	w1_d190e32838
die	w3_d190e32841
Elbe	w5_d190e32844
gegen	w7_d190e32847
Jessen	w9_d190e32850
und	w11_d190e32853
Schweinitz	w13_d190e32857
nach	w15_d190e32860
denen	w17_d190e32863
Gränzen	w19_d190e32866
der	w21_d190e32869
Bran	w23_d190e32872
denburgischen	w1_d190e32877
Mark	w3_d190e32880
angetretten,	w5_d190e32883
jedoch	w7_d190e32886
sich	w9_d190e32889
von	w11_d190e32892
dannen	w13_d190e32896
wieder	w15_d190e32899
gewendet,	w17_d190e32902
und	w1_d190e32907
nach	w3_d190e32910
Herzberg	w5_d190e32913
gezogen,	w7_d190e32916
auch	w9_d190e32919
mit	w11_d190e32922
seinem	w13_d190e32926
Bruder	w15_d190e32929
dem	w17_d190e32932
Prinzen	w19_d190e32935
Heinrich	w21_d190e32938
und	w1_d190e32944
Feld=marschall	w3_d190e32947
Keith	w5_d190e32950
vereiniget,	w7_d190e32953
in	w9_d190e32956
drey	w11_d190e32959
Colonnen	w13_d190e32963
von	w15_d190e32966
Herzberg	w17_d190e32969
aus,	w19_d190e32972
die	w1_d190e32977
erste	w3_d190e32980
gegen	w5_d190e32983
Sonnewalde,	w7_d190e32986
die	w9_d190e32989
zweyte	w11_d190e32992
gegen	w13_d190e32996
Dobrilach,	w15_d190e32999
und	w17_d190e33002
die	w19_d190e33005
dritte	w21_d190e33008
ge	w23_d190e33011
gen	w1_d190e33016
Libenwerda	w3_d190e33019
oder	w5_d190e33022
Esterwalda	w7_d190e33025
in	w9_d190e33028
Marsch	w11_d190e33031
begriffen	w13_d190e33035
seye,	w15_d190e33038
mithin	w17_d190e33041
hieraus	w19_d190e33044
klahr	w1_d190e33049
erhelle,	w3_d190e33052
daß	w5_d190e33055
der	w7_d190e33058
Feind	w9_d190e33061
nach	w11_d190e33064
Maaß	w13_d190e33068
seiner	w15_d190e33071
von	w17_d190e33074
dem	w19_d190e33077
Marsch	w21_d190e33080
und	w23_d190e33083
Un	w25_d190e33087
ternehmen	w1_d190e33093
des	w3_d190e33096
diesseitigen	w5_d190e33099
Feld=marschall=leutenants	w7_d190e33102
Baron	w9_d190e33105
von	w11_d190e33108
Hadick	w13_d190e33112
auf	w1_d190e33117
Berlin	w3_d190e33120
erhaltenen	w5_d190e33123
Nachrichten	w7_d190e33126
seine	w9_d190e33129
Bewegungen	w11_d190e33132
einrichte	w13_d190e33136
um	w15_d190e33139
denselben	w17_d190e33142
entweder	w1_d190e33147
einzuholen,	w3_d190e33150
oder	w5_d190e33153
auf	w7_d190e33156
dem	w9_d190e33159
Ruck=marsch	w11_d190e33162
abzuschneiden.	w13_d190e33166
Es	w15_d190e33169
ist	w17_d190e33172
aber	w19_d190e33175
die	w1_d190e33180
Nachricht	w3_d190e33183
eingeloffen,	w5_d190e33186
daß	w7_d190e33189
gedachter	w9_d190e33192
General	w11_d190e33195
Hadick	w13_d190e33199
samt	w15_d190e33202
seinem	w17_d190e33205
gan	w19_d190e33208
zen	w1_d190e33214
Corps	w3_d190e33217
mit	w5_d190e33220
denen	w7_d190e33223
von	w9_d190e33226
der	w11_d190e33229
Stadt	w13_d190e33233
Berlin	w15_d190e33236
erlegten	w17_d190e33239
Brandschatzungs	w19_d190e33242
geldern	w1_d190e33247
und	w3_d190e33250
mit=genommenen	w5_d190e33253
440.	w7_d190e33256
Kriegs=gefangenen	w9_d190e33259
allschon	w11_d190e33262
zu	w13_d190e33266
Cotbus	w15_d190e33269
wieder	w1_d190e33274
angelanget	w3_d190e33277
seye;	w5_d190e33280
wie	w7_d190e33283
dann	w9_d190e33286
auch	w11_d190e33289
bereits	w13_d190e33293
die	w15_d190e33296
ausführliche	w17_d190e33299
Relation	w19_d190e33302
von	w1_d190e33307
dessen	w3_d190e33310
Expedition	w5_d190e33313
anhero	w7_d190e33316
eingeschicket	w9_d190e33319
worden,	w11_d190e33322
welche	w13_d190e33326
durch	w15_d190e33329
zu	w17_d190e33332
künftige	w1_d190e33338
Sanstägige	w3_d190e33341
Zeitung	w5_d190e33344
dem	w7_d190e33347
Publico	w9_d190e33350
mitgetheilet	w11_d190e33353
werden	w1_d190e33358
wird.	w3_d190e33361
</p>
</doc>
