<doc id="wr_1756-10-02" attrs="word" year="1756" month="10" day="02" corpus="2">
<head id="h2_d79e3406">
Neu=Yorck	w1_d79e3410
ches	w1_d79e28689
im	w3_d79e28692
Reich,	w5_d79e28695
und	w7_d79e28698
von	w9_d79e28701
einem	w11_d79e28704
solchen	w13_d79e28708
Reichs=stand,	w15_d79e28711
auch	w17_d79e28714
weiter	w19_d79e28717
von	w21_d79e28720
einem	w23_d79e28723
Chur=fürsten	w1_d79e28728
des	w3_d79e28731
Reichs	w5_d79e28734
gegen	w7_d79e28737
andere	w9_d79e28740
seine	w11_d79e28743
Mit=Churfürsten	w13_d79e28747
und	w15_d79e28750
ferner	w17_d79e28753
in	w1_d79e28759
der	w3_d79e28762
obseyenden	w5_d79e28765
Maaß	w7_d79e28768
noch	w9_d79e28771
nicht	w11_d79e28774
erhörtes	w13_d79e28778
gemein=gefährliches	w15_d79e28781
Unterneh	w17_d79e28784
men,	w1_d79e28789
nach	w3_d79e28792
Unserm	w5_d79e28795
obhabenden	w7_d79e28798
Kaiserlichen	w9_d79e28801
Amt	w11_d79e28804
zu	w13_d79e28808
handlen,	w15_d79e28811
und	w17_d79e28814
dar	w19_d79e28817
mit	w1_d79e28822
deme	w3_d79e28825
ein	w5_d79e28828
Genügen	w7_d79e28831
zu	w9_d79e28834
thun,	w11_d79e28837
was	w13_d79e28841
die	w15_d79e28844
Handhabung	w17_d79e28847
Unserer	w19_d79e28850
Kaiserl.	w21_d79e28853
Authorität,	w1_d79e28858
die	w3_d79e28861
Hoheit	w5_d79e28864
und	w7_d79e28867
das	w9_d79e28870
Ansehen	w11_d79e28873
des	w13_d79e28877
Reichs,	w15_d79e28880
und	w17_d79e28883
die	w19_d79e28886
gemeie	w21_d79e28889
dessen	w1_d79e28895
samt	w3_d79e28898
aller	w5_d79e28901
Ständen	w7_d79e28904
Sicherheit	w9_d79e28907
von	w11_d79e28910
Uns	w13_d79e28914
erheuschet,	w15_d79e28917
und	w17_d79e28920
diesfalls	w19_d79e28923
der	w1_d79e28928
Land=frieden,	w3_d79e28931
des	w5_d79e28934
Reichs	w7_d79e28937
Executions-ordnung,	w9_d79e28940
und	w11_d79e28943
die	w13_d79e28947
jüngere	w15_d79e28950
Reichs=abschiede	w1_d79e28955
ausdrücklich	w3_d79e28958
verordnen,	w5_d79e28961
auch	w7_d79e28964
was	w9_d79e28967
Wir	w11_d79e28970
in	w13_d79e28974
Unserer	w15_d79e28977
Kai	w17_d79e28980
serlichen	w1_d79e28985
Wahl=capitulation	w3_d79e28988
zur	w5_d79e28991
Handhabung	w7_d79e28994
des	w9_d79e28997
Reichs=ruhestands,	w11_d79e29000
und	w1_d79e29006
zu	w3_d79e29009
Schützung	w5_d79e29012
eines	w7_d79e29015
jeden	w9_d79e29018
bey	w11_d79e29021
dem	w13_d79e29025
Seinigen,	w15_d79e29028
so	w17_d79e29031
theuer	w19_d79e29034
angelobet	w21_d79e29037
und	w1_d79e29042
versprochen	w3_d79e29045
haben.	w5_d79e29048
</p>
<p id="p24_d79e29052">
Wir	w1_d79e29056
wollen	w3_d79e29059
dannenhero	w5_d79e29062
von	w7_d79e29065
Kaiserlichen	w9_d79e29068
auch	w11_d79e29071
Obristrichterli	w13_d79e29075
chen	w1_d79e29080
Amts	w3_d79e29083
und	w5_d79e29086
Gewalts	w7_d79e29089
wegen,	w9_d79e29092
Eurer	w11_d79e29095
Majestät	w13_d79e29099
als	w15_d79e29102
Chur	w17_d79e29105
fürstens	w19_d79e29108
zu	w21_d79e29111
Bran	w23_d79e29114
denburg	w1_d79e29119
Liebden,	w3_d79e29122
hiemit	w5_d79e29125
alles	w7_d79e29128
Ernstes	w9_d79e29131
gebieten	w11_d79e29134
und	w13_d79e29138
anbefehlen,	w15_d79e29141
daß	w17_d79e29144
Sie	w19_d79e29147
von	w1_d79e29153
allen	w3_d79e29156
Empörungen,	w5_d79e29159
friedbrüchigen	w7_d79e29162
Vergwaltigungen,	w9_d79e29165
und	w11_d79e29168
feindlichen	w13_d79e29172
An	w1_d79e29177
und	w3_d79e29180
Uberziehungen	w5_d79e29183
deren	w7_d79e29186
Chur=sächsischen	w9_d79e29189
und	w11_d79e29192
anderen	w13_d79e29196
Reichslan	w15_d79e29199
den	w1_d79e29204
ohne	w3_d79e29207
Anstand	w5_d79e29210
abstehen,	w7_d79e29213
Jhre	w9_d79e29216
Kriegs=mannschaft	w11_d79e29219
alsbalden	w13_d79e29223
ab	w15_d79e29226
und	w17_d79e29229
zuruck	w1_d79e29234
führen,	w3_d79e29237
auch	w5_d79e29240
die	w7_d79e29243
denen	w9_d79e29246
Ständen	w11_d79e29249
des	w13_d79e29253
Reichs	w15_d79e29256
und	w17_d79e29259
deren	w19_d79e29262
gemeinsa	w21_d79e29265
mer	w1_d79e29271
Sicherheit	w3_d79e29274
gefährliche	w5_d79e29277
Rüstung	w7_d79e29280
trennen,	w9_d79e29283
und	w11_d79e29286
entlassen,	w13_d79e29290
alles	w15_d79e29293
Abge	w17_d79e29296
nommene	w1_d79e29301
zuruck	w3_d79e29304
geben,	w5_d79e29307
und	w7_d79e29310
allen	w9_d79e29313
verursachten	w11_d79e29316
Schaden	w13_d79e29320
und	w15_d79e29323
Kösten	w17_d79e29326
un	w19_d79e29329
weigerlich	w1_d79e29334
erstatten,	w3_d79e29337
so	w5_d79e29340
fort,	w7_d79e29343
wie	w9_d79e29346
all	w11_d79e29349
solches	w13_d79e29353
beschehen,	w15_d79e29356
sonder	w17_d79e29359
mindesten	w19_d79e29362
Anstand,	w1_d79e29367
alsogleich	w3_d79e29370
gehorsamst	w5_d79e29373
anzeigen.	w7_d79e29376
</p>
<p id="p26_d79e29379">
Jm	w1_d79e29383
übrigen	w3_d79e29386
aber	w5_d79e29389
werden	w7_d79e29392
Wir	w9_d79e29395
wegen	w11_d79e29398
des	w13_d79e29402
von	w15_d79e29405
Eurer	w17_d79e29408
Majestät	w19_d79e29411
als	w21_d79e29414
Chur=fürstens	w1_d79e29419
zu	w3_d79e29422
Brandenburg	w5_d79e29425
Liebden	w7_d79e29428
gegen	w9_d79e29431
Uns,	w11_d79e29434
und	w13_d79e29438
das	w15_d79e29441
ganze	w17_d79e29444
Reich	w1_d79e29449
in	w3_d79e29452
der	w5_d79e29455
unternommenen	w7_d79e29458
gemein=gefährlichen	w9_d79e29461
Empörung	w11_d79e29464
begange	w13_d79e29468
nen	w1_d79e29474
schweren	w3_d79e29477
Verbrechens	w5_d79e29480
gegen	w7_d79e29483
Dieselbe	w9_d79e29486
nach	w11_d79e29489
denen	w13_d79e29493
Reichs=gesätzen,	w15_d79e29496
sowol	w1_d79e29501
zu	w3_d79e29504
Bestraffung	w5_d79e29507
des	w7_d79e29510
Verbrechens,	w9_d79e29513
als	w11_d79e29516
auch	w13_d79e29520
das	w15_d79e29523
weitere	w17_d79e29526
zur	w19_d79e29529
künf	w21_d79e29532
tigen	w1_d79e29537
Sicherheit	w3_d79e29540
des	w5_d79e29543
ganzen	w7_d79e29546
Reichs	w9_d79e29549
ohne	w11_d79e29552
Aufschub	w13_d79e29556
verfügen.	w15_d79e29559
Anson	w17_d79e29562
</p>
<p id="p32_d79e29575">
5.	w1_d79e29579
Bir	w1_d79e29584
Deroselben	w3_d79e29587
mit	w5_d79e29590
Freund	w7_d79e29593
Brüderlichen	w1_d79e29598
eiben	w1_d79e29604
sten	w1_d79e29609
verbl.	w3_d79e29612
Willen,	w1_d79e29617
Lieb	w3_d79e29620
und	w5_d79e29623
allem	w7_d79e29626
Guten	w9_d79e29629
beständig	w11_d79e29632
wol	w13_d79e29636
deracthan.	w15_d79e29639
Gegeben	w17_d79e29642
zu	w1_d79e29647
Wien	w3_d79e29650
den	w5_d79e29653
13ten	w7_d79e29656
Septembris	w9_d79e29659
Anno	w11_d79e29662
1756.	w13_d79e29666
Unsers	w15_d79e29669
Reichs	w17_d79e29672
im	w19_d79e29675
Zwölften.	w21_d79e29678
</p>
<head id="h2_d79e29684">
Eurer	w1_d79e29688
Majestät	w3_d79e29691
als	w5_d79e29694
Chur=fürstens	w7_d79e29697
zu	w1_d79e29702
Brandenburg	w3_d79e29705
Liebden,	w5_d79e29708
gutwilliger	w1_d79e29713
Freund,	w3_d79e29716
Vetter	w5_d79e29719
und	w7_d79e29722
Bruder	w9_d79e29725
Franz.	w1_d79e29731
</head>
<head id="h2_d79e29737">
Colloredo.	w1_d79e29741
Graf	w1_d79e29746
Vr.	w1_d79e29751
Rudolph	w3_d79e29754
</head>
<head id="h2_d79e29761">
Aufschrift.	w1_d79e29765
</head>
<head id="h2_d79e29771">
Ad	w1_d79e29775
Mandatum	w3_d79e29778
Sacræ	w5_d79e29781
Cæsareæ	w7_d79e29784
Majestatis	w1_d79e29789
proprium.	w3_d79e29792
Johann	w1_d79e29797
Georg	w3_d79e29800
Reitzer.	w5_d79e29803
</head>
<head id="h2_d79e29809">
ist	w1_d79e29813
Großmächtigen	w1_d79e29818
Fürsten,	w3_d79e29821
Dem	w1_d79e29826
Durchleuchtig	w3_d79e29829
Herrn	w1_d79e29835
</head>
<head id="h2_d79e29841">
Friederich	w1_d79e29845
</head>
<p id="p4_d79e29848">
zu	w1_d79e29852
Preussen	w3_d79e29855
König,	w5_d79e29858
Marggrafen	w1_d79e29863
zu	w3_d79e29866
Brandenburg,	w5_d79e29869
Souverainen	w7_d79e29872
Herzogen	w9_d79e29875
von	w11_d79e29878
Schlesien,	w13_d79e29882
zu	w1_d79e29887
Magdeburg,	w3_d79e29890
zu	w5_d79e29893
Stettin,	w7_d79e29896
Pommern,	w9_d79e29899
der	w11_d79e29902
Cassuben	w13_d79e29906
und	w15_d79e29909
Wenden,	w17_d79e29912
auch	w1_d79e29918
zu	w3_d79e29921
Meklenburg	w5_d79e29924
Herzogen,	w7_d79e29927
Burggrafen	w9_d79e29930
zu	w11_d79e29933
Nürnberg,	w13_d79e29937
und	w15_d79e29940
Für	w17_d79e29943
sten	w1_d79e29948
zu	w3_d79e29951
Halberstadt,	w5_d79e29954
Minden,	w7_d79e29957
Camin,	w9_d79e29960
Wenden,	w11_d79e29963
Schwerin,	w13_d79e29967
Ra	w15_d79e29970
tzeburg,	w1_d79e29975
Ost=frießland	w3_d79e29978
und	w5_d79e29981
Meurs,	w7_d79e29984
Prinzen	w9_d79e29987
von	w11_d79e29990
Oranien	w13_d79e29994
und	w15_d79e29997
Neuf-	w17_d79e30000
chätel,	w1_d79e30005
Souverainen	w3_d79e30008
Grafen	w5_d79e30011
von	w7_d79e30014
Glatz,	w9_d79e30017
Grafen	w11_d79e30020
zu	w13_d79e30024
Hohenzollern	w15_d79e30027
und	w1_d79e30033
Schwerin,	w3_d79e30036
des	w5_d79e30039
Heil.	w7_d79e30042
Röm.	w9_d79e30045
Reichs	w11_d79e30048
Erz=cammerern	w13_d79e30052
und	w1_d79e30057
Chur=fürsten,	w3_d79e30060
Unseren	w5_d79e30063
besonders	w7_d79e30066
lieben	w9_d79e30069
Freund,	w1_d79e30074
Vetter	w3_d79e30077
und	w5_d79e30080
Brudern	w7_d79e30083
</p>
</doc>
