<doc id="wr_1760-10-11" attrs="word" year="1760" month="10" day="11" corpus="2">
<head id="h2_d492e3019">
Falda=strom	w1_d492e3023
Elbe	w23_d492e27695
ligende	w25_d492e27699
wolfortificirte	w27_d492e27702
Lett	w1_d492e27707
de	w3_d492e27710
Pont,	w5_d492e27713
so	w7_d492e27716
der	w9_d492e27719
Feind	w11_d492e27722
mit	w13_d492e27726
150.	w15_d492e27729
Mann	w17_d492e27732
besetzt	w19_d492e27735
gehabt,	w21_d492e27738
und	w23_d492e27741
machte	w25_d492e27745
sich	w27_d492e27748
gar	w29_d492e27751
bald	w31_d492e27754
mit	w33_d492e27757
dem	w35_d492e27760
Degen	w1_d492e27765
in	w3_d492e27768
der	w5_d492e27771
Faust	w7_d492e27774
davon	w9_d492e27777
Meister,	w11_d492e27780
wobey	w13_d492e27784
von	w15_d492e27787
dem	w17_d492e27790
feindlichen	w19_d492e27793
Commando	w21_d492e27796
1.	w23_d492e27799
Leutenant	w25_d492e27803
mit	w27_d492e27806
15.	w1_d492e27812
Mann	w3_d492e27815
gefangen,	w5_d492e27818
die	w7_d492e27821
übrigen	w9_d492e27824
theils	w11_d492e27827
nieder	w13_d492e27831
gehauen,	w15_d492e27834
theils	w17_d492e27837
in	w19_d492e27840
die	w21_d492e27843
Elbe	w23_d492e27846
gesprenget	w25_d492e27850
worden.	w27_d492e27853
Obgedachter	w1_d492e27858
Obrister	w3_d492e27861
hat	w5_d492e27864
dabey	w7_d492e27867
nicht	w9_d492e27870
mehr	w11_d492e27873
als	w13_d492e27877
2.	w15_d492e27880
Todte,	w17_d492e27883
und	w19_d492e27886
6.	w21_d492e27889
Bleßirte	w23_d492e27892
bekommen;	w25_d492e27896
das	w27_d492e27899
Tete	w29_d492e27902
de	w1_d492e27907
Pont	w3_d492e27910
wurde	w5_d492e27913
darauf	w7_d492e27916
mit	w9_d492e27919
200.	w11_d492e27922
Croaten	w13_d492e27926
besetzet.	w15_d492e27929
</p>
<p id="p8_d492e27932">
Den	w1_d492e27936
30.	w3_d492e27939
retirirte	w5_d492e27942
sich	w7_d492e27945
General	w9_d492e27948
Hülsen	w11_d492e27951
bis	w13_d492e27955
nach	w15_d492e27958
Wittemberg,	w17_d492e27961
und	w19_d492e27964
nahme	w21_d492e27967
allda	w23_d492e27970
sein	w25_d492e27974
Lager	w27_d492e27977
mit	w1_d492e27982
dem	w3_d492e27985
rechten	w5_d492e27988
Flügel	w7_d492e27991
an	w9_d492e27994
der	w11_d492e27997
Stadt,	w13_d492e28001
und	w15_d492e28004
mit	w17_d492e28007
dem	w19_d492e28010
linken	w21_d492e28013
an	w23_d492e28016
einem	w25_d492e28020
Wald.	w27_d492e28023
General	w29_d492e28026
Luzinsky	w31_d492e28029
beunruh	w1_d492e28034
bigte	w1_d492e28040
solchen	w3_d492e28043
auf	w5_d492e28046
dem	w7_d492e28049
Marsch,	w9_d492e28052
brachte	w11_d492e28055
etliche	w13_d492e28059
Gefangene	w15_d492e28062
ein,	w17_d492e28065
und	w19_d492e28068
lagerte	w21_d492e28071
sich	w23_d492e28074
bey	w25_d492e28078
Gallien.	w27_d492e28081
Die	w1_d492e28086
Armee	w3_d492e28089
setzte	w5_d492e28092
sich	w7_d492e28095
auch	w9_d492e28098
gleich	w11_d492e28101
darauf	w13_d492e28105
in	w15_d492e28108
Marsch,	w17_d492e28111
und	w19_d492e28114
nahme	w21_d492e28117
solchen	w23_d492e28120
über	w25_d492e28124
Görsdorf,	w27_d492e28127
postirte	w29_d492e28130
allda	w1_d492e28135
den	w3_d492e28138
Elster=fluß,	w5_d492e28141
und	w7_d492e28144
bezoge	w9_d492e28147
das	w11_d492e28150
Lager	w13_d492e28154
bey	w15_d492e28157
dem	w17_d492e28160
Dorf	w19_d492e28163
Elster,	w21_d492e28166
in	w23_d492e28169
welches	w25_d492e28173
das	w27_d492e28176
Haupt=quartier	w29_d492e28179
verleget	w1_d492e28184
wurde;	w3_d492e28187
General	w5_d492e28190
Kleefeld	w7_d492e28193
eotoyrte	w9_d492e28196
den	w11_d492e28199
Marsch	w13_d492e28203
der	w15_d492e28206
Armee	w17_d492e28209
an	w19_d492e28212
der	w21_d492e28215
rechten	w23_d492e28218
Flanc,	w25_d492e28222
und	w27_d492e28225
naßmne	w1_d492e28231
seine	w3_d492e28234
Stellung	w5_d492e28237
bey	w7_d492e28240
Leetza,	w9_d492e28243
wo	w11_d492e28246
zugleich	w13_d492e28250
auch	w15_d492e28253
selber	w17_d492e28256
Seyda,	w19_d492e28259
und	w21_d492e28262
Zanna	w23_d492e28265
besetzte:	w25_d492e28269
und	w27_d492e28272
da	w29_d492e28275
das	w1_d492e28280
Herzoglich=Würtembergische	w3_d492e28283
Corps	w5_d492e28286
eben	w7_d492e28289
selben	w9_d492e28292
Tag	w11_d492e28295
von	w13_d492e28299
Bretsch	w15_d492e28302
bis	w17_d492e28305
Wartenburg	w19_d492e28308
vor	w21_d492e28311
kückte;	w1_d492e28316
so	w3_d492e28319
wurden	w5_d492e28322
die	w7_d492e28325
bey	w9_d492e28328
Bretin	w11_d492e28331
geschlagene	w13_d492e28335
Brücken	w15_d492e28338
aufgehoben,	w17_d492e28341
nach	w19_d492e28344
Wartenburg	w21_d492e28347
heral	w23_d492e28350
kransportiret,	w1_d492e28355
und	w3_d492e28358
allda	w5_d492e28361
geschlagen.	w7_d492e28364
</p>
<p id="p10_d492e28367">
Den	w1_d492e28371
1.	w3_d492e28374
Octob.	w5_d492e28377
ware	w7_d492e28380
Rast=tag,	w9_d492e28383
und	w11_d492e28386
recognoscirte	w13_d492e28390
der	w15_d492e28393
command.	w17_d492e28396
Hr.	w19_d492e28399
General	w21_d492e28402
das	w23_d492e28405
feindl.	w25_d492e28409
Lager	w1_d492e28414
um	w3_d492e28417
die	w5_d492e28420
Festung	w7_d492e28423
Wittenberg,	w9_d492e28426
welche	w11_d492e28429
Recognoscirung	w13_d492e28433
zu	w15_d492e28436
bedecken	w17_d492e28439
6.	w19_d492e28442
Escadrons	w21_d492e28445
Cavallerie,	w23_d492e28448
und	w1_d492e28453
Hussaren	w3_d492e28456
vorruckten,	w5_d492e28459
und	w7_d492e28462
die	w9_d492e28465
feindl.	w11_d492e28468
Vor=Posten	w13_d492e28472
repoußiren	w15_d492e28475
musten.	w17_d492e28478
Bey	w19_d492e28481
Zuruckkunft	w21_d492e28484
des	w23_d492e28487
kommand.	w1_d492e28493
Hrn.	w3_d492e28496
Generalens	w5_d492e28499
wurden	w7_d492e28502
gleich	w9_d492e28505
alle	w11_d492e28508
Veranstaltungen	w13_d492e28512
gemacht,	w15_d492e28515
mit	w17_d492e28518
der	w19_d492e28521
Armee	w21_d492e28524
den	w23_d492e28527
underen	w1_d492e28532
Tag	w3_d492e28535
vorzurucken,	w5_d492e28538
das	w7_d492e28541
Lager	w9_d492e28544
auf	w11_d492e28547
denen	w13_d492e28551
Anhöhen	w15_d492e28554
vor	w17_d492e28557
Eipes	w19_d492e28560
zu	w21_d492e28563
occupiren,	w23_d492e28566
folglich	w25_d492e28570
den	w27_d492e28573
beind	w1_d492e28578
aus	w3_d492e28581
seiner	w5_d492e28584
zwar	w7_d492e28587
sehr	w9_d492e28590
vortheilhaften	w11_d492e28593
Position,	w13_d492e28597
welche	w15_d492e28600
er	w17_d492e28603
mit	w19_d492e28606
Redouten,	w21_d492e28609
Batterien,	w23_d492e28612
und	w25_d492e28616
2.	w27_d492e28619
verschanzten	w1_d492e28624
Dörfern	w3_d492e28627
bedecket	w5_d492e28630
hatte,	w7_d492e28633
zu	w9_d492e28636
vertreiben,	w11_d492e28639
auch	w13_d492e28643
wann	w15_d492e28646
möglich,	w17_d492e28649
ihme	w19_d492e28652
von	w21_d492e28655
dieser	w23_d492e28658
Seiten	w25_d492e28662
die	w1_d492e28668
Retrait	w3_d492e28671
gegen	w5_d492e28674
Berlin	w7_d492e28677
abzuschneiden.	w9_d492e28680
Jn	w11_d492e28683
dieser	w13_d492e28687
Absicht	w15_d492e28690
setzte	w17_d492e28693
sich	w19_d492e28696
die	w21_d492e28699
Armee	w23_d492e28702
</p>
<p id="p12_d492e28706">
Den	w1_d492e28710
2.	w3_d492e28713
mit	w5_d492e28716
Anbruch	w7_d492e28719
des	w9_d492e28722
Tags	w11_d492e28725
in	w13_d492e28729
2.	w15_d492e28732
Colonnen	w17_d492e28735
in	w19_d492e28738
Marsch;	w21_d492e28741
das	w23_d492e28744
Luzinskysche	w25_d492e28748
Corps	w27_d492e28751
for	w29_d492e28754
mitte	w1_d492e28759
die	w3_d492e28762
Avant=garde,	w5_d492e28765
und	w7_d492e28768
marschirte	w9_d492e28771
an	w11_d492e28774
der	w13_d492e28778
linken,	w15_d492e28781
dann	w17_d492e28784
General	w19_d492e28787
Kleefeld	w21_d492e28790
an	w23_d492e28793
der	w25_d492e28797
rechten	w27_d492e28800
Flant	w29_d492e28803
der	w1_d492e28808
Armee.	w3_d492e28811
Die	w5_d492e28814
feindl.	w7_d492e28817
Vor=posten	w9_d492e28820
wurden	w11_d492e28823
bey	w13_d492e28827
deren	w15_d492e28830
Anruckung	w17_d492e28833
zuruck	w19_d492e28836
getrieben.	w21_d492e28839
Jhre	w23_d492e28842
Caval	w25_d492e28846
meit	w1_d492e28852
unterstützte	w3_d492e28855
solche,	w5_d492e28858
und	w7_d492e28861
ruckte	w9_d492e28864
gegen	w11_d492e28867
das	w13_d492e28871
Luzinskysche	w15_d492e28874
Corps,	w17_d492e28877
wurde	w19_d492e28880
aber	w21_d492e28883
von	w23_d492e28886
dem	w25_d492e28890
Hrn.	w27_d492e28893
Ge	w29_d492e28896
dera	w1_d492e28901
Lizinsky	w3_d492e28904
mit	w5_d492e28907
dem	w7_d492e28910
Baranyaischen	w9_d492e28913
Hussaren	w11_d492e28916
und	w13_d492e28920
Anspachischen	w15_d492e28923
Dragoner=regiment	w17_d492e28926
des	w19_d492e28929
bräntischen	w1_d492e28934
Creißes,	w3_d492e28937
dann	w5_d492e28940
durch	w7_d492e28943
die	w9_d492e28946
Sachsen=gothaische	w11_d492e28949
Dragoner	w13_d492e28953
mit	w15_d492e28956
ungemeiner	w17_d492e28959
Bravour	w19_d492e28962
Mraquiret,	w1_d492e28967
und	w3_d492e28970
zuruck	w5_d492e28973
geschlagen,	w7_d492e28976
wobey	w9_d492e28979
verschiedene	w11_d492e28982
Gefangene	w13_d492e28986
eingebracht,	w15_d492e28989
auch	w17_d492e28992
31.	w19_d492e28995
Pferde	w21_d492e28998
</p>
<p id="p16_d492e29003">
erbeutet	w1_d492e29007
worden.	w3_d492e29010
Hierauf	w5_d492e29013
occupirte	w7_d492e29016
das	w9_d492e29019
diesseitige	w11_d492e29022
Grenadier=corps	w13_d492e29026
unter	w15_d492e29029
Commando	w17_d492e29032
des	w19_d492e29035
Ge	w21_d492e29038
nerals	w1_d492e29043
Guasco	w3_d492e29046
die	w5_d492e29049
Anhöhen,	w7_d492e29052
wurde	w9_d492e29055
auch	w11_d492e29058
von	w13_d492e29062
dem	w15_d492e29065
Hrn.	w17_d492e29068
General	w19_d492e29071
der	w21_d492e29074
Cavall.	w23_d492e29077
v.	w25_d492e29081
Haddick	w27_d492e29084
mit	w29_d492e29087
der	w31_d492e29090
ganzen	w1_d492e29095
Cavallerie	w3_d492e29098
unterstützet,	w5_d492e29101
die	w7_d492e29104
sammentl.	w9_d492e29107
Jnfanterie	w11_d492e29110
aber	w13_d492e29114
alsogleich	w15_d492e29117
von	w17_d492e29120
dem	w19_d492e29123
command.	w21_d492e29126
Ge	w23_d492e29129
neralen	w1_d492e29135
selbsten	w3_d492e29138
en	w5_d492e29141
Ordre	w7_d492e29144
de	w9_d492e29147
Bataille	w11_d492e29150
formiret,	w13_d492e29154
welcher	w15_d492e29157
dann	w17_d492e29160
mit	w19_d492e29163
dem	w21_d492e29166
Hrn.	w23_d492e29169
F.	w25_d492e29173
Z.	w27_d492e29176
M.	w29_d492e29179
Grafen	w31_d492e29182
v.	w33_d492e29185
Maquire,	w1_d492e29190
die	w3_d492e29193
verschiedene	w5_d492e29196
Attaquen	w7_d492e29199
zu	w9_d492e29202
souteniren,	w11_d492e29205
vorruckte.	w13_d492e29209
Die	w15_d492e29212
Canonade	w17_d492e29215
fienge	w19_d492e29218
bereits	w21_d492e29221
fruh	w23_d492e29224
um	w1_d492e29229
8.	w3_d492e29232
Uhr	w5_d492e29235
an,	w7_d492e29238
und	w9_d492e29241
ware	w11_d492e29244
von	w13_d492e29248
Seiten	w15_d492e29251
des	w17_d492e29254
Feindes	w19_d492e29257
aus	w21_d492e29260
denen	w23_d492e29263
Redouten	w25_d492e29267
und	w27_d492e29270
Batterien,	w29_d492e29273
welche	w31_d492e29276
sein	w1_d492e29281
Lager	w3_d492e29284
bedecket,	w5_d492e29287
sehr	w7_d492e29290
lebhaft,	w9_d492e29293
da	w11_d492e29296
er	w13_d492e29300
vorzüglich	w15_d492e29303
die	w17_d492e29306
diesseitige	w19_d492e29309
Trupen	w21_d492e29312
von	w23_d492e29315
der	w25_d492e29319
ihme	w27_d492e29322
gegen	w29_d492e29325
über	w31_d492e29328
genommenen	w1_d492e29334
Stellung	w3_d492e29337
zu	w5_d492e29340
delogiren	w7_d492e29343
suchte,	w9_d492e29346
allein	w11_d492e29349
sobald	w13_d492e29353
die	w15_d492e29356
diesseitige	w17_d492e29359
Artillerie	w19_d492e29362
aufgeführet	w21_d492e29365
ware,	w1_d492e29370
bliebe	w3_d492e29373
man	w5_d492e29376
ihme	w7_d492e29379
nichts	w9_d492e29382
schuldig,	w11_d492e29385
daß	w13_d492e29389
also	w15_d492e29392
die	w17_d492e29395
Canonade	w19_d492e29398
mit	w21_d492e29401
der	w23_d492e29404
äussersten	w25_d492e29408
Heftigkeit	w27_d492e29411
bis	w29_d492e29414
7.	w1_d492e29419
Uhr	w3_d492e29422
Abends	w5_d492e29425
continuirte:	w7_d492e29428
da	w9_d492e29431
aber	w11_d492e29434
das	w13_d492e29438
sehr	w15_d492e29441
coupirte	w17_d492e29444
Terrain,	w19_d492e29447
die	w21_d492e29450
viele	w23_d492e29453
Gräben	w25_d492e29457
und	w27_d492e29460
Marrast	w29_d492e29463
nicht	w1_d492e29468
zuliessen	w3_d492e29471
den	w5_d492e29474
Feind	w7_d492e29477
auf	w9_d492e29480
dieser	w11_d492e29483
Seiten	w13_d492e29487
mit	w15_d492e29490
Vortheil	w17_d492e29493
anzugreiffen,	w19_d492e29496
welcher	w21_d492e29499
noch	w23_d492e29502
über	w25_d492e29506
das	w27_d492e29509
durch	w1_d492e29515
das	w3_d492e29518
grobe	w5_d492e29521
Geschütz	w7_d492e29524
aus	w9_d492e29527
der	w11_d492e29530
Stadt	w13_d492e29534
unterstützet	w15_d492e29537
wurde;	w17_d492e29540
so	w19_d492e29543
ist	w21_d492e29546
der	w23_d492e29549
General	w25_d492e29553
Luzinsky	w27_d492e29556
beor	w29_d492e29559
dert	w1_d492e29564
worden,	w3_d492e29567
mit	w5_d492e29570
seinem	w7_d492e29573
Corps	w9_d492e29576
das	w11_d492e29579
feindl.	w13_d492e29583
Lager	w15_d492e29586
zu	w17_d492e29589
umgehen,	w19_d492e29592
um	w21_d492e29595
solchen	w23_d492e29598
in	w25_d492e29602
Rucken	w27_d492e29605
zu	w29_d492e29608
kommen	w31_d492e29611
wo	w1_d492e29616
zugleich	w3_d492e29619
die	w5_d492e29622
Armee	w7_d492e29625
sich	w9_d492e29628
nach	w11_d492e29631
Thunlichkeit	w13_d492e29635
rechts	w15_d492e29638
zoge,	w17_d492e29641
um	w19_d492e29644
ihme	w21_d492e29647
in	w23_d492e29650
die	w25_d492e29654
Flanc	w27_d492e29657
zu	w29_d492e29660
fallen.	w31_d492e29663
</p>
<p id="p18_d492e29666">
Die	w1_d492e29670
vielen	w3_d492e29673
Wälder	w5_d492e29676
und	w7_d492e29679
Defileen	w9_d492e29682
machten	w11_d492e29685
den	w13_d492e29689
Zug	w15_d492e29692
überaus	w17_d492e29695
langsam	w19_d492e29698
und	w21_d492e29701
beschwerlich,	w23_d492e29704
und	w25_d492e29708
da	w1_d492e29713
der	w3_d492e29716
Feind	w5_d492e29719
seinen	w7_d492e29722
Rucken,	w9_d492e29725
und	w11_d492e29728
Flanc	w13_d492e29732
zu	w15_d492e29735
decken,	w17_d492e29738
die	w19_d492e29741
2.	w21_d492e29744
Dörfer	w23_d492e29747
Teuchel	w25_d492e29751
und	w27_d492e29754
Dobin	w29_d492e29757
retranschi	w31_d492e29760
ret,	w1_d492e29765
auch	w3_d492e29768
den	w5_d492e29771
von	w7_d492e29774
dem	w9_d492e29777
ersten	w11_d492e29780
Dorf	w13_d492e29784
ligenden	w15_d492e29787
Berg	w17_d492e29790
mit	w19_d492e29793
Trupen	w21_d492e29796
und	w23_d492e29799
Artillerie	w25_d492e29803
wol	w27_d492e29806
besetzet	w29_d492e29809
hatte,	w31_d492e29812
so	w1_d492e29818
thate	w3_d492e29821
er	w5_d492e29824
einen	w7_d492e29827
so	w9_d492e29830
hartnäckigen	w11_d492e29833
Widerstand,	w13_d492e29837
daß	w15_d492e29840
er	w17_d492e29843
nicht	w19_d492e29846
ehe,	w21_d492e29849
als	w23_d492e29852
mit	w25_d492e29856
der	w27_d492e29859
sinkenden	w29_d492e29862
Nacht	w31_d492e29865
aus	w33_d492e29868
allen	w1_d492e29873
seinen	w3_d492e29876
Vortheilen	w5_d492e29879
gänzlich	w7_d492e29882
vertrieben,	w9_d492e29885
vollkommen	w11_d492e29888
in	w13_d492e29892
die	w15_d492e29895
Flucht	w17_d492e29898
geschlagen,	w19_d492e29901
zugleich	w21_d492e29904
aber	w23_d492e29907
ihme	w1_d492e29912
die	w3_d492e29915
Retraite	w5_d492e29918
nacher	w7_d492e29921
Berlin	w9_d492e29924
von	w11_d492e29927
dieser	w13_d492e29931
Seiten	w15_d492e29934
abgeschnitten,	w17_d492e29937
und	w19_d492e29940
er	w21_d492e29943
seinen	w23_d492e29946
Ruck=zug	w25_d492e29950
nach	w1_d492e29955
Caswig	w3_d492e29958
in	w5_d492e29961
der	w7_d492e29964
Magdeburger	w9_d492e29967
strassen	w11_d492e29970
zu	w13_d492e29974
nehmen	w15_d492e29977
gezwungen	w17_d492e29980
wurde;	w19_d492e29983
wobey	w21_d492e29986
er	w23_d492e29989
dann	w25_d492e29993
die	w27_d492e29996
ob	w29_d492e29999
gedachte	w1_d492e30005
2.	w3_d492e30008
Dörfer	w5_d492e30011
Teuchel	w7_d492e30014
und	w9_d492e30017
Dobin,	w11_d492e30020
wie	w13_d492e30024
auch	w15_d492e30027
die	w17_d492e30030
Vorstadt	w19_d492e30033
von	w21_d492e30036
Wittenberg	w23_d492e30039
in	w25_d492e30043
Brand	w27_d492e30046
geste	w29_d492e30049
cket	w1_d492e30054
hat.	w3_d492e30057
Es	w5_d492e30060
hat	w7_d492e30063
auch	w9_d492e30066
hiebey	w11_d492e30069
das	w13_d492e30073
Herzog	w15_d492e30076
Würtembergische	w17_d492e30079
Corps,	w19_d492e30082
so	w21_d492e30085
Tags	w23_d492e30088
vorhero	w25_d492e30092
nach	w27_d492e30095
Gra	w29_d492e30098
ta	w1_d492e30103
vorgerucket	w3_d492e30106
ware,	w5_d492e30109
dann	w7_d492e30112
der	w9_d492e30115
Obrist	w11_d492e30118
Zettwitz	w13_d492e30122
mit	w15_d492e30125
seinem	w17_d492e30128
Commando	w19_d492e30131
den	w21_d492e30134
Feind	w23_d492e30137
nicht	w25_d492e30141
allein	w27_d492e30144
wah	w29_d492e30147
render	w1_d492e30152
Action	w3_d492e30155
von	w5_d492e30158
dem	w7_d492e30161
jenseitigen	w9_d492e30164
Ufer	w11_d492e30167
der	w13_d492e30171
Elbe	w15_d492e30174
durch	w17_d492e30177
beständiges	w19_d492e30180
Canoniren	w21_d492e30183
vielen	w23_d492e30186
Abbruch	w25_d492e30190
gethan,	w27_d492e30193
son	w29_d492e30196
dern	w1_d492e30202
es	w3_d492e30205
haben	w5_d492e30208
Se.	w7_d492e30211
Durchl.	w9_d492e30214
der	w11_d492e30217
Herzog	w13_d492e30221
800.	w15_d492e30224
Pferde	w17_d492e30227
von	w19_d492e30230
der	w21_d492e30233
Cavallerie	w23_d492e30236
durch	w25_d492e30240
die	w27_d492e30243
Elbe	w29_d492e30246
setzen	w31_d492e30249
lassen,	w33_d492e30252
welche	w35_d492e30255
der	w37_d492e30259
feindlichen	w1_d492e30264
Cavallerie	w3_d492e30267
mit	w5_d492e30270
ungemeiner	w7_d492e30273
Bravour	w9_d492e30276
in	w11_d492e30279
Rucken	w13_d492e30283
gefallen,	w15_d492e30286
viele	w17_d492e30289
niedergehauen,	w19_d492e30292
und	w21_d492e30295
eine	w23_d492e30298
ansehn	w25_d492e30302
liche	w1_d492e30307
Menge	w3_d492e30310
Gefangene	w5_d492e30313
gemacht,	w7_d492e30316
dabey	w9_d492e30319
auch	w11_d492e30322
1.	w13_d492e30326
Officiers	w15_d492e30329
nebst	w17_d492e30332
20.	w19_d492e30335
Mann	w21_d492e30338
todt,	w23_d492e30341
dann	w25_d492e30345
3.	w27_d492e30348
Officiers,	w29_d492e30351
und	w31_d492e30354
eben	w33_d492e30357
ungefehr	w1_d492e30362
so	w3_d492e30365
viele	w5_d492e30368
Gemeine	w7_d492e30371
bleßirte	w9_d492e30374
bekommen,	w11_d492e30377
wie	w13_d492e30381
dann	w15_d492e30384
der	w17_d492e30387
Obrist	w19_d492e30390
Zettwitz	w21_d492e30393
ebenfells	w23_d492e30396
einige	w25_d492e30400
Croaten	w27_d492e30403
durch	w29_d492e30406
die	w1_d492e30412
Elbe	w3_d492e30415
schwimmen	w5_d492e30418
lassen,	w7_d492e30421
so	w9_d492e30424
etliche	w11_d492e30427
jenseits	w13_d492e30431
gestandene	w15_d492e30434
Schiffe	w17_d492e30437
herüber	w19_d492e30440
gebracht,	w21_d492e30443
mit	w23_d492e30446
welchen	w25_d492e30450
sodann	w27_d492e30453
400.	w29_d492e30456
Croaten	w1_d492e30461
herüber	w3_d492e30464
gesetzet,	w5_d492e30467
und	w7_d492e30470
dem	w9_d492e30473
Feind	w11_d492e30476
nicht	w13_d492e30480
geringen	w15_d492e30483
Schaden	w17_d492e30486
zugefüget,	w19_d492e30489
alle	w21_d492e30492
Trupen	w23_d492e30495
diesseitiger	w25_d492e30499
Armee	w27_d492e30502
haben	w1_d492e30507
das	w3_d492e30510
über	w5_d492e30513
11.	w7_d492e30516
Stunden	w9_d492e30519
angehaltene	w11_d492e30522
sehr	w13_d492e30526
starke	w15_d492e30529
Canonen	w17_d492e30532
feuer	w19_d492e30535
mit	w21_d492e30538
ungemeiner	w23_d492e30541
Bravour	w25_d492e30545
und	w27_d492e30548
Standhaf	w29_d492e30551
tigkeit	w1_d492e30556
ausgehalten,	w3_d492e30559
auch	w5_d492e30562
alle	w7_d492e30565
Manöuvres	w9_d492e30568
unter	w11_d492e30571
dem	w13_d492e30575
starkesten	w15_d492e30578
Feuer	w17_d492e30581
mit	w19_d492e30584
gröster	w21_d492e30587
Contenance	w23_d492e30590
und	w25_d492e30594
Ordnung	w27_d492e30597
bewürket,	w1_d492e30603
wie	w3_d492e30606
sich	w5_d492e30609
dann	w7_d492e30612
vorzüglich	w9_d492e30615
das	w11_d492e30618
Luzinskysche	w13_d492e30622
und	w15_d492e30625
das	w17_d492e30628
Grenadier=corps,	w19_d492e30631
das	w21_d492e30634
Baranyaische	w23_d492e30637
Hussären	w25_d492e30641
und	w1_d492e30646
Anspachische	w3_d492e30649
Dragoner=regiment	w5_d492e30652
einen	w7_d492e30655
besonderen	w9_d492e30658
Ruhm	w11_d492e30661
erworben	w13_d492e30665
haben.	w15_d492e30668
Der	w17_d492e30671
Hr.	w19_d492e30674
F.	w21_d492e30677
M.	w23_d492e30680
L.	w25_d492e30684
Luzinoth	w27_d492e30687
hat	w1_d492e30692
durch	w3_d492e30695
seine	w5_d492e30698
Bravour	w7_d492e30701
und	w9_d492e30704
Conduite	w11_d492e30707
das	w13_d492e30711
Meiste	w15_d492e30714
zu	w17_d492e30717
diesem	w19_d492e30720
guten	w21_d492e30723
Erfolg	w23_d492e30726
beygetragen,	w25_d492e30730
dann	w27_d492e30733
hat	w29_d492e30736
sich	w31_d492e30739
der	w33_d492e30742
Fränkische	w1_d492e30747
General	w3_d492e30750
Wolfskehl,	w5_d492e30753
die	w7_d492e30756
Baranyaische	w9_d492e30759
und	w11_d492e30762
Anspachische	w13_d492e30766
Staabs=officiers,	w15_d492e30769
wie	w17_d492e30772
imgleichen	w19_d492e30775
derMu	w21_d492e30778
jor	w1_d492e30784
Gerliczy	w3_d492e30787
von	w5_d492e30790
denen	w7_d492e30793
Banalistischen	w9_d492e30796
Croaten	w11_d492e30799
ganz	w13_d492e30803
ausnehmend	w15_d492e30806
distinguiret,	w17_d492e30809
auch	w19_d492e30812
die	w21_d492e30815
Artillerie	w23_d492e30818
unter	w25_d492e30822
Com	w27_d492e30825
mando	w1_d492e30830
des	w3_d492e30833
K.	w5_d492e30836
K.	w7_d492e30839
Majors	w9_d492e30842
v.	w11_d492e30845
Grumbach	w13_d492e30849
ihren	w15_d492e30852
ohnehin	w17_d492e30855
so	w19_d492e30858
vielfälltig	w21_d492e30861
erworbenen	w23_d492e30864
Ruhm	w25_d492e30868
ungemein	w27_d492e30871
vergrossere,	w29_d492e30874
Der	w1_d492e30879
Gereral	w3_d492e30882
Weczey	w5_d492e30885
ist	w7_d492e30888
mit	w9_d492e30891
2.	w11_d492e30894
Hussaren=regimentern	w13_d492e30898
den	w15_d492e30901
Feind	w17_d492e30904
zu	w19_d492e30907
verfolgen,	w21_d492e30910
und	w23_d492e30913
der	w25_d492e30917
F.	w27_d492e30920
M.	w29_d492e30923
L.	w31_d492e30926
Lanthier	w33_d492e30929
mit	w1_d492e30934
2.	w3_d492e30937
Dragoner=regimentern	w5_d492e30940
solchen	w7_d492e30943
zu	w9_d492e30946
unterstützen	w11_d492e30949
nachgeschicket	w13_d492e30953
worden,	w15_d492e30956
wie	w17_d492e30959
dann	w19_d492e30962
noch	w21_d492e30965
in	w23_d492e30968
der	w25_d492e30972
Nacht	w27_d492e30975
dar	w29_d492e30978
Baranyaische	w1_d492e30984
Regiment	w3_d492e30987
in	w5_d492e30990
die	w7_d492e30993
feindlicht	w9_d492e30996
Bagage	w11_d492e30999
eingebrochen,	w13_d492e31003
und	w15_d492e31006
einen	w17_d492e31009
Theil	w19_d492e31012
davon	w21_d492e31015
erbeutet	w23_d492e31018
hat	w25_d492e31022
Die	w27_d492e31025
eigentliche	w1_d492e31030
Anzahl	w3_d492e31033
des	w5_d492e31036
feindlichen	w7_d492e31039
Verlust	w9_d492e31042
lasset	w11_d492e31045
sich	w13_d492e31049
nicht	w15_d492e31052
wol	w17_d492e31055
bestimmen,	w19_d492e31058
weilen	w21_d492e31061
ihre	w23_d492e31064
Bleßirte	w25_d492e31068
fast	w27_d492e31071
alle	w29_d492e31074
ober	w31_d492e31077
auf	w1_d492e31082
Wägen	w3_d492e31085
mitgeführet,	w5_d492e31088
oder	w7_d492e31091
in	w9_d492e31094
die	w11_d492e31097
Stadt	w13_d492e31101
Wittenberg	w15_d492e31104
hineingebracht	w17_d492e31107
worden,	w19_d492e31110
doch	w21_d492e31113
belauffer	w23_d492e31116
sich	w25_d492e31120
solcher	w27_d492e31123
allen	w1_d492e31128
glaubwürdigen	w3_d492e31131
Nachrichten	w5_d492e31134
zufolge	w7_d492e31137
über	w9_d492e31140
1000.	w11_d492e31143
Mann,	w13_d492e31147
der	w15_d492e31150
diesseitige	w17_d492e31153
hingegen	w19_d492e31156
wird	w21_d492e31159
nicht	w23_d492e31162
über	w25_d492e31166
300.	w27_d492e31169
Mann	w1_d492e31175
sich	w3_d492e31178
