<doc id="wr_1761-10-10" attrs="word" year="1761" month="10" day="10" corpus="2">
<head id="h2_d594e3279">
Schwedischer	w1_d594e3283
sie	w15_d594e28413
unsere	w17_d594e28416
Verwun	w19_d594e28419
dete,	w1_d594e28424
wovon	w3_d594e28427
der	w5_d594e28430
meiste	w7_d594e28433
Theil	w9_d594e28436
zu	w11_d594e28439
Zempin	w13_d594e28443
gelassen	w15_d594e28446
worden,	w17_d594e28449
gänzlich	w19_d594e28452
ausraubten.	w1_d594e28457
</p>
<p id="p14_d594e28460">
Die	w1_d594e28464
Feinde	w3_d594e28467
haben	w5_d594e28470
in	w7_d594e28473
dem	w9_d594e28476
Platz	w11_d594e28479
nicht	w13_d594e28483
mehr,	w15_d594e28486
dann	w17_d594e28489
ungefehr	w19_d594e28492
5000.	w21_d594e28495
Schäffel	w1_d594e28500
Korn,	w3_d594e28503
und	w5_d594e28506
die	w7_d594e28509
Cassa	w9_d594e28512
unserer	w11_d594e28515
2.	w13_d594e28519
Bataillonnen	w15_d594e28522
gefunden,	w17_d594e28525
wei	w19_d594e28528
len	w1_d594e28533
man	w3_d594e28536
vorhero	w5_d594e28539
noch	w7_d594e28542
Zeit	w9_d594e28545
gehabt	w11_d594e28548
hatte,	w13_d594e28552
die	w15_d594e28555
Proviant=cassa	w17_d594e28558
mit	w19_d594e28561
der	w21_d594e28564
Equipage	w1_d594e28570
des	w3_d594e28573
Brigadiers	w5_d594e28576
Cherepow	w7_d594e28579
in	w9_d594e28582
Sicherheit	w11_d594e28585
zu	w13_d594e28589
bringen.	w15_d594e28592
</p>
<p id="p16_d594e28595">
Wehrend	w1_d594e28599
dem	w3_d594e28602
Gefechte	w5_d594e28605
haben	w7_d594e28608
die	w9_d594e28611
Einwohnere	w11_d594e28614
einen	w13_d594e28618
verkapten	w15_d594e28621
Menschen,	w1_d594e28626
so	w3_d594e28629
sich	w5_d594e28632
beständig	w7_d594e28635
das	w9_d594e28638
Gesicht	w11_d594e28641
verdeckte,	w13_d594e28645
dem	w15_d594e28648
General	w17_d594e28651
Plat	w19_d594e28654
ten	w1_d594e28659
alle	w3_d594e28662
benöhtigte	w5_d594e28665
Zugänge	w7_d594e28668
anzeigend	w9_d594e28671
bemerket,	w11_d594e28674
er	w13_d594e28678
solle	w15_d594e28681
noch	w17_d594e28684
fünd	w19_d594e28687
andere	w1_d594e28693
auf	w3_d594e28696
gleiche	w5_d594e28699
Weise	w7_d594e28702
verkleidete	w9_d594e28705
Männer	w11_d594e28708
bey	w13_d594e28712
sich	w15_d594e28715
gehabt	w17_d594e28718
haben,	w19_d594e28721
man	w1_d594e28726
weiß	w3_d594e28729
aber	w5_d594e28732
noch	w7_d594e28735
nicht,	w9_d594e28738
wer	w11_d594e28741
diese	w13_d594e28745
Verrähter	w15_d594e28748
sollen	w17_d594e28751
gewesen	w19_d594e28754
seyn.	w21_d594e28757
</p>
<p id="p18_d594e28760">
Was	w1_d594e28764
übrigens	w3_d594e28767
das	w5_d594e28770
Magatzin	w7_d594e28773
bey	w9_d594e28776
Coblin	w11_d594e28779
anbelanget,	w13_d594e28783
so	w15_d594e28786
muß	w17_d594e28789
man	w19_d594e28792
zu	w1_d594e28797
wissen	w3_d594e28800
machen,	w5_d594e28803
daß	w7_d594e28806
sich	w9_d594e28809
das	w11_d594e28812
von	w13_d594e28816
denen	w15_d594e28819
Feinden	w17_d594e28822
aldahin	w19_d594e28825
detaschirte	w21_d594e28828
Hussaren=regiment	w1_d594e28833
erst	w3_d594e28836
dazumalen	w5_d594e28839
desselben	w7_d594e28842
bemeisteret,	w9_d594e28845
nachdeme	w11_d594e28848
un	w13_d594e28852
ser	w1_d594e28858
kleines	w3_d594e28861
zu	w5_d594e28864
desselben	w7_d594e28867
Bewachung	w9_d594e28870
aldaselbst	w11_d594e28873
zurück	w13_d594e28877
gelassenes	w15_d594e28880
Deta	w17_d594e28883
schement	w1_d594e28888
auf	w3_d594e28891
die	w5_d594e28894
noch	w7_d594e28897
bey	w9_d594e28900
Zeiten	w11_d594e28903
überkommene	w13_d594e28907
Nachricht	w15_d594e28910
von	w17_d594e28913
dem	w19_d594e28916
feindlichen	w1_d594e28921
Anmarsche	w3_d594e28924
von	w5_d594e28927
dannen	w7_d594e28930
abgezogen	w9_d594e28933
ware;	w11_d594e28936
der	w13_d594e28940
meiste	w15_d594e28943
Thei	w17_d594e28946
dieses	w1_d594e28951
Vorraht=hauses	w3_d594e28954
ist	w5_d594e28957
von	w7_d594e28960
denen	w9_d594e28963
Polacken	w11_d594e28966
geplünderet	w13_d594e28970
worden.	w15_d594e28973
</p>
<p id="p20_d594e28976">
Dieses	w1_d594e28980
ist	w3_d594e28983
die	w5_d594e28986
wahrhafte	w7_d594e28989
Beschaffenheit,	w9_d594e28992
und	w11_d594e28995
eigentliche	w13_d594e28999
Hergang	w15_d594e29002
dieses	w1_d594e29007
Zufalls,	w3_d594e29010
die	w5_d594e29013
Einwohnere	w7_d594e29016
von	w9_d594e29019
Gostynin,	w11_d594e29022
und	w13_d594e29026
der	w15_d594e29029
Capitain	w17_d594e29032
Bo	w19_d594e29035
latnikow,	w1_d594e29040
welcher	w3_d594e29043
bey	w5_d594e29046
dieser	w7_d594e29049
Gelegenheit	w9_d594e29052
eine	w11_d594e29055
Wunde	w13_d594e29059
bekommen,	w15_d594e29062
ist	w17_d594e29065
gleichermassen	w1_d594e29071
zu	w3_d594e29074
Kriegs=gefangen	w5_d594e29077
gemacht,	w7_d594e29080
und	w9_d594e29083
auf	w11_d594e29086
Parole	w1_d594e29091
entlassen	w3_d594e29094
worden.	w5_d594e29097
</p>
</doc>
