<doc id="wr_1757-07-27" attrs="word" year="1757" month="07" day="27" corpus="2">
<head id="h2_d164e3680">
London	w4_d164e3683
die	w1_d164e31199
Stadt	w3_d164e31202
abgeschicket,	w5_d164e31205
der	w7_d164e31208
General	w9_d164e31211
Schmetau,	w11_d164e31214
und	w13_d164e31218
Prinz	w15_d164e31221
von	w17_d164e31224
Braunschweig,	w19_d164e31227
so	w1_d164e31232
ehedeme	w3_d164e31235
in	w5_d164e31238
Holländischen	w7_d164e31241
Diensten	w9_d164e31244
gestanden,	w11_d164e31247
hingegen	w13_d164e31251
sich	w15_d164e31254
erkläret	w17_d164e31257
daß	w1_d164e31262
sie,	w3_d164e31265
wie	w5_d164e31268
es	w7_d164e31271
Soldaten	w9_d164e31274
zustünde,	w11_d164e31277
sich	w13_d164e31281
vertheidigen	w15_d164e31284
wolten;	w17_d164e31287
man	w19_d164e31290
ware	w21_d164e31293
dahero	w1_d164e31299
eben	w3_d164e31302
in	w5_d164e31305
möglichster	w7_d164e31308
Betreibung	w9_d164e31311
der	w11_d164e31314
Anstalten,	w13_d164e31318
um	w15_d164e31321
mit	w17_d164e31324
würklicher	w19_d164e31327
Beschiessung	w1_d164e31332
der	w3_d164e31335
Stadt	w5_d164e31338
den	w7_d164e31341
Anfang	w9_d164e31344
machen	w11_d164e31347
zu	w13_d164e31351
können,	w15_d164e31354
begriffen,	w17_d164e31357
als	w19_d164e31360
das	w21_d164e31363
bey	w1_d164e31368
Böhmisch=Leypa	w3_d164e31371
gestandene	w5_d164e31374
ganze	w7_d164e31377
feindliche	w9_d164e31380
Corps	w11_d164e31383
gegen	w13_d164e31387
5.	w15_d164e31390
Uhr	w17_d164e31393
Abends,	w1_d164e31398
nachdeme	w3_d164e31401
es	w5_d164e31404
bereits	w7_d164e31407
einige	w9_d164e31410
Täge	w11_d164e31413
in	w13_d164e31417
dem	w15_d164e31420
Gebürg	w17_d164e31423
marschieret,	w19_d164e31426
aus	w1_d164e31432
solchem	w3_d164e31435
bey	w5_d164e31438
Utterwit	w7_d164e31441
endlich	w9_d164e31444
hervorgebrochen,	w11_d164e31447
und	w13_d164e31451
nach	w15_d164e31454
gemachten	w17_d164e31457
verschiedenen	w1_d164e31462
Bewegungen	w3_d164e31465
sich	w5_d164e31468
der	w7_d164e31471
Stadt	w9_d164e31474
zimlich	w11_d164e31477
genäheret	w13_d164e31481
hat,	w15_d164e31484
ohne	w17_d164e31487
</p>
<p id="p10_d164e31500">
daß	w1_d164e31504
wegen	w3_d164e31507
deren	w5_d164e31510
zwischen	w7_d164e31513
beeden	w9_d164e31516
Arméen	w11_d164e31519
gelegenen	w13_d164e31523
vielen	w15_d164e31526
und	w17_d164e31529
grossen	w19_d164e31532
Ra	w21_d164e31535
vinen	w1_d164e31540
möglich	w3_d164e31543
gewesen,	w5_d164e31546
solches	w7_d164e31549
zu	w9_d164e31552
verhinderen.	w11_d164e31555
Es	w13_d164e31559
dörfte	w15_d164e31562
also	w17_d164e31565
demselben	w19_d164e31568
bey	w1_d164e31573
nunmehro	w3_d164e31576
eingebrochener	w5_d164e31579
Nacht,	w7_d164e31582
unerachtet	w9_d164e31585
deren	w11_d164e31588
diesseits	w13_d164e31592
veransta	w15_d164e31595
teten	w1_d164e31601
guten	w3_d164e31604
Gegen=vorkehrungen,	w5_d164e31607
wol	w7_d164e31610
gelingen,	w9_d164e31613
die	w11_d164e31616
Garnison	w13_d164e31620
von	w15_d164e31623
Littan	w17_d164e31626
an	w1_d164e31631
sich	w3_d164e31634
zu	w5_d164e31637
ziehen.	w7_d164e31640
Von	w9_d164e31643
dem	w11_d164e31646
General	w13_d164e31650
der	w15_d164e31653
Cavallerie	w17_d164e31656
Grafen	w19_d164e31659
von	w21_d164e31662
Na-	w23_d164e31665
dasdy	w1_d164e31670
ist	w3_d164e31673
eben	w5_d164e31676
jetzo	w7_d164e31679
der	w9_d164e31682
Bericht	w11_d164e31685
eingeloffen,	w13_d164e31689
daß	w15_d164e31692
der	w17_d164e31695
Feind	w19_d164e31698
auch	w21_d164e31701
bey	w23_d164e31704
Lei	w25_d164e31708
meritz	w1_d164e31713
sein	w3_d164e31716
Lager	w5_d164e31719
aufgehoben,	w7_d164e31722
die	w9_d164e31725
Elbe	w11_d164e31728
repassiret,	w13_d164e31732
und	w15_d164e31735
sich	w17_d164e31738
über	w19_d164e31741
Auß	w21_d164e31744
zuruck	w1_d164e31750
gezogen	w3_d164e31753
habe.	w5_d164e31756
</p>
<head id="h2_d164e31762">
Den	w1_d164e31766
23.	w3_d164e31769
Julii,	w5_d164e31772
eben	w7_d164e31775
alda.	w9_d164e31778
</head>
<p id="p4_d164e31781">
Das	w1_d164e31785
gestrige	w3_d164e31788
Journal	w5_d164e31791
hat	w7_d164e31794
die	w9_d164e31797
Maß=nehmungen	w11_d164e31800
bereits	w13_d164e31804
enthalten,	w15_d164e31807
so	w17_d164e31810
vor	w19_d164e31813
gekehret	w1_d164e31818
worden,	w3_d164e31821
um	w5_d164e31824
die	w7_d164e31827
Preußische	w9_d164e31830
starke	w11_d164e31833
Garnison	w13_d164e31837
zu	w15_d164e31840
Zittau	w17_d164e31843
zu	w19_d164e31846
baldigen	w1_d164e31851
Uber=gabe	w3_d164e31854
der	w5_d164e31857
Stadt	w7_d164e31860
zu	w9_d164e31863
bezwingen;	w11_d164e31866
und	w13_d164e31870
ob	w15_d164e31873
zwar	w17_d164e31876
die	w19_d164e31879
feindliche	w21_d164e31882
Trupen,	w1_d164e31888
welche	w3_d164e31891
seit	w5_d164e31894
ihrem	w7_d164e31897
Ab=marsche	w9_d164e31900
von	w11_d164e31903
Böhlnisch=Leypa	w13_d164e31907
mit	w15_d164e31910
grosser	w17_d164e31913
Beschwerlichkeit,	w1_d164e31918
und	w3_d164e31921
unter	w5_d164e31924
öfteren	w7_d164e31927
Anfällen	w9_d164e31930
der	w11_d164e31933
Kaiserl.	w13_d164e31937
Königl.	w15_d164e31940
leich	w17_d164e31943
ten	w1_d164e31948
Troupen	w3_d164e31951
durch	w5_d164e31954
das	w7_d164e31957
Gebürge	w9_d164e31960
sich	w11_d164e31963
gezogen,	w13_d164e31967
gestern	w15_d164e31970
Nachmittags	w17_d164e31973
be	w19_d164e31976
Uterwitz	w1_d164e31981
aus	w3_d164e31984
solchem	w5_d164e31987
hervor	w7_d164e31990
gebrochen,	w9_d164e31993
unter	w11_d164e31996
Begünstigung	w13_d164e32000
grosser	w15_d164e32003
Ra-	w17_d164e32006
vinen,	w1_d164e32012
welche	w3_d164e32015
ihm	w5_d164e32018
währendem	w7_d164e32021
Marsche	w9_d164e32024
beyzukommen	w11_d164e32027
verhindert	w13_d164e32031
haben,	w15_d164e32034
der	w1_d164e32039
Stadt	w3_d164e32042
Littau	w5_d164e32045
sich	w7_d164e32048
genäheret,	w9_d164e32051
hinter	w11_d164e32054
solchen	w13_d164e32058
Ravinen	w15_d164e32061
ein	w17_d164e32064
unzugängi	w19_d164e32067
ges	w1_d164e32072
Lager	w3_d164e32075
in	w5_d164e32078
einer	w7_d164e32081
Ligne	w9_d164e32084
mit	w11_d164e32087
einem	w13_d164e32091
kleinen	w15_d164e32094
Angel	w17_d164e32097
genommen,	w19_d164e32100
den	w21_d164e32103
rech	w23_d164e32106
ten	w1_d164e32111
Flügel	w3_d164e32114
fast	w5_d164e32117
an	w7_d164e32120
die	w9_d164e32123
Stadt	w11_d164e32126
angelehnet,	w13_d164e32130
den	w15_d164e32133
linken	w17_d164e32136
durch	w19_d164e32139
einen	w21_d164e32142
Nord	w23_d164e32145
wärts	w1_d164e32151
Zittau	w3_d164e32154
gelegenen	w5_d164e32157
Berg	w7_d164e32160
sicher	w9_d164e32163
gestellet,	w11_d164e32166
und	w13_d164e32170
einen	w15_d164e32173
Theil	w17_d164e32176
der	w19_d164e32179
Garni-	w21_d164e32182
son	w1_d164e32187
in	w3_d164e32190
abgewichener	w5_d164e32193
Nacht	w7_d164e32196
an	w9_d164e32199
sich	w11_d164e32202
gezogen	w13_d164e32206
habe;	w15_d164e32209
so	w17_d164e32212
ändert	w19_d164e32215
doch	w21_d164e32218
all	w23_d164e32221
dieses	w1_d164e32226
die	w3_d164e32229
Gestalt	w5_d164e32232
der	w7_d164e32235
Sachen	w9_d164e32238
keineswegs,	w11_d164e32241
vielmehr	w13_d164e32245
hat	w15_d164e32248
man	w17_d164e32251
aus	w19_d164e32254
wahrer	w21_d164e32257
Kriegs=raison,	w1_d164e32262
und	w3_d164e32265
um	w5_d164e32268
zu	w7_d164e32271
verhinderen,	w9_d164e32274
damit	w11_d164e32277
das	w13_d164e32281
Preußische	w15_d164e32284
Corps	w17_d164e32287
die	w19_d164e32290
Subsistenz	w1_d164e32296
aus	w3_d164e32299
dem	w5_d164e32302
Zittauer=magazin	w7_d164e32305
nicht	w9_d164e32308
erholen,	w11_d164e32311
und	w13_d164e32315
in	w15_d164e32318
der	w17_d164e32321
erleiden	w19_d164e32324
den	w1_d164e32329
grossen	w3_d164e32332
Noht	w5_d164e32335
sich	w7_d164e32338
darmit	w9_d164e32341
nicht	w11_d164e32344
aushelfen	w13_d164e32348
könne,	w15_d164e32351
heut	w17_d164e32354
fruh	w19_d164e32357
den	w21_d164e32360
Ort	w23_d164e32363
zu	w25_d164e32367
canoniren,	w1_d164e32372
dann	w3_d164e32375
mit	w5_d164e32378
Werfung	w7_d164e32381
der	w9_d164e32384
Haubitzen=grenaden	w11_d164e32387
zu	w13_d164e32391
beängstigen	w15_d164e32394
angefangen,	w1_d164e32399
somit	w3_d164e32402
den	w5_d164e32405
darin	w7_d164e32408
befindlichen	w9_d164e32411
grossen	w11_d164e32414
Naturalien=vorrat	w13_d164e32418
wurk	w15_d164e32421
lich	w1_d164e32427
in	w3_d164e32430
Brand	w5_d164e32433
gestecket.	w7_d164e32436
</p>
<p id="p6_d164e32439">
Die	w1_d164e32443
Kaiserl.	w3_d164e32446
Königl.	w5_d164e32449
Armée	w7_d164e32452
hat	w9_d164e32455
seit	w11_d164e32458
gestern,	w13_d164e32462
und	w15_d164e32465
seit	w17_d164e32468
der	w19_d164e32471
Ankunft	w21_d164e32474
des	w1_d164e32479
Preußischen	w3_d164e32482
Corps	w5_d164e32485
die	w7_d164e32488
Lage	w9_d164e32491
dergestalten	w11_d164e32494
genommen,	w13_d164e32498
daß	w15_d164e32501
sie	w17_d164e32504
nicht	w19_d164e32507
nur	w1_d164e32512
dem	w3_d164e32515
feindlichen	w5_d164e32518
Corps	w7_d164e32521
Fronte	w9_d164e32524
machet,	w11_d164e32527
sondern	w13_d164e32531
auch	w15_d164e32534
Zittau	w17_d164e32537
in	w19_d164e32540
denen	w21_d164e32543
übrigen	w1_d164e32549
Theilen	w3_d164e32552
des	w5_d164e32555
Umkreises	w7_d164e32558
einschliesset;	w9_d164e32561
wobey	w11_d164e32564
das	w13_d164e32568
Beckische	w15_d164e32571
Com-	w17_d164e32574
mando	w1_d164e32579
dem	w3_d164e32582
Feind	w5_d164e32585
gleichsam	w7_d164e32588
im	w9_d164e32591
Rucken	w11_d164e32594
stehet,	w13_d164e32598
folgsam	w15_d164e32601
ist	w17_d164e32604
solchem	w19_d164e32607
kein	w21_d164e32610
anderer	w1_d164e32615
Weeg	w3_d164e32618
zum	w5_d164e32621
Ab=marche,	w7_d164e32624
als	w9_d164e32627
jener	w11_d164e32630
übrig,	w13_d164e32634
durch	w15_d164e32637
welchen	w17_d164e32640
er	w19_d164e32643
sich	w21_d164e32646
hinter	w1_d164e32651
denen	w3_d164e32654
Ravinen	w5_d164e32657
der	w7_d164e32660
Stadt	w9_d164e32663
genäheret	w11_d164e32666
hat,	w13_d164e32670
und	w15_d164e32673
dörfte	w17_d164e32676
auch	w19_d164e32679
dahin	w21_d164e32682
die	w1_d164e32688
Ruck=ziehung	w3_d164e32691
nach	w5_d164e32694
allen	w7_d164e32697
Anstalten,	w9_d164e32700
welche	w11_d164e32703
man	w13_d164e32707
vorzukehren	w15_d164e32710
beschätz	w17_d164e32713
tiget	w1_d164e32718
ist	w3_d164e32721
ziemlich	w5_d164e32724
schwer	w7_d164e32727
gemacht	w9_d164e32730
werden.	w11_d164e32733
</p>
<p id="p12_d164e32747">
Um	w1_d164e32751
ferner	w3_d164e32754
dasjenige	w5_d164e32757
nachzutragen,	w7_d164e32760
was	w9_d164e32763
von	w11_d164e32766
denen	w13_d164e32770
Harzelirungen,	w15_d164e32773
welche	w1_d164e32778
der	w3_d164e32781
Feind	w5_d164e32784
auf	w7_d164e32787
dem	w9_d164e32790
Marche	w11_d164e32793
im	w13_d164e32797
Gebürge	w15_d164e32800
von	w17_d164e32803
diesseitigen	w19_d164e32806
leichten	w1_d164e32811
Troupen	w3_d164e32814
erlitten	w5_d164e32817
hat,	w7_d164e32820
noch	w9_d164e32823
bekannt	w11_d164e32826
worden	w13_d164e32830
ist,	w15_d164e32833
so	w17_d164e32836
wird	w19_d164e32839
alhier	w21_d164e32842
beygerucket,	w1_d164e32848
daß	w3_d164e32851
bey	w5_d164e32854
der	w7_d164e32857
von	w9_d164e32860
denen	w11_d164e32863
Gradiscanern	w13_d164e32867
und	w15_d164e32870
Sluinern	w17_d164e32873
vorge	w19_d164e32876
nommenen	w1_d164e32881
Attaque	w3_d164e32884
feindlicher	w5_d164e32887
Seits	w7_d164e32890
200.	w9_d164e32893
Todte,	w11_d164e32896
und	w13_d164e32900
gegen	w15_d164e32903
dreymal	w17_d164e32906
so	w1_d164e32911
viel	w3_d164e32914
Blessirte	w5_d164e32917
beobachtet,	w7_d164e32920
sofort	w9_d164e32923
in	w11_d164e32926
zweymal	w13_d164e32930
24.	w15_d164e32933
Stunden	w17_d164e32936
1600.	w19_d164e32939
Deser-	w21_d164e32942
teurs,	w1_d164e32947
so	w3_d164e32950
bey	w5_d164e32953
denen	w7_d164e32956
Vor=posten	w9_d164e32959
passiret	w11_d164e32962
seynd,	w13_d164e32966
vermerket;	w15_d164e32969
auf	w17_d164e32972
unserer	w19_d164e32975
Seite	w1_d164e32981
aber	w3_d164e32984
nur	w5_d164e32987
43.	w7_d164e32990
Köpfe	w9_d164e32993
so	w11_d164e32996
todt	w13_d164e33000
als	w15_d164e33003
blessirte	w17_d164e33006
zusammen	w19_d164e33009
gezehlet,	w21_d164e33012
hier	w23_d164e33015
nächst	w1_d164e33020
22.	w3_d164e33023
Preußische	w5_d164e33026
Kriegs	w7_d164e33029
gefangene	w9_d164e33032
eingebracht,	w11_d164e33035
3.	w13_d164e33039
Canonen	w15_d164e33042
erobert,	w17_d164e33045
und	w1_d164e33050
bey	w3_d164e33053
der	w5_d164e33056
grossen	w7_d164e33059
Zahl	w9_d164e33062
Bagage-wägen	w11_d164e33065
eine	w13_d164e33069
beträchtliche	w15_d164e33072
Beute	w17_d164e33075
gemacht	w19_d164e33078
worden.	w1_d164e33083
Die	w3_d164e33086
Wahrheit	w5_d164e33089
der	w7_d164e33092
Desertion	w9_d164e33095
bestättiget	w11_d164e33098
sich	w13_d164e33102
andurch,	w15_d164e33105
weilen	w17_d164e33108
seit	w1_d164e33114
dem	w3_d164e33117
20,	w5_d164e33120
bis	w7_d164e33123
23ten	w9_d164e33126
Dieses	w11_d164e33129
ungefehr	w13_d164e33133
1100.	w15_d164e33136
Ausreisser	w17_d164e33139
in	w19_d164e33142
das	w21_d164e33145
Haupt	w23_d164e33148
quartier	w1_d164e33153
angekommen,	w3_d164e33156
und	w5_d164e33159
weiters	w7_d164e33162
verwiesen	w9_d164e33165
worden,	w11_d164e33168
ohne	w13_d164e33172
hiebey	w15_d164e33175
einzu	w17_d164e33178
rechnen,	w1_d164e33183
was	w3_d164e33186
auf	w5_d164e33189
denen	w7_d164e33192
Seiten,	w9_d164e33195
und	w11_d164e33198
den	w13_d164e33202
geraden	w15_d164e33205
Weeg	w17_d164e33208
nacher	w19_d164e33211
Prag	w21_d164e33214
abgegangen	w1_d164e33219
ist;	w3_d164e33222
sammentliche	w5_d164e33225
Deserteurs	w7_d164e33228
beschweren	w9_d164e33231
sich,	w11_d164e33234
daß	w13_d164e33238
es	w15_d164e33241
ihnen	w17_d164e33244
einige	w1_d164e33250
Täge	w3_d164e33253
an	w5_d164e33256
Brod	w7_d164e33259
gefehlet,	w9_d164e33262
und	w11_d164e33265
man	w13_d164e33269
sie	w15_d164e33272
immer	w17_d164e33275
mit	w19_d164e33278
der	w21_d164e33281
Hofnung	w23_d164e33284
ge	w25_d164e33288
tröstet	w1_d164e33293
hätte,	w3_d164e33296
was	w5_d164e33299
massen	w7_d164e33302
es	w9_d164e33305
ihnen	w11_d164e33308
zu	w13_d164e33312
Zittau	w15_d164e33315
reichlich	w17_d164e33318
würde	w19_d164e33321
abgegeben	w21_d164e33324
werden;	w1_d164e33329
unter	w3_d164e33332
denenselben	w5_d164e33335
befinden	w7_d164e33338
sich,	w9_d164e33341
wann	w11_d164e33344
man	w13_d164e33348
die	w15_d164e33351
Regimenter	w17_d164e33354
in	w19_d164e33357
Vergleich	w1_d164e33362
setzet,	w3_d164e33365
von	w5_d164e33368
dem	w7_d164e33371
Regiment	w9_d164e33374
des	w11_d164e33377
Prinzens	w13_d164e33381
von	w15_d164e33384
Preussen	w17_d164e33387
die	w19_d164e33390
mei	w21_d164e33393
sten,	w1_d164e33399
und	w3_d164e33402
zwar	w5_d164e33405
lauter	w7_d164e33408
auserlösene	w9_d164e33411
Leute,	w11_d164e33414
so	w13_d164e33418
allein	w15_d164e33421
neu	w17_d164e33424
montiret	w19_d164e33427
seynd,	w21_d164e33430
und	w23_d164e33433
wovon	w1_d164e33438
die	w3_d164e33441
Kleinesten	w5_d164e33444
5.	w7_d164e33447
Schuh	w9_d164e33450
und	w11_d164e33453
8.	w13_d164e33457
Zoll	w15_d164e33460
in	w17_d164e33463
der	w19_d164e33466
Maß	w21_d164e33469
übersteigen	w23_d164e33472
</p>
<p id="p14_d164e33475">
Ein	w1_d164e33479
Obrist	w3_d164e33482
wacht=meister	w5_d164e33485
Namens	w7_d164e33488
Barco,	w9_d164e33491
von	w11_d164e33494
dem	w13_d164e33498
Odonellischen	w15_d164e33501
Cuirassier-regiment,	w1_d164e33506
welcher	w3_d164e33509
den	w5_d164e33512
Feind	w7_d164e33515
mit	w9_d164e33518
einem	w11_d164e33521
Commando	w13_d164e33525
an	w15_d164e33528
dem	w17_d164e33531
Ge	w19_d164e33534
bürg	w1_d164e33539
ebenfalls	w3_d164e33542
cotoiret	w5_d164e33545
hat,	w7_d164e33548
berichtete	w9_d164e33551
noch	w11_d164e33554
unterm	w13_d164e33558
21.	w15_d164e33561
von	w17_d164e33564
der	w19_d164e33567
Anhöhe	w21_d164e33570
des	w23_d164e33573
Kaltenbergs,	w1_d164e33579
daß	w3_d164e33582
er	w5_d164e33585
100.	w7_d164e33588
Mann	w9_d164e33591
hätte	w11_d164e33594
absetzen	w13_d164e33598
lassen,	w15_d164e33601
welche	w17_d164e33604
dem	w19_d164e33607
Feind	w21_d164e33610
ebenfalls	w1_d164e33615
eine	w3_d164e33618
Anzahl	w5_d164e33621
Wägen	w7_d164e33624
abgejaget;	w9_d164e33627
es	w11_d164e33630
solle	w13_d164e33634
aber	w15_d164e33637
Besage	w17_d164e33640
des	w19_d164e33643
Rapports	w21_d164e33646
der	w1_d164e33651
Feind	w3_d164e33654
bey	w5_d164e33657
400.	w7_d164e33660
Wägen,	w9_d164e33663
welche	w11_d164e33666
ihm	w13_d164e33670
fortzubringen	w15_d164e33673
nicht	w17_d164e33676
thunlich	w19_d164e33679
geschie	w21_d164e33682
nen,	w1_d164e33687
selbst	w3_d164e33690
verbrennet,	w5_d164e33693
und	w7_d164e33696
hiernächst	w9_d164e33699
viele	w11_d164e33702
Pontons	w13_d164e33706
durchlöchert,	w15_d164e33709
somit	w17_d164e33712
in	w19_d164e33715
Stich,	w1_d164e33721
und	w3_d164e33724
einen	w5_d164e33727
Theil	w7_d164e33730
davon	w9_d164e33733
schon	w11_d164e33736
zu	w13_d164e33740
Kamnitz	w15_d164e33743
zuruckgelassen	w17_d164e33746
haben.	w19_d164e33749
</p>
<p id="p16_d164e33752">
Vermöge	w1_d164e33756
letzterer	w3_d164e33759
Nachrichten	w5_d164e33762
hat	w7_d164e33765
der	w9_d164e33768
Feind	w11_d164e33771
bey	w13_d164e33775
Leitmeritz	w15_d164e33778
schon	w17_d164e33781
den	w1_d164e33786
20.	w3_d164e33789
dieses	w5_d164e33792
unter	w7_d164e33795
einer	w9_d164e33798
zahlreichen	w11_d164e33801
Bedeckung	w13_d164e33805
viele	w15_d164e33808
Bagage	w17_d164e33811
nacher	w19_d164e33814
Sach	w21_d164e33817
sen	w1_d164e33822
abgeschicket,	w3_d164e33825
weshalben	w5_d164e33828
der	w7_d164e33831
Kaiserl.	w9_d164e33834
Königl.	w11_d164e33837
Obrist	w13_d164e33841
von	w15_d164e33844
Laudon	w17_d164e33847
mit	w19_d164e33850
seiner	w1_d164e33856
Mannschaft	w3_d164e33859
sich	w5_d164e33862
in	w7_d164e33865
das	w9_d164e33868
Kulmer=gebürg	w11_d164e33871
begeben,	w13_d164e33875
um	w15_d164e33878
von	w17_d164e33881
dort	w19_d164e33884
aus	w21_d164e33887
demselben	w1_d164e33892
nach	w3_d164e33895
aller	w5_d164e33898
Thunlichkeit	w7_d164e33901
bey	w9_d164e33904
der	w11_d164e33907
Ruckziehung	w13_d164e33911
Abbruch	w15_d164e33914
zuzufügen;	w17_d164e33917
und	w1_d164e33922
da	w3_d164e33925
folgenden	w5_d164e33928
Morgen	w7_d164e33931
noch	w9_d164e33934
vor	w11_d164e33937
Anbruch	w13_d164e33941
des	w15_d164e33944
Tags	w17_d164e33947
das	w19_d164e33950
Preußische	w21_d164e33953
La	w23_d164e33956
ger	w1_d164e33961
bey	w3_d164e33964
Dirnova	w5_d164e33967
aufgehoben,	w7_d164e33970
über	w9_d164e33973
die	w11_d164e33976
Brucke	w13_d164e33980
zu	w15_d164e33983
Leitmeritz	w17_d164e33986
sich	w19_d164e33989
zuruckgezo	w21_d164e33992
gen,	w1_d164e33998
und	w3_d164e34001
solche	w5_d164e34004
verbrennet,	w7_d164e34007
sodann	w9_d164e34010
links	w11_d164e34013
der	w13_d164e34017
Elbe	w15_d164e34020
sich	w17_d164e34023
wiederum	w19_d164e34026
gelagert	w21_d164e34029
worden;	w1_d164e34034
so	w3_d164e34037
hat	w5_d164e34040
der	w7_d164e34043
General	w9_d164e34046
der	w11_d164e34049
Cavallerie	w13_d164e34053
Graf	w15_d164e34056
von	w17_d164e34059
Nadasdy	w19_d164e34062
sogleich	w21_d164e34065
ei	w23_d164e34068
nige	w1_d164e34073
Hussaren	w3_d164e34076
über	w5_d164e34079
die	w7_d164e34082
Elbe,	w9_d164e34085
um	w11_d164e34088
andurch	w13_d164e34092
die	w15_d164e34095
dortige	w17_d164e34098
Positition	w19_d164e34101
zu	w21_d164e34104
beunru	w23_d164e34107
Bigen,	w1_d164e34112
schwimmen	w3_d164e34115
lassen,	w5_d164e34118
sofort	w7_d164e34121
den	w9_d164e34124
General	w11_d164e34127
Grafen	w13_d164e34131
von	w15_d164e34134
Draskowire	w17_d164e34137
nebst	w19_d164e34140
</p>
<p id="p20_d164e34145">
Infanterie	w1_d164e34149
und	w3_d164e34152
Hussaren	w5_d164e34155
nacher	w7_d164e34158
Schreckstein	w9_d164e34161
mit	w11_d164e34164
der	w13_d164e34168
Ordre,	w15_d164e34171
die	w17_d164e34174
Garvidr	w19_d164e34177
daselbst	w1_d164e34182
zur	w3_d164e34185
Ubergab	w5_d164e34188
zu	w7_d164e34191
zwingen,	w9_d164e34194
detachiret,	w11_d164e34197
auch	w13_d164e34201
den	w15_d164e34204
Obristen	w17_d164e34207
von	w19_d164e34210
Landen	w21_d164e34213
in	w1_d164e34218
etwas	w3_d164e34221
verstärket.	w5_d164e34224
Wiederholter	w7_d164e34227
General	w9_d164e34230
der	w11_d164e34233
Cavallerie	w13_d164e34237
Graf	w15_d164e34240
von	w17_d164e34243
N.	w19_d164e34246
dasdy	w1_d164e34252
hat	w3_d164e34255
sodann	w5_d164e34258
seinen	w7_d164e34261
Marsche	w9_d164e34264
nacher	w11_d164e34267
Tetschen,	w13_d164e34271
wo	w15_d164e34274
eine	w17_d164e34277
feindliche	w19_d164e34280
Be	w21_d164e34283
satzung	w1_d164e34288
von	w3_d164e34291
1000.	w5_d164e34294
Mann	w7_d164e34297
befindlich	w9_d164e34300
ist,	w11_d164e34303
gerichtet,	w13_d164e34307
dahingegen	w15_d164e34310
ist	w17_d164e34313
die	w19_d164e34316
Prei	w21_d164e34319
sische	w1_d164e34324
Armée	w3_d164e34327
gestern	w5_d164e34330
wiederum	w7_d164e34333
aufgebrochen,	w9_d164e34336
und	w11_d164e34339
hat	w13_d164e34343
den	w15_d164e34346
Weeg	w17_d164e34349
längs	w19_d164e34352
de	w21_d164e34355
Elbe,	w1_d164e34360
folgsam	w3_d164e34363
gegen	w5_d164e34366
Außig	w7_d164e34369
genommen.	w9_d164e34372
</p>
<p id="p22_d164e34375">
Die	w1_d164e34379
zu	w3_d164e34382
Gabel	w5_d164e34385
letztlich	w7_d164e34388
eroberte	w9_d164e34391
7.	w11_d164e34394
Canonen	w13_d164e34398
seynd	w15_d164e34401
nacher	w17_d164e34404
Prag	w19_d164e34407
abge	w21_d164e34410
schicket	w1_d164e34415
worden.	w3_d164e34418
</p>
<head id="h2_d164e34424">
Wien	w1_d164e34428
den	w3_d164e34431
26.	w5_d164e34434
Julii.	w7_d164e34437
</head>
<p id="p4_d164e34440">
Auf	w1_d164e34444
vorgehendes	w3_d164e34447
Journal	w5_d164e34450
ist	w7_d164e34453
die	w9_d164e34456
weitere	w11_d164e34459
Nachricht	w13_d164e34463
gefolget,	w15_d164e34466
daß	w17_d164e34469
weiles	w19_d164e34472
der	w1_d164e34477
Feind	w3_d164e34480
beträchtliche	w5_d164e34483
Magazinen	w7_d164e34486
in	w9_d164e34489
Littau	w11_d164e34492
gehabt,	w13_d164e34496
woraus	w15_d164e34499
das	w17_d164e34502
über	w19_d164e34505
Utterwitz	w1_d164e34510
angeruckte	w3_d164e34513
Corps	w5_d164e34516
des	w7_d164e34519
Prinzens	w9_d164e34522
von	w11_d164e34525
Preussen	w13_d164e34529
seine	w15_d164e34532
Subsistey	w17_d164e34535
hätte	w1_d164e34541
erholen	w3_d164e34544
können,	w5_d164e34547
man	w7_d164e34550
diesseits	w9_d164e34553
sich	w11_d164e34556
bemüssiget	w13_d164e34560
gesehen,	w15_d164e34563
demselben	w17_d164e34566
die	w19_d164e34569
sen	w1_d164e34574
Vortheil	w3_d164e34577
zu	w5_d164e34580
entziehen,	w7_d164e34583
und	w9_d164e34586
dahero	w11_d164e34589
sothane	w13_d164e34593
Magazinen	w15_d164e34596
durch	w17_d164e34599
Abfeurung	w19_d164e34602
deren	w1_d164e34607
Haubitzen	w3_d164e34610
in	w5_d164e34613
den	w7_d164e34616
Brand	w9_d164e34619
zu	w11_d164e34622
bringen.	w13_d164e34626
Worauf	w15_d164e34629
die	w17_d164e34632
besagte	w19_d164e34635
Stadt.	w21_d164e34638
nachdeme	w1_d164e34643
der	w3_d164e34646
gröste	w5_d164e34649
Theil	w7_d164e34652
der	w9_d164e34655
Preußischen	w11_d164e34658
Garnison	w13_d164e34662
sich	w15_d164e34665
herausgezogen.	w17_d164e34668
von	w1_d164e34674
unseren	w3_d164e34677
Troupen	w5_d164e34680
am	w7_d164e34683
