<doc id="edoc_wd_1772-05-20" attrs="word" year="1772" month="05" day="20" corpus="1">
<head id="hl1">
Stockholm	w29
<g/>
,
und	w16966
zu	w16967
wissen	w16968
gemacht	w16969
<g/>
.
Nachdem	w16971
die	w16972
den	w16973
13	w16974
<g/>
.
May	w16976
zu	w16977
Licitirung	w16978
des	w16979
Franz	w16980
Neumayr	w16981
Lehensbehausung	w16982
zu	w16983
Schwechat	w16984
<g/>
,
und	w16986
der	w16987
dazu	w16988
gehörigen	w16989
50	w16990
<g/>
.
ein	w16992
halb	w16993
</p>
<p id="p131">
Joch	w16994
Ackern	w16995
<g/>
,
mit	w16997
4	w16998
Pferd	w16999
<g/>
,
3	w17001
s	w17002
<g/>
.
v	w17004
<g/>
.
Khüe	w17006
<g/>
,
2	w17008
Wä=gen	w17009
<g/>
=
<g/>
,
und	w17012
allen	w17013
übrig	w17014
dazu	w17015
gehörigen	w17016
Hauseinrich=tungen	w17017
<g/>
=
<g/>
,
sammt	w17020
der	w17021
auf	w17022
bemeldter	w17023
Behausung	w17024
ra=dicirten	w17025
<g/>
=
Gastgeb	w17027
<g/>
=
und	w17029
Weinschankgerechtigkeit	w17030
<g/>
,
dann	w17032
eines	w17033
außer	w17034
dem	w17035
Markt	w17036
Schwechat	w17037
auf	w17038
500	w17039
<g/>
.
Emmer	w17041
Wein	w17042
erbauten	w17043
Kellers	w17044
<g/>
,
und	w17046
unweit	w17047
davon	w17048
liegenden	w17049
2	w17050
<g/>
.
Joch	w17052
Ueberländäcker	w17053
<g/>
,
anberaumte	w17055
Tagsatzung	w17056
wegen	w17057
nicht	w17058
vorgekommenen	w17059
Käufern	w17060
fruchttos	w17061
verstrichen	w17062
<g/>
,
und	w17064
von	w17065
dem	w17066
aufgestellten	w17067
Gerhaben	w17068
der	w17069
Franz	w17070
Neumayrischen	w17071
Kindern	w17072
<g/>
,
um	w17074
Bestimmung	w17075
einer	w17076
weiteren	w17077
<g/>
,
und	w17079
zweyten	w17080
Licita=tionstgsatzung	w17081
<g/>
=
gebetten	w17083
worden	w17084
<g/>
,
als	w17086
wird	w17087
in	w17088
sol=ches	w17089
<g/>
=
Begehren	w17091
gewilliget	w17092
<g/>
,
und	w17094
hiezu	w17095
der	w17096
1	w17097
<g/>
.
Juny	w17099
frühe	w17100
um	w17101
8	w17102
Uhr	w17103
bestimmet	w17104
<g/>
,
daher	w17106
werden	w17107
alle	w17108
<g/>
,
welche	w17110
obbesagte	w17111
Franz	w17112
Neumayrische	w17113
Behausung	w17114
samt	w17115
darzu	w17116
gehörigen	w17117
Gründen	w17118
<g/>
,
Vieh	w17120
<g/>
,
und	w17122
Fahr=nussen	w17123
<g/>
=
<g/>
,
den	w17126
eben	w17127
obbemeldten	w17128
Keller	w17129
<g/>
,
dann	w17131
2	w17132
<g/>
.
Joch	w17134
Ueberländäcker	w17135
als	w17136
Meistbietende	w17137
an	w17138
sich	w17139
zu	w17140
brin=gen	w17141
<g/>
=
gedenken	w17143
<g/>
,
an	w17145
obbemeldten	w17146
Tag	w17147
<g/>
,
und	w17149
Stund	w17150
in	w17151
hiesiger	w17152
Amtskanzley	w17153
zu	w17154
Wien	w17155
im	w17156
deutschen	w17157
Haus	w17158
zu	w17159
erscheinen	w17160
<g/>
,
und	w17162
sich	w17163
anzumelden	w17164
haben	w17165
<g/>
.
</p>
<p id="p132">
Es	w17167
werden	w17168
den	w17169
25	w17170
May	w17171
zu	w17172
Mariahilf	w17173
in	w17174
der	w17175
neuen	w17176
Gassen	w17177
bey	w17178
der	w17179
H	w17180
<g/>
.
Dreyfaltigkeit	w17182
<g/>
,
etwas	w17184
Geschmuck	w17185
<g/>
,
Silber	w17187
<g/>
,
goldene	w17189
Sackuhren	w17190
<g/>
,
wie	w17192
auch	w17193
Manns	w17194
<g/>
,
und	w17196
Frauenkleider	w17197
<g/>
,
Wösch	w17199
<g/>
,
Spitz	w17201
und	w17202
Schopfhauben	w17203
und	w17204
unterschiedliche	w17205
Bilder	w17206
<g/>
,
und	w17208
dergleichen	w17209
Sachen	w17210
von	w17211
9	w17212
<g/>
.
bis	w17214
12	w17215
<g/>
.
Uhr	w17217
<g/>
,
und	w17219
von	w17220
3	w17221
<g/>
.
bis	w17223
6	w17224
<g/>
.
Uhr	w17226
licitando	w17227
verkauft	w17228
werden	w17229
<g/>
.
</p>
<p id="p133">
Den	w17231
25	w17232
dies	w17233
werden	w17234
von	w17235
Seiten	w17236
des	w17237
kaiserl	w17238
<g/>
.
auch	w17240
k	w17241
<g/>
.
k	w17243
<g/>
.
Obristhofmarschallenamt	w17245
auf	w17246
dem	w17247
al=ten	w17248
<g/>
=
Bauernmarkt	w17250
in	w17251
dem	w17252
Haus	w17253
zur	w17254
Sonnen	w17255
Nro	w17256
<g/>
.
552	w17258
<g/>
.
in	w17260
zweyten	w17261
Stock	w17262
<g/>
,
verschiedene	w17264
Verlassen=schaftseffekten	w17265
<g/>
=
als	w17267
Gold	w17268
<g/>
,
und	w17270
Silber	w17271
<g/>
,
der	w17272a
<g/>
.
Sack=uhren	w17274
<g/>
=
<g/>
,
verschiedene	w17277
mit	w17278
guten	w17279
Steinen	w17280
carmisir=te	w17281
<g/>
=
Ring	w17283
<g/>
,
verschiedene	w17285
Galanteriewaaren	w17286
<g/>
,
Do=sen	w17288
<g/>
=
<g/>
,
Münzen	w17291
<g/>
,
Kuxen	w17293
<g/>
,
Stofen	w17295
von	w17296
allerley	w17297
Sor=ten	w17298
<g/>
=
<g/>
,
samet	w17301
<g/>
,
seiden	w17303
<g/>
,
und	w17305
tüchene	w17306
<g/>
,
bordirt	w17308
<g/>
,
und	w17310
glatte	w17311
Mannskleider	w17312
<g/>
,
Leinwösch	w17314
<g/>
,
blouschene	w17316
Seffel	w17317
<g/>
,
und	w17319
Sophen	w17320
<g/>
,
Spallier	w17322
<g/>
,
fornirte	w17324
Kästen	w17325
<g/>
,
Feuergewöhr	w17327
<g/>
,
zwey	w17329
<g/>
=
und	w17331
viersitzige	w17332
Wägen	w17333
<g/>
,
Ra=zelstorfer	w17335
<g/>
=
1746	w17337
<g/>
.
Jahrgang	w17339
<g/>
,
einige	w17341
Antheil	w17342
To=kayer	w17343
<g/>
=
<g/>
,
und	w17346
verschiedene	w17347
andere	w17348
Mobilien	w17349
<g/>
,
Vor=mittag	w17351
<g/>
=
von	w17353
9	w17354
<g/>
.
bis	w17356
12	w17357
<g/>
,
und	w17359
Nachmittag	w17360
von	w17361
3	w17362
<g/>
.
bis	w17364
6	w17365
<g/>
.
Uhr	w17367
<g/>
,
und	w17369
so	w17370
die	w17371
hinnachfolgende	w17372
Täge	w17373
plus	w17374
offerenti	w17375
gegen	w17376
barer	w17377
Bezahlung	w17378
hindan=gegeben	w17379
<g/>
=
werden	w17381
<g/>
.
</p>
<p id="p134">
Es	w17383
ist	w17384
zu	w17385
Margarethen	w17386
ein	w17387
an	w17388
der	w17389
Hauptstras=sen	w17390
<g/>
=
gelegene	w17392
ganz	w17393
neu	w17394
erbaute	w17395
<g/>
,
mit	w17397
8	w17398
Wohnun=gen	w17399
<g/>
=
<g/>
,
guten	w17402
Keller	w17403
<g/>
,
Brunnen	w17405
<g/>
,
und	w17407
Hausgärtel	w17408
versehene	w17409
Behausung	w17410
sub	w17411
Nro	w17412
<g/>
.
14	w17414
zu	w17415
verkaufen	w17416
<g/>
,
und	w17418
sich	w17419
derohalben	w17420
in	w17421
ersagter	w17422
Behausung	w17423
bey	w17424
der	w17425
grünen	w17426
Schlangen	w17427
bey	w17428
der	w17429
Frau	w17430
Hausinnhabe=rin	w17431
<g/>
=
anzumelden	w17433
<g/>
.
</p>
<p id="p135">
Es	w17435
ist	w17436
jedermänniglich	w17437
zu	w17438
wissen	w17439
<g/>
,
wie	w17441
daß	w17442
ein	w17443
gutgebautes	w17444
<g/>
,
in	w17446
einer	w17447
guten	w17448
und	w17449
schönen	w17450
Lage	w17451
allhier	w17452
in	w17453
Wien	w17454
in	w17455
der	w17456
Stadt	w17457
liegendes	w17458
grosses	w17459
<g/>
,
</p>
<p id="p136">
auch	w17461
sehr	w17462
beträgliches	w17463
Haus	w17464
alltäglich	w17465
hindan	w17466
zu	w17467
lassen	w17468
ist	w17469
<g/>
,
wer	w17471
dann	w17472
zu	w17473
solchen	w17474
Belieben	w17475
trägt	w17476
<g/>
,
hat	w17478
sich	w17479
hierinfalls	w17480
bey	w17481
den	w17482
wienerischen	w17483
Verle=gern	w17484
<g/>
=
des	w17486
Diarii	w17487
im	w17488
Michaelerhaus	w17489
des	w17490
weitern	w17491
Vernehmen	w17492
zu	w17493
erkundigen	w17494
<g/>
.
</p>
<p id="p137">
Von	w17496
des	w17497
Röm	w17498
k	w17499
<g/>
.
k	w17501
<g/>
.
Majest	w17503
<g/>
.
N	w17505
<g/>
.
O	w17507
<g/>
.
Landrecht	w17509
wegen	w17510
denen	w17511
Metschischen	w17512
Erben	w17513
hiemit	w17514
anzu=fügen	w17515
<g/>
=
<g/>
.
Es	w17518
habe	w17519
der	w17520
gerichtl	w17521
<g/>
.
aufgestellte	w17523
Frey=herrlich	w17524
<g/>
=
Max	w17526
Dillherrische	w17527
Curator	w17528
ad	w17529
lites	w17530
schriftlichen	w17531
angezeigt	w17532
<g/>
,
welcher	w17534
Gestalten	w17535
die	w17536
in	w17537
dieser	w17538
Cridäsache	w17539
fürgeweste	w17540
mehrere	w17541
Tagsatzun=gen	w17542
<g/>
=
von	w17544
darumen	w17545
nicht	w17546
zur	w17547
Wirkung	w17548
gekommen	w17549
seyen	w17550
<g/>
,
weilen	w17552
ihme	w17553
der	w17554
Aufenthalt	w17555
ihrer	w17556
in	w17557
classe	w17558
3tia	w17559
des	w17560
Relations	w17561
<g/>
=
Ausschlags	w17563
einkommenden	w17564
weyl	w17565
<g/>
.
Frauen	w17567
Katharinä	w17568
Freyinn	w17569
von	w17570
Mersch	w17571
<g/>
,
gebohrne	w17573
von	w17574
Miglia	w17575
seel	w17576
<g/>
.
unwissend	w17578
seye	w17579
<g/>
,
und	w17581
zumalen	w17582
er	w17583
von	w17584
ihnen	w17585
erstbesagten	w17586
Freyherrl	w17587
<g/>
.
v	w17589
<g/>
.
Metschischen	w17591
Erben	w17592
bis	w17593
nun	w17594
zu	w17595
nichtes	w17596
in	w17597
Er=fahrenheit	w17598
<g/>
=
habe	w17600
bringen	w17601
können	w17602
<g/>
,
als	w17604
bathe	w17605
er	w17606
dieselbe	w17607
per	w17608
Edicta	w17609
ad	w17610
valvas	w17611
einzuberufen	w17612
<g/>
.
Wann	w17614
nun	w17615
in	w17616
dieses	w17617
Begehren	w17618
gewilliget	w17619
wor=den	w17620
<g/>
=
ist	w17622
<g/>
.
Als	w17624
wird	w17625
ihnen	w17626
Freyherrl	w17627
<g/>
.
Metschischen	w17629
Erben	w17630
hiemit	w17631
anbefohlen	w17632
<g/>
,
daß	w17634
sie	w17635
bey	w17636
der	w17637
auf	w17638
den	w17639
6	w17640
<g/>
.
Julii	w17642
Nachmittag	w17643
præcisepraecise	w17644
um	w17645
4	w17646
<g/>
.
Uhr	w17648
sub	w17649
præsidiopraesidio	w17650
des	w17651
Herrn	w17652
Huas	w17653
Freyherrn	w17654
von	w17655
Waldstatten	w17656
<g/>
,
in	w17658
dero	w17659
auf	w17660
der	w17661
hohen	w17662
Brucken	w17663
in	w17664
dem	w17665
v	w17666
<g/>
.
Aichischen	w17668
Haus	w17669
im	w17670
2	w17671
<g/>
.
Stock	w17673
habenden	w17674
Wohnung	w17675
entweder	w17676
persönlich	w17677
<g/>
,
oder	w17679
durch	w17680
einen	w17681
genugsam	w17682
Bevollmächtigten	w17683
alsogewiß	w17684
erscheinen	w17685
<g/>
,
und	w17687
ihre	w17688
bey	w17689
Eingangs	w17690
gedachter	w17691
Freyherrl	w17692
<g/>
.
Max	w17694
Dillherisch	w17695
<g/>
.
CridæCridae	w17697
Massa	w17698
stellende	w17699
Forderung	w17700
alsogewiß	w17701
mit	w17702
denen	w17703
behörigen	w17704
Documenten	w17705
rechtl	w17706
<g/>
.
liquidiren	w17708
<g/>
,
wie	w17710
im	w17711
widrigen	w17712
von	w17713
dem	w17714
Cu-ratore	w17715
<g/>
-
ad	w17717
lites	w17718
die	w17719
Nothdurften	w17720
in	w17721
Contuma-ciam	w17722
<g/>
-
vernohmen	w17724
<g/>
,
und	w17726
sie	w17727
von	w17728
dieser	w17729
CridæCridae	w17730
Massa	w17731
gänzlichen	w17732
ausgeschlossen	w17733
seyn	w17734
sollen	w17735
<g/>
.
Wien	w17737
den	w17738
7	w17739
<g/>
.
May	w17741
1772	w17742
<g/>
.
</p>
<p id="p138">
Nächst	w17744
künftigen	w17745
Montag	w17746
als	w17747
den	w17748
25sten	w17749
dies	w17750
Monats	w17751
May	w17752
Vormittag	w17753
von	w17754
9	w17755
<g/>
.
bis	w17757
12	w17758
<g/>
.
und	w17760
Nach=mittags	w17761
<g/>
=
von	w17763
3	w17764
<g/>
.
bis	w17766
6	w17767
<g/>
.
Uhr	w17769
werden	w17770
auf	w17771
Verordnung	w17772
einer	w17773
löblichen	w17774
Universität	w17775
in	w17776
der	w17777
Annagassen	w17778
in	w17779
dem	w17780
vorhin	w17781
bomalisch	w17782
<g/>
=
nun	w17784
kamesinischen	w17785
Haus	w17786
Nro	w17787
1017	w17788
<g/>
.
4ten	w17790
Stocks	w17791
verschiedene	w17792
Verlassenschafts=effekten	w17793
<g/>
=
bestehend	w17795
in	w17796
Gold	w17797
<g/>
,
Siber	w17799
<g/>
,
Galanterien	w17801
<g/>
,
Mannskleider	w17803
<g/>
,
detto	w17805
<g/>
,
und	w17807
auch	w17808
Hauswäsche	w17809
<g/>
,
Mo=bilien	w17811
<g/>
=
und	w17813
Zimmereinrichtung	w17814
<g/>
,
dann	w17816
Zinn	w17817
<g/>
,
Ku=pfer	w17819
<g/>
=
<g/>
,
und	w17822
Kuchengeräth	w17823
licitando	w17824
an	w17825
den	w17826
Meistbie=tenden	w17827
<g/>
=
verkaufet	w17829
werden	w17830
<g/>
.
</p>
<p id="p139">
Den	w17832
4ten	w17833
Juny	w17834
wird	w17835
in	w17836
dem	w17837
fürstl	w17838
<g/>
.
bathyani=schen	w17840
<g/>
=
Markt	w17842
Fischament	w17843
das	w17844
Wirthshaus	w17845
zum	w17846
gol=denen	w17847
<g/>
=
Greiffen	w17849
genannt	w17850
<g/>
,
an	w17852
den	w17853
Meistbietenden	w17854
verkauft	w17855
werden	w17856
<g/>
.
Solches	w17858
bestehet	w17859
in	w17860
einem	w17861
wohl=gebauten	w17862
<g/>
=
Haus	w17864
<g/>
,
Stallung	w17866
auf	w17867
80	w17868
<g/>
.
Stuck	w17870
Pferd	w17871
<g/>
,
schönen	w17873
Körnereinsatz	w17874
oder	w17875
Schüttboden	w17876
<g/>
,
dann	w17878
12	w17879
<g/>
.
Joch	w17881
Ueberländäcker	w17882
<g/>
,
und	w17884
einen	w17885
Krautgarten	w17886
<g/>
.
Wer	w17888
solches	w17889
an	w17890
sich	w17891
zu	w17892
kaufen	w17893
willens	w17894
<g/>
,
hat	w17896
sich	w17897
besagten	w17898
</p>
<p id="p140">
Tages	w17901
früh	w17902
um	w17903
9	w17904
<g/>
.
Uhr	w17906
in	w17907
bemeldten	w17908
Greiffenwirths=haus	w17909
<g/>
=
einzufinden	w17911
<g/>
,
und	w17913
der	w17914
Versteigerung	w17915
beyzu=wohnen	w17916
<g/>
=
<g/>
.
</p>
<p id="p141">
Von	w17919
des	w17920
löbl	w17921
<g/>
.
Stifts	w17923
<g/>
,
und	w17925
würdigen	w17926
Gotteshau=ses	w17927
<g/>
=
unser	w17929
lieben	w17930
Frauen	w17931
zum	w17932
Schotten	w17933
in	w17934
Wien	w17935
Grundgerichts	w17936
wegen	w17937
wird	w17938
hiemit	w17939
zu	w17940
vernehmen	w17941
ge=geben	w17942
<g/>
=
<g/>
:
Es	w17945
erfordere	w17946
die	w17947
Nothdurft	w17948
<g/>
,
daß	w17950
über	w17951
die	w17952
vermög	w17953
des	w17954
von	w17955
einem	w17956
löblichen	w17957
k	w17958
<g/>
.
k	w17960
<g/>
.
Stadt	w17962
<g/>
=
und	w17964
Landgerichte	w17965
allhier	w17966
in	w17967
Sachen	w17968
eingelangten	w17969
Schrei=bens	w17970
<g/>
=
von	w17972
dem	w17973
Sigmund	w17974
Döbler	w17975
behaust	w17976
<g/>
=
bürgerl	w17978
<g/>
.
Fleischhacker	w17980
am	w17981
Oberneustifte	w17982
gerichtl	w17983
<g/>
.
angemel=dete	w17985
<g/>
=
Cessionem	w17987
bonorum	w17988
sein	w17989
Schuldenlast	w17990
erfor=schet	w17991
<g/>
=
<g/>
,
und	w17994
berichtiget	w17995
<g/>
,
dann	w17997
sein	w17998
bereits	w17999
in	w18000
Be=schlag	w18001
<g/>
=
genohmenes	w18003
Haab	w18004
und	w18005
Gut	w18006
öffentlich	w18007
den	w18008
Meistbietenden	w18009
verkauft	w18010
werde	w18011
<g/>
.
Da	w18013
nun	w18014
zu	w18015
Anmel=dung	w18016
<g/>
=
<g/>
,
und	w18019
Liquidirung	w18020
der	w18021
an	w18022
besagten	w18023
Sigmund	w18024
Döbler	w18025
vorhandenen	w18026
Forderungen	w18027
der	w18028
15te	w18029
Tag	w18030
künftigen	w18031
Monats	w18032
Juny	w18033
pro	w18034
primo	w18035
<g/>
&
ultimo	w18037
ter-mino	w18038
<g/>
-
<g/>
,
unter	w18041
Bedrohung	w18042
des	w18043
ewigen	w18044
Stillschwei=gen	w18045
<g/>
=
<g/>
,
zum	w18048
Verkauf	w18049
des	w18050
döblerischen	w18051
Hauses	w18052
<g/>
,
samt	w18054
den	w18055
darauf	w18056
haftenden	w18057
Fleischhackergewerbe	w18058
hinge=gen	w18059
<g/>
=
der	w18061
27ste	w18062
Tag	w18063
gedachten	w18064
Monats	w18065
Juny	w18066
früh	w18067
um	w18068
9	w18069
<g/>
.
Uhr	w18071
bey	w18072
diesseitigen	w18073
Stiftsgrundbuch	w18074
zu	w18075
erschei=nen	w18076
<g/>
=
bestimmet	w18078
worden	w18079
ist	w18080
<g/>
.
Als	w18082
wird	w18083
ein	w18084
<g/>
=
so	w18086
anderes	w18087
denen	w18088
Sigmund	w18089
döblerischen	w18090
Glaubigern	w18091
sowohl	w18092
<g/>
,
als	w18094
denen	w18095
Liebhabern	w18096
gedachten	w18097
Hauses	w18098
zur	w18099
Wahr=nung	w18100
<g/>
=
<g/>
,
und	w18103
Nachricht	w18104
hiemit	w18105
öffentlich	w18106
erinneret	w18107
<g/>
.
Actum	w18109
Wien	w18110
im	w18111
Schottenhof	w18112
den	w18113
22sten	w18114
April	w18115
1772	w18116
<g/>
.
</p>
<p id="p142">
Von	w18118
N	w18119
<g/>
.
Richter	w18121
und	w18122
Rath	w18123
der	w18124
landesfürstlichen	w18125
Stadt	w18126
Klosterneuburg	w18127
in	w18128
N	w18129
<g/>
.
Oe	w18131
<g/>
.
wegen	w18133
<g/>
:
Wird	w18135
hiemit	w18136
jedermänniglich	w18137
<g/>
,
deme	w18139
daran	w18140
gelegen	w18141
<g/>
,
zu	w18143
vernehmen	w18144
gegeben	w18145
<g/>
:
Es	w18147
seye	w18148
nach	w18149
zeitlichen	w18150
Ablei=ben	w18151
<g/>
=
des	w18153
hier	w18154
angestellt	w18155
gewesten	w18156
Stadtschreibers	w18157
Herrn	w18158
Johann	w18159
Baptist	w18160
Walter	w18161
sel	w18162
<g/>
.
zu	w18164
Ausfindig=machung	w18165
<g/>
=
des	w18167
etwa	w18168
vorhandenen	w18169
ærisaeris	w18170
alieni	w18171
<g/>
,
und	w18173
zu	w18174
sicherer	w18175
Abhandlung	w18176
der	w18177
Verlassenschaft	w18178
<g/>
,
über	w18180
die	w18181
schon	w18182
zu	w18183
zweymalen	w18184
<g/>
,
und	w18186
zwar	w18187
unterm	w18188
14ten	w18189
May	w18190
1771	w18191
<g/>
.
und	w18193
18ten	w18194
Jäner	w18195
1772	w18196
<g/>
.
affigirt	w18198
geweste	w18199
dies=fällige	w18200
<g/>
=
Edikta	w18202
nochmahlen	w18203
für	w18204
nöthig	w18205
befunden	w18206
worden	w18207
<g/>
,
die	w18209
sammetliche	w18210
Glaubigere	w18211
<g/>
,
welche	w18213
an	w18214
gedachten	w18215
Herrn	w18216
Johann	w18217
Baptist	w18218
Walter	w18219
<g/>
,
entwe=der	w18221
<g/>
=
<g/>
,
qua	w18224
Stadtschreiber	w18225
<g/>
,
oder	w18227
aber	w18228
als	w18229
Depositen=kommißarium	w18230
<g/>
=
und	w18232
Waisenvater	w18233
einige	w18234
Forderung	w18235
haben	w18236
<g/>
,
zur	w18238
Anmeld	w18239
<g/>
=
und	w18241
Liquidirung	w18242
derselben	w18243
ge=richtlich	w18244
<g/>
=
vorzuladen	w18246
<g/>
,
und	w18248
einzuberuffen	w18249
<g/>
;
Wann	w18251
nun	w18252
hierzu	w18253
der	w18254
13te	w18255
Juno	w18256
dies	w18257
1772sten	w18258
Jahrs	w18259
anbe=raumet	w18260
<g/>
=
worden	w18262
ist	w18263
<g/>
,
als	w18265
werden	w18266
alle	w18267
und	w18268
jede	w18269
<g/>
,
so	w18271
an	w18272
mehrberührten	w18273
Herrn	w18274
Johann	w18275
Baptist	w18276
Walters	w18277
sel	w18278
<g/>
.
Verlassenschaft	w18280
einige	w18281
Sprüche	w18282
ex	w18283
quocunque	w18284
demum	w18285
titulo	w18286
zu	w18287
stellen	w18288
gedenken	w18289
<g/>
,
obbemeldten	w18291
Tag	w18292
ihre	w18293
Forderungen	w18294
auf	w18295
dem	w18296
gemeinen	w18297
Stadt=rathhaus	w18298
<g/>
=
zu	w18300
Klosterneuburg	w18301
alsogewiß	w18302
anzumelden	w18303
<g/>
,
und	w18305
zu	w18306
liquidiren	w18307
haben	w18308
<g/>
,
als	w18310
im	w18311
widrigen	w18312
nach	w18313
die=sem	w18314
<g/>
=
verflossenen	w18316
Termin	w18317
sie	w18318
nicht	w18319
mehr	w18320
angehöret	w18321
<g/>
,
sondern	w18323
das	w18324
ewige	w18325
Stillschweigen	w18326
auferleget	w18327
<g/>
,
und	w18329
</p>
<p id="p143">
bey	w18330
Verhandlung	w18331
sothaner	w18332
Verlassenschaft	w18333
<g/>
,
was	w18335
Rechtens	w18336
ist	w18337
<g/>
,
ex	w18339
officio	w18340
vorgekehret	w18341
werden	w18342
solle	w18343
<g/>
.
Actum	w18345
Stadt	w18346
Klosterneuburg	w18347
den	w18348
27sten	w18349
April	w18350
772	w18351
<g/>
.
</p>
<p id="p144">
Künftigen	w18353
Dienstag	w18354
als	w18355
den	w18356
26sten	w18357
May	w18358
werden	w18359
abseiten	w18360
einer	w18361
hochlöbl	w18362
<g/>
.
k	w18364
<g/>
.
k	w18366
<g/>
.
nied	w18368
<g/>
.
öster	w18370
<g/>
.
Regierung	w18372
Nachmittag	w18373
um	w18374
3	w18375
<g/>
.
Uhr	w18377
zu	w18378
Gumpendorf	w18379
in	w18380
der	w18381
Münzwardein	w18382
verschiedene	w18383
Gattungen	w18384
Oesterei=cher	w18385
<g/>
=
<g/>
=
Gebirgwein	w18388
<g/>
,
samt	w18390
leeren	w18391
Fässern	w18392
licitando	w18393
verkaufet	w18394
werden	w18395
<g/>
,
ist	w18397
sich	w18398
bey	w18399
dasigen	w18400
Wirth	w18401
zu	w18402
er=kundigen	w18403
<g/>
=
<g/>
.
</p>
<p id="p145">
Jn	w18406
der	w18407
Schulzischen	w18408
Universitätsbuchdruckerey	w18409
in	w18410
der	w18411
Römerstraße	w18412
<g/>
,
im	w18414
Heyingerischen	w18415
Hause	w18416
<g/>
,
ist	w18418
zu	w18419
haben	w18420
<g/>
:
</p>
<p id="p146">
Legum	w18422
<g/>
&
Consuetudinum	w18424
Austriacarum	w18425
<g/>
,
ea-rum	w18427
potissimum	w18428
<g/>
,
quæquae	w18430
infra	w18431
Anasum	w18432
<g/>
,
cum	w18434
Romano	w18435
Jure	w18436
Collatio	w18437
ad	w18438
ordinem	w18439
Digesto-rum	w18440
<g/>
-
<g/>
,
Joannis	w18443
Ortw	w18444
<g/>
.
Westenbergii	w18446
Principis	w18447
ju-ris	w18448
<g/>
-
accommodata	w18450
<g/>
.
Editio	w18452
altera	w18453
de	w18454
integro	w18455
ela-borata	w18456
<g/>
-
<g/>
.
Dieses	w18459
Werk	w18460
enthält	w18461
die	w18462
Historie	w18463
des	w18464
öster=reichischen	w18465
<g/>
=
Rechtes	w18467
<g/>
;
einen	w18469
ausführlichen	w18470
Tractat	w18471
vom	w18472
Wechselrechte	w18473
<g/>
;
alle	w18475
Proceßordnugen	w18476
nach	w18477
dem	w18478
Gericht	w18479
<g/>
;
Stylus	w18481
der	w18482
hochlöbl	w18483
<g/>
.
Regierung	w18485
<g/>
,
wie	w18487
auch	w18488
derjenigen	w18489
Rechtssachen	w18490
<g/>
,
so	w18492
ein	w18493
besondere	w18494
Ordnung	w18495
haben	w18496
<g/>
;
überhaupt	w18498
alles	w18499
<g/>
,
in	w18501
welchem	w18502
die	w18503
österreichi=schen	w18504
<g/>
=
Gewohnheiten	w18506
und	w18507
Gesätze	w18508
von	w18509
dem	w18510
römi=schen	w18511
<g/>
=
Rechte	w18513
abweichen	w18514
unter	w18515
seinen	w18516
eigenen	w18517
Ti=teln	w18518
<g/>
=
<g/>
.
Des	w18521
Verfassers	w18522
Hauptabsicht	w18523
bey	w18524
diesem	w18525
Werke	w18526
war	w18527
eine	w18528
gründliche	w18529
Lehre	w18530
des	w18531
östereichi=schen	w18532
<g/>
=
Rechtes	w18534
<g/>
,
die	w18536
bisher	w18537
noch	w18538
nicht	w18539
vorhanden	w18540
war	w18541
<g/>
.
Wesentwegen	w18543
die	w18544
Personalrechte	w18545
<g/>
,
die	w18547
unter=schiedlichen	w18548
<g/>
=
Jurisdictionen	w18550
<g/>
,
und	w18552
die	w18553
übrigen	w18554
vor=züglichen	w18555
<g/>
=
Gewohnheiten	w18557
aus	w18558
ihrem	w18559
Ursprunge	w18560
her=geleitet	w18561
<g/>
=
sind	w18563
<g/>
;
welches	w18565
denn	w18566
nicht	w18567
allein	w18568
zu	w18569
ihrem	w18570
ei=genen	w18571
<g/>
=
richtigen	w18573
Bestande	w18574
<g/>
,
sondern	w18576
auch	w18577
zu	w18578
gründ=lichen	w18579
<g/>
=
Judicaturen	w18581
vieles	w18582
beyträgt	w18583
<g/>
.
Uebrigens	w18585
ist	w18586
diese	w18587
2te	w18588
Auflage	w18589
durchgehends	w18590
verbessert	w18591
und	w18592
ver=mehret	w18593
<g/>
=
<g/>
.
Das	w18596
Stück	w18597
kostet	w18598
ungebunden	w18599
1	w18600
<g/>
.
fl	w18602
<g/>
.
12	w18604
<g/>
.
kr	w18606
<g/>
.
gebunden	w18608
1	w18609
<g/>
.
fl	w18611
<g/>
.
17	w18613
<g/>
.
kr	w18615
<g/>
.
</p>
<p id="p147">
Der	w18617
kennbare	w18618
Wegweiser	w18619
von	w18620
ungebahnten	w18621
Jrr=stegen	w18622
<g/>
=
<g/>
,
in	w18625
Begleitung	w18626
deren	w18627
wesenlichsten	w18628
<g/>
,
und	w18630
von	w18631
dieser	w18632
Art	w18633
noch	w18634
niemals	w18635
zum	w18636
Vorschein	w18637
gekom=menen	w18638
<g/>
=
ökonomischen	w18640
Verbesserungseinleitungen	w18641
<g/>
,
sowohl	w18643
von	w18644
Vermehrung	w18645
deren	w18646
Einkünften	w18647
auf	w18648
herr=schaftlichen	w18649
<g/>
=
Landgütern	w18651
als	w18652
Unterthannshäusern	w18653
<g/>
,
und	w18655
allerhand	w18656
Grundstücken	w18657
<g/>
,
von	w18659
Martin	w18660
Nikolaus	w18661
Paumann	w18662
<g/>
,
ungebunden	w18664
30	w18665
<g/>
.
kr	w18667
<g/>
.
