<doc id="wr_1758-01-21" attrs="word" year="1758" month="01" day="21" corpus="2">
<head id="h2_d212e3556">
Lüneburg,	w1_d212e3560
am	w3_d212e28961
Garten	w5_d212e28964
anligend,	w7_d212e28967
licitando	w9_d212e28970
ver	w11_d212e28973
kauffet	w1_d212e28978
werden.	w3_d212e28981
</p>
<p id="p8_d212e28984">
Von	w1_d212e28988
dem	w3_d212e28991
Judicio	w5_d212e28994
Deleg.	w7_d212e28997
des	w9_d212e29000
Fürstlichen	w11_d212e29003
St.	w1_d212e29008
Leopoldi	w3_d212e29011
Stifts	w5_d212e29014
deren	w7_d212e29017
regulirten	w9_d212e29020
Chor	w11_d212e29023
herrn	w1_d212e29028
St.	w3_d212e29031
Augustini	w5_d212e29034
zu	w7_d212e29037
Kloster=neuburg	w9_d212e29040
wird	w11_d212e29043
hiemit	w1_d212e29049
jedermänniglich	w3_d212e29052
kund	w5_d212e29055
und	w7_d212e29058
zu	w9_d212e29061
wissen	w11_d212e29064
gemacht,	w1_d212e29069
was	w3_d212e29072
massen	w5_d212e29075
der	w7_d212e29078
Adam	w9_d212e29081
Lechner,	w11_d212e29084
Klo	w13_d212e29088
</p>
<p id="p14_d212e29102">
ster	w1_d212e29106
Himmel=pforknerischer	w3_d212e29109
Weingartsüber	w5_d212e29112
geher	w1_d212e29117
wider	w3_d212e29120
den	w5_d212e29123
Michael	w7_d212e29126
Paschinger,	w9_d212e29129
behau	w11_d212e29132
sten	w1_d212e29137
Unterthan	w3_d212e29140
zu	w5_d212e29143
Ottackring	w7_d212e29146
wegen	w9_d212e29149
schuldi	w11_d212e29152
gen,	w1_d212e29158
zugleich	w3_d212e29161
auf	w5_d212e29164
die	w7_d212e29167
Paschingerische	w9_d212e29170
Behau	w11_d212e29173
jung	w1_d212e29178
und	w3_d212e29181
Grund=stücke	w5_d212e29184
Satz	w7_d212e29187
weis	w9_d212e29190
vorgemerk	w11_d212e29193
ten	w1_d212e29198
550.	w3_d212e29201
fl.	w5_d212e29204
Capital	w7_d212e29207
cum	w9_d212e29210
sua	w11_d212e29213
causa,	w13_d212e29217
die	w15_d212e29220
ge	w17_d212e29223
richtliche	w1_d212e29228
Schätzung	w3_d212e29231
der	w5_d212e29234
Ordnung	w7_d212e29237
nach	w9_d212e29240
er	w11_d212e29243
halten,	w1_d212e29249
sodann	w3_d212e29252
auch	w5_d212e29255
darüberhin	w7_d212e29258
die	w9_d212e29261
Licita	w11_d212e29264
tion	w1_d212e29269
solcher	w3_d212e29272
Behausung	w5_d212e29275
und	w7_d212e29278
Grund=stücken	w9_d212e29281
unterm	w1_d212e29286
14.	w3_d212e29289
dieses	w5_d212e29292
lauffenden	w7_d212e29295
Monats	w9_d212e29298
De	w11_d212e29301
cembris	w1_d212e29306
bewürket	w3_d212e29309
habe;	w5_d212e29312
wann	w7_d212e29315
nun	w9_d212e29318
zu	w11_d212e29321
solcher	w13_d212e29325
Licitirung	w1_d212e29331
der	w3_d212e29334
20.	w5_d212e29337
Februarii	w7_d212e29340
des	w9_d212e29343
zukünftigen	w11_d212e29346
1758.	w1_d212e29351
Jahrs	w3_d212e29354
hiemit	w5_d212e29357
bestimmet	w7_d212e29360
wird.	w9_d212e29363
</p>
<p id="p16_d212e29366">
Solchemnach	w1_d212e29370
werden	w3_d212e29373
alle	w5_d212e29376
und	w7_d212e29379
jed,	w9_d212e29382
welche	w11_d212e29385
die	w1_d212e29390
gemeldte	w3_d212e29393
Paschingerische	w5_d212e29396
Behausung	w7_d212e29399
und	w9_d212e29402
Grund=stücke	w1_d212e29407
käuflich	w3_d212e29410
an	w5_d212e29413
sich	w7_d212e29416
zu	w9_d212e29419
bringen	w11_d212e29422
ge	w13_d212e29426
denken,	w1_d212e29432
den	w3_d212e29435
ob=bemeldten	w5_d212e29438
Tag	w7_d212e29441
frühe	w9_d212e29444
um	w11_d212e29447
8.	w13_d212e29451
Uhr	w1_d212e29456
auf	w3_d212e29459
der	w5_d212e29462
Ober=cammer	w7_d212e29465
des	w9_d212e29468
Löbl.	w11_d212e29471
Stifts	w13_d212e29475
Kloster=neuburg	w1_d212e29480
zu	w3_d212e29483
erscheinen	w5_d212e29486
haben,	w7_d212e29489
alwo	w9_d212e29492
sodann	w1_d212e29497
das	w3_d212e29500
Weitere	w5_d212e29503
tractiret	w7_d212e29506
werden	w9_d212e29509
solle.	w11_d212e29512
Wien	w1_d212e29518
den	w3_d212e29521
23	w5_d212e29524
Dec.	w7_d212e29527
1757.	w9_d212e29530
</p>
<head id="h2_d212e29536">
EDICT.	w1_d212e29540
</head>
<p id="p4_d212e29543">
Wir	w1_d212e29547
Burgermeister,	w3_d212e29550
Amts=verwalter	w5_d212e29553
und	w7_d212e29556
Raht	w1_d212e29561
der	w3_d212e29564
Kaiserl.	w5_d212e29567
Königl.	w7_d212e29570
Haupt	w9_d212e29573
und	w11_d212e29576
Resi	w13_d212e29580
denz=stadt	w1_d212e29585
Wien,	w3_d212e29588
geben	w5_d212e29591
hiemit	w7_d212e29594
denen,	w9_d212e29597
so	w11_d212e29600
es	w1_d212e29606
zu	w3_d212e29609
wissen	w5_d212e29612
nöhtig,	w7_d212e29615
zu	w9_d212e29618
vernehmen:	w11_d212e29621
es	w13_d212e29625
habe	w15_d212e29628
uns	w1_d212e29633
Weyl.	w3_d212e29636
Hrn.	w5_d212e29639
Johann	w7_d212e29642
Schreibers,	w9_d212e29645
einer	w11_d212e29648
Hochlöbl.	w1_d212e29653
N.	w3_d212e29656
Oe.	w5_d212e29659
Regierung	w7_d212e29662
gewesten	w9_d212e29665
Secre	w11_d212e29668
tarii	w1_d212e29673
seel.	w3_d212e29676
hinterlassene	w5_d212e29679
Ehe=consortin	w7_d212e29682
Frau	w9_d212e29685
Francisca	w1_d212e29691
Maria,	w3_d212e29694
nunmehro	w5_d212e29697
verehlichte	w7_d212e29700
Ernd	w9_d212e29703
lin	w1_d212e29708
Administratorio	w3_d212e29711
Nomine	w5_d212e29714
und	w7_d212e29717
Satzes	w9_d212e29720
innhaberin	w1_d212e29725
auf	w3_d212e29728
der	w5_d212e29731
nächst	w7_d212e29734
dem	w9_d212e29737
hohen	w11_d212e29740
Markt	w13_d212e29744
zum	w1_d212e29749
blauen	w3_d212e29752
Krebsen	w5_d212e29755
benamsten	w7_d212e29758
Judemuti	w9_d212e29761
schen	w1_d212e29767
Behausung	w3_d212e29770
angezeiget,	w5_d212e29773
was	w7_d212e29776
gestalten	w9_d212e29779
auf	w1_d212e29784
erst=berührter	w3_d212e29787
Behausung	w5_d212e29790
nachfolgend	w7_d212e29793
5.	w1_d212e29798
Satz=posten,	w3_d212e29801
als	w5_d212e29804
de	w7_d212e29807
dato	w9_d212e29810
20sten	w11_d212e29813
Augusti	w13_d212e29817
1726.	w1_d212e29822
pr.	w3_d212e29825
76.	w5_d212e29828
fl.	w7_d212e29831
auf	w9_d212e29834
Weyl.	w11_d212e29837
Jacob	w13_d212e29841
Kriegsla	w15_d212e29844
chers	w1_d212e29850
seel	w3_d212e29853
Erben,	w5_d212e29856
de	w7_d212e29859
dato	w9_d212e29862
17den	w11_d212e29865
Decembr.	w13_d212e29869
1727.	w1_d212e29874
pr.	w3_d212e29877
200.	w5_d212e29880
fl.	w7_d212e29883
auf	w9_d212e29886
Georg	w11_d212e29889
Mayr;	w13_d212e29893
de	w15_d212e29896
dato	w17_d212e29899
15den	w1_d212e29904
Julii	w3_d212e29907
1728.	w5_d212e29910
pr	w7_d212e29913
178.	w9_d212e29916
fl.	w11_d212e29919
49.	w13_d212e29923
ein	w15_d212e29926
hab	w17_d212e29929
ben	w1_d212e29934
kr.	w3_d212e29937
auf	w5_d212e29940
Adam	w7_d212e29943
Goldhann,	w9_d212e29946
und	w11_d212e29949
endlich	w13_d212e29953
de	w15_d212e29956
dato	w1_d212e29962
4ten	w3_d212e29965
Augusti	w5_d212e29968
1730.	w7_d212e29971
pr.	w9_d212e29974
184.	w11_d212e29977
fl.	w13_d212e29981
44.	w15_d212e29984
kr.	w17_d212e29987
auf	w1_d212e29992
Heinrich	w3_d212e29995
Slappen	w5_d212e29998
lautend	w7_d212e30001
incebité	w9_d212e30004
&	w11_d212e30007
sinè	w1_d212e30012
causa	w3_d212e30015
hafteten,	w5_d212e30018
und	w7_d212e30021
dahero	w9_d212e30024
um	w11_d212e30027
deren	w13_d212e30031
selben	w1_d212e30036
Caßirung	w3_d212e30039
bey	w5_d212e30042
uns	w7_d212e30045
angelanget.	w9_d212e30048
</p>
<p id="p6_d212e30051">
Wann	w1_d212e30055
nun	w3_d212e30058
wir	w5_d212e30061
über	w7_d212e30064
die	w9_d212e30067
bey	w11_d212e30070
Gemeiner	w13_d212e30074
Stadt	w1_d212e30079
Grund=buch	w3_d212e30082
vorläuffig	w5_d212e30085
gepflogene	w7_d212e30088
Untersuchung,	w1_d212e30093
in	w3_d212e30096
dieses	w5_d212e30099
Gesuch	w7_d212e30102
unterm	w9_d212e30105
30ten	w11_d212e30108
Martii	w1_d212e30114
letzthin	w3_d212e30117
auch	w5_d212e30120
gewilliget;	w7_d212e30123
Als	w9_d212e30126
werden	w11_d212e30129
</p>
<p id="p8_d212e30132">
obermeldete	w1_d212e30136
Satz=innhabere,	w3_d212e30139
derenselben	w5_d212e30142
Er	w7_d212e30145
ben,	w1_d212e30150
oder	w3_d212e30153
auch	w5_d212e30156
jene,	w7_d212e30159
so	w9_d212e30162
zu	w11_d212e30165
gedachten	w13_d212e30169
Sätzen	w15_d212e30172
ei	w17_d212e30175
niges	w1_d212e30180
Recht	w3_d212e30183
haben,	w5_d212e30186
oder	w7_d212e30189
zu	w9_d212e30192
haben	w11_d212e30195
vermeinen,	w13_d212e30199
von	w1_d212e30205
heut	w3_d212e30208
gesetztem	w5_d212e30211
Dato	w7_d212e30214
an,	w9_d212e30217
inner	w11_d212e30220
Jahr,	w13_d212e30224
6.	w15_d212e30227
Wochen,	w1_d212e30232
und	w3_d212e30235
3.	w5_d212e30238
Tägen	w7_d212e30241
bey	w9_d212e30244
unser,	w11_d212e30247
und	w13_d212e30251
gemei	w15_d212e30254
ner	w1_d212e30259
Skadt	w3_d212e30262
Grund=buch	w5_d212e30265
also	w7_d212e30268
gewiß	w9_d212e30271
zu	w11_d212e30274
erschei	w13_d212e30278
nen,	w1_d212e30283
und	w3_d212e30286
sich	w5_d212e30289
zu	w7_d212e30292
legitimiren	w9_d212e30295
haben,	w11_d212e30298
wie	w13_d212e30302
im	w15_d212e30305
widrigen	w1_d212e30311
nach	w3_d212e30314
Verstreichung	w5_d212e30317
sothaner	w7_d212e30320
Ter	w9_d212e30323
mins,	w1_d212e30328
niemand	w3_d212e30331
mehr	w5_d212e30334
angehöret,	w7_d212e30337
besagte	w9_d212e30340
Sätze	w11_d212e30343
caßiret,	w1_d212e30348
und	w3_d212e30351
für	w5_d212e30354
null,	w7_d212e30357
nichtig,	w9_d212e30360
und	w11_d212e30363
unkräftig	w13_d212e30367
geachtet	w1_d212e30372
werden	w3_d212e30375
sollen.	w5_d212e30378
Actum	w7_d212e30381
Wien	w9_d212e30384
den	w11_d212e30387
6ten	w1_d212e30393
April	w3_d212e30396
1757.	w5_d212e30399
</p>
<p id="p10_d212e30402">
Es	w1_d212e30406
wird	w3_d212e30409
hiemit	w5_d212e30412
allen	w7_d212e30415
und	w9_d212e30418
jeden	w11_d212e30421
kund	w13_d212e30425
und	w15_d212e30428
zu	w1_d212e30433
wissen	w3_d212e30436
gemacht,	w5_d212e30439
wie	w7_d212e30442
daß	w9_d212e30445
auf	w11_d212e30448
Verordnung	w13_d212e30452
Jhro	w1_d212e30457
Hochwürden	w3_d212e30460
und	w5_d212e30463
Gnaden	w7_d212e30466
Hrn.	w9_d212e30469
Alberici	w11_d212e30472
Würdigsten	w1_d212e30478
Abtens	w3_d212e30481
zum	w5_d212e30484
Heil.	w7_d212e30487
Creutz,	w9_d212e30490
und	w11_d212e30493
St.	w13_d212e30497
Gotthard	w1_d212e30502
als	w3_d212e30505
Grund=herr,	w5_d212e30508
und	w7_d212e30511
Obrigkeit	w9_d212e30514
in	w11_d212e30517
dem	w1_d212e30522
Heil.	w3_d212e30525
Creutzer	w5_d212e30528
Stein=bruch	w7_d212e30531
an	w9_d212e30534
dem	w11_d212e30537
Leitha	w13_d212e30541
berg,	w1_d212e30546
des	w3_d212e30549
verstorbenen	w5_d212e30552
Eliä	w7_d212e30555
Högls,	w9_d212e30558
gewesten	w11_d212e30561
Unterthan,	w1_d212e30567
Steinmetz=meisters	w3_d212e30570
hinterlassene	w5_d212e30573
zwey	w1_d212e30578
Häuser,	w3_d212e30581
Obst	w5_d212e30584
und	w7_d212e30587
Kraut=garten,	w9_d212e30590
Keller,	w11_d212e30593
und	w1_d212e30598
Preß=haus,	w3_d212e30601
wie	w5_d212e30604
auch	w7_d212e30607
zwey	w9_d212e30610
Stein=brüche,	w11_d212e30613
samt	w1_d212e30618
verfertigter	w3_d212e30621
Steinmetz=arbeit,	w5_d212e30624
und	w7_d212e30627
schon	w9_d212e30630
ausgebrochenen	w1_d212e30636
rauhen	w3_d212e30639
Steiner	w5_d212e30642
den	w7_d212e30645
13.	w9_d212e30648
Febr.	w11_d212e30651
feil	w1_d212e30656
geboten,	w3_d212e30659
und	w5_d212e30662
dem	w7_d212e30665
Meistbietenden	w9_d212e30668
gegen	w11_d212e30671
baarer	w1_d212e30676
Bezahlung	w3_d212e30679
hindan	w5_d212e30682
gegeben	w7_d212e30685
werden;	w9_d212e30688
wer	w1_d212e30693
also	w3_d212e30696
obbemeldete	w5_d212e30699
zwey	w7_d212e30702
Häuser,	w9_d212e30705
Grund	w11_d212e30708
stück,	w1_d212e30714
Obst=garten,	w3_d212e30717
samt	w5_d212e30720
verhandenen	w7_d212e30723
ausge	w9_d212e30726
arbeiteten,	w1_d212e30731
und	w3_d212e30734
rauhen	w5_d212e30737
Steinern	w7_d212e30740
zu	w9_d212e30743
erkauffen	w11_d212e30746
gedenket,	w1_d212e30751
kan	w3_d212e30754
sich	w5_d212e30757
an	w7_d212e30760
obbestimmten	w9_d212e30763
Tag	w11_d212e30766
um	w13_d212e30770
10.	w1_d212e30775
Uhr	w3_d212e30778
fruh	w5_d212e30781
bey	w7_d212e30784
der	w9_d212e30787
Heil.	w11_d212e30790
Creutzer=Herrschaft	w13_d212e30794
Königs=hofen	w1_d212e30800
an	w3_d212e30803
der	w5_d212e30806
Leitha	w7_d212e30809
entweder	w9_d212e30812
in	w11_d212e30815
Per	w13_d212e30819
son,	w1_d212e30824
oder	w3_d212e30827
durch	w5_d212e30830
Bevollmächtigte	w7_d212e30833
ad	w9_d212e30836
tractan-	w11_d212e30839
dum	w1_d212e30844
&	w3_d212e30847
concludendum	w5_d212e30850
anmelden.	w7_d212e30853
</p>
<list id="l12_d212e30857">
Bey	w1_d212e30861
dem	w3_d212e30864
Verleger	w5_d212e30867
des	w7_d212e30870
Wienerischen	w9_d212e30873
Diarii	w11_d212e30876
ist	w1_d212e30881
zu	w3_d212e30884
haben:	w5_d212e30887
Neuer	w1_d212e30892
Wirtschafts	w3_d212e30895
und	w5_d212e30898
Canzley=calender,	w7_d212e30901
zu	w1_d212e30907
Ehren	w3_d212e30910
St.	w5_d212e30913
Adalberti,	w7_d212e30916
nebst	w9_d212e30919
einem	w11_d212e30922
Alphabe	w13_d212e30926
tischen	w1_d212e30931
Register	w3_d212e30934
der	w5_d212e30937
hohen	w7_d212e30940
adelichen	w9_d212e30943
Standes	w11_d212e30946
geschlechter	w1_d212e30951
des	w3_d212e30954
Königreichs	w5_d212e30957
Böheim.	w7_d212e30960
Calendarium	w1_d212e30965
Tymaviense	w3_d212e30968
ad	w5_d212e30971
annum	w7_d212e30974
</list>
<head id="h2_d212e30981">
JEsu	w1_d212e30985
Christi	w3_d212e30988
M.	w5_d212e30991
LCC.	w7_d212e30994
LVIII.	w9_d212e30997
</head>
<head id="h2_d212e31003">
0	w1_d212e31007
(	w1_d212e31012
</head>
</doc>
