<doc id="wr_1757-04-30" attrs="word" year="1757" month="04" day="30" corpus="2">
<head id="h2_d139e3473">
Philadelphia	w1_d139e3477
Herzogen	w17_d139e28798
von	w19_d139e28801
Aren	w21_d139e28804
berg,	w1_d139e28809
so	w3_d139e28812
das	w5_d139e28815
bey	w7_d139e28818
Egra	w9_d139e28821
gestandene	w11_d139e28824
Corpo	w13_d139e28828
commandiret,	w15_d139e28831
die	w17_d139e28834
Ordre	w19_d139e28837
zugesen	w21_d139e28840
det,	w1_d139e28845
seinen	w3_d139e28848
Marsch	w5_d139e28851
nach	w7_d139e28854
Budin	w9_d139e28857
zu	w11_d139e28860
richten.	w13_d139e28864
Nachdeme	w15_d139e28867
aber	w17_d139e28870
dieses	w19_d139e28873
Corpo	w21_d139e28876
nicht	w1_d139e28882
so	w3_d139e28885
geschwind	w5_d139e28888
zu	w7_d139e28891
dem	w9_d139e28894
jenigen,	w11_d139e28897
so	w13_d139e28901
zu	w15_d139e28904
Budin	w17_d139e28907
gestanden,	w19_d139e28910
stossen	w21_d139e28913
können	w23_d139e28916
als	w25_d139e28920
der	w1_d139e28925
Feind	w3_d139e28928
in	w5_d139e28931
Loboschitz	w7_d139e28934
eingetroffen	w9_d139e28937
ist;	w11_d139e28940
so	w13_d139e28944
hat	w15_d139e28947
der	w17_d139e28950
ernannte	w19_d139e28953
Hr.	w21_d139e28956
Feld	w23_d139e28959
marschall	w1_d139e28964
für	w3_d139e28967
gut	w5_d139e28970
befunden,	w7_d139e28973
die	w9_d139e28976
Stadt	w11_d139e28979
Leitmeritz,	w13_d139e28983
wie	w15_d139e28986
auch	w17_d139e28989
das	w19_d139e28992
Schloß	w21_d139e28995
Teschen	w1_d139e29000
mit	w3_d139e29003
einem	w5_d139e29006
Detaschement	w7_d139e29009
leichter	w9_d139e29012
Jnfanterie	w11_d139e29015
zu	w13_d139e29019
besetzen,	w15_d139e29022
und	w17_d139e29025
sich	w1_d139e29031
mit	w3_d139e29034
seinen	w5_d139e29037
unterhabenden	w7_d139e29040
Trupen	w9_d139e29043
nach	w11_d139e29046
Welwar	w13_d139e29050
zu	w15_d139e29053
ziehen,	w17_d139e29056
wor	w19_d139e29059
nach	w1_d139e29064
der	w3_d139e29067
Feind	w5_d139e29070
den	w7_d139e29073
27ten	w9_d139e29076
dieses	w11_d139e29079
zwischen	w13_d139e29083
Laum,	w15_d139e29086
und	w17_d139e29089
Libockowitz	w19_d139e29092
zwey	w21_d139e29095
Brucken	w1_d139e29100
über	w3_d139e29103
die	w5_d139e29106
Eger	w7_d139e29109
schlagen,	w9_d139e29112
und	w11_d139e29115
einen	w13_d139e29119
Theil	w15_d139e29122
seiner	w17_d139e29125
Trupen	w19_d139e29128
bis	w21_d139e29131
nach	w1_d139e29136
Schlan	w3_d139e29139
vorrucken	w5_d139e29142
lassen;	w7_d139e29145
vermutlich	w9_d139e29148
in	w11_d139e29151
der	w13_d139e29155
Absicht	w15_d139e29158
sich	w17_d139e29161
zwischen	w19_d139e29164
der	w1_d139e29170
Stadt	w3_d139e29173
Prag,	w5_d139e29176
und	w7_d139e29179
dem	w9_d139e29182
Corpo	w11_d139e29185
des	w13_d139e29189
Hrn.	w15_d139e29192
Feld=marschalls	w17_d139e29195
fest	w19_d139e29198
zu	w21_d139e29201
setzen.	w23_d139e29204
Dahero	w1_d139e29209
auch	w3_d139e29212
dieser	w5_d139e29215
noch	w7_d139e29218
selbigen	w9_d139e29221
Tags	w11_d139e29224
bis	w13_d139e29228
nach	w15_d139e29231
Mickowitz	w17_d139e29234
marschieret	w19_d139e29237
ist,	w1_d139e29242
und	w3_d139e29245
immittelst	w5_d139e29248
den	w7_d139e29251
grösten	w9_d139e29254
Theil	w11_d139e29257
seiner	w13_d139e29261
Trupen	w15_d139e29264
versammelt	w17_d139e29267
hat,	w19_d139e29270
so,	w1_d139e29275
daß	w3_d139e29278
inner	w5_d139e29281
kurzen	w7_d139e29284
ein	w9_d139e29287
Haupt=treffen	w11_d139e29290
vorfallen	w13_d139e29294
dörfte.	w15_d139e29297
</p>
<p id="p6_d139e29300">
Seit	w1_d139e29304
zwey	w3_d139e29307
Tägen	w5_d139e29310
läst	w7_d139e29313
der	w9_d139e29316
Feind	w11_d139e29319
das	w13_d139e29323
Schloß	w15_d139e29326
Teschen	w17_d139e29329
stark	w19_d139e29332
beschüs	w21_d139e29335
fen,	w1_d139e29340
und	w3_d139e29343
ist	w5_d139e29346
er	w7_d139e29349
durch	w9_d139e29352
diesen	w11_d139e29355
Posten	w13_d139e29359
in	w15_d139e29362
so	w17_d139e29365
lang	w19_d139e29368
aufgehalten	w21_d139e29371
worden,	w23_d139e29374
daß	w25_d139e29378
alle	w1_d139e29383
an	w3_d139e29386
denen	w5_d139e29389
Sächsischen	w7_d139e29392
Gränzen	w9_d139e29395
postirt	w11_d139e29398
gestandene	w13_d139e29402
Trupen	w15_d139e29405
zuruck	w17_d139e29408
gezo	w19_d139e29411
gen	w1_d139e29417
werden	w3_d139e29420
können.	w5_d139e29423
Das	w7_d139e29426
bey	w9_d139e29429
Königgrätz	w11_d139e29432
unter	w13_d139e29436
Commando	w15_d139e29439
des	w17_d139e29442
Hrn.	w19_d139e29445
Ge	w21_d139e29448
neralen	w1_d139e29453
der	w3_d139e29456
Cavallerie	w5_d139e29459
Grafen	w7_d139e29462
Serbelloni	w9_d139e29465
versammelte	w11_d139e29468
Corpo	w13_d139e29472
ist	w15_d139e29475
in	w17_d139e29478
voller	w19_d139e29481
Bewegung,	w1_d139e29486
um	w3_d139e29489
den	w5_d139e29492
Feind	w7_d139e29495
in	w9_d139e29498
seinem	w11_d139e29501
Marsch	w13_d139e29505
zu	w15_d139e29508
beunruhigen,	w17_d139e29511
und	w19_d139e29514
sich	w21_d139e29517
dem	w23_d139e29520
Centro	w1_d139e29525
der	w3_d139e29528
diesseitigen	w5_d139e29531
Position	w7_d139e29534
mehrers	w9_d139e29537
zu	w11_d139e29540
nähern.	w13_d139e29544
</p>
</doc>
