<doc id="edoc_wd_1783-12-24" attrs="word" year="1783" month="12" day="24" corpus="1">
<head id="hl1">
Jnnländische	w29
Perlaßischen	w13902
Herrschaft	w13903
Pas=dorf	w13904
<g/>
=
wird	w13906
hiemit	w13907
kund	w13908
gemacht	w13909
<g/>
:
es	w13911
haben	w13912
der	w13913
Joseph	w13914
Hackl	w13915
und	w13916
Christian	w13917
Kruter	w13918
<g/>
,
als	w13920
der	w13921
Georg	w13922
Fuchsischen	w13923
Kinder	w13924
Gerhaben	w13925
<g/>
,
wider	w13927
die	w13928
Anna	w13929
Maria	w13930
Fuchsin	w13931
<g/>
,
nun	w13933
verehligte	w13934
Breineß=lin	w13935
<g/>
=
zu	w13937
Schrick	w13938
<g/>
,
wegen	w13940
ihnen	w13941
tut	w13942
<g/>
.
nom	w13944
<g/>
.
schul=digen	w13946
<g/>
=
1313	w13948
fl	w13949
<g/>
.
54	w13951
1	w13952
<g/>
/
2	w13954
kr	w13955
<g/>
.
Waisenkapital	w13957
cum	w13958
sua	w13959
causa	w13960
die	w13961
Feilbietung	w13962
der	w13963
Anna	w13964
Maria	w13965
Fuch=sischen	w13966
<g/>
=
Ganzlehenbehausung	w13968
samt	w13969
Zugehörun=gen	w13970
<g/>
=
<g/>
,
und	w13973
nachbenannter	w13974
Ueberländstücken	w13975
<g/>
,
als	w13977
1	w13978
Joch	w13979
Acker	w13980
in	w13981
Sandlüssen	w13982
<g/>
,
1	w13984
<g/>
/
8	w13986
Weingarten	w13987
<g/>
,
jetzt	w13989
Acker	w13990
allda	w13991
<g/>
,
2	w13993
Viertel	w13994
Weingärten	w13995
<g/>
,
der=mal	w13997
<g/>
=
Aecker	w13999
in	w14000
Antenser	w14001
<g/>
,
ein	w14003
Krautgarten	w14004
in	w14005
Krautländern	w14006
<g/>
,
und	w14008
eines	w14009
Ueberländkellers	w14010
an	w14011
der	w14012
Kaiserstrasse	w14013
<g/>
,
über	w14015
welch	w14016
alles	w14017
die	w14018
Schätzung	w14019
und	w14020
übrige	w14021
Verkaufsbedingnisse	w14022
bey	w14023
hiesiger	w14024
Herrschaftskanzley	w14025
täglich	w14026
eingesehen	w14027
werden	w14028
</p>
<p id="p153">
weiters	w14029
laufenden	w14030
durch	w14031
die	w14032
gerichtliche	w14033
Pfän=dung	w14034
<g/>
=
<g/>
,
Klage	w14037
angebracht	w14038
<g/>
,
und	w14040
um	w14041
die	w14042
der	w14043
Gerech=tigkeit	w14044
<g/>
=
angemessene	w14046
richterliche	w14047
Hilfe	w14048
gebeten	w14049
<g/>
.
Da	w14051
nun	w14052
das	w14053
Gericht	w14054
wegen	w14055
desselben	w14056
Abwesen=heit	w14057
<g/>
=
von	w14059
den	w14060
k	w14061
<g/>
.
k	w14063
<g/>
.
Erblanden	w14065
ihm	w14066
Marquis	w14067
v	w14068
<g/>
.
Spinola	w14070
den	w14071
hierortigen	w14072
Hof	w14073
<g/>
=
und	w14075
Gerichtsad=vokaten	w14076
<g/>
=
Doktor	w14078
Paumgarten	w14079
zur	w14080
Vertrettung	w14081
auf	w14082
dessen	w14083
Gefahr	w14084
und	w14085
Unkösten	w14086
als	w14087
Kurator	w14088
be=stellet	w14089
<g/>
=
<g/>
,
mit	w14092
welchem	w14093
die	w14094
angebrachte	w14095
Rechtssa=che	w14096
<g/>
=
nach	w14098
Maß	w14099
der	w14100
für	w14101
die	w14102
k	w14103
<g/>
.
k	w14105
<g/>
.
Erbländer	w14107
ge=sätzmässig	w14108
<g/>
=
bestimmten	w14110
allgemeinen	w14111
Gerichtsord=nung	w14112
<g/>
=
ausgeführet	w14114
<g/>
,
sonach	w14116
entschieden	w14117
werden	w14118
wird	w14119
<g/>
,
und	w14121
hierüber	w14122
eine	w14123
Tagsatzung	w14124
auf	w14125
den	w14126
24	w14127
<g/>
.
Jäner	w14129
1784	w14130
angeordnet	w14131
hat	w14132
<g/>
,
wobey	w14134
der	w14135
Herr	w14136
Beklagte	w14137
alsogewiß	w14138
persönlich	w14139
<g/>
,
oder	w14141
durch	w14142
einen	w14143
genugsam	w14144
Bevollmächtigten	w14145
zu	w14146
erscheinen	w14147
haben	w14148
wird	w14149
<g/>
,
widrigens	w14151
derselbe	w14152
auf	w14153
Ausbleiben	w14154
der	w14155
Schuld	w14156
geständig	w14157
gehalten	w14158
werden	w14159
würde	w14160
<g/>
.
Als	w14162
wird	w14163
derselbe	w14164
dessen	w14165
anmit	w14166
zu	w14167
dem	w14168
Ende	w14169
erinnert	w14170
<g/>
,
damit	w14172
er	w14173
allenfalls	w14174
in	w14175
rechter	w14176
Zeit	w14177
selbst	w14178
zu	w14179
erscheinen	w14180
<g/>
,
oder	w14182
dem	w14183
bestimmten	w14184
Ver=tretter	w14185
<g/>
=
seine	w14187
Rechtsbehelfe	w14188
in	w14189
gehöriger	w14190
Zeit	w14191
an	w14192
Handen	w14193
zu	w14194
lassen	w14195
<g/>
,
oder	w14197
einen	w14198
andern	w14199
Sachwalter	w14200
zu	w14201
bestellen	w14202
<g/>
,
und	w14204
diesem	w14205
Gerichte	w14206
namhaft	w14207
zu	w14208
machen	w14209
<g/>
,
und	w14211
überhaupt	w14212
in	w14213
jene	w14214
rechtliche	w14215
ord=nungsmässige	w14216
<g/>
=
Wege	w14218
einzuschreiten	w14219
wissen	w14220
möge	w14221
<g/>
,
die	w14223
er	w14224
zu	w14225
seiner	w14226
Vertheidigung	w14227
diensam	w14228
finden	w14229
würde	w14230
<g/>
,
massen	w14232
er	w14233
sich	w14234
die	w14235
aus	w14236
seiner	w14237
Verab=säumung	w14238
<g/>
=
entstehende	w14240
Folgen	w14241
selbst	w14242
beyzumessen	w14243
haben	w14244
würde	w14245
<g/>
.
</p>
<head id="hl58">
Erinnerung	w14247
an	w14248
Bartholomä	w14249
Grappoi	w14250
<g/>
.
</head>
<p id="p154">
Von	w14252
dem	w14253
k	w14254
<g/>
.
k	w14256
<g/>
.
ni	w14258
<g/>
.
öst	w14260
<g/>
.
Merkantil	w14262
<g/>
=
und	w14264
Wech=selgericht	w14265
<g/>
=
dem	w14267
Bartholomä	w14268
Grappoi	w14269
hiemit	w14270
an=zufügen	w14271
<g/>
=
<g/>
:
Adam	w14274
Jsaac	w14275
Arnsteiner	w14276
und	w14277
Sohn	w14278
<g/>
,
Groshändler	w14280
alhier	w14281
<g/>
,
haben	w14283
wider	w14284
ihm	w14285
Bartho=lomä	w14286
<g/>
=
Grappoi	w14288
klagbar	w14289
vorgestellet	w14290
<g/>
,
daß	w14292
er	w14293
Grap=poi	w14294
<g/>
=
ihnen	w14296
auf	w14297
einen	w14298
6	w14299
Monat	w14300
nach	w14301
dato	w14302
zahl=bar	w14303
<g/>
=
gestellten	w14305
Wechselbrief	w14306
dd	w14307
<g/>
.
1	w14309
<g/>
.
Februar	w14311
d	w14312
<g/>
.
J	w14314
<g/>
.
400	w14316
fl	w14317
<g/>
.
baar	w14319
zu	w14320
bezahlen	w14321
schuldig	w14322
geworden	w14323
<g/>
,
und	w14325
ihnen	w14326
zur	w14327
Sicherheit	w14328
dieser	w14329
Foderung	w14330
59	w14331
Duzet	w14332
Mayländertüchel	w14333
verpfändet	w14334
hätte	w14335
<g/>
.
Da	w14337
nun	w14338
die	w14339
Verfallzeit	w14340
bereits	w14341
den	w14342
1	w14343
<g/>
.
August	w14345
ver=strichen	w14346
<g/>
=
<g/>
,
aber	w14349
keine	w14350
Zahlung	w14351
erfolget	w14352
wäre	w14353
<g/>
,
un=terdessen	w14355
<g/>
=
auch	w14357
er	w14358
Debitor	w14359
von	w14360
hier	w14361
verreiset	w14362
<g/>
,
ohne	w14364
ihnen	w14365
seinen	w14366
dermaligen	w14367
Aufenthaltsort	w14368
bekannt	w14369
zu	w14370
machen	w14371
<g/>
,
als	w14373
sehenen	w14374
sie	w14375
den	w14376
Werth	w14377
des	w14378
erhaltenen	w14379
Unterpfands	w14380
bestimmen	w14381
zu	w14382
las=sen	w14383
<g/>
=
sich	w14385
bemüssiget	w14386
<g/>
.
Baten	w14388
demnach	w14389
1	w14390
<g/>
)
in	w14392
die	w14393
Abschätzung	w14394
ersagter	w14395
Mayländertüchel	w14396
<g/>
,
2	w14398
<g/>
)
in	w14400
die	w14401
Aufstellung	w14402
eines	w14403
Vertretters	w14404
<g/>
,
und	w14406
3	w14407
<g/>
)
in	w14409
die	w14410
Kundmachung	w14411
durch	w14412
gegenwärtiges	w14413
Edikt	w14414
zu	w14415
gewilligen	w14416
<g/>
.
Da	w14418
nun	w14419
hierüber	w14420
der	w14421
gerichtliche	w14422
Rathschlag	w14423
unterm	w14424
heutigen	w14425
Dato	w14426
dahin	w14427
ergan=gen	w14428
<g/>
=
<g/>
:
Jn	w14431
ersten	w14432
dieser	w14433
Sache	w14434
halber	w14435
den	w14436
1	w14437
<g/>
.
März	w14439
1784	w14440
<g/>
,
fruh	w14442
um	w14443
8	w14444
Uhr	w14445
alsogewiß	w14446
zu	w14447
erscheinen	w14448
<g/>
,
als	w14450
im	w14451
widrigen	w14452
der	w14453
Beklagte	w14454
über	w14455
dessen	w14456
Aus=bleiben	w14457
<g/>
=
der	w14459
Schuld	w14460
geständig	w14461
gehalten	w14462
werden	w14463
würde	w14464
<g/>
;
im	w14466
anderten	w14467
wird	w14468
dem	w14469
Beklagten	w14470
der	w14471
</p>
<p id="p155">
können	w14472
<g/>
,
verwilligter	w14474
erhalten	w14475
<g/>
.
Da	w14477
nun	w14478
zu	w14479
Vor=nehmung	w14480
<g/>
=
dessen	w14482
3	w14483
Termine	w14484
<g/>
,
und	w14486
zwar	w14487
zum	w14488
ersten	w14489
der	w14490
24	w14491
<g/>
.
Jäner	w14493
<g/>
,
zum	w14495
zweyten	w14496
der	w14497
28	w14498
<g/>
.
Hor=nung	w14500
<g/>
=
<g/>
,
und	w14503
zum	w14504
dritten	w14505
der	w14506
29	w14507
<g/>
.
März	w14509
1784	w14510
<g/>
.
mit	w14512
dem	w14513
Beysatz	w14514
bestimmt	w14515
worden	w14516
<g/>
,
daß	w14518
<g/>
,
wenn	w14520
diese	w14521
Behausung	w14522
samt	w14523
Zugehörungen	w14524
und	w14525
Ue=berländstücken	w14526
<g/>
=
weder	w14528
bey	w14529
dem	w14530
ersten	w14531
noch	w14532
zwey=ten	w14533
<g/>
=
Termin	w14535
um	w14536
den	w14537
Schätzungsbetrag	w14538
<g/>
,
oder	w14540
darüber	w14541
an	w14542
Mann	w14543
gebracht	w14544
werden	w14545
könnten	w14546
<g/>
,
solche	w14548
bey	w14549
dem	w14550
dritten	w14551
auch	w14552
unter	w14553
der	w14554
Schä=tzung	w14555
<g/>
=
verkauft	w14557
werden	w14558
würden	w14559
<g/>
:
so	w14561
haben	w14562
die=jenige	w14563
<g/>
=
welche	w14565
gedachte	w14566
Behausung	w14567
und	w14568
Ueber=länder	w14569
<g/>
=
zu	w14571
kaufen	w14572
gedenken	w14573
<g/>
,
an	w14575
obbestimmten	w14576
Tägen	w14577
früh	w14578
um	w14579
9	w14580
Uhr	w14581
in	w14582
allhiesiger	w14583
Herrschafts=kanzley	w14584
<g/>
=
zu	w14586
erscheinen	w14587
<g/>
.
</p>
<head id="hl59">
Erinnerung	w14589
an	w14590
die	w14591
Katharina	w14592
Hübschin	w14593
<g/>
.
</head>
<p id="p156">
Von	w14595
dem	w14596
Magistrate	w14597
der	w14598
k	w14599
<g/>
.
k	w14601
<g/>
.
Haupt	w14603
<g/>
=
und	w14605
Residenzstadt	w14606
Wien	w14607
<g/>
,
der	w14609
Katharina	w14610
Hübschin	w14611
mittelst	w14612
gegenwärtigen	w14613
Edikts	w14614
anmit	w14615
zu	w14616
erin=nnern	w14617
<g/>
=
<g/>
:
Es	w14620
habe	w14621
wider	w14622
sie	w14623
bey	w14624
diesem	w14625
Gerichte	w14626
der	w14627
Herr	w14628
Joseph	w14629
Karl	w14630
Freyh	w14631
<g/>
.
v	w14633
<g/>
.
Bender	w14635
<g/>
,
we=gen	w14637
<g/>
=
seiner	w14639
bey	w14640
der	w14641
Joseph	w14642
Hübschischen	w14643
Krida=masse	w14644
<g/>
=
angemeldeten	w14646
<g/>
,
an	w14648
sie	w14649
Hübschin	w14650
hingegen	w14651
auf	w14652
eine	w14653
Obligation	w14654
<g/>
,
und	w14656
Satz	w14657
zu	w14658
fodern	w14659
ha=bende	w14660
<g/>
=
3000	w14662
fl	w14663
<g/>
.
zu	w14665
Herstellung	w14666
seiner	w14667
Liquidirung	w14668
die	w14669
Klage	w14670
angebracht	w14671
<g/>
,
und	w14673
um	w14674
die	w14675
der	w14676
Gerech=tigkeit	w14677
<g/>
=
angemessene	w14679
richterliche	w14680
Hilfe	w14681
gebeten	w14682
<g/>
.
Da	w14684
nun	w14685
das	w14686
Gericht	w14687
wegen	w14688
ihren	w14689
nicht	w14690
bekann=ten	w14691
<g/>
=
Aufenthaltsorte	w14693
<g/>
,
allenfalls	w14695
Abwesenheit	w14696
von	w14697
den	w14698
k	w14699
k	w14700
<g/>
.
Erblanden	w14702
ihr	w14703
Hübschin	w14704
den	w14705
hier=ortigen	w14706
<g/>
=
Hof	w14708
<g/>
=
und	w14710
Gerichtsadvokaten	w14711
Jgnatz	w14712
Füt=terer	w14713
<g/>
=
zur	w14715
Vertrettung	w14716
auf	w14717
ihre	w14718
Gefahr	w14719
und	w14720
Unkösten	w14721
als	w14722
Kurator	w14723
bestellet	w14724
hat	w14725
<g/>
,
mit	w14727
wel=chem	w14728
<g/>
=
die	w14730
angebrachte	w14731
Rechtssache	w14732
nach	w14733
Maaß	w14734
der	w14735
für	w14736
die	w14737
k	w14738
<g/>
.
k	w14740
<g/>
.
Erbländer	w14742
gesätzmässig	w14743
bestim=ten	w14744
<g/>
=
allgemeinen	w14746
Gerichtsordnung	w14747
ausgeführet	w14748
<g/>
,
sonach	w14750
entschieden	w14751
werden	w14752
wird	w14753
<g/>
.
Als	w14755
wird	w14756
die=selbe	w14757
<g/>
=
dessen	w14759
anmit	w14760
zu	w14761
dem	w14762
Ende	w14763
erinnert	w14764
<g/>
,
da=mit	w14766
<g/>
=
sie	w14768
allenfalls	w14769
in	w14770
rechter	w14771
Zeit	w14772
selbst	w14773
zu	w14774
er=scheinen	w14775
<g/>
=
<g/>
,
oder	w14778
dem	w14779
bestimmten	w14780
Vertretter	w14781
ihre	w14782
Rechtsbehelfe	w14783
<g/>
,
in	w14785
gehöriger	w14786
Zeit	w14787
an	w14788
Handen	w14789
zu	w14790
lassen	w14791
<g/>
,
oder	w14793
einen	w14794
andern	w14795
Sachwalter	w14796
zu	w14797
be=stellen	w14798
<g/>
=
<g/>
,
und	w14801
diesem	w14802
Gerichte	w14803
namhaft	w14804
zu	w14805
machen	w14806
<g/>
,
und	w14808
überhaupt	w14809
in	w14810
jene	w14811
rechtliche	w14812
ordnungsmäs=sige	w14813
<g/>
=
Wege	w14815
einzuschreiten	w14816
wissen	w14817
möge	w14818
<g/>
,
die	w14820
sie	w14821
zu	w14822
ihrer	w14823
Vertheidigung	w14824
diensam	w14825
finden	w14826
wurde	w14827
<g/>
,
massen	w14829
sie	w14830
sich	w14831
die	w14832
aus	w14833
ihrer	w14834
Verabsäumung	w14835
ent=stehende	w14836
<g/>
=
Folgen	w14838
selbst	w14839
beyzumessen	w14840
haben	w14841
wurde	w14842
<g/>
,
Wien	w14844
den	w14845
2	w14846
<g/>
.
December	w14848
1783	w14849
<g/>
.
</p>
<head id="hl60">
Erinnerung	w14851
an	w14852
Marquis	w14853
Spinola	w14854
<g/>
.
</head>
<p id="p157">
Von	w14856
den	w14857
k	w14858
<g/>
.
k	w14860
<g/>
.
ni	w14862
<g/>
.
öst	w14864
<g/>
.
Landrechten	w14866
dem	w14867
Hrn	w14868
<g/>
.
Marquis	w14870
Spinola	w14871
de	w14872
la	w14873
Rota	w14874
Forte	w14875
mittels	w14876
ge=genwärtigen	w14877
<g/>
=
Edikts	w14879
anmit	w14880
zu	w14881
erinnern	w14882
<g/>
:
Es	w14884
ha=be	w14885
<g/>
=
wider	w14887
denselben	w14888
der	w14889
Anton	w14890
Veit	w14891
Mayerl	w14892
<g/>
,
Zimmerwarter	w14894
<g/>
,
wegen	w14896
Abführungsauflag	w14897
des	w14898
7monatlichen	w14899
Gehalts	w14900
à	w14901
30	w14902
fl	w14903
<g/>
.
zusammen	w14905
pr	w14906
<g/>
.
210	w14908
fl	w14909
<g/>
.
bey	w14911
diesem	w14912
Gerichte	w14913
mit	w14914
Vorbehalt	w14915
des	w14916
</p>
<p id="p158">
Not	w14917
<g/>
.
Riedl	w14919
als	w14920
Vertretter	w14921
ex	w14922
officio	w14923
adjungi=ret	w14924
<g/>
=
<g/>
,
und	w14927
soll	w14928
derohalben	w14929
das	w14930
gewöhnliche	w14931
Edikt	w14932
bey	w14933
der	w14934
Kanzley	w14935
ausgefertiget	w14936
werden	w14937
<g/>
.
Als	w14939
wird	w14940
ihm	w14941
Bartholomä	w14942
Grappoi	w14943
ein	w14944
solches	w14945
durch	w14946
gegenwärtiges	w14947
Edikt	w14948
zu	w14949
dem	w14950
Ende	w14951
kund	w14952
gemacht	w14953
<g/>
,
damit	w14955
er	w14956
allenfalls	w14957
einen	w14958
andern	w14959
Sachwalter	w14960
bestellen	w14961
<g/>
,
oder	w14963
aber	w14964
bey	w14965
der	w14966
auf	w14967
den	w14968
1	w14969
<g/>
.
März	w14971
1784	w14972
anberaumten	w14973
Tagsatzung	w14974
selbst	w14975
erscheinen	w14976
<g/>
,
und	w14978
seine	w14979
Gerechtsame	w14980
besorgen	w14981
könne	w14982
<g/>
.
</p>
<head id="hl61">
Convoc	w14984
<g/>
.
Landererische	w14986
Gläubiger	w14987
<g/>
.
</head>
<p id="p159">
Von	w14989
dem	w14990
k	w14991
<g/>
.
k	w14993
<g/>
.
ni	w14995
<g/>
.
öst	w14997
<g/>
.
Landrechte	w14999
wird	w15000
hie=mit	w15001
<g/>
=
allen	w15003
und	w15004
jeden	w15005
<g/>
,
die	w15007
an	w15008
weil	w15009
<g/>
.
Mathias	w15011
Lan=derer	w15012
<g/>
=
seel	w15014
<g/>
.
Verlassenschaft	w15016
Schulden	w15017
halber	w15018
Sprü=che	w15019
<g/>
=
und	w15021
Foderungen	w15022
haben	w15023
<g/>
,
hiemit	w15025
erinnert	w15026
<g/>
:
Es	w15028
haben	w15029
Sebastian	w15030
Mathias	w15031
Landerer	w15032
v	w15033
<g/>
.
Rie=gree	w15035
<g/>
=
<g/>
,
Verwalter	w15038
der	w15039
Herrschaft	w15040
Margarethen	w15041
am	w15042
Mooß	w15043
<g/>
,
proprio	w15045
<g/>
&
tutorio	w15047
nomine	w15048
<g/>
,
dann	w15050
gesammte	w15051
Landererische	w15052
großjährige	w15053
Erben	w15054
<g/>
,
um	w15056
mit	w15057
der	w15058
Abhandlung	w15059
der	w15060
Verlassenschaft	w15061
ihres	w15062
verstorbenen	w15063
Vaters	w15064
Mathias	w15065
Landerer	w15066
v	w15067
<g/>
.
Re=gree	w15069
<g/>
=
sicher	w15071
vorschreiten	w15072
zu	w15073
können	w15074
<g/>
,
um	w15076
eine	w15077
Convocationstagsatzung	w15078
sämtlicher	w15079
Landererischen	w15080
Gläubiger	w15081
das	w15082
Ansuchen	w15083
gemacht	w15084
<g/>
.
Da	w15086
nun	w15087
hierein	w15088
gewilliget	w15089
<g/>
,
und	w15091
hiezu	w15092
der	w15093
14	w15094
<g/>
.
Jäner	w15096
bestimmet	w15097
worden	w15098
<g/>
;
als	w15100
werden	w15101
sämmtliche	w15102
Kre=ditspartheyen	w15103
<g/>
=
<g/>
,
die	w15106
an	w15107
besagter	w15108
Landererische	w15109
Ver=lassenschaft	w15110
<g/>
=
Schulden	w15112
halber	w15113
Foderung	w15114
haben	w15115
<g/>
,
an	w15117
obbestimmten	w15118
Tag	w15119
fruh	w15120
um	w15121
9	w15122
Uhr	w15123
vor	w15124
dem	w15125
k	w15126
<g/>
.
k	w15128
<g/>
.
ni	w15130
öst	w15131
<g/>
.
Landrechte	w15133
zu	w15134
erscheinen	w15135
<g/>
,
hiemit	w15137
vorgeladen	w15138
<g/>
.
</p>
<head id="hl62">
Convoc	w15140
<g/>
.
Michael	w15142
Bugls	w15143
Gläubiger	w15144
<g/>
.
</head>
<p id="p160">
Von	w15146
der	w15147
gräfl	w15148
<g/>
.
Karl	w15150
Koltonizischen	w15151
Herrschaft	w15152
Pittermannstorf	w15153
wird	w15154
dem	w15155
daran	w15156
gelegen	w15157
<g/>
,
kund	w15159
gemacht	w15160
<g/>
;
daß	w15162
Michael	w15163
Bugl	w15164
<g/>
,
allda	w15166
gewesten	w15167
Mühlermeister	w15168
ab	w15169
intestato	w15170
mit	w15171
Tod	w15172
abgegangen	w15173
<g/>
,
und	w15175
daher	w15176
<g/>
,
und	w15178
mit	w15179
der	w15180
künftigen	w15181
Verlassen=schaftsabhandlung	w15182
<g/>
=
sicher	w15184
fürgehen	w15185
zu	w15186
können	w15187
<g/>
,
nothwendig	w15189
befunden	w15190
worden	w15191
<g/>
,
diejenigen	w15193
vorzuladen	w15194
und	w15195
anzuhören	w15196
<g/>
,
welche	w15198
sowohl	w15199
an	w15200
Aktiv	w15201
herein	w15202
zu	w15203
zahlen	w15204
<g/>
,
als	w15206
jene	w15207
an	w15208
Passivschul=den	w15209
<g/>
=
hindan	w15211
an	w15212
fodern	w15213
haben	w15214
<g/>
;
daher	w15216
haben	w15217
all=diejenigen	w15218
<g/>
=
betreffende	w15220
Partheyen	w15221
entweder	w15222
selbst	w15223
persönlich	w15224
<g/>
,
oder	w15226
aber	w15227
durch	w15228
einen	w15229
hinlänglich	w15230
versehenen	w15231
Gewalttrager	w15232
<g/>
,
und	w15234
zwar	w15235
für	w15236
das	w15237
erste	w15238
<g/>
=
und	w15240
letztemal	w15241
den	w15242
14	w15243
Jäner	w15244
1784	w15245
früh	w15246
um	w15247
5	w15248
Uhr	w15249
an	w15250
der	w15251
Herrschaft	w15252
Pittermanstorfstei=schen	w15253
<g/>
=
Amtskanzley	w15255
bey	w15256
Vornehmung	w15257
der	w15258
förm=lichen	w15259
<g/>
=
Liquidirung	w15261
unausbleiblich	w15262
<g/>
,
und	w15264
zwar	w15265
al=sogewiß	w15266
<g/>
=
zu	w15268
erscheinen	w15269
<g/>
,
wie	w15271
im	w15272
widrigen	w15273
mit	w15274
Abhandlung	w15275
der	w15276
Verlassenschaft	w15277
von	w15278
Amtswe=gen	w15279
<g/>
=
fürgegangen	w15281
werden	w15282
würde	w15283
<g/>
.
</p>
<p id="p161">
Convoc	w15285
<g/>
.
Trebitschische	w15287
Kreditores	w15288
<g/>
.
</p>
<p id="p162">
Von	w15290
der	w15291
aufgestellt	w15292
königl	w15293
<g/>
.
Cammeraladmi=nistration	w15295
<g/>
=
des	w15297
dem	w15298
Königreich	w15299
Hungarn	w15300
neu	w15301
incorporirten	w15302
Temeswarer	w15303
<g/>
=
Distrikts	w15305
<g/>
,
wird	w15307
hie=durch	w15308
<g/>
=
kund	w15310
gemacht	w15311
<g/>
:
Es	w15313
sey	w15314
von	w15315
dem	w15316
allhier	w15317
</p>
<p id="p163">
ab	w15318
intestato	w15319
verstorbenen	w15320
tolerirten	w15321
Juden	w15322
<g/>
,
Jo=seph	w15324
<g/>
=
Trebitsch	w15326
<g/>
,
ein	w15328
in	w15329
144	w15330
fl	w15331
<g/>
.
31	w15333
1	w15334
<g/>
/
2	w15336
kr	w15337
<g/>
.
beste=henden	w15339
<g/>
=
Nachlaß	w15341
noch	w15342
untern	w15343
1	w15344
<g/>
.
Oktober	w15346
1783	w15347
zu	w15348
der	w15349
hierländigen	w15350
Depositenkassa	w15351
in	w15352
der	w15353
Ab=sicht	w15354
<g/>
=
ad	w15356
fructificandum	w15357
abgegeben	w15358
worden	w15359
<g/>
,
um	w15361
solchen	w15362
denen	w15363
sich	w15364
legitimirenden	w15365
Jntestaterben	w15366
<g/>
,
oder	w15368
Gläubigeren	w15369
<g/>
,
und	w15371
in	w15372
Ermanglung	w15373
dersel=ben	w15374
<g/>
=
dem	w15376
königl	w15377
<g/>
.
Fisco	w15379
seiner	w15380
Zeit	w15381
einantworten	w15382
zu	w15383
mögen	w15384
<g/>
.
Da	w15386
nun	w15387
nach	w15388
Verlauf	w15389
von	w15390
mehr	w15391
dann	w15392
30	w15393
Jahren	w15394
sich	w15395
hiezu	w15396
niemand	w15397
Legalirter	w15398
gemeldet	w15399
hat	w15400
<g/>
,
und	w15402
die	w15403
Gesätze	w15404
mit	w15405
sich	w15406
brin=gen	w15407
<g/>
=
<g/>
,
daß	w15410
der	w15411
mit	w15412
den	w15413
vertagten	w15414
Zinsen	w15415
bereits	w15416
auf	w15417
500	w15418
fl	w15419
<g/>
.
erwachsen	w15421
Trebitschische	w15422
Nachlaß	w15423
bey	w15424
nunmehr	w15425
eintrettenden	w15426
Präskription	w15427
<g/>
,
dem	w15429
königl	w15430
Fisco	w15431
als	w15432
eine	w15433
Caducität	w15434
wirklich	w15435
zuge=wendet	w15436
<g/>
=
werde	w15438
<g/>
;
als	w15440
werden	w15441
all	w15442
und	w15443
jede	w15444
<g/>
,
die	w15446
an	w15447
diese	w15448
Massa	w15449
titulo	w15450
hæreditatis haereditatis	w15451
oder	w15452
einige	w15453
rechtgültige	w15454
Sprüche	w15455
oder	w15456
Foderungen	w15457
zu	w15458
haben	w15459
vermeinen	w15460
<g/>
,
sich	w15462
bey	w15463
dieser	w15464
königl	w15465
<g/>
.
Kam=meraladministration	w15467
<g/>
=
binnen	w15469
Jahr	w15470
und	w15471
6	w15472
Wo=chen	w15473
<g/>
=
a	w15475
dato	w15476
prætendium praetendium	w15477
mit	w15478
glaubwürdigen	w15479
Urkunden	w15480
und	w15481
so	w15482
gewisser	w15483
zu	w15484
legitimiren	w15485
haben	w15486
<g/>
,
als	w15488
im	w15489
widrigen	w15490
nach	w15491
Verlauf	w15492
dieser	w15493
Zeit	w15494
nie=mand	w15495
<g/>
=
mehr	w15497
angehöret	w15498
<g/>
,
sondern	w15500
das	w15501
Kapital	w15502
nebst	w15503
denen	w15504
Zinsen	w15505
von	w15506
den	w15507
königl	w15508
<g/>
.
Fisco	w15510
pro	w15511
Ærari	w15512
würde	w15513
ergriffen	w15514
werden	w15515
<g/>
.
Temeswar	w15517
den	w15518
25	w15519
<g/>
.
November	w15521
1783	w15522
<g/>
.
</p>
<head id="hl63">
Citat	w15524
<g/>
.
Michael	w15526
Loysische	w15527
Kinder	w15528
<g/>
.
</head>
<p id="p164">
Bereits	w15530
vor	w15531
mehreren	w15532
Jahren	w15533
ist	w15534
Barbara	w15535
Mayrin	w15536
<g/>
,
burgl	w15538
Bäckin	w15539
allhier	w15540
<g/>
,
eine	w15542
gebohrne	w15543
Loyin	w15544
<g/>
,
ohne	w15546
Hinterlassung	w15547
eines	w15548
ehelichen	w15549
Leibs=erben	w15550
<g/>
=
verstorben	w15552
<g/>
,
welche	w15554
ein	w15555
gerichtlichen	w15556
Testa=ment	w15557
<g/>
=
in	w15559
ihren	w15560
Lebezeiten	w15561
noch	w15562
verfassen	w15563
lassen	w15564
<g/>
,
und	w15566
in	w15567
selben	w15568
ihres	w15569
Bruders	w15570
<g/>
,
Michael	w15572
Loys	w15573
<g/>
,
Kindern	w15575
<g/>
,
oder	w15577
desselben	w15578
nächsten	w15579
Anverwand=ten	w15580
<g/>
=
mit	w15582
einen	w15583
Legat	w15584
pr	w15585
<g/>
.
500	w15587
fl	w15588
<g/>
.
gedacht	w15590
hat	w15591
<g/>
.
Da	w15593
um	w15594
zu	w15595
dieser	w15596
Erbschaft	w15597
die	w15598
zweyhändige	w15599
Geschwistrige	w15600
um	w15601
deren	w15602
Ausfolglassung	w15603
das	w15604
An=suchen	w15605
<g/>
=
gestellt	w15607
<g/>
,
und	w15609
sich	w15610
