<doc id="wr_1759-08-08" attrs="word" year="1759" month="08" day="08" corpus="2">
<head id="h2_d371e4010">
Münster	w4_d371e4013
zugehen,	w159_d371e29960
und	w161_d371e29964
sich	w163_d371e29968
mit	w165_d371e29971
der	w167_d371e29974
Armee	w169_d371e29977
nach	w171_d371e29980
Frankfort	w173_d371e29983
an	w175_d371e29987
der	w177_d371e29990
Oder	w179_d371e29993
zu	w181_d371e29996
ziehen	w183_d371e29999
willens	w185_d371e30002
seye,	w188_d371e30007
dann	w190_d371e30011
deme	w192_d371e30014
zugleich	w194_d371e30017
beyrucke,	w196_d371e30020
daß	w198_d371e30024
auch	w200_d371e30027
sie	w202_d371e30030
ersagte	w204_d371e30033
zwey	w206_d371e30036
Generals	w208_d371e30039
ihre	w210_d371e30043
Marsche	w213_d371e30047
dahin	w215_d371e30051
dirigiren	w217_d371e30054
möchten;	w219_d371e30057
so	w221_d371e30061
setzten	w223_d371e30064
sich	w225_d371e30067
hierauf	w227_d371e30070
beyde,	w229_d371e30073
und	w231_d371e30076
zwar	w233_d371e30080
der	w235_d371e30083
General	w238_d371e30087
Baron	w240_d371e30091
v.	w242_d371e30094
Laudohn	w244_d371e30098
über	w246_d371e30101
Grünnwald	w248_d371e30104
nach	w250_d371e30107
Groß=Presen;	w252_d371e30110
der	w254_d371e30113
Gene	w256_d371e30117
ral	w259_d371e30121
der	w261_d371e30125
Cavallerie	w263_d371e30128
v.	w265_d371e30131
Haddick	w267_d371e30135
aber	w269_d371e30138
seitwärts	w271_d371e30141
über	w273_d371e30144
Forst	w275_d371e30147
gegen	w277_d371e30150
Guben	w279_d371e30154
in	w281_d371e30157
Zug.	w283_d371e30160
</p>
<p id="p18_d371e30163">
Ernannter	w4_d371e30166
Ritt=meister	w6_d371e30170
hat	w8_d371e30173
untereinstens	w10_d371e30176
nicht	w12_d371e30179
nur	w14_d371e30183
die	w16_d371e30186
Bestättigung	w18_d371e30189
der	w20_d371e30192
zwischen	w23_d371e30196
der	w25_d371e30201
Rußisch	w27_d371e30204
und	w29_d371e30207
Preußischen	w31_d371e30210
Armee	w33_d371e30213
letzthin	w35_d371e30216
vorgegangenen,	w37_d371e30220
und	w39_d371e30223
zum	w42_d371e30227
Vortheil	w44_d371e30231
deren	w46_d371e30234
Ersteren	w48_d371e30238
ausgefallenen	w50_d371e30241
Schlacht,	w52_d371e30244
sondern	w54_d371e30247
auch	w56_d371e30250
folgende	w58_d371e30253
Particularitäten	w61_d371e30258
von	w63_d371e30262
deme	w65_d371e30265
vermeldet,	w67_d371e30268
daß	w69_d371e30271
die	w71_d371e30275
Preussen	w73_d371e30278
3000.	w75_d371e30281
Todte,	w77_d371e30284
3.	w79_d371e30287
bis	w81_d371e30290
4000.	w84_d371e30295
Gefangene	w86_d371e30299
und	w88_d371e30302
Deserteurs,	w90_d371e30305
21.	w92_d371e30308
Canons,	w94_d371e30312
6.	w96_d371e30315
Fahnen,	w98_d371e30318
dan	w100_d371e30321
3.	w102_d371e30324
Estandarts	w104_d371e30327
nebst	w107_d371e30332
einer	w109_d371e30336
Menge	w111_d371e30339
an	w113_d371e30342
Munition,	w115_d371e30345
und	w117_d371e30349
anderen	w119_d371e30352
Kriegs=gerätschaften	w121_d371e30355
verloren	w123_d371e30358
haben;	w126_d371e30362
der	w128_d371e30367
General	w130_d371e30370
Wobersnow	w132_d371e30373
solle	w134_d371e30376
ellenfalls	w136_d371e30379
dabey	w138_d371e30382
geblieben,	w140_d371e30386
der	w142_d371e30389
Gene	w144_d371e30392
ral	w147_d371e30396
Manteuffel	w149_d371e30400
aber	w151_d371e30404
bleßirt	w153_d371e30407
seyn,	w155_d371e30410
und	w157_d371e30413
der	w159_d371e30416
General	w161_d371e30419
Wedel	w163_d371e30423
hätte	w165_d371e30426
eine	w167_d371e30429
Contusion	w169_d371e30432
bekommen.	w172_d371e30436
Bey	w174_d371e30441
der	w176_d371e30444
Retirade	w178_d371e30447
hätte	w180_d371e30450
der	w182_d371e30453
Feind	w184_d371e30456
das	w186_d371e30460
Dorf	w188_d371e30463
Kalzig	w190_d371e30466
mit	w192_d371e30469
dem	w194_d371e30472
grösten	w197_d371e30477
Theil	w199_d371e30481
seiner	w201_d371e30484
Bagage	w203_d371e30487
angezündet,	w205_d371e30490
und	w207_d371e30493
verbrennet.	w209_d371e30497
</p>
<p id="p20_d371e30500">
Ausser	w4_d371e30503
deme	w6_d371e30507
ware	w8_d371e30510
zu	w10_d371e30513
vernehmen,	w12_d371e30516
daß	w14_d371e30520
der	w16_d371e30523
König	w18_d371e30526
in	w20_d371e30529
Preussen	w22_d371e30532
nebst	w24_d371e30535
dem	w26_d371e30539
von	w29_d371e30543
dessen	w31_d371e30547
hier=endigen	w33_d371e30550
Armee	w35_d371e30553
mit=genommenen	w37_d371e30557
Succurs	w39_d371e30560
mit	w41_d371e30563
dem	w43_d371e30566
Prinz	w45_d371e30569
Heinrich	w48_d371e30574
und	w50_d371e30578
Würtembergischen	w52_d371e30581
Corps	w54_d371e30584
bey	w56_d371e30587
Sagan	w58_d371e30590
sich	w60_d371e30594
vereiniget	w62_d371e30597
hätte,	w64_d371e30600
dann,	w67_d371e30604
daß	w69_d371e30608
der	w71_d371e30612
Prinz	w73_d371e30615
Heinrich	w75_d371e30618
noch	w77_d371e30621
vorgestern	w79_d371e30624
Nachts	w81_d371e30627
von	w83_d371e30631
dannen	w85_d371e30634
abgegan	w87_d371e30637
gen	w90_d371e30641
seye,	w92_d371e30645
um	w94_d371e30649
in	w96_d371e30652
Abwesenheit	w98_d371e30655
des	w100_d371e30658
Königs	w102_d371e30661
das	w104_d371e30664
Commando	w106_d371e30668
über	w108_d371e30671
die	w110_d371e30674
bey	w112_d371e30677
Lö	w114_d371e30680
wenberg	w117_d371e30685
befindliche	w119_d371e30689
Armee	w121_d371e30692
zu	w123_d371e30695
führen.	w125_d371e30698
Annächst	w127_d371e30701
wurde	w129_d371e30705
auch	w131_d371e30708
einberichtet	w133_d371e30711
daß	w136_d371e30715
die	w138_d371e30719
von	w140_d371e30723
denen	w142_d371e30726
Russen	w144_d371e30729
geschlagene	w146_d371e30732
Armee	w148_d371e30735
bey	w150_d371e30738
Bobersberg	w152_d371e30742
gelageret	w154_d371e30745
seye.	w156_d371e30748
</p>
<p id="p22_d371e30751">
Von	w4_d371e30754
dem	w6_d371e30758
General=feld=marschall=leutenant	w8_d371e30761
Grafen	w10_d371e30764
von	w12_d371e30767
Maquire	w14_d371e30771
hat	w16_d371e30774
man	w19_d371e30778
die	w21_d371e30782
Nachricht,	w23_d371e30785
daß	w25_d371e30789
das	w27_d371e30792
feindliche	w29_d371e30795
Corps	w31_d371e30798
annoch	w33_d371e30801
bey	w35_d371e30804
Hoyerswerda	w37_d371e30808
sich	w39_d371e30811
befinde,	w42_d371e30815
wessentwegen	w44_d371e30819
er	w46_d371e30822
mit	w48_d371e30826
seinen	w50_d371e30829
beyhabenden	w52_d371e30832
Trupen	w54_d371e30835
bis	w57_d371e30839
Königswalde	w59_d371e30844
vorgerucket	w61_d371e30847
wäre.	w63_d371e30850
</p>
<p id="p24_d371e30854">
Den	w4_d371e30857
1.	w6_d371e30861
Augusti	w8_d371e30864
wurde	w10_d371e30867
von	w12_d371e30870
dem	w14_d371e30874
General=feld=marschall	w16_d371e30877
leutenant	w18_d371e30880
Ba	w20_d371e30883
ron	w23_d371e30887
von	w25_d371e30892
Laudohn	w27_d371e30895
raportiret,	w29_d371e30898
wie	w31_d371e30901
ihme	w33_d371e30904
von	w35_d371e30907
dem	w37_d371e30911
commandirenden	w39_d371e30914
Generalen	w41_d371e30917
Grafen	w44_d371e30921
von	w46_d371e30925
Soltickow	w48_d371e30929
in	w50_d371e30932
einem	w52_d371e30935
Schreiben	w54_d371e30938
die	w56_d371e30941
Erinnerung	w58_d371e30944
beschehen	w60_d371e30948
seye,	w62_d371e30951
daß	w65_d371e30955
Frankfort	w67_d371e30959
an	w69_d371e30962
der	w71_d371e30966
Oder	w73_d371e30969
von	w75_d371e30972
dem	w77_d371e30975
General=leutenant	w79_d371e30978
Villebois	w81_d371e30981
bezwungen,	w83_d371e30985
und	w86_d371e30989
die	w88_d371e30993
alldasige	w90_d371e30996
in	w92_d371e30999
500.	w94_d371e31003
Mann	w96_d371e31006
bestandene	w98_d371e31009
feindliche	w100_d371e31012
Garnison	w102_d371e31015
zu	w104_d371e31018
Kriegsge	w106_d371e31022
fangenen	w109_d371e31026
gemacht	w111_d371e31030
worden	w113_d371e31033
seye,	w115_d371e31036
mithin	w117_d371e31040
jener	w119_d371e31043
noch	w121_d371e31046
heute	w123_d371e31049
die	w125_d371e31052
Gegend	w127_d371e31055
Crossen	w129_d371e31059
verlassen,	w132_d371e31063
und	w134_d371e31067
sich	w136_d371e31070
mit	w138_d371e31073
seiner	w140_d371e31077
unterhabenden	w142_d371e31080
Armee	w144_d371e31083
dahin	w146_d371e31086
ziehen	w148_d371e31089
wurde	w150_d371e31092
dann,	w153_d371e31097
daß	w155_d371e31101
erdeuteter	w157_d371e31104
General=feld=marschalbleutenant	w159_d371e31107
Baron	w161_d371e31110
von	w163_d371e31114
Laubohn	w165_d371e31117
ebenfalls	w168_d371e31121
seinen	w170_d371e31125
Marsch	w172_d371e31128
nach	w174_d371e31132
ob=bemeldeten	w176_d371e31135
Frankfort	w178_d371e31138
beschleunige	w180_d371e31141
</p>
</doc>
