<doc id="wr_1759-09-01" attrs="word" year="1759" month="09" day="01" corpus="2">
<head id="h2_d378e3575">
Düsseldorf	w1_d378e3579
24.	w7_d378e28974
weiters	w9_d378e28977
von	w11_d378e28980
gegentheiliger	w13_d378e28984
Seite	w15_d378e28987
vernihmt,	w17_d378e28990
seynd	w19_d378e28993
nacher	w21_d378e28996
Bo	w23_d378e28999
kenhain	w1_d378e29004
2.	w3_d378e29007
Bataillonen	w5_d378e29010
eingerucket,	w7_d378e29013
welche	w9_d378e29016
vermutlich	w11_d378e29019
zu	w13_d378e29023
mehrer	w15_d378e29026
Versicherung	w17_d378e29029
deren	w19_d378e29032
Transporten	w1_d378e29037
von	w3_d378e29040
Schweidnitz	w5_d378e29043
dienen	w7_d378e29046
sollen.	w9_d378e29049
</p>
<head id="h2_d378e29088">
OURNAL	w1_d378e29092
Aus	w1_d378e29097
dem	w3_d378e29100
Kaiserl.	w5_d378e29103
Königl.	w7_d378e29106
Haupt=quartier	w9_d378e29109
Triebel	w11_d378e29112
vom	w1_d378e29117
23.	w3_d378e29120
bis	w5_d378e29123
27.	w7_d378e29126
Augusti	w9_d378e29129
1759.	w11_d378e29132
</head>
<p id="p4_d378e29135">
Nachdeme	w1_d378e29139
von	w3_d378e29142
dem	w5_d378e29145
Commandirenden	w7_d378e29148
General=feld=marschallen	w9_d378e29151
Grafen	w11_d378e29154
M	w1_d378e29159
von	w3_d378e29162
Daun	w5_d378e29165
zur	w7_d378e29168
Beförderung	w9_d378e29171
allerhöchsten	w11_d378e29174
Dienstes	w13_d378e29178
für	w15_d378e29181
diensam	w17_d378e29184
angesehen	w1_d378e29189
worden,	w3_d378e29192
der	w5_d378e29195
Kaiserl.	w7_d378e29198
und	w9_d378e29201
Reichs=executions=armee	w11_d378e29204
einige	w13_d378e29208
Trupen	w1_d378e29214
von	w3_d378e29217
disseitiger	w5_d378e29220
Armee	w7_d378e29223
zu	w9_d378e29226
ihrer	w11_d378e29229
Verstärkung	w13_d378e29233
zuzusenden,	w15_d378e29236
so	w17_d378e29239
wurde	w1_d378e29244
hierzu	w3_d378e29247
das	w5_d378e29250
bey	w7_d378e29253
Rottenburg	w9_d378e29256
unter	w11_d378e29259
Commando	w13_d378e29263
des	w15_d378e29266
Generalfeld	w17_d378e29269
marschall=leutenants	w1_d378e29274
Grafens	w3_d378e29277
von	w5_d378e29280
Maquire	w7_d378e29283
gestandene	w9_d378e29286
Corps,	w11_d378e29289
nebst	w13_d378e29293
denen	w15_d378e29296
dies	w1_d378e29301
und	w3_d378e29304
jenseits	w5_d378e29307
nahe	w7_d378e29310
an	w9_d378e29313
der	w11_d378e29316
Elbe	w13_d378e29320
die	w15_d378e29323
Zeit	w17_d378e29326
über,	w19_d378e29329
unter	w21_d378e29332
Befehlsha	w23_d378e29335
bung	w1_d378e29341
der	w3_d378e29344
beeden	w5_d378e29347
General=majors	w7_d378e29350
von	w9_d378e29353
Brentano	w11_d378e29356
und	w13_d378e29360
Vehla	w15_d378e29363
ohnehin	w17_d378e29366
sich	w1_d378e29371
befundenen	w3_d378e29374
Trupen,	w5_d378e29377
so	w7_d378e29380
zusammen	w9_d378e29383
bey	w11_d378e29386
12000.	w13_d378e29390
Mann	w15_d378e29393
ausmachen,	w17_d378e29396
gewidmet;	w1_d378e29401
in	w3_d378e29404
dessen	w5_d378e29407
Folge	w7_d378e29410
nun	w9_d378e29413
auch	w11_d378e29416
ermeldeter	w13_d378e29420
Generalfeldmarschall	w15_d378e29423
leutenant	w1_d378e29428
bereits	w3_d378e29431
</p>
<p id="p6_d378e29434">
Den	w1_d378e29438
23sten	w3_d378e29441
seinen	w5_d378e29444
Marsch	w7_d378e29447
dahin	w9_d378e29450
antratte,	w11_d378e29453
wohingegen	w13_d378e29457
der	w15_d378e29460
Ge	w17_d378e29463
neral=feld=marschall=leutenant	w1_d378e29468
Marquis	w3_d378e29471
d'Ainse	w5_d378e29474
dessen	w7_d378e29477
Position	w9_d378e29480
bey	w11_d378e29483
Rottenburg	w1_d378e29488
bezoge,	w3_d378e29491
und	w5_d378e29494
gleichwie	w7_d378e29497
dieser	w9_d378e29500
Enden	w11_d378e29503
die	w13_d378e29507
Prinz	w15_d378e29510
Heinrichische	w17_d378e29513
Armee,	w1_d378e29519
und	w3_d378e29522
das	w5_d378e29525
Corps	w7_d378e29528
des	w9_d378e29531
Generals	w11_d378e29534
Ziethen	w13_d378e29538
sowol	w15_d378e29541
von	w17_d378e29544
dem	w19_d378e29547
Gene	w21_d378e29550
ral	w1_d378e29555
der	w3_d378e29558
Cavallerie	w5_d378e29561
Baron	w7_d378e29564
von	w9_d378e29567
Buccow	w11_d378e29570
und	w13_d378e29574
General=feld=zeug=meister	w15_d378e29577
Herzog	w1_d378e29582
von	w3_d378e29585
Ahremberg,	w5_d378e29588
als	w7_d378e29591
auch	w9_d378e29594
von	w11_d378e29597
dem	w13_d378e29601
Generalfeldmarschall	w15_d378e29604
leutenant	w1_d378e29609
Baron	w3_d378e29612
von	w5_d378e29615
Beck	w7_d378e29618
auf	w9_d378e29621
das	w11_d378e29624
genaueste	w13_d378e29628
beybachtet	w15_d378e29631
werden,	w17_d378e29634
also	w19_d378e29637
wurde	w1_d378e29643
von	w3_d378e29646
denenselben	w5_d378e29649
</p>
<p id="p8_d378e29652">
Den	w1_d378e29656
24sten	w3_d378e29659
einberichtet,	w5_d378e29662
daß	w7_d378e29665
der	w9_d378e29668
Feind	w11_d378e29671
in	w13_d378e29675
seinem	w15_d378e29678
Lager	w17_d378e29681
bey	w19_d378e29684
Lö	w21_d378e29687
wenberg,	w1_d378e29692
und	w3_d378e29695
Ober=löschen	w5_d378e29698
sich	w7_d378e29701
noch	w9_d378e29704
ganz	w11_d378e29707
ruhig	w13_d378e29711
halte,	w15_d378e29714
und	w17_d378e29717
seine	w19_d378e29720
Vor	w21_d378e29723
posten	w1_d378e29728
längs	w3_d378e29731
der	w5_d378e29734
Bober	w7_d378e29737
abwärts	w9_d378e29740
bis	w11_d378e29743
Sprottau	w13_d378e29747
ausgesetzt	w15_d378e29750
sich	w17_d378e29753
befänden.	w19_d378e29756
</p>
<p id="p10_d378e29759">
Von	w1_d378e29763
der	w3_d378e29766
Armee	w5_d378e29769
des	w7_d378e29772
Königs	w9_d378e29775
vernahm	w11_d378e29778
man	w13_d378e29782
ebenfalls,	w15_d378e29785
daß	w17_d378e29788
selbe	w19_d378e29791
noch	w1_d378e29796
im	w3_d378e29799
alten	w5_d378e29802
Lager	w7_d378e29805
bey	w9_d378e29808
Fürstenwalde	w11_d378e29811
stehe,	w13_d378e29815
und	w15_d378e29818
raportirte	w17_d378e29821
der	w19_d378e29824
Ge	w21_d378e29827
</p>
<p id="p16_d378e29841">
neral	w1_d378e29845
der	w3_d378e29848
Cavallerie	w5_d378e29851
von	w7_d378e29854
Haddick,	w9_d378e29857
wie	w11_d378e29860
er	w13_d378e29864
zu	w15_d378e29867
möglichster	w17_d378e29870
Beobachtung	w19_d378e29873
der	w1_d378e29878
gegentheiligen	w3_d378e29881
Bewegungen	w5_d378e29884
in	w7_d378e29887
die	w9_d378e29890
Gegend	w11_d378e29893
Buchholz,	w13_d378e29897
und	w15_d378e29900
Star	w17_d378e29903
kow	w1_d378e29908
starke	w3_d378e29911
Commandi	w5_d378e29914
ausgestellet,	w7_d378e29917
welche	w9_d378e29920
stäts	w11_d378e29923
gegen	w13_d378e29927
dem	w15_d378e29930
Feind	w17_d378e29933
zu	w19_d378e29936
patroulliren	w1_d378e29942
hätten.	w3_d378e29945
</p>
<p id="p18_d378e29948">
Den	w1_d378e29952
25sten	w3_d378e29955
liessen	w5_d378e29958
des	w7_d378e29961
commandiren	w9_d378e29964
General=feld=marschalls	w11_d378e29967
Grafens	w1_d378e29972
von	w3_d378e29975
Daun	w5_d378e29978
Excellenz	w7_d378e29981
den	w9_d378e29984
General=feld=marschall=leutenant	w11_d378e29987
Baron	w1_d378e29992
von	w3_d378e29995
Beck	w5_d378e29998
mit	w7_d378e30001
seinen	w9_d378e30004
beyhabenden	w11_d378e30007
Trupen	w13_d378e30011
nach	w15_d378e30014
Zeibau	w17_d378e30017
abeu	w19_d378e30020
cken,	w1_d378e30026
dessen	w3_d378e30029
vorherige	w5_d378e30032
Position	w7_d378e30035
aber	w9_d378e30038
bey	w11_d378e30041
Christianstadt	w13_d378e30045
durch	w15_d378e30048
ein	w17_d378e30051
ande	w19_d378e30054
res	w1_d378e30059
Commando	w3_d378e30062
unter	w5_d378e30065
dem	w7_d378e30068
General=major	w9_d378e30071
Grafen	w11_d378e30074
von	w13_d378e30078
Esterhazi	w15_d378e30081
einge	w17_d378e30084
nommen	w1_d378e30089
wurde,	w3_d378e30092
wobeynächst	w5_d378e30095
sie	w7_d378e30098
nicht	w9_d378e30101
minder	w11_d378e30104
dem	w13_d378e30108
Generalfeldmar	w15_d378e30111
schall=leutenant	w1_d378e30116
Marquis	w3_d378e30119
d'Ainse	w5_d378e30122
allschon	w7_d378e30125
den	w9_d378e30128
Befehl	w11_d378e30131
ertheilet	w13_d378e30135
hatten,	w15_d378e30138
sich	w1_d378e30144
von	w3_d378e30147
Rottenburg	w5_d378e30150
nach	w7_d378e30153
Görlitz	w9_d378e30156
zu	w11_d378e30159
ziehen,	w13_d378e30163
um	w15_d378e30166
daselbst	w17_d378e30169
Posto	w19_d378e30172
zu	w21_d378e30175
fas	w23_d378e30178
sen,	w1_d378e30183
welches	w3_d378e30186
dann	w5_d378e30189
auch	w7_d378e30192
bewürket	w9_d378e30195
wurde.	w11_d378e30198
Die	w13_d378e30202
</p>
<p id="p20_d378e30205">
Den	w1_d378e30209
26sten	w3_d378e30212
eingelangte	w5_d378e30215
Nachrichten	w7_d378e30218
gaben	w9_d378e30221
zu	w11_d378e30224
ersehen,	w13_d378e30228
daß	w15_d378e30231
der	w17_d378e30234
General=feld=marschall=leutenant	w1_d378e30239
Graf	w3_d378e30242
von	w5_d378e30245
Maquire	w7_d378e30248
seinen	w9_d378e30251
Zug	w11_d378e30254
über	w13_d378e30258
Harte	w1_d378e30263
fortgesetzet	w3_d378e30266
habe,	w5_d378e30269
und	w7_d378e30272
heute	w9_d378e30275
bey	w11_d378e30278
Dürnvilla	w13_d378e30282
unweit	w15_d378e30285
Dreßden	w17_d378e30288
eintreffen	w1_d378e30294
wurde;	w3_d378e30297
dann	w5_d378e30300
daß	w7_d378e30303
nach	w9_d378e30306
Einruckung	w11_d378e30309
des	w13_d378e30313
General	w15_d378e30316
feldmar	w17_d378e30319
schall=leutenants	w1_d378e30324
Barons	w3_d378e30327
von	w5_d378e30330
Beck	w7_d378e30333
in	w9_d378e30336
dem	w11_d378e30339
neuen	w13_d378e30343
Lager	w15_d378e30346
zu	w17_d378e30349
ersagten	w19_d378e30352
Zeibau	w1_d378e30357
sich	w3_d378e30360
sogleich	w5_d378e30363
in	w7_d378e30366
der	w9_d378e30369
Nacht	w11_d378e30372
einige	w13_d378e30376
feindliche	w15_d378e30379
Escadrons	w17_d378e30382
an	w19_d378e30385
dem	w21_d378e30388
zenseitigen	w1_d378e30393
Ufer	w3_d378e30396
der	w5_d378e30399
Bober	w7_d378e30402
eingefunden,	w9_d378e30405
und	w11_d378e30408
die	w13_d378e30412
Passagen	w15_d378e30415
durch	w17_d378e30418
Bau	w19_d378e30421
ren	w1_d378e30427
visitiren	w3_d378e30430
lassen,	w5_d378e30433
um	w7_d378e30436
zu	w9_d378e30439
wissen,	w11_d378e30442
was	w13_d378e30446
Orten	w15_d378e30449
beyläuffig	w17_d378e30452
eine	w19_d378e30455
Ueberse	w21_d378e30458
tzung	w1_d378e30463
erfolgen	w3_d378e30466
könnte,	w5_d378e30469
damit	w7_d378e30472
sie	w9_d378e30475
hievor	w11_d378e30478
die	w13_d378e30482
gehörige	w15_d378e30485
Maß	w17_d378e30488
regeln	w1_d378e30493
zu	w3_d378e30496
ihrer	w5_d378e30499
Sicherheit	w7_d378e30502
nehmen	w9_d378e30505
könnten.	w1_d378e30510
</p>
</doc>
