<doc id="wr_1760-10-29" attrs="word" year="1760" month="10" day="29" corpus="2">
<head id="h2_d496e3512">
Stralsund	w1_d496e3516
wurde,	w17_d496e28737
unverzüglich	w1_d496e28742
die	w3_d496e28745
Stadt	w5_d496e28748
Leipzig	w7_d496e28751
mehrers	w9_d496e28754
zu	w11_d496e28757
decken,	w13_d496e28761
wie	w15_d496e28764
auch	w17_d496e28767
nebst	w19_d496e28770
deme	w21_d496e28773
das	w23_d496e28776
Contributions	w25_d496e28780
Geschäft	w1_d496e28786
in	w3_d496e28789
dem	w5_d496e28792
Feindlichen	w7_d496e28795
Ordnungs=mäßig	w9_d496e28798
zu	w11_d496e28801
besorgen.	w13_d496e28805
</p>
<p id="p20_d496e28808">
Diesen	w1_d496e28812
Tag	w3_d496e28815
ware	w5_d496e28818
von	w7_d496e28821
einer	w9_d496e28824
feindlichen	w11_d496e28827
Bewegung	w13_d496e28831
nichts	w15_d496e28834
zu	w17_d496e28837
vernehmen.	w19_d496e28840
Den	w1_d496e28845
20ten	w3_d496e28848
hingegen	w5_d496e28851
lieffe	w7_d496e28854
die	w9_d496e28857
Nachricht	w11_d496e28860
ein,	w13_d496e28864
daß	w15_d496e28867
Prinz	w17_d496e28870
Eugen	w19_d496e28873
von	w21_d496e28876
Würtemberg	w23_d496e28879
mit	w25_d496e28883
seinem	w1_d496e28888
Corps	w3_d496e28891
von	w5_d496e28894
6000.	w7_d496e28897
M.	w9_d496e28900
bey	w11_d496e28903
Marzana	w13_d496e28907
das	w15_d496e28910
Lager	w17_d496e28913
geschlagen	w19_d496e28916
habe,	w21_d496e28919
General	w23_d496e28922
Hülsen	w25_d496e28926
aber	w27_d496e28929
mit	w1_d496e28935
seinen	w3_d496e28938
Corps	w5_d496e28941
noch	w7_d496e28944
in	w9_d496e28947
seiner	w11_d496e28950
vorigen	w13_d496e28954
Stellung	w15_d496e28957
zuruckgeblieben	w17_d496e28960
seye,	w19_d496e28963
und	w21_d496e28966
des	w23_d496e28969
Königs	w25_d496e28973
Avant=garde	w1_d496e28978
allschon	w3_d496e28981
bis	w5_d496e28984
Dahma	w7_d496e28987
vorgerucket	w9_d496e28990
ware,	w11_d496e28993
bey	w13_d496e28997
welchen	w15_d496e29000
Umständen	w17_d496e29003
dann	w19_d496e29006
über	w21_d496e29009
die	w23_d496e29012
weiters	w1_d496e29017
erforderliche	w3_d496e29020
Maßnehmungen	w5_d496e29023
zwischen	w7_d496e29026
den	w9_d496e29029
Durchleuchtigsten	w11_d496e29032
Chef	w13_d496e29036
dieser	w15_d496e29039
Combinir	w17_d496e29042
ten	w1_d496e29047
Armee,	w3_d496e29050
dann	w5_d496e29053
des	w7_d496e29056
Herrn	w9_d496e29059
F.	w11_d496e29062
M.	w13_d496e29066
Graf	w15_d496e29069
von	w17_d496e29072
Daun	w19_d496e29075
Excellenz	w21_d496e29078
die	w23_d496e29081
ängeste	w25_d496e29085
Einverständnuß	w27_d496e29088
ge	w29_d496e29091
pflogen	w1_d496e29097
wird,	w3_d496e29100
gleich	w5_d496e29103
dann	w7_d496e29106
auch	w9_d496e29109
noch	w11_d496e29112
gestrigen	w13_d496e29116
Tags	w15_d496e29119
zu	w17_d496e29122
des	w19_d496e29125
letzteren	w21_d496e29128
Disposition	w23_d496e29131
eine	w25_d496e29135
Schif	w27_d496e29138
brucken	w1_d496e29143
von	w3_d496e29146
hier	w5_d496e29149
abgeführet.	w7_d496e29152
</p>
<p id="p22_d496e29155">
Weiters	w1_d496e29159
aber	w3_d496e29162
der	w5_d496e29165
vorsichtige	w7_d496e29168
Bedacht	w9_d496e29171
dahin	w11_d496e29174
genommen	w13_d496e29178
wurde	w15_d496e29181
an	w17_d496e29184
dem	w19_d496e29187
diesseitigen	w21_d496e29190
Ufer	w1_d496e29195
der	w3_d496e29198
Elbe,	w5_d496e29201
und	w7_d496e29204
zwar	w9_d496e29207
an	w11_d496e29210
denen	w13_d496e29214
befundenen	w15_d496e29217
diensamen	w17_d496e29220
Orten	w19_d496e29223
starke	w21_d496e29226
Batterien	w23_d496e29229
zu	w25_d496e29233
Stofita	w27_d496e29236
rung	w1_d496e29241
schweren	w3_d496e29244
Geschützes	w5_d496e29247
und	w7_d496e29250
Haubitzen	w9_d496e29253
errichten	w11_d496e29256
zu	w13_d496e29260
lassen,	w15_d496e29263
um	w17_d496e29266
im	w19_d496e29269
Fall	w21_d496e29272
der	w23_d496e29275
Feind	w25_d496e29279
bey	w27_d496e29282
Wil	w29_d496e29285
temberg	w1_d496e29291
die	w3_d496e29294
Elbe	w5_d496e29297
zu	w7_d496e29300
paßiren	w9_d496e29303
suchen	w11_d496e29306
solte,	w13_d496e29310
dieses	w15_d496e29313
Vorhaben	w17_d496e29316
nach	w19_d496e29319
aller	w21_d496e29322
Thunlichkeit	w23_d496e29325
zu	w25_d496e29329
vereitten.	w27_d496e29332
</p>
<p id="p24_d496e29336">
Jngleichen	w1_d496e29340
vernahme	w3_d496e29343
man,	w5_d496e29346
daß	w7_d496e29349
das	w9_d496e29352
Herzog=Würtembergische	w11_d496e29355
Corps	w13_d496e29359
d'Armee	w15_d496e29362
sich	w17_d496e29365
von	w1_d496e29370
Dessau	w3_d496e29373
nach	w5_d496e29376
Radegast	w7_d496e29379
gegen	w9_d496e29382
das	w11_d496e29385
Hallische	w13_d496e29389
in	w15_d496e29392
Marsch	w17_d496e29395
gesetzet	w19_d496e29398
hätte,	w21_d496e29401
auf	w23_d496e29404
welche	w25_d496e29408
Nächticht	w27_d496e29411
dann	w1_d496e29416
für	w3_d496e29419
nöhtig	w5_d496e29422
ermessen	w7_d496e29425
wurde,	w9_d496e29428
ein	w11_d496e29431
Cavallerie=commando	w13_d496e29435
sogleich	w15_d496e29438
nach	w17_d496e29441
ermeldtes	w19_d496e29444
Oessau	w21_d496e29447
abzuschicken,	w1_d496e29453
um	w3_d496e29456
auch	w5_d496e29459
von	w7_d496e29462
dar	w9_d496e29465
die	w11_d496e29468
feindliche	w13_d496e29472
Bewegungen	w15_d496e29475
genau	w17_d496e29478
beobachten	w19_d496e29481
zu	w21_d496e29484
lassen	w23_d496e29487
Ober	w25_d496e29491
wehnte	w1_d496e29496
feindliche	w3_d496e29499
Vorruckung	w5_d496e29502
bestättigte	w7_d496e29505
sich	w9_d496e29508
auch	w11_d496e29511
mit	w13_d496e29515
dem,	w15_d496e29518
da	w17_d496e29521
</p>
<p id="p26_d496e29524">
Den	w1_d496e29528
21.	w3_d496e29531
man	w5_d496e29534
benachrichtiget	w7_d496e29537
wurde,	w9_d496e29540
daß	w11_d496e29543
des	w13_d496e29547
Königs	w15_d496e29550
Avant=garde	w17_d496e29553
General	w19_d496e29556
Ziethen	w21_d496e29559
führe,	w1_d496e29564
daß	w3_d496e29567
solche	w5_d496e29570
schon	w7_d496e29573
vorigen	w9_d496e29576
Tags	w11_d496e29579
in	w13_d496e29583
Dahma	w15_d496e29586
eingerucket,	w17_d496e29589
dann	w19_d496e29592
daß	w21_d496e29595
das	w23_d496e29598
General	w25_d496e29602
Laseische	w27_d496e29605
zu	w1_d496e29610
Schönwald	w3_d496e29613
gehabte	w5_d496e29616
Commando	w7_d496e29619
von	w9_d496e29622
dem	w11_d496e29625
Feind	w13_d496e29629
zuruck	w15_d496e29632
getrieben	w17_d496e29635
worden	w19_d496e29638
seye,	w21_d496e29641
wo	w23_d496e29644
über	w25_d496e29648
dieses	w1_d496e29654
auch	w3_d496e29657
accludiret	w5_d496e29660
wurde,	w7_d496e29663
daß	w9_d496e29666
das	w11_d496e29669
General	w13_d496e29673
Hülsische	w15_d496e29676
Corps	w17_d496e29679
bey	w19_d496e29682
Treuenpritzen	w21_d496e29685
auschen	w23_d496e29688
eingetroffen	w1_d496e29693
wäre,	w3_d496e29696
und	w5_d496e29699
seine	w7_d496e29702
Vor=posten	w9_d496e29705
bis	w11_d496e29708
Zahna	w13_d496e29712
vorgestossen	w15_d496e29715
hätten.	w17_d496e29718
Ungeachter	w19_d496e29721
nan	w21_d496e29724
dieser	w1_d496e29729
Oct	w3_d496e29732
von	w5_d496e29735
Wittenberg	w7_d496e29738
nur	w9_d496e29741
3.	w11_d496e29744
kleine	w13_d496e29748
Stund	w15_d496e29751
entfernet	w17_d496e29754
ist;	w19_d496e29757
so	w21_d496e29760
lassen	w23_d496e29763
doch	w25_d496e29767
Se.	w27_d496e29770
Burh	w29_d496e29773
leucht	w1_d496e29778
der	w3_d496e29781
commandirende	w5_d496e29784
Herr	w7_d496e29787
G.	w9_d496e29790
F.	w11_d496e29793
M.	w13_d496e29797
die	w15_d496e29800
Demolirung	w17_d496e29803
nach	w19_d496e29806
äussersten	w21_d496e29809
Kräften	w23_d496e29812
forsegen	w25_d496e29816
in	w1_d496e29822
Anbetracht	w3_d496e29825
hingegen,	w5_d496e29828
daß	w7_d496e29831
dieser	w9_d496e29834
Platz	w11_d496e29837
durch	w13_d496e29841
die	w15_d496e29844
sehr	w17_d496e29847
weit	w19_d496e29850
gediehene	w21_d496e29853
Schleiffang	w23_d496e29856
auen	w25_d496e29860
halben	w1_d496e29865
offen,	w3_d496e29868
und	w5_d496e29871
nicht	w7_d496e29874
mehr	w9_d496e29877
zu	w11_d496e29880
souteniren	w13_d496e29884
seye,	w15_d496e29887
ertheilten	w17_d496e29890
selbe	w19_d496e29893
den	w21_d496e29896
Befehl,	w23_d496e29899
daß	w25_d496e29903
die	w27_d496e29906
die	w29_d496e29909
an	w31_d496e29912
hero	w1_d496e29917
noch	w3_d496e29920
über	w5_d496e29923
der	w7_d496e29926
Elbe	w9_d496e29929
gestandene	w11_d496e29932
Battaillons	w13_d496e29936
sich	w15_d496e29939
diesseits	w17_d496e29942
des	w19_d496e29945
Flusses	w21_d496e29948
ziehen	w23_d496e29951
solten,	w25_d496e29955
we	w27_d496e29958
ches	w1_d496e29963
auch	w3_d496e29966
sofort	w5_d496e29969
bewürket,	w7_d496e29972
jenseits	w9_d496e29975
aber	w11_d496e29978
annoch	w13_d496e29982
die	w15_d496e29985
Vor=posten	w17_d496e29988
nebst	w19_d496e29991
zweyen	w21_d496e29994
Ba	w23_d496e29997
taillonen	w1_d496e30003
in	w3_d496e30006
Wittenberg	w5_d496e30009
belassen	w7_d496e30012
wurden.	w9_d496e30015
</p>
<head id="h2_d496e30053">
JOUEN	w1_d496e30057
L	w3_d496e30060
vom	w5_d496e30063
dem	w7_d496e30066
unter	w9_d496e30069
Commando	w11_d496e30072
des	w13_d496e30076
Hrn	w15_d496e30079
FJ.	w17_d496e30082
M.	w19_d496e30085
Baron	w21_d496e30088
v.	w23_d496e30091
Loudon	w25_d496e30095
stehenden	w1_d496e30100
Carps	w3_d496e30103
d'Armte	w5_d496e30106
vom	w7_d496e30109
13.	w9_d496e30112
bis	w11_d496e30115
21.	w13_d496e30119
Octob.	w15_d496e30122
aus	w17_d496e30125
dem	w19_d496e30128
Haupt=quartier	w21_d496e30131
Ober	w23_d496e30134
Glogau	w1_d496e30139
den	w3_d496e30142
21.	w5_d496e30145
Octob.	w7_d496e30148
1760.	w9_d496e30151
</head>
<p id="p4_d496e30154">
NAchdeme	w1_d496e30158
der	w3_d496e30161
Hr.	w5_d496e30164
F.	w7_d496e30167
Z.	w9_d496e30170
M.	w11_d496e30173
Baron	w13_d496e30177
v.	w15_d496e30180
Loudohn	w17_d496e30183
zufolge	w19_d496e30186
der	w21_d496e30189
in	w23_d496e30192
dem	w25_d496e30196
letz	w27_d496e30199
Ovteren	w1_d496e30204
Journal	w3_d496e30207
bereits	w5_d496e30210
gemachten	w7_d496e30213
Erwehnung	w9_d496e30216
seine	w11_d496e30219
Position	w13_d496e30223
zwischen	w15_d496e30226
Schweidnitz	w1_d496e30231
und	w3_d496e30234
Reichenbach	w5_d496e30237
zu	w7_d496e30240
nehmen	w9_d496e30243
den	w11_d496e30246
Entschluß	w13_d496e30250
gefasset,	w15_d496e30253
so	w17_d496e30256
wurde	w19_d496e30259
</p>
<p id="p6_d496e30262">
Den	w1_d496e30266
13.	w3_d496e30269
mit	w5_d496e30272
Anbruch	w7_d496e30275
des	w9_d496e30278
Tages	w11_d496e30281
das	w13_d496e30285
gesammte	w15_d496e30288
Corps	w17_d496e30291
in	w19_d496e30294
2.	w21_d496e30297
Colonnen	w23_d496e30300
dahin	w1_d496e30305
in	w3_d496e30308
Marsche	w5_d496e30311
gesetzet,	w7_d496e30314
sofort	w9_d496e30317
von	w11_d496e30320
dem	w13_d496e30324
rechten	w15_d496e30327
Flügel	w17_d496e30330
das	w19_d496e30333
Lager	w21_d496e30336
bey	w23_d496e30339
Hundsfeld	w1_d496e30344
genommen,	w3_d496e30347
der	w5_d496e30350
linke	w7_d496e30353
Frügel	w9_d496e30356
hingegen	w11_d496e30359
bis	w13_d496e30363
Ludwigsdorf	w15_d496e30366
extendiret.	w17_d496e30369
Ansonsten	w1_d496e30375
raportirte	w3_d496e30378
diesen	w5_d496e30381
Tag	w7_d496e30384
der	w9_d496e30387
Hr.	w11_d496e30390
F.	w13_d496e30394
M.	w15_d496e30397
L.	w17_d496e30400
v.	w19_d496e30403
Nauendorf,	w21_d496e30406
wasgestal	w23_d496e30409
ten	w1_d496e30414
der	w3_d496e30417
von	w5_d496e30420
ihme	w7_d496e30423
mit	w9_d496e30426
einem	w11_d496e30429
Commando	w13_d496e30433
gegen	w15_d496e30436
Breslau	w17_d496e30439
ausgeschickte	w19_d496e30442
Nadas	w21_d496e30445
dische	w1_d496e30450
Hussaren=regiments=rittmeister	w3_d496e30453
Graf	w5_d496e30456
Castelli	w7_d496e30459
bey	w9_d496e30462
Lissa	w11_d496e30465
von	w13_d496e30469
3.	w15_d496e30472
bis	w17_d496e30475
4.	w19_d496e30478
Escadrons	w1_d496e30483
feindl.	w3_d496e30486
Hussaren	w5_d496e30489
angegriffen,	w7_d496e30492
und	w9_d496e30495
unerachtet	w11_d496e30498
selbiger	w13_d496e30502
anfänglich	w15_d496e30505
den	w1_d496e30511
Feind	w3_d496e30514
mit	w5_d496e30517
Verlust	w7_d496e30520
repousiret,	w9_d496e30523
doch	w11_d496e30526
endlich	w13_d496e30530
wegen	w15_d496e30533
allzu	w17_d496e30536
grosser	w19_d496e30539
Uberlegen	w21_d496e30542
heit	w1_d496e30547
sich	w3_d496e30550
zuruck	w5_d496e30553
zu	w7_d496e30556
ziehen	w9_d496e30559
genöhtiget,	w11_d496e30562
auch	w13_d496e30566
hiebey	w15_d496e30569
gedachter	w17_d496e30572
Rittmeister	w19_d496e30575
nebst	w1_d496e30580
1.	w3_d496e30583
Caporalen,	w5_d496e30586
und	w7_d496e30589
28.	w9_d496e30592
Gemeinen	w11_d496e30595
von	w13_d496e30599
dem	w15_d496e30602
Feind	w17_d496e30605
gefangen	w19_d496e30608
worden.	w21_d496e30611
</p>
<p id="p8_d496e30614">
Den	w1_d496e30618
14.	w3_d496e30621
hielte	w5_d496e30624
man	w7_d496e30627
Rast=tag,	w9_d496e30630
und	w11_d496e30633
fiele	w13_d496e30637
auch	w15_d496e30640
sonsten	w17_d496e30643
nichts	w19_d496e30646
Remarqua	w21_d496e30649
bles	w1_d496e30654
vor,	w3_d496e30657
ausser	w5_d496e30660
daß	w7_d496e30663
durch	w9_d496e30666
die	w11_d496e30669
dem	w13_d496e30673
Feind	w15_d496e30676
gegen	w17_d496e30679
Sagan	w19_d496e30682
und	w21_d496e30685
Glogau	w23_d496e30688
nachge	w25_d496e30692
schickte	w1_d496e30697
Detachements	w3_d496e30700
die	w5_d496e30703
Bestättigung	w7_d496e30706
einlangte	w9_d496e30709
daß	w11_d496e30712
der	w13_d496e30716
General	w15_d496e30719
Golze	w17_d496e30722
dem	w19_d496e30725
König	w1_d496e30731
nachgefolget	w3_d496e30734
seye.	w5_d496e30737
</p>
<p id="p10_d496e30740">
Den	w1_d496e30744
15.	w3_d496e30747
wurde	w5_d496e30750
von	w7_d496e30753
dem	w9_d496e30756
Corps	w11_d496e30759
der	w13_d496e30763
Marsche	w15_d496e30766
aus	w17_d496e30769
dem	w19_d496e30772
Lager	w21_d496e30775
v.	w23_d496e30778
Hunds	w25_d496e30782
feld	w1_d496e30787
mermalen	w3_d496e30790
in	w5_d496e30793
2.	w7_d496e30796
Colonnen	w9_d496e30799
nacher	w11_d496e30802
Frankenstein	w13_d496e30806
fortgesetzet,	w15_d496e30809
und	w17_d496e30812
daselbst	w19_d496e30815
die	w1_d496e30820
Position	w3_d496e30823
genommen,	w5_d496e30826
auch	w7_d496e30829
hiernächst	w9_d496e30832
weiters	w11_d496e30835
von	w13_d496e30839
dem	w15_d496e30842
Hrn.	w17_d496e30845
F.	w19_d496e30848
Z.	w21_d496e30851
M.	w23_d496e30854
Bar.	w25_d496e30858
von	w1_d496e30864
Loudohn,	w3_d496e30867
da	w5_d496e30870
der	w7_d496e30873
vermög	w9_d496e30876
letzthin	w11_d496e30879
beschehener	w13_d496e30883
Anzeige	w15_d496e30886
aus	w17_d496e30889
Breslau	w19_d496e30892
zu	w21_d496e30895
des	w1_d496e30900
Königs	w3_d496e30903
Armee	w5_d496e30906
bestimmt=geweste	w7_d496e30909
Transport	w9_d496e30912
wiederum	w11_d496e30915
contramandiret	w13_d496e30919
worden,	w1_d496e30924
dem	w3_d496e30927
Hrn.	w5_d496e30930
F.	w7_d496e30933
M.	w9_d496e30936
L.	w11_d496e30939
Bar.	w13_d496e30943
v.	w15_d496e30946
Nauendorf	w17_d496e30949
der	w19_d496e30952
Befehl	w21_d496e30955
ertheilet,	w23_d496e30958
zu	w25_d496e30962
fer	w27_d496e30965
nerer	w1_d496e30970
Observirung	w3_d496e30973
des	w5_d496e30976
Feindes	w7_d496e30979
sowol	w9_d496e30982
dies	w11_d496e30985
als	w13_d496e30989
jenseits	w15_d496e30992
der	w17_d496e30995
Oder	w19_d496e30998
mit	w21_d496e31001
der	w23_d496e31004
leich	w25_d496e31008
ten	w1_d496e31014
Cavallerie	w3_d496e31017
bey	w5_d496e31020
Liegnitz	w7_d496e31023
an	w9_d496e31026
der	w11_d496e31029
Katzbach	w13_d496e31033
Posto	w15_d496e31036
zu	w17_d496e31039
fassen,	w19_d496e31042
und	w21_d496e31045
gleicher	w23_d496e31048
wehnte	w1_d496e31053
Stadt	w3_d496e31056
mit	w5_d496e31059
dem	w7_d496e31062
Arbergischen	w9_d496e31065
Bataillon	w11_d496e31068
zu	w13_d496e31072
besetzen,	w15_d496e31075
die	w17_d496e31078
übrig	w19_d496e31081
bey	w21_d496e31084
sich	w23_d496e31087
ha	w25_d496e31091
bende	w1_d496e31096
2.	w3_d496e31099
Bataill.	w5_d496e31102
von	w7_d496e31105
teutscher	w9_d496e31108
Jnfanterie	w11_d496e31111
hingegen	w13_d496e31115
zu	w15_d496e31118
dem	w17_d496e31121
in	w19_d496e31124
der	w21_d496e31127
Gegend	w23_d496e31130
Kun	w25_d496e31134
zendorf	w1_d496e31139
stehenden	w3_d496e31142
Wolferstorfischen	w5_d496e31145
Corps	w7_d496e31148
wiederum	w9_d496e31151
abrucken	w11_d496e31154
zu	w13_d496e31158
lassen.	w15_d496e31161
</p>
<p id="p12_d496e31165">
Den	w1_d496e31169
16.	w3_d496e31172
wurde	w5_d496e31175
mit	w7_d496e31178
dem	w9_d496e31181
Corps	w11_d496e31184
Rast=tag	w13_d496e31188
gehalten,	w15_d496e31191
und	w17_d496e31194
erhielte	w19_d496e31197
man	w21_d496e31200
die	w23_d496e31203
sen	w1_d496e31208
Tag	w3_d496e31211
von	w5_d496e31214
dem	w7_d496e31217
Hrn.	w9_d496e31220
F.	w11_d496e31223
M.	w13_d496e31227
L	w15_d496e31230
Baron	w17_d496e31233
v.	w19_d496e31236
Wolfersdorf,	w21_d496e31239
die	w23_d496e31242
Nachricht,	w25_d496e31246
was	w27_d496e31249
gestalten	w1_d496e31254
derselbe	w3_d496e31257
durch	w5_d496e31260
ein	w7_d496e31263
ausgeschicktes	w9_d496e31266
Commando	w11_d496e31269
der	w13_d496e31273
feindl.	w15_d496e31276
Garnisonv	w17_d496e31279
Schweidnitz,	w1_d496e31285
etlich	w3_d496e31288
mit	w5_d496e31291
Holz	w7_d496e31294
beladene	w9_d496e31297
Wägen,	w11_d496e31300
so	w13_d496e31304
eben	w15_d496e31307
der	w17_d496e31310
Festung	w19_d496e31313
zufahren	w21_d496e31316
wollen,	w1_d496e31321
abnehmen	w3_d496e31324
lassen,	w5_d496e31327
auch	w7_d496e31330
sonsten	w9_d496e31333
die	w11_d496e31336
Garnison	w13_d496e31340
öfters	w15_d496e31343
allarmiret	w17_d496e31346
wurde;	w19_d496e31349
nicht	w1_d496e31354
minder	w3_d496e31357
langte	w5_d496e31360
von	w7_d496e31363
dem	w9_d496e31366
jüngst	w11_d496e31369
nacher	w13_d496e31373
Breßlau	w15_d496e31376
detaschirten	w17_d496e31379
General	w19_d496e31382
major	w1_d496e31387
Marquis	w3_d496e31390
Botta	w5_d496e31393
der	w7_d496e31396
Raport	w9_d496e31399
ein,	w11_d496e31402
daß	w13_d496e31406
selber	w15_d496e31409
den	w17_d496e31412
13.	w19_d496e31415
bey	w21_d496e31418
Canth	w23_d496e31421
ein	w25_d496e31425
getroffen,	w1_d496e31431
sofort	w3_d496e31434
den	w5_d496e31437
14.,	w7_d496e31440
nachdeme	w9_d496e31443
er	w11_d496e31446
die	w13_d496e31450
ausserhalb	w15_d496e31453
Canth	w17_d496e31456
ausgestelltge	w19_d496e31459
we	w1_d496e31464
</p>
<p id="p16_d496e31469">
weste	w1_d496e31473
feindliche	w3_d496e31476
Posten	w5_d496e31479
repoußiren	w7_d496e31482
lassen,	w9_d496e31485
gegen	w11_d496e31488
Breslau	w13_d496e31492
vorgerucket,	w15_d496e31495
end	w17_d496e31498
lichen	w1_d496e31503
aber,	w3_d496e31506
da	w5_d496e31509
er	w7_d496e31512
sich	w9_d496e31515
bey	w11_d496e31518
Groß=Mochber	w13_d496e31522
mit	w15_d496e31525
seinem	w17_d496e31528
Detaschement	w19_d496e31531
formi	w21_d496e31534
ret,	w1_d496e31539
durch	w3_d496e31542
den	w5_d496e31545
Königl.	w7_d496e31548
Preußischen	w9_d496e31551
F.	w11_d496e31554
M.	w13_d496e31558
L.	w15_d496e31561
v.	w17_d496e31564
Tauencin	w19_d496e31567
unter	w21_d496e31570
einer	w23_d496e31573
Bede	w25_d496e31577
ckung	w1_d496e31583
von	w3_d496e31586
80.	w5_d496e31589
Hussaren	w7_d496e31592
bey	w9_d496e31595
Grebitschen	w11_d496e31598
von	w13_d496e31602
der	w15_d496e31605
Anhöhe	w17_d496e31608
recognosciret	w19_d496e31611
wor	w21_d496e31614
den	w1_d496e31619
seye,	w3_d496e31622
und	w5_d496e31625
da	w7_d496e31628
er	w9_d496e31631
auch	w11_d496e31634
diese	w13_d496e31638
feindliche	w15_d496e31641
Parthey	w17_d496e31644
wiederum	w19_d496e31647
nach	w21_d496e31650
der	w23_d496e31653
Stadt	w25_d496e31657
zuruck	w1_d496e31662
treiben	w3_d496e31665
lassen,	w5_d496e31668
bey	w7_d496e31671
dieser	w9_d496e31674
Gelegenheit	w11_d496e31677
in	w13_d496e31681
Erfahrung	w15_d496e31684
gebracht	w17_d496e31687
habe,	w19_d496e31690
daß	w1_d496e31695
der	w3_d496e31698
Feind	w5_d496e31701
von	w7_d496e31704
der	w9_d496e31707
roten	w11_d496e31710
Brucken,	w13_d496e31714
durch	w15_d496e31717
welche	w17_d496e31720
die	w19_d496e31723
Nicolai=vorstadt	w21_d496e31726
nebst	w1_d496e31732
der	w3_d496e31735
Kirche	w5_d496e31738
umfasset	w7_d496e31741
wird,	w9_d496e31744
eine	w11_d496e31747
Linie	w13_d496e31751
gezogen,	w15_d496e31754
und	w17_d496e31757
in	w19_d496e31760
solcher	w21_d496e31763
3.	w23_d496e31766
Ba	w25_d496e31770
taillons	w1_d496e31775
sich	w3_d496e31778
befindeten,	w5_d496e31781
auch	w7_d496e31784
die	w9_d496e31787
ganze	w11_d496e31790
Besatzung	w13_d496e31794
einstimmig	w15_d496e31797
auf	w17_d496e31800
10000.	w19_d496e31803
Mann	w1_d496e31808
gerechnet	w3_d496e31811
werde,	w5_d496e31814
wo	w7_d496e31817
folgsam	w9_d496e31820
derselbe	w11_d496e31823
nicht	w13_d496e31827
für	w15_d496e31830
rahtsam	w17_d496e31833
gefunden,	w19_d496e31836
etwas	w1_d496e31841
weiteres	w3_d496e31844
zu	w5_d496e31847
unternehmen,	w7_d496e31850
sondern	w9_d496e31853
hierauf	w11_d496e31856
wiederum	w13_d496e31860
bis	w15_d496e31863
Zwoycke,	w17_d496e31866
und	w1_d496e31872
endlichen	w3_d496e31875
den	w5_d496e31878
16.	w7_d496e31881
gegen	w9_d496e31884
Münsterberg	w11_d496e31887
marschiret	w13_d496e31891
wäre;	w15_d496e31894
ausser	w17_d496e31897
deme	w19_d496e31900
wurde	w1_d496e31905
von	w3_d496e31908
denen	w5_d496e31911
der	w7_d496e31914
Königl.	w9_d496e31917
Preußischen	w11_d496e31920
Armee	w13_d496e31924
nachgeschickten	w15_d496e31927
Com	w17_d496e31930
mandi	w1_d496e31935
einberichtet,	w3_d496e31938
daß	w5_d496e31941
der	w7_d496e31944
Feind	w9_d496e31947
gestrigen	w11_d496e31950
Tages	w13_d496e31954
bey	w15_d496e31957
Sorau	w17_d496e31960
gestanden.	w19_d496e31963
</p>
<list id="l18_d496e31966">
Den	w1_d496e31970
17.	w3_d496e31973
verbliebe	w5_d496e31976
der	w7_d496e31979
Hr.	w9_d496e31982
F.	w11_d496e31985
3	w13_d496e31989
M.	w15_d496e31992
noch	w17_d496e31995
in	w19_d496e31998
voriger	w21_d496e32001
Position,	w23_d496e32004
nur	w25_d496e32008
wurde	w27_d496e32011
von	w1_d496e32016
demselben	w3_d496e32019
der	w5_d496e32022
Hr.	w7_d496e32025
G.	w9_d496e32028
F.	w11_d496e32031
W.	w13_d496e32035
M.	w15_d496e32038
Baron	w17_d496e32041
Schackmin	w19_d496e32044
mit	w21_d496e32047
dem	w23_d496e32050
Kollowra	w25_d496e32054
tischen	w1_d496e32059
Dragoner=regiment,	w3_d496e32062
1	w5_d496e32065
Bataillon	w7_d496e32068
Crvaten,	w9_d496e32071
und	w11_d496e32074
denen	w13_d496e32078
Pionniers	w15_d496e32081
na	w17_d496e32084
cher	w1_d496e32090
Kamnig,	w3_d496e32093
dann	w5_d496e32096
der	w7_d496e32099
General=major	w9_d496e32102
Marquis	w11_d496e32105
Botta	w13_d496e32109
mit	w15_d496e32112
seinem	w17_d496e32115
Deta	w19_d496e32118
schement	w1_d496e32123
wiederum	w3_d496e32126
einzurucken,	w5_d496e32129
und	w7_d496e32132
nebst	w9_d496e32135
ersagtem	w11_d496e32138
General	w13_d496e32142
Schackmin	w15_d496e32145
von	w17_d496e32148
dem	w1_d496e32153
Corps	w3_d496e32156
die	w5_d496e32159
Avant=garde	w7_d496e32162
zu	w9_d496e32165
formiren,	w11_d496e32168
auch	w13_d496e32172
zugleich	w15_d496e32175
die	w17_d496e32178
bey	w19_d496e32181
Roth=haus	w21_d496e32184
über	w1_d496e32189
die	w3_d496e32192
Neisse	w5_d496e32195
ruinirte	w7_d496e32198
Brucken	w9_d496e32201
wiederum	w11_d496e32204
herzustellen	w13_d496e32208
beorderet,	w15_d496e32211
wo	w17_d496e32214
sodann	w19_d496e32217
Den	w1_d496e32223
18.	w3_d496e32226
das	w5_d496e32229
gesammte	w7_d496e32232
Corps	w9_d496e32235
nacher	w11_d496e32238
Kamnig	w13_d496e32242
nachfolgte,	w15_d496e32245
und	w17_d496e32248
Den	w1_d496e32253
19.	w3_d496e32256
darauf	w5_d496e32259
das	w7_d496e32262
Lager	w9_d496e32265
bey	w11_d496e32268
Lashut	w13_d496e32272
bezoge,	w15_d496e32275
