<doc id="wr_1757-04-06" attrs="word" year="1757" month="04" day="06" corpus="2">
<head id="h2_d132e3822">
Neapel	w1_d132e3826
dieselbe	w5_d132e30837
sich	w7_d132e30840
dem	w9_d132e30843
angeordneten	w11_d132e30846
Raub	w13_d132e30850
des	w15_d132e30853
geheimen	w17_d132e30856
Cabinets	w19_d132e30859
„nicht	w1_d132e30864
widersetzen,	w3_d132e30867
sondern	w5_d132e30870
dessen	w7_d132e30873
gewaltsame	w9_d132e30876
Erbrechung	w11_d132e30879
ohne	w13_d132e30883
weiteres	w15_d132e30886
„geschehen	w1_d132e30891
lassen	w3_d132e30894
möchte.,	w5_d132e30897
Es	w7_d132e30900
wird	w9_d132e30903
aber	w11_d132e30906
weder	w13_d132e30910
in	w15_d132e30913
dieser,	w17_d132e30916
noch	w19_d132e30919
in	w21_d132e30922
denen	w23_d132e30925
</p>
<p id="p18_d132e30938">
anderen	w1_d132e30942
Preußischen	w3_d132e30945
Piecen	w5_d132e30948
in	w7_d132e30951
Abrede	w9_d132e30954
gestellet,	w11_d132e30957
was	w13_d132e30961
massen	w15_d132e30964
sothane	w17_d132e30967
Vor	w19_d132e30970
stellungen	w1_d132e30975
zuletzt,	w3_d132e30978
dem	w5_d132e30981
Wesentlichen	w7_d132e30984
nach,	w9_d132e30987
darinnen	w11_d132e30990
bestanden	w13_d132e30994
hätten,	w15_d132e30997
daß	w17_d132e31000
„wann	w1_d132e31005
die	w3_d132e31008
Königin	w5_d132e31011
sich	w7_d132e31014
von	w9_d132e31017
der	w11_d132e31020
Cabinets=thur	w13_d132e31024
nicht	w15_d132e31027
hinweg	w17_d132e31030
begeben	w19_d132e31033
„würde,	w1_d132e31039
der	w3_d132e31042
darzu	w5_d132e31045
commandirte	w7_d132e31048
Preußische	w9_d132e31051
Officier	w11_d132e31054
befehliget	w13_d132e31058
wäre,	w15_d132e31061
so	w17_d132e31064
„gar	w1_d132e31069
die	w3_d132e31072
Majestät	w5_d132e31075
selbsten,	w7_d132e31078
mit	w9_d132e31081
der	w11_d132e31084
militarischen	w13_d132e31088
Gewalt	w15_d132e31091
nicht	w17_d132e31094
zu	w19_d132e31097
ver	w21_d132e31100
„schonen.	w1_d132e31105
</p>
<p id="p20_d132e31108">
9.	w1_d132e31112
Wird	w3_d132e31115
in	w5_d132e31118
denen	w7_d132e31121
letzteren	w9_d132e31124
Jmpreßis	w11_d132e31127
durchgehends	w13_d132e31131
vorgegeben,	w15_d132e31134
daß	w17_d132e31137
der	w1_d132e31142
König	w3_d132e31145
in	w5_d132e31148
Preussen	w7_d132e31151
längst	w9_d132e31154
vorhin	w11_d132e31157
die	w13_d132e31161
Copeyen	w15_d132e31164
von	w17_d132e31167
denen,	w19_d132e31170
aus	w21_d132e31173
dem	w23_d132e31176
Dreßdner	w1_d132e31181
Cabinet	w3_d132e31184
entwendeten	w5_d132e31187
Originalien	w7_d132e31190
in	w9_d132e31193
den	w11_d132e31196
Händen	w13_d132e31200
gehabt	w15_d132e31203
hät	w17_d132e31206
te;	w1_d132e31212
nachdeme	w3_d132e31215
aber	w5_d132e31218
nunmehro	w7_d132e31221
solche	w9_d132e31224
Stücke	w11_d132e31227
mit	w13_d132e31231
einem	w15_d132e31234
sogenannten	w17_d132e31237
Me	w19_d132e31240
moire	w1_d132e31245
raisonne	w3_d132e31248
durch	w5_d132e31251
den	w7_d132e31254
offentlichen	w9_d132e31257
Druck,	w11_d132e31260
wiewolen	w13_d132e31264
in	w15_d132e31267
der	w17_d132e31270
unrichtig	w19_d132e31273
sten	w1_d132e31278
Gestalt,	w3_d132e31281
zum	w5_d132e31284
Vorschein	w7_d132e31287
kommen,	w9_d132e31290
so	w11_d132e31293
erhellet	w13_d132e31297
gleich	w15_d132e31300
ersten	w17_d132e31303
Augenblicks,	w19_d132e31306
der	w1_d132e31311
Ungrund	w3_d132e31314
dieses	w5_d132e31317
Vorgebens	w7_d132e31320
aus	w9_d132e31323
dem,	w11_d132e31326
daß,	w13_d132e31330
da	w15_d132e31333
in	w17_d132e31336
dem	w19_d132e31339
ersten	w21_d132e31342
Memoi	w23_d132e31345
re,	w1_d132e31351
so	w3_d132e31354
der	w5_d132e31357
von	w7_d132e31360
Klinggräf	w9_d132e31363
unter	w11_d132e31366
dem	w13_d132e31370
18ten	w15_d132e31373
Augusti	w17_d132e31376
zu	w19_d132e31379
Wien	w21_d132e31382
übergeben,	w23_d132e31385
ausdrücklich	w1_d132e31390
gemeldet,	w3_d132e31393
und	w5_d132e31396
auch	w7_d132e31399
in	w9_d132e31402
dem	w11_d132e31405
Preußischen	w13_d132e31409
Kriegs=manifest	w15_d132e31412
wiederholet	w1_d132e31417
worden,	w3_d132e31420
als	w5_d132e31423
ob	w7_d132e31426
N.	w9_d132e31429
B.	w11_d132e31432
zu	w13_d132e31436
Anfang	w15_d132e31439
dieses	w17_d132e31442
Jahrs	w19_d132e31445
eine	w21_d132e31448
Offen	w23_d132e31451
siv=allianz	w1_d132e31456
zwischen	w3_d132e31459
beyden	w5_d132e31462
Kaiserinnen	w7_d132e31465
Majestäten	w9_d132e31468
wider	w11_d132e31471
Preussen,	w13_d132e31475
zu	w15_d132e31478
Stand	w1_d132e31484
gekommen	w3_d132e31487
wäre,	w5_d132e31490
nunmehro	w7_d132e31493
zu	w9_d132e31496
dessen	w11_d132e31499
Beweiß	w13_d132e31503
der	w15_d132e31506
4te	w17_d132e31509
geheime	w19_d132e31512
Ar	w21_d132e31515
tickel	w1_d132e31520
einer	w3_d132e31523
Handlung	w5_d132e31526
produciret	w7_d132e31529
werde,	w9_d132e31532
welche	w11_d132e31535
allbereits,10.	w13_d132e31539
Jahre	w15_d132e31542
„vorhero,	w1_d132e31547
geschlossen	w3_d132e31550
worden,	w5_d132e31553
jedoch	w7_d132e31556
nichts	w9_d132e31559
weniger,	w11_d132e31562
als	w13_d132e31566
Offensiv=maaß	w15_d132e31569
nehmungen,	w1_d132e31574
der	w3_d132e31577
Welt	w5_d132e31580
vor	w7_d132e31583
Augen	w9_d132e31586
stellet	w11_d132e31589
</p>
<p id="p22_d132e31592">
Eine	w1_d132e31596
gleiche	w3_d132e31599
Bewandnüß	w5_d132e31602
hat	w7_d132e31605
es	w9_d132e31608
mit	w11_d132e31611
allen	w13_d132e31615
übrigen,	w15_d132e31618
aus	w17_d132e31621
dem	w19_d132e31624
Chur	w21_d132e31627
sächsischen	w1_d132e31632
Cabinet	w3_d132e31635
entwendeten	w5_d132e31638
Scripturen.	w7_d132e31641
Dann	w9_d132e31644
wann	w11_d132e31647
der	w13_d132e31651
ernannte	w15_d132e31654
König	w1_d132e31659
allschon	w3_d132e31662
vorhin	w5_d132e31665
Abschriften	w7_d132e31668
davon	w9_d132e31671
in	w11_d132e31674
Händen	w13_d132e31678
gehabt	w15_d132e31681
hätte,	w17_d132e31684
so	w19_d132e31687
wür	w21_d132e31690
de	w1_d132e31696
derselbe	w3_d132e31699
gewißlich	w5_d132e31702
mit	w7_d132e31705
deren	w9_d132e31708
Bekannt=machung	w11_d132e31711
nicht	w13_d132e31715
so	w15_d132e31718
lang	w17_d132e31721
zurück	w19_d132e31724
gehalten,	w1_d132e31729
und	w3_d132e31732
es	w5_d132e31735
auf	w7_d132e31738
die	w9_d132e31741
Ungewißheit	w11_d132e31744
ankommen	w13_d132e31748
gelassen	w15_d132e31751
haben,	w17_d132e31754
ob	w19_d132e31757
die	w21_d132e31760
Originalien	w1_d132e31765
nicht	w3_d132e31768
etwann	w5_d132e31771
anderwertshin	w7_d132e31774
gebracht	w9_d132e31777
worden	w11_d132e31780
seyn	w13_d132e31784
dörften.	w15_d132e31787
We	w17_d132e31790
nigstens	w1_d132e31795
würde	w3_d132e31798
solchen	w5_d132e31801
Falls	w7_d132e31804
derselbe	w9_d132e31807
in	w11_d132e31810
seinen	w13_d132e31814
vorherigen	w15_d132e31817
Erklärungen	w17_d132e31820
sich	w1_d132e31826
nicht	w3_d132e31829
haben	w5_d132e31832
enthalten	w7_d132e31835
können,	w9_d132e31838
dem	w11_d132e31841
Chur=sächsischen	w13_d132e31845
Hof	w15_d132e31848
seine	w17_d132e31851
hegen	w19_d132e31854
de	w1_d132e31859
gefährliche	w3_d132e31862
Anschläge	w5_d132e31865
vorzuwerfen,	w7_d132e31868
gleichwie	w9_d132e31871
er	w11_d132e31874
deren	w13_d132e31878
den	w15_d132e31881
Wieneri	w17_d132e31884
schen	w1_d132e31889
Hof,	w3_d132e31892
nur	w5_d132e31895
wegen	w7_d132e31898
der	w9_d132e31901
gemutmasten	w11_d132e31904
Einverständnüß	w13_d132e31908
mit	w15_d132e31911
Rußland,	w17_d132e31914
angeschuldiget	w1_d132e31919
hat.	w3_d132e31922
</p>
<p id="p24_d132e31926">
Hingegen	w1_d132e31930
stimmet	w3_d132e31933
dasjenige,	w5_d132e31936
was	w7_d132e31939
man	w9_d132e31942
erst	w11_d132e31945
anjetzo	w13_d132e31949
daraus	w15_d132e31952
erzwingen	w17_d132e31955
will,	w1_d132e31960
bey	w3_d132e31963
weiten	w5_d132e31966
nicht	w7_d132e31969
mit	w9_d132e31972
denen	w11_d132e31975
bereits	w13_d132e31979
vorhin	w15_d132e31982
angeführten	w17_d132e31985
vermeintli	w19_d132e31988
chen	w1_d132e31993
Kriegs=ursachen	w3_d132e31996
überein,	w5_d132e31999
und	w7_d132e32002
die	w9_d132e32005
vielleicht	w11_d132e32008
nachhero	w13_d132e32012
davon	w15_d132e32015
genom	w17_d132e32018
mene	w1_d132e32024
Abschriften	w3_d132e32027
verdienen	w5_d132e32030
so	w7_d132e32033
wenig	w9_d132e32036
einigen	w11_d132e32039
Glauben,	w13_d132e32043
als	w15_d132e32046
wenig	w17_d132e32049
die	w19_d132e32052
auf	w21_d132e32055
eine	w1_d132e32060
so	w3_d132e32063
unerlaubte	w5_d132e32066
Art	w7_d132e32069
überkommene	w9_d132e32072
sogenannte	w11_d132e32075
Originalien	w13_d132e32079
selbsten,	w15_d132e32082
von	w17_d132e32085
einer	w1_d132e32090
widrigen	w3_d132e32093
Beargwohnung	w5_d132e32096
befreyet	w7_d132e32099
seynd.	w9_d132e32102
</p>
<p id="p26_d132e32105">
10.	w1_d132e32109
Nachdeme	w3_d132e32112
alle	w5_d132e32115
bisherige	w7_d132e32118
Preußische	w9_d132e32121
Schriften	w11_d132e32124
in	w13_d132e32128
denen	w15_d132e32131
anzüg	w17_d132e32134
lichsten,	w1_d132e32139
und	w3_d132e32142
gröbesten	w5_d132e32145
Ausdrückungen	w7_d132e32148
zur	w9_d132e32151
allgemeinen	w11_d132e32154
Aergernüß	w13_d132e32158
verfas	w15_d132e32161
set	w1_d132e32166
seynd,	w3_d132e32169
so	w5_d132e32172
will	w7_d132e32175
man	w9_d132e32178
endlich	w11_d132e32181
in	w13_d132e32185
dem	w15_d132e32188
Preußischen	w17_d132e32191
Rescript	w19_d132e32194
in	w21_d132e32197
Antwort	w23_d132e32200
</p>
<p id="p32_d132e32213">
das	w1_d132e32217
Kaiserl.	w3_d132e32220
Königl.	w5_d132e32223
Circulare	w7_d132e32226
vom	w9_d132e32229
20ten	w11_d132e32232
Septelnbris,	w13_d132e32236
das	w15_d132e32239
Publicum	w17_d132e32242
überreden,	w1_d132e32247
als	w3_d132e32250
ob	w5_d132e32253
man	w7_d132e32256
weit	w9_d132e32259
davon	w11_d132e32262
entfernet	w13_d132e32266
seye,	w15_d132e32269
das	w17_d132e32272
unter	w19_d132e32275
Souverainen	w21_d132e32278
erforderliche	w1_d132e32283
Decorum	w3_d132e32286
ausser	w5_d132e32289
Augen	w7_d132e32292
zu	w9_d132e32295
setzen.	w11_d132e32298
</p>
<p id="p34_d132e32301">
Es	w1_d132e32305
lassen	w3_d132e32308
sich	w5_d132e32311
aber	w7_d132e32314
die	w9_d132e32317
nämliche	w11_d132e32320
unanständige	w13_d132e32324
Expressionen	w15_d132e32327
darinnen	w17_d132e32330
antreffen,	w1_d132e32335
welche	w3_d132e32338
ihren	w5_d132e32341
Authorem,	w7_d132e32344
den	w9_d132e32347
von	w11_d132e32350
Plotho	w13_d132e32354
immerfort	w15_d132e32357
kenntlich	w17_d132e32360
ma	w19_d132e32363
chen,	w1_d132e32368
und	w3_d132e32371
gar	w5_d132e32374
oft	w7_d132e32377
die	w9_d132e32380
Allerhöchste	w11_d132e32383
Kaiserl.	w13_d132e32387
Authorität	w15_d132e32390
selbsten	w17_d132e32393
nicht	w19_d132e32396
ver	w21_d132e32399
schonen;	w1_d132e32405
in	w3_d132e32408
der	w5_d132e32411
Sache	w7_d132e32414
selbsten	w9_d132e32417
aber	w11_d132e32420
keine	w13_d132e32424
andere	w15_d132e32427
Würkung	w17_d132e32430
haben,	w19_d132e32433
als	w21_d132e32436
daß	w1_d132e32441
sich	w3_d132e32444
Preußischer	w5_d132e32447
Seits	w7_d132e32450
gerühmet	w9_d132e32453
werden	w11_d132e32456
könne,	w13_d132e32460
mit	w15_d132e32463
Unart	w17_d132e32466
geschrie	w19_d132e32469
ben,	w1_d132e32474
fälschlich	w3_d132e32477
erdichtet,	w5_d132e32480
und	w7_d132e32483
keck	w9_d132e32486
gelästert	w11_d132e32489
zu	w13_d132e32493
haben.	w15_d132e32496
</p>
<p id="p36_d132e32500">
Mehr	w1_d132e32504
andere	w3_d132e32507
in	w5_d132e32510
denen	w7_d132e32513
Preußischen	w9_d132e32516
Jmpreßis	w11_d132e32519
enthaltene	w13_d132e32523
Contra	w15_d132e32526
dictiones,	w1_d132e32531
und	w3_d132e32534
Absprünge	w5_d132e32537
dahier	w7_d132e32540
anzuführen,	w9_d132e32543
wäre	w11_d132e32546
von	w13_d132e32550
darumen	w15_d132e32553
über	w17_d132e32556
flüßig,	w1_d132e32561
weilen	w3_d132e32564
selbige	w5_d132e32567
ohnehin	w7_d132e32570
der	w9_d132e32573
Aufmerksamkeit	w11_d132e32576
des	w13_d132e32580
einsichtigen	w15_d132e32583
Lesers	w17_d132e32586
unmöglich	w1_d132e32592
entgehen	w3_d132e32595
können.	w5_d132e32598
</p>
<p id="p38_d132e32601">
Man	w1_d132e32605
schreitet	w3_d132e32608
demnach	w5_d132e32611
zu	w7_d132e32614
der	w9_d132e32617
Untersuchung	w11_d132e32620
des	w13_d132e32624
anderen	w15_d132e32627
Satzes,	w17_d132e32630
nämlichen:	w1_d132e32635
ob	w3_d132e32638
in	w5_d132e32641
denen	w7_d132e32644
zeithero	w9_d132e32647
bekannt	w11_d132e32650
gewordenen	w13_d132e32654
Preußischen	w15_d132e32657
Schrif	w17_d132e32660
ten,	w1_d132e32665
die	w3_d132e32668
Gewißheit	w5_d132e32671
der	w7_d132e32674
bevorgestanden	w9_d132e32677
seyn	w11_d132e32680
sollenden	w13_d132e32684
Uberfalls=gefahr	w15_d132e32687
in	w1_d132e32693
das	w3_d132e32696
Klare	w5_d132e32699
gesetzet	w7_d132e32702
sich	w9_d132e32705
befinde	w11_d132e32708
</p>
<p id="p40_d132e32711">
Alles,	w1_d132e32715
was	w3_d132e32718
Preußischer	w5_d132e32721
Seits,	w7_d132e32724
durch	w9_d132e32727
eine	w11_d132e32730
genaue	w13_d132e32734
Verbindung	w15_d132e32737
derer	w17_d132e32740
hin	w1_d132e32745
und	w3_d132e32748
wieder	w5_d132e32751
entdeckt	w7_d132e32754
haben	w9_d132e32757
wollenden	w11_d132e32760
Umständen,	w13_d132e32764
gefolgeret	w15_d132e32767
werden	w17_d132e32770
will,	w1_d132e32775
lauft	w3_d132e32778
auf	w5_d132e32781
nichtes	w7_d132e32784
anderes	w9_d132e32787
hinaus,	w11_d132e32790
als	w13_d132e32794
daß	w15_d132e32797
die	w17_d132e32800
Rußische,	w19_d132e32803
Sächsische,	w21_d132e32806
und	w1_d132e32812
Wienerische	w3_d132e32815
Höfe	w5_d132e32818
dem	w7_d132e32821
Land=frieden,	w9_d132e32824
in	w11_d132e32827
Ansehung	w13_d132e32831
des	w15_d132e32834
Königs	w17_d132e32837
in	w19_d132e32840
Preussen,	w1_d132e32845
als	w3_d132e32848
ihres	w5_d132e32851
gefährlichsten,	w7_d132e32854
und	w9_d132e32857
unruhigen	w11_d132e32860
Nachbars,	w13_d132e32864
keinerdings	w15_d132e32867
getrauet,	w1_d132e32872
sondern	w3_d132e32875
einander	w5_d132e32878
ihre	w7_d132e32881
hegende	w9_d132e32884
Verlegenheit	w11_d132e32887
darüber	w13_d132e32891
zu	w15_d132e32894
erken	w17_d132e32897
nen	w1_d132e32902
gegeben,	w3_d132e32905
und	w5_d132e32908
auf	w7_d132e32911
ihre	w9_d132e32914
künftige	w11_d132e32917
Sicherheit	w13_d132e32921
vorsichtigen	w15_d132e32924
Bedacht	w17_d132e32927
ge	w19_d132e32930
nommen	w1_d132e32936
haben.	w3_d132e32939
</p>
<p id="p42_d132e32942">
Der	w1_d132e32946
König	w3_d132e32949
in	w5_d132e32952
Preussen	w7_d132e32955
hat	w9_d132e32958
auch	w11_d132e32961
bey	w13_d132e32965
sich	w15_d132e32968
selbsten	w17_d132e32971
leicht	w19_d132e32974
die	w21_d132e32977
Rechnung	w23_d132e32980
machen	w1_d132e32985
können,	w3_d132e32988
was	w5_d132e32991
am	w7_d132e32994
Ende	w9_d132e32997
sein	w11_d132e33000
gewaltsames,	w13_d132e33004
und	w15_d132e33007
eigennütziges	w17_d132e33010
Be	w19_d132e33013
tragen	w1_d132e33018
gegen	w3_d132e33021
alle	w5_d132e33024
seine	w7_d132e33027
Nachbaren,	w9_d132e33030
wann	w11_d132e33033
einmal	w13_d132e33037
das	w15_d132e33040
Maaß	w17_d132e33043
voll	w19_d132e33046
würde.	w21_d132e33049
für	w1_d132e33055
Folgen	w3_d132e33058
nach	w5_d132e33061
sich	w7_d132e33064
ziehen	w9_d132e33067
müsse.	w11_d132e33070
</p>
<p id="p44_d132e33073">
Derselbe	w1_d132e33077
konte	w3_d132e33080
sich	w5_d132e33083
unmöglich	w7_d132e33086
beygehen	w9_d132e33089
lassen,	w11_d132e33092
daß	w13_d132e33096
seine	w15_d132e33099
geheime	w17_d132e33102
Aufhetzungen	w1_d132e33107
anderer	w3_d132e33110
Mächten,	w5_d132e33113
sowol	w7_d132e33116
wider	w9_d132e33119
das	w11_d132e33122
Erz=haus	w13_d132e33126
von	w15_d132e33129
Oester	w17_d132e33132
reich,	w1_d132e33137
als	w3_d132e33140
auch	w5_d132e33143
wider	w7_d132e33146
Rußland,	w9_d132e33149
diesen	w11_d132e33152
beyden	w13_d132e33156
Höfen	w15_d132e33159
würden	w17_d132e33162
verborgen	w19_d132e33165
bleiben,	w1_d132e33171
noch	w3_d132e33174
daß	w5_d132e33177
der	w7_d132e33180
erstere	w9_d132e33183
durch	w11_d132e33186
die	w13_d132e33190
fast	w15_d132e33193
tägliche	w17_d132e33196
Beschwerden	w19_d132e33199
von	w21_d132e33202
neuen	w1_d132e33207
Preußischen	w3_d132e33210
Contraventionen	w5_d132e33213
wider	w7_d132e33216
den	w9_d132e33219
Breßlauer	w11_d132e33222
und	w13_d132e33226
Dreßdner	w15_d132e33229
Frieden,	w1_d132e33234
nicht	w3_d132e33237
endlich	w5_d132e33240
aufgebracht	w7_d132e33243
werden	w9_d132e33246
dörfte;	w11_d132e33249
viel	w13_d132e33253
weniger	w15_d132e33256
daß	w17_d132e33259
so	w19_d132e33262
viele	w1_d132e33267
andere	w3_d132e33270
Nachbaren,	w5_d132e33273
auch	w7_d132e33276
jeder	w9_d132e33279
Reichs=stand	w11_d132e33282
wegen	w13_d132e33286
der	w15_d132e33289
Bekränkung	w17_d132e33292
seiner	w1_d132e33298
Hoheits=rechten,	w3_d132e33301
und	w5_d132e33304
das	w7_d132e33307
ganze	w9_d132e33310
Römische	w11_d132e33313
Reich	w13_d132e33317
wegen	w15_d132e33320
der	w17_d132e33323
an	w19_d132e33326
wachsenden	w1_d132e33331
Preußischen	w3_d132e33334
Ober=herrschaft	w5_d132e33337
nicht	w7_d132e33340
einmal	w9_d132e33343
wünschen,	w11_d132e33346
und	w13_d132e33350
ver	w15_d132e33353
langen	w1_d132e33358
solten,	w3_d132e33361
denen	w5_d132e33364
Preußischen	w7_d132e33367
Gesätz=losen,	w9_d132e33370
und	w11_d132e33373
Ruhe=stöhrerischen	w13_d132e33377
Ausschweiffungen,	w1_d132e33382
bey	w3_d132e33385
sich	w5_d132e33388
ergebender	w7_d132e33391
Gelegenheit,	w9_d132e33394
engere	w11_d132e33397
Schranken	w13_d132e33401
se	w15_d132e33404
tzen	w1_d132e33410
zu	w3_d132e33413
können.	w5_d132e33416
</p>
<p id="p50_d132e33430">
Es	w1_d132e33434
ist	w3_d132e33437
also	w5_d132e33440
die	w7_d132e33443
Grund=ursach	w9_d132e33446
der	w11_d132e33449
jetzigen	w13_d132e33453
Preußischen	w15_d132e33456
erdichteten	w17_d132e33459
Vorgebungen	w1_d132e33464
in	w3_d132e33467
dem	w5_d132e33470
eigenen	w7_d132e33473
bösen	w9_d132e33476
Gewissen	w11_d132e33479
zu	w13_d132e33483
suchen,	w15_d132e33486
und	w17_d132e33489
kann	w19_d132e33492
um	w21_d132e33495
so	w1_d132e33500
weniger	w3_d132e33503
mit	w5_d132e33506
einigem	w7_d132e33509
Schein	w9_d132e33512
der	w11_d132e33515
Wahrheit	w13_d132e33519
vorgeschützet	w15_d132e33522
werden,	w17_d132e33525
daß	w19_d132e33528
der	w1_d132e33534
Kaiserin=Königin	w3_d132e33537
Majestät	w5_d132e33540
am	w7_d132e33543
ersten	w9_d132e33546
zu	w11_d132e33549
denen	w13_d132e33553
Waffen	w15_d132e33556
gegriffen	w17_d132e33559
hätten,	w1_d132e33564
da	w3_d132e33567
jedermann,	w5_d132e33570
und	w7_d132e33573
der	w9_d132e33576
König	w11_d132e33579
in	w13_d132e33583
Preussen	w15_d132e33586
selbsten,	w17_d132e33589
bey	w19_d132e33592
sich	w21_d132e33595
über	w23_d132e33598
zeuget	w1_d132e33603
seyn	w3_d132e33606
wird,	w5_d132e33609
daß	w7_d132e33612
das	w9_d132e33615
Erz=haus	w11_d132e33618
von	w13_d132e33622
Oesterreich	w15_d132e33625
sich	w17_d132e33628
nicht	w19_d132e33631
so	w21_d132e33634
leichter	w23_d132e33637
dings	w1_d132e33642
entschlossen	w3_d132e33645
haben	w5_d132e33648
würde,	w7_d132e33651
für	w9_d132e33654
sich	w11_d132e33657
allein	w13_d132e33661
die	w15_d132e33664
Preußische	w17_d132e33667
Macht	w19_d132e33670
an	w21_d132e33673
zugreiffen.	w1_d132e33679
</p>
<p id="p52_d132e33682">
Wie	w1_d132e33686
dann	w3_d132e33689
auch	w5_d132e33692
der	w7_d132e33695
ernannte	w9_d132e33698
König	w11_d132e33701
in	w13_d132e33705
Preussen	w15_d132e33708
sich	w17_d132e33711
unbedenklich	w19_d132e33714
rüh	w21_d132e33717
met,	w1_d132e33722
daß	w3_d132e33725
er	w5_d132e33728
derjenige	w7_d132e33731
sey,	w9_d132e33734
welcher	w11_d132e33737
Oesterreich	w13_d132e33741
mit	w15_d132e33744
einer	w17_d132e33747
feindlichen	w19_d132e33750
Uber	w21_d132e33753
ziehung	w1_d132e33758
präveniret,	w3_d132e33761
und	w5_d132e33764
laut	w7_d132e33767
seines	w9_d132e33770
letzteren	w11_d132e33773
Circular=schreibens	w13_d132e33777
d.	w15_d132e33780
d.	w17_d132e33783
Ber	w19_d132e33786
lin	w1_d132e33792
den	w3_d132e33795
2.	w5_d132e33798
October,	w7_d132e33801
den	w9_d132e33804
Vorsatz	w11_d132e33807
gefasset	w13_d132e33811
habe,	w15_d132e33814
auf	w17_d132e33817
gleiche	w19_d132e33820
Art	w21_d132e33823
alle	w23_d132e33826
dieje	w25_d132e33830
nige,	w1_d132e33835
welche	w3_d132e33838
mit	w5_d132e33841
Oesterreich	w7_d132e33844
wider	w9_d132e33847
ihn	w11_d132e33850
in	w13_d132e33854
Verbindung	w15_d132e33857
stehen,	w17_d132e33860
mit	w19_d132e33863
denen	w21_d132e33866
ihm	w1_d132e33871
von	w3_d132e33874
GOtt	w5_d132e33877
verliehenen	w7_d132e33880
Kräften	w9_d132e33883
nachdrücklich	w11_d132e33886
zu	w13_d132e33890
präveniren.	w15_d132e33893
</p>
<p id="p54_d132e33896">
Hieraus	w1_d132e33900
folget	w3_d132e33903
aber	w5_d132e33906
der	w7_d132e33909
mit	w9_d132e33912
dem	w11_d132e33915
Preußischen	w13_d132e33919
Kriegs=manifest	w15_d132e33922
ga	w17_d132e33925
nicht	w1_d132e33930
übereinstimmende	w3_d132e33933
Schluß,	w5_d132e33936
daß	w7_d132e33939
derjenige,	w9_d132e33942
welcher	w11_d132e33945
andere	w13_d132e33949
mit	w15_d132e33952
einem	w17_d132e33955
Krieg	w1_d132e33960
präveniret,	w3_d132e33963
auch	w5_d132e33966
zum	w7_d132e33969
ersten	w9_d132e33972
sich	w11_d132e33975
darzu	w13_d132e33979
in	w15_d132e33982
Bereitschaft	w17_d132e33985
gesetzet	w19_d132e33988
ha	w21_d132e33991
ben	w1_d132e33997
müsse:	w3_d132e34000
gleichwie	w5_d132e34003
dann	w7_d132e34006
in	w9_d132e34009
dem	w11_d132e34012
jetzt	w13_d132e34016
angezogenen	w15_d132e34019
Manifest	w17_d132e34022
offenherzig	w19_d132e34025
bekennet	w1_d132e34030
wird,	w3_d132e34033
daß	w5_d132e34036
es	w7_d132e34039
dem	w9_d132e34042
ernannten	w11_d132e34045
König	w13_d132e34049
in	w15_d132e34052
Preussen	w17_d132e34055
allschon	w19_d132e34058
zwey	w21_d132e34061
Mo	w23_d132e34064
nate	w1_d132e34069
vor	w3_d132e34072
der	w5_d132e34075
Zusammen=rückung	w7_d132e34078
der	w9_d132e34081
Kaiserlich=Königlichen	w11_d132e34084
Armee	w13_d132e34088
in	w15_d132e34091
Böhmen,	w1_d132e34096
und	w3_d132e34099
Mähren,	w5_d132e34102
ein	w7_d132e34105
leichtes	w9_d132e34108
gewesen	w11_d132e34111
wäre,	w13_d132e34115
diese	w15_d132e34118
Länder	w17_d132e34121
mit	w19_d132e34124
sei	w21_d132e34127
ner	w1_d132e34133
allschon	w3_d132e34136
in	w5_d132e34139
Bereitschaft	w7_d132e34142
gestandenen	w9_d132e34145
Kriegs=macht	w11_d132e34148
zu	w13_d132e34152
überziehen	w15_d132e34155
</p>
<p id="p56_d132e34158">
Die	w1_d132e34162
Rußisch=Kaiserlichen	w3_d132e34165
Armements,	w5_d132e34168
wovon	w7_d132e34171
Preußischer	w9_d132e34174
Seits	w11_d132e34177
so	w1_d132e34182
viel	w3_d132e34185
Aufhebens	w5_d132e34188
gemachet	w7_d132e34191
wird,	w9_d132e34194
waren	w11_d132e34197
nicht	w13_d132e34201
sobald	w15_d132e34204
bekannt	w17_d132e34207
worden.	w19_d132e34210
als	w1_d132e34215
sie	w3_d132e34218
mit	w5_d132e34221
Anfang	w7_d132e34224
des	w9_d132e34227
heurigen	w11_d132e34230
Sommers	w13_d132e34234
schon	w15_d132e34237
völlig	w17_d132e34240
wieder	w19_d132e34243
eingestel	w21_d132e34246
let	w1_d132e34252
wurden,	w3_d132e34255
wie	w5_d132e34258
es	w7_d132e34261
in	w9_d132e34264
denen	w11_d132e34267
Preußischen	w13_d132e34271
Memoires	w15_d132e34274
selbsten	w17_d132e34277
enthalten	w19_d132e34280
ist,	w1_d132e34285
mithin	w3_d132e34288
wäre	w5_d132e34291
