<doc id="edoc_wd_1775-07-01" attrs="word" year="1775" month="07" day="01" corpus="1">
<head id="hl4">
Korinth	w40
Juni	w14121
1775	w14122
<g/>
.
</p>
<p id="p277">
Von	w14124
der	w14125
freyherrl	w14126
<g/>
.
Bartensteinischen	w14128
Herr=schaft	w14129
<g/>
=
Rastenberg	w14131
wird	w14132
hiemit	w14133
jedermänniglich	w14134
zu	w14135
vernehmen	w14136
gegeben	w14137
<g/>
:
Wasgestalten	w14139
man	w14140
sich	w14141
genöthiget	w14142
finde	w14143
<g/>
,
über	w14145
das	w14146
nach	w14147
dem	w14148
unterm	w14149
10	w14150
<g/>
.
März	w14152
d	w14153
<g/>
.
J	w14155
<g/>
.
Todes	w14157
verbliechenen	w14158
Johann	w14159
Nepomuk	w14160
Huber	w14161
<g/>
,
Jägern	w14163
allhier	w14164
<g/>
,
rückgebliebene	w14166
sämtliche	w14167
Vermögen	w14168
<g/>
,
ohngehindert	w14170
der	w14171
allschon	w14172
unterm	w14173
20	w14174
<g/>
.
Juni	w14176
beschehenen	w14177
Edictal	w14178
<g/>
-
Citation	w14180
<g/>
,
nochmaligen	w14182
Concursum	w14183
Creditorum	w14184
an=zuordnen	w14185
<g/>
=
<g/>
,
und	w14188
hiezu	w14189
den	w14190
9	w14191
<g/>
.
Aug	w14193
<g/>
.
d	w14195
<g/>
.
J	w14197
<g/>
.
zur	w14199
Anmeld	w14200
<g/>
=
und	w14202
Liquidirungstagsatzung	w14203
pro	w14204
ter-mino	w14205
<g/>
-
ultimo	w14207
cum	w14208
clausula	w14209
præclusipraeclusi	w14210
zu	w14211
bestim=men	w14212
<g/>
=
<g/>
.
Es	w14215
werden	w14216
demnach	w14217
all	w14218
und	w14219
jede	w14220
<g/>
,
wel=che	w14222
<g/>
=
an	w14224
gedachtem	w14225
Johann	w14226
Nepomuk	w14227
Huber	w14228
ex	w14229
quocunque	w14230
titulo	w14231
Sprüche	w14232
und	w14233
Foderungen	w14234
ha=ben	w14235
<g/>
=
<g/>
,
oder	w14238
allenfalls	w14239
zu	w14240
stellen	w14241
vermeinen	w14242
<g/>
,
an	w14244
vorbestimmten	w14245
Tag	w14246
früh	w14247
um	w14248
8	w14249
Uhr	w14250
entweder	w14251
persönlich	w14252
<g/>
,
oder	w14254
per	w14255
mandatarium	w14256
wohl	w14257
in=struirter	w14258
<g/>
=
in	w14260
hiesiger	w14261
Herrschaftkanzley	w14262
perem-torie	w14263
<g/>
-
zu	w14265
erscheinen	w14266
<g/>
,
und	w14268
ihre	w14269
Foderungen	w14270
also=gewiß	w14271
<g/>
=
anzubringen	w14273
<g/>
,
und	w14275
zu	w14276
liquidiren	w14277
haben	w14278
<g/>
,
wie	w14280
im	w14281
widrigen	w14282
den	w14283
Ausbleibenden	w14284
das	w14285
ewi=ge	w14286
<g/>
=
Stillschweigen	w14288
auferlegt	w14289
seyn	w14290
soll	w14291
<g/>
.
</p>
<p id="p278">
Von	w14293
des	w14294
hochwürd	w14295
<g/>
.
erzbischöfl	w14297
<g/>
.
wienerischen	w14299
Konsistoriums	w14300
wegen	w14301
<g/>
,
wird	w14303
hiemit	w14304
all	w14305
und	w14306
jeden	w14307
<g/>
,
welche	w14309
an	w14310
der	w14311
Verlassenschaft	w14312
des	w14313
verstorbenen	w14314
hochwürdigen	w14315
Herrn	w14316
Peter	w14317
Simen	w14318
<g/>
,
der	w14320
heil	w14321
<g/>
.
Schrift	w14323
Doktorn	w14324
<g/>
,
des	w14326
hohen	w14327
Erz	w14328
<g/>
=
und	w14330
Dom=stifts	w14331
<g/>
=
bey	w14333
St	w14334
<g/>
.
Stephan	w14336
Kantorn	w14337
<g/>
,
und	w14339
ernann=ten	w14340
<g/>
=
Domprobstens	w14342
<g/>
,
einige	w14344
Sprüche	w14345
und	w14346
Foderun=gen	w14347
<g/>
=
zu	w14349
haben	w14350
vermeinen	w14351
<g/>
,
kund	w14353
und	w14354
zu	w14355
wissen	w14356
ge=macht	w14357
<g/>
=
<g/>
:
daß	w14360
zur	w14361
Abhandlung	w14362
dieser	w14363
Verlassen=schaft	w14364
<g/>
=
auf	w14366
den	w14367
17	w14368
<g/>
.
August	w14370
d	w14371
<g/>
.
J	w14373
<g/>
.
Nachmittag	w14375
um	w14376
2	w14377
Uhr	w14378
eine	w14379
Tagsatzung	w14380
in	w14381
der	w14382
erzbischöfl	w14383
<g/>
.
Konsistorialkanzley	w14385
zu	w14386
erscheinen	w14387
<g/>
,
angeordnet	w14389
</p>
<p id="p279">
worden	w14390
sey	w14391
<g/>
;
es	w14393
werden	w14394
demnach	w14395
diejenigen	w14396
<g/>
,
wel=che	w14398
<g/>
=
eine	w14400
Forderung	w14401
<g/>
,
es	w14403
sey	w14404
Schuld	w14405
<g/>
,
oder	w14407
Erb=schaft	w14408
<g/>
=
halber	w14410
an	w14411
den	w14412
ruckgelassenen	w14413
Vermögen	w14414
obgedacht	w14415
ernannt	w14416
gewesten	w14417
Herrn	w14418
Domprobstens	w14419
zu	w14420
machen	w14421
gedenken	w14422
<g/>
,
mit	w14424
solchen	w14425
an	w14426
bestimmten	w14427
Tage	w14428
<g/>
,
Stund	w14430
und	w14431
Ort	w14432
sich	w14433
alsogewiß	w14434
persön=lich	w14435
<g/>
=
<g/>
,
oder	w14438
durch	w14439
hiezu	w14440
genugsam	w14441
Bevollmäch=tigte	w14442
<g/>
=
daselbst	w14444
anzumelden	w14445
<g/>
,
und	w14447
ihre	w14448
Forderun=gen	w14449
<g/>
=
auf	w14451
der	w14452
Stelle	w14453
<g/>
,
wie	w14455
es	w14456
sich	w14457
zu	w14458
Recht	w14459
ge=bühret	w14460
<g/>
=
<g/>
,
darzuthuen	w14463
haben	w14464
<g/>
,
als	w14466
im	w14467
widrigen	w14468
die	w14469
Ausbleibende	w14470
<g/>
,
oder	w14472
die	w14473
ihre	w14474
Forderungen	w14475
nicht	w14476
genugsam	w14477
erweisen	w14478
werden	w14479
<g/>
,
nicht	w14481
mehr	w14482
gehöret	w14483
<g/>
,
sondern	w14485
mit	w14486
ihren	w14487
Sprüchen	w14488
und	w14489
Fo=derungen	w14490
<g/>
=
auf	w14492
allezeit	w14493
abgewiesen	w14494
und	w14495
ausge=schlossen	w14496
<g/>
=
seyn	w14498
sollen	w14499
<g/>
.
</p>
<p id="p280">
Wir	w14501
Burgermeister	w14502
und	w14503
Rath	w14504
der	w14505
Stabt	w14506
Wien	w14507
geben	w14508
hiemit	w14509
jedermann	w14510
zu	w14511
vernehmen	w14512
<g/>
:
Es	w14514
sey	w14515
Joh	w14516
<g/>
.
Michael	w14518
Contami	w14519
<g/>
,
gewester	w14521
Hand=lungsbedienter	w14522
<g/>
=
<g/>
,
mit	w14525
Tod	w14526
abgegangen	w14527
<g/>
,
und	w14529
daher	w14530
<g/>
,
um	w14532
mit	w14533
der	w14534
künftigen	w14535
Verlassenschaftsabhand=lung	w14536
<g/>
=
sicher	w14538
vorgehen	w14539
zu	w14540
können	w14541
<g/>
,
für	w14543
nothwendig	w14544
befunden	w14545
worden	w14546
<g/>
,
diejenigen	w14548
vorzuladen	w14549
und	w14550
anzuhören	w14551
<g/>
,
welche	w14553
an	w14554
diese	w14555
Verlassenschaft	w14556
ei=nige	w14557
<g/>
=
Ansprüche	w14559
und	w14560
Forderungen	w14561
haben	w14562
möch=ten	w14563
<g/>
=
<g/>
.
Da	w14566
wir	w14567
nun	w14568
entschlossen	w14569
sind	w14570
eben	w14571
diese	w14572
Sprüche	w14573
und	w14574
Forderungen	w14575
an	w14576
dem	w14577
eigends	w14578
<g/>
,
und	w14580
zwar	w14581
für	w14582
das	w14583
erst	w14584
und	w14585
letztemal	w14586
hiezu	w14587
be=stimmten	w14588
<g/>
=
Tag	w14590
<g/>
,
nämlich	w14592
den	w14593
21	w14594
<g/>
.
August	w14596
dies	w14597
Jahrs	w14598
<g/>
,
oder	w14600
da	w14601
wir	w14602
anderer	w14603
Verhindernissen	w14604
hal=ber	w14605
<g/>
=
nicht	w14607
zu	w14608
Rath	w14609
sässen	w14610
<g/>
,
den	w14612
nachst	w14613
darauf	w14614
folgenden	w14615
Rathstag	w14616
fruh	w14617
um	w14618
8	w14619
Uhr	w14620
zu	w14621
hören	w14622
und	w14623
zu	w14624
vernehmen	w14625
<g/>
.
So	w14627
haben	w14628
all	w14629
jene	w14630
<g/>
,
welche	w14632
an	w14633
des	w14634
Joh	w14635
<g/>
.
Michael	w14637
Contami	w14638
seel	w14639
<g/>
.
Verlassen=schaft	w14641
<g/>
=
eine	w14643
rechtmäßige	w14644
Forderung	w14645
<g/>
,
es	w14647
seye	w14648
um	w14649
Erbschaft	w14650
<g/>
,
Schuld	w14652
<g/>
,
oder	w14654
anderer	w14655
Ursachen	w14656
wil=len	w14657
<g/>
=
zu	w14659
haben	w14660
glauben	w14661
<g/>
,
den	w14663
bestimmten	w14664
Tag	w14665
selbst	w14666
persönlich	w14667
<g/>
,
oder	w14669
durch	w14670
einen	w14671
hinlänglich	w14672
versehenen	w14673
Gewalttrager	w14674
sogewiß	w14675
vor	w14676
uns	w14677
zu	w14678
er=scheinen	w14679
<g/>
=
<g/>
,
sich	w14682
behörig	w14683
zu	w14684
legitimiren	w14685
<g/>
,
und	w14687
ihre	w14688
Ansprüche	w14689
und	w14690
Forderungen	w14691
darzuthun	w14692
<g/>
,
als	w14694
im	w14695
widrigen	w14696
Falle	w14697
auf	w14698
die	w14699
ausbleibende	w14700
<g/>
,
oder	w14702
nicht	w14703
behörig	w14704
liquidirende	w14705
Erben	w14706
<g/>
,
Gläubiger	w14708
und	w14709
Prä=tendenten	w14710
<g/>
=
keine	w14712
Rucksicht	w14713
genommen	w14714
<g/>
,
mit	w14716
der	w14717
Abhandlung	w14718
<g/>
,
und	w14720
Vertheilung	w14721
des	w14722
Verlassen=schaftsguts	w14723
<g/>
=
von	w14725
Amts	w14726
wegen	w14727
vorgegangen	w14728
<g/>
,
und	w14730
dasselbe	w14731
den	w14732
etwa	w14733
vorkommenden	w14734
Erben	w14735
unbe=denklich	w14736
<g/>
=
überlassen	w14738
werden	w14739
<g/>
,
auch	w14741
den	w14742
etwa	w14743
exi=stirenden	w14744
<g/>
=
Schuldprätendenten	w14746
das	w14747
ewige	w14748
Still=schweigen	w14749
<g/>
=
auferleget	w14751
seyn	w14752
würde	w14753
</p>
<head id="hl35">
Obersthofmarschall	w14754
⁊c	w14755
<g/>
.
</head>
<p id="p281">
Geben	w14757
durch	w14758
gegenwärtiges	w14759
Edikt	w14760
jedermann	w14761
zu	w14762
vernehmen	w14763
<g/>
:
Es	w14765
hat	w14766
der	w14767
gerichtlich	w14768
verordne=te	w14769
<g/>
=
Johann	w14771
Nepomuk	w14772
Zellische	w14773
Curator	w14774
<g/>
,
Johann	w14776
Christoph	w14777
Kueffner	w14778
<g/>
,
diesorts	w14780
angelanget	w14781
und	w14782
gebeten	w14783
<g/>
,
womit	w14785
zu	w14786
Ausfindigmachung	w14787
des	w14788
vor=handenen	w14789
<g/>
=
Æris	w14791
alieni	w14792
die	w14793
gewöhnlichen	w14794
ValValvaledikta	w14795
<g/>
=
</p>
<p id="p282">
valedikta	w14797
ausgefertiget	w14798
werben	w14799
möchten	w14800
<g/>
.
Da	w14802
nun	w14803
in	w14804
dieses	w14805
des	w14806
Supplikanten	w14807
Ansuchen	w14808
ge=williget	w14809
<g/>
=
worden	w14811
ist	w14812
<g/>
.
Als	w14814
werden	w14815
all	w14816
und	w14817
jede	w14818
<g/>
,
so	w14820
an	w14821
den	w14822
von	w14823
hier	w14824
entwichenen	w14825
Johann	w14826
Nepo=muk	w14827
<g/>
=
Zell	w14829
<g/>
,
gewest	w14831
k	w14832
<g/>
.
k	w14834
<g/>
.
Kameralhauptbuchhalte=reyexpeditorsadjunkten	w14836
<g/>
=
sup	w14838
quocunq	w14839
<g/>
.
titulo	w14841
ei=nige	w14842
<g/>
=
Ansprüche	w14844
haben	w14845
<g/>
,
oder	w14847
zu	w14848
haben	w14849
vermei=nen	w14850
<g/>
=
auf	w14852
den	w14853
23	w14854
<g/>
.
Aug	w14856
<g/>
.
Nachmittag	w14858
um	w14859
4	w14860
Uhr	w14861
vor	w14862
der	w14863
Amtskanzley	w14864
auf	w14865
der	w14866
Sailerstadt	w14867
im	w14868
Jakoberhaus	w14869
im	w14870
ersten	w14871
Stock	w14872
alsogewiß	w14873
zu	w14874
er=scheinen	w14875
<g/>
=
<g/>
,
und	w14878
ihre	w14879
habende	w14880
Anfoderung	w14881
anzu=melden	w14882
<g/>
=
haben	w14884
<g/>
,
wie	w14886
im	w14887
widrigen	w14888
die	w14889
nicht	w14890
er=scheinende	w14891
<g/>
=
von	w14893
dieser	w14894
Massa	w14895
ausgeschlossen	w14896
<g/>
,
und	w14898
denselben	w14899
das	w14900
ewige	w14901
Stillschweigen	w14902
auferlegt	w14903
<g/>
,
die	w14905
vorhandene	w14906
Mitteln	w14907
und	w14908
die	w14909
sich	w14910
Anmelden=de	w14911
<g/>
=
den	w14913
Dividenten	w14914
nach	w14915
vertheilet	w14916
werden	w14917
sol=len	w14918
<g/>
=
<g/>
.
Wien	w14921
den	w14922
31	w14923
<g/>
.
May	w14925
1775	w14926
<g/>
.
</p>
<p id="p283">
Wir	w14928
NN	w14929
<g/>
.
Superintendenten	w14931
und	w14932
Spitalmei=ster	w14933
<g/>
=
des	w14935
Burgerspitals	w14936
in	w14937
Wien	w14938
geben	w14939
hiemit	w14940
jedermann	w14941
sowohl	w14942
An	w14943
<g/>
=
als	w14945
Abwesenden	w14946
zu	w14947
ver=nehmen	w14948
<g/>
=
<g/>
:
Es	w14951
sey	w14952
auf	w14953
ab	w14954
intestato	w14955
erfolgtes	w14956
Ab=sterben	w14957
<g/>
=
nachfolgender	w14959
Partheyen	w14960
<g/>
,
als	w14962
der	w14963
Joseph	w14964
Sixtus	w14965
<g/>
,
ohne	w14967
Kondition	w14968
<g/>
,
gewesten	w14970
Jnwohners	w14971
in	w14972
der	w14973
golden	w14974
Hand	w14975
am	w14976
Spitalberg	w14977
<g/>
,
der	w14979
Bar=bara	w14980
<g/>
=
Bauernfeindin	w14982
<g/>
,
ledigen	w14984
Weibsperson	w14985
zu	w14986
St	w14987
<g/>
.
Marx	w14989
<g/>
,
gebürtig	w14991
zu	w14992
Kittsee	w14993
in	w14994
Ungarn	w14995
<g/>
,
Ferdinand	w14997
Schweighard	w14998
<g/>
,
vorhin	w15000
gewesten	w15001
La=boranten	w15002
<g/>
=
in	w15004
der	w15005
burgerspitälerischen	w15006
Apotheke	w15007
<g/>
,
und	w15009
Patientens	w15010
im	w15011
Bäckenhäusel	w15012
seel	w15013
<g/>
.
dann	w15015
des	w15016
Mathias	w15017
Klaringer	w15018
<g/>
,
Zimmermannsgesellen	w15020
und	w15021
Jnwohners	w15022
zu	w15023
Rußdorf	w15024
<g/>
,
der	w15026
Eva	w15027
Wallnerin	w15028
<g/>
,
Wittib	w15030
und	w15031
Jnwohnerin	w15032
allda	w15033
<g/>
,
und	w15035
des	w15036
Franz	w15037
Xavery	w15038
Rottenkoller	w15039
<g/>
,
gewesten	w15041
Fleischhacker	w15042
<g/>
,
welcher	w15044
bey	w15045
letztfürgewesten	w15046
Krieg	w15047
bey	w15048
der	w15049
k	w15050
<g/>
.
k	w15052
<g/>
.
Armee	w15054
verstorben	w15055
seyn	w15056
solle	w15057
<g/>
,
wegen	w15059
sicherer	w15060
Ab=handlung	w15061
<g/>
=
derselben	w15063
ringen	w15064
Verlassenschaften	w15065
<g/>
,
und	w15067
zwar	w15068
des	w15069
vorbemeldten	w15070
Joseph	w15071
Sixtus	w15072
pr	w15073
<g/>
.
10	w15075
fl	w15076
<g/>
.
27	w15078
½	w15079
kr	w15080
<g/>
.
<g/>
,
der	w15083
Barbara	w15084
Bauernseindin	w15085
pr	w15086
<g/>
.
14	w15088
fl	w15089
<g/>
.
6	w15091
½	w15092
kr	w15093
<g/>
.
<g/>
,
des	w15096
Ferdinand	w15097
Schweighard	w15098
15	w15099
fl	w15100
<g/>
.
14	w15102
kr	w15103
<g/>
.
<g/>
,
des	w15106
Mathias	w15107
Klaringer	w15108
restl	w15109
<g/>
.
12	w15111
fl	w15112
<g/>
.
19	w15114
kr	w15115
<g/>
.
<g/>
,
der	w15118
Eva	w15119
Wallnerin	w15120
3	w15121
<g/>
.
fl	w15123
<g/>
.
54	w15125
kr	w15126
<g/>
.
<g/>
,
und	w15129
des	w15130
Franz	w15131
Xavery	w15132
Rottenkoller	w15133
15	w15134
fl	w15135
<g/>
.
cum	w15137
sua	w15138
causa	w15139
<g/>
,
absonderlich	w15141
aber	w15142
zu	w15143
Ausfindigma=chung	w15144
<g/>
=
des	w15146
etwa	w15147
vorhandenen	w15148
Æris	w15149
alieni	w15150
<g/>
,
und	w15152
dem	w15153
Jntestaterben	w15154
für	w15155
nöthig	w15156
befunden	w15157
worden	w15158
<g/>
,
die	w15160
sämmtliche	w15161
sowohl	w15162
in	w15163
<g/>
=
als	w15165
außer	w15166
Land	w15167
be=findliche	w15168
<g/>
=
Gläubiger	w15170
und	w15171
Jntestaterben	w15172
zur	w15173
An=meld	w15174
<g/>
=
<g/>
=
und	w15177
Liquidirung	w15178
ihrer	w15179
zu	w15180
stellen	w15181
habenden	w15182
Foderungen	w15183
gerichtlich	w15184
vorzuladen	w15185
und	w15186
einzube=rufen	w15187
<g/>
=
<g/>
,
da	w15190
nun	w15191
hiezu	w15192
der	w15193
23	w15194
<g/>
.
Augusti	w15196
d	w15197
<g/>
.
J	w15199
<g/>
.
früh	w15201
um	w15202
9	w15203
Uhr	w15204
zu	w15205
allendlicher	w15206
Frist	w15207
bestimmet	w15208
wor=den	w15209
<g/>
=
ist	w15211
<g/>
.
Solchemnach	w15213
werden	w15214
all	w15215
und	w15216
jede	w15217
<g/>
,
wel=che	w15219
<g/>
=
an	w15221
der	w15222
vorbenannten	w15223
Partheyen	w15224
Verlassen=schaften	w15225
<g/>
=
einige	w15227
Sprüche	w15228
in	w15229
Schuld	w15230
<g/>
=
oder	w15232
Erb=schaftssachen	w15233
<g/>
=
auch	w15235
ex	w15236
quocunque	w15237
titulo	w15238
zu	w15239
stel=len	w15240
<g/>
=
vermeinen	w15242
<g/>
,
an	w15244
obbestimmten	w15245
Tag	w15246
und	w15247
Stund	w15248
in	w15249
der	w15250
Burgerspittalsgrundstuben	w15251
<g/>
,
entweder	w15253
selbst	w15254
</p>
<p id="p284">
persönlich	w15255
<g/>
,
oder	w15257
durch	w15258
genugsam	w15259
bevollmächtig=te	w15260
<g/>
=
Gewaltträger	w15262
alsogewiß	w15263
zu	w15264
erscheinen	w15265
<g/>
,
ihre	w15267
Forderungen	w15268
anzumelden	w15269
<g/>
,
und	w15271
gehörig	w15272
zu	w15273
liqui=diren	w15274
<g/>
=
haben	w15276
<g/>
,
wie	w15278
im	w15279
widrigen	w15280
gemeldte	w15281
Ver=lassenschaftsabhandlungen	w15282
<g/>
=
dennoch	w15284
vorgenom=men	w15285
<g/>
=
<g/>
,
den	w15288
sich	w15289
legitimirenden	w15290
Jntestaterben	w15291
das	w15292
vorhandene	w15293
Vermögen	w15294
<g/>
,
ungehindert	w15296
der	w15297
etwa	w15298
vorhandenen	w15299
Gläubigern	w15300
<g/>
,
so	w15302
sich	w15303
mit	w15304
ihren	w15305
An=foderungen	w15306
<g/>
=
nicht	w15308
gemeldet	w15309
<g/>
,
eingeantwortet	w15311
<g/>
,
den	w15313
Ausbleibenden	w15314
hingegen	w15315
das	w15316
ewige	w15317
Stillichwei=gen	w15318
<g/>
=
auferlegt	w15320
<g/>
,
und	w15322
Niemand	w15323
mehr	w15324
gehöret	w15325
son=dern	w15326
<g/>
=
was	w15328
Rechtens	w15329
ist	w15330
ex	w15331
officio	w15332
vorgekehret	w15333
werden	w15334
soll	w15335
<g/>
.
</p>
<p id="p285">
Von	w15337
des	w15338
kais	w15339
<g/>
.
auch	w15341
k	w15342
<g/>
.
k	w15344
<g/>
.
löbl	w15346
<g/>
.
ersten	w15348
Garni=sonregimentsgericht	w15349
<g/>
=
wegen	w15351
<g/>
,
mit	w15353
gegenwärtigen	w15354
Edikt	w15355
jedermänniglich	w15356
<g/>
,
absonderlich	w15358
aber	w15359
<g/>
,
dem	w15361
daran	w15362
gelegen	w15363
<g/>
,
hiemit	w15365
anzufügen	w15366
<g/>
:
Es	w15368
habe	w15369
sich	w15370
nach	w15371
Absterben	w15372
des	w15373
bey	w15374
diesem	w15375
gedachten	w15376
löbl	w15377
<g/>
.
Regiment	w15379
gestandenen	w15380
Unterlieutenant	w15381
Freund	w15382
<g/>
,
und	w15384
daraufhin	w15385
mittels	w15386
Ediktal	w15387
<g/>
=
Konvokation	w15389
veranlaßt	w15390
<g/>
,
und	w15392
jüngst	w15393
fürgewesten	w15394
Schulden=liquidation	w15395
<g/>
=
annoch	w15397
wider	w15398
Vermuthen	w15399
soviel	w15400
ak=tiv	w15401
<g/>
=
<g/>
=
und	w15404
respektive	w15405
Erbvermögen	w15406
übrig	w15407
gezei=get	w15408
<g/>
=
<g/>
,
daß	w15411
das	w15412
berührt	w15413
<g/>
=
löbl	w15415
<g/>
.
Regiment	w15417
bey	w15418
dem	w15419
Umstand	w15420
<g/>
,
allwo	w15422
sich	w15423
bis	w15424
nunzu	w15425
noch	w15426
kein	w15427
Jn=testaterb	w15428
<g/>
=
um	w15430
obgedachte	w15431
Verlassenschaft	w15432
ange=meldet	w15433
<g/>
=
<g/>
,
noch	w15436
Rechtsbeständig	w15437
legitimiret	w15438
hatte	w15439
<g/>
,
also	w15441
<g/>
,
um	w15443
die	w15444
etwa	w15445
ein	w15446
<g/>
=
oder	w15448
dem	w15449
andern	w15450
dies=falls	w15451
<g/>
=
von	w15453
Rechtswegen	w15454
zustehende	w15455
nähere	w15456
Erb=sprüche	w15457
<g/>
=
in	w15459
Erfahrung	w15460
zu	w15461
bringen	w15462
<g/>
,
sohin	w15464
zur	w15465
völligen	w15466
Abhandlung	w15467
solcher	w15468
Verlassenschaft	w15469
vor=schreiten	w15470
<g/>
=
zu	w15472
können	w15473
<g/>
,
für	w15475
nothwendig	w15476
befunden	w15477
habe	w15478
<g/>
,
alle	w15480
hieran	w15481
Theilnehmende	w15482
durch	w15483
dieses	w15484
gegenwärtige	w15485
Edikt	w15486
zur	w15487
Erbserklär	w15488
<g/>
=
und	w15490
Legi=timirung	w15491
<g/>
=
gerichtlich	w15493
vorzuladen	w15494
und	w15495
einzuberu=fen	w15496
<g/>
=
<g/>
.
Wann	w15499
nun	w15500
zu	w15501
dem	w15502
Ende	w15503
denselben	w15504
1	w15505
Jahr	w15506
6	w15507
Wochen	w15508
und	w15509
3	w15510
Täg	w15511
<g/>
,
das	w15513
ist	w15514
<g/>
,
den	w15516
30	w15517
<g/>
.
Juni	w15519
künftigen	w15520
1776	w15521
<g/>
.
Jahrs	w15523
in	w15524
des	w15525
Herrn	w15526
Kommen=danten	w15527
<g/>
=
Quartier	w15529
zu	w15530
erscheinen	w15531
<g/>
,
zur	w15533
allendlichen	w15534
Frist	w15535
anberaumet	w15536
worden	w15537
<g/>
.
Als	w15539
werden	w15540
all	w15541
und	w15542
jede	w15543
<g/>
,
welche	w15545
bey	w15546
gedachter	w15547
Verlassenschaft	w15548
eini=ge	w15549
<g/>
=
Erbsprüche	w15551
zu	w15552
haben	w15553
vermeinen	w15554
<g/>
,
an	w15556
obbe=stimmter	w15557
<g/>
=
Zeit	w15559
beym	w15560
löbl	w15561
<g/>
.
Regiment	w15563
entweder	w15564
selbst	w15565
persönlich	w15566
<g/>
,
oder	w15568
durch	w15569
hiezu	w15570
genugsam	w15571
be=vollmächtigte	w15572
<g/>
=
Gewaltträger	w15574
alsogewiß	w15575
zu	w15576
erschei=nen	w15577
<g/>
=
<g/>
,
und	w15580
ihre	w15581
Erbfolge	w15582
mit	w15583
gerichtlich	w15584
bekräf=tigten	w15585
<g/>
=
Urkunden	w15587
<g/>
,
Geburtsbriefen	w15589
<g/>
,
oder	w15591
sonstig	w15592
authentischen	w15593
Beweismitteln	w15594
Rechtserfoderlich	w15595
zu	w15596
liquidiren	w15597
haben	w15598
<g/>
,
als	w15600
in	w15601
widrigen	w15602
nach	w15603
Ver=streichung	w15604
<g/>
=
der	w15606
obbestimmten	w15607
Zeit	w15608
die	w15609
Abhand=lung	w15610
<g/>
=
jegleichwohlen	w15612
vorgenommen	w15613
<g/>
,
sofort	w15615
ohn=gehindert	w15616
<g/>
=
der	w15618
Ausbleibenden	w15619
solche	w15620
Jntestaterb=schaft	w15621
<g/>
=
dem	w15623
k	w15624
<g/>
.
k	w15626
<g/>
.
Militarinvalideninstituto	w15628
als	w15629
erb=los	w15630
<g/>
=
eingeantwortet	w15632
<g/>
,
auch	w15634
sonsten	w15635
ex	w15636
officio	w15637
<g/>
,
was	w15639
<g/>
=
Rechtens	w15641
ist	w15642
<g/>
,
fürgekehret	w15644
werden	w15645
soll	w15646
<g/>
.
Staabs=qartier	w15648
<g/>
=
Temesvar	w15650
den	w15651
12	w15652
<g/>
.
May	w15654
1775	w15655
<g/>
.
</p>
<p id="p286">
Nachricht	w15657
<g/>
.
</p>
<p id="p287">
Es	w15659
wird	w15660
hiemit	w15661
kund	w15662
gemacht	w15663
<g/>
,
daß	w15665
beym	w15666
Anfang	w15667
des	w15668
Margarethenmarkts	w15669
<g/>
,
nämlich	w15671
den	w15672
13	w15673
<g/>
.
des	w15675
ge=enwärtigen	w15676
<g/>
=
Monats	w15678
Juli	w15679
neue	w15680
leinene	w15681
Waaren	w15682
<g/>
,
als	w15684
tischzeuge	w15685
<g/>
,
damastene	w15687
und	w15688
ordinari	w15689
<g/>
;
Schnittgingans	w15691
<g/>
,
Kammertücher	w15693
<g/>
,
theils	w15695
gestreifte	w15696
<g/>
,
feine	w15698
<g/>
,
und	w15700
ordinari	w15701
<g/>
,
theils	w15703
glatte	w15704
<g/>
,
feine	w15706
<g/>
,
und	w15708
ordinari	w15709
<g/>
;
Battiste	w15711
feine	w15712
<g/>
,
und	w15714
ordinari	w15715
<g/>
;
damastene	w15717
Frauenkleider	w15718
<g/>
,
und	w15720
Bett=decken	w15721
<g/>
=
<g/>
,
nebst	w15724
ordinari	w15725
Tücheln	w15726
in	w15727
der	w15728
Stadt	w15729
in	w15730
dem	w15731
Selmischen	w15732
<g/>
,
oder	w15734
sogenannten	w15735
Baron	w15736
Boulischen	w15737
Haus	w15738
Nro	w15739
<g/>
.
1162	w15741
zu	w15742
ebener	w15743
Erde	w15744
fruh	w15745
von	w15746
9	w15747
bis	w15748
12	w15749
<g/>
,
und	w15751
Nachmittag	w15752
von	w15753
3	w15754
bis	w15755
6	w15756
Uhr	w15757
licitando	w15758
den	w15759
Meistbie=tenden	w15760
<g/>
=
verkauft	w15762
<g/>
,
und	w15764
damit	w15765
im	w15766
erfoderlichen	w15767
Fall	w15768
die	w15769
folgende	w15770
Täge	w15771
kontinuiret	w15772
werden	w15773
<g/>
.
Wien	w15775
den	w15776
3ten	w15777
Juli	w15778
1775	w15779
<g/>
.
</p>
<head id="hl36">
Nachricht	w15781
<g/>
.
</head>
<p id="p288">
Es	w15783
hat	w15784
eine	w15785
vornehme	w15786
Dame	w15787
den	w15788
30	w15789
<g/>
.
Juni	w15791
eine	w15792
Brillantrosen	w15793
auf	w15794
grosser	w15795
Spennadel	w15796
mit	w15797
Drat	w15798
gebunden	w15799
<g/>
,
verlohren	w15801
<g/>
,
ungefehr	w15803
von	w15804
Hernals	w15805
durch	w15806
die	w15807
Alstergasse	w15808
<g/>
,
vom	w15810
Schottenthor	w15811
durch	w15812
die	w15813
Herrengassen	w15814
<g/>
,
die	w15816
Augustiner	w15817
vorbey	w15818
<g/>
,
über	w15820
den	w15821
neuen	w15822
Markt	w15823
