<doc id="wr_1760-08-06" attrs="word" year="1760" month="08" day="06" corpus="2">
<head id="h2_d473e3491">
Toulon	w1_d473e3495
garde	w27_d473e30404
hat	w29_d473e30407
zeliret,	w1_d473e30412
und	w3_d473e30415
verschiedene	w5_d473e30418
Preußische	w7_d473e30421
Gefangene	w9_d473e30424
eingebracht	w11_d473e30427
worden.	w13_d473e30431
Es	w15_d473e30434
ist	w17_d473e30437
der	w19_d473e30440
Feind	w21_d473e30443
aber	w23_d473e30446
nicht	w1_d473e30451
weiler,	w3_d473e30454
als	w5_d473e30457
bis	w7_d473e30460
Kesselsdorf	w9_d473e30463
marschiret,	w11_d473e30466
und	w13_d473e30470
hat	w15_d473e30473
sich	w17_d473e30476
hieselbsten	w19_d473e30479
solcher=gestalten	w21_d473e30482
gesetzet,	w23_d473e30485
daß	w1_d473e30490
sein	w3_d473e30493
Lager	w5_d473e30496
mit	w7_d473e30499
dem	w9_d473e30502
rechten	w11_d473e30505
Flügel	w13_d473e30509
an	w15_d473e30512
erst=benanntes	w17_d473e30515
Ort,	w19_d473e30518
mit	w21_d473e30521
dem	w23_d473e30524
linken	w25_d473e30528
aber	w27_d473e30531
an	w29_d473e30534
Weiß	w31_d473e30537
trup	w1_d473e30543
in	w3_d473e30546
2.	w5_d473e30549
Treffen	w7_d473e30552
zu	w9_d473e30555
stehen	w11_d473e30558
kame,	w13_d473e30562
wobey	w15_d473e30565
Benerich	w17_d473e30568
von	w19_d473e30571
dessen	w21_d473e30574
Arriere=garde	w23_d473e30577
besetzet,	w25_d473e30581
auch	w27_d473e30584
seine	w29_d473e30587
übrige	w1_d473e30592
Vor=posten	w3_d473e30595
bey	w5_d473e30598
Wurgewitz,	w7_d473e30601
Ockerwitz,	w9_d473e30604
Mohschatz,	w11_d473e30607
und	w13_d473e30611
der	w15_d473e30614
Orten	w17_d473e30617
herum	w19_d473e30620
ausgestelltet	w21_d473e30623
verblieben,	w1_d473e30628
die	w3_d473e30631
diesseitige	w5_d473e30634
hingegen	w7_d473e30637
auf	w9_d473e30640
einen	w11_d473e30643
Flinten=schuß	w13_d473e30647
davon	w15_d473e30650
sich	w17_d473e30653
entfernet	w19_d473e30656
hielten.	w21_d473e30659
Nach	w23_d473e30662
deme	w1_d473e30667
nun	w3_d473e30670
hievon	w5_d473e30673
der	w7_d473e30676
commandirende	w9_d473e30679
F.	w11_d473e30682
M.	w13_d473e30686
Graf	w15_d473e30689
v.	w17_d473e30692
Daun	w19_d473e30695
den	w21_d473e30698
vollkommenen	w23_d473e30701
Bericht	w25_d473e30705
über	w27_d473e30708
kommen,	w1_d473e30714
nahme	w3_d473e30717
er	w5_d473e30720
sogleich	w7_d473e30723
den	w9_d473e30726
Bedacht	w11_d473e30729
dahin,	w13_d473e30733
womit	w15_d473e30736
man	w17_d473e30739
dem	w19_d473e30742
König,	w21_d473e30745
falls	w23_d473e30748
selber	w25_d473e30752
nunmeh	w27_d473e30755
ro,	w1_d473e30760
wie	w3_d473e30763
allerdings	w5_d473e30766
wol	w7_d473e30769
zu	w9_d473e30772
vermuten,	w11_d473e30775
nacher	w13_d473e30779
Schlesien	w15_d473e30782
abzugehen	w17_d473e30785
des	w19_d473e30788
Willens	w21_d473e30791
worden	w23_d473e30794
seyn	w25_d473e30798
därfte,	w1_d473e30803
den	w3_d473e30806
Vorsprung	w5_d473e30809
sicher	w7_d473e30812
abgewinnen	w9_d473e30815
möchte,	w11_d473e30818
und	w13_d473e30822
zumalen	w15_d473e30825
nicht	w17_d473e30828
zu	w19_d473e30831
zweiffeln	w21_d473e30834
ware,	w23_d473e30837
daß	w25_d473e30841
man	w1_d473e30846
gegentheiliger	w3_d473e30849
Seits	w5_d473e30852
den	w7_d473e30855
angefangenen	w9_d473e30858
Marsch	w11_d473e30861
fortsetzen	w13_d473e30865
werde,	w15_d473e30868
hat	w17_d473e30871
er	w19_d473e30874
zum	w21_d473e30877
Aufbruck	w23_d473e30880
der	w1_d473e30886
K.	w3_d473e30889
K.	w5_d473e30892
Armee	w7_d473e30895
die	w9_d473e30898
gehörige	w11_d473e30901
Befehl	w13_d473e30905
dergestalt	w15_d473e30908
ertheilet,	w17_d473e30911
daß	w19_d473e30914
solcher	w21_d473e30917
auch	w23_d473e30920
von	w25_d473e30924
ersagter	w27_d473e30927
Armee	w29_d473e30930
</p>
<p id="p16_d473e30933">
Den	w1_d473e30937
31.	w3_d473e30940
nicht	w5_d473e30943
nur	w7_d473e30946
aus	w9_d473e30949
dem	w11_d473e30952
Lager	w13_d473e30956
bey	w15_d473e30959
Weißig,	w17_d473e30962
sondern	w19_d473e30965
ebenfalls	w21_d473e30968
von	w23_d473e30971
dem	w25_d473e30975
unter	w27_d473e30978
dem	w29_d473e30981
Generalen	w1_d473e30986
der	w3_d473e30989
Cavallerie	w5_d473e30992
Fürsten	w7_d473e30995
v.	w9_d473e30998
Löwenstein	w11_d473e31001
schon	w13_d473e31005
einige	w15_d473e31008
Zeit	w17_d473e31011
her	w19_d473e31014
zum	w21_d473e31017
Soutienne	w23_d473e31020
des	w25_d473e31024
bes	w27_d473e31027
ser	w1_d473e31032
abwärts	w3_d473e31035
der	w5_d473e31038
Elbe	w7_d473e31041
gegen	w9_d473e31044
Meissen	w11_d473e31047
postirten	w13_d473e31051
Generalen	w15_d473e31054
Ried	w17_d473e31057
in	w19_d473e31060
dem	w21_d473e31063
Lager	w23_d473e31066
bey	w25_d473e31070
Pordorf	w27_d473e31073
ge	w29_d473e31076
standenen	w1_d473e31082
Corps	w3_d473e31085
de	w5_d473e31088
Reserve	w7_d473e31091
vollzogen,	w9_d473e31094
und	w11_d473e31097
der	w13_d473e31101
Marsch	w15_d473e31104
über	w17_d473e31107
Harta	w19_d473e31110
auf	w21_d473e31113
Bischofswerda	w23_d473e31116
auhe	w25_d473e31120
ro	w1_d473e31125
genommen	w3_d473e31128
wurde,	w5_d473e31131
Die	w7_d473e31134
eingeloffene	w9_d473e31137
Nachrichten	w11_d473e31140
bestättigten	w13_d473e31144
sohin	w15_d473e31147
die	w17_d473e31150
weitere	w19_d473e31153
Förtfe	w21_d473e31156
tzung	w1_d473e31161
des	w3_d473e31164
erinnerter=massen	w5_d473e31167
vorgesehenen	w7_d473e31170
feindlichen	w9_d473e31173
Marsches,	w11_d473e31176
deren	w13_d473e31180
zu	w15_d473e31183
Folge	w17_d473e31186
der	w19_d473e31189
König	w21_d473e31192
noch	w23_d473e31195
vor	w1_d473e31200
Mitter=nacht	w3_d473e31203
mit	w5_d473e31206
seiner	w7_d473e31209
Armee	w9_d473e31212
aus	w11_d473e31215
dem	w13_d473e31219
Lager	w15_d473e31222
bey	w17_d473e31225
Kesselsdorf	w19_d473e31228
aufgebrochen,	w21_d473e31231
einen	w23_d473e31234
sehr	w25_d473e31238
starken	w1_d473e31244
Marsche	w3_d473e31247
über	w5_d473e31250
Wilsdruf	w7_d473e31253
bis	w9_d473e31256
unter	w11_d473e31259
Meissen	w13_d473e31263
gemachet,	w15_d473e31266
und	w17_d473e31269
sich	w19_d473e31272
unter	w21_d473e31275
dem	w23_d473e31278
Ketzerbach	w25_d473e31282
gesetzet,	w1_d473e31287
seinen	w3_d473e31290
rechten	w5_d473e31293
Flügel	w7_d473e31296
bey	w9_d473e31299
Schiritz,	w11_d473e31302
den	w13_d473e31306
linden	w15_d473e31309
aber	w17_d473e31312
auf	w19_d473e31315
dem	w21_d473e31318
Eckersberg	w23_d473e31321
appusirer,	w25_d473e31325
auch	w1_d473e31330
ein	w3_d473e31333
Corps	w5_d473e31336
noch	w7_d473e31339
weiters	w9_d473e31342
bis	w11_d473e31345
gegen	w13_d473e31349
Alt=hirstein	w15_d473e31352
poußiret,	w17_d473e31355
ansonsten	w19_d473e31358
aber	w21_d473e31361
ein	w23_d473e31364
anderte	w25_d473e31368
kleines	w1_d473e31373
Corps	w3_d473e31376
bey	w5_d473e31379
denen	w7_d473e31382
Katzen=häusern	w9_d473e31385
zuruck	w11_d473e31388
gelassen	w13_d473e31392
hätte.	w15_d473e31395
Gleichwie	w17_d473e31398
nun	w19_d473e31401
der	w21_d473e31404
Geur	w23_d473e31407
ral	w1_d473e31413
Lascy	w3_d473e31416
mit	w5_d473e31419
dem	w7_d473e31422
Befehl	w9_d473e31425
bereits	w11_d473e31428
versehen	w13_d473e31432
ware,	w15_d473e31435
daß	w17_d473e31438
bey	w19_d473e31441
des	w21_d473e31444
Feindes	w23_d473e31447
fernerer	w25_d473e31451
Abruckunz	w27_d473e31454
er	w1_d473e31459
ohne	w3_d473e31462
weiters	w5_d473e31465
über	w7_d473e31468
die	w9_d473e31471
Elbe	w11_d473e31474
mit	w13_d473e31478
seinem	w15_d473e31481
Corps	w17_d473e31484
sich	w19_d473e31487
ziehen,	w21_d473e31490
und	w23_d473e31493
die	w25_d473e31497
von	w27_d473e31500
dem	w29_d473e31503
Generalen	w31_d473e31506
Neier	w33_d473e31509
diesseits	w1_d473e31514
gehaltene	w3_d473e31517
Position	w5_d473e31520
occupiren	w7_d473e31523
sollte,	w9_d473e31526
also	w11_d473e31529
ist	w13_d473e31533
hierauf	w15_d473e31536
ein	w17_d473e31539
solches	w19_d473e31542
auch	w21_d473e31545
von	w23_d473e31548
ihme	w25_d473e31552
so	w27_d473e31555
gleich	w1_d473e31560
in	w3_d473e31563
Erfüllung	w5_d473e31566
gebracht,	w7_d473e31569
und	w9_d473e31572
von	w11_d473e31575
Trachau	w13_d473e31579
am	w15_d473e31582
Fuß	w17_d473e31585
des	w19_d473e31588
Bergs	w21_d473e31591
bis	w23_d473e31594
gegen	w25_d473e31598
der	w27_d473e31601
Elbe	w29_d473e31604
unwei	w31_d473e31607
Ubigau	w1_d473e31613
das	w3_d473e31616
Lager	w5_d473e31619
genommen,	w7_d473e31622
die	w9_d473e31625
leichte	w11_d473e31628
Cavallerie	w13_d473e31632
auf	w15_d473e31635
Retzenbroda	w17_d473e31638
gesetzet,	w19_d473e31641
der	w21_d473e31644
Genermn	w23_d473e31647
Brentano	w1_d473e31652
aber	w3_d473e31655
mit	w5_d473e31658
denen	w7_d473e31661
Vor=trupen	w9_d473e31664
über	w11_d473e31667
Weinböhla	w13_d473e31671
hinausgestellet	w15_d473e31674
worden,	w17_d473e31677
worauf	w19_d473e31680
der	w21_d473e31683
General	w1_d473e31688
Ried	w3_d473e31691
sich	w5_d473e31694
nacher	w7_d473e31697
Pülßnitz	w9_d473e31700
gezogen,	w11_d473e31703
auch	w13_d473e31707
seine	w15_d473e31710
Vor=posten	w17_d473e31713
nacher	w19_d473e31716
Königsbruch	w21_d473e31719
und	w1_d473e31724
Camenz	w3_d473e31727
ausgebreitet,	w5_d473e31730
um	w7_d473e31733
den	w9_d473e31736
ferneren	w11_d473e31739
Marsche	w13_d473e31743
der	w15_d473e31746
Kaiserl.	w17_d473e31749
Kön	w19_d473e31752
Armee	w1_d473e31758
zu	w3_d473e31761
decken	w5_d473e31764
</p>
<head id="h2_d473e31802">
OURNAL	w1_d473e31806
Der	w1_d473e31811
combinirt=Kaiserl.	w3_d473e31814
Königl.	w5_d473e31817
und	w7_d473e31820
des	w9_d473e31823
Reichsexecu	w11_d473e31826
tions=armee	w1_d473e31831
aus	w3_d473e31834
dem	w5_d473e31837
Haupt=quartier	w7_d473e31840
Friedrichstadt	w9_d473e31843
vom	w1_d473e31849
24.	w3_d473e31852
bis	w5_d473e31855
letzten	w7_d473e31858
Julii	w9_d473e31861
1760.	w11_d473e31864
</head>
<p id="p4_d473e31867">
Den	w1_d473e31871
24.	w3_d473e31874
und	w5_d473e31877
25sten	w7_d473e31880
äusserete	w9_d473e31883
sich	w11_d473e31886
nichts	w13_d473e31890
Veränderliches,	w15_d473e31893
und	w17_d473e31896
wurde	w19_d473e31899
nur	w21_d473e31902
beo	w23_d473e31905
&	w1_d473e31910
bachtet,	w3_d473e31913
daß	w5_d473e31916
der	w7_d473e31919
Feind	w9_d473e31922
um	w11_d473e31925
sich	w13_d473e31929
deren	w15_d473e31932
von	w17_d473e31935
Dresden	w19_d473e31938
zu	w21_d473e31941
wiederholten	w23_d473e31944
malen	w1_d473e31949
zu	w3_d473e31952
des	w5_d473e31955
Gegentheils	w7_d473e31958
merklichen	w9_d473e31961
Schaden	w11_d473e31964
erfolgten	w13_d473e31968
Ausfällen	w15_d473e31971
zu	w17_d473e31974
versi	w19_d473e31977
chiren,	w1_d473e31983
mehrere	w3_d473e31986
Cavallerie	w5_d473e31989
gegen	w7_d473e31992
diese	w9_d473e31995
Residenz=stadt	w11_d473e31998
postirte,	w13_d473e32002
und	w15_d473e32005
einen	w17_d473e32008
Theil	w1_d473e32013
derselben	w3_d473e32016
jedesmalen	w5_d473e32019
um	w7_d473e32022
Mitternacht	w9_d473e32025
ausrucken	w11_d473e32028
liesse;	w13_d473e32032
da	w15_d473e32035
nun	w17_d473e32038
diese	w19_d473e32041
Zeit	w1_d473e32046
hindurch	w3_d473e32049
das	w5_d473e32052
feindliche	w7_d473e32055
Feuer	w9_d473e32058
gänzlich	w11_d473e32061
aufgehöret	w13_d473e32065
hatte,	w15_d473e32068
wendete	w17_d473e32071
der	w19_d473e32074
dasige	w1_d473e32079
Commendant	w3_d473e32082
das	w5_d473e32085
besondere	w7_d473e32088
Augenmerk	w9_d473e32091
auch	w11_d473e32094
dahin,	w13_d473e32098
womit	w15_d473e32101
die	w17_d473e32104
ein	w19_d473e32107
gegangenen	w1_d473e32113
Werker	w3_d473e32116
anwieder	w5_d473e32119
in	w7_d473e32122
vollkommenen	w9_d473e32125
Vertheidigungs=stand	w11_d473e32128
her	w13_d473e32132
gestellet,	w1_d473e32137
und	w3_d473e32140
über	w5_d473e32143
dieses	w7_d473e32146
die	w9_d473e32149
Defension	w11_d473e32152
verbesseret	w13_d473e32156
werden	w15_d473e32159
möge;	w17_d473e32162
in	w19_d473e32165
dieser	w21_d473e32168
Aß.	w1_d473e32173
gesicht	w1_d473e32178
wurde	w3_d473e32181
Tag	w5_d473e32184
und	w7_d473e32187
Nacht	w9_d473e32190
mit	w11_d473e32193
einem	w13_d473e32197
unermiedeten	w15_d473e32200
Eifer	w17_d473e32203
wie	w19_d473e32206
auch	w21_d473e32209
</p>
<p id="p6_d473e32212">
Den	w1_d473e32216
26.	w3_d473e32219
und	w5_d473e32222
27sten	w7_d473e32225
die	w9_d473e32228
Arbeit	w11_d473e32231
ununterbrochen	w13_d473e32235
fortgesetzet.	w15_d473e32238
Ansonsten	w17_d473e32241
erhielten	w1_d473e32246
nämlichen	w3_d473e32249
Tags	w5_d473e32252
Abends	w7_d473e32255
Se.	w9_d473e32258
Durchl.	w11_d473e32261
der	w13_d473e32265
commandirende	w15_d473e32268
Herr	w17_d473e32271
Ge	w19_d473e32274
neral=feld=marschall	w1_d473e32279
die	w3_d473e32282
Nachricht,	w5_d473e32285
daß	w7_d473e32288
von	w9_d473e32291
der	w11_d473e32294
gegentheiligen	w13_d473e32298
Armee	w15_d473e32301
der	w17_d473e32304
Obrist	w1_d473e32310
Kleist	w3_d473e32313
mit	w5_d473e32316
einem	w7_d473e32319
Corps	w9_d473e32322
detaschiret	w11_d473e32325
worden	w13_d473e32329
wäre,	w15_d473e32332
und	w17_d473e32335
wie	w19_d473e32338
alle	w21_d473e32341
Ver	w23_d473e32344
mutung	w1_d473e32349
dahin	w3_d473e32352
gienge,	w5_d473e32355
daß	w7_d473e32358
solches	w9_d473e32361
sich	w11_d473e32364
in	w13_d473e32368
Böheim	w15_d473e32371
einzuschleichen	w17_d473e32374
trachten	w19_d473e32377
durfte,	w1_d473e32382
unter	w3_d473e32385
andern	w5_d473e32388
wichtigen	w7_d473e32391
Gegenständen	w9_d473e32394
aber	w11_d473e32397
auch	w13_d473e32401
zu	w15_d473e32404
Deckung	w17_d473e32407
dieses	w19_d473e32410
Königreichs	w1_d473e32415
die	w3_d473e32418
ganze	w5_d473e32421
Aufmerksamkeit	w7_d473e32424
Sr.	w9_d473e32427
Durchl.	w11_d473e32430
ununterbrochen	w13_d473e32434
gerich	w15_d473e32437
tet	w1_d473e32443
ware,	w3_d473e32446
ertheilten	w5_d473e32449
selbe	w7_d473e32452
die	w9_d473e32455
so	w11_d473e32458
gleiche	w13_d473e32462
Befehl	w15_d473e32465
an	w17_d473e32468
die	w19_d473e32471
Herren	w21_d473e32474
Generals	w23_d473e32477
Klee	w25_d473e32481
feld,	w1_d473e32486
und	w3_d473e32489
Weczey	w5_d473e32492
dann	w7_d473e32495
den	w9_d473e32498
Baraniaischen	w11_d473e32501
Obristen	w13_d473e32505
Gräven,	w15_d473e32508
daß	w17_d473e32511
sie	w19_d473e32514
mit	w21_d473e32517
ihrem	w1_d473e32522
unterhabenden	w3_d473e32525
Corps	w5_d473e32528
die	w7_d473e32531
vorgeschriebene	w9_d473e32534
Stellung	w11_d473e32537
nehmen	w13_d473e32541
solten,	w15_d473e32544
welches	w1_d473e32549
auch	w3_d473e32552
sofört	w5_d473e32555
</p>
<p id="p8_d473e32558">
Den	w1_d473e32562
28.	w3_d473e32565
fruh	w5_d473e32568
von	w7_d473e32571
beeden	w9_d473e32574
Ersteren	w11_d473e32577
befolget	w13_d473e32581
wurde,	w15_d473e32584
andurch	w17_d473e32587
aber	w19_d473e32590
jenem	w21_d473e32593
verderblichen	w1_d473e32598
Absehen,	w3_d473e32601
so	w5_d473e32604
von	w7_d473e32607
dem	w9_d473e32610
Feind	w11_d473e32613
in	w13_d473e32617
Böheim	w15_d473e32620
hineinzustreiffen	w17_d473e32623
und	w19_d473e32626
disseitiger	w1_d473e32631
Armee	w3_d473e32634
eine	w5_d473e32637
Diversion	w7_d473e32640
zu	w9_d473e32643
machen	w11_d473e32646
geführet	w13_d473e32650
worden	w15_d473e32653
seyn	w17_d473e32656
dörfte,	w19_d473e32659
mndalichst	w1_d473e32665
vorgebogen,	w3_d473e32668
statt	w5_d473e32671
des	w7_d473e32674
von	w9_d473e32677
Maxen	w11_d473e32680
abgeruckten	w13_d473e32684
Herrn	w15_d473e32687
Generals	w17_d473e32690
Werzey	w1_d473e32695
hingegen,	w3_d473e32698
der	w5_d473e32701
Herr	w7_d473e32704
General	w9_d473e32707
Graf	w11_d473e32710
Emerich	w13_d473e32714
von	w15_d473e32717
Esterhazy	w17_d473e32720
mit	w19_d473e32723
dem	w21_d473e32726
Hussaren=regiment	w1_d473e32731
Sr.	w3_d473e32734
Majest.	w5_d473e32737
des	w7_d473e32740
Kaisers	w9_d473e32743
dasige	w11_d473e32746
Position	w13_d473e32750
einzunehmen	w15_d473e32753
beorderet,	w1_d473e32758
auch	w3_d473e32761
selbigen	w5_d473e32764
einige	w7_d473e32767
Jnfanterie	w9_d473e32770
beygegeben	w11_d473e32773
wurde.	w13_d473e32777
</p>
<p id="p10_d473e32780">
Ausser	w1_d473e32784
deme	w3_d473e32787
ware	w5_d473e32790
diesen	w7_d473e32793
Tag	w9_d473e32796
hindurch	w11_d473e32799
sowol	w13_d473e32803
bey	w15_d473e32806
disseitig	w17_d473e32809
Combinirten	w19_d473e32812
ans	w1_d473e32817
der	w3_d473e32820
gegentheiligen	w5_d473e32823
Armee	w7_d473e32826
alles	w9_d473e32829
ruhig,	w11_d473e32832
nur	w13_d473e32836
erhielte	w15_d473e32839
man	w17_d473e32842
von	w19_d473e32845
des	w21_d473e32848
Herrn	w23_d473e32851
</p>
<p id="p16_d473e32865">
Fezd=marschalls	w1_d473e32869
Grafens	w3_d473e32872
von	w5_d473e32875
Daun	w7_d473e32878
Excell.	w9_d473e32881
durch	w11_d473e32884
den	w13_d473e32888
eigends	w15_d473e32891
an	w17_d473e32894
Se.	w19_d473e32897
Durch	w21_d473e32900
abgeschickten	w1_d473e32905
Herrn	w3_d473e32908
Obristen,	w5_d473e32911
und	w7_d473e32914
General=adjutanten	w9_d473e32917
Grafen	w11_d473e32920
von	w13_d473e32924
Nostit	w15_d473e32927
um	w1_d473e32932
Mittags	w3_d473e32935
zeit	w5_d473e32938
die	w7_d473e32941
so	w9_d473e32944
wichtig	w11_d473e32947
als	w13_d473e32951
erfteuliche	w15_d473e32954
Nachricht,	w17_d473e32957
daß	w19_d473e32960
den	w21_d473e32963
26.	w23_d473e32966
Dieses	w25_d473e32970
die	w1_d473e32976
Festung	w3_d473e32979
Glatz	w5_d473e32982
mit	w7_d473e32985
Sturm	w9_d473e32988
erobert	w11_d473e32991
worden	w13_d473e32995
setze,	w15_d473e32998
weswegen	w17_d473e33001
dann	w19_d473e33004
</p>
<p id="p18_d473e33007">
Den	w1_d473e33011
29.	w3_d473e33014
Vormittags	w5_d473e33017
in	w7_d473e33020
den	w9_d473e33023
Lager	w11_d473e33026
dem	w13_d473e33030
Allmächtigen	w15_d473e33033
das	w17_d473e33036
schuldigste	w19_d473e33039
Dank=opfer	w1_d473e33044
mittelst	w3_d473e33047
Absingung	w5_d473e33050
des	w7_d473e33053
Ambeostanischen	w9_d473e33056
Lob=gesangs,	w11_d473e33059
welches	w13_d473e33063
Se.	w1_d473e33068
Durchl.	w3_d473e33071
des	w5_d473e33074
commandirenden	w7_d473e33077
Herrn	w9_d473e33080
General=feld=marschalls	w11_d473e33083
in	w13_d473e33087
Beglei	w15_d473e33090
tung	w1_d473e33096
der	w3_d473e33099
Generalität	w5_d473e33102
beywohneten,	w7_d473e33105
abgestattet.	w9_d473e33108
Des	w11_d473e33111
Abends	w13_d473e33115
aber	w15_d473e33118
bey	w17_d473e33121
der	w19_d473e33124
en	w1_d473e33129
Ordre	w3_d473e33132
de	w5_d473e33135
Bataille	w7_d473e33138
ausgeruckten	w9_d473e33141
Armee	w11_d473e33144
das	w13_d473e33148
grob	w15_d473e33151
und	w17_d473e33154
kleine	w19_d473e33157
Geschütz	w21_d473e33160
zu	w23_d473e33163
drey	w1_d473e33168
wiederholten	w3_d473e33171
malen	w5_d473e33174
abgefeueret,	w7_d473e33177
und	w9_d473e33180
ein	w11_d473e33183
gleiches	w13_d473e33187
von	w15_d473e33190
der	w17_d473e33193
Dresdner	w19_d473e33196
garnison,	w1_d473e33201
jedoch	w3_d473e33204
mit	w5_d473e33207
dem	w7_d473e33210
Unterschied	w9_d473e33213
befolget	w11_d473e33216
wurde,	w13_d473e33220
daß	w15_d473e33223
man	w17_d473e33226
an	w19_d473e33229
jenen	w21_d473e33232
Or	w23_d473e33235
ten,	w1_d473e33241
wo	w3_d473e33244
man	w5_d473e33247
den	w7_d473e33250
Feind	w9_d473e33253
auch	w11_d473e33256
mit	w13_d473e33260
Bogen=schüssen	w15_d473e33263
zu	w17_d473e33266
erreichen	w19_d473e33269
glaubte,	w21_d473e33272
scharf	w23_d473e33275
geschossen	w1_d473e33280
hatte,	w3_d473e33283
man	w5_d473e33286
beobachtete	w7_d473e33289
sofort	w9_d473e33292
verschiedene	w11_d473e33295
Bewegungen,	w13_d473e33299
wovon	w15_d473e33302
der	w1_d473e33307
nachfolgende	w3_d473e33310
Tag,	w5_d473e33313
nämlich	w7_d473e33316
</p>
<p id="p20_d473e33319">
Der	w1_d473e33323
30.	w3_d473e33326
das	w5_d473e33329
Eigentliche	w7_d473e33332
entdeckte,	w9_d473e33335
massen	w11_d473e33338
der	w13_d473e33342
König	w15_d473e33345
nach	w17_d473e33348
einer	w19_d473e33351
frucht	w21_d473e33354
los	w1_d473e33359
unternommenen	w3_d473e33362
Belagerung	w5_d473e33365
sich	w7_d473e33368
in	w9_d473e33371
abgeflossener	w11_d473e33374
Nacht	w13_d473e33378
in	w15_d473e33381
die	w17_d473e33384
Gegend	w19_d473e33387
von	w1_d473e33392
Meissen	w3_d473e33395
zoge;	w5_d473e33398
bey	w7_d473e33401
diesem	w9_d473e33404
des	w11_d473e33407
Königs	w13_d473e33411
Abzug	w15_d473e33414
folgte	w17_d473e33417
alsogleich	w19_d473e33420
General	w21_d473e33423
Brentano	w1_d473e33429
mit	w3_d473e33432
seinen	w5_d473e33435
unterhabenden	w7_d473e33438
Trupen	w9_d473e33441
sowol	w11_d473e33444
zu	w13_d473e33448
Beobachtung	w15_d473e33451
dessen	w17_d473e33454
Marsche,	w1_d473e33459
als	w3_d473e33462
nach	w5_d473e33465
Thunlichkeit	w7_d473e33468
der	w9_d473e33471
Arrier=garde	w11_d473e33474
allen	w13_d473e33478
Schaden	w15_d473e33481
zuzufügen,	w17_d473e33484
nach	w1_d473e33489
welchen	w3_d473e33492
sofort	w5_d473e33495
der	w7_d473e33498
General=feld=zeug=meister	w9_d473e33501
Graf	w11_d473e33504
von	w13_d473e33508
Lasey	w15_d473e33511
mit	w17_d473e33514
seinem	w19_d473e33517
Corps	w1_d473e33522
sogleich	w3_d473e33525
nachzoge,	w5_d473e33528
hiernächst	w7_d473e33531
aber	w9_d473e33534
denen	w11_d473e33537
General=majors	w13_d473e33541
von	w15_d473e33544
Kie	w17_d473e33547
feld	w1_d473e33553
und	w3_d473e33556
Weczey	w5_d473e33559
bey	w7_d473e33562
diesem	w9_d473e33565
des	w11_d473e33568
Königs	w13_d473e33572
Abmarsche,	w15_d473e33575
da	w17_d473e33578
aus	w19_d473e33581
solchem	w21_d473e33584
das	w23_d473e33587
allenfalls	w1_d473e33592
mit	w3_d473e33595
einer	w5_d473e33598
starken	w7_d473e33601
Parthey	w9_d473e33604
auf	w11_d473e33607
einen	w13_d473e33611
Einfall	w15_d473e33614
in	w17_d473e33617
Böheim	w19_d473e33620
geführte	w21_d473e33623
Absehen	w1_d473e33628
von	w3_d473e33631
selbsten	w5_d473e33634
zerfallete,	w7_d473e33637
und	w9_d473e33640
zwar	w11_d473e33643
ersteren	w13_d473e33647
nach	w15_d473e33650
Freyberg,	w17_d473e33653
letzteren	w19_d473e33656
aber	w1_d473e33661
über	w3_d473e33664
Rabenau	w5_d473e33667
zu	w7_d473e33670
marschiren	w9_d473e33673
die	w11_d473e33676
Ordre	w13_d473e33680
ertheilet,	w15_d473e33683
beeden	w17_d473e33686
aber	w19_d473e33689
aufgetra	w21_d473e33692
gen	w1_d473e33698
wurde,	w3_d473e33701
den	w5_d473e33704
Feind	w7_d473e33707
durch	w9_d473e33710
nachschickende	w11_d473e33713
Commandi	w13_d473e33717
genau	w15_d473e33720
zu	w17_d473e33723
beobachten	w19_d473e33726
auch	w1_d473e33731
nach	w3_d473e33734
Thunlichkeit	w5_d473e33737
selbem	w7_d473e33740
allen	w9_d473e33743
Abbruch	w11_d473e33746
zuzufügen.	w13_d473e33750
</p>
<p id="p22_d473e33753">
Nebst	w1_d473e33757
deme	w3_d473e33760
wurde	w5_d473e33763
der	w7_d473e33766
combinirten	w9_d473e33769
Reichs=armee	w11_d473e33772
der	w13_d473e33776
Befehl	w15_d473e33779
ertheilet,	w17_d473e33782
sich	w1_d473e33787
in	w3_d473e33790
solch=Marsch=fertigen	w5_d473e33793
Stand	w7_d473e33796
zu	w9_d473e33799
halten,	w11_d473e33802
um	w13_d473e33806
auf	w15_d473e33809
erst	w17_d473e33812
überkommende	w19_d473e33815
Ordre	w1_d473e33820
sich	w3_d473e33823
sogleich	w5_d473e33826
in	w7_d473e33829
Bewegung	w9_d473e33832
setzen	w11_d473e33835
zu	w13_d473e33839
können.	w15_d473e33842
Jn	w17_d473e33845
Folge	w19_d473e33848
dessen	w21_d473e33851
vernem	w23_d473e33854
dann	w1_d473e33860
</p>
<p id="p24_d473e33864">
Den	w1_d473e33868
31sten	w3_d473e33871
solche	w5_d473e33874
das	w7_d473e33877
bey	w9_d473e33880
