<doc id="edoc_wd_1772-06-17" attrs="word" year="1772" month="06" day="17" corpus="1">
<head id="hl1">
Venedig	w28
Zu	w14416
die=sem	w14417
<g/>
=
Ende	w14419
der	w14420
13	w14421
<g/>
.
Julii	w14423
dies	w14424
Jahrs	w14425
frühe	w14426
um	w14427
9	w14428
<g/>
.
Uhr	w14430
auf	w14431
allhiesigen	w14432
Stadtrathhaus	w14433
solche	w14434
Licita=tion	w14435
<g/>
=
vorzunehmen	w14437
anberaumet	w14438
worden	w14439
<g/>
,
allwo	w14441
sie	w14442
sich	w14443
behörig	w14444
anzumelden	w14445
haben	w14446
<g/>
.
</p>
<p id="p152">
Von	w14448
eines	w14449
hochwürdig	w14450
Metropolitanischen	w14451
Domkapituls	w14452
bey	w14453
St	w14454
<g/>
.
Stephan	w14456
in	w14457
Wien	w14458
wegen	w14459
wird	w14460
hiemit	w14461
jedermänniglich	w14462
zu	w14463
vernehmen	w14464
gege=ben	w14465
<g/>
=
<g/>
;
Es	w14468
habe	w14469
löbl	w14470
<g/>
.
gmr	w14472
<g/>
.
Stadt	w14474
Wien	w14475
Pupillen=raitkammer	w14476
<g/>
=
anhero	w14478
erinneret	w14479
<g/>
,
wasmassen	w14481
es	w14482
die	w14483
Nothdurft	w14484
erfodere	w14485
<g/>
,
daß	w14487
die	w14488
in	w14489
des	w14490
Johann	w14491
Bap=tist	w14492
<g/>
=
Schock	w14494
<g/>
,
gewest	w14496
burgerlichen	w14497
Caffesieders	w14498
zu	w14499
Mariahilf	w14500
sel	w14501
<g/>
.
Verlassenschaft	w14503
gehörige	w14504
<g/>
,
dem	w14506
dies=seitigen	w14507
<g/>
=
Grundbuch	w14509
dienstbare	w14510
zu	w14511
Hernals	w14512
liegende	w14513
Behausung	w14514
Nro	w14515
<g/>
.
64	w14517
<g/>
.
feilgebotten	w14519
<g/>
,
und	w14521
an	w14522
den	w14523
Meistbietenden	w14524
licitando	w14525
verkaufet	w14526
werde	w14527
<g/>
,
folg=lich	w14529
<g/>
=
um	w14531
Ausfertigung	w14532
der	w14533
nöthigen	w14534
Licitations=edikten	w14535
<g/>
=
das	w14537
Ansuchen	w14538
gethan	w14539
<g/>
;
da	w14541
nun	w14542
hierein	w14543
son=der	w14544
<g/>
=
Anstand	w14546
gewilliget	w14547
<g/>
,
und	w14549
hierzu	w14550
der	w14551
11te	w14552
künf=tigen	w14553
<g/>
=
Monats	w14555
July	w14556
früh	w14557
um	w14558
9	w14559
<g/>
.
Uhr	w14561
bestimmet	w14562
worden	w14563
ist	w14564
<g/>
.
Als	w14566
werden	w14567
diejenige	w14568
<g/>
,
so	w14570
gedachte	w14571
Behausung	w14572
käuflich	w14573
an	w14574
sich	w14575
zu	w14576
bringen	w14577
gedenken	w14578
<g/>
,
an	w14580
obbemeldtem	w14581
Tag	w14582
<g/>
,
und	w14584
Stund	w14585
in	w14586
der	w14587
Dom=kapitlischen	w14588
<g/>
=
Hofmeisteramtskanzley	w14590
nächst	w14591
St	w14592
<g/>
.
Ste=phan	w14594
<g/>
=
im	w14596
sogenannten	w14597
Zwetlhof	w14598
zu	w14599
erscheinen	w14600
ha=ben	w14601
<g/>
=
<g/>
,
wo	w14604
sodann	w14605
dieses	w14606
Kaufs	w14607
halber	w14608
das	w14609
Weitere	w14610
der	w14611
Ordnung	w14612
nach	w14613
vorgekehret	w14614
werden	w14615
solle	w14616
<g/>
.
</p>
<p id="p153">
Da	w14618
der	w14619
Fall	w14620
vorgekommen	w14621
<g/>
,
daß	w14623
der	w14624
Johann	w14625
Bapt	w14626
<g/>
.
Sedlmayer	w14628
Burger	w14629
Kauf	w14630
<g/>
=
und	w14632
Handels=mannHandelsmann	w14633
<g/>
=
allhier	w14635
<g/>
,
in	w14637
Breslau	w14638
Wechselbriefe	w14639
auf	w14640
die	w14641
bisherige	w14642
Raggion	w14643
Sedlmayr	w14644
<g/>
,
Hübner	w14646
und	w14647
Klu=geKluge	w14648
<g/>
=
ausgestellet	w14650
<g/>
,
ohne	w14652
daß	w14653
die	w14654
beyden	w14655
letzten	w14656
Com=pagnionsCompagnions	w14657
<g/>
=
<g/>
,
weil	w14660
sie	w14661
während	w14662
der	w14663
Societät	w14664
mit	w14665
dem	w14666
</p>
<p id="p154">
Jnnhaber	w14669
des	w14670
Wechsels	w14671
nicht	w14672
das	w14673
geringste	w14674
Ver=kehr	w14675
<g/>
=
oder	w14677
Negotium	w14678
geführet	w14679
<g/>
,
davon	w14681
die	w14682
minde=ste	w14683
<g/>
=
Wissenschaft	w14685
gehabt	w14686
<g/>
,
ober	w14688
die	w14689
Valutam	w14690
des	w14691
Wechsels	w14692
einbekommen	w14693
<g/>
,
und	w14695
zu	w14696
befürchten	w14697
stehet	w14698
<g/>
,
daß	w14700
zu	w14701
ihren	w14702
größten	w14703
PræjudizPraejudiz	w14704
dergleichen	w14705
Fälle	w14706
noch	w14707
mehrmahlen	w14708
vorkommen	w14709
möchten	w14710
<g/>
.
So	w14712
wer=den	w14713
<g/>
=
von	w14715
uns	w14716
Bürgermeister	w14717
und	w14718
Rath	w14719
der	w14720
königl	w14721
<g/>
.
preußischen	w14723
Stadt	w14724
Reinertz	w14725
in	w14726
der	w14727
Grafschaft	w14728
Glatz	w14729
ad	w14730
Intantiam	w14731
Hr	w14732
<g/>
.
Karl	w14734
Friederich	w14735
Hübners	w14736
und	w14737
Hr	w14738
<g/>
.
Joh	w14740
<g/>
.
Jakob	w14742
Kluges	w14743
beyde	w14744
Burger	w14745
Kauf	w14746
<g/>
=
und	w14748
Handelsleute	w14749
allhier	w14750
<g/>
,
alle	w14752
diejenigen	w14753
<g/>
,
so	w14755
annoch	w14756
Wechselbriefe	w14757
<g/>
,
Aßignationes	w14759
<g/>
,
Obligationes	w14761
<g/>
,
oder	w14763
andere	w14764
Documenten	w14765
sie	w14766
haben	w14767
Nahmen	w14768
wie	w14769
sie	w14770
wollen	w14771
<g/>
,
von	w14773
der	w14774
Firma	w14775
Sedlmayer	w14776
<g/>
,
Hübner	w14778
und	w14779
Kluge	w14780
in	w14781
Händen	w14782
haben	w14783
möchten	w14784
<g/>
,
hierdurch	w14786
sub	w14787
pænapaena	w14788
præclusipraeclusi	w14789
vorgeladen	w14790
<g/>
,
sich	w14792
a	w14793
dato	w14794
binnen	w14795
9	w14796
<g/>
.
Wochen	w14798
und	w14799
zwar	w14800
in	w14801
Termino	w14802
peremptorio	w14803
den	w14804
6	w14805
<g/>
.
July	w14807
bey	w14808
uns	w14809
zu	w14810
Rathhause	w14811
<g/>
,
entweder	w14813
in	w14814
Persohn	w14815
<g/>
,
oder	w14817
per	w14818
Mandatarios	w14819
satis	w14820
legitima-tos	w14821
<g/>
-
<g/>
&
Instructos	w14824
zu	w14825
melden	w14826
<g/>
,
die	w14828
Original	w14829
<g/>
-
In-strumenta	w14831
<g/>
-
sie	w14833
haben	w14834
Nahmen	w14835
wie	w14836
sie	w14837
wollen	w14838
<g/>
,
zu	w14840
produciren	w14841
<g/>
,
darüber	w14843
mit	w14844
den	w14845
gewesenen	w14846
Sedl=mayerischen	w14847
<g/>
=
Handlungscompagnion	w14849
Hübner	w14850
und	w14851
Kluge	w14852
ad	w14853
Protocollum	w14854
zu	w14855
verfahren	w14856
<g/>
,
und	w14858
sodann	w14859
des	w14860
weiteren	w14861
rechtlichen	w14862
Bescheides	w14863
zu	w14864
gewarten	w14865
<g/>
.
Alle	w14867
diejenigen	w14868
<g/>
,
so	w14870
sich	w14871
in	w14872
Termino	w14873
perempto-rio	w14874
<g/>
-
den	w14876
6	w14877
<g/>
.
July	w14879
nicht	w14880
melden	w14881
sollten	w14882
<g/>
,
werden	w14884
<g/>
,
da	w14886
diese	w14887
Nachricht	w14888
außer	w14889
Schlesien	w14890
auch	w14891
den	w14892
Wie=ner	w14893
<g/>
=
<g/>
,
Prager	w14896
<g/>
=
und	w14898
Hamburger	w14899
Zeitungen	w14900
inseri-ret	w14901
<g/>
-
worden	w14903
<g/>
,
sodann	w14905
weiter	w14906
nicht	w14907
gehöret	w14908
<g/>
,
ihnen	w14910
weiter	w14911
kein	w14912
beneficium	w14913
Juris	w14914
verstattet	w14915
<g/>
,
sondern	w14917
mit	w14918
ihren	w14919
etwa	w14920
habenden	w14921
Forderungen	w14922
an	w14923
die	w14924
Raggion	w14925
Sedlmayer	w14926
<g/>
,
Hübner	w14928
und	w14929
Kluge	w14930
gänzlich	w14931
ab	w14932
<g/>
,
und	w14934
zur	w14935
Ruhe	w14936
verwiesen	w14937
werden	w14938
<g/>
.
Uebrigens	w14940
wird	w14941
das	w14942
Publikum	w14943
zugleich	w14944
gewarnet	w14945
<g/>
,
da	w14947
die	w14948
Rag=gion	w14949
<g/>
=
Sedlmayer	w14951
<g/>
,
Hübner	w14953
und	w14954
Kluae	w14955
gänzlichen	w14956
cessiret	w14957
<g/>
,
hinführo	w14959
weiter	w14960
kein	w14961
Wechsel	w14962
<g/>
,
oder	w14964
As=signationes	w14965
<g/>
=
von	w14967
dieser	w14968
Raggion	w14969
zu	w14970
acceptiren	w14971
<g/>
.
den	w14973
2	w14974
<g/>
.
April	w14976
1772	w14977
<g/>
.
</p>
<p id="p155">
Wir	w14979
Bürgermeister	w14980
<g/>
,
und	w14982
Rath	w14983
der	w14984
Stadt	w14985
Wien	w14986
geben	w14987
hiemit	w14988
jederman	w14989
zu	w14990
vernehnmen	w14991
<g/>
.
Es	w14993
sey	w14994
der	w14995
Hr	w14996
<g/>
.
Johann	w14998
Bapt	w14999
Bschaidner	w15000
gemr	w15001
<g/>
.
Stadt	w15003
Wien	w15004
Pupillenraitkammer	w15005
Supern	w15006
<g/>
.
Raithandler	w15008
mit	w15009
Tod	w15010
abgegangen	w15011
<g/>
,
und	w15013
daher	w15014
um	w15015
mit	w15016
der	w15017
künfti=zen	w15018
<g/>
=
Verlassenschaftsabhandlung	w15020
sicher	w15021
vorgehen	w15022
zu	w15023
können	w15024
<g/>
,
für	w15026
nothwendig	w15027
befunden	w15028
worden	w15029
<g/>
,
die=jenigen	w15031
<g/>
=
vorzuladen	w15033
<g/>
,
und	w15035
anzuhören	w15036
<g/>
,
welche	w15038
an	w15039
diese	w15040
Verlassenschaft	w15041
einige	w15042
Ansprüche	w15043
<g/>
,
und	w15045
For=derungen	w15046
<g/>
=
haben	w15048
möchten	w15049
<g/>
.
Da	w15051
wir	w15052
nun	w15053
entschlos=sen	w15054
<g/>
=
sind	w15056
<g/>
,
eben	w15058
diese	w15059
Sprüche	w15060
<g/>
,
und	w15062
Forderungen	w15063
an	w15064
dem	w15065
eigends	w15066
<g/>
,
und	w15068
zwar	w15069
für	w15070
das	w15071
erste	w15072
<g/>
,
und	w15074
letztemal	w15075
hiezu	w15076
bestimmten	w15077
Tag	w15078
nämlich	w15079
den	w15080
6ten	w15081
July	w15082
dies	w15083
Jahrs	w15084
<g/>
,
oder	w15086
da	w15087
wir	w15088
diesen	w15089
Tag	w15090
anderer	w15091
Verhindernissen	w15092
halber	w15093
nicht	w15094
zu	w15095
Rath	w15096
sässen	w15097
<g/>
,
den	w15099
nächst	w15100
darauf	w15101
folgenden	w15102
Rathstag	w15103
frühe	w15104
um	w15105
8	w15106
<g/>
.
Uhr	w15108
zu	w15109
hören	w15110
<g/>
,
und	w15112
zu	w15113
vernehmen	w15114
<g/>
.
So	w15116
haben	w15117
alle	w15118
jene	w15119
<g/>
,
welche	w15121
an	w15122
des	w15123
Hrn	w15124
<g/>
.
Johann	w15126
Bapt	w15127
<g/>
.
BschaidBschaidner	w15129
<g/>
=
</p>
<p id="p156">
ner	w15131
sel	w15132
<g/>
.
Verlassenschaft	w15134
eine	w15135
rechtmäßige	w15136
Forde=rung	w15137
<g/>
=
<g/>
,
es	w15140
seye	w15141
um	w15142
Erbschaft	w15143
<g/>
,
Schuld	w15145
<g/>
,
oder	w15147
ande=rer	w15148
<g/>
=
Ursachen	w15150
willen	w15151
zu	w15152
haben	w15153
glauben	w15154
<g/>
,
den	w15156
be=stimmten	w15157
<g/>
=
Tag	w15159
selbst	w15160
persönlich	w15161
<g/>
,
oder	w15163
durch	w15164
einen	w15165
hinlänglich	w15166
versehenen	w15167
Gewalttrager	w15168
so	w15169
gewiß	w15170
vor	w15171
uns	w15172
zu	w15173
erscheinen	w15174
<g/>
,
sich	w15176
behörig	w15177
zu	w15178
legitimiren	w15179
<g/>
,
und	w15181
ihre	w15182
Ansprüche	w15183
<g/>
,
und	w15185
Forderungen	w15186
darzuthun	w15187
<g/>
,
als	w15189
im	w15190
widrigen	w15191
Falle	w15192
auf	w15193
die	w15194
Ausbleibenden	w15195
<g/>
,
oder	w15197
nicht	w15198
behörig	w15199
liquidirenden	w15200
Erben	w15201
<g/>
,
Gläubiger	w15203
<g/>
,
und	w15205
Prätendenten	w15206
keine	w15207
Rucksicht	w15208
genohmen	w15209
<g/>
,
mit	w15211
der	w15212
Abhandlung	w15213
<g/>
,
und	w15215
Vertheilung	w15216
des	w15217
Verlassen=schaftsguts	w15218
<g/>
=
von	w15220
Amtswegen	w15221
vorgegangen	w15222
<g/>
,
und	w15224
dasselbe	w15225
den	w15226
etwann	w15227
vorkommenden	w15228
Erben	w15229
un=bedenklich	w15230
<g/>
=
überlassen	w15232
werden	w15233
würde	w15234
<g/>
.
</p>
<p id="p157">
Wir	w15236
Bürgermeister	w15237
und	w15238
Rath	w15239
der	w15240
Stadt	w15241
Wien	w15242
geben	w15243
hiemit	w15244
jedermann	w15245
zu	w15246
vernehmen	w15247
<g/>
,
es	w15249
seye	w15250
auf	w15251
Anlangen	w15252
der	w15253
Maria	w15254
Anna	w15255
Braunin	w15256
Wirths	w15257
Wittwe	w15258
verwilliget	w15259
worden	w15260
<g/>
,
das	w15262
weyl	w15263
<g/>
.
Christoph	w15265
Braun	w15266
gewesten	w15267
Wirths	w15268
seel	w15269
<g/>
.
hinterlaßene	w15271
<g/>
,
im	w15273
alten	w15274
Lerchenfeld	w15275
liegend	w15276
<g/>
,
zum	w15278
grün	w15279
Kranz	w15280
genann=te	w15281
<g/>
=
Haus	w15283
offentlich	w15284
auszufeilen	w15285
<g/>
,
und	w15287
an	w15288
den	w15289
Meist=biethenden	w15290
<g/>
=
zu	w15292
verkaufen	w15293
<g/>
.
Da	w15295
nun	w15296
zu	w15297
diesem	w15298
En=de	w15299
<g/>
=
der	w15301
10	w15302
<g/>
.
Julii	w15304
dieß	w15305
Jahrs	w15306
bestimmet	w15307
ist	w15308
<g/>
.
So	w15310
haben	w15311
diejenigen	w15312
<g/>
,
welche	w15314
das	w15315
gedachte	w15316
Haus	w15317
zu	w15318
kaufen	w15319
willens	w15320
sind	w15321
<g/>
,
an	w15323
dem	w15324
bestimmten	w15325
Tage	w15326
<g/>
,
oder	w15328
da	w15329
wir	w15330
anderer	w15331
Verhindernissen	w15332
halber	w15333
die=sen	w15334
<g/>
=
Tag	w15336
nicht	w15337
zu	w15338
Rath	w15339
säßen	w15340
den	w15341
nächst	w15342
darauf	w15343
folgenden	w15344
Rathstag	w15345
früh	w15346
um	w15347
8	w15348
<g/>
.
Uhr	w15350
vor	w15351
uns	w15352
zu	w15353
erscheinen	w15354
<g/>
,
und	w15356
sich	w15357
bey	w15358
unserer	w15359
<g/>
,
und	w15361
gmr	w15362
<g/>
.
Stadt=Pupillenraitkammer	w15364
<g/>
=
durch	w15366
den	w15367
Amtsschreiber	w15368
an=melden	w15369
<g/>
=
zu	w15371
laßen	w15372
<g/>
,
folglich	w15374
der	w15375
weiteren	w15376
Behand=lung	w15377
<g/>
=
abzuwarten	w15379
<g/>
.
Wien	w15381
den	w15382
7	w15383
<g/>
.
May	w15385
1772	w15386
<g/>
.
</p>
<p id="p158">
Von	w15388
der	w15389
gräflich	w15390
Wallseggischen	w15391
Herrschafs	w15392
Klamm	w15393
wegen	w15394
<g/>
,
gesammten	w15396
Creditspartheyen	w15397
den	w15398
ad	w15399
Cridam	w15400
gediehenen	w15401
Simon	w15402
Göbel	w15403
<g/>
,
behausten	w15405
Unterthans	w15406
zu	w15407
Gloggnitz	w15408
hiemit	w15409
ex	w15410
officio	w15411
anzu=fügen	w15412
<g/>
=
<g/>
.
Es	w15415
seye	w15416
gedacht	w15417
gräfliche	w15418
Herrschaft	w15419
Klamm	w15420
über	w15421
die	w15422
zu	w15423
dreymalen	w15424
fruchtlos	w15425
abge=loffenen	w15426
<g/>
=
Licitationstagsatzungen	w15428
des	w15429
göblischen	w15430
Hauses	w15431
<g/>
,
Gewerbs	w15433
sammt	w15434
Grundstücken	w15435
keiner=dings	w15436
<g/>
=
mehr	w15438
gesinnet	w15439
<g/>
,
die	w15441
veschwerliche	w15442
Admini=stration	w15443
<g/>
=
fernershin	w15445
beyzubehalten	w15446
sondern	w15447
viel=mehr	w15448
<g/>
=
bedacht	w15450
dieser	w15451
Göblischen	w15452
Crida	w15453
ein	w15454
baldi=ges	w15455
<g/>
=
Ende	w15457
zu	w15458
verschaffen	w15459
<g/>
,
und	w15461
hab	w15462
<g/>
.
dahero	w15464
ver=ordnet	w15465
<g/>
=
zu	w15467
dem	w15468
Ende	w15469
eine	w15470
Citationstagsatzung	w15471
auf	w15472
den	w15473
16	w15474
<g/>
.
künftigen	w15476
Monats	w15477
Julii	w15478
sub	w15479
1mo	w15480
<g/>
,
2d0	w15482
<g/>
,
3tio	w15484
termino	w15485
dergestalten	w15486
anzuberaumen	w15487
<g/>
,
daß	w15489
sie	w15490
gesammte	w15491
Creditores	w15492
entweder	w15493
selbst	w15494
persönlich	w15495
oder	w15496
durch	w15497
genugsam	w15498
bevollmächtigten	w15499
Mandata=rien	w15500
<g/>
=
alsogewiß	w15502
hierbey	w15503
erscheinen	w15504
<g/>
,
einen	w15506
gemein=schaftlichen	w15507
<g/>
=
Curatorem	w15509
und	w15510
respect	w15511
<g/>
.
Administra-torem	w15513
<g/>
-
Massae	w15515
in	w15516
Vorschlag	w15517
bringen	w15518
<g/>
,
wie	w15520
im	w15521
wi=drigen	w15522
<g/>
=
das	w15524
ganze	w15525
Simon	w15526
Göblische	w15527
Cridävermö=gen	w15528
<g/>
=
ihnen	w15530
Creditoren	w15531
ex	w15532
ipso	w15533
addiciret	w15534
werden	w15535
solle	w15536
<g/>
.
</p>
<head id="hl22">
Jn	w15538
der	w15539
von	w15540
Ghelenschen	w15541
Buchhandlung	w15542
<g/>
,
im	w15544
neuen	w15545
Michaelerhause	w15546
<g/>
,
der	w15548
kais	w15549
<g/>
.
kön	w15551
<g/>
.
Reitschule	w15553
gegenüber	w15554
<g/>
,
sind	w15556
nebst	w15557
vielen	w15558
alten	w15559
<g/>
,
sehr	w15561
raren	w15562
und	w15563
neuen	w15564
Büchern	w15565
<g/>
,
Landkarten	w15567
und	w15568
Kupferstichen	w15569
<g/>
,
auch	w15571
folgende	w15572
zu	w15573
haben	w15574
<g/>
.
</head>
<list id="li17">
Lebens	w15576
<g/>
=
und	w15578
Regierungsgeschichte	w15579
des	w15580
Allerdurchlauchtigsten	w15581
Kaisers	w15582
Franz	w15583
des	w15584
Ersten	w15585
<g/>
,
aus	w15587
zuver=läßigen	w15588
<g/>
=
Nachrichten	w15590
und	w15591
Urkunden	w15592
zusammengetragen	w15593
von	w15594
Joh	w15595
<g/>
.
Fr	w15597
<g/>
.
Seyfart	w15599
<g/>
,
nebst	w15601
dem	w15602
Portrait	w15603
des	w15604
Durchlauchtigen	w15605
Kaisers	w15606
<g/>
,
8	w15608
<g/>
.
1	w15610
<g/>
.
fl	w15612
<g/>
.
Beckers	w15614
<g/>
(
David	w15616
<g/>
)
neue	w15618
Abhandlung	w15619
vom	w15620
Karlsbaade	w15621
<g/>
,
3	w15623
<g/>
.
Theile	w15625
mit	w15626
Kupf	w15627
<g/>
.
gr	w15629
<g/>
.
8	w15631
<g/>
.
Prag	w15633
1772	w15634
<g/>
.
1	w15636
<g/>
.
fl	w15638
<g/>
.
45	w15640
<g/>
.
kr	w15642
<g/>
.
<g/>
—
Ebendasselbe	w15645
Buch	w15646
auf	w15647
Schreibpapier	w15648
<g/>
.
2	w15650
<g/>
.
fl	w15652
<g/>
.
15	w15654
<g/>
.
kr	w15656
<g/>
.
Denfers	w15658
<g/>
,
Betrachtung	w15660
über	w15661
die	w15662
Cometen	w15663
<g/>
,
8	w15665
<g/>
.
15	w15667
<g/>
.
kr	w15669
<g/>
.
Geßners	w15671
<g/>
(
Joh	w15673
<g/>
.
Matth	w15675
<g/>
.
<g/>
)
etymologisches	w15678
Wörterbuch	w15679
der	w15680
lateinischen	w15681
Sprache	w15682
für	w15683
Schulen	w15684
<g/>
,
gr	w15686
<g/>
.
8	w15688
<g/>
.
Leipzig	w15690
1772	w15691
<g/>
.
1	w15693
<g/>
.
fl	w15695
<g/>
.
36	w15697
<g/>
.
kr	w15699
<g/>
.
Scopoli	w15701
<g/>
(
Joa	w15703
<g/>
,
Ant	w15705
<g/>
.
<g/>
)
Principis	w15708
MineralogiæMineralogiae	w15709
systematicæsystematicae	w15710
<g/>
&
practicæpracticae	w15712
<g/>
,
8	w15714
<g/>
.
maj	w15716
<g/>
.
PragæPragae	w15718
1772	w15719
<g/>
.
1	w15721
<g/>
.
fl	w15723
<g/>
.
Neukastel	w15725
<g/>
(
Wilhelm	w15727
Herzogs	w15728
von	w15729
<g/>
)
neueröfnete	w15731
Reitbahn	w15732
oder	w15733
vollkommener	w15734
Stallmeister	w15735
<g/>
,
wo=rinn	w15737
<g/>
=
eine	w15739
neue	w15740
Methode	w15741
die	w15742
Pferde	w15743
zu	w15744
dreßiren	w15745
und	w15746
nach	w15747
der	w15748
Natur	w15749
und	w15750
Kunst	w15751
abzurichten	w15752
gelehret	w15753
wird	w15754
<g/>
,
aus	w15756
dem	w15757
Englischen	w15758
<g/>
,
nebst	w15760
den	w15761
Anmerkungen	w15762
und	w15763
Zusätzen	w15764
des	w15765
Herrn	w15766
von	w15767
Sol=leisel	w15768
<g/>
=
übersetzt	w15770
<g/>
,
mit	w15772
ganz	w15773
neuen	w15774
Kupfern	w15775
<g/>
,
gr	w15777
<g/>
.
Fol	w15779
<g/>
.
Nürnberg	w15781
1772	w15782
<g/>
.
7	w15784
<g/>
.
fl	w15786
<g/>
.
30	w15788
<g/>
.
kr	w15790
<g/>
.
Politisch	w15792
<g/>
=
geographisch	w15794
<g/>
,
und	w15796
historische	w15797
Beschreibung	w15798
des	w15799
Königreichs	w15800
Hungarn	w15801
<g/>
,
8	w15803
<g/>
.
Presburg	w15805
1772	w15806
<g/>
.
1	w15808
<g/>
.
fl	w15810
<g/>
.
15	w15812
<g/>
.
kr	w15814
<g/>
.
Salz	w15816
zur	w15817
Brunnenkur	w15818
<g/>
,
in	w15820
einer	w15821
auserlesenen	w15822
Sammlung	w15823
zum	w15824
Theil	w15825
noch	w15826
nie	w15827
im	w15828
Druck	w15829
erschie=nenen	w15830
<g/>
=
ernst	w15832
und	w15833
scherzhaften	w15834
Gedanken	w15835
<g/>
,
sinnreichen	w15837
Denksprüche	w15838
<g/>
,
Fabeln	w15840
und	w15841
Erzählungen	w15842
<g/>
,
nebst	w15844
einigen	w15845
Clavierstücken	w15846
<g/>
,
8	w15848
<g/>
.
30	w15850
<g/>
.
kr	w15852
<g/>
.
Merkwürdige	w15854
Geburts	w15855
<g/>
=
und	w15857
Lebensgeschichte	w15858
<g/>
,
Jakobi	w15860
Eduardi	w15861
Francisci	w15862
<g/>
,
aus	w15864
dem	w15865
Hause	w15866
Stuart	w15867
<g/>
,
prätendirenden	w15869
Königs	w15870
von	w15871
Großbritannien	w15872
<g/>
,
aus	w15874
zuverläßigen	w15875
Nachrichten	w15876
<g/>
,
8	w15878
<g/>
.
Frankfurt	w15880
und	w15881
Leipzig	w15882
<g/>
.
20	w15884
<g/>
.
kr	w15886
<g/>
.
Neue	w15888
Schauspiele	w15889
<g/>
,
2ter	w15891
Band	w15892
enthaltend	w15893
<g/>
.
Antiope	w15895
<g/>
,
ein	w15897
Trauerspiel	w15898
<g/>
.
Darf	w15900
man	w15901
seine	w15902
Frau	w15903
lie=ben	w15904
<g/>
=
<g/>
,
ein	w15907
Lustspiel	w15908
<g/>
.
Karl	w15910
der	w15911
fünfte	w15912
in	w15913
Afrika	w15914
<g/>
,
ein	w15916
Trauerspiel	w15917
<g/>
.
Die	w15919
indianische	w15920
Wittwe	w15921
<g/>
,
ein	w15923
Nachspiel	w15924
<g/>
,
der	w15926
gutherzige	w15927
Murrkopf	w15928
<g/>
,
8	w15930
<g/>
.
Prespurg	w15932
<g/>
,
1	w15934
<g/>
.
fl	w15936
<g/>
.
Allgemeine	w15938
Gründe	w15939
der	w15940
ökonomischen	w15941
Wissenschaften	w15942
<g/>
,
vornehmlich	w15944
des	w15945
Ackerbaues	w15946
<g/>
,
der	w15948
Handlung	w15949
und	w15950
des	w15951
Kameralwesens	w15952
<g/>
,
aus	w15954
dem	w15955
Französischen	w15956
übersetzt	w15957
<g/>
,
3	w15959
<g/>
.
Thl	w15961
<g/>
.
8	w15963
<g/>
.
1771	w15965
<g/>
.
2	w15967
<g/>
.
fl	w15969
<g/>
.
30	w15971
<g/>
.
kr	w15973
<g/>
.
Der	w15975
Tempel	w15976
des	w15977
Gedächtnißes	w15978
<g/>
,
ein	w15980
scherzhaftes	w15981
Singspiel	w15982
<g/>
,
aus	w15984
dem	w15985
Französischen	w15986
übersetzt	w15987
<g/>
,
nebst	w15989
einem	w15990
historischen	w15991
Vorbericht	w15992
von	w15993
den	w15994
comischen	w15995
Opern	w15996
<g/>
,
8	w15998
<g/>
.
15	w16000
<g/>
.
kr	w16002
<g/>
.
Die	w16004
heldenmüthige	w16005
Jüdinn	w16006
<g/>
,
ein	w16008
Trauerspiel	w16009
<g/>
,
8	w16011
<g/>
.
15	w16013
<g/>
.
kr	w16015
<g/>
.
Der	w16017
redliche	w16018
Betrüger	w16019
<g/>
,
ein	w16021
Lustspiel	w16022
<g/>
,
8	w16024
<g/>
.
15	w16026
<g/>
.
kr	w16028
<g/>
.
Voigts	w16030
Beschreibung	w16031
der	w16032
bisher	w16033
bekannten	w16034
böhmischen	w16035
Münzen	w16036
<g/>
,
nach	w16038
chronologischer	w16039
Ordnung	w16040
<g/>
,
nebst	w16042
einem	w16043
kurzen	w16044
Begriff	w16045
des	w16046
Lebens	w16047
der	w16048
Münzfürsten	w16049
und	w16050
anderer	w16051
<g/>
,
auf	w16053
welche	w16054
sie	w16055
geprägt	w16056
wor=den	w16057
<g/>
=
<g/>
,
mit	w16060
eingestreueten	w16061
historischen	w16062
Nachrichten	w16063
von	w16064
dem	w16065
Bergbaue	w16066
in	w16067
Böhmen	w16068
<g/>
,
1ter	w16070
Band	w16071
complet	w16072
<g/>
,
gr	w16074
<g/>
.
4	w16076
<g/>
.
1772	w16078
<g/>
.
3	w16080
<g/>
.
fl	w16082
<g/>
.
30	w16084
<g/>
.
kr	w16086
<g/>
.
Das	w16088
Kabinet	w16089
der	w16090
Feen	w16091
<g/>
,
oder	w16093
gesammlete	w16094
Feenmärchen	w16095
der	w16096
Madame	w16097
d'Anoy	w16098
<g/>
,
9	w16100
<g/>
.
Thl	w16102
<g/>
.
mit	w16104
Kupf	w16105
<g/>
.
8	w16107
<g/>
.
6	w16109
<g/>
.
fl	w16111
<g/>
.
Meletaon	w16113
<g/>
,
wohleingerichtete	w16115
neuerfundene	w16116
Tugendschule	w16117
mit	w16118
Kupf	w16119
<g/>
.
8	w16121
<g/>
.
1	w16123
<g/>
.
fl	w16125
<g/>
.
Der	w16127
geschickte	w16128
und	w16129
wohlerfahrne	w16130
Conditor	w16131
oder	w16132
Zuckerbecker	w16133
<g/>
,
nebst	w16135
einen	w16136
ausführlichen	w16137
Unterricht	w16138
zur	w16139
Pasteten	w16140
<g/>
=
und	w16142
Tortenbeckerey	w16143
